osmid,oneway,ref,name,highway,reversed,length,maxspeed,geometry,bridge
209536846,True,D300,Muş-Bitlis yolu,trunk,False,237.983,,"LINESTRING (42.0205311 38.5762995, 42.0228787 38.5751985)",
620291677,False,,,tertiary,False,13.482,,"LINESTRING (42.0205311 38.5762995, 42.02063 38.5763929)",
620291677,False,,,tertiary,True,13.482,,"LINESTRING (42.02063 38.5763929, 42.0205311 38.5762995)",
719368793,True,D300,Muş-Bitlis yolu,trunk,False,10.304,110,"LINESTRING (42.02063 38.5763929, 42.0205232 38.5764331)",
620291677,False,,,tertiary,False,112.661,,"LINESTRING (42.02063 38.5763929, 42.0212671 38.5768471, 42.021596 38.5770682)",
620291677,False,,,tertiary,True,219.64800000000002,,"LINESTRING (42.0237016 38.5780345, 42.0229836 38.5779565, 42.022888 38.5779344, 42.0227713 38.5778625, 42.0221519 38.5774419, 42.021596 38.5770682)",
620291678,False,,,tertiary,True,25.169,,"LINESTRING (42.0237016 38.5780345, 42.0237755 38.5779478, 42.0237835 38.5778258)",
692568765,False,,,tertiary,False,52.934,,"LINESTRING (42.0237016 38.5780345, 42.0237755 38.578215, 42.0238032 38.5785007)",
620291678,False,,,tertiary,False,76.211,,"LINESTRING (42.0254824 38.5734579, 42.0252775 38.5741243)",
620291678,False,,,tertiary,True,24.247,,"LINESTRING (42.0254824 38.5734579, 42.0255697 38.5732508)",
220513991,False,,,residential,True,165.892,,"LINESTRING (42.0254824 38.5734579, 42.0250696 38.5733808, 42.0248662 38.5734001, 42.0246444 38.5735398, 42.0240933 38.5738866, 42.0238303 38.5739758)",
620291678,False,,,tertiary,False,20.508,,"LINESTRING (42.0252775 38.5741243, 42.0251813 38.5742927)",
620291678,False,,,tertiary,True,76.211,,"LINESTRING (42.0252775 38.5741243, 42.0254824 38.5734579)",
209536846,True,D300,Muş-Bitlis yolu,trunk,False,382.75,,"LINESTRING (42.0252775 38.5741243, 42.0273597 38.5733614, 42.029266 38.5726666)",
620291678,False,,,tertiary,True,20.508,,"LINESTRING (42.0251813 38.5742927, 42.0252775 38.5741243)",
620291678,False,,,tertiary,False,286.022,,"LINESTRING (42.0251813 38.5742927, 42.024934 38.5747297, 42.0243055 38.5755487, 42.0240836 38.57591, 42.0239357 38.5764158, 42.0238787 38.5766309)",
719368793,True,D300,Muş-Bitlis yolu,trunk,False,459.456,110,"LINESTRING (42.0251813 38.5742927, 42.0234139 38.575083, 42.02063 38.5763929)",
