osmid,oneway,name,highway,reversed,length,bridge,lanes,geometry,maxspeed,width,junction
23236940,True,,primary_link,False,263.807,,,"LINESTRING (28.9693784 41.0287943, 28.9696015 41.0286842, 28.9697303 41.0285612, 28.9698418 41.0284058, 28.9699414 41.0282506, 28.9702979 41.0276954, 28.9703454 41.027595, 28.9703457 41.0274822, 28.9703005 41.0273962, 28.9702295 41.0273269, 28.9701352 41.0272794, 28.970044 41.027263, 28.9699362 41.0272852, 28.9698717 41.0273264, 28.9698328 41.0273892, 28.9698333 41.0274605, 28.9699272 41.0276519)",,,
5170334,True,Tersane Caddesi,secondary,False,53.083,,3,"LINESTRING (28.9690885 41.0252675, 28.9691586 41.0251964, 28.9692837 41.025057, 28.9694436 41.0248725)",30,,
23639787,True,,primary_link,False,33.537,,,"LINESTRING (28.9691723 41.025298, 28.9690613 41.0254657, 28.96901 41.0255731)",,,
23639787,True,,primary_link,False,20.317,,,"LINESTRING (28.96901 41.0255731, 28.9689583 41.0257516)",,,
132270027,False,Yolcu Hamam Sokağı,residential,False,51.251999999999995,,,"LINESTRING (28.96901 41.0255731, 28.9690436 41.0255891, 28.9691646 41.0256468, 28.9692588 41.0257931, 28.9693099 41.0259487)",,,
132270017,False,Kartopu Sokağı,residential,False,40.339,,,"LINESTRING (28.9689583 41.0257516, 28.9689974 41.0257499, 28.9690788 41.0257464, 28.9691625 41.0258991, 28.9691988 41.026002)",,,
"[227696084, 227696087]",True,,primary_link,False,70.32199999999999,,,"LINESTRING (28.9689583 41.0257516, 28.9688725 41.0261683, 28.968858 41.0262527, 28.9688489 41.026291, 28.9688323 41.0263271, 28.9687982 41.0263682)",,,
24806182,True,Yolcuzade Iskender Caddesi,tertiary,False,45.927,,,"LINESTRING (28.9689358 41.0267146, 28.9694435 41.0268692)",,,
23639745,True,Refik Saydam Caddesi,primary,False,32.557,,3,"LINESTRING (28.9689358 41.0267146, 28.9690086 41.026783, 28.9691788 41.0269429)",,,
92410041,True,Galip Dede Caddesi,residential,False,75.467,,,"LINESTRING (28.9745068 41.0268057, 28.9745727 41.0266152, 28.9748272 41.0261733)",,,
229239664,False,Alageyik Sokağı,residential,False,137.006,,,"LINESTRING (28.9749239 41.0248828, 28.9750011 41.0248825, 28.9750645 41.024885, 28.9751231 41.0248931, 28.9751939 41.0248981, 28.9752847 41.0249078, 28.9753367 41.0249124, 28.9753708 41.0249137, 28.9756992 41.0248933, 28.9758539 41.0248424, 28.9760066 41.0247381, 28.9763125 41.0245336, 28.9763654 41.0244983)",,,
24806079,True,İlk Belediye Caddesi,residential,False,48.916,,,"LINESTRING (28.9737348 41.0277774, 28.9735692 41.0273556)",,,
25569552,True,Şah Değirmeni Sokağı,residential,False,42.611,,1,"LINESTRING (28.9737348 41.0277774, 28.9741884 41.0276049)",20,,
24806079,True,İlk Belediye Caddesi,residential,False,19.492,,,"LINESTRING (28.9731997 41.0267258, 28.9731119 41.0265635)",,,
"[370697424, 144792569]",False,"['Şahkapısı Sokağı', 'Küçük Hendek Caddesi']",residential,"[False, True]",136.13,,,"LINESTRING (28.9731997 41.0267258, 28.9735536 41.0264607, 28.9739433 41.0260782, 28.9740664 41.0260077, 28.974104 41.0259862, 28.9740102 41.0259392, 28.9738783 41.025858)",,,
152336173,False,Şair Ziya Paşa Caddesi,residential,False,50.087,,,"LINESTRING (28.9722342 41.0252404, 28.9719504 41.0248441)",,,
183749132,False,Kabak çiçegi Sokağı,residential,True,55.226,,,"LINESTRING (28.9722342 41.0252404, 28.9718154 41.0256236)",,,
152336173,False,Şair Ziya Paşa Caddesi,residential,True,54.379000000000005,,,"LINESTRING (28.9722342 41.0252404, 28.9722792 41.0253086, 28.9725228 41.0256783)",,,
24806146,True,Bankalar Caddesi,tertiary,False,45.223,,,"LINESTRING (28.9725618 41.0243029, 28.9730467 41.0241252)",,,
695775278,False,Perşembe Pazarı Caddesi,living_street,True,37.948,,,"LINESTRING (28.9725618 41.0243029, 28.9723013 41.0240239)",,,
24806167,True,Büyük Hendek Caddesi,residential,False,101.451,,,"LINESTRING (28.9738783 41.025858, 28.9738293 41.0258957, 28.9735238 41.0261801, 28.9731119 41.0265635)",,,
41679637,False,Büyük Hendek Caddesi,residential,True,24.597,,,"LINESTRING (28.9738783 41.025858, 28.973973 41.0257495, 28.9740462 41.0256768)",,,
"[370697424, 144792569]",False,"['Şahkapısı Sokağı', 'Küçük Hendek Caddesi']",residential,"[False, True]",136.13,,,"LINESTRING (28.9738783 41.025858, 28.9740102 41.0259392, 28.974104 41.0259862, 28.9740664 41.0260077, 28.9739433 41.0260782, 28.9735536 41.0264607, 28.9731997 41.0267258)",,,
"[24806208, 132270012]",True,"['Meşrutiyet Caddesi', 'Ensiz Sokağı']",tertiary,False,65.88000000000001,,,"LINESTRING (28.973246 41.0282843, 28.9732943 41.0281442, 28.9733146 41.0280851, 28.9733909 41.0279733, 28.9734578 41.0278969, 28.973541 41.0278572, 28.9736657 41.0278434)",,,
315553419,True,Meşrutiyet Caddesi,tertiary,False,59.658,,,"LINESTRING (28.973246 41.0282843, 28.9731584 41.0282323, 28.9730644 41.0281668, 28.9726328 41.0280231)",,,
132270035,False,Kıblelizade Sokağı,residential,False,30.664,,,"LINESTRING (28.9731372 41.0286434, 28.9727721 41.0286297)",,,
24806208,True,Meşrutiyet Caddesi,tertiary,False,41.022,,,"LINESTRING (28.9731372 41.0286434, 28.9731774 41.0285509, 28.973228 41.0283543, 28.973246 41.0282843)",,,
24806208,True,Meşrutiyet Caddesi,tertiary,False,49.308,,,"LINESTRING (28.9730166 41.0290774, 28.9731372 41.0286434)",,,
24806208,True,Meşrutiyet Caddesi,tertiary,False,31.219,,,"LINESTRING (28.9729575 41.0293546, 28.9730166 41.0290774)",,,
179996589,False,Yemenici Abdüllatif Sokağı,residential,False,77.078,,,"LINESTRING (28.9729575 41.0293546, 28.9735082 41.029343, 28.9734805 41.0290662)",,,
183819442,True,Asmalı Mescit Sokağı,residential,False,40.58,,,"LINESTRING (28.9735469 41.0306945, 28.9731519 41.0309052)",,,
24806208,True,Meşrutiyet Caddesi,tertiary,False,157.661,,,"LINESTRING (28.9735469 41.0306945, 28.9733662 41.0303672, 28.9732222 41.0299711, 28.9729597 41.0294457, 28.9729575 41.0293546)",,,
229127960,True,Asmalı Mescit Sokak,residential,False,46.974000000000004,,,"LINESTRING (28.9735469 41.0306945, 28.9736781 41.030638, 28.9740332 41.030485)",,,
485077714,False,Balyoz Sokak,residential,True,33.103,,,"LINESTRING (28.9741638 41.0312255, 28.974505 41.0310759)",,,
24806208,True,Meşrutiyet Caddesi,tertiary,False,39.505,,,"LINESTRING (28.9741638 41.0312255, 28.9740388 41.0312306, 28.9738885 41.0311464, 28.9737999 41.0310472)",,,
24806291,False,Oteller Sokağı,residential,False,43.026,,,"LINESTRING (28.9747103 41.0314305, 28.974505 41.0310759)",,,
24806208,True,Meşrutiyet Caddesi,tertiary,False,56.653,,,"LINESTRING (28.9747103 41.0314305, 28.9745644 41.031288, 28.9744614 41.0312233, 28.9742983 41.0312038, 28.9741638 41.0312255)",,,
24806291,False,Oteller Sokağı,residential,False,30.334,,,"LINESTRING (28.974505 41.0310759, 28.9743826 41.0308192)",,,
24806291,False,Oteller Sokağı,residential,True,43.026,,,"LINESTRING (28.974505 41.0310759, 28.9747103 41.0314305)",,,
485077714,False,Balyoz Sokak,residential,False,33.103,,,"LINESTRING (28.974505 41.0310759, 28.9741638 41.0312255)",,,
24806291,False,Oteller Sokağı,residential,True,30.334,,,"LINESTRING (28.9743826 41.0308192, 28.974505 41.0310759)",,,
485077713,False,Orhan Adli Apaydın Sokak,residential,False,55.061,,,"LINESTRING (28.9743826 41.0308192, 28.9737999 41.0310472)",,,
24806291,False,Oteller Sokağı,residential,False,47.272999999999996,,,"LINESTRING (28.9743826 41.0308192, 28.974308 41.0306499, 28.9741689 41.0304266)",,,
24806291,False,Oteller Sokağı,residential,True,47.272999999999996,,,"LINESTRING (28.9741689 41.0304266, 28.974308 41.0306499, 28.9743826 41.0308192)",,,
229127960,True,Asmalı Mescit Sokak,residential,False,77.99199999999999,,,"LINESTRING (28.9741689 41.0304266, 28.9743662 41.0303422, 28.9744969 41.0302417, 28.9748286 41.0299432)",,,
24806305,False,Sofyalı Sokağı,residential,False,46.134,,,"LINESTRING (28.9748286 41.0299432, 28.9746277 41.0298133, 28.9744833 41.0296276)",,,
"[229127960, 25569549]",True,"['Kumbaracı Yokuşu', 'Asmalı Mescit Sokak']","['residential', 'living_street']",False,167.006,,,"LINESTRING (28.9748286 41.0299432, 28.9750242 41.0297042, 28.9752692 41.0295724, 28.9753011 41.0295568, 28.9753138 41.0295507, 28.9753611 41.0295233, 28.9756788 41.0293626, 28.9758142 41.0292528, 28.9761947 41.02888)",20,,
24806305,False,Sofyalı Sokağı,residential,True,26.436,,,"LINESTRING (28.9741264 41.0289535, 28.9742672 41.0291662)",,,
837236776,False,General Yazgan Sokağı,residential,False,35.157999999999994,,,"LINESTRING (28.9741264 41.0289535, 28.973822 41.0290518, 28.9737602 41.0290582, 28.9737348 41.0290608)",,,
"[1149816833, 1120744774]",False,General Yazgan Sokağı,residential,True,44.785,,,"LINESTRING (28.9741264 41.0289535, 28.9743839 41.0288601, 28.9743367 41.0286763)",,,
92410029,True,General Yazgan Sokağı,residential,False,21.34,,,"LINESTRING (28.9737348 41.0290608, 28.9734805 41.0290662)",,,
837236776,False,General Yazgan Sokağı,residential,True,35.158,,,"LINESTRING (28.9737348 41.0290608, 28.9737602 41.0290582, 28.973822 41.0290518, 28.9741264 41.0289535)",,,
24806305,False,Sofyalı Sokağı,residential,False,26.436,,,"LINESTRING (28.9742672 41.0291662, 28.9741264 41.0289535)",,,
24806305,False,Sofyalı Sokağı,residential,True,19.147,,,"LINESTRING (28.9742672 41.0291662, 28.9743442 41.0293283)",,,
25569550,False,Müeyyet Sokağı,residential,True,53.152,,,"LINESTRING (28.9742672 41.0291662, 28.9748381 41.0289588)",,,
24806305,False,Sofyalı Sokağı,residential,False,19.147,,,"LINESTRING (28.9743442 41.0293283, 28.9742672 41.0291662)",,,
24806305,False,Sofyalı Sokağı,residential,True,35.267,,,"LINESTRING (28.9743442 41.0293283, 28.9744833 41.0296276)",,,
"[183819849, 313763069]",False,"['Jurnal Sokağı', 'Minare Sokak']",residential,True,130.249,,,"LINESTRING (28.9743442 41.0293283, 28.9741727 41.0293876, 28.9741881 41.0294559, 28.9734558 41.0296087, 28.9736787 41.0299568)",,,
977630193,False,Galata Beyazit Sokağı,residential,False,21.489,,,"LINESTRING (28.9780708 41.0265848, 28.978232 41.0264346)",,,
977630192,True,Lüleci Hendek Sokağı,residential,False,64.21300000000001,,1,"LINESTRING (28.9780708 41.0265848, 28.978361 41.0268233, 28.9784211 41.0268695, 28.9784169 41.026888, 28.9784299 41.0269296, 28.978436 41.0269514, 28.9785272 41.027031)",,3.5,
"[1032070635, 1032070636, 25539031]",False,Hacı Mimi Külhanı Sokak,residential,True,118.586,,,"LINESTRING (28.9780708 41.0265848, 28.9779518 41.0267279, 28.9776978 41.0270711, 28.9775996 41.0271522, 28.9772524 41.0273788, 28.977204 41.0274104)",,,
92410040,False,Lüleciler Sokağı,residential,False,30.749999999999996,,,"LINESTRING (28.9785272 41.027031, 28.9786446 41.0270997, 28.9786853 41.0271147, 28.9787238 41.0271162, 28.9787668 41.0271005, 28.9788336 41.0270592)",,,
378382473,False,Lüleciler Sokak,residential,False,24.06,,1,"LINESTRING (28.9788336 41.0270592, 28.9790325 41.0269033)",,,
24830006,True,Karabaş Mektebi Sokağı,residential,False,51.295,,1,"LINESTRING (28.9788336 41.0270592, 28.9788978 41.0270877, 28.9789873 41.0271338, 28.9790462 41.0271657, 28.9791245 41.027195, 28.9793742 41.0272699)",,3.5,
92410040,False,Lüleciler Sokağı,residential,True,30.75,,,"LINESTRING (28.9788336 41.0270592, 28.9787668 41.0271005, 28.9787238 41.0271162, 28.9786853 41.0271147, 28.9786446 41.0270997, 28.9785272 41.027031)",,,
1046553129,False,Karabaşdere Sokağı,living_street,False,52.472,,,"LINESTRING (28.9793742 41.0272699, 28.9792961 41.0277381)",,,
1160053324,True,Kemeraltı Caddesi,primary,False,25.112,,2,"LINESTRING (28.9795053 41.0265074, 28.9792583 41.0263798)",,,
378382473,False,Lüleciler Sokak,residential,True,59.266999999999996,,1,"LINESTRING (28.9795053 41.0265074, 28.9794614 41.0265486, 28.9792393 41.0267357, 28.9790325 41.0269033)",,,
152336173,False,Şair Ziya Paşa Caddesi,residential,True,58.822,,,"LINESTRING (28.9725228 41.0256783, 28.9728336 41.0261525)",,,
24830066,False,Laleli Çeşme Sokağı,residential,True,95.656,,,"LINESTRING (28.9725228 41.0256783, 28.9728928 41.025499, 28.9730384 41.0254823, 28.9732047 41.0255466, 28.9735224 41.0256843)",,,
152336173,False,Şair Ziya Paşa Caddesi,residential,False,54.379000000000005,,,"LINESTRING (28.9725228 41.0256783, 28.9722792 41.0253086, 28.9722342 41.0252404)",,,
229139531,True,Şair Esref Paşa Sokağı,residential,False,35.587,,,"LINESTRING (28.9725228 41.0256783, 28.9723766 41.0258008, 28.972212 41.0258939)",,,
331681463,False,Buğulu Sokağı,living_street,False,33.889,,,"LINESTRING (28.9700327 41.0252475, 28.9703146 41.0254658)",,,
24830098,False,Sarı Zeybek Sokağı,living_street,False,70.851,,,"LINESTRING (28.9700327 41.0252475, 28.9701488 41.0251167, 28.9705027 41.0247181)",,,
"[132270026, 24830098]",False,"['Sarı Zeybek Sokağı', 'Eflatun Çıkmazı Sokağı']",living_street,"[False, True]",84.487,,,"LINESTRING (28.9700327 41.0252475, 28.9697652 41.0255303, 28.9693947 41.0252271)",,,
331681463,False,Buğulu Sokağı,living_street,True,21.176000000000002,,,"LINESTRING (28.9700327 41.0252475, 28.9699178 41.0251639, 28.9698527 41.025114)",,,
175518808,False,Galata Mahkemesi Sokağı,living_street,False,28.24,,,"LINESTRING (28.9706792 41.0244868, 28.9708952 41.024292)",,,
1120732927,False,Hoca Hanım Sokağı,living_street,True,21.176,,,"LINESTRING (28.9706792 41.0244868, 28.9704772 41.0243726)",,,
1120732952,False,Sarı Zeybek Sokağı,living_street,True,29.677,,,"LINESTRING (28.9706792 41.0244868, 28.9705027 41.0247181)",,,
229238486,False,Hoca Hanım Sokağı,living_street,False,80.878,,,"LINESTRING (28.9706792 41.0244868, 28.9709755 41.0246902, 28.9710872 41.0247669, 28.971165 41.0248179, 28.970937 41.0249757)",,,
183844656,False,Harup Sokağı,residential,False,53.504,,,"LINESTRING (28.9697786 41.0257692, 28.9696456 41.0258661, 28.9697223 41.0260326, 28.9695258 41.026106)",,,
42143402,True,Yanıkkapı Sokağı,residential,False,17.954,,,"LINESTRING (28.9708187 41.0255557, 28.9706316 41.0256341)",,,
132270033,False,Porsuk Sokağı,residential,False,19.609,,,"LINESTRING (28.9708187 41.0255557, 28.9709725 41.0256885)",,,
24806146,True,Bankalar Caddesi,tertiary,False,24.699,,,"LINESTRING (28.9719504 41.0248441, 28.9721329 41.0246698)",,,
152336173,False,Şair Ziya Paşa Caddesi,residential,True,50.087,,,"LINESTRING (28.9719504 41.0248441, 28.9722342 41.0252404)",,,
24806073,True,Okçu Musa Caddesi,tertiary,False,42.57,,,"LINESTRING (28.9716284 41.0276126, 28.9716271 41.0275798, 28.9716227 41.0274635, 28.9716894 41.0272353)",,,
1053337500,True,,tertiary,False,11.809000000000001,,,"LINESTRING (28.9716284 41.0276126, 28.97168 41.0276191, 28.9717292 41.0276337, 28.971755 41.0276522)",,,roundabout
1120744123,True,Sadi Konuralp Caddesi,tertiary,False,4.823,,,"LINESTRING (28.9717596 41.0283339, 28.9717711 41.0283764)",30,,
1120744123,True,Sadi Konuralp Caddesi,tertiary,False,16.816,,,"LINESTRING (28.9717711 41.0283764, 28.9717169 41.028522)",30,,
229130734,True,Sadi Konuralp Caddesi,primary_link,False,43.632999999999996,,,"LINESTRING (28.9717711 41.0283764, 28.9718413 41.0284706, 28.9718644 41.0285972, 28.9718488 41.0287533)",,,
24806079,True,İlk Belediye Caddesi,residential,False,9.352,,,"LINESTRING (28.9736657 41.0278434, 28.9737348 41.0277774)",,,
183819915,True,Ilk Belediye Caddesi,tertiary,False,74.96199999999999,,,"LINESTRING (28.9736657 41.0278434, 28.9737635 41.0278974, 28.9738082 41.0280042, 28.9738304 41.028073, 28.9738289 41.0280888, 28.9738231 41.0283455, 28.9738227 41.0283611, 28.9738115 41.028414, 28.9738019 41.0284717)",,,
152336173,False,Şair Ziya Paşa Caddesi,residential,False,31.935,,,"LINESTRING (28.9731119 41.0265635, 28.9729365 41.0263086)",,,
229238464,False,Büyük Hendek Caddesi,tertiary,False,10.18,,,"LINESTRING (28.9731119 41.0265635, 28.973022 41.026625)",,,
92410047,True,Lüleci Hendek Sokağı,residential,False,32.369,,1,"LINESTRING (28.97495 41.0254508, 28.9753336 41.0254193)",,3.3,
25569553,True,Yüksekkaldırım Caddesi,residential,False,63.499,,,"LINESTRING (28.97495 41.0254508, 28.9749028 41.0252153, 28.9749239 41.0248828)",,,
226125453,False,Fırçacı Sokağı,residential,False,26.981,,,"LINESTRING (28.97495 41.0254508, 28.9748332 41.0254889, 28.9747627 41.0255265, 28.9746903 41.025587)",,,
132277818,False,Serdar-ı Ekrem Caddesi,residential,True,29.271,,,"LINESTRING (28.9762862 41.0278634, 28.9765137 41.028063)",,,
25569551,False,Şah Kulu Bostan Sokağı,residential,True,163.25,,,"LINESTRING (28.9762862 41.0278634, 28.9759561 41.0280872, 28.9750573 41.0286857, 28.9750195 41.0286565, 28.9748156 41.0287648)",,,
132277818,False,Serdar-ı Ekrem Caddesi,residential,False,105.941,,,"LINESTRING (28.9762862 41.0278634, 28.9761734 41.0277158, 28.9761715 41.0277133, 28.9760336 41.0275823, 28.9759273 41.0274548, 28.9757967 41.0271971, 28.9756795 41.0270338)",,,
25539025,True,Kemeraltı Caddesi,primary,False,31.684,,,"LINESTRING (28.9784993 41.0258824, 28.9788176 41.0260358)",,,
25539032,False,Kanarya Sokağı,residential,False,53.309000000000005,,,"LINESTRING (28.9784993 41.0258824, 28.9785083 41.0258646, 28.9787763 41.025451)",,,
25542885,False,Galata Mandırası Sokağı,residential,True,56.498,,,"LINESTRING (28.9774679 41.0260648, 28.976908 41.0257824)",,,
1033183794,False,Eski Parmakkapı Sokağı,residential,True,47.447,,,"LINESTRING (28.9774679 41.0260648, 28.9778437 41.0257459)",,,
25542885,False,Galata Mandırası Sokağı,residential,False,76.21799999999999,,,"LINESTRING (28.9774679 41.0260648, 28.9778212 41.0262192, 28.978232 41.0264346)",,,
229239660,False,Cengiz Sokağı,residential,False,30.447,,,"LINESTRING (28.9753856 41.024597, 28.9757198 41.0244902)",,,
25542885,False,Galata Mandırası Sokağı,residential,False,56.498,,,"LINESTRING (28.976908 41.0257824, 28.9774679 41.0260648)",,,
"[167645299, 1046224820]",False,Revani Sokağı,residential,False,24.468,,,"LINESTRING (28.976908 41.0257824, 28.9768766 41.025805, 28.9767912 41.0258663, 28.9767301 41.0259532)",,,
"[167645299, 1033451651]",False,Revani Sokağı,residential,True,69.418,,,"LINESTRING (28.976908 41.0257824, 28.977057 41.0256786, 28.9775031 41.0253679, 28.977516 41.0253589)",,,
25539025,True,Kemeraltı Caddesi,primary,False,39.307,,,"LINESTRING (28.9773763 41.025141, 28.9777197 41.0253815)",,,
25543090,False,Arap Oğlan Sokağı,residential,False,37.155,,,"LINESTRING (28.9773763 41.025141, 28.9773953 41.0251206, 28.9775121 41.0249952, 28.9776454 41.024876)",,,
669715185,False,Karanlık Fırın Sokak,residential,False,34.647,,,"LINESTRING (28.977912 41.0247084, 28.9781809 41.0244719)",,,
669715186,True,Necatibey Caddesi,secondary,False,21.949,,2,"LINESTRING (28.977912 41.0247084, 28.9780452 41.0248783)",,,
25543090,False,Arap Oğlan Sokağı,residential,True,29.136000000000003,,,"LINESTRING (28.977912 41.0247084, 28.9776989 41.0248366, 28.9776454 41.024876)",,,
669715185,False,Karanlık Fırın Sokak,residential,True,34.647,,,"LINESTRING (28.9781809 41.0244719, 28.977912 41.0247084)",,,
167639921,False,Gümüş Halka Sokağı,residential,False,6.282,,,"LINESTRING (28.97784 41.0241488, 28.9777847 41.0241869)",,,
167639921,False,Gümüş Halka Sokağı,residential,True,28.816,,,"LINESTRING (28.97784 41.0241488, 28.97811 41.0239886)",,,
167639921,False,Gümüş Halka Sokağı,residential,True,6.282,,,"LINESTRING (28.9777847 41.0241869, 28.97784 41.0241488)",,,
52090097,False,Mumhane Caddesi,residential,False,3.117,,,"LINESTRING (28.9780813 41.0239708, 28.97811 41.0239886)",,,
52090097,False,Mumhane Caddesi,residential,True,32.891,,,"LINESTRING (28.9794559 41.025041, 28.9791941 41.0248208)",,,
304100723,False,Karaali Kaptan Sokak,residential,True,71.99799999999999,,,"LINESTRING (28.9794559 41.025041, 28.9792701 41.0251958, 28.9791534 41.0253127, 28.9789141 41.0255426)",,,
24806208,True,Meşrutiyet Caddesi,tertiary,False,44.592,,,"LINESTRING (28.9737999 41.0310472, 28.9735469 41.0306945)",,,
