osmid,highway,oneway,reversed,length,bridge,geometry,ref,junction
"[133537500, 133537526, 133537743]",tertiary,False,False,356.302,yes,"LINESTRING (32.0676834 40.7177448, 32.0671648 40.7180122, 32.0662358 40.7184685, 32.0658926 40.7186653, 32.0655648 40.7188482, 32.0644819 40.7194506, 32.064208 40.7195651)",,
133537743,tertiary,False,False,110.642,,"LINESTRING (32.064208 40.7195651, 32.0641594 40.7198373, 32.0642013 40.7202222, 32.0642827 40.7205506)",,
"[133537500, 133537526, 133537743]",tertiary,False,True,356.302,yes,"LINESTRING (32.064208 40.7195651, 32.0644819 40.7194506, 32.0655648 40.7188482, 32.0658926 40.7186653, 32.0662358 40.7184685, 32.0671648 40.7180122, 32.0676834 40.7177448)",,
679495579,residential,False,True,33.373999999999995,,"LINESTRING (32.064208 40.7195651, 32.0639999 40.719524, 32.0638248 40.7194894)",,
133537743,tertiary,False,True,33.069,,"LINESTRING (32.0637014 40.7214375, 32.0639265 40.7211939)",,
759418429,residential,False,True,51.295,,"LINESTRING (32.0637014 40.7214375, 32.0635128 40.7218761)",,
679491882,secondary,False,False,101.17099999999999,,"LINESTRING (32.0637014 40.7214375, 32.0632657 40.7211778, 32.0627358 40.7208975)",14-05,
679491882,secondary,False,True,191.969,,"LINESTRING (32.0637014 40.7214375, 32.0640037 40.7215957, 32.0643361 40.7218453, 32.0647657 40.7221803, 32.0651594 40.7225436, 32.0652927 40.7226626)",14-05,
133614591,tertiary,False,False,38.373,,"LINESTRING (32.062561 40.7168314, 32.0625764 40.7171763)",,
"[759418432, 759418433]",residential,False,True,308.328,,"LINESTRING (32.062561 40.7168314, 32.0627403 40.7167776, 32.0632499 40.7168834, 32.0638933 40.717135, 32.0638722 40.7175339, 32.063845 40.718812)",,
133614496,residential,False,True,58.503,,"LINESTRING (32.0625764 40.7171763, 32.0618938 40.7170807)",,
133614591,tertiary,False,True,38.373,,"LINESTRING (32.0625764 40.7171763, 32.062561 40.7168314)",,
133614591,tertiary,False,False,86.71900000000001,,"LINESTRING (32.0625764 40.7171763, 32.0625546 40.7174153, 32.0625926 40.7178192, 32.0626238 40.7179525)",,
133614618,tertiary,False,False,119.41,,"LINESTRING (32.0570296 40.7173167, 32.0580218 40.7180833)",,
133614496,residential,False,False,509.948,,"LINESTRING (32.0570296 40.7173167, 32.0573611 40.7170383, 32.0582211 40.7162438, 32.0584272 40.7161012, 32.0586063 40.7160469, 32.0588482 40.7160265, 32.0590185 40.7160537, 32.0596097 40.7162099, 32.060201 40.7162846, 32.0606669 40.7163457, 32.0609177 40.7164407, 32.0611865 40.716658, 32.0613298 40.7168142, 32.061518 40.7169636, 32.0616882 40.7170519, 32.0618938 40.7170807)",,
133614591,tertiary,False,False,16.441,,"LINESTRING (32.0625448 40.7196162, 32.0625251 40.7197633)",,
133614591,tertiary,False,True,147.98499999999999,,"LINESTRING (32.0625448 40.7196162, 32.0626276 40.7188328, 32.0626374 40.7182879)",,
679491892,residential,False,True,69.089,,"LINESTRING (32.0625448 40.7196162, 32.0621688 40.7194915, 32.0617639 40.7194458)",,
133614591,tertiary,False,True,30.576,,"LINESTRING (32.0624387 40.7203986, 32.0624762 40.7201251)",,
133614601,tertiary,True,False,26.521,,"LINESTRING (32.0624387 40.7203986, 32.0625356 40.7205156, 32.0626309 40.7205853)",,
133614738,secondary,True,False,20.153999999999996,,"LINESTRING (32.0626309 40.7205853, 32.0626906 40.7205872, 32.0627474 40.7206015, 32.0627968 40.720627, 32.0628349 40.7206619)",,roundabout
133614618,tertiary,False,True,129.696,,"LINESTRING (32.0624403 40.7207189, 32.0611756 40.7200543)",,
133614738,secondary,True,False,6.656,,"LINESTRING (32.0624403 40.7207189, 32.0624682 40.7206629)",,roundabout
133614738,secondary,True,False,24.146,,"LINESTRING (32.0626953 40.720907, 32.0626238 40.720909, 32.0625553 40.720893, 32.0624976 40.7208609, 32.062457 40.7208161)",,roundabout
133614847,secondary,False,True,91.57,,"LINESTRING (32.0626953 40.720907, 32.0627303 40.7210489, 32.0626522 40.7214566, 32.0625745 40.7217172)",14-06,
133614738,secondary,True,False,11.028,,"LINESTRING (32.062457 40.7208161, 32.0624388 40.7207685, 32.0624403 40.7207189)",,roundabout
133614765,tertiary,False,True,306.652,,"LINESTRING (32.062457 40.7208161, 32.062347 40.7209211, 32.0621366 40.7210798, 32.0618688 40.7212161, 32.0614771 40.7213373, 32.0610981 40.7214977, 32.0607889 40.721636, 32.0606259 40.7217809, 32.0598016 40.7224774, 32.0597229 40.7225656)",,
133614536,tertiary,True,False,29.494,,"LINESTRING (32.0624682 40.7206629, 32.0624387 40.7203986)",,
133614738,secondary,True,False,16.727,,"LINESTRING (32.0624682 40.7206629, 32.0625108 40.7206246, 32.0625668 40.7205979, 32.0626309 40.7205853)",,roundabout
133614765,tertiary,False,False,306.65200000000004,,"LINESTRING (32.0597229 40.7225656, 32.0598016 40.7224774, 32.0606259 40.7217809, 32.0607889 40.721636, 32.0610981 40.7214977, 32.0614771 40.7213373, 32.0618688 40.7212161, 32.0621366 40.7210798, 32.062347 40.7209211, 32.062457 40.7208161)",,
678286600,residential,False,False,292.45,,"LINESTRING (32.0597229 40.7225656, 32.0589389 40.7222492, 32.0584998 40.7220767, 32.0580445 40.7219164, 32.0576217 40.7216946, 32.0572558 40.7215221, 32.0568736 40.7213034, 32.0567179 40.7212712)",,
678286600,residential,False,True,292.45,,"LINESTRING (32.0567179 40.7212712, 32.0568736 40.7213034, 32.0572558 40.7215221, 32.0576217 40.7216946, 32.0580445 40.7219164, 32.0584998 40.7220767, 32.0589389 40.7222492, 32.0597229 40.7225656)",,
678286601,residential,False,False,372.1720000000001,,"LINESTRING (32.0567179 40.7212712, 32.0567566 40.7210863, 32.0569619 40.7207108, 32.0573512 40.7199758, 32.0579175 40.7185112, 32.0580218 40.7180833)",,
133614618,tertiary,False,True,119.41,,"LINESTRING (32.0580218 40.7180833, 32.0570296 40.7173167)",,
133614618,tertiary,False,False,224.83700000000002,,"LINESTRING (32.0580218 40.7180833, 32.0584093 40.7183827, 32.0589378 40.7187087, 32.059977 40.7193605, 32.0600398 40.719403)",,
