osmid,highway,oneway,reversed,length,maxspeed,name,geometry,tunnel,junction
193550348,residential,False,True,116.677,,,"LINESTRING (30.9338772 40.8435188, 30.9332534 40.844456)",,
193550194,residential,False,False,117.066,,,"LINESTRING (30.9342998 40.8437242, 30.9335986 40.8446336)",,
841450113,trunk_link,True,False,42.253,50,,"LINESTRING (30.9342998 40.8437242, 30.9338772 40.8435188)",,
841450113,trunk_link,True,False,69.937,50,,"LINESTRING (30.9349985 40.8440651, 30.9342998 40.8437242)",,
1124451672,residential,False,False,120.361,,,"LINESTRING (30.9349985 40.8440651, 30.9342353 40.8449807)",,
193550165,residential,False,True,35.116,,Hürriyet Caddesi,"LINESTRING (30.9332534 40.844456, 30.9335986 40.8446336)",,
193550348,residential,False,False,116.677,,,"LINESTRING (30.9332534 40.844456, 30.9338772 40.8435188)",,
193550165,residential,False,False,79.899,,Hürriyet Caddesi,"LINESTRING (30.9332534 40.844456, 30.9330429 40.8443577, 30.9327633 40.8448452)",,
193550287,residential,False,True,64.99,,,"LINESTRING (30.9357429 40.8444577, 30.9354091 40.8449848)",,
841450113,trunk_link,True,False,76.333,50,,"LINESTRING (30.9357429 40.8444577, 30.9349985 40.8440651)",,
193550165,residential,False,False,35.116,,Hürriyet Caddesi,"LINESTRING (30.9335986 40.8446336, 30.9332534 40.844456)",,
193550165,residential,False,True,66.015,,Hürriyet Caddesi,"LINESTRING (30.9335986 40.8446336, 30.9342353 40.8449807)",,
193550194,residential,False,True,117.066,,,"LINESTRING (30.9335986 40.8446336, 30.9342998 40.8437242)",,
193550340,residential,False,False,113.728,,,"LINESTRING (30.9327633 40.8448452, 30.9338396 40.8454642)",,
193550165,residential,False,True,79.899,,Hürriyet Caddesi,"LINESTRING (30.9327633 40.8448452, 30.9330429 40.8443577, 30.9332534 40.844456)",,
193550287,residential,False,False,64.99,,,"LINESTRING (30.9354091 40.8449848, 30.9357429 40.8444577)",,
193550287,residential,False,True,57.559,,,"LINESTRING (30.9354091 40.8449848, 30.9351689 40.8454695)",,
193550439,residential,False,True,119.896,,401. Sokak,"LINESTRING (30.9354091 40.8449848, 30.9365242 40.8454212, 30.9366808 40.845471)",,
193550165,residential,False,False,66.015,,Hürriyet Caddesi,"LINESTRING (30.9342353 40.8449807, 30.9335986 40.8446336)",,
193550165,residential,False,True,74.17,,Hürriyet Caddesi,"LINESTRING (30.9342353 40.8449807, 30.9349492 40.8453722)",,
1124451672,residential,False,False,63.232,,,"LINESTRING (30.9342353 40.8449807, 30.9338396 40.8454642)",,
1124451672,residential,False,True,120.361,,,"LINESTRING (30.9342353 40.8449807, 30.9349985 40.8440651)",,
193550305,residential,False,False,35.439,,,"LINESTRING (30.9369329 40.845158, 30.9371699 40.8448945)",,
193550305,residential,False,True,40.755,,,"LINESTRING (30.9369329 40.845158, 30.9366808 40.845471)",,
841450113,trunk_link,True,False,126.821,50,,"LINESTRING (30.9369329 40.845158, 30.9357429 40.8444577)",,
