osmid,highway,oneway,reversed,length,geometry,junction,ref,name
451853623,residential,False,False,57.798,"LINESTRING (28.6564379 39.0444486, 28.6568676 39.0448471)",,,
150928406,secondary,False,False,129.63199999999998,"LINESTRING (28.6564379 39.0444486, 28.6563487 39.0444947, 28.656272 39.0445448, 28.6562241 39.0446112, 28.656208 39.0446941, 28.6562148 39.0447574, 28.6562587 39.0448646, 28.6563907 39.0451672, 28.6564336 39.0453735, 28.6564164 39.0455132)",,,
150928406,secondary,False,True,25.942,"LINESTRING (28.6564379 39.0444486, 28.6565744 39.044415, 28.6567316 39.0444158)",,,
150928412,tertiary,False,False,1.767,"LINESTRING (28.6538604 39.0446551, 28.6538762 39.0446652)",,,
150928412,tertiary,False,True,26.778,"LINESTRING (28.6538604 39.0446551, 28.6535879 39.0445402)",,,
451849781,residential,False,True,17.932,"LINESTRING (28.6538604 39.0446551, 28.6537289 39.0447799)",,,
451852264,residential,False,False,61.989999999999995,"LINESTRING (28.6538604 39.0446551, 28.6540094 39.0445045, 28.6540525 39.0443968, 28.6540186 39.044313, 28.6539394 39.0441578)",,,
150928415,tertiary,False,True,11.611,"LINESTRING (28.6592996 39.0450674, 28.6593777 39.0451524)",,,
150928406,secondary,False,False,193.0,"LINESTRING (28.6592996 39.0450674, 28.6592567 39.0451439, 28.6591454 39.0452005, 28.6589226 39.0452038, 28.6584342 39.0451107, 28.657993 39.0450009, 28.6575089 39.0448012, 28.6572997 39.044685)",,,
150928406,secondary,False,True,89.75,"LINESTRING (28.6592996 39.0450674, 28.6592482 39.0448977, 28.6590768 39.0445384, 28.6590151 39.0442934)",,,
451855057,residential,False,False,48.010999999999996,"LINESTRING (28.6592996 39.0450674, 28.6592086 39.0449938, 28.6591335 39.044898, 28.6589914 39.0447105)",,,
150928397,secondary,False,False,133.15300000000002,"LINESTRING (28.6564164 39.0455132, 28.6564597 39.0456903, 28.6566959 39.0459397, 28.6572049 39.0463726, 28.657331 39.0464443)",,,
150928406,secondary,False,True,129.632,"LINESTRING (28.6564164 39.0455132, 28.6564336 39.0453735, 28.6563907 39.0451672, 28.6562587 39.0448646, 28.6562148 39.0447574, 28.656208 39.0446941, 28.6562241 39.0446112, 28.656272 39.0445448, 28.6563487 39.0444947, 28.6564379 39.0444486)",,,
244159535,tertiary,False,False,79.498,"LINESTRING (28.6564164 39.0455132, 28.6563222 39.0455964, 28.6560951 39.0456463, 28.655731 39.0457029, 28.6555811 39.0457661)",,,
150928412,tertiary,False,True,11.091,"LINESTRING (28.6555811 39.0457661, 28.6554826 39.0457021)",,,
150928414,tertiary,False,False,111.693,"LINESTRING (28.6555811 39.0457661, 28.656496 39.0464761)",,,
244159535,tertiary,False,True,79.498,"LINESTRING (28.6555811 39.0457661, 28.655731 39.0457029, 28.6560951 39.0456463, 28.6563222 39.0455964, 28.6564164 39.0455132)",,,
150928414,tertiary,False,False,79.667,"LINESTRING (28.656496 39.0464761, 28.6570716 39.047036)",,,
150928414,tertiary,False,True,111.693,"LINESTRING (28.656496 39.0464761, 28.6555811 39.0457661)",,,
451847583,residential,False,False,92.937,"LINESTRING (28.656496 39.0464761, 28.657014 39.0466651, 28.6571261 39.0466923, 28.6571588 39.0466814, 28.6572031 39.0466306, 28.657331 39.0464443)",,,
451849767,residential,False,False,57.869,"LINESTRING (28.656496 39.0464761, 28.6562943 39.0464472, 28.6560545 39.0463904, 28.6558505 39.0463394)",,,
150928415,tertiary,False,False,37.085,"LINESTRING (28.6617124 39.0467019, 28.6613863 39.0464849)",,,
150928415,tertiary,False,True,112.286,"LINESTRING (28.6617124 39.0467019, 28.6623303 39.0472901, 28.6625928 39.047436)",,,
