osmid,oneway,highway,reversed,length,lanes,name,maxspeed,geometry,access,ref,tunnel,bridge
979471870,False,residential,False,18.696,,861. Sokak,,"LINESTRING (27.1309358 38.420542, 27.1311403 38.420593)",,,,
23615829,False,residential,True,55.653,,853. Sokak,,"LINESTRING (27.1313293 38.4194195, 27.1311777 38.4199057)",,,,
49419560,False,residential,False,16.954,,856. Sokak,,"LINESTRING (27.1313293 38.4194195, 27.1315202 38.4194491)",,,,
23615829,False,residential,False,67.38,,853. Sokak,,"LINESTRING (27.1313293 38.4194195, 27.1315237 38.4189153, 27.1315589 38.418841)",,,,
"[49419560, 404563495]",False,residential,True,149.719,,"['858. Sokak', '856. Sokak']",,"LINESTRING (27.1313293 38.4194195, 27.1305282 38.4194272, 27.1301354 38.4194412, 27.1302363 38.4198442)",,,,
52656510,False,residential,False,78.71,,,,"LINESTRING (27.1318817 38.41824, 27.1321805 38.4185087, 27.1323978 38.4184919, 27.1326059 38.4185691)",,,,
52656510,False,residential,True,47.232,,,,"LINESTRING (27.1318817 38.41824, 27.1316044 38.4181072, 27.1313931 38.418068)",,,,
54376789,False,residential,False,142.224,,Anafartalar Caddesi,,"LINESTRING (27.1318817 38.41824, 27.132181 38.4181274, 27.1324548 38.4180775, 27.1328338 38.4180894, 27.1334011 38.4183216)",no,,,
"[23615829, 54376789]",False,residential,True,75.375,,"['853. Sokak', 'Anafartalar Caddesi']",,"LINESTRING (27.1318817 38.41824, 27.1317465 38.4183292, 27.1316685 38.4184183, 27.1315589 38.418841)",no,,,
23629431,False,residential,False,28.655,,Anafartalar Caddesi,,"LINESTRING (27.1334011 38.4183216, 27.1336883 38.4184472)",,,,
54376789,False,residential,True,142.224,,Anafartalar Caddesi,,"LINESTRING (27.1334011 38.4183216, 27.1328338 38.4180894, 27.1324548 38.4180775, 27.132181 38.4181274, 27.1318817 38.41824)",no,,,
404632562,False,living_street,True,33.323,,863. Sokak,,"LINESTRING (27.1334011 38.4183216, 27.1332843 38.4184652, 27.1331994 38.4185762)",,,,
23629431,False,residential,False,33.924,,Anafartalar Caddesi,,"LINESTRING (27.13436 38.418936, 27.1346394 38.4191485)",,,,
23629431,False,residential,True,35.286,,Anafartalar Caddesi,,"LINESTRING (27.13436 38.418936, 27.1340664 38.4187174)",,,,
25524335,False,residential,False,94.439,,863. Sokak,,"LINESTRING (27.1318139 38.420799, 27.1321568 38.4199933)",,,,
49409049,False,residential,False,88.078,,861. Sokak,,"LINESTRING (27.1318139 38.420799, 27.1321841 38.4210936, 27.13253 38.4213581)",,,,
979471870,False,residential,True,46.674,,861. Sokak,,"LINESTRING (27.1318139 38.420799, 27.1316942 38.4207514, 27.1315146 38.4206849, 27.1313222 38.4206345)",,,,
23615877,False,residential,False,52.955,,892. Sokak,,"LINESTRING (27.1329275 38.4203729, 27.1335313 38.4204278)",,,,
49419561,False,residential,False,25.636,,871. Sokak,,"LINESTRING (27.1329275 38.4203729, 27.132976 38.4201455)",,,,
49419561,False,residential,True,10.668,,871. Sokak,,"LINESTRING (27.1329275 38.4203729, 27.1329087 38.4204677)",,,,
23615881,False,residential,True,49.979,,,,"LINESTRING (27.1331992 38.4194325, 27.132709 38.419199)",,866,,
404632567,False,residential,True,39.595,,,,"LINESTRING (27.1331992 38.4194325, 27.133626 38.4195549)",,,,
49419561,False,residential,False,59.477,,871. Sokak,,"LINESTRING (27.1331992 38.4194325, 27.1333742 38.4190985, 27.1334585 38.4189377)",,,,
49419561,False,residential,True,72.99600000000001,,871. Sokak,,"LINESTRING (27.1331992 38.4194325, 27.1330995 38.4196133, 27.133045 38.4197736, 27.1329922 38.4200643)",,,,
23615926,False,residential,False,81.601,,,,"LINESTRING (27.1343052 38.4162509, 27.1341668 38.4155251)",,,,
23615835,False,residential,False,23.657,,,,"LINESTRING (27.1343052 38.4162509, 27.1343136 38.4163209, 27.1342416 38.4164517)",,,,
23615835,False,residential,True,31.385,,,,"LINESTRING (27.134099 38.4167109, 27.1342416 38.4164517)",,,,
"[209965473, 23615835]",False,residential,"[False, True]",94.138,,,,"LINESTRING (27.134099 38.4167109, 27.1340378 38.4168165, 27.1340057 38.4169383, 27.1339766 38.4171666, 27.1344536 38.4172148)",,,,
209965389,False,residential,False,37.778,,,,"LINESTRING (27.134099 38.4167109, 27.1342608 38.4167508, 27.1345226 38.4167774)",,,,
231076973,True,residential,False,12.742,,860. Sokak,,"LINESTRING (27.1313463 38.4214446, 27.1314678 38.4215084)",,,,
1271261116,False,residential,True,12.291,,860. Sokak,,"LINESTRING (27.1313463 38.4214446, 27.1312113 38.4214125)",,,,
23615829,False,residential,False,55.027,,853. Sokak,,"LINESTRING (27.1307331 38.4212738, 27.1308284 38.4207846)",,,,
404574000,False,residential,True,30.983,,860. Sokak,,"LINESTRING (27.1307331 38.4212738, 27.1303784 38.4212535)",,,,
"[404574000, 1271261116, 1271261117]",False,residential,False,45.348,,860. Sokak,,"LINESTRING (27.1307331 38.4212738, 27.1307671 38.4213094, 27.1308396 38.4213329, 27.1311405 38.4213971, 27.1312113 38.4214125)",,,building_passage,
23615877,False,residential,False,68.868,,892. Sokak,,"LINESTRING (27.1335313 38.4204278, 27.1342661 38.4206562)",,,,
23615877,False,residential,True,52.955,,892. Sokak,,"LINESTRING (27.1335313 38.4204278, 27.1329275 38.4203729)",,,,
54376790,False,residential,False,15.659,,876. Sokak,,"LINESTRING (27.1335313 38.4204278, 27.1334704 38.4205603)",,,,
54376790,False,residential,True,21.638,,876. Sokak,,"LINESTRING (27.1335313 38.4204278, 27.1336175 38.4202453)",,,,
23615877,False,residential,True,15.196,,892. Sokak,,"LINESTRING (27.1344403 38.4206632, 27.1342661 38.4206562)",,,,
153717199,False,residential,False,62.287000000000006,,,,"LINESTRING (27.1344403 38.4206632, 27.13456 38.4202976, 27.1345237 38.4201171)",,,,
23615878,False,residential,False,42.513,,855. Sokak,,"LINESTRING (27.1315607 38.4198638, 27.1316786 38.4194928)",,,,
867516367,False,residential,False,30.061,,864. Sokak,,"LINESTRING (27.1315607 38.4198638, 27.1318933 38.4199358)",,,,
23615878,False,residential,True,88.182,,855. Sokak,,"LINESTRING (27.1315607 38.4198638, 27.1313875 38.4204185, 27.1313222 38.4206345)",,,,
23615878,False,residential,True,66.967,,855. Sokak,,"LINESTRING (27.1319076 38.4189179, 27.1316786 38.4194928)",,,,
23615881,False,residential,False,30.479,,,,"LINESTRING (27.1319076 38.4189179, 27.1322196 38.4190419)",,866,,
23615881,False,residential,True,17.209,,,,"LINESTRING (27.1319076 38.4189179, 27.1317177 38.4188753)",,866,,
23615881,False,residential,False,14.351,,,,"LINESTRING (27.1315589 38.418841, 27.1317177 38.4188753)",,866,,
"[54376789, 23615829]",False,residential,False,75.375,,"['Anafartalar Caddesi', '853. Sokak']",,"LINESTRING (27.1315589 38.418841, 27.1316685 38.4184183, 27.1317465 38.4183292, 27.1318817 38.41824)",no,,,
23615829,False,residential,True,67.38,,853. Sokak,,"LINESTRING (27.1315589 38.418841, 27.1315237 38.4189153, 27.1313293 38.4194195)",,,,
23615881,False,residential,False,46.076,,,,"LINESTRING (27.1322196 38.4190419, 27.132709 38.419199)",,866,,
23615881,False,residential,True,30.479,,,,"LINESTRING (27.1322196 38.4190419, 27.1319076 38.4189179)",,866,,
153717147,False,residential,True,60.992000000000004,,,,"LINESTRING (27.1322196 38.4190419, 27.1321117 38.4192511, 27.1320163 38.4195652)",,,,
23615881,False,residential,False,49.979,,,,"LINESTRING (27.132709 38.419199, 27.1331992 38.4194325)",,866,,
23615881,False,residential,True,46.076,,,,"LINESTRING (27.132709 38.419199, 27.1322196 38.4190419)",,866,,
25524335,False,residential,False,64.401,,863. Sokak,,"LINESTRING (27.132709 38.419199, 27.1330823 38.4186991)",,,,
25524335,False,residential,True,55.223,,863. Sokak,,"LINESTRING (27.132709 38.419199, 27.1323914 38.4196288)",,,,
404632567,False,residential,False,39.595,,,,"LINESTRING (27.133626 38.4195549, 27.1331992 38.4194325)",,,,
54376790,False,residential,False,65.66499999999999,,876. Sokak,,"LINESTRING (27.133626 38.4195549, 27.1336329 38.4198001, 27.1336468 38.4201452)",,,,
54376790,False,residential,True,43.231,,876. Sokak,,"LINESTRING (27.133626 38.4195549, 27.1338279 38.4192825, 27.1338929 38.4192291)",,,,
54376790,False,residential,False,17.073,,876. Sokak,,"LINESTRING (27.1341874 38.4190249, 27.1340443 38.4191298)",,,,
153717212,False,residential,True,30.966,,872. Sokak,,"LINESTRING (27.1341874 38.4190249, 27.1339394 38.4188254)",,,,
23629399,False,unclassified,False,20.15,,,,"LINESTRING (27.1341451 38.4151288, 27.1343688 38.4150828)",,,,
23615926,False,residential,True,44.153,,,,"LINESTRING (27.1341451 38.4151288, 27.1341551 38.415464, 27.1341668 38.4155251)",,,,
"[217657697, 209965373]",False,residential,"[False, True]",71.229,,,,"LINESTRING (27.1341451 38.4151288, 27.1339481 38.4146539, 27.1337751 38.4146935)",,,,
570366723,False,primary,False,64.669,,Eşrefpaşa Caddesi,,"LINESTRING (27.1345933 38.4150366, 27.1342937 38.4145045)",,,,
570366723,False,primary,True,45.859,,Eşrefpaşa Caddesi,,"LINESTRING (27.1345933 38.4150366, 27.1348146 38.4154108)",,,,
25524335,False,residential,False,45.392,,863. Sokak,,"LINESTRING (27.1321568 38.4199933, 27.1323914 38.4196288)",,,,
25524335,False,residential,True,94.439,,863. Sokak,,"LINESTRING (27.1321568 38.4199933, 27.1318139 38.420799)",,,,
867516367,False,residential,False,73.347,,864. Sokak,,"LINESTRING (27.1321568 38.4199933, 27.132976 38.4201455)",,,,
867516367,False,residential,True,23.83,,864. Sokak,,"LINESTRING (27.1321568 38.4199933, 27.1318933 38.4199358)",,,,
426431969,True,residential,False,95.293,,Şehit Fethi Bey Caddesi,,"LINESTRING (27.1319417 38.4224864, 27.1315251 38.421694)",,,,
649742760,True,primary,False,51.935,4,Fevzi Paşa Bulvarı,,"LINESTRING (27.1319417 38.4224864, 27.1320937 38.422486, 27.1324594 38.4224908, 27.1325378 38.4224903)",,,,
23615838,False,residential,False,32.586,,900. Sokak,,"LINESTRING (27.1331439 38.422134, 27.1334895 38.4222461)",,,,
23615838,False,residential,True,35.113,,900. Sokak,,"LINESTRING (27.1331439 38.422134, 27.1327767 38.4220038)",,,,
711142684,False,residential,False,33.539,,899. Sokak,,"LINESTRING (27.1331439 38.422134, 27.1329167 38.4223775)",,,,
711142684,False,residential,True,28.01,,899. Sokak,,"LINESTRING (27.1331439 38.422134, 27.1333131 38.4219198)",,,,
23615838,False,residential,True,32.586,,900. Sokak,,"LINESTRING (27.1334895 38.4222461, 27.1331439 38.422134)",,,,
49406850,False,residential,False,25.542,,904. Sokak,,"LINESTRING (27.1334895 38.4222461, 27.1336355 38.4220469)",,,,
711142685,False,residential,False,18.165,,,,"LINESTRING (27.1334895 38.4222461, 27.1333771 38.4223837)",,,,
23615838,False,residential,False,35.113,,900. Sokak,,"LINESTRING (27.1327767 38.4220038, 27.1331439 38.422134)",,,,
49419564,False,residential,True,43.966,,898. Sokak,,"LINESTRING (27.1327767 38.4220038, 27.1325036 38.4223363)",,,,
23615838,False,residential,True,53.126000000000005,,900. Sokak,,"LINESTRING (27.1327767 38.4220038, 27.1323956 38.4218713, 27.1323148 38.4218358, 27.1322885 38.42176)",,,,
49419564,False,residential,False,43.966,,898. Sokak,,"LINESTRING (27.1325036 38.4223363, 27.1327767 38.4220038)",,,,
231076973,True,residential,False,17.381,,860. Sokak,,"LINESTRING (27.1325036 38.4223363, 27.1325378 38.4224903)",,,,
49406752,False,residential,False,31.442,,901. Sokak,,"LINESTRING (27.1333131 38.4219198, 27.1336355 38.4220469)",,,,
711142684,False,residential,False,28.01,,899. Sokak,,"LINESTRING (27.1333131 38.4219198, 27.1331439 38.422134)",,,,
711142684,False,residential,True,12.592,,899. Sokak,,"LINESTRING (27.1333131 38.4219198, 27.1333963 38.4218272)",,,,
49406752,False,residential,True,87.85900000000001,,901. Sokak,,"LINESTRING (27.1333131 38.4219198, 27.1328467 38.4217496, 27.1324087 38.4215706)",,,,
49419561,False,residential,False,14.318,,871. Sokak,,"LINESTRING (27.1324087 38.4215706, 27.1324816 38.4214552)",,,,
49419561,False,residential,True,23.52,,871. Sokak,,"LINESTRING (27.1324087 38.4215706, 27.1322885 38.42176)",,,,
49406752,False,residential,False,87.85900000000001,,901. Sokak,,"LINESTRING (27.1324087 38.4215706, 27.1328467 38.4217496, 27.1333131 38.4219198)",,,,
49406752,False,residential,True,31.442,,901. Sokak,,"LINESTRING (27.1336355 38.4220469, 27.1333131 38.4219198)",,,,
49406850,False,residential,False,12.127,,904. Sokak,,"LINESTRING (27.1336355 38.4220469, 27.1337165 38.4219582)",,,,
49406850,False,residential,True,25.542,,904. Sokak,,"LINESTRING (27.1336355 38.4220469, 27.1334895 38.4222461)",,,,
49406850,False,residential,False,15.24,,904. Sokak,,"LINESTRING (27.1338699 38.4213462, 27.1338857 38.4212097)",,,,
49406850,False,residential,True,9.477,,904. Sokak,,"LINESTRING (27.1338699 38.4213462, 27.1338923 38.4214296)",,,,
711142688,False,residential,True,34.277,,905. Sokak,,"LINESTRING (27.1338699 38.4213462, 27.1334979 38.4212458)",,,,
49414139,False,residential,False,131.431,,854. Sokak,,"LINESTRING (27.1311403 38.420593, 27.1315202 38.4194491)",,,,
979471870,False,residential,False,16.505,,861. Sokak,,"LINESTRING (27.1311403 38.420593, 27.1313222 38.4206345)",,,,
979471870,False,residential,True,18.696,,861. Sokak,,"LINESTRING (27.1311403 38.420593, 27.1309358 38.420542)",,,,
979471870,False,residential,True,16.505,,861. Sokak,,"LINESTRING (27.1313222 38.4206345, 27.1311403 38.420593)",,,,
23615878,False,residential,False,88.182,,855. Sokak,,"LINESTRING (27.1313222 38.4206345, 27.1313875 38.4204185, 27.1315607 38.4198638)",,,,
979471870,False,residential,False,46.67400000000001,,861. Sokak,,"LINESTRING (27.1313222 38.4206345, 27.1315146 38.4206849, 27.1316942 38.4207514, 27.1318139 38.420799)",,,,
49419561,False,residential,True,11.591,,871. Sokak,,"LINESTRING (27.13253 38.4213581, 27.1324816 38.4214552)",,,,
49409049,False,residential,True,88.078,,861. Sokak,,"LINESTRING (27.13253 38.4213581, 27.1321841 38.4210936, 27.1318139 38.420799)",,,,
49419561,False,residential,False,59.42100000000001,,871. Sokak,,"LINESTRING (27.13253 38.4213581, 27.1326348 38.4211626, 27.1327941 38.4208654)",,,,
23615881,False,residential,False,17.209,,,,"LINESTRING (27.1317177 38.4188753, 27.1319076 38.4189179)",,866,,
23615881,False,residential,True,14.351,,,,"LINESTRING (27.1317177 38.4188753, 27.1315589 38.418841)",,866,,
49414139,False,residential,True,66.083,,854. Sokak,,"LINESTRING (27.1317177 38.4188753, 27.1315202 38.4194491)",,,,
49414139,False,residential,False,66.083,,854. Sokak,,"LINESTRING (27.1315202 38.4194491, 27.1317177 38.4188753)",,,,
49414139,False,residential,True,131.431,,854. Sokak,,"LINESTRING (27.1315202 38.4194491, 27.1311403 38.420593)",,,,
49419560,False,residential,False,14.63,,856. Sokak,,"LINESTRING (27.1315202 38.4194491, 27.1316786 38.4194928)",,,,
49419560,False,residential,True,16.954,,856. Sokak,,"LINESTRING (27.1315202 38.4194491, 27.1313293 38.4194195)",,,,
23615878,False,residential,False,66.967,,855. Sokak,,"LINESTRING (27.1316786 38.4194928, 27.1319076 38.4189179)",,,,
23615878,False,residential,True,42.513,,855. Sokak,,"LINESTRING (27.1316786 38.4194928, 27.1315607 38.4198638)",,,,
49419560,False,residential,False,30.502,,856. Sokak,,"LINESTRING (27.1316786 38.4194928, 27.1320163 38.4195652)",,,,
49419560,False,residential,True,14.63,,856. Sokak,,"LINESTRING (27.1316786 38.4194928, 27.1315202 38.4194491)",,,,
25524335,False,residential,False,55.223,,863. Sokak,,"LINESTRING (27.1323914 38.4196288, 27.132709 38.419199)",,,,
25524335,False,residential,True,45.392,,863. Sokak,,"LINESTRING (27.1323914 38.4196288, 27.1321568 38.4199933)",,,,
49419560,False,residential,True,33.435,,856. Sokak,,"LINESTRING (27.1323914 38.4196288, 27.1320163 38.4195652)",,,,
49419561,False,residential,False,23.52,,871. Sokak,,"LINESTRING (27.1322885 38.42176, 27.1324087 38.4215706)",,,,
217657699,False,living_street,False,13.076,,,,"LINESTRING (27.1322885 38.42176, 27.1321978 38.4218537)",,,,
23615838,False,residential,False,53.126000000000005,,900. Sokak,,"LINESTRING (27.1322885 38.42176, 27.1323148 38.4218358, 27.1323956 38.4218713, 27.1327767 38.4220038)",,,,
23615834,False,residential,False,57.733,,,,"LINESTRING (27.1329922 38.4200643, 27.1336468 38.4201452)",,,,
49419561,False,residential,True,9.139,,871. Sokak,,"LINESTRING (27.1329922 38.4200643, 27.132976 38.4201455)",,,,
49419561,False,residential,False,72.99600000000001,,871. Sokak,,"LINESTRING (27.1329922 38.4200643, 27.133045 38.4197736, 27.1330995 38.4196133, 27.1331992 38.4194325)",,,,
23615829,False,residential,False,55.653,,853. Sokak,,"LINESTRING (27.1311777 38.4199057, 27.1313293 38.4194195)",,,,
23615829,False,residential,True,73.825,,853. Sokak,,"LINESTRING (27.1311777 38.4199057, 27.1309358 38.420542)",,,,
404563493,False,residential,True,82.298,,Mucibur Rahman Sokağı,,"LINESTRING (27.1311777 38.4199057, 27.1302363 38.4198442)",,,,
49419561,False,residential,False,11.591,,871. Sokak,,"LINESTRING (27.1324816 38.4214552, 27.13253 38.4213581)",,,,
49419561,False,residential,True,14.318,,871. Sokak,,"LINESTRING (27.1324816 38.4214552, 27.1324087 38.4215706)",,,,
49419565,False,residential,False,89.797,,902. Sokak,,"LINESTRING (27.1324816 38.4214552, 27.1327266 38.4215475, 27.1333963 38.4218272)",,,,
153717216,False,residential,False,26.094,,,,"LINESTRING (27.1344307 38.4211903, 27.1345363 38.4209707)",,,,
"[153717216, 711142690]",False,"['residential', 'living_street']",True,35.095,,911. Sokak,,"LINESTRING (27.1344307 38.4211903, 27.1343971 38.4212639, 27.1341149 38.4211773)",,,,
1271199874,True,primary_link,False,29.724,,,70,"LINESTRING (27.1272908 38.4159297, 27.1275221 38.4157332)",,,,
"[193294043, 868558935]",True,primary,False,157.4,,,,"LINESTRING (27.1282542 38.4153465, 27.1278313 38.4158007, 27.1277785 38.4158571, 27.1276911 38.4159504, 27.1273091 38.4162499, 27.1270584 38.416395)",,,,
52656506,False,residential,False,51.577000000000005,,,,"LINESTRING (27.1289987 38.4162844, 27.1291382 38.4162463, 27.1294719 38.4160165)",,,,
328324659,True,living_street,False,140.497,,Milli Kütüphane Caddesi,,"LINESTRING (27.1289987 38.4162844, 27.1289051 38.4161051, 27.1288275 38.415874, 27.1287514 38.4157192, 27.1285902 38.4153426, 27.128462 38.4153205, 27.1282542 38.4153465)",,,,
52656506,False,residential,True,70.316,,,,"LINESTRING (27.1300397 38.4155671, 27.1294719 38.4160165)",,,,
52656501,False,residential,True,147.09,,,,"LINESTRING (27.1300397 38.4155671, 27.1302514 38.4161286, 27.1303352 38.4163176, 27.1303598 38.4168545)",no,,,
208885373,False,residential,True,44.455,,,,"LINESTRING (27.1300397 38.4155671, 27.1298775 38.4154252, 27.1298057 38.4152236)",,,,
52656506,False,residential,False,70.316,,,,"LINESTRING (27.1294719 38.4160165, 27.1300397 38.4155671)",,,,
52656499,False,residential,True,297.957,,846. Sokak,,"LINESTRING (27.1294719 38.4160165, 27.1295799 38.4161959, 27.1298464 38.4168585, 27.1299605 38.4172663, 27.1299878 38.4173637, 27.1301441 38.4179186, 27.1304845 38.417857, 27.1306604 38.4182615)",,,,
52656506,False,residential,True,51.577000000000005,,,,"LINESTRING (27.1294719 38.4160165, 27.1291382 38.4162463, 27.1289987 38.4162844)",,,,
52656501,False,residential,False,147.08999999999997,,,,"LINESTRING (27.1303598 38.4168545, 27.1303352 38.4163176, 27.1302514 38.4161286, 27.1300397 38.4155671)",no,,,
52656502,False,residential,False,42.224,,,,"LINESTRING (27.1311375 38.4163473, 27.1316153 38.4164109)",no,,,
52656502,False,residential,True,13.183,,,,"LINESTRING (27.1311375 38.4163473, 27.1309899 38.4163212)",no,,,
52656503,False,residential,True,214.769,,848. Sokak,,"LINESTRING (27.1311375 38.4163473, 27.1310181 38.4168366, 27.1309429 38.4169766, 27.1309269 38.4171012, 27.1309202 38.4174405, 27.1308807 38.4177512, 27.1308798 38.4182558)",,,,
52656502,False,residential,True,42.224,,,,"LINESTRING (27.1316153 38.4164109, 27.1311375 38.4163473)",no,,,
209965227,False,residential,False,85.793,,,,"LINESTRING (27.1316153 38.4164109, 27.1319136 38.4156756)",,,,
1084217889,False,residential,True,62.984,,849. Sokak,,"LINESTRING (27.1316153 38.4164109, 27.1316684 38.4169758)",,,,
52656502,False,residential,False,127.997,,,,"LINESTRING (27.1316153 38.4164109, 27.1323823 38.4164943, 27.1330134 38.416722)",no,,,
52656502,False,residential,True,127.997,,,,"LINESTRING (27.1330134 38.416722, 27.1323823 38.4164943, 27.1316153 38.4164109)",no,,,
1084217889,False,residential,False,62.984,,849. Sokak,,"LINESTRING (27.1316684 38.4169758, 27.1316153 38.4164109)",,,,
404632578,False,residential,True,107.03599999999999,,919/1. Sokak,,"LINESTRING (27.1316684 38.4169758, 27.1318123 38.4170007, 27.1322155 38.4171076, 27.1326762 38.417325, 27.1327829 38.417364)",,,,
"[1084217889, 52656505]",False,residential,True,124.44,,"['Doktor Faik Muhittin Adam Caddesi', '849. Sokak']",,"LINESTRING (27.1316684 38.4169758, 27.1316798 38.4170871, 27.1316217 38.4173855, 27.1313931 38.418068)",,,,
52656499,False,residential,False,297.957,,846. Sokak,,"LINESTRING (27.1306604 38.4182615, 27.1304845 38.417857, 27.1301441 38.4179186, 27.1299878 38.4173637, 27.1299605 38.4172663, 27.1298464 38.4168585, 27.1295799 38.4161959, 27.1294719 38.4160165)",,,,
52656503,False,residential,False,214.76900000000003,,848. Sokak,,"LINESTRING (27.1308798 38.4182558, 27.1308807 38.4177512, 27.1309202 38.4174405, 27.1309269 38.4171012, 27.1309429 38.4169766, 27.1310181 38.4168366, 27.1311375 38.4163473)",,,,
52656505,False,residential,False,30.495,,Doktor Faik Muhittin Adam Caddesi,,"LINESTRING (27.1312762 38.4183265, 27.1313931 38.418068)",,,,
52656505,False,residential,True,30.495,,Doktor Faik Muhittin Adam Caddesi,,"LINESTRING (27.1313931 38.418068, 27.1312762 38.4183265)",,,,
"[52656505, 1084217889]",False,residential,False,124.44,,"['Doktor Faik Muhittin Adam Caddesi', '849. Sokak']",,"LINESTRING (27.1313931 38.418068, 27.1316217 38.4173855, 27.1316798 38.4170871, 27.1316684 38.4169758)",,,,
52656510,False,residential,False,47.232,,,,"LINESTRING (27.1313931 38.418068, 27.1316044 38.4181072, 27.1318817 38.41824)",,,,
23629431,False,residential,False,31.501,,Anafartalar Caddesi,,"LINESTRING (27.1336883 38.4184472, 27.1339698 38.418625)",,,,
23629431,False,residential,True,28.655,,Anafartalar Caddesi,,"LINESTRING (27.1336883 38.4184472, 27.1334011 38.4183216)",,,,
52656508,False,living_street,False,31.41,,870. Sokak,,"LINESTRING (27.1336883 38.4184472, 27.1335399 38.4186113, 27.1336135 38.4186687)",,,,
404632565,False,residential,True,41.676,,,,"LINESTRING (27.1326644 38.4185167, 27.1330823 38.4186991)",,,,
23629431,False,residential,False,13.281,,Anafartalar Caddesi,,"LINESTRING (27.1339698 38.418625, 27.1340664 38.4187174)",,,,
23629431,False,residential,True,31.501,,Anafartalar Caddesi,,"LINESTRING (27.1339698 38.418625, 27.1336883 38.4184472)",,,,
209965565,False,residential,False,89.267,,919. Sokak,,"LINESTRING (27.1339698 38.418625, 27.1341517 38.418503, 27.1342139 38.4184226, 27.1341067 38.418349, 27.1342075 38.4182417, 27.1344165 38.4180192)",,,,
49419563,True,residential,False,129.458,,Mucibur Rahman Caddesi,,"LINESTRING (27.1280317 38.4194542, 27.12812 38.4196392, 27.1281468 38.4196954, 27.1283761 38.4202757, 27.1284764 38.4203363, 27.1285795 38.4203618, 27.1287249 38.4203438)",,,,
527125296,True,primary,False,159.60399999999998,3,Birleşmiş Milletler Caddesi,50,"LINESTRING (27.1280317 38.4194542, 27.1280784 38.4197075, 27.1281934 38.4199837, 27.1282595 38.4201384, 27.1283457 38.4203556, 27.1284008 38.4204855, 27.128524 38.4206814, 27.1286249 38.4208006)",,,,
527125296,True,primary,False,251.83399999999995,3,Birleşmiş Milletler Caddesi,50,"LINESTRING (27.1286249 38.4208006, 27.1287355 38.4209396, 27.1289584 38.4211384, 27.1290918 38.4212221, 27.1292555 38.4213012, 27.1295961 38.4214453, 27.129999 38.4216287, 27.13039 38.42182, 27.1306218 38.4219743, 27.1308636 38.4221859)",,,,
713181703,True,primary,False,306.9289999999999,3,Mustafa Kemal Sahil Bulvarı,50,"LINESTRING (27.1309392 38.4223848, 27.1306206 38.422146, 27.1303876 38.4219721, 27.13004 38.4217905, 27.1298296 38.4216872, 27.1294559 38.4215037, 27.1291614 38.4213808, 27.128979 38.4212857, 27.1288432 38.421184, 27.1286956 38.4210521, 27.128418 38.4207586, 27.1283228 38.420601)",,,,
711142687,False,residential,False,42.548,,906. Sokak,,"LINESTRING (27.1332214 38.4210003, 27.1336728 38.4211464)",,,,
711142687,False,residential,True,40.134,,906. Sokak,,"LINESTRING (27.1332214 38.4210003, 27.1327941 38.4208654)",,,,
54376790,False,residential,True,53.579,,876. Sokak,,"LINESTRING (27.1332214 38.4210003, 27.133333 38.4208307, 27.1334704 38.4205603)",,,,
