osmid,oneway,highway,reversed,length,ref,name,lanes,geometry,bridge,maxspeed,access,junction
67325117,True,tertiary,False,9.817,,,,"LINESTRING (30.7413445 40.7989808, 30.7414309 40.7989215)",,,,
200991271,True,trunk,False,50.684,D100,Adapazarı-Bolu Yolu,,"LINESTRING (30.7413445 40.7989808, 30.740898 40.798675)",,,,
191118498,False,residential,False,41.527,,,,"LINESTRING (30.7437388 40.7914045, 30.7442279 40.791356)",,,,
241565240,False,secondary,False,78.744,54-25,,2,"LINESTRING (30.7437388 40.7914045, 30.743984 40.7920879)",,,,
191118498,False,residential,True,46.265,,,,"LINESTRING (30.7437388 40.7914045, 30.7434746 40.7914439, 30.7431945 40.7914361)",,,,
211711965,False,residential,True,149.389,,,,"LINESTRING (30.7437388 40.7914045, 30.742986 40.7916415, 30.7423626 40.7918014, 30.7420854 40.7918903)",,,,
211710086,False,residential,True,37.801,,,,"LINESTRING (30.7453142 40.7955002, 30.7457182 40.7953518)",,,,
241565240,False,secondary,True,163.83599999999998,54-25,,2,"LINESTRING (30.7453142 40.7955002, 30.7450971 40.7947433, 30.7448012 40.7941196, 30.7447873 40.794085)",,,,
241565241,True,tertiary,False,138.465,,,,"LINESTRING (30.7453142 40.7955002, 30.7456053 40.7961083, 30.7457938 40.7965472, 30.7458082 40.7966837)",,,,
200991308,False,residential,False,11.162,,,,"LINESTRING (30.7431793 40.796034, 30.7432751 40.7961034)",,,,
442575760,False,residential,True,63.098,,,,"LINESTRING (30.7431793 40.796034, 30.7425419 40.7957354)",,,,
442643423,True,tertiary,False,159.67499999999998,,,,"LINESTRING (30.7431793 40.796034, 30.7433232 40.7958275, 30.7435143 40.7955198, 30.743713 40.79535, 30.7440345 40.7952057, 30.7444706 40.7950816)",,,,
241565242,False,tertiary,True,11.203,,,,"LINESTRING (30.7455322 40.797188, 30.7456595 40.7972174)",,,,
132554251,True,trunk,False,7.912,D100,,,"LINESTRING (30.7414309 40.7989215, 30.7414998 40.7989699)",,,,
67325117,True,tertiary,False,28.727,,,,"LINESTRING (30.7414309 40.7989215, 30.7416273 40.7987563, 30.7416574 40.7987283)",,,,
132554251,True,trunk,False,32.819,D100,,,"LINESTRING (30.7414998 40.7989699, 30.7417927 40.7991647)",,,,
442576316,True,tertiary,False,8.447,54-25,,,"LINESTRING (30.7414998 40.7989699, 30.741431 40.7990252)",,,,
200991271,True,trunk,False,8.797,D100,Adapazarı-Bolu Yolu,,"LINESTRING (30.741431 40.7990252, 30.7413445 40.7989808)",,,,
442576316,True,tertiary,False,36.137,54-25,,,"LINESTRING (30.741431 40.7990252, 30.7411305 40.7992573)",,,,
210426133,False,tertiary,False,60.889,,,,"LINESTRING (30.7497229 40.791311, 30.7504326 40.7914166)",,,,
210426133,False,tertiary,True,25.855,,,,"LINESTRING (30.7497229 40.791311, 30.7494184 40.7912807)",,,,
211711115,False,residential,True,32.969,,,,"LINESTRING (30.7497229 40.791311, 30.7498393 40.7915941)",,,,
210426132,False,tertiary,False,65.762,,,,"LINESTRING (30.7500563 40.7963203, 30.7496176 40.7965329, 30.7494113 40.7966531)",,,,
211710675,False,residential,False,47.552,,,,"LINESTRING (30.7500563 40.7963203, 30.7500882 40.7962729, 30.7500935 40.7961733, 30.7500046 40.7959069)",,,,
211711765,False,residential,True,96.42999999999999,,,,"LINESTRING (30.7500563 40.7963203, 30.7503024 40.7969495, 30.7503474 40.7971544, 30.7503433 40.7971555)",,,,
210426132,False,tertiary,True,10.739,,,,"LINESTRING (30.7470909 40.7978153, 30.7472006 40.797766)",,,,
241565246,True,tertiary,False,76.439,,,,"LINESTRING (30.7470909 40.7978153, 30.7463289 40.7974414)",,,,
211711954,False,tertiary,False,9.284,,,,"LINESTRING (30.7477967 40.7982205, 30.747905 40.7982363)",,,,
241565246,True,tertiary,False,74.637,,,,"LINESTRING (30.7477967 40.7982205, 30.7474236 40.7979878, 30.7470909 40.7978153)",,,,
191118498,False,residential,False,65.217,,,,"LINESTRING (30.7474256 40.7911194, 30.7475026 40.7911183, 30.7481972 40.7911678)",,,,
191118498,False,residential,True,107.80799999999999,,,,"LINESTRING (30.7474256 40.7911194, 30.7465549 40.7911316, 30.7461473 40.7911633)",,,,
219662354,False,residential,False,156.268,,,,"LINESTRING (30.7474256 40.7911194, 30.747496 40.7913001, 30.7475413 40.7915361, 30.7475991 40.7918806, 30.7476318 40.7921927, 30.7476533 40.7925104)",,,,
191118498,False,residential,True,51.869,,,,"LINESTRING (30.7461473 40.7911633, 30.7455344 40.791211)",,,,
191118498,False,residential,False,107.80799999999999,,,,"LINESTRING (30.7461473 40.7911633, 30.7465549 40.7911316, 30.7474256 40.7911194)",,,,
211710680,False,residential,False,125.71,,,,"LINESTRING (30.7461473 40.7911633, 30.746147 40.7912868, 30.7462124 40.7914162, 30.7463179 40.7915589, 30.7464185 40.7916979, 30.7464512 40.7918197, 30.7464612 40.7920271, 30.7464939 40.7922403)",,,,
"[191118498, 210426115, 210426133]",False,"['residential', 'tertiary']",False,35.418,,,,"LINESTRING (30.7481972 40.7911678, 30.7482486 40.7911715, 30.7485206 40.7911914, 30.7486156 40.7912008)",yes,,,
191118498,False,residential,True,65.217,,,,"LINESTRING (30.7481972 40.7911678, 30.7475026 40.7911183, 30.7474256 40.7911194)",,,,
211711817,False,residential,True,162.038,,,,"LINESTRING (30.7481972 40.7911678, 30.7482277 40.7913135, 30.7482428 40.7917018, 30.7482353 40.7920272, 30.7482051 40.7922956, 30.7482177 40.7924688, 30.7482646 40.7926176)",,,,
210426133,False,tertiary,False,68.165,,,,"LINESTRING (30.7486156 40.7912008, 30.7494184 40.7912807)",,,,
211710591,False,residential,False,47.963,,,,"LINESTRING (30.7486156 40.7912008, 30.7485822 40.7916314)",,,,
"[191118498, 210426115, 210426133]",False,"['residential', 'tertiary']",True,35.418,,,,"LINESTRING (30.7486156 40.7912008, 30.7485206 40.7911914, 30.7482486 40.7911715, 30.7481972 40.7911678)",yes,,,
210426133,False,tertiary,False,25.855,,,,"LINESTRING (30.7494184 40.7912807, 30.7497229 40.791311)",,,,
210426133,False,tertiary,True,68.165,,,,"LINESTRING (30.7494184 40.7912807, 30.7486156 40.7912008)",,,,
191118498,False,residential,True,6.73,,,,"LINESTRING (30.744504 40.7913079, 30.7444261 40.7913215)",,,,
191118498,False,residential,False,87.505,,,,"LINESTRING (30.744504 40.7913079, 30.7446769 40.7912778, 30.7455344 40.791211)",,,,
219662354,False,residential,True,188.902,,,,"LINESTRING (30.744504 40.7913079, 30.7447861 40.7914961, 30.745216 40.7917702, 30.745583 40.7920176, 30.7459902 40.7923069, 30.7461662 40.7924477)",,,,
191118498,False,residential,False,6.73,,,,"LINESTRING (30.7444261 40.7913215, 30.744504 40.7913079)",,,,
191118498,False,residential,True,17.121,,,,"LINESTRING (30.7444261 40.7913215, 30.7442279 40.791356)",,,,
191118498,False,residential,False,17.121,,,,"LINESTRING (30.7442279 40.791356, 30.7444261 40.7913215)",,,,
191118498,False,residential,True,41.527,,,,"LINESTRING (30.7442279 40.791356, 30.7437388 40.7914045)",,,,
211710739,False,residential,False,276.08099999999996,,,,"LINESTRING (30.7442279 40.791356, 30.7443286 40.791656, 30.7445473 40.7922175, 30.7446076 40.7923906, 30.7446629 40.7924363, 30.7447961 40.7924534, 30.7449595 40.7924573, 30.7450827 40.7924782, 30.7451456 40.7925505, 30.7452235 40.7927047, 30.7452763 40.7929064, 30.745221 40.792992, 30.7452537 40.7931062, 30.7454698 40.7934222)",,,,
210426133,False,tertiary,False,46.151,,,,"LINESTRING (30.7504326 40.7914166, 30.7509705 40.7914967)",,,,
210426133,False,tertiary,True,60.889,,,,"LINESTRING (30.7504326 40.7914166, 30.7497229 40.791311)",,,,
211710242,False,residential,True,34.656,,,,"LINESTRING (30.7504326 40.7914166, 30.7505222 40.7917208)",,,,
191118498,False,residential,True,27.864,,,,"LINESTRING (30.742395 40.7914229, 30.7420646 40.7914378)",,,,
191118498,False,residential,False,67.363,,,,"LINESTRING (30.742395 40.7914229, 30.7425181 40.7914173, 30.7431945 40.7914361)",,,,
191118498,False,residential,False,46.265,,,,"LINESTRING (30.7431945 40.7914361, 30.7434746 40.7914439, 30.7437388 40.7914045)",,,,
191118498,False,residential,True,67.363,,,,"LINESTRING (30.7431945 40.7914361, 30.7425181 40.7914173, 30.742395 40.7914229)",,,,
191118498,False,residential,False,27.864,,,,"LINESTRING (30.7420646 40.7914378, 30.742395 40.7914229)",,,,
