osmid,oneway,highway,reversed,length,name,geometry,lanes
1163126398,True,primary_link,False,11.889,,"LINESTRING (27.6871064 36.7288059, 27.6869851 36.7287614)",
66661292,False,unclassified,True,108.587,Hat Çavuşu Sokak,"LINESTRING (27.6871064 36.7288059, 27.6874229 36.7290869, 27.6875824 36.7292578, 27.6878758 36.7295621)",
791756547,False,residential,False,138.816,,"LINESTRING (27.6898008 36.7230763, 27.6908915 36.7228784, 27.6910088 36.7228658, 27.6913268 36.7229001)",
1224957697,False,secondary,False,110.64999999999999,Atatürk Caddesi,"LINESTRING (27.6898008 36.7230763, 27.6899022 36.7229828, 27.6902534 36.7224512, 27.6902756 36.7223886, 27.6902528 36.722345, 27.6900838 36.722265)",
"[1224957698, 1224957782]",False,secondary,True,208.008,Atatürk Caddesi,"LINESTRING (27.6898008 36.7230763, 27.689687 36.7231074, 27.689194 36.7231407, 27.6887698 36.7230201, 27.6883568 36.7228619, 27.6878742 36.7226841, 27.6877925 36.7226757, 27.6877156 36.7226947, 27.6876083 36.7227322)",
1225008542,False,secondary,False,46.24,Atatürk Caddesi,"LINESTRING (27.6857803 36.7262017, 27.6856631 36.7257966)",
66661303,False,residential,True,72.045,Vatan Caddesi,"LINESTRING (27.6857803 36.7262017, 27.6857542 36.7262104, 27.6850339 36.7264505)",
1224957757,False,secondary,True,37.507,Atatürk Caddesi,"LINESTRING (27.6857803 36.7262017, 27.6858163 36.7262956, 27.6858291 36.7263303, 27.685912 36.726522)",
1005850282,False,living_street,False,27.118,68. Sokak,"LINESTRING (27.6859179 36.7241053, 27.6861583 36.7242548)",
66661300,True,secondary,False,107.17099999999999,Atatürk Caddesi,"LINESTRING (27.6859179 36.7241053, 27.6855362 36.7245378, 27.6854486 36.7246982, 27.6853691 36.7248655, 27.6853674 36.7249454)",
"[242421473, 1225008630]",False,residential,False,31.208000000000002,Bademli Cd.,"LINESTRING (27.6859179 36.7241053, 27.6858928 36.7240965, 27.6856731 36.7240198, 27.6855969 36.7239932)",2
242152853,False,residential,False,60.25,Dr.Turgut Dündar Caddesi,"LINESTRING (27.6870506 36.7280938, 27.6872131 36.7278441, 27.6873584 36.7276114)",
1163126394,True,primary_link,False,40.628,,"LINESTRING (27.6870506 36.7280938, 27.6869982 36.7282121, 27.6868881 36.728348, 27.6868175 36.7284014)",
145305672,False,living_street,True,64.073,115.Sokak,"LINESTRING (27.6854541 36.727092, 27.684823 36.727368)",
242421496,False,living_street,False,35.669,Balçıkhisar Sokak,"LINESTRING (27.6854541 36.727092, 27.6852638 36.7268098)",
242421496,False,living_street,True,53.753,Balçıkhisar Sokak,"LINESTRING (27.6854541 36.727092, 27.6857655 36.727506)",
66661329,False,living_street,True,91.568,93. Sokak,"LINESTRING (27.6845783 36.7257553, 27.6855282 36.7254415)",
