osmid,oneway,highway,reversed,length,geometry,name,bridge,ref
91005285,True,secondary,False,81.632,"LINESTRING (36.4986966 38.021688, 36.499609 38.0218374)",,,
91005481,False,residential,False,61.749,"LINESTRING (36.4986966 38.021688, 36.4988167 38.0211408)",,,
324991599,False,residential,False,13.311,"LINESTRING (36.4948306 38.0205162, 36.4949184 38.0204185)",,,
90998481,True,secondary,False,35.638000000000005,"LINESTRING (36.4948306 38.0205162, 36.4947938 38.0204241, 36.4947478 38.0202031)",,,
91005399,False,residential,False,84.881,"LINESTRING (36.4948306 38.0205162, 36.4945946 38.0203857, 36.4942219 38.020291, 36.4939359 38.0202581)",,,
91005488,False,residential,True,73.44,"LINESTRING (36.4948306 38.0205162, 36.4948132 38.0208568, 36.4947501 38.0209507, 36.4945326 38.0210778)",,,
91005285,True,secondary,False,63.992,"LINESTRING (36.4949184 38.0204185, 36.495565 38.0206863)",,,
324991599,False,residential,True,13.311,"LINESTRING (36.4949184 38.0204185, 36.4948306 38.0205162)",,,
91005451,False,residential,True,71.612,"LINESTRING (36.4947478 38.0202031, 36.4955501 38.0200795)",,,
173078868,False,secondary,True,75.477,"LINESTRING (36.4947478 38.0202031, 36.494546 38.0195432)",,,
91005285,True,secondary,False,28.395,"LINESTRING (36.4947478 38.0202031, 36.494854 38.0203609, 36.4949184 38.0204185)",,,
91005271,False,residential,False,7.359,"LINESTRING (36.4981561 38.0215877, 36.4981417 38.0216529)",,,
91005271,False,residential,True,45.564,"LINESTRING (36.4981561 38.0215877, 36.4982516 38.0211849)",,,
91005285,True,secondary,False,48.642,"LINESTRING (36.4981561 38.0215877, 36.4986966 38.021688)",,,
91005465,False,residential,False,83.211,"LINESTRING (36.5003101 38.0219523, 36.5000718 38.0212279)",,,
91005465,False,residential,True,9.131,"LINESTRING (36.5003101 38.0219523, 36.5002889 38.0220327)",,,
173078868,False,secondary,False,54.395,"LINESTRING (36.4923055 38.0187981, 36.492845 38.0185559)",,,
173078868,False,secondary,True,36.077,"LINESTRING (36.4923055 38.0187981, 36.4919621 38.0189772)",,,
91005460,False,residential,False,75.651,"LINESTRING (36.4923055 38.0187981, 36.492449 38.0189895, 36.4925782 38.0189522, 36.4928385 38.018889, 36.4930064 38.0188617)",,,
91005382,False,residential,True,63.304,"LINESTRING (36.4996191 38.0242673, 36.498902 38.0241966)",,,
91005472,False,residential,False,59.382,"LINESTRING (36.4996191 38.0242673, 36.4996569 38.0248005)",,,
91005253,False,residential,False,63.212,"LINESTRING (36.4974355 38.0183369, 36.4979903 38.0179734)",,,
91005427,False,residential,False,121.164,"LINESTRING (36.4974355 38.0183369, 36.498388 38.019127)",,,
91005253,False,residential,True,89.406,"LINESTRING (36.4974355 38.0183369, 36.4969064 38.0185627, 36.4967083 38.0186899, 36.4966078 38.0187913)",,,
91005385,False,secondary,False,26.468,"LINESTRING (36.4947942 38.0187858, 36.4945621 38.0189382)",Kürsat Caddesi,,
91005385,False,secondary,True,29.55,"LINESTRING (36.4947942 38.0187858, 36.4950659 38.0186283)",Kürsat Caddesi,,
