osmid,ref,highway,oneway,reversed,length,name,geometry,bridge
187958946,31-01,secondary,False,False,64.258,,"LINESTRING (36.1992205 36.960353, 36.1990704 36.9597877)",
744061525,,residential,False,False,69.645,,"LINESTRING (36.1992205 36.960353, 36.1999684 36.9601655)",
107326580,31-01,secondary,False,False,15.174,Şükrüpaşa 1 Caddesi,"LINESTRING (36.1990087 36.9558836, 36.1991652 36.955829)",
340549008,,unclassified,False,True,46.843,Atatürk Caddesi,"LINESTRING (36.1990087 36.9558836, 36.1989663 36.9554637)",
1178377763,31-12,secondary,False,True,107.465,Şükrüpaşa 2 Caddesi,"LINESTRING (36.1990087 36.9558836, 36.1978863 36.9562436)",
107326580,31-01,secondary,False,False,126.551,Şükrüpaşa 1 Caddesi,"LINESTRING (36.20315 36.95444, 36.2044499 36.953975)",
107326580,31-01,secondary,False,True,134.237,Şükrüpaşa 1 Caddesi,"LINESTRING (36.20315 36.95444, 36.2017736 36.9549376)",
327928194,,residential,False,True,58.529,,"LINESTRING (36.20315 36.95444, 36.2030714 36.9539174)",
327928194,,residential,False,False,153.73499999999999,,"LINESTRING (36.20315 36.95444, 36.2032276 36.9548891, 36.2033241 36.9558151)",
115346018,,unclassified,True,False,119.288,Refik Özsoy Bulvarı,"LINESTRING (36.2026125 36.9513965, 36.2014643 36.9515884, 36.2013009 36.951624)",
327928194,,residential,False,False,283.302,,"LINESTRING (36.2026125 36.9513965, 36.2026651 36.951724, 36.202784 36.9523416, 36.2029485 36.9531386, 36.2030714 36.9539174)",
340548684,31-12,secondary,False,False,8.239,Şükrüpaşa 2 Caddesi,"LINESTRING (36.1957718 36.9568986, 36.1958581 36.9568715)",
744071642,,residential,False,True,45.111,,"LINESTRING (36.1957718 36.9568986, 36.1956033 36.9565159)",
340548684,31-12,secondary,False,True,136.119,Şükrüpaşa 2 Caddesi,"LINESTRING (36.1957718 36.9568986, 36.194881 36.9571748, 36.1943436 36.9573414)",
327928193,,residential,False,True,13.085,,"LINESTRING (36.2013009 36.951624, 36.2013775 36.9515235)",
115346018,,unclassified,True,False,168.125,Refik Özsoy Bulvarı,"LINESTRING (36.2013009 36.951624, 36.2012191 36.9516477, 36.2006268 36.9518162, 36.2000306 36.9519947, 36.1995495 36.95219)",
327928193,,residential,False,False,123.727,,"LINESTRING (36.2013009 36.951624, 36.2013281 36.951959, 36.2014059 36.9527335)",
115346016,,unclassified,True,False,46.847,Refik Özsoy Bulvarı,"LINESTRING (36.2013775 36.9515235, 36.2018962 36.9514482)",
327928193,,residential,False,False,13.085,,"LINESTRING (36.2013775 36.9515235, 36.2013009 36.951624)",
744058672,,residential,False,False,56.784,,"LINESTRING (36.1936235 36.9558859, 36.1936824 36.9563944)",
744058672,,residential,False,True,112.795,,"LINESTRING (36.1936235 36.9558859, 36.1934978 36.9548765)",
744071642,,residential,False,False,81.439,,"LINESTRING (36.1936235 36.9558859, 36.1941593 36.9559229, 36.1945278 36.9559928)",
