osmid,ref,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed
189837829,,tertiary,False,False,254.63900000000007,"LINESTRING (38.4524436 40.7383195, 38.4524313 40.7382173, 38.4524821 40.7380612, 38.4527161 40.7378324, 38.4527747 40.7377301, 38.452787 40.7376164, 38.4527046 40.7374641, 38.4525803 40.7372586, 38.4525925 40.7371401, 38.4526389 40.7370513, 38.4526658 40.736911, 38.4526406 40.73684, 38.452578 40.7367719, 38.452407 40.7366722, 38.4521298 40.7366081, 38.4519692 40.7365737, 38.4518404 40.7365589)",,,
189837829,,tertiary,False,True,505.14099999999996,"LINESTRING (38.4524436 40.7383195, 38.4525713 40.738486, 38.4528226 40.738746, 38.4528655 40.738867, 38.452827 40.7389688, 38.4526985 40.7390853, 38.4523675 40.7393639, 38.4523736 40.7394197, 38.452441 40.7394708, 38.452582 40.739415, 38.4529865 40.7393222, 38.4535933 40.7392757, 38.4537159 40.7392246, 38.4538201 40.7390899, 38.4538017 40.7388392, 38.4538017 40.7386302, 38.4538937 40.7383701, 38.4539427 40.7379847, 38.4542062 40.7373484, 38.4543204 40.7371754)",,,
1162461152,,residential,False,True,108.12899999999999,"LINESTRING (38.4524436 40.7383195, 38.4522728 40.7383264, 38.4521693 40.7382732, 38.4516556 40.7380183, 38.4513317 40.7378778)",,,
189837837,,residential,False,False,232.925,"LINESTRING (38.4442457 40.7388387, 38.4441721 40.7388108, 38.4440802 40.7388526, 38.4439637 40.7390941, 38.4438595 40.7392659, 38.4435285 40.7395817, 38.443455 40.7396978, 38.4434672 40.7398511, 38.4436327 40.7401019, 38.4436818 40.7403805, 38.4436327 40.7405105, 38.4434918 40.7405709)",,,
189837837,,residential,False,True,421.4769999999999,"LINESTRING (38.4442457 40.7388387, 38.4443008 40.7391638, 38.4442273 40.7393821, 38.4442273 40.7394935, 38.4443315 40.7397629, 38.4445153 40.7399858, 38.444595 40.7401019, 38.4446195 40.7403944, 38.4447053 40.7405059, 38.4449199 40.7405941, 38.4449566 40.7406499, 38.444926 40.7407195, 38.4448095 40.7409703, 38.4447237 40.7410724, 38.4445337 40.7411793, 38.4442886 40.741495, 38.4441476 40.7419873, 38.4441599 40.7421545, 38.4441599 40.7422595)",,,
733145128,,residential,False,True,248.61700000000002,"LINESTRING (38.4442457 40.7388387, 38.4446413 40.7385493, 38.4447164 40.7383867, 38.4447111 40.7382566, 38.4447379 40.7380167, 38.444813 40.7376915, 38.444872 40.7375574, 38.4450383 40.7373176, 38.4450865 40.7371794, 38.4450705 40.7369964, 38.4448666 40.7368582)",,,
241415727,D865,primary,False,False,53.855,"LINESTRING (38.4491203 40.7393722, 38.4493 40.739837)",,,
189837837,,residential,False,False,111.909,"LINESTRING (38.4491203 40.7393722, 38.4491777 40.7397474, 38.4492558 40.7399838, 38.4492038 40.7401217, 38.4490824 40.7403451)",,,
241415727,D865,primary,False,True,329.382,"LINESTRING (38.4491203 40.7393722, 38.4490588 40.7390509, 38.4490052 40.7385073, 38.4491139 40.7377913, 38.44955 40.73646)",,,
189837781,,tertiary,False,True,238.52,"LINESTRING (38.4501821 40.7398278, 38.4505839 40.7392386, 38.4509271 40.7387649, 38.4510804 40.7384816, 38.4512336 40.7380357, 38.4513317 40.7378778)",,,
189837789,,tertiary,False,False,111.49900000000001,"LINESTRING (38.4501821 40.7398278, 38.4501313 40.7400232, 38.4500099 40.7404567, 38.4498658 40.7408002)",,,
189837789,,tertiary,False,True,478.776,"LINESTRING (38.4501821 40.7398278, 38.4502526 40.7395569, 38.4502613 40.73913, 38.4503567 40.7385191, 38.4504108 40.7377729, 38.4503553 40.7363255, 38.4504173 40.7358853, 38.4505647 40.7356225, 38.4506001 40.7355645)",,,
"[733841370, 189837807]",,residential,False,"[False, True]",259.625,"LINESTRING (38.4490824 40.7403451, 38.448876 40.7408701, 38.4488069 40.7411279, 38.4486408 40.7426467)",,,
189837837,,residential,False,False,1581.6980000000003,"LINESTRING (38.4490824 40.7403451, 38.4485363 40.7401612, 38.4483716 40.7400364, 38.4482589 40.7397802, 38.4482502 40.7392613, 38.4482155 40.7384469, 38.4482113 40.7382721, 38.448199 40.7379935, 38.448058 40.7380213, 38.4479354 40.7381978, 38.4478129 40.7384857, 38.4476964 40.7391824, 38.4476412 40.7393077, 38.4474328 40.7395585, 38.4473654 40.7397629, 38.4473716 40.7399718, 38.4475248 40.7402644, 38.447537 40.7403573, 38.4474758 40.7403991, 38.4473777 40.7403712, 38.4473164 40.7402412, 38.447157 40.7400461, 38.4470467 40.7398372, 38.4470283 40.7394749, 38.4469486 40.7393681, 38.4468751 40.7393635, 38.4468322 40.7394424, 38.4468444 40.7396978, 38.446777 40.740074, 38.4468077 40.7402783, 38.4468751 40.7404641, 38.4470835 40.7406359, 38.4472061 40.7407752, 38.4472061 40.7408542, 38.447157 40.7409517, 38.4469732 40.7411189, 38.4468383 40.7413697, 38.4466973 40.741509, 38.4463602 40.7416762, 38.4461764 40.7418294, 38.4460844 40.7418526, 38.4460109 40.7417969, 38.4460293 40.7413418, 38.4459618 40.7412814, 38.4458638 40.7412628, 38.4457902 40.7413232, 38.4456309 40.7416947, 38.445496 40.7418526, 38.4451896 40.7421684, 38.4451099 40.7423124, 38.4450241 40.7425445, 38.4449076 40.7426978, 38.4443437 40.7432272, 38.4441353 40.7435151, 38.4440557 40.7435662, 38.4439944 40.7435197, 38.4440311 40.743255, 38.4440863 40.7426467, 38.4441599 40.7423727, 38.4441599 40.7422595)",,,
189837837,,residential,False,True,111.90899999999999,"LINESTRING (38.4490824 40.7403451, 38.4492038 40.7401217, 38.4492558 40.7399838, 38.4491777 40.7397474, 38.4491203 40.7393722)",,,
189837837,,residential,False,True,232.925,"LINESTRING (38.4434918 40.7405709, 38.4436327 40.7405105, 38.4436818 40.7403805, 38.4436327 40.7401019, 38.4434672 40.7398511, 38.443455 40.7396978, 38.4435285 40.7395817, 38.4438595 40.7392659, 38.4439637 40.7390941, 38.4440802 40.7388526, 38.4441721 40.7388108, 38.4442457 40.7388387)",,,
241415752,,residential,False,False,15.181,"LINESTRING (38.4510754 40.7348272, 38.4509948 40.7349493)",,,
241415752,,residential,False,True,15.181,"LINESTRING (38.4509948 40.7349493, 38.4510754 40.7348272)",,,
241415752,,residential,False,False,76.156,"LINESTRING (38.4509948 40.7349493, 38.4507469 40.7353721, 38.4506001 40.7355645)",,,
241415759,,residential,False,True,107.77699999999999,"LINESTRING (38.4509948 40.7349493, 38.4512738 40.7350198, 38.4513048 40.7351137, 38.451218 40.7354614, 38.4510816 40.7357385)",,,
241415767,,tertiary,False,False,44.947,"LINESTRING (38.4506001 40.7355645, 38.4510816 40.7357385)",,,
189837789,,tertiary,False,False,478.776,"LINESTRING (38.4506001 40.7355645, 38.4505647 40.7356225, 38.4504173 40.7358853, 38.4503553 40.7363255, 38.4504108 40.7377729, 38.4503567 40.7385191, 38.4502613 40.73913, 38.4502526 40.7395569, 38.4501821 40.7398278)",,,
"[189837810, 189837803, 189837789]",,tertiary,False,True,70.773,"LINESTRING (38.4506001 40.7355645, 38.4505321 40.7355191, 38.4500186 40.7353598, 38.4498315 40.7353196)",yes,,
241415752,,residential,False,True,76.156,"LINESTRING (38.4506001 40.7355645, 38.4507469 40.7353721, 38.4509948 40.7349493)",,,
241415767,,tertiary,False,True,44.947,"LINESTRING (38.4510816 40.7357385, 38.4506001 40.7355645)",,,
241415759,,residential,False,False,107.77700000000002,"LINESTRING (38.4510816 40.7357385, 38.451218 40.7354614, 38.4513048 40.7351137, 38.4512738 40.7350198, 38.4509948 40.7349493)",,,
241415767,,tertiary,False,False,165.45700000000002,"LINESTRING (38.4510816 40.7357385, 38.4511312 40.7357808, 38.4512862 40.7360626, 38.4513544 40.7365512, 38.4514536 40.736725, 38.4515652 40.7368988, 38.4516639 40.7371396)",,,
189837781,,tertiary,False,False,86.918,"LINESTRING (38.4516639 40.7371396, 38.4516504 40.7372137, 38.4514481 40.7376596, 38.4513317 40.7378778)",,,
189837781,,tertiary,False,True,67.727,"LINESTRING (38.4516639 40.7371396, 38.4516994 40.7369444, 38.4517362 40.7366704, 38.4518404 40.7365589)",,,
241415767,,tertiary,False,True,165.457,"LINESTRING (38.4516639 40.7371396, 38.4515652 40.7368988, 38.4514536 40.736725, 38.4513544 40.7365512, 38.4512862 40.7360626, 38.4511312 40.7357808, 38.4510816 40.7357385)",,,
733145128,,residential,False,False,248.61700000000002,"LINESTRING (38.4448666 40.7368582, 38.4450705 40.7369964, 38.4450865 40.7371794, 38.4450383 40.7373176, 38.444872 40.7375574, 38.444813 40.7376915, 38.4447379 40.7380167, 38.4447111 40.7382566, 38.4447164 40.7383867, 38.4446413 40.7385493, 38.4442457 40.7388387)",,,
733145129,,residential,False,False,112.981,"LINESTRING (38.4448666 40.7368582, 38.4447325 40.7371672, 38.4443946 40.7373989, 38.4439923 40.7375615)",,,
733145129,,residential,False,True,112.981,"LINESTRING (38.4439923 40.7375615, 38.4443946 40.7373989, 38.4447325 40.7371672, 38.4448666 40.7368582)",,,
733145132,,residential,False,False,282.75,"LINESTRING (38.4546592 40.7352283, 38.454627 40.7354682, 38.4540696 40.7359722, 38.4535498 40.7363258, 38.4535176 40.7363624, 38.4534908 40.7364356, 38.4535015 40.736525, 38.4535766 40.7366144, 38.4540482 40.7369152, 38.4543204 40.7371754)",,,
"[189837784, 733145133]",,residential,False,False,414.26,"LINESTRING (38.4546592 40.7352283, 38.454284 40.7349479, 38.4537802 40.7346511, 38.4535688 40.7345479, 38.4527169 40.7348219, 38.452533 40.7349473, 38.4523981 40.7351331, 38.4521407 40.735356, 38.4520181 40.7355139, 38.4519262 40.7358158, 38.4519262 40.7360666, 38.4519568 40.736257, 38.4519446 40.7363871, 38.4518404 40.7365589)",,,
189837829,,tertiary,False,False,505.141,"LINESTRING (38.4543204 40.7371754, 38.4542062 40.7373484, 38.4539427 40.7379847, 38.4538937 40.7383701, 38.4538017 40.7386302, 38.4538017 40.7388392, 38.4538201 40.7390899, 38.4537159 40.7392246, 38.4535933 40.7392757, 38.4529865 40.7393222, 38.452582 40.739415, 38.452441 40.7394708, 38.4523736 40.7394197, 38.4523675 40.7393639, 38.4526985 40.7390853, 38.452827 40.7389688, 38.4528655 40.738867, 38.4528226 40.738746, 38.4525713 40.738486, 38.4524436 40.7383195)",,,
733145132,,residential,False,True,282.75,"LINESTRING (38.4543204 40.7371754, 38.4540482 40.7369152, 38.4535766 40.7366144, 38.4535015 40.736525, 38.4534908 40.7364356, 38.4535176 40.7363624, 38.4535498 40.7363258, 38.4540696 40.7359722, 38.454627 40.7354682, 38.4546592 40.7352283)",,,
"[733841370, 189837807]",,residential,False,"[False, True]",259.625,"LINESTRING (38.4486408 40.7426467, 38.4488069 40.7411279, 38.448876 40.7408701, 38.4490824 40.7403451)",,,
189837837,,residential,False,False,421.4770000000001,"LINESTRING (38.4441599 40.7422595, 38.4441599 40.7421545, 38.4441476 40.7419873, 38.4442886 40.741495, 38.4445337 40.7411793, 38.4447237 40.7410724, 38.4448095 40.7409703, 38.444926 40.7407195, 38.4449566 40.7406499, 38.4449199 40.7405941, 38.4447053 40.7405059, 38.4446195 40.7403944, 38.444595 40.7401019, 38.4445153 40.7399858, 38.4443315 40.7397629, 38.4442273 40.7394935, 38.4442273 40.7393821, 38.4443008 40.7391638, 38.4442457 40.7388387)",,,
189837837,,residential,False,True,1581.6980000000003,"LINESTRING (38.4441599 40.7422595, 38.4441599 40.7423727, 38.4440863 40.7426467, 38.4440311 40.743255, 38.4439944 40.7435197, 38.4440557 40.7435662, 38.4441353 40.7435151, 38.4443437 40.7432272, 38.4449076 40.7426978, 38.4450241 40.7425445, 38.4451099 40.7423124, 38.4451896 40.7421684, 38.445496 40.7418526, 38.4456309 40.7416947, 38.4457902 40.7413232, 38.4458638 40.7412628, 38.4459618 40.7412814, 38.4460293 40.7413418, 38.4460109 40.7417969, 38.4460844 40.7418526, 38.4461764 40.7418294, 38.4463602 40.7416762, 38.4466973 40.741509, 38.4468383 40.7413697, 38.4469732 40.7411189, 38.447157 40.7409517, 38.4472061 40.7408542, 38.4472061 40.7407752, 38.4470835 40.7406359, 38.4468751 40.7404641, 38.4468077 40.7402783, 38.446777 40.740074, 38.4468444 40.7396978, 38.4468322 40.7394424, 38.4468751 40.7393635, 38.4469486 40.7393681, 38.4470283 40.7394749, 38.4470467 40.7398372, 38.447157 40.7400461, 38.4473164 40.7402412, 38.4473777 40.7403712, 38.4474758 40.7403991, 38.447537 40.7403573, 38.4475248 40.7402644, 38.4473716 40.7399718, 38.4473654 40.7397629, 38.4474328 40.7395585, 38.4476412 40.7393077, 38.4476964 40.7391824, 38.4478129 40.7384857, 38.4479354 40.7381978, 38.448058 40.7380213, 38.448199 40.7379935, 38.4482113 40.7382721, 38.4482155 40.7384469, 38.4482502 40.7392613, 38.4482589 40.7397802, 38.4483716 40.7400364, 38.4485363 40.7401612, 38.4490824 40.7403451)",,,
