osmid,oneway,ref,name,highway,reversed,length,geometry,bridge,width
288438503,True,D765,Kastamonu-İnebolu yolu,primary,False,60.002,"LINESTRING (33.7592721 41.976725, 33.7593448 41.9772619)",,
79224925,False,,,residential,False,45.197,"LINESTRING (33.7592721 41.976725, 33.7594101 41.9767256, 33.7598179 41.9767463)",,
79224899,False,,,residential,False,66.98,"LINESTRING (33.7579001 41.9744348, 33.7581868 41.9744344, 33.7586461 41.9746212)",,
288438503,True,D765,Kastamonu-İnebolu yolu,primary,False,220.89999999999998,"LINESTRING (33.7579001 41.9744348, 33.7579974 41.9745222, 33.7583377 41.9748586, 33.7587904 41.9754465, 33.7589476 41.9757245, 33.7590803 41.9759593, 33.7591668 41.9761682)",,
79224905,False,,,residential,True,24.238,"LINESTRING (33.7593448 41.9772619, 33.7596368 41.9772817)",,
"[79224873, 79224875, 79224909]",False,,,residential,False,56.302,"LINESTRING (33.7593448 41.9772619, 33.7592377 41.977264, 33.7587186 41.9772736, 33.7586639 41.9772742)",yes,
288438503,True,D765,Kastamonu-İnebolu yolu,primary,False,115.148,"LINESTRING (33.7593448 41.9772619, 33.7593349 41.9775079, 33.7592965 41.9777781, 33.7592035 41.9782912)",,
79224880,False,,Hürriyet Caddesi,tertiary,True,36.431,"LINESTRING (33.7595629 41.9775206, 33.7599717 41.977643)",,
79224930,False,,,residential,False,27.258,"LINESTRING (33.7595629 41.9775206, 33.7596368 41.9772817)",,
79224930,False,,,residential,True,90.033,"LINESTRING (33.7595629 41.9775206, 33.7593148 41.978309)",,
"[79224873, 79224875, 79224909]",False,,,residential,True,56.302,"LINESTRING (33.7586639 41.9772742, 33.7587186 41.9772736, 33.7592377 41.977264, 33.7593448 41.9772619)",yes,
1052688686,False,,,residential,True,295.18600000000004,"LINESTRING (33.7586639 41.9772742, 33.758229 41.9770544, 33.7580303 41.9770304, 33.7578263 41.9769746, 33.7577565 41.9769267, 33.7577243 41.9768909, 33.7576813 41.9767872, 33.7576276 41.976508, 33.7575095 41.9762129, 33.7573967 41.9760574, 33.7572625 41.9759497, 33.7570745 41.97585, 33.7569349 41.9756905, 33.7567201 41.9755908, 33.7563616 41.9755988)",,
79224898,False,,,tertiary,False,29.501,"LINESTRING (33.7609052 41.9770618, 33.7608303 41.9773212)",,
79224898,False,,,tertiary,True,5.638,"LINESTRING (33.7609052 41.9770618, 33.7609237 41.977013)",,
1073767665,False,,,residential,True,35.492000000000004,"LINESTRING (33.7609052 41.9770618, 33.7610972 41.9771101, 33.7610971 41.9772786)",,
79224920,False,,,tertiary,True,31.901,"LINESTRING (33.7654172 41.9768236, 33.7652515 41.9770827)",,
79224919,False,,,tertiary,False,207.49499999999998,"LINESTRING (33.7654172 41.9768236, 33.7649045 41.9762931, 33.7643876 41.9757218, 33.764184 41.9755031, 33.7640271 41.9752726)",,
79224868,False,,,residential,True,64.464,"LINESTRING (33.7602746 41.975546, 33.7602031 41.9761233)",,
79224868,False,,,residential,False,99.663,"LINESTRING (33.7602746 41.975546, 33.7600266 41.9750996, 33.7597588 41.9747374)",,
79224906,False,,,residential,False,126.271,"LINESTRING (33.7602746 41.975546, 33.7603557 41.9755822, 33.7606337 41.9756562, 33.7610739 41.9758802, 33.7613149 41.9759594, 33.7614725 41.9759629, 33.7616513 41.9759339)",,
79224930,False,,,residential,True,37.8,"LINESTRING (33.7586461 41.9746212, 33.7588518 41.9749248)",,
79224899,False,,,residential,True,66.98,"LINESTRING (33.7586461 41.9746212, 33.7581868 41.9744344, 33.7579001 41.9744348)",,
79224904,False,,,tertiary,False,47.98,"LINESTRING (33.7618064 41.9755181, 33.7616513 41.9759339)",,
79224904,False,,,tertiary,True,73.543,"LINESTRING (33.7618064 41.9755181, 33.7618469 41.9753858, 33.7618457 41.9752243, 33.7617542 41.9748665)",,
1073755436,False,,Mehmet Şevki Caddesi,tertiary,False,37.497,"LINESTRING (33.7618064 41.9755181, 33.7618911 41.9755666, 33.7619615 41.9756136, 33.7620388 41.9756725, 33.7621343 41.97575)",,
79224905,False,,,residential,False,24.238,"LINESTRING (33.7596368 41.9772817, 33.7593448 41.9772619)",,
79224905,False,,,residential,True,35.091,"LINESTRING (33.7596368 41.9772817, 33.7600507 41.9773518)",,
79224930,False,,,residential,False,61.387,"LINESTRING (33.7596368 41.9772817, 33.7598179 41.9767463)",,
79224930,False,,,residential,True,27.258,"LINESTRING (33.7596368 41.9772817, 33.7595629 41.9775206)",,
1073755436,False,,Mehmet Şevki Caddesi,tertiary,False,31.67,"LINESTRING (33.7619016 41.9778183, 33.7615666 41.9779565)",,
79224903,False,,Münipbey Sokağı,residential,True,31.927,"LINESTRING (33.7619016 41.9778183, 33.7618581 41.977759, 33.7618075 41.9777023, 33.7617275 41.977631, 33.7616745 41.9775875)",,
1073755436,False,,Mehmet Şevki Caddesi,tertiary,True,197.43999999999997,"LINESTRING (33.7619016 41.9778183, 33.7622564 41.9776857, 33.7623499 41.9776479, 33.7624312 41.9776116, 33.7625064 41.9775693, 33.7625775 41.977524, 33.7626243 41.9774922, 33.7626751 41.9774499, 33.7627361 41.9773925, 33.7630288 41.9770857, 33.7631182 41.9769905, 33.7631386 41.9769573, 33.7631447 41.9769225, 33.7631386 41.9768817, 33.763106 41.9768243, 33.7629942 41.9766807, 33.7628594 41.97653)",,
