osmid,ref,name,highway,oneway,reversed,length,bridge,geometry
635388674,N760,Satkhira - Kaliganj Highway,trunk,False,True,11.088,,"LINESTRING (89.0710554 22.7123849, 89.0711052 22.7124734)"
612898873,,Stadium Road,unclassified,False,True,25.619,yes,"LINESTRING (89.0760797 22.7198391, 89.0763294 22.7198334)"
160096695,,Polaspole Road,unclassified,False,True,197.279,,"LINESTRING (89.0760797 22.7198391, 89.0760874 22.7193188, 89.0760886 22.7188962, 89.0760008 22.7184212, 89.0759365 22.7180769)"
612898883,,Stadium Road,unclassified,False,False,393.079,,"LINESTRING (89.0760797 22.7198391, 89.0758087 22.7198422, 89.0755016 22.7198583, 89.0753272 22.7198385, 89.0752441 22.7198088, 89.0752038 22.7197717, 89.0751797 22.7197296, 89.0751529 22.7196455, 89.0751341 22.7193387, 89.0751033 22.7192509, 89.0750737 22.7192224, 89.0750349 22.7192064, 89.0749893 22.7191952, 89.074721 22.7191754, 89.0742476 22.7191618, 89.0738171 22.7191631, 89.0735757 22.7191581, 89.0734524 22.7191581, 89.0734202 22.719168, 89.0733585 22.7192472, 89.0733129 22.7193165, 89.0732378 22.7193635, 89.0731412 22.7193684, 89.0729749 22.7193783, 89.0728752 22.7193717)"
160096695,,Polaspole Road,unclassified,False,False,197.279,,"LINESTRING (89.0759365 22.7180769, 89.0760008 22.7184212, 89.0760886 22.7188962, 89.0760874 22.7193188, 89.0760797 22.7198391)"
160096695,,Polaspole Road,unclassified,False,True,299.382,,"LINESTRING (89.0759365 22.7180769, 89.0759332 22.7180611, 89.0757549 22.7172083, 89.0754473 22.7161921, 89.0750597 22.7155297)"
612898906,,Nobojibon  Road Polaspole,unclassified,False,True,355.069,,"LINESTRING (89.0759365 22.7180769, 89.0757242 22.7180794, 89.0753379 22.7181042, 89.0749383 22.7181314, 89.0748584 22.7181373, 89.0745011 22.7181635, 89.0741283 22.7181611, 89.0740558 22.7181536, 89.0739512 22.7181165, 89.073911 22.7180868, 89.0738922 22.7180423, 89.0738708 22.7179804, 89.0738547 22.7179013, 89.073844 22.717827, 89.0738386 22.7177652, 89.0738372 22.7177194, 89.0738151 22.7176706, 89.0737447 22.717644, 89.0736562 22.7176415, 89.0732324 22.7176266, 89.0729669 22.7176341, 89.0728727 22.7176388)"
612898881,,Dokkhin Polaspole Road Drain,residential,False,False,96.07900000000001,,"LINESTRING (89.0714756 22.715588, 89.0717009 22.715588, 89.0719933 22.7156176, 89.0721126 22.7156139, 89.072307 22.7155904, 89.0724036 22.7155607)"
635388674,N760,Satkhira - Kaliganj Highway,trunk,False,False,162.165,,"LINESTRING (89.0714756 22.715588, 89.0716152 22.7153346, 89.0716749 22.715196, 89.0717292 22.7148997, 89.0717357 22.7147263, 89.0717072 22.7143813, 89.0716501 22.7141832)"
635388674,N760,Satkhira - Kaliganj Highway,trunk,False,True,114.691,,"LINESTRING (89.0714756 22.715588, 89.0711736 22.7161564, 89.0709764 22.7165109)"
635388674,N760,Satkhira - Kaliganj Highway,trunk,False,True,65.307,,"LINESTRING (89.0709764 22.7165109, 89.0706914 22.7170361)"
635388674,N760,Satkhira - Kaliganj Highway,trunk,False,False,114.691,,"LINESTRING (89.0709764 22.7165109, 89.0711736 22.7161564, 89.0714756 22.715588)"
588859318,,"Ahasanullah Road, Munjitpur",residential,False,True,12.584,,"LINESTRING (89.0750278 22.7124834, 89.0750102 22.7123714)"
588859318,,"Ahasanullah Road, Munjitpur",residential,False,False,107.731,,"LINESTRING (89.0750278 22.7124834, 89.0753188 22.7124318, 89.075598 22.7123776, 89.0759802 22.7122963, 89.0760524 22.7122732)"
617398641,,Doinik Kafela Goli Road,residential,False,True,151.952,,"LINESTRING (89.0750278 22.7124834, 89.0750952 22.7128305, 89.0747894 22.7128985, 89.074375 22.7130061, 89.0740518 22.7131395)"
599028403,,Colleage Road,unclassified,False,False,128.423,,"LINESTRING (89.0778934 22.7159219, 89.0780048 22.7158727, 89.0781165 22.7158128, 89.078255 22.7156896, 89.0784679 22.7154714, 89.0787626 22.7151118)"
599028403,,Colleage Road,unclassified,False,True,34.058,,"LINESTRING (89.0778934 22.7159219, 89.0777302 22.7159749, 89.0775741 22.7160029)"
614187877,,Dhopapukur Road,residential,False,False,74.308,,"LINESTRING (89.0778934 22.7159219, 89.0782562 22.7159046, 89.0785566 22.7158651, 89.0786143 22.7158672)"
599028403,,Colleage Road,unclassified,False,False,34.058,,"LINESTRING (89.0775741 22.7160029, 89.0777302 22.7159749, 89.0778934 22.7159219)"
599028403,,Colleage Road,unclassified,False,True,188.928,,"LINESTRING (89.0775741 22.7160029, 89.077057 22.7160403, 89.0765941 22.7160746, 89.0762815 22.7161152, 89.0757494 22.7162159)"
1267877703,,Restri Office Road(kancon Banarji Sotu Soroni),tertiary,False,False,112.237,,"LINESTRING (89.0775741 22.7160029, 89.0775714 22.7161468, 89.0775931 22.7162958, 89.0776091 22.7164289, 89.0776732 22.7166398, 89.0776916 22.7168199, 89.0777373 22.7169962)"
599028403,,Colleage Road,unclassified,False,False,188.928,,"LINESTRING (89.0757494 22.7162159, 89.0762815 22.7161152, 89.0765941 22.7160746, 89.077057 22.7160403, 89.0775741 22.7160029)"
612862363,,Shohid Najmul Soroni (Thana Road),unclassified,False,False,148.13199999999998,,"LINESTRING (89.0757494 22.7162159, 89.0756778 22.7159788, 89.0755977 22.7157785, 89.0754847 22.7155556, 89.0752226 22.715181, 89.0751424 22.7150162)"
612862363,,Shohid Najmul Soroni (Thana Road),unclassified,False,True,134.966,,"LINESTRING (89.0757494 22.7162159, 89.0758556 22.7165343, 89.0760514 22.7172679, 89.0760839 22.7173894)"
1267662894,,কানী পুকুর এর রাস্তা,tertiary_link,False,False,4.5,,"LINESTRING (89.0778523 22.720727, 89.0778085 22.7207247)"
612898878,,,residential,False,True,195.76899999999998,,"LINESTRING (89.0728727 22.7176388, 89.0728784 22.717785, 89.0729025 22.7180151, 89.0728757 22.7181017, 89.0728301 22.7181883, 89.0727979 22.7182452, 89.0727845 22.7183615, 89.0727791 22.7184901, 89.0727791 22.718552, 89.0727952 22.7187944, 89.0728381 22.7190418, 89.0728752 22.7193717)"
612898906,,Nobojibon  Road Polaspole,unclassified,False,False,355.069,,"LINESTRING (89.0728727 22.7176388, 89.0729669 22.7176341, 89.0732324 22.7176266, 89.0736562 22.7176415, 89.0737447 22.717644, 89.0738151 22.7176706, 89.0738372 22.7177194, 89.0738386 22.7177652, 89.073844 22.717827, 89.0738547 22.7179013, 89.0738708 22.7179804, 89.0738922 22.7180423, 89.073911 22.7180868, 89.0739512 22.7181165, 89.0740558 22.7181536, 89.0741283 22.7181611, 89.0745011 22.7181635, 89.0748584 22.7181373, 89.0749383 22.7181314, 89.0753379 22.7181042, 89.0757242 22.7180794, 89.0759365 22.7180769)"
612898906,,Nobojibon  Road Polaspole,unclassified,False,True,45.772999999999996,,"LINESTRING (89.0728727 22.7176388, 89.0726235 22.7176514, 89.0724277 22.7176341)"
612898878,,,residential,False,False,195.769,,"LINESTRING (89.0728752 22.7193717, 89.0728381 22.7190418, 89.0727952 22.7187944, 89.0727791 22.718552, 89.0727791 22.7184901, 89.0727845 22.7183615, 89.0727979 22.7182452, 89.0728301 22.7181883, 89.0728757 22.7181017, 89.0729025 22.7180151, 89.0728784 22.717785, 89.0728727 22.7176388)"
612898883,,Stadium Road,unclassified,False,False,180.153,,"LINESTRING (89.0728752 22.7193717, 89.0727872 22.7193659, 89.072755 22.7193709, 89.072645 22.719361, 89.0723312 22.7192695, 89.072122 22.7192299, 89.0718752 22.7191581, 89.0716875 22.7190888, 89.0716325 22.719082, 89.0714668 22.7190747, 89.0711671 22.7190876)"
612898883,,Stadium Road,unclassified,False,True,393.079,,"LINESTRING (89.0728752 22.7193717, 89.0729749 22.7193783, 89.0731412 22.7193684, 89.0732378 22.7193635, 89.0733129 22.7193165, 89.0733585 22.7192472, 89.0734202 22.719168, 89.0734524 22.7191581, 89.0735757 22.7191581, 89.0738171 22.7191631, 89.0742476 22.7191618, 89.074721 22.7191754, 89.0749893 22.7191952, 89.0750349 22.7192064, 89.0750737 22.7192224, 89.0751033 22.7192509, 89.0751341 22.7193387, 89.0751529 22.7196455, 89.0751797 22.7197296, 89.0752038 22.7197717, 89.0752441 22.7198088, 89.0753272 22.7198385, 89.0755016 22.7198583, 89.0758087 22.7198422, 89.0760797 22.7198391)"
160096695,,Polaspole Road,unclassified,False,False,299.382,,"LINESTRING (89.0750597 22.7155297, 89.0754473 22.7161921, 89.0757549 22.7172083, 89.0759332 22.7180611, 89.0759365 22.7180769)"
160096695,,Polaspole Road,unclassified,False,True,46.34,,"LINESTRING (89.0750597 22.7155297, 89.0750158 22.7154697, 89.0748506 22.7152603, 89.074805 22.715186)"
612898879,,Kana Chowdhury Sorok,residential,False,True,270.502,,"LINESTRING (89.0750597 22.7155297, 89.07489 22.7155855, 89.0744555 22.715755, 89.074029 22.7158849, 89.0738091 22.7159591, 89.0737072 22.7159863, 89.0736374 22.7160234, 89.0735838 22.7160655, 89.0735328 22.7161248, 89.0734041 22.7162436, 89.0733317 22.7163005, 89.0732539 22.7163475, 89.073097 22.7163883, 89.0730125 22.7163958, 89.0728797 22.7163908, 89.0727603 22.7163784, 89.0726696 22.7163655)"
612898880,,Polaspole Road,residential,False,False,94.06099999999999,,"LINESTRING (89.0724036 22.7155607, 89.0724894 22.715724, 89.0725619 22.7159541, 89.0726531 22.7162337, 89.0726651 22.7163011, 89.0726696 22.7163655)"
