osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access
149067609,2,Ranir Bazar Road,secondary,False,False,50.183,"LINESTRING (91.178008 23.4594267, 91.1775181 23.4593853)",,,
656405600,,,living_street,False,True,78.103,"LINESTRING (91.178008 23.4594267, 91.1779956 23.460129)",,,
149067609,2,Ranir Bazar Road,secondary,False,True,126.326,"LINESTRING (91.178008 23.4594267, 91.1787338 23.4594986, 91.1792326 23.4595889)",,,
149067609,2,Ranir Bazar Road,secondary,False,False,11.669,"LINESTRING (91.1771535 23.4593545, 91.1770391 23.4593545)",,,
149067609,2,Ranir Bazar Road,secondary,False,True,37.348,"LINESTRING (91.1771535 23.4593545, 91.1775181 23.4593853)",,,
1175217300,,,residential,False,False,156.201,"LINESTRING (91.1771535 23.4593545, 91.1771424 23.4583303, 91.1771331 23.4579499)",,,
238066910,,Shahid Khaj Nijamuddin Road,primary,False,False,96.838,"LINESTRING (91.1781367 23.4625246, 91.1787719 23.4620199, 91.1788541 23.4619542)",,,
238066910,,Shahid Khaj Nijamuddin Road,primary,False,True,48.647999999999996,"LINESTRING (91.1781367 23.4625246, 91.1779122 23.4626867, 91.1777662 23.4628)",,,
455715265,,,residential,False,True,56.013999999999996,"LINESTRING (91.1781367 23.4625246, 91.1780816 23.4624005, 91.1778985 23.4620711)",,,
238066910,,Shahid Khaj Nijamuddin Road,primary,False,True,95.509,"LINESTRING (91.1777662 23.4628, 91.1770512 23.4633546)",,,
656405605,,,living_street,False,True,152.23600000000002,"LINESTRING (91.1777662 23.4628, 91.1769453 23.462769, 91.1769533 23.463234, 91.1770512 23.4633546)",,,
149067610,,Dhirendranath Datta Road,residential,False,True,206.827,"LINESTRING (91.1777662 23.4628, 91.1778224 23.4630064, 91.1778425 23.4632119, 91.1778331 23.4637237, 91.1778886 23.4646514)",,,
238066910,,Shahid Khaj Nijamuddin Road,primary,False,False,48.647999999999996,"LINESTRING (91.1777662 23.4628, 91.1779122 23.4626867, 91.1781367 23.4625246)",,,
149070167,,,unclassified,False,True,46.984,"LINESTRING (91.1839554 23.4587352, 91.1837661 23.45835)",,,
620953181,,,unclassified,False,False,119.845,"LINESTRING (91.1839554 23.4587352, 91.1827811 23.4587009)",,,
149070167,,,unclassified,False,False,157.885,"LINESTRING (91.1839554 23.4587352, 91.1840317 23.4590119, 91.1840975 23.4592464, 91.1841792 23.4594129, 91.184257 23.459595, 91.1843804 23.4598239, 91.1845348 23.4600405)",,,
620953180,,College Road,residential,False,False,135.881,"LINESTRING (91.1827811 23.4587009, 91.1826925 23.4599202)",,,
620953181,,,unclassified,False,True,119.845,"LINESTRING (91.1827811 23.4587009, 91.1839554 23.4587352)",,,
656407045,,,residential,False,False,65.391,"LINESTRING (91.1827811 23.4587009, 91.1827492 23.4584973, 91.1826858 23.4583622, 91.1826127 23.4583173, 91.182537 23.4583176, 91.1824979 23.4583184, 91.1824447 23.4583116)",,,
620953180,,College Road,residential,False,True,135.881,"LINESTRING (91.1826925 23.4599202, 91.1827811 23.4587009)",,,
546249183,,,residential,False,False,110.054,"LINESTRING (91.1826925 23.4599202, 91.1830017 23.4599641, 91.1837648 23.4600256)",,,
620953180,,College Road,residential,False,False,82.614,"LINESTRING (91.1826925 23.4599202, 91.1825109 23.4600084, 91.1824679 23.4600244, 91.182421 23.4600256, 91.1821568 23.4599838, 91.1821368 23.4599824, 91.1821005 23.4599817, 91.1820669 23.4600047, 91.1820023 23.4601235)",,,
241678299,,Shisho Mongol Road,residential,False,True,181.88400000000001,"LINESTRING (91.1801531 23.462683, 91.179893 23.4626861, 91.1798071 23.4626731, 91.1797763 23.4626356, 91.1797374 23.4623041, 91.1797266 23.4622499, 91.1795952 23.4613764)",,,
440754841,2,Comilla - Laksam Road,primary,False,False,88.692,"LINESTRING (91.1803769 23.4580031, 91.1805432 23.458786)",R140,70,
440754841,2,Comilla - Laksam Road,primary,False,True,14.394,"LINESTRING (91.1803769 23.4580031, 91.1803519 23.4578757)",R140,70,
241762073,,Thagor Para Road,residential,False,False,330.967,"LINESTRING (91.1803769 23.4580031, 91.1794738 23.4580063, 91.1771331 23.4579499)",,,
238066910,,Shahid Khaj Nijamuddin Road,primary,False,False,24.43,"LINESTRING (91.1794071 23.4615124, 91.1795952 23.4613764)",,,
238066910,,Shahid Khaj Nijamuddin Road,primary,False,True,62.056,"LINESTRING (91.1794071 23.4615124, 91.1792722 23.4616201, 91.1789483 23.4618789)",,,
241903823,,,living_street,False,False,39.681999999999995,"LINESTRING (91.1794071 23.4615124, 91.1791993 23.4612201, 91.1791991 23.4612122)",,,
541072786,1,Rajgonj Bazar Road,primary,False,False,15.632,"LINESTRING (91.1837397 23.4621376, 91.1837779 23.4621636, 91.1838603 23.4622243)",,,
541072786,1,Rajgonj Bazar Road,primary,False,True,71.032,"LINESTRING (91.1837397 23.4621376, 91.1836103 23.46206, 91.1832571 23.4618973, 91.1831721 23.4618449, 91.1831392 23.4618179)",,,
656405597,,,residential,False,True,45.166000000000004,"LINESTRING (91.1837397 23.4621376, 91.1837179 23.4622216, 91.1837095 23.4622694, 91.1836226 23.462368, 91.1835542 23.4624135, 91.1834872 23.4624405)",,,
238066910,,Shahid Khaj Nijamuddin Road,primary,False,False,12.745,"LINESTRING (91.1788541 23.4619542, 91.1789483 23.4618789)",,,
238066910,,Shahid Khaj Nijamuddin Road,primary,False,True,96.838,"LINESTRING (91.1788541 23.4619542, 91.1787719 23.4620199, 91.1781367 23.4625246)",,,
455715269,,,residential,False,True,98.928,"LINESTRING (91.1788541 23.4619542, 91.1786979 23.4619825, 91.1785997 23.4619941, 91.1782182 23.4619994, 91.1779977 23.4620376, 91.1778985 23.4620711)",,,
238066910,,Shahid Khaj Nijamuddin Road,primary,False,True,24.43,"LINESTRING (91.1795952 23.4613764, 91.1794071 23.4615124)",,,
241678299,,Shisho Mongol Road,residential,False,False,181.88400000000001,"LINESTRING (91.1795952 23.4613764, 91.1797266 23.4622499, 91.1797374 23.4623041, 91.1797763 23.4626356, 91.1798071 23.4626731, 91.179893 23.4626861, 91.1801531 23.462683)",,,
656399186,2,Kandirpar Road,primary,False,False,51.955,"LINESTRING (91.1795952 23.4613764, 91.1796921 23.4612944, 91.1799946 23.4610872)",,,
546249183,,,residential,False,True,78.56,"LINESTRING (91.1845348 23.4600405, 91.1837648 23.4600256)",,,
149070167,,,unclassified,False,False,50.858999999999995,"LINESTRING (91.1845348 23.4600405, 91.1846392 23.4601671, 91.184835 23.4604057)",,,
149070167,,,unclassified,False,True,157.885,"LINESTRING (91.1845348 23.4600405, 91.1843804 23.4598239, 91.184257 23.459595, 91.1841792 23.4594129, 91.1840975 23.4592464, 91.1840317 23.4590119, 91.1839554 23.4587352)",,,
546249183,,,residential,False,False,78.56,"LINESTRING (91.1837648 23.4600256, 91.1845348 23.4600405)",,,
656404273,,,residential,False,True,55.503,"LINESTRING (91.1837648 23.4600256, 91.183788 23.4605243)",,,
546249183,,,residential,False,True,110.054,"LINESTRING (91.1837648 23.4600256, 91.1830017 23.4599641, 91.1826925 23.4599202)",,,
546249184,,,living_street,False,True,76.566,"LINESTRING (91.1855686 23.4594185, 91.1852494 23.4594572, 91.1851341 23.4594523, 91.1848209 23.4594492)",,,
546249188,,,residential,False,True,60.187,"LINESTRING (91.1855686 23.4594185, 91.1855391 23.4593403, 91.1854519 23.4588888)",,,
546249184,,,living_street,False,False,76.566,"LINESTRING (91.1848209 23.4594492, 91.1851341 23.4594523, 91.1852494 23.4594572, 91.1855686 23.4594185)",,,
546249191,,,unclassified,False,False,97.114,"LINESTRING (91.1848209 23.4594492, 91.1848672 23.4598214, 91.1849181 23.4600686, 91.1850093 23.4603012)",,,
546249191,,,unclassified,False,True,141.88100000000003,"LINESTRING (91.1848209 23.4594492, 91.1847424 23.4588175, 91.1846647 23.4583586, 91.1846417 23.4581841)",,,
546249188,,,residential,False,True,64.033,"LINESTRING (91.1854519 23.4588888, 91.1854371 23.4583131)",,,
546249188,,,residential,False,False,60.187,"LINESTRING (91.1854519 23.4588888, 91.1855391 23.4593403, 91.1855686 23.4594185)",,,
546249188,,,residential,False,False,64.033,"LINESTRING (91.1854371 23.4583131, 91.1854519 23.4588888)",,,
546249188,,,residential,False,True,23.852,"LINESTRING (91.1854371 23.4583131, 91.1854247 23.4580989)",,,
620953178,,,unclassified,False,True,62.201,"LINESTRING (91.1851837 23.4608646, 91.184835 23.4604057)",,,
656404271,,,living_street,False,True,232.05499999999998,"LINESTRING (91.1851837 23.4608646, 91.18489 23.4609483, 91.1847478 23.4610098, 91.1845708 23.4610885, 91.1845118 23.4611353, 91.1845118 23.4612091, 91.1845466 23.4618611, 91.1843079 23.4618636, 91.1843321 23.4623261)",,,
620953178,,,unclassified,False,False,62.201,"LINESTRING (91.184835 23.4604057, 91.1851837 23.4608646)",,,
620953179,,,unclassified,False,True,21.24,"LINESTRING (91.184835 23.4604057, 91.1850093 23.4603012)",,,
149070167,,,unclassified,False,True,50.858999999999995,"LINESTRING (91.184835 23.4604057, 91.1846392 23.4601671, 91.1845348 23.4600405)",,,
620953179,,,unclassified,False,False,21.24,"LINESTRING (91.1850093 23.4603012, 91.184835 23.4604057)",,,
546249191,,,unclassified,False,True,97.114,"LINESTRING (91.1850093 23.4603012, 91.1849181 23.4600686, 91.1848672 23.4598214, 91.1848209 23.4594492)",,,
149070167,,,unclassified,False,False,46.984,"LINESTRING (91.1837661 23.45835, 91.1839554 23.4587352)",,,
149070167,,,unclassified,False,True,92.374,"LINESTRING (91.1837661 23.45835, 91.1832913 23.4576426)",,,
656404278,,,living_street,False,False,91.201,"LINESTRING (91.1837661 23.45835, 91.1846417 23.4581841)",,,
656399179,2,Comilla - Laksam Road,primary,False,True,12.493,"LINESTRING (91.1808789 23.4605454, 91.1808668 23.4604336)",R141,70,
