osmid,oneway,lanes,ref,highway,junction,reversed,length,geometry,name,bridge,maxspeed
112538289,True,2,RN4,primary,roundabout,False,11.094000000000001,"LINESTRING (9.3743553 36.0845787, 9.3743747 36.084578, 9.3743938 36.0845802, 9.3744122 36.0845854, 9.3744288 36.0845934, 9.3744434 36.0846038, 9.3744591 36.084621)",,,
"[112538688, 1120912546, 179381982]",True,2,RN4,primary,,False,459.547,"LINESTRING (9.3743553 36.0845787, 9.3744146 36.0844468, 9.3744737 36.0842985, 9.3746021 36.083984, 9.3747014 36.0837499, 9.3748006 36.0835212, 9.3749924 36.0830877, 9.3751808 36.0826628, 9.375384 36.0821691, 9.3755775 36.0817039, 9.3756298 36.0815885, 9.3757079 36.0814188, 9.3757495 36.0813394, 9.3758081 36.0812414, 9.3758517 36.0811752, 9.375905 36.0811026, 9.3759567 36.0810384, 9.3760254 36.0809615, 9.3760877 36.080897, 9.3761514 36.0808363, 9.376243 36.0807668)","['الطريق الوطنية الفحص - حيدرة', 'قنطرة وادي مسوج', 'شارع الطيب المهيري']",yes,
112538058,False,,,residential,,False,68.699,"LINESTRING (9.3710453 36.0826751, 9.3707898 36.0820928)",,,
698221339,False,,,residential,,False,54.138000000000005,"LINESTRING (9.3710453 36.0826751, 9.3712628 36.0826455, 9.3714251 36.0826325, 9.371527 36.0826281, 9.3716437 36.0826254)",,,
698221339,False,,,residential,,True,179.84,"LINESTRING (9.3710453 36.0826751, 9.3695529 36.0828823, 9.3695287 36.0828785, 9.3695057 36.08287, 9.3694925 36.0828585, 9.3694805 36.0828436, 9.369321 36.082551)",,,
112538136,False,,,residential,,True,56.728,"LINESTRING (9.3737154 36.0830986, 9.3738251 36.0825962)",,,
698138832,False,,,residential,,False,194.436,"LINESTRING (9.3737154 36.0830986, 9.371553 36.0831585)",,,
112538136,False,,,residential,,False,55.723,"LINESTRING (9.3737154 36.0830986, 9.3736835 36.0833023, 9.3736701 36.0834269, 9.3736569 36.0835973)",,,
112538064,False,,,residential,,False,75.271,"LINESTRING (9.371478 36.0847373, 9.3720801 36.0852079)",,,
112538333,True,2,RN4,primary,,False,9.366,"LINESTRING (9.371478 36.0847373, 9.371374 36.0847428)",الطريق الوطنية الفحص - حيدرة,,
112538309,False,,,residential,,False,100.724,"LINESTRING (9.3699525 36.0872603, 9.3707404 36.0879046)",نهج أحمد بن أبي الضياف,,50
112538309,False,,,residential,,True,95.386,"LINESTRING (9.3699525 36.0872603, 9.3691744 36.0866768)",نهج أحمد بن أبي الضياف,,50
1057672019,False,,,unclassified,,False,45.138,"LINESTRING (9.3699525 36.0872603, 9.3696266 36.0875692)",نهج 18 جانفي 1952,,
1057672019,False,,,unclassified,,True,62.284,"LINESTRING (9.3699525 36.0872603, 9.3704406 36.0868626)",نهج 18 جانفي 1952,,
112538749,False,,,residential,,False,49.04,"LINESTRING (9.3688273 36.0817426, 9.3688783 36.0817806, 9.3689185 36.081812, 9.3689628 36.0818749, 9.3690044 36.0819551, 9.3690956 36.0821198)",,,
112538333,True,2,RN4,primary,,False,5.194,"LINESTRING (9.3730941 36.084689, 9.3730364 36.0846917)",الطريق الوطنية الفحص - حيدرة,,
112538405,False,,,residential,,False,96.277,"LINESTRING (9.3730941 36.084689, 9.373849 36.0853034)",,,
112538061,True,,RR73,secondary,,False,12.423,"LINESTRING (9.3726435 36.0886795, 9.3726904 36.0885744)",,,
112538327,True,,,residential,,False,52.5,"LINESTRING (9.3726435 36.0886795, 9.3725764 36.0886324, 9.3725194 36.0885825, 9.3722579 36.0883259)",,,
112538309,False,,,residential,,False,60.382,"LINESTRING (9.3710898 36.0881892, 9.3715603 36.0885769)",نهج أحمد بن أبي الضياف,,50
112538309,False,,,residential,,True,44.578,"LINESTRING (9.3710898 36.0881892, 9.3707404 36.0879046)",نهج أحمد بن أبي الضياف,,50
698153626,False,,,residential,,False,43.082,"LINESTRING (9.3710898 36.0881892, 9.3707609 36.0884711)",,,
698153626,False,,,residential,,True,64.785,"LINESTRING (9.3710898 36.0881892, 9.3715887 36.0877686)",,,
112538787,False,,,residential,,False,80.07,"LINESTRING (9.3720581 36.0822616, 9.3723908 36.0815936)",,,
112538787,False,,,residential,,True,44.323,"LINESTRING (9.3720581 36.0822616, 9.3718596 36.0826265)",,,
709829785,False,,,residential,,True,30.876,"LINESTRING (9.3720581 36.0822616, 9.3717202 36.0822113)",,,
112538787,False,,,residential,,False,44.323,"LINESTRING (9.3718596 36.0826265, 9.3720581 36.0822616)",,,
698221339,False,,,residential,,True,19.402,"LINESTRING (9.3718596 36.0826265, 9.3716437 36.0826254)",,,
112538787,False,,,residential,,True,57.998999999999995,"LINESTRING (9.3718596 36.0826265, 9.3718073 36.0827208, 9.3716919 36.0829099, 9.3715695 36.0830922)",,,
698221339,False,,,residential,,False,176.663,"LINESTRING (9.3718596 36.0826265, 9.3731041 36.0826113, 9.3735883 36.0826005, 9.3738251 36.0825962)",,,
112538429,False,,,residential,,True,98.18,"LINESTRING (9.3716821 36.0811757, 9.3710884 36.0804345)",,,
112538586,False,,,residential,,False,27.051,"LINESTRING (9.3716821 36.0811757, 9.3719582 36.0810788)",,,
112538586,False,,,residential,,True,52.803,"LINESTRING (9.3716821 36.0811757, 9.3711453 36.0813688)",,,
112537920,False,,,residential,,False,16.447,"LINESTRING (9.3765929 36.0889952, 9.3764806 36.089112)",,,
112537920,False,,,residential,,True,29.378,"LINESTRING (9.3765929 36.0889952, 9.3767921 36.0887857)",,,
112538439,False,,,residential,,True,126.923,"LINESTRING (9.3765929 36.0889952, 9.3756268 36.0881625)",,,
709829784,False,,,residential,,True,56.452,"LINESTRING (9.373145 36.0866231, 9.3726941 36.0862696)",,,
112538070,False,,,residential,,False,77.705,"LINESTRING (9.373145 36.0866231, 9.3730847 36.086654, 9.3724161 36.0869991)",,,
112538070,False,,,residential,,True,39.647000000000006,"LINESTRING (9.373145 36.0866231, 9.3732698 36.0865662, 9.373367 36.0865234, 9.3734434 36.0865022, 9.3734998 36.0864887, 9.3735474 36.0864898)",,,
112538270,False,,,residential,,False,100.537,"LINESTRING (9.3688636 36.0882054, 9.369669 36.088833)",,,
1057672018,False,,,unclassified,,True,26.078,"LINESTRING (9.3688636 36.0882054, 9.3690661 36.0880374)",نهج 18 جانفي 1952,,
112538026,False,,,residential,,False,132.22899999999998,"LINESTRING (9.3743809 36.0847774, 9.3748429 36.0848516, 9.3749569 36.0848722, 9.3750165 36.0848857, 9.3750782 36.0849053, 9.3751238 36.0849291, 9.3751728 36.0849659, 9.3752258 36.0850223, 9.3753196 36.0851258, 9.3753967 36.0852152, 9.3754725 36.0853155, 9.3755201 36.0853935)",,,
112538329,True,,RR73,secondary,,False,80.241,"LINESTRING (9.3743809 36.0847774, 9.374232 36.0851036, 9.3740804 36.0854569)",,,
112538107,False,,,unclassified,,False,42.959,"LINESTRING (9.3701952 36.0852467, 9.3705347 36.0855187)",شارع الحبيب بورقيبة,,
302432687,False,,,unclassified,,False,70.165,"LINESTRING (9.3701952 36.0852467, 9.3696218 36.0848184)",,,
1057672216,False,,,residential,,False,46.054,"LINESTRING (9.3701952 36.0852467, 9.3698478 36.0855512)",,,
112538095,False,,,residential,,True,28.823,"LINESTRING (9.3791719 36.0878479, 9.3789346 36.0876735)",,,
112538196,False,,,residential,,False,121.29,"LINESTRING (9.3791719 36.0878479, 9.3782238 36.0886243)",,,
112538095,False,,,residential,,False,69.362,"LINESTRING (9.3791719 36.0878479, 9.379296 36.0879453, 9.3793225 36.0879713, 9.3793315 36.0879875, 9.3793325 36.0880033, 9.3793188 36.0880322, 9.3792786 36.0880721, 9.3791844 36.0881558, 9.3790848 36.0882371, 9.3789926 36.0883136)",,,
112538064,False,,,residential,,False,21.764,"LINESTRING (9.3722642 36.0853542, 9.3724373 36.0854911)",,,
112538064,False,,,residential,,True,23.202,"LINESTRING (9.3722642 36.0853542, 9.3720801 36.0852079)",,,
112538199,False,,,residential,,True,101.202,"LINESTRING (9.3722642 36.0853542, 9.3730364 36.0846917)",,,
112538212,False,,,residential,,False,91.413,"LINESTRING (9.3706123 36.0806686, 9.3711453 36.0813688)",,,
112538295,False,,,residential,,False,50.082,"LINESTRING (9.3706123 36.0806686, 9.3710884 36.0804345)",,,
112538295,False,,,residential,,True,52.52,"LINESTRING (9.3706123 36.0806686, 9.3701134 36.0809146)",,,
112538103,False,,,residential,,False,54.704,"LINESTRING (9.3727405 36.0840758, 9.3727638 36.0845674)",,,
112538103,False,,,residential,,True,50.023,"LINESTRING (9.3727405 36.0840758, 9.3727214 36.0836262)",,,
112538229,False,,,residential,,False,109.361,"LINESTRING (9.3727405 36.0840758, 9.3739564 36.0840344)",,,
112538229,False,,,residential,,True,124.182,"LINESTRING (9.3727405 36.0840758, 9.3713598 36.0841225)",,,
112537929,False,,,residential,,False,49.073,"LINESTRING (9.3736318 36.0865104, 9.3741228 36.0867036)",,,
112538070,False,,,residential,,False,7.923,"LINESTRING (9.3736318 36.0865104, 9.3735474 36.0864898)",,,
112538329,True,,RR73,secondary,,False,120.608,"LINESTRING (9.3736318 36.0865104, 9.3734917 36.0868301, 9.3733884 36.0870512, 9.3733388 36.087165, 9.3733107 36.0872452, 9.3732865 36.0873292, 9.3732731 36.0874191, 9.3732629 36.0875472)",,,
112538586,False,,,residential,,False,47.987,"LINESTRING (9.3719582 36.0810788, 9.372451 36.0809126)",,,
112538586,False,,,residential,,True,27.051,"LINESTRING (9.3719582 36.0810788, 9.3716821 36.0811757)",,,
112538887,False,,,residential,,False,78.343,"LINESTRING (9.3719582 36.0810788, 9.3718044 36.0817723)",,,
112538868,False,,,residential,,False,75.191,"LINESTRING (9.3726941 36.0862696, 9.372101 36.0867466)",,,
112538868,False,,,residential,,True,46.933,"LINESTRING (9.3726941 36.0862696, 9.3730541 36.0859638)",,,
709829784,False,,,residential,,False,56.452,"LINESTRING (9.3726941 36.0862696, 9.373145 36.0866231)",,,
709829784,False,,,residential,,True,77.168,"LINESTRING (9.3726941 36.0862696, 9.3720856 36.0857799)",,,
112537929,False,,,residential,,False,89.143,"LINESTRING (9.3741228 36.0867036, 9.3746392 36.0873881)",,,
112537929,False,,,residential,,True,49.073,"LINESTRING (9.3741228 36.0867036, 9.3736318 36.0865104)",,,
112538550,False,,,residential,,True,66.006,"LINESTRING (9.3741228 36.0867036, 9.374692 36.0863284)",,,
1057672215,False,,,residential,,False,101.253,"LINESTRING (9.3690138 36.0849389, 9.3698478 36.0855512)",شارع الجمهورية,,50
1057672215,False,,,residential,,True,22.542,"LINESTRING (9.3690138 36.0849389, 9.368826 36.0848045)",شارع الجمهورية,,50
1057672433,False,,,residential,,False,18.186,"LINESTRING (9.3690138 36.0849389, 9.3691251 36.0848023)",,,
112538229,False,,,residential,,False,124.182,"LINESTRING (9.3713598 36.0841225, 9.3727405 36.0840758)",,,
112538887,False,,,residential,,True,51.078,"LINESTRING (9.3713598 36.0841225, 9.3714479 36.0836687)",,,
112538887,False,,,residential,,False,52.411,"LINESTRING (9.3713598 36.0841225, 9.3712911 36.084481, 9.3712752 36.0845888)",,,
