osmid,lanes,highway,oneway,reversed,length,name,geometry,junction,ref
252880745,2,residential,False,True,58.279,,"LINESTRING (8.7616007 36.9524875, 8.7620783 36.9528467)",,
1097963089,2,unclassified,False,False,15.456,شارع 14 جانفي 2011,"LINESTRING (8.7616007 36.9524875, 8.7614934 36.9525969)",,
1097963089,2,unclassified,False,True,111.195,شارع 14 جانفي 2011,"LINESTRING (8.7616007 36.9524875, 8.7617549 36.9523032, 8.7618394 36.9521467, 8.7619185 36.951986, 8.7619615 36.951807, 8.7619615 36.9515541)",,
252880757,1,residential,True,False,39.573,نهج علي زواوي,"LINESTRING (8.7554933 36.9535078, 8.7550682 36.9534017)",,
185662140,1,residential,False,True,177.791,نهج الفارابي,"LINESTRING (8.7554933 36.9535078, 8.7557669 36.953211, 8.7558702 36.953077, 8.7559292 36.9529634, 8.755964 36.9528541, 8.7559895 36.9526537, 8.7559882 36.9523654, 8.7559962 36.9520181)",,
252880725,2,residential,False,True,19.788,نهج الشعب,"LINESTRING (8.7574352 36.9523182, 8.7573521 36.9524833)",,
252880759,2,tertiary,False,False,23.145,الطريق السياحية,"LINESTRING (8.7599558 36.9552279, 8.7598854 36.9554283)",,
252880759,2,tertiary,False,True,55.001,الطريق السياحية,"LINESTRING (8.7599558 36.9552279, 8.760151 36.9547585)",,
191193093,2,unclassified,False,True,82.28999999999999,نهج الدستور,"LINESTRING (8.7599558 36.9552279, 8.7595056 36.9550957, 8.7590873 36.954971)",,
191212540,2,residential,False,False,64.238,نهج علي زواوي,"LINESTRING (8.760151 36.9547585, 8.759459 36.9545913)",,
252880759,2,tertiary,False,False,55.001,الطريق السياحية,"LINESTRING (8.760151 36.9547585, 8.7599558 36.9552279)",,
252880759,2,tertiary,False,True,84.363,الطريق السياحية,"LINESTRING (8.760151 36.9547585, 8.7603374 36.954422, 8.7605332 36.954064)",,
252880746,1,residential,False,True,93.514,,"LINESTRING (8.7559962 36.9520181, 8.7569618 36.9523525)",,
185662140,1,residential,False,False,177.791,نهج الفارابي,"LINESTRING (8.7559962 36.9520181, 8.7559882 36.9523654, 8.7559895 36.9526537, 8.755964 36.9528541, 8.7559292 36.9529634, 8.7558702 36.953077, 8.7557669 36.953211, 8.7554933 36.9535078)",,
185662140,1,residential,False,True,135.54700000000003,نهج الفارابي,"LINESTRING (8.7559962 36.9520181, 8.7560217 36.951912, 8.7560743 36.951822, 8.7561484 36.951769, 8.7562504 36.9517454, 8.7563878 36.9517298, 8.7565622 36.9517379, 8.7573058 36.9517931)",,
252880759,2,tertiary,False,False,22.277,الطريق السياحية,"LINESTRING (8.7598854 36.9554283, 8.7598177 36.9556212)",,
252880759,2,tertiary,False,True,23.145,الطريق السياحية,"LINESTRING (8.7598854 36.9554283, 8.7599558 36.9552279)",,
"[186240171, 252869629]",2,residential,False,False,242.98700000000002,,"LINESTRING (8.7598854 36.9554283, 8.7603371 36.9555546, 8.7606609 36.9556475, 8.7606973 36.9556651, 8.7607271 36.9556854, 8.7607691 36.9557168, 8.7607912 36.9557542, 8.7607988 36.9557983, 8.7607933 36.9558459, 8.7602679 36.9568858, 8.7601168 36.9567785)",,
252869618,2,residential,True,False,40.062,نهج فرحات حشاد,"LINESTRING (8.7582453 36.9559716, 8.7578295 36.9558323)",,
708507645,2,unclassified,True,False,112.72800000000001,شارع 14 جانفي 2011,"LINESTRING (8.7582453 36.9559716, 8.7577047 36.9567403, 8.7575867 36.9568327)",,
252880759,2,tertiary,False,True,22.277,الطريق السياحية,"LINESTRING (8.7598177 36.9556212, 8.7598854 36.9554283)",,
191193091,2,tertiary,True,False,99.245,نهج الجزائر,"LINESTRING (8.7598177 36.9556212, 8.7593304 36.955487, 8.7587602 36.955334)",,
129728743,2,unclassified,True,False,23.204,,"LINESTRING (8.7573938 36.956744, 8.7574442 36.9567331, 8.757496 36.9567385, 8.7575413 36.9567593, 8.7575731 36.9567924, 8.7575867 36.9568327)",roundabout,
191212533,2,residential,True,False,111.854,نهج الصياد,"LINESTRING (8.7573938 36.956744, 8.7573561 36.9566725, 8.7573521 36.9566333, 8.7573615 36.9565889, 8.7576659 36.9560967, 8.7578295 36.9558323)",,
129728743,2,unclassified,True,False,4.638,,"LINESTRING (8.7573524 36.9567694, 8.7573938 36.956744)",roundabout,
200076349,2,residential,False,False,38.428,نهج الهادي شاكر,"LINESTRING (8.7573524 36.9567694, 8.7571858 36.9566982, 8.7569685 36.9566103)",,
129728743,2,unclassified,True,False,24.412999999999997,,"LINESTRING (8.7575867 36.9568327, 8.7575819 36.9568691, 8.757562 36.9569021, 8.7575294 36.9569277, 8.7574878 36.9569431, 8.7574422 36.9569464, 8.7573979 36.9569372)",roundabout,
