osmid,ref,highway,junction,oneway,reversed,length,geometry,name,maxspeed
92973724,RN3,primary,roundabout,True,False,8.573,"LINESTRING (10.1694756 36.6987826, 10.1694404 36.6988088, 10.1693975 36.6988263)",,
696962893,RN3,primary,,True,False,36.622,"LINESTRING (10.1694756 36.6987826, 10.1696351 36.6989277, 10.1697284 36.6990412)",الطريق الوطنية تونس - حزوة,
698007389,,residential,,False,False,46.751,"LINESTRING (10.1688805 36.6979907, 10.1684409 36.6982199)",,
698007390,RN3,primary,,True,False,94.795,"LINESTRING (10.1688805 36.6979907, 10.1685975 36.697616, 10.168477 36.6974554, 10.1683218 36.6972655)",الطريق الوطنية تونس - حزوة,
26148413,,residential,,False,False,107.16,"LINESTRING (10.1710861 36.6980436, 10.1704873 36.697208)",نهج صلاح الدين الايوبي,
92973719,RR39,secondary,,False,True,64.88,"LINESTRING (10.1710861 36.6980436, 10.1717211 36.6977586)",الطريق الجهوية الزهراء - السيجومي,
26198894,,residential,,False,True,105.77,"LINESTRING (10.1710861 36.6980436, 10.1711303 36.6981058, 10.1716738 36.6988699)",نهج الشروق,
92973719,RR39,secondary,,False,False,121.939,"LINESTRING (10.1710861 36.6980436, 10.1707271 36.6981937, 10.1705647 36.6982588, 10.1702957 36.698399, 10.1698769 36.6985524)",الطريق الجهوية الزهراء - السيجومي,
26148413,,residential,,False,True,107.16,"LINESTRING (10.1704873 36.697208, 10.1710861 36.6980436)",نهج صلاح الدين الايوبي,
26148426,,residential,,False,False,110.586,"LINESTRING (10.1704873 36.697208, 10.1693977 36.6976832)",نهج عقبة ابن نافع,
26148413,,residential,,False,False,133.909,"LINESTRING (10.1704873 36.697208, 10.1702043 36.6968252, 10.1700641 36.6965861, 10.1699911 36.6964736, 10.1699106 36.6963844, 10.1698194 36.6963102, 10.1696714 36.6962121)",نهج صلاح الدين الايوبي,
26148413,,residential,,False,False,7.811,"LINESTRING (10.1696714 36.6962121, 10.1696008 36.6961705)",نهج صلاح الدين الايوبي,
26148413,,residential,,False,True,133.909,"LINESTRING (10.1696714 36.6962121, 10.1698194 36.6963102, 10.1699106 36.6963844, 10.1699911 36.6964736, 10.1700641 36.6965861, 10.1702043 36.6968252, 10.1704873 36.697208)",نهج صلاح الدين الايوبي,
26148428,,residential,,False,True,165.565,"LINESTRING (10.1696714 36.6962121, 10.1695901 36.6968082, 10.1695395 36.6971443, 10.1693977 36.6976832)",نهج بشير صفر,
26148426,,residential,,False,False,48.758,"LINESTRING (10.1693977 36.6976832, 10.1689545 36.6979401)",نهج عقبة ابن نافع,
26148426,,residential,,False,True,110.586,"LINESTRING (10.1693977 36.6976832, 10.1704873 36.697208)",نهج عقبة ابن نافع,
26148428,,residential,,False,False,165.565,"LINESTRING (10.1693977 36.6976832, 10.1695395 36.6971443, 10.1695901 36.6968082, 10.1696714 36.6962121)",نهج بشير صفر,
26148428,,residential,,False,True,105.67399999999999,"LINESTRING (10.1693977 36.6976832, 10.1695576 36.6979685, 10.1697383 36.6983033, 10.1698769 36.6985524)",نهج بشير صفر,
26148399,,residential,,False,True,61.935,"LINESTRING (10.1716738 36.6988699, 10.1722629 36.6985747)",نهج الزليطني,
26198894,,residential,,False,False,105.77,"LINESTRING (10.1716738 36.6988699, 10.1711303 36.6981058, 10.1710861 36.6980436)",نهج الشروق,
698007383,,residential,,False,True,8.049,"LINESTRING (10.168393 36.697221, 10.1683218 36.6972655)",,
103237705,,residential,,False,False,130.44,"LINESTRING (10.168393 36.697221, 10.1691601 36.6966111, 10.169416 36.6963829)",,
