osmid,highway,maxspeed,oneway,reversed,length,lanes,ref,name,geometry,width,bridge
8625213,residential,30,False,False,127.337,,,,"LINESTRING (80.4298911 5.9722237, 80.429849 5.9733681)",,
155143424,trunk,70,False,False,55.456,4,AA002,Colombo – Matara Road,"LINESTRING (80.4298911 5.9722237, 80.4303899 5.9722749)",,
155143424,trunk,70,False,True,59.243,4,AA002,Colombo – Matara Road,"LINESTRING (80.4298911 5.9722237, 80.4293594 5.9721588)",,
155143424,trunk,70,False,False,88.008,4,AA002,Colombo – Matara Road,"LINESTRING (80.4278 5.9719634, 80.4285879 5.9720746)",,
8625294,residential,30,False,False,183.66500000000002,,,,"LINESTRING (80.4278 5.9719634, 80.4276867 5.9728151, 80.4275787 5.9736004)",,
155143424,trunk,70,False,True,40.589,4,AA002,Colombo – Matara Road,"LINESTRING (80.4278 5.9719634, 80.4277861 5.9719601, 80.4274412 5.9718866)",,
155143424,trunk,70,False,False,59.243,4,AA002,Colombo – Matara Road,"LINESTRING (80.4293594 5.9721588, 80.4298911 5.9722237)",,
155143424,trunk,70,False,True,85.834,4,AA002,Colombo – Matara Road,"LINESTRING (80.4293594 5.9721588, 80.429136 5.9721344, 80.4287151 5.9720885, 80.4285879 5.9720746)",,
669773219,residential,60,False,False,132.472,2,,Samaraweera Place,"LINESTRING (80.4293594 5.9721588, 80.4293351 5.9723081, 80.4293332 5.9728348, 80.4293129 5.9733478)",,
8625213,residential,30,False,True,127.337,,,,"LINESTRING (80.429849 5.9733681, 80.4298911 5.9722237)",,
122040762,residential,30,False,False,55.167,,,,"LINESTRING (80.429849 5.9733681, 80.4303475 5.9733862)",,
122040762,residential,30,False,True,59.331,,,,"LINESTRING (80.429849 5.9733681, 80.4293129 5.9733478)",,
670610673,secondary,60,False,False,29.149,2,,Matara Road,"LINESTRING (80.4292972 5.9737092, 80.4295594 5.9736825)",,
102339501,secondary,40,False,True,126.198,2,,Old Road,"LINESTRING (80.4292972 5.9737092, 80.4289726 5.9737699, 80.4286752 5.9737795, 80.4285532 5.9737753, 80.4283958 5.9737331, 80.4281797 5.9736602)",,
669773219,residential,60,False,True,40.224000000000004,2,,Samaraweera Place,"LINESTRING (80.4292972 5.9737092, 80.4293043 5.973529, 80.4293129 5.9733478)",,
1061486138,tertiary,50,True,False,34.953,,,,"LINESTRING (80.4292972 5.9737092, 80.4293673 5.973782, 80.4294007 5.973825, 80.4294629 5.9739717)",,
670610673,secondary,60,False,True,68.089,2,,Matara Road,"LINESTRING (80.4314924 5.9733958, 80.4308849 5.9734953)",,
670610673,secondary,60,False,False,67.685,2,,Matara Road,"LINESTRING (80.4314924 5.9733958, 80.4316404 5.9733792, 80.4319371 5.9733669, 80.4321022 5.9733853)",,
794646853,residential,,False,False,114.523,,,,"LINESTRING (80.4314924 5.9733958, 80.4314621 5.9733619, 80.4314513 5.9733272, 80.4314379 5.9732325, 80.431457 5.9723801)",,
8625251,secondary,60,False,True,35.584,2,,Matara Road,"LINESTRING (80.4335372 5.9741022, 80.4333088 5.9740368, 80.4332323 5.9740021)",,
356881042,living_street,,False,False,167.687,,,,"LINESTRING (80.4335372 5.9741022, 80.4335866 5.9737455, 80.4336796 5.9736275, 80.4337182 5.9734371, 80.433705 5.9726334)",,
98121450,secondary,50,False,False,19.437,,,Galbokka Road,"LINESTRING (80.4283166 5.9760989, 80.4281714 5.9760004)",6,
98121450,secondary,50,False,True,72.506,,,Galbokka Road,"LINESTRING (80.4283166 5.9760989, 80.4288012 5.9765381)",6,
356788063,living_street,40,False,False,60.293,,,,"LINESTRING (80.4283166 5.9760989, 80.4280199 5.9765538)",,
228885175,secondary,50,False,False,12.67,,,Hetti weediya,"LINESTRING (80.427682 5.9756262, 80.4275711 5.9755976)",,
"[228885288, 125897419, 228885302]",secondary,50,False,False,220.872,,,Wajragnana Mawatha,"LINESTRING (80.427682 5.9756262, 80.4277972 5.9755722, 80.4280024 5.9755602, 80.4281204 5.9755533, 80.4283345 5.9755408, 80.4291187 5.9754971, 80.4296601 5.9754252)",,yes
228885176,secondary,50,False,True,31.61,,,,"LINESTRING (80.427682 5.9756262, 80.4277936 5.975709, 80.4278217 5.9757582, 80.4278709 5.9758328)",,
98121450,secondary,50,False,False,59.247,,,Galbokka Road,"LINESTRING (80.430409 5.9781888, 80.4300688 5.9777772)",6,
98121450,secondary,50,False,True,131.565,,,Galbokka Road,"LINESTRING (80.430409 5.9781888, 80.4306137 5.9784931, 80.4309461 5.9792403)",6,
125897480,secondary,50,False,True,168.76899999999998,,,,"LINESTRING (80.430409 5.9781888, 80.4305986 5.9779802, 80.4306574 5.9778835, 80.4306912 5.9776894, 80.4307233 5.9775041, 80.4307526 5.9772579, 80.4307781 5.9771566, 80.4308344 5.977046, 80.4309209 5.9769178, 80.430985 5.9768308)",7,
8625251,secondary,60,False,False,9.151,2,,Matara Road,"LINESTRING (80.4331575 5.9739669, 80.4332323 5.9740021)",,
8625251,secondary,60,False,True,46.61,2,,Matara Road,"LINESTRING (80.4331575 5.9739669, 80.432796 5.9737514)",,
356881040,living_street,,False,False,169.01700000000002,,,,"LINESTRING (80.4331575 5.9739669, 80.4332219 5.9738263, 80.4332408 5.9736995, 80.4333447 5.9736908, 80.433362 5.9735584, 80.4333333 5.9729678, 80.4332879 5.9727924, 80.4332944 5.9725648)",2,
98121450,secondary,50,False,True,38.101,,,Galbokka Road,"LINESTRING (80.4278709 5.9758328, 80.4281714 5.9760004)",6,
107268972,secondary,50,False,True,143.91500000000002,,,Imaduwa-Weligama Road,"LINESTRING (80.4278709 5.9758328, 80.4277243 5.9763526, 80.4274836 5.977068)",,
228885176,secondary,50,False,False,31.61,,,,"LINESTRING (80.4278709 5.9758328, 80.4278217 5.9757582, 80.4277936 5.975709, 80.427682 5.9756262)",,
107268972,secondary,50,False,False,100.09,,,Imaduwa-Weligama Road,"LINESTRING (80.4271362 5.978524, 80.4272104 5.9780949, 80.4273026 5.9776393)",,
356788082,living_street,40,False,False,91.06200000000001,,,,"LINESTRING (80.4271362 5.978524, 80.4273434 5.9785374, 80.4279524 5.9784468)",,
98121450,secondary,50,False,False,131.565,,,Galbokka Road,"LINESTRING (80.4309461 5.9792403, 80.4306137 5.9784931, 80.430409 5.9781888)",6,
102339501,secondary,40,False,False,87.852,2,,Old Road,"LINESTRING (80.4251709 5.9723188, 80.4253533 5.9725802, 80.4256567 5.972943)",,
360745079,living_street,,False,False,166.35899999999998,,,,"LINESTRING (80.4251709 5.9723188, 80.425591 5.9720103, 80.4256859 5.9719147, 80.4257836 5.9717807, 80.4261922 5.9712394)",2.5,
102339501,secondary,40,False,False,84.63199999999999,2,,Old Road,"LINESTRING (80.4268446 5.9736179, 80.4270472 5.9736806, 80.4271463 5.9736926, 80.4273826 5.9736927, 80.4275787 5.9736004)",,
102339501,secondary,40,False,True,96.439,2,,Old Road,"LINESTRING (80.4268446 5.9736179, 80.4264959 5.9734739, 80.4260555 5.9732503)",,
162978007,residential,30,False,True,204.08,,,,"LINESTRING (80.4268446 5.9736179, 80.4269109 5.9734597, 80.4270311 5.9730002, 80.4271294 5.9727518, 80.4271599 5.9725803, 80.4272334 5.9724067, 80.4273502 5.9721212, 80.4274412 5.9718866)",2.5,
122040761,living_street,30,False,False,122.59,,,,"LINESTRING (80.4309295 5.9723384, 80.4308722 5.9734394)",,
155143424,trunk,70,False,False,58.521,4,AA002,Colombo – Matara Road,"LINESTRING (80.4309295 5.9723384, 80.431457 5.9723801)",,
