osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,bridge
115519412,Old Road,tertiary,30,False,True,372.7,"LINESTRING (80.2940888 7.0321163, 80.2942991 7.0319904, 80.2945176 7.0318645, 80.2946555 7.0317514, 80.2947197 7.0316667, 80.2950363 7.0309761, 80.2953145 7.0302664, 80.295482 7.0299462, 80.2957345 7.0297216, 80.295829 7.0295112, 80.2958505 7.0293872)",,,
314667999,Avissawella - Hatton - Nuwara Eliya Road,trunk,70,False,False,360.83299999999997,"LINESTRING (80.2940888 7.0321163, 80.2942176 7.0317649, 80.2945958 7.0307373, 80.2947486 7.0302262, 80.2948667 7.0297098, 80.2949724 7.0290031)",AA007,,
522068971,Yatiyanthota - Poonugala - Meenagala Road,secondary,60,False,True,45.776,"LINESTRING (80.2956537 7.0289172, 80.2958187 7.0292949)",B482,2,
315568983,Old Road,tertiary,30,False,False,143.72799999999998,"LINESTRING (80.2956537 7.0289172, 80.2956052 7.0288052, 80.2953512 7.0280805, 80.2953477 7.0279364, 80.2953761 7.0276787)",,,
693495303,Yatiyanthota - Poonugala - Meenagala Road,secondary,60,False,False,46.201,"LINESTRING (80.2956537 7.0289172, 80.2955827 7.0289385, 80.2952391 7.0289627)",B482,2,
169797397,,residential,30,False,False,116.35300000000001,"LINESTRING (80.2977258 7.0301262, 80.2977633 7.0302695, 80.2978948 7.0304364, 80.2979202 7.0305401, 80.2978907 7.0311191)",,,
522068971,Yatiyanthota - Poonugala - Meenagala Road,secondary,60,False,False,225.20700000000002,"LINESTRING (80.2977258 7.0301262, 80.2971627 7.0299372, 80.2966014 7.029826, 80.2964567 7.0297703, 80.2958505 7.0293872)",B482,2,
522068971,Yatiyanthota - Poonugala - Meenagala Road,secondary,60,False,False,10.847,"LINESTRING (80.2958505 7.0293872, 80.2958187 7.0292949)",B482,2,
115519412,Old Road,tertiary,30,False,False,372.7,"LINESTRING (80.2958505 7.0293872, 80.295829 7.0295112, 80.2957345 7.0297216, 80.295482 7.0299462, 80.2953145 7.0302664, 80.2950363 7.0309761, 80.2947197 7.0316667, 80.2946555 7.0317514, 80.2945176 7.0318645, 80.2942991 7.0319904, 80.2940888 7.0321163)",,,
522068971,Yatiyanthota - Poonugala - Meenagala Road,secondary,60,False,True,225.207,"LINESTRING (80.2958505 7.0293872, 80.2964567 7.0297703, 80.2966014 7.029826, 80.2971627 7.0299372, 80.2977258 7.0301262)",B482,2,
115526292,Yatiyanthota-Magammana Road,tertiary,40,False,False,47.531,"LINESTRING (80.2906819 7.0267789, 80.2909543 7.02711)",,,
115527728,,residential,30,False,False,198.598,"LINESTRING (80.2906819 7.0267789, 80.2906516 7.0265471, 80.2906587 7.0264032, 80.2906906 7.0262929, 80.2912113 7.0258175, 80.2914815 7.0257356, 80.2915716 7.0256632, 80.2916373 7.0255621, 80.2916514 7.0254879)",,,
314667999,Avissawella - Hatton - Nuwara Eliya Road,trunk,70,False,False,75.87,"LINESTRING (80.2950437 7.0283202, 80.2951134 7.0276414)",AA007,,
314667999,Avissawella - Hatton - Nuwara Eliya Road,trunk,70,False,True,62.369,"LINESTRING (80.2950437 7.0283202, 80.2949844 7.028878)",AA007,,
"[115526282, 115526283, 115526292]","['Yatiyanthota-Magama Road', 'Yatiyanthota-Magammana Road']",tertiary,40,False,True,170.243,"LINESTRING (80.2950437 7.0283202, 80.2944107 7.0281578, 80.2938773 7.0280383, 80.2935765 7.0278768)",,,yes
169797397,,residential,30,False,True,116.35300000000001,"LINESTRING (80.2978907 7.0311191, 80.2979202 7.0305401, 80.2978948 7.0304364, 80.2977633 7.0302695, 80.2977258 7.0301262)",,,
314667999,Avissawella - Hatton - Nuwara Eliya Road,trunk,70,False,True,75.87,"LINESTRING (80.2951134 7.0276414, 80.2950437 7.0283202)",AA007,,
315568984,,residential,30,False,False,29.287,"LINESTRING (80.2951134 7.0276414, 80.2953761 7.0276787)",,,
