osmid,highway,maxspeed,oneway,reversed,length,lanes,ref,name,geometry
295656625,residential,30,False,True,38.78,,,,"LINESTRING (80.7961563 6.0219649, 80.7961626 6.0223136)"
362380393,trunk,60,False,False,30.178,4,AA002,Matara-Hambantota Road,"LINESTRING (80.7961563 6.0219649, 80.7960471 6.0220795, 80.79597 6.0221632)"
362380393,trunk,60,False,True,42.644999999999996,4,AA002,Matara-Hambantota Road,"LINESTRING (80.7961563 6.0219649, 80.7962743 6.0218206, 80.7963522 6.0216389)"
313990915,residential,50,False,False,282.159,,,,"LINESTRING (80.7955738 6.0226974, 80.795364 6.0226227, 80.7948463 6.0224733, 80.7944467 6.0223266, 80.7942133 6.0223053, 80.7930924 6.0224425)"
362380393,trunk,60,False,False,169.43099999999998,4,AA002,Matara-Hambantota Road,"LINESTRING (80.7955738 6.0226974, 80.7952825 6.0233352, 80.7950318 6.0237578, 80.7948384 6.0240291)"
362380393,trunk,60,False,True,55.788000000000004,4,AA002,Matara-Hambantota Road,"LINESTRING (80.7955738 6.0226974, 80.7957093 6.0224283, 80.7958457 6.0222803)"
362380393,trunk,60,False,True,18.934,4,AA002,Matara-Hambantota Road,"LINESTRING (80.7958457 6.0222803, 80.79597 6.0221632)"
295656620,residential,30,False,False,35.691,,,,"LINESTRING (80.7958457 6.0222803, 80.7960027 6.0222712, 80.7961626 6.0223136)"
362380393,trunk,60,False,False,55.788000000000004,4,AA002,Matara-Hambantota Road,"LINESTRING (80.7958457 6.0222803, 80.7957093 6.0224283, 80.7955738 6.0226974)"
28119295,secondary,40,False,False,34.78,,,Tangalle - Kurundupokuna Road,"LINESTRING (80.7936773 6.0248483, 80.7935187 6.0245782)"
362380393,trunk,60,False,False,108.571,4,AA002,Matara-Hambantota Road,"LINESTRING (80.7936773 6.0248483, 80.7937769 6.0250459, 80.7940882 6.0254016, 80.7942731 6.0256178)"
362380393,trunk,60,False,True,161.752,4,AA002,Matara-Hambantota Road,"LINESTRING (80.7936773 6.0248483, 80.793703 6.0247593, 80.793816 6.0246391, 80.7939378 6.0245587, 80.7942866 6.0244193, 80.7945491 6.0242835, 80.7948384 6.0240291)"
28119295,secondary,40,False,True,34.78,,,Tangalle - Kurundupokuna Road,"LINESTRING (80.7935187 6.0245782, 80.7936773 6.0248483)"
28119295,secondary,40,False,False,255.71300000000002,,,Tangalle - Kurundupokuna Road,"LINESTRING (80.7935187 6.0245782, 80.7931244 6.023738, 80.7929367 6.0233512, 80.7928388 6.0231632, 80.7927248 6.0229431, 80.7925531 6.0226417, 80.7924753 6.0225283)"
392884882,residential,30,False,True,179.69299999999998,,,,"LINESTRING (80.7935187 6.0245782, 80.7933333 6.0246851, 80.7931133 6.0247826, 80.7928906 6.0248722, 80.7926865 6.024917, 80.792228 6.0248511, 80.7919709 6.0248617)"
313990915,residential,50,False,True,68.903,,,,"LINESTRING (80.7924753 6.0225283, 80.7930924 6.0224425)"
28119295,secondary,40,False,True,255.713,,,Tangalle - Kurundupokuna Road,"LINESTRING (80.7924753 6.0225283, 80.7925531 6.0226417, 80.7927248 6.0229431, 80.7928388 6.0231632, 80.7929367 6.0233512, 80.7931244 6.023738, 80.7935187 6.0245782)"
