osmid,ref,name,highway,maxspeed,oneway,reversed,length,junction,geometry,lanes
382205217,B324,Negombo-Meerigama Road,secondary,50,False,True,28.859,,"LINESTRING (80.0189732 7.2246174, 80.0187132 7.2246462)",
693366209,B324,Negombo-Meerigama Road,secondary,50,True,False,32.108,,"LINESTRING (80.0189732 7.2246174, 80.0192642 7.2246115)",
264712060,,Divulapitiya Roundabout,secondary,50,True,False,8.695,roundabout,"LINESTRING (80.0193623 7.2245771, 80.019348 7.2245002)",
693366212,B324,Negombo-Mirigama Road,secondary,50,True,False,28.98,,"LINESTRING (80.0193623 7.2245771, 80.0194077 7.2245785, 80.0196195 7.2245304)",
264712060,,Divulapitiya Roundabout,secondary,50,True,False,4.746,roundabout,"LINESTRING (80.019348 7.2245002, 80.0193101 7.22448)",
50316515,B111,Ekala - Kotadeniyawa Road,secondary,50,False,False,145.623,,"LINESTRING (80.0202513 7.2256123, 80.0206818 7.2260405, 80.0211929 7.2265301)",
50316515,B111,Ekala - Kotadeniyawa Road,secondary,50,False,True,117.781,,"LINESTRING (80.0202513 7.2256123, 80.0199019 7.2252595, 80.0196868 7.225034, 80.0195156 7.2248449)",
264712062,,,tertiary,30,False,True,231.695,,"LINESTRING (80.0202513 7.2256123, 80.0201176 7.2257279, 80.0200219 7.2257676, 80.0199385 7.225776, 80.0197708 7.2257247, 80.0194632 7.2255643, 80.0192005 7.2253687, 80.0189506 7.2250966, 80.0187881 7.2247644, 80.0187132 7.2246462)",
264712063,,,tertiary,30,False,False,132.184,,"LINESTRING (80.0202513 7.2256123, 80.0203133 7.2254943, 80.0203714 7.2247686, 80.0203323 7.2244432)",
382205217,B324,Negombo-Meerigama Road,secondary,50,False,False,28.859,,"LINESTRING (80.0187132 7.2246462, 80.0189732 7.2246174)",
264712062,,,tertiary,30,False,False,231.695,,"LINESTRING (80.0187132 7.2246462, 80.0187881 7.2247644, 80.0189506 7.2250966, 80.0192005 7.2253687, 80.0194632 7.2255643, 80.0197708 7.2257247, 80.0199385 7.225776, 80.0200219 7.2257676, 80.0201176 7.2257279, 80.0202513 7.2256123)",
264712066,,,tertiary,30,False,False,87.078,,"LINESTRING (80.0187132 7.2246462, 80.0186674 7.2245974, 80.0185888 7.2244237, 80.0185807 7.2242135, 80.0186674 7.2240433, 80.0187488 7.2239479)",
382205217,B324,Negombo-Meerigama Road,secondary,50,False,True,187.447,,"LINESTRING (80.0187132 7.2246462, 80.0186575 7.2246515, 80.0170256 7.224843)",
264712061,B324,Negombo-Mirigama Road,secondary,50,False,False,79.226,,"LINESTRING (80.0203323 7.2244432, 80.0196195 7.2245304)",
264712061,B324,Negombo-Mirigama Road,secondary,50,False,True,150.60500000000002,,"LINESTRING (80.0203323 7.2244432, 80.0209472 7.2243462, 80.0215082 7.2242978, 80.0216873 7.2243099)",
264712063,,,tertiary,30,False,True,132.184,,"LINESTRING (80.0203323 7.2244432, 80.0203714 7.2247686, 80.0203133 7.2254943, 80.0202513 7.2256123)",
264712065,,,tertiary,30,False,True,78.17399999999999,,"LINESTRING (80.0203323 7.2244432, 80.020178 7.2241496, 80.020127 7.2241004, 80.0200144 7.2240338, 80.019847 7.2239918)",
370806859,B27,Minuwangoda-Diwulapitiya Road,secondary,50,False,False,59.111,,"LINESTRING (80.0187488 7.2239479, 80.0190993 7.22435)",2
264712065,,,tertiary,30,False,False,122.417,,"LINESTRING (80.0187488 7.2239479, 80.0188445 7.2239156, 80.0190716 7.2238995, 80.019847 7.2239918)",
264712066,,,tertiary,30,False,True,87.07799999999999,,"LINESTRING (80.0187488 7.2239479, 80.0186674 7.2240433, 80.0185807 7.2242135, 80.0185888 7.2244237, 80.0186674 7.2245974, 80.0187132 7.2246462)",
370806859,B27,Minuwangoda-Diwulapitiya Road,secondary,50,False,True,263.026,,"LINESTRING (80.0187488 7.2239479, 80.0182975 7.2234108, 80.0173293 7.2220493)",2
264713631,,,residential,30,False,False,133.101,,"LINESTRING (80.0183295 7.2213798, 80.0173293 7.2220493)",
264713632,,,residential,30,False,True,61.33,,"LINESTRING (80.0183295 7.2213798, 80.0186237 7.2218478)",
264713631,,,residential,30,False,True,57.212,,"LINESTRING (80.0183295 7.2213798, 80.0182104 7.2211783, 80.0184509 7.22103)",
264713631,,,residential,30,False,True,133.101,,"LINESTRING (80.0173293 7.2220493, 80.0183295 7.2213798)",
370806859,B27,Minuwangoda-Diwulapitiya Road,secondary,50,False,False,263.026,,"LINESTRING (80.0173293 7.2220493, 80.0182975 7.2234108, 80.0187488 7.2239479)",2
370806859,B27,Minuwangoda-Diwulapitiya Road,secondary,50,False,True,193.01,,"LINESTRING (80.0173293 7.2220493, 80.0168516 7.2213677, 80.0163035 7.2206435)",2
264713631,,,residential,30,False,False,57.212,,"LINESTRING (80.0184509 7.22103, 80.0182104 7.2211783, 80.0183295 7.2213798)",
264713632,,,residential,30,False,False,61.33,,"LINESTRING (80.0186237 7.2218478, 80.0183295 7.2213798)",
264713632,,,residential,30,False,True,268.244,,"LINESTRING (80.0186237 7.2218478, 80.0194222 7.2215003, 80.0195312 7.2213742, 80.019665 7.2213552, 80.0198869 7.2213665, 80.0200994 7.2213289, 80.0204336 7.2212594, 80.0208864 7.2211087)",
264713633,,,residential,30,False,True,293.356,,"LINESTRING (80.0186237 7.2218478, 80.0183288 7.222024, 80.0190396 7.2229394, 80.0190932 7.2229633, 80.0196029 7.2229926, 80.0197826 7.2230272, 80.0199352 7.223089, 80.0199671 7.2231543, 80.0199618 7.2233129)",
264713633,,,residential,30,False,False,35.372,,"LINESTRING (80.0199092 7.2236267, 80.0199618 7.2233129)",
264713633,,,residential,30,False,True,41.173,,"LINESTRING (80.0199092 7.2236267, 80.019847 7.2239918)",
597490733,,,unclassified,,False,False,104.38499999999999,,"LINESTRING (80.0199092 7.2236267, 80.0199677 7.2236442, 80.0202682 7.223726, 80.0204078 7.2238381, 80.0204907 7.223874, 80.0207773 7.2237749)",
264713633,,,residential,30,False,False,41.173,,"LINESTRING (80.019847 7.2239918, 80.0199092 7.2236267)",
264712065,,,tertiary,30,False,False,78.174,,"LINESTRING (80.019847 7.2239918, 80.0200144 7.2240338, 80.020127 7.2241004, 80.020178 7.2241496, 80.0203323 7.2244432)",
264712065,,,tertiary,30,False,True,122.417,,"LINESTRING (80.019847 7.2239918, 80.0190716 7.2238995, 80.0188445 7.2239156, 80.0187488 7.2239479)",
370806859,B27,Minuwangoda-Diwulapitiya Road,secondary,50,False,False,193.01,,"LINESTRING (80.0163035 7.2206435, 80.0168516 7.2213677, 80.0173293 7.2220493)",2
693366214,B324,Negombo-Meerigama Road,secondary,50,True,False,29.629,,"LINESTRING (80.0192282 7.2245337, 80.0189732 7.2246174)",
264712060,,Divulapitiya Roundabout,secondary,50,True,False,10.011,roundabout,"LINESTRING (80.0192282 7.2245337, 80.0192319 7.224575, 80.0192642 7.2246115)",
693366215,B27,Minuwangoda-Diwulapitiya Road,secondary,50,True,False,27.381,,"LINESTRING (80.0193101 7.22448, 80.0190993 7.22435)",1
264712060,,Divulapitiya Roundabout,secondary,50,True,False,10.612,roundabout,"LINESTRING (80.0193101 7.22448, 80.0192675 7.2244854, 80.0192318 7.2245246)",
382205217,B324,Negombo-Meerigama Road,secondary,50,False,True,157.861,,"LINESTRING (80.0170256 7.224843, 80.0156064 7.2250252)",
368635327,,Sri Gnanawasa Mawatha,residential,30,False,False,269.16,,"LINESTRING (80.0170256 7.224843, 80.0170449 7.2250763, 80.0170475 7.2253589, 80.0169852 7.2255664, 80.0173164 7.2260098, 80.0173544 7.2261397, 80.0173821 7.2265304, 80.0174758 7.2266881, 80.0175463 7.2269064, 80.0175368 7.2271025)",
