osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,ref,name,bridge,width
493300119,1,residential,30,False,False,148.29500000000002,"LINESTRING (80.6613497 6.9387538, 80.6612831 6.9387786, 80.6612456 6.9388718, 80.6612355 6.9390156, 80.6612442 6.9391301, 80.6613019 6.9392313, 80.6612724 6.9393205, 80.6609157 6.9394097, 80.6607239 6.9394962, 80.6606622 6.9395095, 80.6606112 6.9394842)",,,,
572191625,2,trunk,50,False,False,271.441,"LINESTRING (80.6613497 6.9387538, 80.6613238 6.9388933, 80.6613343 6.939042, 80.6613874 6.9391592, 80.6615514 6.9394037, 80.6615788 6.9394736, 80.6615701 6.9395634, 80.6615406 6.9396333, 80.6614602 6.9396946, 80.661137 6.9397971, 80.6610109 6.9398423, 80.6607521 6.9399681, 80.6606709 6.9399848, 80.6605958 6.9399768, 80.6605207 6.9399282, 80.6603403 6.9395884)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
572191625,2,trunk,50,False,True,64.08200000000001,"LINESTRING (80.6613497 6.9387538, 80.6614233 6.9385157, 80.661438 6.9384405, 80.6614427 6.9383846, 80.6614165 6.9381918)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
"[278510578, 278510579, 278510580]",,residential,30,False,True,101.439,"LINESTRING (80.6628308 6.9346982, 80.6628467 6.9347822, 80.663043 6.9354063, 80.6630984 6.9355703)",,,yes,
572191625,2,trunk,50,False,False,223.71600000000004,"LINESTRING (80.6628308 6.9346982, 80.6626953 6.9347568, 80.6625558 6.93485, 80.6615031 6.9355822, 80.6614052 6.9356621, 80.6613475 6.9357566, 80.6613202 6.9359406)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
572191626,2,trunk,70,False,False,56.044,"LINESTRING (80.6577695 6.9419264, 80.6576007 6.94167, 80.6575154 6.9416249, 80.6574143 6.941608)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
572191626,2,trunk,70,False,True,93.779,"LINESTRING (80.6577695 6.9419264, 80.6578629 6.9419877, 80.6579398 6.9420083, 80.6585967 6.9419709)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
278502501,,secondary,50,True,False,34.496,"LINESTRING (80.6616673 6.9380942, 80.6613729 6.9379901)",B412,Tawalantenne - Talawakela Road,,
"[278502500, 278502502, 278502503, 278502505, 278502507]",,secondary,"['70', '50']",False,True,488.7600000000001,"LINESTRING (80.6616673 6.9380942, 80.6618465 6.9381725, 80.6620078 6.9383149, 80.6622217 6.9386661, 80.6623366 6.9389845, 80.6624131 6.9393244, 80.662445 6.9394522, 80.6624888 6.9395407, 80.6625612 6.9395941, 80.6626445 6.939618, 80.6626799 6.9396513, 80.6626898 6.9397162, 80.662651 6.9399075, 80.6625447 6.9400872, 80.662526 6.9401542, 80.6625174 6.940381, 80.6625806 6.9405621, 80.6627889 6.9408473, 80.6628438 6.9409629, 80.6628923 6.9411196, 80.6629167 6.9413179, 80.6628736 6.9416473, 80.6628354 6.9417525, 80.6627458 6.9419211)",B412,Tawalantenne - Talawakela Road,yes,
572191625,2,trunk,50,False,False,22.939,"LINESTRING (80.6613729 6.9379901, 80.6614165 6.9381918)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
572191625,2,trunk,50,False,True,112.83699999999999,"LINESTRING (80.6613729 6.9379901, 80.6613086 6.9375725, 80.6612952 6.9374247, 80.6613073 6.9372304, 80.6613535 6.9369854)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
572191625,2,trunk,50,False,False,117.19200000000001,"LINESTRING (80.6613202 6.9359406, 80.6613502 6.9362039, 80.6613944 6.9365328, 80.6614025 6.9366313, 80.6613985 6.9367471, 80.6613535 6.9369854)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
572191625,2,trunk,50,False,True,223.716,"LINESTRING (80.6613202 6.9359406, 80.6613475 6.9357566, 80.6614052 6.9356621, 80.6615031 6.9355822, 80.6625558 6.93485, 80.6626953 6.9347568, 80.6628308 6.9346982)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
572191625,2,trunk,50,False,True,22.939,"LINESTRING (80.6614165 6.9381918, 80.6613729 6.9379901)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
278502506,,secondary,50,True,False,30.172000000000004,"LINESTRING (80.6614165 6.9381918, 80.6614941 6.9381381, 80.6616673 6.9380942)",B412,Tawalantenne - Talawakela Road,,
572191625,2,trunk,50,False,False,64.082,"LINESTRING (80.6614165 6.9381918, 80.6614427 6.9383846, 80.661438 6.9384405, 80.6614233 6.9385157, 80.6613497 6.9387538)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
278430927,,unclassified,30,False,True,802.5450000000003,"LINESTRING (80.6627458 6.9419211, 80.6629929 6.9418175, 80.6631621 6.9417101, 80.6632793 6.941617, 80.6633295 6.9415472, 80.6634601 6.9412796, 80.6636007 6.9408874, 80.6636627 6.940535, 80.6636432 6.9401435, 80.6635317 6.9397118, 80.6635373 6.9394452, 80.6634168 6.9392093, 80.6634014 6.9391247, 80.6634158 6.938835, 80.6634714 6.9384296, 80.6634506 6.9374305, 80.6633961 6.9369486, 80.663344 6.9367582, 80.6631996 6.936542, 80.6630415 6.9364035, 80.6628119 6.9363048, 80.6627527 6.9362072, 80.6627515 6.9361262, 80.6628071 6.9358723, 80.6628592 6.9357348, 80.6629279 6.9356655, 80.6630984 6.9355703)",,,,2.5
"[278502500, 278502502, 278502503, 278502505, 278502507]",,secondary,"['70', '50']",False,False,488.76,"LINESTRING (80.6627458 6.9419211, 80.6628354 6.9417525, 80.6628736 6.9416473, 80.6629167 6.9413179, 80.6628923 6.9411196, 80.6628438 6.9409629, 80.6627889 6.9408473, 80.6625806 6.9405621, 80.6625174 6.940381, 80.662526 6.9401542, 80.6625447 6.9400872, 80.662651 6.9399075, 80.6626898 6.9397162, 80.6626799 6.9396513, 80.6626445 6.939618, 80.6625612 6.9395941, 80.6624888 6.9395407, 80.662445 6.9394522, 80.6624131 6.9393244, 80.6623366 6.9389845, 80.6622217 6.9386661, 80.6620078 6.9383149, 80.6618465 6.9381725, 80.6616673 6.9380942)",B412,Tawalantenne - Talawakela Road,yes,
278430927,,unclassified,30,False,False,382.412,"LINESTRING (80.6655143 6.9354216, 80.6654206 6.9352313, 80.6653267 6.9351893, 80.6652405 6.9352085, 80.6652137 6.9352965, 80.665289 6.9354943, 80.6652882 6.9357195, 80.6652572 6.9357794, 80.6651995 6.9357877, 80.6651685 6.9357702, 80.6651208 6.9356198, 80.6650764 6.9355666, 80.6645917 6.9352492, 80.664441 6.9352001, 80.6642568 6.9352173, 80.6633422 6.9354751, 80.6630984 6.9355703)",,,,2.5
278430927,,unclassified,30,False,True,653.808,"LINESTRING (80.6655143 6.9354216, 80.6655629 6.9354948, 80.6656483 6.9355579, 80.6659781 6.9355928, 80.6660384 6.9356202, 80.6661355 6.9358056, 80.6662686 6.9359701, 80.6664435 6.9362975, 80.6666544 6.9365398, 80.6666784 6.9366578, 80.6666285 6.9367502, 80.666404 6.9369561, 80.6662099 6.9375602, 80.6659994 6.9377184, 80.6657842 6.9380084, 80.6657616 6.9381214, 80.6657725 6.9382735, 80.6658886 6.9386398, 80.6658792 6.938869, 80.6657868 6.9389983, 80.6655441 6.9391311, 80.6654068 6.9392533, 80.6653618 6.9393203, 80.6653109 6.9394895, 80.6653038 6.939828, 80.6652178 6.9401179)",,,,2.5
278430927,,unclassified,30,False,False,802.545,"LINESTRING (80.6630984 6.9355703, 80.6629279 6.9356655, 80.6628592 6.9357348, 80.6628071 6.9358723, 80.6627515 6.9361262, 80.6627527 6.9362072, 80.6628119 6.9363048, 80.6630415 6.9364035, 80.6631996 6.936542, 80.663344 6.9367582, 80.6633961 6.9369486, 80.6634506 6.9374305, 80.6634714 6.9384296, 80.6634158 6.938835, 80.6634014 6.9391247, 80.6634168 6.9392093, 80.6635373 6.9394452, 80.6635317 6.9397118, 80.6636432 6.9401435, 80.6636627 6.940535, 80.6636007 6.9408874, 80.6634601 6.9412796, 80.6633295 6.9415472, 80.6632793 6.941617, 80.6631621 6.9417101, 80.6629929 6.9418175, 80.6627458 6.9419211)",,,,2.5
278430927,,unclassified,30,False,True,382.4119999999999,"LINESTRING (80.6630984 6.9355703, 80.6633422 6.9354751, 80.6642568 6.9352173, 80.664441 6.9352001, 80.6645917 6.9352492, 80.6650764 6.9355666, 80.6651208 6.9356198, 80.6651685 6.9357702, 80.6651995 6.9357877, 80.6652572 6.9357794, 80.6652882 6.9357195, 80.665289 6.9354943, 80.6652137 6.9352965, 80.6652405 6.9352085, 80.6653267 6.9351893, 80.6654206 6.9352313, 80.6655143 6.9354216)",,,,2.5
"[278510578, 278510579, 278510580]",,residential,30,False,False,101.43900000000001,"LINESTRING (80.6630984 6.9355703, 80.663043 6.9354063, 80.6628467 6.9347822, 80.6628308 6.9346982)",,,yes,
278430927,,unclassified,30,False,False,653.8080000000001,"LINESTRING (80.6652178 6.9401179, 80.6653038 6.939828, 80.6653109 6.9394895, 80.6653618 6.9393203, 80.6654068 6.9392533, 80.6655441 6.9391311, 80.6657868 6.9389983, 80.6658792 6.938869, 80.6658886 6.9386398, 80.6657725 6.9382735, 80.6657616 6.9381214, 80.6657842 6.9380084, 80.6659994 6.9377184, 80.6662099 6.9375602, 80.666404 6.9369561, 80.6666285 6.9367502, 80.6666784 6.9366578, 80.6666544 6.9365398, 80.6664435 6.9362975, 80.6662686 6.9359701, 80.6661355 6.9358056, 80.6660384 6.9356202, 80.6659781 6.9355928, 80.6656483 6.9355579, 80.6655629 6.9354948, 80.6655143 6.9354216)",,,,2.5
705565430,,unclassified,,False,True,119.06,"LINESTRING (80.6652178 6.9401179, 80.6652824 6.9401882, 80.6653196 6.9402838, 80.665279 6.940891, 80.6652925 6.9410302, 80.6653432 6.9411443)",,,,
454196924,,residential,,False,False,0.959,"LINESTRING (80.6603409 6.9395798, 80.6603403 6.9395884)",,,,
454196924,,residential,,False,True,410.278,"LINESTRING (80.6597006 6.9422112, 80.6600297 6.9420496, 80.6603801 6.9419442, 80.6604757 6.9418774, 80.6604438 6.9417685, 80.6603341 6.9416842, 80.6602067 6.941505, 80.6600262 6.9412064, 80.6599766 6.9410869, 80.6600264 6.9408349, 80.6600439 6.9407462, 80.6606597 6.9401559, 80.6605217 6.9400646, 80.660419 6.9399381, 80.660327 6.939773, 80.6603403 6.9395884)",,,,
493300119,1,residential,30,False,True,409.907,"LINESTRING (80.6592648 6.9369548, 80.659254 6.9370546, 80.6593291 6.9372197, 80.6593627 6.9372437, 80.659533 6.9372437, 80.6599273 6.9371931, 80.6600144 6.9372237, 80.6601204 6.9373089, 80.660276 6.9373542, 80.6603698 6.9375898, 80.6604838 6.9376684, 80.6605723 6.9377735, 80.6606328 6.93788, 80.6608398 6.938244, 80.6609049 6.9383912, 80.660917 6.9384711, 80.6609331 6.9389224, 80.660807 6.9392166, 80.6606112 6.9394842)",,,,
493300119,1,residential,30,False,False,409.9070000000001,"LINESTRING (80.6606112 6.9394842, 80.660807 6.9392166, 80.6609331 6.9389224, 80.660917 6.9384711, 80.6609049 6.9383912, 80.6608398 6.938244, 80.6606328 6.93788, 80.6605723 6.9377735, 80.6604838 6.9376684, 80.6603698 6.9375898, 80.660276 6.9373542, 80.6601204 6.9373089, 80.6600144 6.9372237, 80.6599273 6.9371931, 80.659533 6.9372437, 80.6593627 6.9372437, 80.6593291 6.9372197, 80.659254 6.9370546, 80.6592648 6.9369548)",,,,
493300119,1,residential,30,False,True,148.295,"LINESTRING (80.6606112 6.9394842, 80.6606622 6.9395095, 80.6607239 6.9394962, 80.6609157 6.9394097, 80.6612724 6.9393205, 80.6613019 6.9392313, 80.6612442 6.9391301, 80.6612355 6.9390156, 80.6612456 6.9388718, 80.6612831 6.9387786, 80.6613497 6.9387538)",,,,
572191626,2,trunk,70,False,False,93.779,"LINESTRING (80.6585967 6.9419709, 80.6579398 6.9420083, 80.6578629 6.9419877, 80.6577695 6.9419264)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
"[572191624, 572191625, 572191626]",2,trunk,"['70', '50']",False,True,797.957,"LINESTRING (80.6585967 6.9419709, 80.658805 6.9419206, 80.659014 6.9417821, 80.6592695 6.9414691, 80.6593272 6.9413593, 80.6593376 6.9413026, 80.6593312 6.9412383, 80.6592738 6.9410973, 80.6590662 6.9409158, 80.6590341 6.9408608, 80.6590253 6.940813, 80.6589825 6.9402676, 80.6590105 6.9396808, 80.658949 6.9393816, 80.6588745 6.9392566, 80.6587835 6.9391632, 80.6586251 6.9390569, 80.658542 6.9389882, 80.6583946 6.9387463, 80.6582965 6.9385856, 80.6582506 6.9384275, 80.6582619 6.9383121, 80.6583063 6.9382339, 80.6583472 6.9382002, 80.6583948 6.9381549, 80.6584319 6.9381323, 80.6585547 6.9381203, 80.6586338 6.9381343, 80.6587176 6.9381756, 80.6589107 6.938362, 80.6589872 6.9384052, 80.6590569 6.9384292, 80.6593647 6.9385077, 80.6594405 6.9385437, 80.6596113 6.9386503, 80.659735 6.9387616, 80.6600469 6.9391391, 80.6603403 6.9395884)",AA007,Avissawella - Hatton - Nuwara Eliya Road,yes,
454196924,,residential,,False,True,0.959,"LINESTRING (80.6603403 6.9395884, 80.6603409 6.9395798)",,,,
454196924,,residential,,False,False,410.27799999999996,"LINESTRING (80.6603403 6.9395884, 80.660327 6.939773, 80.660419 6.9399381, 80.6605217 6.9400646, 80.6606597 6.9401559, 80.6600439 6.9407462, 80.6600264 6.9408349, 80.6599766 6.9410869, 80.6600262 6.9412064, 80.6602067 6.941505, 80.6603341 6.9416842, 80.6604438 6.9417685, 80.6604757 6.9418774, 80.6603801 6.9419442, 80.6600297 6.9420496, 80.6597006 6.9422112)",,,,
"[572191624, 572191625, 572191626]",2,trunk,"['70', '50']",False,False,797.9569999999999,"LINESTRING (80.6603403 6.9395884, 80.6600469 6.9391391, 80.659735 6.9387616, 80.6596113 6.9386503, 80.6594405 6.9385437, 80.6593647 6.9385077, 80.6590569 6.9384292, 80.6589872 6.9384052, 80.6589107 6.938362, 80.6587176 6.9381756, 80.6586338 6.9381343, 80.6585547 6.9381203, 80.6584319 6.9381323, 80.6583948 6.9381549, 80.6583472 6.9382002, 80.6583063 6.9382339, 80.6582619 6.9383121, 80.6582506 6.9384275, 80.6582965 6.9385856, 80.6583946 6.9387463, 80.658542 6.9389882, 80.6586251 6.9390569, 80.6587835 6.9391632, 80.6588745 6.9392566, 80.658949 6.9393816, 80.6590105 6.9396808, 80.6589825 6.9402676, 80.6590253 6.940813, 80.6590341 6.9408608, 80.6590662 6.9409158, 80.6592738 6.9410973, 80.6593312 6.9412383, 80.6593376 6.9413026, 80.6593272 6.9413593, 80.6592695 6.9414691, 80.659014 6.9417821, 80.658805 6.9419206, 80.6585967 6.9419709)",AA007,Avissawella - Hatton - Nuwara Eliya Road,yes,
572191625,2,trunk,50,False,True,271.441,"LINESTRING (80.6603403 6.9395884, 80.6605207 6.9399282, 80.6605958 6.9399768, 80.6606709 6.9399848, 80.6607521 6.9399681, 80.6610109 6.9398423, 80.661137 6.9397971, 80.6614602 6.9396946, 80.6615406 6.9396333, 80.6615701 6.9395634, 80.6615788 6.9394736, 80.6615514 6.9394037, 80.6613874 6.9391592, 80.6613343 6.939042, 80.6613238 6.9388933, 80.6613497 6.9387538)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
572191626,2,trunk,70,False,True,56.044,"LINESTRING (80.6574143 6.941608, 80.6575154 6.9416249, 80.6576007 6.94167, 80.6577695 6.9419264)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
705565430,,unclassified,,False,False,23.674,"LINESTRING (80.6653547 6.9413569, 80.6653432 6.9411443)",,,,
705565430,,unclassified,,False,True,20.008,"LINESTRING (80.6653547 6.9413569, 80.6653584 6.9415368)",,,,
705565427,,residential,,False,False,28.551,"LINESTRING (80.6653547 6.9413569, 80.6651975 6.9413439, 80.6650974 6.9413566)",,,,
"[705565425, 705565427]",,residential,,False,False,143.386,"LINESTRING (80.6650974 6.9413566, 80.6648206 6.9411791, 80.6646929 6.9411495, 80.6647121 6.9410523, 80.6647461 6.9410121, 80.6647994 6.9409783, 80.6648526 6.9409382, 80.6649228 6.9409234, 80.6651975 6.9411136, 80.6653432 6.9411443)",,,,
705565427,,residential,,False,True,28.551,"LINESTRING (80.6650974 6.9413566, 80.6651975 6.9413439, 80.6653547 6.9413569)",,,,
705565428,,residential,,False,True,38.166000000000004,"LINESTRING (80.6650974 6.9413566, 80.6650804 6.9415087, 80.6650633 6.9415383, 80.6650335 6.9415383, 80.664907 6.941523)",,,,
705565428,,residential,,False,False,38.166,"LINESTRING (80.664907 6.941523, 80.6650335 6.9415383, 80.6650633 6.9415383, 80.6650804 6.9415087, 80.6650974 6.9413566)",,,,
