osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access
177452724,B186,Sea View Road,residential,30,False,True,61.254,"LINESTRING (81.8259952 7.4156487, 81.8256939 7.4151859)",
177452724,B186,Sea View Road,residential,30,False,False,183.643,"LINESTRING (81.8259952 7.4156487, 81.8264007 7.4162495, 81.8268982 7.4170362)",
288507221,,,residential,30,False,False,94.329,"LINESTRING (81.8259952 7.4156487, 81.8262682 7.4156221, 81.8268487 7.4156497)",
201930180,A4,Colombo-Ratnapura-Wellawaya-Batticaloa Road,trunk,60,False,True,115.126,"LINESTRING (81.8255897 7.4153329, 81.8249789 7.4161726)",yes
711389912,A4,Colombo-Ratnapura-Wellawaya-Batticaloa Road,trunk,60,True,False,19.98,"LINESTRING (81.8255897 7.4153329, 81.8256939 7.4151859)",yes
177452723,,Police Station Road,secondary,30,True,False,59.915,"LINESTRING (81.8252078 7.4149496, 81.8255897 7.4153329)",
1085050623,,,residential,,False,False,19.707,"LINESTRING (81.8252078 7.4149496, 81.8253351 7.4148252)",
260648906,,,residential,40,False,True,101.463,"LINESTRING (81.8236151 7.4150479, 81.8238163 7.4159383)",
177452726,B187,Chavalakadai-Kalmunai Road,secondary,50,False,False,150.03400000000002,"LINESTRING (81.8236151 7.4150479, 81.8239548 7.414952, 81.8240891 7.4148994, 81.8244433 7.4147605, 81.8248752 7.4145479)",
711389913,B187,Chavalakadai-Kalmunai Road,secondary,50,True,False,53.793,"LINESTRING (81.8271483 7.4128461, 81.8268858 7.4131098, 81.8268037 7.4131885)",
711389914,A4,Colombo-Ratnapura-Wellawaya-Batticaloa Road,motorway,60,False,False,424.21799999999996,"LINESTRING (81.8271483 7.4128461, 81.8281525 7.4111823, 81.8283831 7.4108602, 81.8286397 7.4105268, 81.8290416 7.4101131, 81.8293825 7.4097623)",yes
177452723,,Police Station Road,secondary,30,True,False,57.794,"LINESTRING (81.8248752 7.4145479, 81.8252078 7.4149496)",
177452726,B187,Chavalakadai-Kalmunai Road,secondary,50,False,True,150.034,"LINESTRING (81.8248752 7.4145479, 81.8244433 7.4147605, 81.8240891 7.4148994, 81.8239548 7.414952, 81.8236151 7.4150479)",
177452724,B186,Sea View Road,residential,30,False,False,61.254,"LINESTRING (81.8256939 7.4151859, 81.8259952 7.4156487)",
711389912,A4,Colombo-Ratnapura-Wellawaya-Batticaloa Road,trunk,60,True,False,176.466,"LINESTRING (81.8256939 7.4151859, 81.8261431 7.4145389, 81.8265803 7.4138648)",yes
201930180,A4,Colombo-Ratnapura-Wellawaya-Batticaloa Road,trunk,60,False,False,159.574,"LINESTRING (81.8241323 7.4173365, 81.8249789 7.4161726)",yes
260648906,,,residential,40,False,False,159.33499999999998,"LINESTRING (81.8241323 7.4173365, 81.823984 7.4166978, 81.8239438 7.4165027, 81.8238163 7.4159383)",
288507221,,,residential,30,False,True,13.716,"LINESTRING (81.8293167 7.4157117, 81.8291976 7.4156761)",
288507223,,,residential,30,False,False,136.351,"LINESTRING (81.8293167 7.4157117, 81.8305323 7.4159366)",
288507221,,,residential,30,False,False,119.88900000000001,"LINESTRING (81.8293167 7.4157117, 81.8295263 7.4166361, 81.8295469 7.4167652)",
288507223,,,residential,30,False,False,40.498,"LINESTRING (81.8305323 7.4159366, 81.8307022 7.4162595)",
288507223,,,residential,30,False,True,136.351,"LINESTRING (81.8305323 7.4159366, 81.8293167 7.4157117)",
288507225,,,residential,30,False,False,29.285,"LINESTRING (81.8305323 7.4159366, 81.8307763 7.4160406)",
288507223,,,residential,30,False,True,40.498,"LINESTRING (81.8307022 7.4162595, 81.8305323 7.4159366)",
288507225,,,residential,30,False,True,25.675,"LINESTRING (81.8307022 7.4162595, 81.8307763 7.4160406)",
288507225,,,residential,30,False,False,25.675,"LINESTRING (81.8307763 7.4160406, 81.8307022 7.4162595)",
288507225,,,residential,30,False,True,29.285,"LINESTRING (81.8307763 7.4160406, 81.8305323 7.4159366)",
288507226,,,residential,30,False,False,73.816,"LINESTRING (81.8307763 7.4160406, 81.8313986 7.4162853)",
288507237,,,residential,30,False,False,95.288,"LINESTRING (81.8307763 7.4160406, 81.8309837 7.4152087)",
288507226,,,residential,30,False,True,73.816,"LINESTRING (81.8313986 7.4162853, 81.8307763 7.4160406)",
288507237,,,residential,30,False,True,81.576,"LINESTRING (81.8311612 7.4144965, 81.8309837 7.4152087)",
288507242,,Murugan Kovil Road,residential,30,False,True,78.961,"LINESTRING (81.8311612 7.4144965, 81.8309964 7.4144629, 81.830476 7.4142931)",
288507221,,,residential,30,False,False,13.716,"LINESTRING (81.8291976 7.4156761, 81.8293167 7.4157117)",
288507221,,,residential,30,False,True,260.168,"LINESTRING (81.8291976 7.4156761, 81.8288295 7.415614, 81.8280329 7.4156907, 81.8275471 7.4156941, 81.8274318 7.4156911, 81.8268487 7.4156497)",
