osmid,highway,maxspeed,oneway,reversed,length,geometry
524866527,residential,30,False,True,31.138,"LINESTRING (80.3291341 6.2344125, 80.3291301 6.2341325)"
524866527,residential,30,False,False,142.076,"LINESTRING (80.3291341 6.2344125, 80.329113 6.2348211, 80.3291506 6.2354664, 80.3291211 6.2356397, 80.3290967 6.2356793)"
827830723,residential,,False,False,56.342,"LINESTRING (80.3291341 6.2344125, 80.3290862 6.2345358, 80.3290325 6.2349065)"
827830698,residential,,False,True,39.89,"LINESTRING (80.3293356 6.236309, 80.3292391 6.2362743, 80.3290042 6.2361676)"
524866527,residential,30,False,True,56.28999999999999,"LINESTRING (80.3290042 6.2361676, 80.3290379 6.236117, 80.3290567 6.2357837, 80.3290967 6.2356793)"
827830698,residential,,False,False,39.89,"LINESTRING (80.3290042 6.2361676, 80.3292391 6.2362743, 80.3293356 6.236309)"
524866527,residential,30,False,False,6.729,"LINESTRING (80.3289927 6.2336317, 80.3290245 6.2336833)"
827830722,residential,,False,False,36.804,"LINESTRING (80.3289927 6.2336317, 80.3290004 6.2339626)"
524866527,residential,30,False,True,113.21199999999999,"LINESTRING (80.3289927 6.2336317, 80.3289481 6.2335513, 80.3288314 6.2334366, 80.3287334 6.2333793, 80.3285538 6.2332953, 80.3281219 6.2331513)"
827830723,residential,,False,True,56.342,"LINESTRING (80.3290325 6.2349065, 80.3290862 6.2345358, 80.3291341 6.2344125)"
524866527,residential,30,False,True,6.729,"LINESTRING (80.3290245 6.2336833, 80.3289927 6.2336317)"
827830696,residential,,False,False,34.482,"LINESTRING (80.3290245 6.2336833, 80.3290164 6.2333733)"
524866527,residential,30,False,False,51.938,"LINESTRING (80.3290245 6.2336833, 80.3291184 6.2339226, 80.3291301 6.2341325)"
827830722,residential,,False,True,36.804,"LINESTRING (80.3290004 6.2339626, 80.3289927 6.2336317)"
827830724,residential,,False,True,61.459,"LINESTRING (80.328657 6.2331773, 80.3283231 6.2331667, 80.3281488 6.23312, 80.3281219 6.2331513)"
827830721,residential,,False,True,100.13799999999998,"LINESTRING (80.3299552 6.2341412, 80.3297809 6.2341066, 80.329569 6.2341066, 80.3294161 6.2342319, 80.3293303 6.2342399, 80.3292713 6.2341839, 80.3291301 6.2341325)"
524866527,residential,30,False,False,31.138,"LINESTRING (80.3291301 6.2341325, 80.3291341 6.2344125)"
524866527,residential,30,False,True,51.938,"LINESTRING (80.3291301 6.2341325, 80.3291184 6.2339226, 80.3290245 6.2336833)"
827830721,residential,,False,False,100.138,"LINESTRING (80.3291301 6.2341325, 80.3292713 6.2341839, 80.3293303 6.2342399, 80.3294161 6.2342319, 80.329569 6.2341066, 80.3297809 6.2341066, 80.3299552 6.2341412)"
524866527,residential,30,False,False,113.212,"LINESTRING (80.3281219 6.2331513, 80.3285538 6.2332953, 80.3287334 6.2333793, 80.3288314 6.2334366, 80.3289481 6.2335513, 80.3289927 6.2336317)"
827830724,residential,,False,False,61.459,"LINESTRING (80.3281219 6.2331513, 80.3281488 6.23312, 80.3283231 6.2331667, 80.328657 6.2331773)"
827830696,residential,,False,True,34.482,"LINESTRING (80.3290164 6.2333733, 80.3290245 6.2336833)"
827830697,residential,,False,True,21.103,"LINESTRING (80.3292485 6.2357944, 80.3290967 6.2356793)"
827830697,residential,,False,False,21.103,"LINESTRING (80.3290967 6.2356793, 80.3292485 6.2357944)"
524866527,residential,30,False,False,56.29,"LINESTRING (80.3290967 6.2356793, 80.3290567 6.2357837, 80.3290379 6.236117, 80.3290042 6.2361676)"
524866527,residential,30,False,True,142.076,"LINESTRING (80.3290967 6.2356793, 80.3291211 6.2356397, 80.3291506 6.2354664, 80.329113 6.2348211, 80.3291341 6.2344125)"
