osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,width
752124729,4,AA004,High Level Road,trunk,60,yes,False,True,70.048,"LINESTRING (79.9308921 6.844796, 79.9307735 6.8448213, 79.9305904 6.84485, 79.9303986 6.844902, 79.9302846 6.8449619)",
22364299,1,B504,Pamunuwa Road,secondary,40,,False,False,205.92299999999997,"LINESTRING (79.9288601 6.850906, 79.929036 6.8504493, 79.9290897 6.85028, 79.9290959 6.850089, 79.9290946 6.849637, 79.9290084 6.8493119, 79.9288981 6.8491372)",
22364299,1,B504,Pamunuwa Road,secondary,40,,False,True,109.602,"LINESTRING (79.9288601 6.850906, 79.928534 6.8514583, 79.9283902 6.8517572, 79.9283844 6.8517702)",
1245200462,,,,residential,,,False,False,182.764,"LINESTRING (79.9288601 6.850906, 79.9282689 6.8507727, 79.927927 6.8506968, 79.9279055 6.8506981, 79.9278894 6.8507035, 79.9276882 6.8509931, 79.9276688 6.851019, 79.9276433 6.8510264, 79.9273986 6.8509937)",
48675106,,,Elhena Road,residential,30,,False,True,21.505,"LINESTRING (79.9223333 6.8475746, 79.9225099 6.8476562)",
48675107,,,Vidyakara Mawtha,residential,30,,False,False,142.346,"LINESTRING (79.9223333 6.8475746, 79.9225467 6.8470009, 79.9228392 6.8463987)",
48675107,,,Vidyakara Mawtha,residential,30,,False,False,165.654,"LINESTRING (79.9230938 6.8457665, 79.9234958 6.8443312)",
48675107,,,Vidyakara Mawtha,residential,30,,False,True,43.787,"LINESTRING (79.9230938 6.8457665, 79.9229715 6.8461411)",
375030137,,,,residential,30,,False,False,57.388,"LINESTRING (79.9230938 6.8457665, 79.9225889 6.8456438)",
48859919,,AA004,High Level Road,trunk,50,,False,False,130.977,"LINESTRING (79.9289744 6.8457049, 79.927958 6.8463124)",
48859919,,AA004,High Level Road,trunk,50,,False,True,105.649,"LINESTRING (79.9289744 6.8457049, 79.9294712 6.8454097, 79.9296039 6.8453346, 79.9297996 6.8452239)",
796735349,,,,residential,,,False,False,175.496,"LINESTRING (79.9289744 6.8457049, 79.9288067 6.8452894, 79.9286056 6.8447981, 79.9280673 6.8445247)",
48859919,,AA004,High Level Road,trunk,50,,False,True,187.211,"LINESTRING (79.9244796 6.8490001, 79.9248562 6.8486058, 79.9257199 6.8478543)",
131349574,,AA004,High Level Road,trunk,50,,False,True,122.26600000000002,"LINESTRING (79.9244796 6.8490001, 79.9244188 6.8490473, 79.923993 6.8493606, 79.923581 6.8496424)",
259787604,,AA004,Old Road,trunk,50,,True,False,178.779,"LINESTRING (79.9244796 6.8490001, 79.924933 6.8487765, 79.925141 6.8486685, 79.9258735 6.8481872)",
48675106,,,Elhena Road,residential,30,,False,False,66.494,"LINESTRING (79.923581 6.8496424, 79.9232754 6.8491271)",
131349574,,AA004,High Level Road,trunk,50,,False,False,122.266,"LINESTRING (79.923581 6.8496424, 79.923993 6.8493606, 79.9244188 6.8490473, 79.9244796 6.8490001)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,87.509,"LINESTRING (79.9240833 6.8436105, 79.9233647 6.8432784)",
48675107,,,Vidyakara Mawtha,residential,30,,False,True,104.14699999999999,"LINESTRING (79.9240833 6.8436105, 79.9236413 6.8440619, 79.9235444 6.8442101, 79.9234958 6.8443312)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,81.54,"LINESTRING (79.9240833 6.8436105, 79.9242761 6.8436921, 79.9247537 6.8439179)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,34.843,"LINESTRING (79.9261729 6.8459173, 79.926129 6.845607)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,33.505,"LINESTRING (79.9261729 6.8459173, 79.9262433 6.8462104)",
48675109,,,Vipashyarama Road,residential,30,,False,False,227.399,"LINESTRING (79.9261729 6.8459173, 79.9255899 6.845875, 79.9251344 6.8457456, 79.9245562 6.8454697, 79.9242049 6.8453921)",
48675110,,,Library Road,residential,30,,False,False,112.593,"LINESTRING (79.9276378 6.8465057, 79.92737 6.8459174, 79.9272548 6.8455687)",
48859919,,AA004,High Level Road,trunk,50,,False,False,102.801,"LINESTRING (79.9276378 6.8465057, 79.9275914 6.8465352, 79.9268651 6.8469973, 79.9268538 6.8470045)",
48859919,,AA004,High Level Road,trunk,50,,False,True,41.377,"LINESTRING (79.9276378 6.8465057, 79.9276966 6.8464678, 79.927958 6.8463124)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,20.395,"LINESTRING (79.9259861 6.8447089, 79.9259095 6.8445713, 79.9258883 6.8445557)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,25.439999999999998,"LINESTRING (79.9259861 6.8447089, 79.9260229 6.8448172, 79.9260395 6.8449305)",
426762834,,,Library Road,residential,30,,False,True,86.697,"LINESTRING (79.9259861 6.8447089, 79.9264945 6.8446643, 79.9267693 6.8446718)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,33.1,"LINESTRING (79.9223257 6.8428804, 79.9225283 6.8429291, 79.9226171 6.8429504)",
752124729,4,AA004,High Level Road,trunk,60,yes,False,True,46.441,"LINESTRING (79.9302846 6.8449619, 79.9299152 6.8451617)",
752124729,4,AA004,High Level Road,trunk,60,yes,False,False,70.048,"LINESTRING (79.9302846 6.8449619, 79.9303986 6.844902, 79.9305904 6.84485, 79.9307735 6.8448213, 79.9308921 6.844796)",
22364299,1,B504,Pamunuwa Road,secondary,40,,False,False,91.412,"LINESTRING (79.9288981 6.8491372, 79.9287115 6.8489823, 79.9284993 6.8488021, 79.9282655 6.8486068)",
22364299,1,B504,Pamunuwa Road,secondary,40,,False,True,205.923,"LINESTRING (79.9288981 6.8491372, 79.9290084 6.8493119, 79.9290946 6.849637, 79.9290959 6.850089, 79.9290897 6.85028, 79.929036 6.8504493, 79.9288601 6.850906)",
54031101,,,Damba Hena Road,residential,30,,False,False,115.938,"LINESTRING (79.9288981 6.8491372, 79.929024 6.8491669, 79.9292071 6.8492912, 79.92949 6.8495947, 79.9297444 6.8497165)",
54031101,,,Damba Hena Road,residential,30,,False,False,54.306,"LINESTRING (79.9297926 6.8497446, 79.9302742 6.849844)",
54031101,,,Damba Hena Road,residential,30,,False,True,6.171,"LINESTRING (79.9297926 6.8497446, 79.9297444 6.8497165)",
684179427,,,,residential,,,False,False,47.701,"LINESTRING (79.9297926 6.8497446, 79.9298558 6.8496732, 79.9298598 6.8495928, 79.9298112 6.8495646, 79.9297444 6.8495908, 79.9297386 6.849656, 79.9297444 6.8497165)",
54033357,,,,residential,30,,False,False,105.751,"LINESTRING (79.930871 6.8490818, 79.9310285 6.8481437)",
54033357,,,,residential,30,,False,True,105.751,"LINESTRING (79.9310285 6.8481437, 79.930871 6.8490818)",
28485290,,,Temple Road,tertiary,40,,False,True,82.979,"LINESTRING (79.9310285 6.8481437, 79.9305927 6.8480438, 79.9302952 6.8479801)",
54033362,,,,residential,30,,False,False,129.906,"LINESTRING (79.9310149 6.843162, 79.9298384 6.8431434)",
54033362,,,,residential,30,,False,False,55.643,"LINESTRING (79.9296777 6.8431262, 79.9295126 6.843599)",
54033362,,,,residential,30,,False,True,11.828,"LINESTRING (79.9296777 6.8431262, 79.9297846 6.8431333)",
30091824,,,Mahamegawatte Road,residential,30,,False,True,14.528,"LINESTRING (79.9295126 6.843599, 79.9295658 6.8437185)",
54033362,,,,residential,30,,False,True,55.643,"LINESTRING (79.9295126 6.843599, 79.9296777 6.8431262)",
28485290,,,Temple Road,tertiary,40,,False,False,17.657,"LINESTRING (79.9295202 6.8477386, 79.9296734 6.8477842)",
28485290,,,Temple Road,tertiary,40,,False,True,16.772,"LINESTRING (79.9295202 6.8477386, 79.9293849 6.84767)",
139507134,,,,residential,30,,False,True,181.745,"LINESTRING (79.9295202 6.8477386, 79.9294998 6.847986, 79.929315 6.8483214, 79.9292761 6.8485078, 79.9292801 6.8485437, 79.9293338 6.8485903, 79.9295162 6.8486689, 79.9295205 6.8491781)",
48859919,,AA004,High Level Road,trunk,50,,False,False,14.516,"LINESTRING (79.9299152 6.8451617, 79.9297996 6.8452239)",
752124729,4,AA004,High Level Road,trunk,60,yes,False,False,46.441,"LINESTRING (79.9299152 6.8451617, 79.9302846 6.8449619)",
30091824,,,Mahamegawatte Road,residential,30,,False,False,166.053,"LINESTRING (79.9299152 6.8451617, 79.9298773 6.8448228, 79.9297166 6.8440573, 79.9295658 6.8437185)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,30.279,"LINESTRING (79.9228766 6.8430385, 79.9227229 6.8429849, 79.9226171 6.8429504)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,60.129000000000005,"LINESTRING (79.9228766 6.8430385, 79.9230561 6.8431257, 79.9230778 6.8431362, 79.9233647 6.8432784)",
22364299,1,B504,Pamunuwa Road,secondary,40,,False,False,3.932,"LINESTRING (79.9274623 6.8479627, 79.9274335 6.8479419)",
22364299,1,B504,Pamunuwa Road,secondary,40,,False,True,114.11699999999999,"LINESTRING (79.9274623 6.8479627, 79.9280034 6.8483666, 79.9282655 6.8486068)",
139506697,,,Railway Avenue,residential,30,,True,False,143.296,"LINESTRING (79.9274623 6.8479627, 79.9279785 6.8475729, 79.9283752 6.8470624)",
22362995,2,B367,Piliyandala-Maharagama Road,secondary,50,,False,True,64.381,"LINESTRING (79.9260303 6.8429413, 79.9259749 6.8430644, 79.9259376 6.8431555, 79.9259057 6.8432816, 79.9258747 6.8434952)",
28485290,,,Temple Road,tertiary,40,,False,False,85.9,"LINESTRING (79.9283752 6.8470624, 79.9286565 6.8472724, 79.9290217 6.8474904)",
28485290,,,Temple Road,tertiary,40,,False,True,55.953,"LINESTRING (79.9283752 6.8470624, 79.9282979 6.84702, 79.9279399 6.8468048)",
156131111,,,,residential,,,False,False,147.824,"LINESTRING (79.9221689 6.8490779, 79.9225521 6.8492784, 79.9228349 6.84908, 79.9229602 6.8492573, 79.9232754 6.8491271)",
"[581782220, 375030150, 494229487]",,,,"['living_street', 'residential']",30,,False,False,169.55200000000002,"LINESTRING (79.9221689 6.8490779, 79.9224109 6.8486391, 79.9223244 6.8481319, 79.922342 6.8480895, 79.9225099 6.8476562)",
48675106,,,Elhena Road,residential,30,,False,True,66.494,"LINESTRING (79.9232754 6.8491271, 79.923581 6.8496424)",
48675106,,,Elhena Road,residential,30,,False,False,185.63299999999998,"LINESTRING (79.9232754 6.8491271, 79.9232308 6.8490373, 79.9230907 6.8487025, 79.9230628 6.8486359, 79.9229819 6.8484426, 79.9227996 6.8480518, 79.9227257 6.8478934, 79.9226382 6.8477851, 79.9225099 6.8476562)",
156131111,,,,residential,,,False,True,147.824,"LINESTRING (79.9232754 6.8491271, 79.9229602 6.8492573, 79.9228349 6.84908, 79.9225521 6.8492784, 79.9221689 6.8490779)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,87.509,"LINESTRING (79.9233647 6.8432784, 79.9240833 6.8436105)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,60.129000000000005,"LINESTRING (79.9233647 6.8432784, 79.9230778 6.8431362, 79.9230561 6.8431257, 79.9228766 6.8430385)",
637097365,,,,residential,30,,False,True,53.932,"LINESTRING (79.9233647 6.8432784, 79.9232393 6.8435599, 79.9231251 6.8436961)",
156131760,,,,residential,30,,False,True,22.347,"LINESTRING (79.9223327 6.8442097, 79.9221334 6.8441746)",
156131758,,,,residential,30,,False,True,145.055,"LINESTRING (79.9223327 6.8442097, 79.9224212 6.84393, 79.9225479 6.8436604, 79.9226116 6.8431285, 79.9226171 6.8429504)",
156131760,,,,residential,30,,False,False,71.99,"LINESTRING (79.9223327 6.8442097, 79.9225411 6.8442349, 79.922983 6.8442207)",
156131760,,,,residential,30,,False,False,22.347,"LINESTRING (79.9221334 6.8441746, 79.9223327 6.8442097)",
581426732,,,,living_street,,,False,False,46.539,"LINESTRING (79.9221334 6.8441746, 79.9222366 6.8437688)",
156131763,,,,residential,30,,False,False,41.737,"LINESTRING (79.9224769 6.8460023, 79.9225889 6.8456438)",
156131759,,,Subha Sadhaka Mawatha,residential,30,,False,True,64.148,"LINESTRING (79.9235818 6.8514332, 79.9231121 6.8510936)",
330919523,,,,residential,30,,False,False,11.938,"LINESTRING (79.9235818 6.8514332, 79.9236695 6.851496)",
156131760,,,,residential,30,,False,False,57.932,"LINESTRING (79.922983 6.8442207, 79.9234958 6.8443312)",
156131763,,,,residential,30,,False,True,164.114,"LINESTRING (79.922983 6.8442207, 79.9225889 6.8456438)",
156131760,,,,residential,30,,False,True,71.99,"LINESTRING (79.922983 6.8442207, 79.9225411 6.8442349, 79.9223327 6.8442097)",
156131950,,,Gramburg Watta 2nd Lane,residential,30,,False,True,114.218,"LINESTRING (79.9306346 6.8508912, 79.9304927 6.8501382, 79.9304601 6.8498791)",
156131948,,,Gramburg Watta 1st Lane,residential,30,,False,True,216.794,"LINESTRING (79.930247 6.8517128, 79.9301526 6.851368, 79.9300244 6.8510896, 79.9301276 6.8509152, 79.930166 6.8504906, 79.9302183 6.8503188, 79.9302452 6.8500392, 79.9302742 6.849844)",
22362995,2,B367,Piliyandala-Maharagama Road,secondary,50,,False,False,64.381,"LINESTRING (79.9258747 6.8434952, 79.9259057 6.8432816, 79.9259376 6.8431555, 79.9259749 6.8430644, 79.9260303 6.8429413)",
22362995,2,B367,Piliyandala-Maharagama Road,secondary,50,,False,True,83.482,"LINESTRING (79.9258747 6.8434952, 79.9258595 6.8436495, 79.9258542 6.8438294, 79.9258576 6.8439619, 79.9258729 6.844084, 79.9258901 6.8441794, 79.9258961 6.8442062, 79.9259088 6.8442397)",
199303901,,,,living_street,30,,False,False,124.953,"LINESTRING (79.9258747 6.8434952, 79.9260878 6.8435734, 79.9269287 6.8439045)",
156131758,,,,residential,30,,False,False,145.055,"LINESTRING (79.9226171 6.8429504, 79.9226116 6.8431285, 79.9225479 6.8436604, 79.9224212 6.84393, 79.9223327 6.8442097)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,33.1,"LINESTRING (79.9226171 6.8429504, 79.9225283 6.8429291, 79.9223257 6.8428804)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,30.279,"LINESTRING (79.9226171 6.8429504, 79.9227229 6.8429849, 79.9228766 6.8430385)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,25.825,"LINESTRING (79.9264478 6.8468599, 79.9263702 6.8466408)",
1040123894,2,B94,Maharagama-Dehiwala Road,primary,60,,True,False,10.83,"LINESTRING (79.9264478 6.8468599, 79.9264611 6.8469564)",
54031101,,,Damba Hena Road,residential,30,,False,False,20.891,"LINESTRING (79.9302742 6.849844, 79.9304601 6.8498791)",
54031101,,,Damba Hena Road,residential,30,,False,True,54.306,"LINESTRING (79.9302742 6.849844, 79.9297926 6.8497446)",
156131948,,,Gramburg Watta 1st Lane,residential,30,,False,False,216.79399999999998,"LINESTRING (79.9302742 6.849844, 79.9302452 6.8500392, 79.9302183 6.8503188, 79.930166 6.8504906, 79.9301276 6.8509152, 79.9300244 6.8510896, 79.9301526 6.851368, 79.930247 6.8517128)",
54031101,,,Damba Hena Road,residential,30,,False,True,20.891,"LINESTRING (79.9304601 6.8498791, 79.9302742 6.849844)",
156131950,,,Gramburg Watta 2nd Lane,residential,30,,False,False,114.218,"LINESTRING (79.9304601 6.8498791, 79.9304927 6.8501382, 79.9306346 6.8508912)",
156131759,,,Subha Sadhaka Mawatha,residential,30,,False,False,64.148,"LINESTRING (79.9231121 6.8510936, 79.9235818 6.8514332)",
1016062409,,,,residential,,,False,False,50.958,"LINESTRING (79.9231121 6.8510936, 79.9234526 6.8507842)",
1016062409,,,,residential,,,False,True,86.05000000000001,"LINESTRING (79.9231121 6.8510936, 79.9228066 6.8513865, 79.9225396 6.8516184)",
28485290,,,Temple Road,tertiary,40,,False,False,55.953,"LINESTRING (79.9279399 6.8468048, 79.9282979 6.84702, 79.9283752 6.8470624)",
637093305,,AA004,Old Road,trunk,50,,True,False,269.303,"LINESTRING (79.9279399 6.8468048, 79.9280349 6.8467411, 79.9289779 6.8461086, 79.9297437 6.8454887, 79.9298976 6.8453641)",
1016062409,,,,residential,,,False,True,65.51,"LINESTRING (79.9238902 6.8503863, 79.9234526 6.8507842)",
199138245,,,,residential,30,,False,True,209.462,"LINESTRING (79.9238902 6.8503863, 79.9248773 6.8511562, 79.9251401 6.8513307, 79.9253936 6.851534)",
1016062409,,,,residential,,,False,False,76.05,"LINESTRING (79.9238902 6.8503863, 79.9241936 6.8501342, 79.9244223 6.849952)",
1016062409,,,,residential,,,False,True,44.594,"LINESTRING (79.925177 6.8493711, 79.9248516 6.8496087)",
1016062409,,,,residential,,,False,False,116.649,"LINESTRING (79.925177 6.8493711, 79.9253821 6.8492157, 79.9257155 6.8489984, 79.9260458 6.8487748)",
494228259,,,,residential,,,False,True,77.175,"LINESTRING (79.9253936 6.851534, 79.9259111 6.8510674)",
199138245,,,,residential,30,,False,False,209.462,"LINESTRING (79.9253936 6.851534, 79.9251401 6.8513307, 79.9248773 6.8511562, 79.9238902 6.8503863)",
1016062409,,,,residential,,,False,False,86.05000000000001,"LINESTRING (79.9225396 6.8516184, 79.9228066 6.8513865, 79.9231121 6.8510936)",
22364299,1,B504,Pamunuwa Road,secondary,40,,False,True,76.304,"LINESTRING (79.9269037 6.8475015, 79.927381 6.8479041, 79.9274335 6.8479419)",
"[637093305, 259787604]",,AA004,Old Road,trunk,50,,True,False,138.16899999999998,"LINESTRING (79.9269037 6.8475015, 79.9272323 6.8472835, 79.9277768 6.8469129, 79.9279045 6.8468261, 79.9279399 6.8468048)",
199303901,,,,living_street,30,,False,True,124.953,"LINESTRING (79.9269287 6.8439045, 79.9260878 6.8435734, 79.9258747 6.8434952)",
48675109,,,Vipashyarama Road,residential,30,,False,True,227.399,"LINESTRING (79.9242049 6.8453921, 79.9245562 6.8454697, 79.9251344 6.8457456, 79.9255899 6.845875, 79.9261729 6.8459173)",
199962211,,,Station Road,residential,30,,False,True,182.398,"LINESTRING (79.9260458 6.8487748, 79.9265121 6.8495409, 79.9266979 6.8501077, 79.9265684 6.8501833)",
1016062409,,,,residential,,,False,False,58.331,"LINESTRING (79.9260458 6.8487748, 79.926266 6.8486596, 79.9265018 6.8485107)",
1016062409,,,,residential,,,False,True,116.649,"LINESTRING (79.9260458 6.8487748, 79.9257155 6.8489984, 79.9253821 6.8492157, 79.925177 6.8493711)",
199962211,,,Station Road,residential,30,,False,False,182.39800000000002,"LINESTRING (79.9265684 6.8501833, 79.9266979 6.8501077, 79.9265121 6.8495409, 79.9260458 6.8487748)",
"[298493084, 330194453]",,162,,residential,30,,False,False,57.783,"LINESTRING (79.9278993 6.8515778, 79.9281314 6.8516525, 79.9283844 6.8517702)",3
22364299,1,B504,Pamunuwa Road,secondary,40,,False,False,109.602,"LINESTRING (79.9283844 6.8517702, 79.9283902 6.8517572, 79.928534 6.8514583, 79.9288601 6.850906)",
"[298493084, 330194453]",,162,,residential,30,,False,True,57.783,"LINESTRING (79.9283844 6.8517702, 79.9281314 6.8516525, 79.9278993 6.8515778)",3
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,75.87,"LINESTRING (79.9260395 6.8449305, 79.926129 6.845607)",
48675110,,,Library Road,residential,30,,False,True,192.03699999999998,"LINESTRING (79.9260395 6.8449305, 79.9270459 6.8448813, 79.9270945 6.8449308, 79.9272548 6.8455687)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,25.439999999999998,"LINESTRING (79.9260395 6.8449305, 79.9260229 6.8448172, 79.9259861 6.8447089)",
330919523,,,,residential,30,,False,True,11.938,"LINESTRING (79.9236695 6.851496, 79.9235818 6.8514332)",
48675107,,,Vidyakara Mawtha,residential,30,,False,False,32.153,"LINESTRING (79.9228392 6.8463987, 79.9229715 6.8461411)",
48675107,,,Vidyakara Mawtha,residential,30,,False,True,142.346,"LINESTRING (79.9228392 6.8463987, 79.9225467 6.8470009, 79.9223333 6.8475746)",
375030133,,,,residential,30,,False,False,60.324,"LINESTRING (79.9228392 6.8463987, 79.9230248 6.8464944, 79.9233146 6.8466657)",
375030133,,,,residential,30,,False,False,16.594,"LINESTRING (79.9233146 6.8466657, 79.9233284 6.8468143)",
375030133,,,,residential,30,,False,True,60.324,"LINESTRING (79.9233146 6.8466657, 79.9230248 6.8464944, 79.9228392 6.8463987)",
375030134,,,,residential,30,,False,False,202.799,"LINESTRING (79.9233146 6.8466657, 79.9235152 6.8467448, 79.9244997 6.8470354, 79.9245983 6.8471283, 79.9248241 6.847524)",
375030133,,,,residential,30,,False,True,16.594,"LINESTRING (79.9233284 6.8468143, 79.9233146 6.8466657)",
375030134,,,,residential,30,,False,True,202.799,"LINESTRING (79.9248241 6.847524, 79.9245983 6.8471283, 79.9244997 6.8470354, 79.9235152 6.8467448, 79.9233146 6.8466657)",
709001425,,,,residential,30,,False,False,154.446,"LINESTRING (79.925096 6.847206, 79.9256362 6.84696, 79.9260065 6.8467595, 79.9263702 6.8466408)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,25.825,"LINESTRING (79.9263702 6.8466408, 79.9264478 6.8468599)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,20.904,"LINESTRING (79.9263702 6.8466408, 79.9263361 6.8465423, 79.9263093 6.8464628)",
709001425,,,,residential,30,,False,True,154.446,"LINESTRING (79.9263702 6.8466408, 79.9260065 6.8467595, 79.9256362 6.84696, 79.925096 6.847206)",
48675107,,,Vidyakara Mawtha,residential,30,,False,False,43.787,"LINESTRING (79.9229715 6.8461411, 79.9230938 6.8457665)",
48675107,,,Vidyakara Mawtha,residential,30,,False,True,32.153,"LINESTRING (79.9229715 6.8461411, 79.9228392 6.8463987)",
"[375030136, 581782076, 494228263, 375030135]",,,,residential,30,,False,"[False, True]",424.22,"LINESTRING (79.9229715 6.8461411, 79.923249 6.8462857, 79.9234591 6.8464202, 79.9238467 6.8465315, 79.9241413 6.8465686, 79.9242517 6.8461584, 79.9243927 6.8462203, 79.9245211 6.8463749, 79.924646 6.8464804, 79.9247577 6.8465022, 79.9249053 6.8464935, 79.9255081 6.8463959, 79.9262433 6.8462104)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,33.505,"LINESTRING (79.9262433 6.8462104, 79.9261729 6.8459173)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,28.996,"LINESTRING (79.9262433 6.8462104, 79.9263093 6.8464628)",
"[375030136, 375030135, 581782076, 494228263]",,,,residential,30,,False,"[False, True]",424.22,"LINESTRING (79.9262433 6.8462104, 79.9255081 6.8463959, 79.9249053 6.8464935, 79.9247577 6.8465022, 79.924646 6.8464804, 79.9245211 6.8463749, 79.9243927 6.8462203, 79.9242517 6.8461584, 79.9241413 6.8465686, 79.9238467 6.8465315, 79.9234591 6.8464202, 79.923249 6.8462857, 79.9229715 6.8461411)",
156131763,,,,residential,30,,False,False,164.114,"LINESTRING (79.9225889 6.8456438, 79.922983 6.8442207)",
156131763,,,,residential,30,,False,True,41.737,"LINESTRING (79.9225889 6.8456438, 79.9224769 6.8460023)",
375030137,,,,residential,30,,False,True,57.388,"LINESTRING (79.9225889 6.8456438, 79.9230938 6.8457665)",
48675106,,,Elhena Road,residential,30,,False,False,21.505,"LINESTRING (79.9225099 6.8476562, 79.9223333 6.8475746)",
48675106,,,Elhena Road,residential,30,,False,True,185.633,"LINESTRING (79.9225099 6.8476562, 79.9226382 6.8477851, 79.9227257 6.8478934, 79.9227996 6.8480518, 79.9229819 6.8484426, 79.9230628 6.8486359, 79.9230907 6.8487025, 79.9232308 6.8490373, 79.9232754 6.8491271)",
"[581782220, 375030150, 494229487]",,,,"['residential', 'living_street']",30,,False,True,169.55200000000002,"LINESTRING (79.9225099 6.8476562, 79.922342 6.8480895, 79.9223244 6.8481319, 79.9224109 6.8486391, 79.9221689 6.8490779)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,81.54,"LINESTRING (79.9247537 6.8439179, 79.9242761 6.8436921, 79.9240833 6.8436105)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,128.531,"LINESTRING (79.9247537 6.8439179, 79.9250129 6.8440404, 79.9255754 6.8443524, 79.9257488 6.844453, 79.9257745 6.8444719)",
405585951,,,,unclassified,,,False,False,128.953,"LINESTRING (79.9247537 6.8439179, 79.9250555 6.8433045, 79.925243 6.8428653)",
405585951,,,,unclassified,,,False,True,128.953,"LINESTRING (79.925243 6.8428653, 79.9250555 6.8433045, 79.9247537 6.8439179)",
426762833,,,Post Office Road,unclassified,,,False,False,143.474,"LINESTRING (79.9250697 6.8468489, 79.9258748 6.8466141, 79.9263093 6.8464628)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,False,28.996,"LINESTRING (79.9263093 6.8464628, 79.9262433 6.8462104)",
345510960,,B94,Maharagama-Dehiwala Road,primary,60,,False,True,20.904,"LINESTRING (79.9263093 6.8464628, 79.9263361 6.8465423, 79.9263702 6.8466408)",
426762833,,,Post Office Road,unclassified,,,False,True,143.474,"LINESTRING (79.9263093 6.8464628, 79.9258748 6.8466141, 79.9250697 6.8468489)",
