osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,ref,junction,width
22969767,Jonentalstrasse,tertiary,50,False,False,138.293,"LINESTRING (8.4549656 47.2766484, 8.4551576 47.2763678, 8.4551876 47.276324, 8.4554321 47.2761167, 8.4556627 47.2759211, 8.4558206 47.2758262, 8.4558701 47.2757965, 8.4561031 47.2757061)",,,,,
"[22969771, 156482276, 156482275]",Im Winkel,residential,50,False,False,93.268,"LINESTRING (8.4549656 47.2766484, 8.4548218 47.276609, 8.4547693 47.2765968, 8.4547329 47.2765883, 8.4542542 47.2764252, 8.4541453 47.2763881, 8.4538507 47.2762877)",yes,,,,
888750897,Jonentalstrasse,tertiary,50,False,True,110.03399999999999,"LINESTRING (8.4549656 47.2766484, 8.4547969 47.2768842, 8.45424 47.2774061, 8.4541803 47.27745, 8.4541569 47.2774672)",,2,,,
"[156482275, 156482276, 22969771]",Im Winkel,residential,50,False,True,93.268,"LINESTRING (8.4538507 47.2762877, 8.4541453 47.2763881, 8.4542542 47.2764252, 8.4547329 47.2765883, 8.4547693 47.2765968, 8.4548218 47.276609, 8.4549656 47.2766484)",yes,,,,
37743839,Wiesengrundstrasse,residential,30,False,False,77.77199999999999,"LINESTRING (8.4511214 47.2805983, 8.4513431 47.2803606, 8.4513944 47.2803421, 8.45168 47.2800167)",,,,,
82900763,Untere Bahnhofstrasse,tertiary,50,False,False,116.578,"LINESTRING (8.4511214 47.2805983, 8.4514422 47.2806857, 8.4519491 47.2808238, 8.4525555 47.280989)",,2,,,
82900763,Untere Bahnhofstrasse,tertiary,50,False,True,60.171,"LINESTRING (8.4511214 47.2805983, 8.4507856 47.2804976, 8.4506172 47.2804399, 8.4505282 47.2804027, 8.4504227 47.2803431)",,2,,,
172854860,Bergstrasse,residential,30,False,False,30.468,"LINESTRING (8.4475238 47.2773411, 8.447231 47.2774396, 8.4471607 47.277461)",,,,,
172854860,Bergstrasse,residential,30,False,True,42.673,"LINESTRING (8.4475238 47.2773411, 8.4476278 47.2773055, 8.4476687 47.2772915, 8.4477042 47.2772797, 8.4477541 47.2772625, 8.4477936 47.2772487, 8.4480304 47.2771704)",,,,,
302152689,Alte Obfelderstrasse,residential,30,False,True,121.438,"LINESTRING (8.4475238 47.2773411, 8.4474972 47.2773063, 8.4474656 47.2772676, 8.4474204 47.2772146, 8.4473838 47.2771748, 8.4473089 47.2770948, 8.4472864 47.2770722, 8.4472601 47.2770474, 8.446898 47.2767198, 8.4467945 47.2766263, 8.4465904 47.2764534)",,,,,
37772492,Seewadelstrasse,residential,30,False,True,105.031,"LINESTRING (8.449198 47.2806946, 8.4489122 47.2803018, 8.4488178 47.2801684, 8.4486074 47.2798395)",,,,,
"[313152986, 1174539389]",Zwillikerstrasse,tertiary,50,False,False,100.512,"LINESTRING (8.449198 47.2806946, 8.4498678 47.2805208, 8.4500864 47.2804641, 8.4502723 47.2804053, 8.4504227 47.2803431)",,,,,
313152986,Zwillikerstrasse,tertiary,50,False,True,164.309,"LINESTRING (8.449198 47.2806946, 8.44913 47.2807254, 8.4490632 47.2807556, 8.4489519 47.280806, 8.4488472 47.2808699, 8.4485891 47.2810349, 8.4476428 47.2816398, 8.4475802 47.2816804)",,,,,
23320783,Zürichstrasse,secondary,50,False,False,133.34400000000002,"LINESTRING (8.4539717 47.2774852, 8.4539412 47.2774751, 8.4538699 47.2774514, 8.4535404 47.2773082, 8.4534416 47.2772711, 8.4531747 47.2771711, 8.4528048 47.2770323, 8.4524809 47.2769109, 8.4524351 47.2768937)",,2,382,,
23320789,Zürichstrasse,secondary,50,True,False,15.510000000000002,"LINESTRING (8.4539717 47.2774852, 8.4540018 47.2774662, 8.4540388 47.2774541, 8.4540796 47.2774502, 8.4541202 47.2774547, 8.4541569 47.2774672)",,,,roundabout,
23320789,Zürichstrasse,secondary,50,True,False,15.98,"LINESTRING (8.4541709 47.2776095, 8.4541358 47.2776256, 8.4540951 47.2776336, 8.4540527 47.2776326, 8.4540129 47.2776229, 8.4539794 47.2776053)",,,,roundabout,
36970983,Zürichstrasse,secondary,50,False,True,113.92699999999999,"LINESTRING (8.4541709 47.2776095, 8.4541959 47.2776356, 8.4542654 47.2777083, 8.4543281 47.2777979, 8.45437 47.2778858, 8.4543726 47.2780619, 8.454338 47.2782015, 8.4542973 47.2782903, 8.4541179 47.2785695)",,,,,
23320789,Zürichstrasse,secondary,50,True,False,18.076,"LINESTRING (8.4541569 47.2774672, 8.4541857 47.277486, 8.4542052 47.2775096, 8.4542137 47.2775361, 8.4542104 47.2775631, 8.4541957 47.2775883, 8.4541709 47.2776095)",,,,roundabout,
888750897,Jonentalstrasse,tertiary,50,False,False,110.034,"LINESTRING (8.4541569 47.2774672, 8.4541803 47.27745, 8.45424 47.2774061, 8.4547969 47.2768842, 8.4549656 47.2766484)",,2,,,
23320808,Bahnhofplatz,tertiary,50,True,False,18.202,"LINESTRING (8.4456135 47.274942, 8.4456411 47.2749223, 8.4456764 47.2749091, 8.4457159 47.274904, 8.4457559 47.2749073, 8.4457924 47.2749187, 8.4458221 47.2749371)",,,,roundabout,
"[582690199, 207578319, 23320805, 47032431]",Bahnhofplatz,tertiary,50,False,False,140.291,"LINESTRING (8.4458187 47.2750499, 8.4458429 47.2750735, 8.4458922 47.2751216, 8.4459386 47.2751665, 8.4459852 47.2752053, 8.4460336 47.2752381, 8.4463246 47.275379, 8.4463855 47.2754244, 8.4468063 47.275786, 8.4470411 47.2759894)",,2,,,
23320808,Bahnhofplatz,tertiary,50,True,False,29.679000000000002,"LINESTRING (8.4458187 47.2750499, 8.4457961 47.2750639, 8.4457693 47.2750739, 8.4457398 47.2750794, 8.4457092 47.27508, 8.4456792 47.2750758, 8.4456515 47.275067, 8.4456277 47.275054, 8.4456089 47.2750375, 8.4455967 47.2750192, 8.4455909 47.2749994, 8.4455918 47.2749793, 8.4455995 47.2749598, 8.4456135 47.274942)",,,,roundabout,
37836486,Lichtmattstrasse,residential,30,False,True,136.133,"LINESTRING (8.4464712 47.2745514, 8.4465567 47.2746026, 8.4466713 47.2746323, 8.4467428 47.2746679, 8.446955 47.274851, 8.4470409 47.2749037, 8.4470958 47.2749233, 8.4471692 47.2749171, 8.4477151 47.2745691, 8.4478299 47.2745211)",,,,,
325830429,Büelstrasse,tertiary,50,False,False,65.27199999999999,"LINESTRING (8.4464712 47.2745514, 8.4461683 47.2747545, 8.4459322 47.2748895, 8.4458615 47.2749201, 8.4458221 47.2749371)",,2,,,
325830429,Büelstrasse,tertiary,50,False,True,91.969,"LINESTRING (8.4464712 47.2745514, 8.4469679 47.2742455, 8.4472466 47.2740893, 8.4474034 47.2740205)",,2,,,
23320808,Bahnhofplatz,tertiary,50,True,False,13.581999999999999,"LINESTRING (8.4458221 47.2749371, 8.445838 47.2749544, 8.4458476 47.2749737, 8.4458505 47.2749939, 8.4458464 47.2750141, 8.4458356 47.2750331, 8.4458187 47.2750499)",,,,roundabout,
325830429,Büelstrasse,tertiary,50,False,True,65.27199999999999,"LINESTRING (8.4458221 47.2749371, 8.4458615 47.2749201, 8.4459322 47.2748895, 8.4461683 47.2747545, 8.4464712 47.2745514)",,2,,,
21662033,Jonentalstrasse,tertiary,50,False,False,137.994,"LINESTRING (8.4561031 47.2757061, 8.4567483 47.275537, 8.4570765 47.2754765, 8.4575415 47.2754624, 8.4578707 47.275491)",,,,,
22969767,Jonentalstrasse,tertiary,50,False,True,138.29299999999998,"LINESTRING (8.4561031 47.2757061, 8.4558701 47.2757965, 8.4558206 47.2758262, 8.4556627 47.2759211, 8.4554321 47.2761167, 8.4551876 47.276324, 8.4551576 47.2763678, 8.4549656 47.2766484)",,,,,
37741145,Alte Jonentalstrasse,residential,50,False,False,141.262,"LINESTRING (8.4561031 47.2757061, 8.4561034 47.2756708, 8.4561039 47.2756162, 8.4566022 47.2752672, 8.4569587 47.275026, 8.4573214 47.2747729)",,,,,
37741145,Alte Jonentalstrasse,residential,50,False,True,141.262,"LINESTRING (8.4573214 47.2747729, 8.4569587 47.275026, 8.4566022 47.2752672, 8.4561039 47.2756162, 8.4561034 47.2756708, 8.4561031 47.2757061)",,,,,
82900763,Untere Bahnhofstrasse,tertiary,50,False,False,60.17099999999999,"LINESTRING (8.4504227 47.2803431, 8.4505282 47.2804027, 8.4506172 47.2804399, 8.4507856 47.2804976, 8.4511214 47.2805983)",,2,,,
"[35908083, 383326045]",Untere Bahnhofstrasse,tertiary,50,False,True,102.99199999999999,"LINESTRING (8.4504227 47.2803431, 8.4503706 47.2802977, 8.4503168 47.2802429, 8.4502386 47.2801443, 8.450172 47.2800482, 8.4498052 47.2795191)",,2,,,
"[313152986, 1174539389]",Zwillikerstrasse,tertiary,50,False,True,100.512,"LINESTRING (8.4504227 47.2803431, 8.4502723 47.2804053, 8.4500864 47.2804641, 8.4498678 47.2805208, 8.449198 47.2806946)",,,,,
678747036,Zürichstrasse,secondary,50,False,True,3.849,"LINESTRING (8.4539863 47.2794656, 8.4539973 47.2794994)",,2,,,
