osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,bridge,tunnel,junction
119593766,2,Oberdorfstrasse,residential,30,False,True,22.271,"LINESTRING (8.3147008 47.4781067, 8.3145825 47.4780488, 8.3144477 47.4780039)",,,,,
8573693,2,Oberdorfstrasse,residential,30,False,False,181.426,"LINESTRING (8.3123981 47.477268, 8.3126008 47.4772696, 8.3127169 47.4772564, 8.3129322 47.4772977, 8.3131589 47.4773832, 8.3133058 47.4774563, 8.3135251 47.4775888, 8.3136505 47.4776888, 8.3137727 47.4777794, 8.3139013 47.4778433, 8.3140307 47.4778981, 8.3142026 47.4779478, 8.3142543 47.4779627, 8.3144477 47.4780039)",,,,,
"[913235773, 125357493, 19795135]",3,Sonnenbergstrasse,secondary,50,False,True,114.712,"LINESTRING (8.3123981 47.477268, 8.3125214 47.4774097, 8.3125546 47.4774478, 8.3126741 47.4775849, 8.3128474 47.4777838, 8.3129186 47.4778655, 8.3131319 47.4780332, 8.3132614 47.478111)",,,,,
"[989208338, 30076051, 125357494]","['2', '3']",Sonnenbergstrasse,secondary,50,False,False,325.20700000000005,"LINESTRING (8.3123981 47.477268, 8.3122611 47.477112, 8.3120993 47.4769279, 8.311586 47.4761595, 8.3113082 47.4757488, 8.3110805 47.4754071, 8.3110278 47.475312, 8.3110106 47.4752809, 8.3109571 47.475156, 8.310873 47.4748584, 8.3108616 47.4747892, 8.3108487 47.4746041, 8.3108452 47.4745672)",295,,,,
"[538971505, 8062827, 1250919630]",,Limmatauweg,residential,,False,True,413.16799999999995,"LINESTRING (8.3123981 47.477268, 8.3123261 47.4772737, 8.3122195 47.4772928, 8.3121478 47.477286, 8.3120867 47.4772399, 8.3120647 47.4771028, 8.3120121 47.4769878, 8.3118318 47.4767866, 8.3117777 47.4767297, 8.3116621 47.476608, 8.311446 47.4764824, 8.3112216 47.4763892, 8.3111309 47.4763274, 8.3110108 47.4761806, 8.3107748 47.475892, 8.3107322 47.4758545, 8.3106779 47.4758306, 8.3105743 47.4758259, 8.3104973 47.4758126, 8.3104227 47.4757726, 8.3103663 47.4757147, 8.3103259 47.4755763, 8.3103199 47.4755532, 8.3103034 47.4754878, 8.3102987 47.4754257, 8.3103088 47.4753701, 8.3103267 47.475318, 8.3104029 47.4751844, 8.3104119 47.4750289, 8.3104936 47.4746842, 8.3105668 47.4744111, 8.3106005 47.4742925, 8.3106087 47.4742702)",,4,,,
"[28427460, 915576647, 28302641, 13208725, 1251051254]","['4', '3']","['Hochbrücke', 'Mellingerstrasse']",secondary,50,False,"[False, True]",368.877,"LINESTRING (8.3119557 47.4717928, 8.3118441 47.4717943, 8.3118348 47.4717938, 8.3117731 47.4717902, 8.3117054 47.4717828, 8.3110009 47.4717249, 8.3101576 47.4716564, 8.3085662 47.4715249, 8.3083642 47.4715106, 8.3079754 47.4714999, 8.3077545 47.4715087, 8.3074943 47.4715177, 8.3073131 47.4715239, 8.3070749 47.4715312)",278,,yes,,
"[125357500, 13208726]",3,Wettingerstrasse,secondary,50,False,True,121.50500000000002,"LINESTRING (8.3119557 47.4717928, 8.3119395 47.4718918, 8.3119326 47.4719216, 8.3119071 47.4720374, 8.3118996 47.4720895, 8.3118996 47.4721175, 8.3119022 47.4721461, 8.3119222 47.4721757, 8.3119473 47.4722011, 8.3119843 47.4722198, 8.3120345 47.4722359, 8.3121288 47.4722631, 8.3122552 47.4722996, 8.3124022 47.4723394, 8.3124907 47.4723665, 8.3125252 47.4723843, 8.3125498 47.4724019, 8.3125666 47.4724263, 8.3125748 47.472448, 8.3125798 47.472473, 8.3125798 47.4725052, 8.3125742 47.472537, 8.3125604 47.4725655, 8.3125384 47.4725849, 8.3125083 47.4725964)",278;295,,,,
"[22941540, 942534734]",3,Seminarstrasse,secondary,50,False,False,213.12599999999998,"LINESTRING (8.3119557 47.4717928, 8.3120741 47.4717197, 8.3121699 47.4716199, 8.3122073 47.4715624, 8.312255 47.471458, 8.3122943 47.4712931, 8.312324 47.4711095, 8.3123227 47.4709182, 8.3123048 47.47076, 8.3122805 47.4706057, 8.3122501 47.4704136, 8.3122316 47.4702669, 8.3122222 47.4702031, 8.3121846 47.4699485)",278,,,,
942568330,4,Wettingerstrasse,secondary,50,False,False,33.019,"LINESTRING (8.3119557 47.4717928, 8.3121284 47.4717802, 8.3122484 47.4717612, 8.3123357 47.4717419, 8.3123825 47.4717291)",295,,,,
23295355,,Kirchweg,residential,50,False,False,40.294,"LINESTRING (8.3070749 47.4715312, 8.3071715 47.4716458, 8.3072613 47.4717144, 8.3073616 47.4717525, 8.3074499 47.4717656)",,,,,
27597679,5,Mellingerstrasse,secondary,50,False,False,53.153000000000006,"LINESTRING (8.3070749 47.4715312, 8.3066718 47.4715515, 8.3063731 47.4715173)",278,,,,
"[28427460, 915576647, 28302641, 13208725, 1251051254]","['4', '3']","['Hochbrücke', 'Mellingerstrasse']",secondary,50,False,"[False, True]",368.87699999999995,"LINESTRING (8.3070749 47.4715312, 8.3073131 47.4715239, 8.3074943 47.4715177, 8.3077545 47.4715087, 8.3079754 47.4714999, 8.3083642 47.4715106, 8.3085662 47.4715249, 8.3101576 47.4716564, 8.3110009 47.4717249, 8.3117054 47.4717828, 8.3117731 47.4717902, 8.3118348 47.4717938, 8.3118441 47.4717943, 8.3119557 47.4717928)",278,,yes,,
"[375712388, 921878421]",,Weite Gasse,"['residential', 'living_street']",20,False,True,45.65,"LINESTRING (8.3070749 47.4715312, 8.3070856 47.4716566, 8.3071059 47.4717775, 8.3071469 47.4718199, 8.3072368 47.4719147)",,8,,,
"[860140297, 19205858, 860140298, 19205855]",1,"['Obere Halde', 'Rathausgasse']",living_street,20,True,False,229.03000000000003,"LINESTRING (8.3079793 47.4730357, 8.3080861 47.4730596, 8.3087336 47.4732037, 8.3089025 47.4732384, 8.3089519 47.4732475, 8.3090249 47.4732765, 8.3092259 47.4732743, 8.3092713 47.4732648, 8.3092557 47.4731187, 8.3092656 47.4730046, 8.3092952 47.47288, 8.3093851 47.4726392, 8.3094061 47.4725114, 8.3093167 47.4723731, 8.3092595 47.4723034, 8.3092009 47.4722422, 8.3092053 47.4722057, 8.3092487 47.472179)",,,,building_passage,
24491544,,Weite Gasse,living_street,20,False,True,17.966,"LINESTRING (8.3079793 47.4730357, 8.3079349 47.4731337, 8.3079142 47.4731911)",,,,,
"[35275932, 43618311]",,Weite Gasse,living_street,20,False,False,14.666,"LINESTRING (8.3079793 47.4730357, 8.3080291 47.4729248, 8.3080294 47.4729088)",,"['4.7', '8']",,,
24380897,2,Mellingerstrasse,secondary,50,True,False,3.555,"LINESTRING (8.3026048 47.4702701, 8.3025576 47.4702681)",279,,,,roundabout
"[776607088, 24366049]",2,Mellingerstrasse,secondary,50,False,False,183.94899999999998,"LINESTRING (8.3026048 47.4702701, 8.3026742 47.4703532, 8.3028471 47.4704543, 8.3032683 47.4705861, 8.3037398 47.4707092, 8.3038881 47.4707473, 8.3041754 47.4708245, 8.3044929 47.4708957, 8.3047768 47.4709721)",279,,,,
"[1199469600, 1199469601, 28427461, 19794935, 19795224, 1199469599]","['4', '3', '5']",Bruggerstrasse,primary,50,False,False,363.424,"LINESTRING (8.3058132 47.4746784, 8.3059496 47.4745415, 8.3060333 47.4744476, 8.3061738 47.4742756, 8.3063061 47.4740678, 8.3063659 47.4739482, 8.3064071 47.4738486, 8.3064587 47.4736818, 8.3064683 47.4735607, 8.3064098 47.4727861, 8.3063964 47.4727031, 8.3063508 47.4724206, 8.3063143 47.4721945, 8.3063206 47.4719865, 8.3063252 47.4718361, 8.3063731 47.4715173)",3,,,yes,
691262640,3,Bruggerstrasse,primary,50,True,False,84.703,"LINESTRING (8.3058132 47.4746784, 8.305779 47.4747894, 8.3055565 47.4750328, 8.3054694 47.4751237, 8.3054328 47.4751655, 8.3052817 47.4753437)",3,,,,
"[691484283, 264923821]","['2', '3']",Bruggerstrasse,primary,50,True,False,48.706,"LINESTRING (8.3043125 47.4774143, 8.3043366 47.4773375, 8.3043593 47.4772774, 8.3044006 47.4772055, 8.3044644 47.4771162, 8.304561 47.4770141)",3,,,,
548566468,4,Bruggerstrasse,primary,50,False,True,26.698,"LINESTRING (8.3043125 47.4774143, 8.3041905 47.4775639, 8.3041395 47.477624)",3,,,,
672376221,3,Haselstrasse,residential,50,False,True,72.107,"LINESTRING (8.3043125 47.4774143, 8.3045116 47.4774828, 8.3051714 47.4777033)",,,,,
30076048,2,Haselstrasse,residential,50,False,False,98.97,"LINESTRING (8.3063501 47.4781002, 8.3062037 47.4780498, 8.306172 47.4780393, 8.3056753 47.4778713, 8.3051714 47.4777033)",,,,,
"[19794896, 1113397121]",,Güterstrasse,residential,30,False,True,102.42399999999999,"LINESTRING (8.3063501 47.4781002, 8.3064202 47.4780152, 8.3064858 47.4778987, 8.3065907 47.4776994, 8.3066988 47.4775085, 8.3067563 47.4774498, 8.3069035 47.4773577, 8.3069811 47.477301)",,5,,,
"[19205856, 909790466, 22724598]",,"['Kronengasse', 'Untere Halde']",residential,20,False,"[False, True]",302.258,"LINESTRING (8.3092487 47.472179, 8.3093051 47.4721852, 8.309375 47.4722196, 8.3095466 47.4723214, 8.3097271 47.4724021, 8.3100175 47.4725235, 8.3100082 47.4725457, 8.3099286 47.4727362, 8.3097514 47.4732426, 8.3096558 47.4734037, 8.3097082 47.4735681, 8.309605 47.4738389, 8.3095354 47.4741886, 8.3095307 47.4742163, 8.3094947 47.4745617)",,,,,
1251051250,,Grabenstrasse,living_street,20,False,True,19.542,"LINESTRING (8.3092487 47.472179, 8.3091921 47.4721171, 8.3091042 47.472033)",,,,,
"[23295514, 19205859, 43662710, 404249903]",,Kanalstrasse,residential,20,False,False,56.257000000000005,"LINESTRING (8.3108971 47.4727677, 8.3109069 47.4727695, 8.3109917 47.4727853, 8.3110813 47.4727764, 8.3111383 47.472768, 8.3111902 47.4727417, 8.3112557 47.4727056, 8.3113769 47.4726168, 8.3115225 47.4725532)",,,,building_passage,
"[125357500, 13208726]",3,Wettingerstrasse,secondary,50,False,False,121.505,"LINESTRING (8.3125083 47.4725964, 8.3125384 47.4725849, 8.3125604 47.4725655, 8.3125742 47.472537, 8.3125798 47.4725052, 8.3125798 47.472473, 8.3125748 47.472448, 8.3125666 47.4724263, 8.3125498 47.4724019, 8.3125252 47.4723843, 8.3124907 47.4723665, 8.3124022 47.4723394, 8.3122552 47.4722996, 8.3121288 47.4722631, 8.3120345 47.4722359, 8.3119843 47.4722198, 8.3119473 47.4722011, 8.3119222 47.4721757, 8.3119022 47.4721461, 8.3118996 47.4721175, 8.3118996 47.4720895, 8.3119071 47.4720374, 8.3119326 47.4719216, 8.3119395 47.4718918, 8.3119557 47.4717928)",278;295,,,,
694096976,3,Wettingerstrasse,secondary,50,False,True,85.069,"LINESTRING (8.3125083 47.4725964, 8.3120764 47.4726371, 8.3118914 47.472678, 8.311715 47.4727441, 8.3116038 47.4727993, 8.3114864 47.4728742)",278;295,,,,
26326948,2,Ehrendingerstrasse,secondary,50,True,False,47.092,"LINESTRING (8.3114864 47.4728742, 8.3114688 47.4729397, 8.3113226 47.4731111, 8.311279 47.4731622, 8.3111996 47.4732467)",,,,,
694096976,3,Wettingerstrasse,secondary,50,False,False,85.069,"LINESTRING (8.3114864 47.4728742, 8.3116038 47.4727993, 8.311715 47.4727441, 8.3118914 47.472678, 8.3120764 47.4726371, 8.3125083 47.4725964)",278;295,,,,
"[125357493, 913235773, 19795135]",3,Sonnenbergstrasse,secondary,50,False,False,114.712,"LINESTRING (8.3132614 47.478111, 8.3131319 47.4780332, 8.3129186 47.4778655, 8.3128474 47.4777838, 8.3126741 47.4775849, 8.3125546 47.4774478, 8.3125214 47.4774097, 8.3123981 47.477268)",,,,,
194484241,,Kanalstrasse,residential,,True,False,12.867,"LINESTRING (8.3111413 47.4731379, 8.3111996 47.4732467)",,,,,
27582734,,Kanalstrasse,residential,30,False,True,80.29099999999998,"LINESTRING (8.3111413 47.4731379, 8.3111277 47.4730993, 8.3111196 47.4730409, 8.3111184 47.4730193, 8.3111308 47.4729921, 8.3111661 47.4729586, 8.3112991 47.4728551, 8.311447 47.4727632, 8.3115564 47.4726965, 8.3115771 47.4726808, 8.3115865 47.4726643, 8.3115865 47.472649, 8.3115821 47.4726299, 8.3115708 47.4726117, 8.3115225 47.4725532)",,,,,
437062297,1,Sonnenbergstrasse,secondary,50,True,False,39.901,"LINESTRING (8.3111413 47.4731379, 8.3113233 47.4729663, 8.3113914 47.4729055, 8.3114864 47.4728742)",,,,,
"[19205856, 909790466, 22724598]",,"['Kronengasse', 'Untere Halde']",residential,20,False,"[False, True]",302.25800000000004,"LINESTRING (8.3094947 47.4745617, 8.3095307 47.4742163, 8.3095354 47.4741886, 8.309605 47.4738389, 8.3097082 47.4735681, 8.3096558 47.4734037, 8.3097514 47.4732426, 8.3099286 47.4727362, 8.3100082 47.4725457, 8.3100175 47.4725235, 8.3097271 47.4724021, 8.3095466 47.4723214, 8.309375 47.4722196, 8.3093051 47.4721852, 8.3092487 47.472179)",,,,,
"[538971505, 8062827, 1250919630]",,Limmatauweg,residential,,False,False,413.16800000000006,"LINESTRING (8.3106087 47.4742702, 8.3106005 47.4742925, 8.3105668 47.4744111, 8.3104936 47.4746842, 8.3104119 47.4750289, 8.3104029 47.4751844, 8.3103267 47.475318, 8.3103088 47.4753701, 8.3102987 47.4754257, 8.3103034 47.4754878, 8.3103199 47.4755532, 8.3103259 47.4755763, 8.3103663 47.4757147, 8.3104227 47.4757726, 8.3104973 47.4758126, 8.3105743 47.4758259, 8.3106779 47.4758306, 8.3107322 47.4758545, 8.3107748 47.475892, 8.3110108 47.4761806, 8.3111309 47.4763274, 8.3112216 47.4763892, 8.311446 47.4764824, 8.3116621 47.476608, 8.3117777 47.4767297, 8.3118318 47.4767866, 8.3120121 47.4769878, 8.3120647 47.4771028, 8.3120867 47.4772399, 8.3121478 47.477286, 8.3122195 47.4772928, 8.3123261 47.4772737, 8.3123981 47.477268)",,4,,,
24491544,,Weite Gasse,living_street,20,False,False,17.966,"LINESTRING (8.3079142 47.4731911, 8.3079349 47.4731337, 8.3079793 47.4730357)",,,,,
23295398,,Ehrendingerstrasse,secondary,50,True,False,24.92,"LINESTRING (8.3113663 47.4738016, 8.311244 47.473733, 8.3110789 47.4736989)",,,,,
23295399,2,Ehrendingerstrasse,secondary,50,False,False,77.316,"LINESTRING (8.3113663 47.4738016, 8.3116437 47.4741174, 8.3118914 47.4743995)",279,,,,
"[23295399, 702379039]",2,Ehrendingerstrasse,secondary,50,False,True,334.90999999999997,"LINESTRING (8.3145835 47.4767872, 8.3144685 47.4766943, 8.3141842 47.4764751, 8.3138429 47.4762127, 8.3132988 47.475793, 8.3130344 47.4755962, 8.3129596 47.4755365, 8.312761 47.475355, 8.3125766 47.4751706, 8.3123579 47.4749217, 8.3118914 47.4743995)",279,,,,
"[22941540, 942534734]",3,Seminarstrasse,secondary,50,False,True,213.12600000000003,"LINESTRING (8.3121846 47.4699485, 8.3122222 47.4702031, 8.3122316 47.4702669, 8.3122501 47.4704136, 8.3122805 47.4706057, 8.3123048 47.47076, 8.3123227 47.4709182, 8.312324 47.4711095, 8.3122943 47.4712931, 8.312255 47.471458, 8.3122073 47.4715624, 8.3121699 47.4716199, 8.3120741 47.4717197, 8.3119557 47.4717928)",278,,,,
125584505,,Seminarstrasse,secondary,50,False,False,52.083,"LINESTRING (8.3121846 47.4699485, 8.3120725 47.469522, 8.3120628 47.4694874)",278,,,,
"[586063454, 691262662]",4,Neuenhoferstrasse,primary,50,False,True,181.03600000000003,"LINESTRING (8.3065664 47.4698945, 8.3064926 47.4704739, 8.306404 47.4712048, 8.3063895 47.471353, 8.3063731 47.4715173)",3,,,,
691484301,5,Bruggerstrasse,primary,50,False,False,32.025,"LINESTRING (8.3036904 47.478153, 8.3039025 47.4779032)",3,,,,
23109460,,Wiesenstrasse,residential,30,False,True,144.345,"LINESTRING (8.3036904 47.478153, 8.3035004 47.4780848, 8.3031395 47.4779335, 8.3020397 47.4774898)",,,,,
120117821,3,Bruggerstrasse,primary,50,True,False,16.37,"LINESTRING (8.3048009 47.4767308, 8.3048481 47.4766496, 8.3048723 47.4765919)",3,,,,
403561584,1,Gartenstrasse,residential,50,True,False,18.143,"LINESTRING (8.3048009 47.4767308, 8.3047761 47.4766739, 8.3047455 47.4766292, 8.3046965 47.4765858)",,,,,
368034753,,Martinsbergstrasse,living_street,20,False,True,13.353,"LINESTRING (8.3021144 47.4755179, 8.3022597 47.4754488)",,,,,
1271034336,,Gartenstrasse,living_street,20,False,True,13.795,"LINESTRING (8.3021144 47.4755179, 8.3022971 47.4755298)",,,,,
368034753,,Martinsbergstrasse,living_street,20,False,False,263.086,"LINESTRING (8.3052012 47.4742161, 8.3051823 47.4742497, 8.3051662 47.4742756, 8.3051503 47.4742963, 8.3051307 47.4743158, 8.3051028 47.4743327, 8.3050708 47.4743453, 8.3042473 47.4745958, 8.3041897 47.4746133, 8.3039293 47.4746925, 8.3038831 47.4747102, 8.3038361 47.4747306, 8.303577 47.474847, 8.3032758 47.4749816, 8.3024928 47.4753408, 8.3022597 47.4754488)",,,,,
608019514,2,Rütistrasse,residential,50,False,False,21.413,"LINESTRING (8.3052012 47.4742161, 8.3052882 47.4742191, 8.3053522 47.4742246, 8.3054183 47.4742359, 8.3054779 47.4742536)",,,,,
692001662,,Rütistrasse,residential,50,False,True,192.60599999999997,"LINESTRING (8.3052012 47.4742161, 8.3051122 47.474218, 8.3050317 47.4742239, 8.3049353 47.4742336, 8.3047565 47.4742537, 8.3045661 47.4742771, 8.3042744 47.4743115, 8.3037969 47.4743678, 8.3033323 47.4744226, 8.3028264 47.4744836, 8.3027858 47.4744861, 8.3027533 47.4744843, 8.3027215 47.4744772, 8.3026952 47.4744632, 8.3026862 47.4744562)",,,,,
148578644,,Hahnrainweg,residential,,False,False,64.317,"LINESTRING (8.3054779 47.4742536, 8.3055257 47.4742176, 8.3056484 47.474124, 8.3056745 47.4741057, 8.3056976 47.4740911, 8.30572 47.4740785, 8.3057486 47.4740657, 8.3057827 47.4740534, 8.3059747 47.4739964, 8.3060315 47.4739843, 8.3061847 47.4739566)",,,,,
608019514,2,Rütistrasse,residential,50,False,False,114.936,"LINESTRING (8.3054779 47.4742536, 8.3055111 47.4742698, 8.305542 47.4742923, 8.3055598 47.4743095, 8.3055715 47.4743274, 8.3055792 47.4743452, 8.305586 47.4743762, 8.30558 47.4744091, 8.3055668 47.4744369, 8.3055494 47.4744618, 8.3055199 47.4744895, 8.3054846 47.4745176, 8.3049032 47.4749426, 8.3048902 47.4749622, 8.3048824 47.4750104, 8.3048805 47.4750527, 8.3048898 47.4750849)",,,,,
608019514,2,Rütistrasse,residential,50,False,True,21.413,"LINESTRING (8.3054779 47.4742536, 8.3054183 47.4742359, 8.3053522 47.4742246, 8.3052882 47.4742191, 8.3052012 47.4742161)",,,,,
548566466,5,Bruggerstrasse,primary,50,False,True,35.792,"LINESTRING (8.3041395 47.477624, 8.3039025 47.4779032)",3,,,,
548566469,,Mäderstrasse,residential,30,True,False,9.285,"LINESTRING (8.3041395 47.477624, 8.3040335 47.4775811)",,,,,
548566468,4,Bruggerstrasse,primary,50,False,False,26.698,"LINESTRING (8.3041395 47.477624, 8.3041905 47.4775639, 8.3043125 47.4774143)",3,,,,
141480459,,St. Christophstrasse,residential,30,False,True,30.429,"LINESTRING (8.3020397 47.4774898, 8.3022439 47.4772535)",,,,,
23109460,,Wiesenstrasse,residential,30,False,False,144.34500000000003,"LINESTRING (8.3020397 47.4774898, 8.3031395 47.4779335, 8.3035004 47.4780848, 8.3036904 47.478153)",,,,,
692001662,,Rütistrasse,residential,50,False,False,192.606,"LINESTRING (8.3026862 47.4744562, 8.3026952 47.4744632, 8.3027215 47.4744772, 8.3027533 47.4744843, 8.3027858 47.4744861, 8.3028264 47.4744836, 8.3033323 47.4744226, 8.3037969 47.4743678, 8.3042744 47.4743115, 8.3045661 47.4742771, 8.3047565 47.4742537, 8.3049353 47.4742336, 8.3050317 47.4742239, 8.3051122 47.474218, 8.3052012 47.4742161)",,,,,
"[412995225, 692001662]",2,Rütistrasse,residential,50,False,True,481.80500000000006,"LINESTRING (8.3026862 47.4744562, 8.3026776 47.4744439, 8.3026708 47.4744218, 8.3026756 47.4743994, 8.3026914 47.4743795, 8.3027235 47.4743573, 8.3027686 47.4743392, 8.302924 47.4742905, 8.303025 47.4742547, 8.303053 47.4742447, 8.3034911 47.4740756, 8.3035822 47.4740439, 8.3037952 47.4739696, 8.304074 47.4738826, 8.3042304 47.473838, 8.3045794 47.4737461, 8.3056098 47.4735168, 8.3057751 47.473495, 8.3058312 47.4734922, 8.3058839 47.473486, 8.3059351 47.473477, 8.30596 47.4734634, 8.3059725 47.4734495, 8.3059816 47.4734284, 8.3059807 47.4734123, 8.3059749 47.473398, 8.3059659 47.4733858, 8.3059521 47.4733757, 8.305927 47.473365, 8.3058925 47.4733572, 8.3058427 47.4733579, 8.3057623 47.4733708, 8.3056349 47.4734006, 8.305413 47.4734409, 8.3051275 47.4734766, 8.3048597 47.473491, 8.3044752 47.473497, 8.3041649 47.4734886, 8.3038938 47.4734783, 8.3035895 47.4734481, 8.3034719 47.4734372, 8.3034018 47.4734306)",,,,,
