osmid,oneway,name,highway,maxspeed,reversed,length,geometry,bridge,lanes,tunnel,junction
40955232,False,Hauptgasse,residential,30,False,46.489,"LINESTRING (7.1188824 46.9294297, 7.1184464 46.9291362)",,,,
128969315,False,Bernstrasse,tertiary,50,False,86.242,"LINESTRING (7.1188824 46.9294297, 7.1189717 46.9293742, 7.1190491 46.9293278, 7.1191375 46.9292913, 7.1192554 46.9292564, 7.1193339 46.9292413, 7.1194654 46.9292319, 7.1196211 46.9292261, 7.1197864 46.929228, 7.1199312 46.9292349)",,,,
128969315,False,Bernstrasse,tertiary,50,True,13.547,"LINESTRING (7.1188824 46.9294297, 7.118851 46.9294568, 7.1187828 46.9295306)",,,,
15022607,False,Raffor,tertiary,50,False,136.48399999999998,"LINESTRING (7.1174413 46.9302835, 7.1175098 46.9302522, 7.1175679 46.9302205, 7.1181836 46.9297228, 7.1182882 46.9296467, 7.1183682 46.9296053, 7.1184503 46.9295765, 7.1185554 46.9295523, 7.1186573 46.9295374, 7.1187828 46.9295306)",,,,
"[218943959, 86162953, 128969463, 1175284572, 1175284573]",False,Ryf,tertiary,50,True,577.7470000000001,"LINESTRING (7.1174413 46.9302835, 7.1174021 46.9301953, 7.1173654 46.9301541, 7.1170665 46.9299318, 7.1169114 46.9297961, 7.1166647 46.929547, 7.1163374 46.9293126, 7.1159772 46.9291486, 7.1159029 46.9291148, 7.1157319 46.9290284, 7.1154461 46.9288863, 7.1140797 46.9281107, 7.1137159 46.9278756, 7.11353 46.9277369, 7.1133809 46.9275802, 7.1131147 46.9272785, 7.1129172 46.927069, 7.1128413 46.9270033, 7.1127707 46.9269391, 7.1127017 46.9268991, 7.1124152 46.9267669, 7.1122761 46.9266885, 7.1122437 46.9266698, 7.1121987 46.9266094)",,,,
15022607,False,Raffor,tertiary,50,True,136.484,"LINESTRING (7.1187828 46.9295306, 7.1186573 46.9295374, 7.1185554 46.9295523, 7.1184503 46.9295765, 7.1183682 46.9296053, 7.1182882 46.9296467, 7.1181836 46.9297228, 7.1175679 46.9302205, 7.1175098 46.9302522, 7.1174413 46.9302835)",,,,
128969315,False,Bernstrasse,tertiary,50,False,13.547,"LINESTRING (7.1187828 46.9295306, 7.118851 46.9294568, 7.1188824 46.9294297)",,,,
"[33483351, 1121707295]",False,Längmatt,residential,30,False,212.139,"LINESTRING (7.1187828 46.9295306, 7.1188403 46.9297057, 7.1188533 46.9303237, 7.1189016 46.9304555, 7.1189484 46.930514, 7.1190143 46.9305728, 7.1192959 46.9307792, 7.1197977 46.9312115)",,,,
40955135,True,Deutsche Kirchgasse,residential,30,False,67.38199999999999,"LINESTRING (7.1183003 46.9290413, 7.1184262 46.9289565, 7.1184626 46.928932, 7.118818 46.9286807, 7.1188197 46.9286505, 7.1188172 46.9285798)",,,,
50981149,True,Hauptgasse,residential,30,False,119.55300000000001,"LINESTRING (7.1183003 46.9290413, 7.1181571 46.9289519, 7.1175155 46.9285512, 7.1173584 46.928453, 7.1171385 46.9283157)",,,,
"[1126070060, 15026557]",True,Französische Kirchgasse,residential,30,False,55.538,"LINESTRING (7.1183003 46.9290413, 7.118259 46.9290747, 7.1178644 46.9293735, 7.1177879 46.9293845)",,,,
714942693,False,Lausannestrasse,tertiary,50,False,94.961,"LINESTRING (7.1109205 46.9261317, 7.1111567 46.9262124, 7.1113307 46.9262744, 7.1114217 46.9263068, 7.1114931 46.9263322, 7.1116555 46.9263889, 7.111938 46.9264857, 7.1119414 46.9264856, 7.112046 46.9264928)",,,,
23199281,False,Alte Freiburgstrasse,residential,50,True,189.18900000000002,"LINESTRING (7.1167258 46.9256682, 7.1166577 46.9256304, 7.1163832 46.9254853, 7.1159838 46.9252682, 7.1157799 46.9251637, 7.1153478 46.924978, 7.1151959 46.9249043, 7.1148415 46.9247481, 7.1147009 46.92468)",,,,
128981573,False,Alte Freiburgstrasse,residential,50,True,9.806000000000001,"LINESTRING (7.1167258 46.9256682, 7.1167554 46.9257031, 7.1167669 46.9257503)",,,,
86162919,False,Pra Pury,residential,30,False,124.24200000000002,"LINESTRING (7.1182985 46.9255915, 7.1176981 46.9256924, 7.1171491 46.9257962, 7.1170689 46.9258278, 7.1170039 46.9258436, 7.1169514 46.9258445, 7.1169251 46.9258397, 7.116887 46.9258269, 7.1167669 46.9257503)",,,,
128981534,False,Scheuernstrasse,residential,30,True,105.26599999999999,"LINESTRING (7.1182985 46.9255915, 7.1183836 46.9254058, 7.1187907 46.9250591, 7.1190523 46.9248086)",,,,
"[942607457, 28636686]",False,Pra Pury,residential,30,True,293.29999999999995,"LINESTRING (7.1182985 46.9255915, 7.1184916 46.9255774, 7.1187304 46.9255667, 7.1189749 46.9255654, 7.1192776 46.925578, 7.1193519 46.9255833, 7.1201587 46.9256412, 7.1204872 46.9256767, 7.1205526 46.9256886, 7.120742 46.9257341, 7.1209319 46.9258078, 7.1212205 46.9259197, 7.1219581 46.9261994)",,,,
28636686,False,Pra Pury,residential,30,False,89.976,"LINESTRING (7.122974 46.9266151, 7.1228484 46.9265541, 7.1219581 46.9261994)",,,,
