osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,junction
148156195,,Rheinparkstrasse,residential,30,False,True,82.598,"LINESTRING (7.6262792 47.556972, 7.6261399 47.5569907, 7.6254437 47.5569857, 7.6252211 47.5569829, 7.6251813 47.5569824)",,6,
"[1180989530, 839888394]",,Hofstrasse,residential,30,False,True,197.861,"LINESTRING (7.6262792 47.556972, 7.6267206 47.5575543, 7.6267878 47.5576412, 7.6268715 47.5577286, 7.6269041 47.5577626, 7.6270286 47.5578364, 7.6278836 47.5582083, 7.6279247 47.5582347, 7.627957 47.5582754)",,6,
111018886,,Im Lerchengarten,residential,30,False,False,49.367,"LINESTRING (7.6249346 47.5509603, 7.6251983 47.551059, 7.6252982 47.5511336, 7.6253904 47.5512589)",,4,
143768860,,Im Lerchengarten,residential,30,False,True,36.727,"LINESTRING (7.6249538 47.5514081, 7.6253904 47.5512589)",,4,
185812553,,Sternenfeldstrasse,tertiary,50,False,False,149.27599999999998,"LINESTRING (7.6336272 47.5519569, 7.6336768 47.5516021, 7.6336964 47.5513181, 7.6336967 47.5507693, 7.6337005 47.5507255, 7.6336989 47.5506164)",2,,
185812553,,Sternenfeldstrasse,tertiary,50,False,True,125.758,"LINESTRING (7.6336272 47.5519569, 7.633589 47.5521559, 7.6335575 47.55232, 7.6335555 47.5523306, 7.633412 47.5530785)",2,,
185812553,,Sternenfeldstrasse,tertiary,50,False,False,125.758,"LINESTRING (7.633412 47.5530785, 7.6335555 47.5523306, 7.6335575 47.55232, 7.633589 47.5521559, 7.6336272 47.5519569)",2,,
185812553,,Sternenfeldstrasse,tertiary,50,False,True,232.825,"LINESTRING (7.633412 47.5530785, 7.633239 47.5540522, 7.6332004 47.5545654, 7.633205 47.5551647)",2,,
143768838,,Friedhofstrasse,residential,30,False,False,88.521,"LINESTRING (7.6298223 47.5550001, 7.6306822 47.5551486, 7.6308286 47.5551674, 7.6309707 47.555178)",,8,
143768838,,Friedhofstrasse,residential,30,False,True,210.65200000000002,"LINESTRING (7.6298223 47.5550001, 7.6293644 47.5549396, 7.6292438 47.5549329, 7.6285335 47.5549556, 7.6282767 47.5549631, 7.6280464 47.5549703, 7.6279576 47.554973, 7.6278006 47.5549794, 7.6273595 47.5549997, 7.6271677 47.5550082, 7.6270284 47.5550193)",,8,
"[143768912, 4305731]",,Sonnenbergstrasse,residential,30,False,"[False, True]",424.62000000000006,"LINESTRING (7.6298223 47.5550001, 7.6298439 47.5555287, 7.6298598 47.5559179, 7.6298617 47.5559636, 7.62872 47.5559788, 7.6285641 47.5559806, 7.6284175 47.5559856, 7.6281025 47.5559933, 7.6278329 47.5559998, 7.6277865 47.556001, 7.6276137 47.5560106, 7.6267339 47.5560595, 7.6265608 47.5560684, 7.6264231 47.5560762, 7.6256396 47.55612)",,7,
143768808,,Am Stausee,residential,30,False,False,557.754,"LINESTRING (7.6313574 47.5551867, 7.6313339 47.5554829, 7.6313006 47.5557335, 7.6312506 47.5561447, 7.6312494 47.5561516, 7.6312363 47.5562673, 7.6312013 47.5565452, 7.6311989 47.5565722, 7.6311978 47.5565874, 7.6311864 47.556728, 7.6311728 47.5568945, 7.631121 47.5568953, 7.630818 47.5568998, 7.6306396 47.5569025, 7.6304096 47.5569059, 7.6299068 47.5569157, 7.6294191 47.5569271, 7.6291944 47.5569289, 7.6285012 47.5569382, 7.6284548 47.5569399, 7.627919 47.5569463, 7.6275214 47.556951, 7.6274179 47.556953, 7.6273077 47.5569551, 7.6270384 47.5569581, 7.6269288 47.5569601, 7.6265539 47.556967, 7.6262792 47.556972)",,6,
"[874595453, 143768838]",,Friedhofstrasse,residential,30,False,False,138.675,"LINESTRING (7.6313574 47.5551867, 7.6315012 47.5551841, 7.6326898 47.5551668, 7.633205 47.5551647)",,8,
143768838,,Friedhofstrasse,residential,30,False,True,29.044,"LINESTRING (7.6313574 47.5551867, 7.6311339 47.5551847, 7.6309707 47.555178)",,8,
26435952,,Rosenstrasse,residential,30,False,True,60.229,"LINESTRING (7.624837 47.5561187, 7.6256396 47.55612)",,6,
26435954,,Riehenstrasse,residential,30,False,True,99.454,"LINESTRING (7.624837 47.5561187, 7.6251813 47.5569824)",,6,
"[26435952, 382866735]",,"['Rosenstrasse', 'Chrischonastrasse']",residential,30,False,"[False, True]",155.82,"LINESTRING (7.624837 47.5561187, 7.6247362 47.556116, 7.6246774 47.5561161, 7.6241531 47.5561165, 7.6240171 47.5561182, 7.6238244 47.5552803)",,6,
26435954,,Riehenstrasse,residential,30,False,False,99.454,"LINESTRING (7.6251813 47.5569824, 7.624837 47.5561187)",,6,
148156195,,Rheinparkstrasse,residential,30,False,False,82.598,"LINESTRING (7.6251813 47.5569824, 7.6252211 47.5569829, 7.6254437 47.5569857, 7.6261399 47.5569907, 7.6262792 47.556972)",,6,
143768862,,Kirchstrasse,residential,30,False,False,90.113,"LINESTRING (7.6238244 47.5552803, 7.6241946 47.5552906, 7.6247728 47.5553068, 7.6250244 47.5553075)",,8,
"[26435952, 382866735]",,"['Rosenstrasse', 'Chrischonastrasse']",residential,30,False,"[False, True]",155.82,"LINESTRING (7.6238244 47.5552803, 7.6240171 47.5561182, 7.6241531 47.5561165, 7.6246774 47.5561161, 7.6247362 47.556116, 7.624837 47.5561187)",,6,
143768847,,Gempenstrasse,residential,30,False,False,17.933,"LINESTRING (7.6272243 47.5516432, 7.6273003 47.5517961)",,6,
182886803,,Hardstrasse,tertiary,30,False,False,95.806,"LINESTRING (7.6272243 47.5516432, 7.6284263 47.551353)",2,8,
182886803,,Hardstrasse,tertiary,30,False,True,108.34299999999999,"LINESTRING (7.6272243 47.5516432, 7.6260981 47.5518855, 7.625854 47.551949)",2,8,
51314910,,Lärchengartenstrasse,residential,30,False,False,47.323,"LINESTRING (7.6265079 47.5528975, 7.626766 47.5532858)",,4,
51314910,,Lärchengartenstrasse,residential,30,False,True,116.326,"LINESTRING (7.6265079 47.5528975, 7.6263474 47.5526634, 7.6261036 47.5523076, 7.6260478 47.5522263, 7.625854 47.551949)",,4,
143768822,,Bruderholzstrasse,residential,30,False,False,81.732,"LINESTRING (7.6265079 47.5528975, 7.6269226 47.5527985, 7.6275346 47.5526523)",,6,
143768838,,Friedhofstrasse,residential,30,False,False,210.652,"LINESTRING (7.6270284 47.5550193, 7.6271677 47.5550082, 7.6273595 47.5549997, 7.6278006 47.5549794, 7.6279576 47.554973, 7.6280464 47.5549703, 7.6282767 47.5549631, 7.6285335 47.5549556, 7.6292438 47.5549329, 7.6293644 47.5549396, 7.6298223 47.5550001)",,8,
962384263,,Lärchengartenstrasse,residential,30,False,True,81.215,"LINESTRING (7.6270284 47.5550193, 7.6271396 47.5543626, 7.627152 47.5542937)",,4,
962385275,,Friedhofstrasse,residential,30,False,True,153.858,"LINESTRING (7.6270284 47.5550193, 7.6269767 47.5550248, 7.6268757 47.5550409, 7.6265011 47.5551005, 7.6251284 47.5553027, 7.6250244 47.5553075)",,8,
143768822,,Bruderholzstrasse,residential,30,False,True,99.215,"LINESTRING (7.629993 47.552089, 7.6292993 47.5522443, 7.6290008 47.5523136, 7.6289022 47.5523365, 7.6287412 47.5523758)",,6,
"[143768896, 910050843, 910050844, 143768902]",,"['Rüttihardstrasse', 'Salmenstrasse']",residential,30,False,False,396.231,"LINESTRING (7.629993 47.552089, 7.6300417 47.5523861, 7.6300476 47.5524219, 7.6301087 47.5529902, 7.6301881 47.5535498, 7.6291155 47.5536444, 7.6288494 47.5536679, 7.6271079 47.5538215)",,6,
143768896,,Rüttihardstrasse,residential,30,False,True,113.88600000000001,"LINESTRING (7.629993 47.552089, 7.629988 47.5520728, 7.629933 47.5518941, 7.6298629 47.5516661, 7.629827 47.5515494, 7.6298025 47.5514697, 7.6296654 47.5510891)",,6,
182886803,,Hardstrasse,tertiary,30,False,True,97.513,"LINESTRING (7.6296654 47.5510891, 7.6284263 47.551353)",2,8,
143768896,,Rüttihardstrasse,residential,30,False,False,113.88600000000001,"LINESTRING (7.6296654 47.5510891, 7.6298025 47.5514697, 7.629827 47.5515494, 7.6298629 47.5516661, 7.629933 47.5518941, 7.629988 47.5520728, 7.629993 47.552089)",,6,
"[182886803, 182886804]",,Hardstrasse,tertiary,"['30', '50']",False,False,298.709,"LINESTRING (7.6296654 47.5510891, 7.6299466 47.5510383, 7.6312632 47.5508354, 7.6319424 47.5507474, 7.6327965 47.5506492, 7.6334132 47.5505891, 7.6335663 47.5505642)",2,8,
143768847,,Gempenstrasse,residential,30,False,True,17.933,"LINESTRING (7.6273003 47.5517961, 7.6272243 47.5516432)",,6,
"[910050840, 143768821]",,Blauenstrasse,residential,30,False,False,113.10499999999999,"LINESTRING (7.6273003 47.5517961, 7.6281274 47.5515978, 7.6284078 47.5515236, 7.628499 47.551501, 7.6284263 47.551353)",,6,
143768847,,Gempenstrasse,residential,30,False,False,95.487,"LINESTRING (7.6273003 47.5517961, 7.6274875 47.5521552, 7.6277011 47.552611)",,6,
143768822,,Bruderholzstrasse,residential,30,False,True,13.313,"LINESTRING (7.6277011 47.552611, 7.6275346 47.5526523)",,6,
143768822,,Bruderholzstrasse,residential,30,False,False,82.32,"LINESTRING (7.6277011 47.552611, 7.6277428 47.5526016, 7.6282833 47.5524794, 7.6283265 47.5524696, 7.6287412 47.5523758)",,6,
143768847,,Gempenstrasse,residential,30,False,True,95.487,"LINESTRING (7.6277011 47.552611, 7.6274875 47.5521552, 7.6273003 47.5517961)",,6,
182886803,,Hardstrasse,tertiary,30,False,False,97.513,"LINESTRING (7.6284263 47.551353, 7.6296654 47.5510891)",2,8,
182886803,,Hardstrasse,tertiary,30,False,True,95.806,"LINESTRING (7.6284263 47.551353, 7.6272243 47.5516432)",2,8,
"[910050840, 143768821]",,Blauenstrasse,residential,30,False,True,113.105,"LINESTRING (7.6284263 47.551353, 7.628499 47.551501, 7.6284078 47.5515236, 7.6281274 47.5515978, 7.6273003 47.5517961)",,6,
143768822,,Bruderholzstrasse,residential,30,False,False,99.215,"LINESTRING (7.6287412 47.5523758, 7.6289022 47.5523365, 7.6290008 47.5523136, 7.6292993 47.5522443, 7.629993 47.552089)",,6,
143768822,,Bruderholzstrasse,residential,30,False,True,82.32000000000001,"LINESTRING (7.6287412 47.5523758, 7.6283265 47.5524696, 7.6282833 47.5524794, 7.6277428 47.5526016, 7.6277011 47.552611)",,6,
"[143768826, 221028604]",,"['Bölchenstrasse', 'Passwangstrasse']",residential,30,True,False,270.97299999999996,"LINESTRING (7.6287412 47.5523758, 7.6288862 47.5533002, 7.6288164 47.5533559, 7.6279278 47.5534244, 7.6278347 47.5533759, 7.6275346 47.5526523)",,6,
143768822,,Bruderholzstrasse,residential,30,False,False,13.313,"LINESTRING (7.6275346 47.5526523, 7.6277011 47.552611)",,6,
143768822,,Bruderholzstrasse,residential,30,False,True,81.732,"LINESTRING (7.6275346 47.5526523, 7.6269226 47.5527985, 7.6265079 47.5528975)",,6,
51314910,,Lärchengartenstrasse,residential,30,False,True,11.173,"LINESTRING (7.6271079 47.5538215, 7.6270426 47.5537312)",,4,
51314910,,Lärchengartenstrasse,residential,30,False,False,53.010000000000005,"LINESTRING (7.6271079 47.5538215, 7.6271504 47.5539426, 7.6271658 47.5540371, 7.6271718 47.5541176, 7.627152 47.5542937)",,4,
"[143768896, 910050843, 910050844, 143768902]",,"['Rüttihardstrasse', 'Salmenstrasse']",residential,30,False,True,396.231,"LINESTRING (7.6271079 47.5538215, 7.6288494 47.5536679, 7.6291155 47.5536444, 7.6301881 47.5535498, 7.6301087 47.5529902, 7.6300476 47.5524219, 7.6300417 47.5523861, 7.629993 47.552089)",,6,
51314910,,Lärchengartenstrasse,residential,30,False,True,53.01,"LINESTRING (7.627152 47.5542937, 7.6271718 47.5541176, 7.6271658 47.5540371, 7.6271504 47.5539426, 7.6271079 47.5538215)",,4,
"[143768880, 143768865]",,"['Rebackerstrasse', 'Lavaterstrasse']",residential,30,False,False,394.689,"LINESTRING (7.627152 47.5542937, 7.6293893 47.5541216, 7.6296349 47.5541049, 7.6303004 47.554066, 7.6306491 47.5540673, 7.6306991 47.554071, 7.6307438 47.5540867, 7.6307763 47.5541133, 7.6307925 47.5541468, 7.6308068 47.554197, 7.630927 47.5547142, 7.6309707 47.555178)",,6,
962384262,,Lavaterstrasse,residential,30,False,True,194.61,"LINESTRING (7.627152 47.5542937, 7.6253074 47.5547025, 7.6246881 47.5548396)",,6,
962384263,,Lärchengartenstrasse,residential,30,False,False,81.215,"LINESTRING (7.627152 47.5542937, 7.6271396 47.5543626, 7.6270284 47.5550193)",,4,
143768838,,Friedhofstrasse,residential,30,False,False,29.044,"LINESTRING (7.6309707 47.555178, 7.6311339 47.5551847, 7.6313574 47.5551867)",,8,
143768838,,Friedhofstrasse,residential,30,False,True,88.52099999999999,"LINESTRING (7.6309707 47.555178, 7.6308286 47.5551674, 7.6306822 47.5551486, 7.6298223 47.5550001)",,8,
"[143768880, 143768865]",,"['Rebackerstrasse', 'Lavaterstrasse']",residential,30,False,True,394.689,"LINESTRING (7.6309707 47.555178, 7.630927 47.5547142, 7.6308068 47.554197, 7.6307925 47.5541468, 7.6307763 47.5541133, 7.6307438 47.5540867, 7.6306991 47.554071, 7.6306491 47.5540673, 7.6303004 47.554066, 7.6296349 47.5541049, 7.6293893 47.5541216, 7.627152 47.5542937)",,6,
51314910,,Lärchengartenstrasse,residential,30,False,False,11.173,"LINESTRING (7.6270426 47.5537312, 7.6271079 47.5538215)",,4,
51314910,,Lärchengartenstrasse,residential,30,False,True,53.7,"LINESTRING (7.6270426 47.5537312, 7.626766 47.5532858)",,4,
143768929,,Turnerstrasse,residential,30,False,False,214.224,"LINESTRING (7.6270426 47.5537312, 7.6249054 47.5542954, 7.6243856 47.5544355)",,6,
26450550,,,tertiary,50,True,False,22.382,"LINESTRING (7.6335663 47.5505642, 7.6335517 47.5505372, 7.6335492 47.5505085, 7.633559 47.5504805, 7.6335802 47.5504556, 7.6336111 47.5504358, 7.6336492 47.5504228, 7.6336911 47.5504177)",,,roundabout
"[182886803, 182886804]",,Hardstrasse,tertiary,"['50', '30']",False,True,298.70899999999995,"LINESTRING (7.6335663 47.5505642, 7.6334132 47.5505891, 7.6327965 47.5506492, 7.6319424 47.5507474, 7.6312632 47.5508354, 7.6299466 47.5510383, 7.6296654 47.5510891)",2,8,
26450550,,,tertiary,50,True,False,12.084,"LINESTRING (7.6336989 47.5506164, 7.633659 47.5506133, 7.6336217 47.5506029, 7.6335901 47.5505862, 7.6335663 47.5505642)",,,roundabout
185812553,,Sternenfeldstrasse,tertiary,50,False,True,149.276,"LINESTRING (7.6336989 47.5506164, 7.6337005 47.5507255, 7.6336967 47.5507693, 7.6336964 47.5513181, 7.6336768 47.5516021, 7.6336272 47.5519569)",2,,
26450550,,,tertiary,50,True,False,14.941000000000003,"LINESTRING (7.6338404 47.5505363, 7.6338275 47.5505617, 7.633805 47.5505839, 7.6337745 47.5506011, 7.6337383 47.5506123, 7.6336989 47.5506164)",,,roundabout
51314910,,Lärchengartenstrasse,residential,30,False,False,116.32600000000001,"LINESTRING (7.625854 47.551949, 7.6260478 47.5522263, 7.6261036 47.5523076, 7.6263474 47.5526634, 7.6265079 47.5528975)",,4,
111018886,,Im Lerchengarten,residential,30,False,True,84.45400000000001,"LINESTRING (7.625854 47.551949, 7.625807 47.5519025, 7.625767 47.5518629, 7.6253904 47.5512589)",,4,
182886803,,Hardstrasse,tertiary,30,False,False,108.34299999999999,"LINESTRING (7.625854 47.551949, 7.6260981 47.5518855, 7.6272243 47.5516432)",2,8,
"[143768851, 182886803]",,Hardstrasse,tertiary,"['30', '50']",False,True,177.321,"LINESTRING (7.625854 47.551949, 7.6250733 47.5521116, 7.6244503 47.5523111, 7.624387 47.552323, 7.6243434 47.5523087, 7.6243006 47.5522825, 7.6240906 47.5519787, 7.6240549 47.551935, 7.6239877 47.5518732)",2,8,
148116355,,Birsfelderstrasse,tertiary,50,False,True,53.254000000000005,"LINESTRING (7.6336984 47.5499389, 7.6336978 47.5500736, 7.6336966 47.5500957, 7.6336942 47.5501735, 7.6336887 47.5502601, 7.6336887 47.5502823, 7.6336911 47.5504177)",4,,
143768860,,Im Lerchengarten,residential,30,False,False,36.727,"LINESTRING (7.6253904 47.5512589, 7.6249538 47.5514081)",,4,
143768860,,Im Lerchengarten,residential,30,False,True,34.976,"LINESTRING (7.6253904 47.5512589, 7.6258084 47.5511198)",,4,
111018886,,Im Lerchengarten,residential,30,False,False,84.454,"LINESTRING (7.6253904 47.5512589, 7.625767 47.5518629, 7.625807 47.5519025, 7.625854 47.551949)",,4,
111018886,,Im Lerchengarten,residential,30,False,True,49.367,"LINESTRING (7.6253904 47.5512589, 7.6252982 47.5511336, 7.6251983 47.551059, 7.6249346 47.5509603)",,4,
26450550,,,tertiary,50,True,False,19.825999999999997,"LINESTRING (7.6336911 47.5504177, 7.6337287 47.5504201, 7.6337641 47.5504289, 7.633795 47.5504435, 7.6338195 47.5504629, 7.6338358 47.5504859, 7.6338429 47.5505109, 7.6338404 47.5505363)",,,roundabout
148116355,,Birsfelderstrasse,tertiary,50,False,False,53.254000000000005,"LINESTRING (7.6336911 47.5504177, 7.6336887 47.5502823, 7.6336887 47.5502601, 7.6336942 47.5501735, 7.6336966 47.5500957, 7.6336978 47.5500736, 7.6336984 47.5499389)",4,,
143768816,305,Birseckstrasse,secondary,50,False,True,10.378,"LINESTRING (7.6239079 47.551797, 7.6239392 47.5518258, 7.6239617 47.551847, 7.6239877 47.5518732)",,,
143768860,,Im Lerchengarten,residential,30,False,False,34.976,"LINESTRING (7.6258084 47.5511198, 7.6253904 47.5512589)",,4,
51314910,,Lärchengartenstrasse,residential,30,False,False,53.7,"LINESTRING (7.626766 47.5532858, 7.6270426 47.5537312)",,4,
51314910,,Lärchengartenstrasse,residential,30,False,True,47.323,"LINESTRING (7.626766 47.5532858, 7.6265079 47.5528975)",,4,
143768906,,Schützenstrasse,residential,30,False,True,217.694,"LINESTRING (7.626766 47.5532858, 7.6240866 47.554036)",,6,
"[839888394, 1180989530]",,Hofstrasse,residential,30,False,False,197.861,"LINESTRING (7.627957 47.5582754, 7.6279247 47.5582347, 7.6278836 47.5582083, 7.6270286 47.5578364, 7.6269041 47.5577626, 7.6268715 47.5577286, 7.6267878 47.5576412, 7.6267206 47.5575543, 7.6262792 47.556972)",,6,
143768906,,Schützenstrasse,residential,30,False,False,217.694,"LINESTRING (7.6240866 47.554036, 7.626766 47.5532858)",,6,
128955500,,Schulstrasse,residential,30,False,False,49.779,"LINESTRING (7.6240866 47.554036, 7.6242847 47.5543007, 7.6243299 47.5543673, 7.6243856 47.5544355)",,,
128955500,,Schulstrasse,residential,30,False,False,50.343,"LINESTRING (7.6243856 47.5544355, 7.6246881 47.5548396)",,,
128955500,,Schulstrasse,residential,30,False,True,49.779,"LINESTRING (7.6243856 47.5544355, 7.6243299 47.5543673, 7.6242847 47.5543007, 7.6240866 47.554036)",,,
143768929,,Turnerstrasse,residential,30,False,True,214.224,"LINESTRING (7.6243856 47.5544355, 7.6249054 47.5542954, 7.6270426 47.5537312)",,6,
128955500,,Schulstrasse,residential,30,False,True,50.343,"LINESTRING (7.6246881 47.5548396, 7.6243856 47.5544355)",,,
128955500,,Schulstrasse,residential,30,False,False,57.843,"LINESTRING (7.6246881 47.5548396, 7.6248615 47.5550713, 7.6249109 47.5551373, 7.6249969 47.5552627, 7.6250244 47.5553075)",,,
962384262,,Lavaterstrasse,residential,30,False,False,194.61,"LINESTRING (7.6246881 47.5548396, 7.6253074 47.5547025, 7.627152 47.5542937)",,6,
128955500,,Schulstrasse,residential,30,False,False,101.684,"LINESTRING (7.6250244 47.5553075, 7.6251068 47.5553769, 7.6252913 47.5556312, 7.6256396 47.55612)",,,
128955500,,Schulstrasse,residential,30,False,True,57.843,"LINESTRING (7.6250244 47.5553075, 7.6249969 47.5552627, 7.6249109 47.5551373, 7.6248615 47.5550713, 7.6246881 47.5548396)",,,
143768862,,Kirchstrasse,residential,30,False,True,90.113,"LINESTRING (7.6250244 47.5553075, 7.6247728 47.5553068, 7.6241946 47.5552906, 7.6238244 47.5552803)",,8,
962385275,,Friedhofstrasse,residential,30,False,False,153.858,"LINESTRING (7.6250244 47.5553075, 7.6251284 47.5553027, 7.6265011 47.5551005, 7.6268757 47.5550409, 7.6269767 47.5550248, 7.6270284 47.5550193)",,8,
