osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,width
62038181,,,residential,,,False,True,41.92,"LINESTRING (7.3482062 47.3588468, 7.3479515 47.359182)",Rue du Général-Nouvion,,
83798622,,,residential,,,False,True,19.91,"LINESTRING (7.3482062 47.3588468, 7.3479638 47.3587754)",Rue des Traversins,,
1219790761,2,N18;6;18,primary,50,roundabout,True,False,17.452,"LINESTRING (7.3603168 47.3630161, 7.3602982 47.3630449, 7.360268 47.3630687, 7.3602289 47.3630855, 7.3601842 47.3630938, 7.3601379 47.3630928)",,,
60684539,,,residential,50,,False,False,452.38,"LINESTRING (7.3547326 47.3610045, 7.3546733 47.3609954, 7.3545976 47.3609883, 7.3545188 47.360992, 7.3539242 47.3611035, 7.353671 47.3611444, 7.3535248 47.361168, 7.3533555 47.3611875, 7.3530513 47.3612103, 7.3528356 47.3612084, 7.3527461 47.3612076, 7.352426 47.3611788, 7.3520468 47.3611031, 7.3519674 47.3610872, 7.3515998 47.3610152, 7.3513033 47.3609571, 7.3512101 47.3609388, 7.3510846 47.3609145, 7.3509968 47.3608958, 7.3509254 47.360878, 7.3507836 47.360847, 7.350605 47.3608109, 7.3502043 47.36073, 7.3500315 47.3607002, 7.3496005 47.3606152, 7.3489174 47.3604828)",Rue Emile-Boéchat,,
930183022,,,residential,50,,False,True,59.467999999999996,"LINESTRING (7.3547326 47.3610045, 7.3546686 47.3611342, 7.3545967 47.3612847, 7.3545258 47.3614333, 7.3544791 47.3615108)",Rue Emile-Boéchat,,
113566164,,,residential,,,False,False,99.22,"LINESTRING (7.3514078 47.3589863, 7.3522514 47.358301)",Rue des Hirondelles,,
113566198,,,residential,,,False,False,49.451,"LINESTRING (7.3514078 47.3589863, 7.3519249 47.3592603)",Rue des Pinsons,,
113566198,,,residential,,,False,True,48.663,"LINESTRING (7.3514078 47.3589863, 7.3508989 47.3587167)",Rue des Pinsons,,
113566198,,,residential,,,False,True,49.451,"LINESTRING (7.3519249 47.3592603, 7.3514078 47.3589863)",Rue des Pinsons,,
113566205,,,residential,,,False,False,78.333,"LINESTRING (7.3519249 47.3592603, 7.3525842 47.3587155)",Rue des Mésanges,,
113566198,,,residential,,,False,False,73.19200000000001,"LINESTRING (7.3519249 47.3592603, 7.3519456 47.3592713, 7.3523474 47.3594842, 7.3526902 47.3596659)",Rue des Pinsons,,
113566178,,,residential,,,False,True,65.3,"LINESTRING (7.3504822 47.3599215, 7.3504288 47.3599117, 7.3496454 47.359768)",Rue de Sache-Pran,,
113566198,,,residential,,,False,True,73.19200000000001,"LINESTRING (7.3526902 47.3596659, 7.3523474 47.3594842, 7.3519456 47.3592713, 7.3519249 47.3592603)",Rue des Pinsons,,
"[632201352, 62038176]",,,residential,,,False,True,210.85,"LINESTRING (7.3548016 47.3594793, 7.3548347 47.3591707, 7.3548586 47.3589686, 7.3547573 47.3589285, 7.3545997 47.3588491, 7.3545039 47.3588008, 7.3543497 47.3587005, 7.3542369 47.3586271, 7.3540767 47.3585184, 7.3538639 47.358374, 7.353361 47.3580327)",Rue des Fauvettes,,
113566176,,,residential,,,False,True,48.681,"LINESTRING (7.3525349 47.3581478, 7.3528434 47.3577631)",Rue des Chardonnerets,,
113566198,,,residential,,,False,False,48.663,"LINESTRING (7.3508989 47.3587167, 7.3514078 47.3589863)",Rue des Pinsons,,
62038180,,,residential,,,False,False,78.34200000000001,"LINESTRING (7.3508989 47.3587167, 7.3508442 47.3587625, 7.3506313 47.3589411, 7.3505615 47.3589996, 7.3502454 47.3592648)",Rue du Voirnet,,
62038180,,,residential,,,False,True,148.191,"LINESTRING (7.3508989 47.3587167, 7.3513379 47.3583527, 7.3520527 47.35776, 7.3521183 47.3577081, 7.3521462 47.3576861)",Rue du Voirnet,,
113566164,,,residential,,,False,True,99.22,"LINESTRING (7.3522514 47.358301, 7.3514078 47.3589863)",Rue des Hirondelles,,
113566176,,,residential,,,False,False,48.681,"LINESTRING (7.3528434 47.3577631, 7.3525349 47.3581478)",Rue des Chardonnerets,,
62038176,,,residential,,,False,False,49.95399999999999,"LINESTRING (7.3528434 47.3577631, 7.35306 47.3578284, 7.353361 47.3580327)",Rue des Fauvettes,,
62038176,,,residential,,,False,True,54.356,"LINESTRING (7.3528434 47.3577631, 7.352652 47.3577074, 7.3524638 47.3576726, 7.3521462 47.3576861)",Rue des Fauvettes,,
113566205,,,residential,,,False,True,78.333,"LINESTRING (7.3525842 47.3587155, 7.3519249 47.3592603)",Rue des Mésanges,,
62038181,,,residential,,,False,False,41.92,"LINESTRING (7.3479515 47.359182, 7.3482062 47.3588468)",Rue du Général-Nouvion,,
113618392,,,residential,,,False,False,143.26500000000001,"LINESTRING (7.3479515 47.359182, 7.3482915 47.3592996, 7.3496454 47.359768)",Rue du Colonel-Corbat,,
34133635,,,residential,,,False,True,61.882,"LINESTRING (7.3535136 47.3653337, 7.3527134 47.3652074)",Rue de l'Avenir,,
113801215,,,residential,,roundabout,True,False,10.362,"LINESTRING (7.3535136 47.3653337, 7.353527 47.3653125, 7.3535539 47.3652951, 7.353583 47.3652874, 7.3536181 47.3652875)",,,
113801215,,,residential,,roundabout,True,False,11.231,"LINESTRING (7.3535922 47.3654064, 7.3535517 47.3653968, 7.3535222 47.365375, 7.3535124 47.3653544, 7.3535136 47.3653337)",,,
257888366,,,living_street,,,False,True,66.34700000000001,"LINESTRING (7.3535922 47.3654064, 7.3534662 47.365832, 7.3534235 47.365992)",Rue du Haut Fourneau,,
113801211,,,residential,,,False,False,170.276,"LINESTRING (7.3536844 47.3653651, 7.3537078 47.3653684, 7.3547186 47.3655601, 7.3557262 47.3657567, 7.355858 47.365786)",Rue de l'Avenir,,
113801215,,,residential,,roundabout,True,False,8.912,"LINESTRING (7.3536844 47.3653651, 7.353666 47.3653867, 7.3536342 47.365402, 7.3535922 47.3654064)",,,
113801210,,,residential,,,False,False,78.10900000000001,"LINESTRING (7.3536181 47.3652875, 7.3537912 47.3648155, 7.3538634 47.364605)",Rue du Haut Fourneau,,
113801215,,,residential,,roundabout,True,False,11.158999999999999,"LINESTRING (7.3536181 47.3652875, 7.3536518 47.3652975, 7.353673 47.3653121, 7.3536885 47.3653419, 7.3536844 47.3653651)",,,
62038180,,,residential,,,False,False,71.925,"LINESTRING (7.3502454 47.3592648, 7.3496454 47.359768)",Rue du Voirnet,,
62038180,,,residential,,,False,True,78.342,"LINESTRING (7.3502454 47.3592648, 7.3505615 47.3589996, 7.3506313 47.3589411, 7.3508442 47.3587625, 7.3508989 47.3587167)",Rue du Voirnet,,
236755693,,,residential,,,False,False,100.194,"LINESTRING (7.3502454 47.3592648, 7.3494363 47.358949, 7.3490865 47.3588227)",Rue Georges-Bajol,,
236755693,,,residential,,,False,True,100.194,"LINESTRING (7.3490865 47.3588227, 7.3494363 47.358949, 7.3502454 47.3592648)",Rue Georges-Bajol,,
177268588,,6;18,primary,50,roundabout,True,False,15.178999999999998,"LINESTRING (7.3487766 47.3608206, 7.3488115 47.3608343, 7.3488374 47.3608552, 7.3488512 47.3608808, 7.3488512 47.3609081, 7.3488374 47.3609338)",,,
930183025,,,residential,,,False,True,39.037,"LINESTRING (7.3487766 47.3608206, 7.3488209 47.3607095, 7.3488476 47.3606424, 7.3488772 47.360568, 7.3489174 47.3604828)",Rue du Voirnet,,
236780818,,,residential,,,False,False,54.407,"LINESTRING (7.353361 47.3580327, 7.3529623 47.3584407)",Rue des Verdiers,,
"[62038176, 632201352]",,,residential,,,False,False,210.85,"LINESTRING (7.353361 47.3580327, 7.3538639 47.358374, 7.3540767 47.3585184, 7.3542369 47.3586271, 7.3543497 47.3587005, 7.3545039 47.3588008, 7.3545997 47.3588491, 7.3547573 47.3589285, 7.3548586 47.3589686, 7.3548347 47.3591707, 7.3548016 47.3594793)",Rue des Fauvettes,,
62038176,,,residential,,,False,True,49.95399999999999,"LINESTRING (7.353361 47.3580327, 7.35306 47.3578284, 7.3528434 47.3577631)",Rue des Fauvettes,,
236780818,,,residential,,,False,True,54.407,"LINESTRING (7.3529623 47.3584407, 7.353361 47.3580327)",Rue des Verdiers,,
83798622,,,residential,,,False,False,19.91,"LINESTRING (7.3479638 47.3587754, 7.3482062 47.3588468)",Rue des Traversins,,
"[238139629, 238139630, 34138119]",2,,residential,,,False,False,61.775,"LINESTRING (7.349769 47.3627794, 7.3497404 47.3628596, 7.3497329 47.3628818, 7.3496924 47.3630061, 7.3496798 47.3630421, 7.3496285 47.3632063, 7.349579 47.3633196)",Avenue de la Gare,yes,
843810073,,,residential,,roundabout,True,False,10.091,"LINESTRING (7.349769 47.3627794, 7.3497371 47.3627724, 7.3497106 47.3627586, 7.3496926 47.3627394, 7.3496853 47.3627173)",,,
34395150,,,residential,20,,False,True,32.05,"LINESTRING (7.3513546 47.3624668, 7.3516528 47.3625294, 7.351671 47.3625423, 7.3516882 47.3625545, 7.3517157 47.3625922)",Place de la Gare,,
"[881195361, 881195362, 881195363, 881195364, 881195365, 257888356, 1241377355, 930183029, 843810070, 843810069, 37116570]",,,living_street,20,,True,False,264.96500000000003,"LINESTRING (7.3513546 47.3624668, 7.3504755 47.362307, 7.3503818 47.3622887, 7.3499389 47.3622084, 7.3495724 47.3621387, 7.3493087 47.3620885, 7.3492338 47.3620749, 7.349159 47.3620613, 7.3490842 47.3620477, 7.3490093 47.3620352, 7.3489197 47.3620226, 7.3487224 47.361991, 7.3485112 47.3619503, 7.348385 47.3619259, 7.3482911 47.3619079, 7.34796 47.3618426)",Place de la Gare,,5
34131705,,,residential,,,False,False,88.184,"LINESTRING (7.3546113 47.3657807, 7.3557383 47.3659958)",Rue de la Paix,,
34765890,,,residential,,,False,True,104.238,"LINESTRING (7.3523463 47.364672, 7.3525106 47.3643287, 7.3519327 47.3641976, 7.3520286 47.3640473)",Rue des Prés,,
34132432,,,residential,,,False,False,98.352,"LINESTRING (7.3496226 47.3633509, 7.3509074 47.363509)",Ruelle de l'Écluse,,
843810072,,,residential,,roundabout,True,False,12.173,"LINESTRING (7.3496226 47.3633509, 7.3496279 47.3633725, 7.3496207 47.3633938, 7.3496019 47.3634117, 7.3495746 47.3634233, 7.3495427 47.363427)",,,
34133111,,,residential,,,False,False,121.27000000000001,"LINESTRING (7.3494631 47.3633795, 7.3493264 47.3634013, 7.3491186 47.3634222, 7.3487965 47.3634576, 7.3486718 47.3634713, 7.3485342 47.3634864, 7.3481642 47.363527, 7.3478743 47.3635545)",Rue de la Molière,,
843810072,,,residential,,roundabout,True,False,13.344,"LINESTRING (7.3494631 47.3633795, 7.3494638 47.3633595, 7.3494748 47.3633409, 7.3494947 47.3633262, 7.349521 47.3633171, 7.3495503 47.3633148, 7.349579 47.3633196)",,,
"[238139629, 238139630, 34138119]",2,,residential,,,False,True,61.775,"LINESTRING (7.349579 47.3633196, 7.3496285 47.3632063, 7.3496798 47.3630421, 7.3496924 47.3630061, 7.3497329 47.3628818, 7.3497404 47.3628596, 7.349769 47.3627794)",Avenue de la Gare,yes,
843810072,,,residential,,roundabout,True,False,4.879,"LINESTRING (7.349579 47.3633196, 7.3496054 47.3633323, 7.3496226 47.3633509)",,,
238139627,,,living_street,20,,False,False,72.146,"LINESTRING (7.3495427 47.363427, 7.3495211 47.3635433, 7.3494941 47.363626, 7.3494065 47.3639136, 7.3493654 47.3640643)",Avenue de la Gare,,
843810072,,,residential,,roundabout,True,False,8.626000000000001,"LINESTRING (7.3495427 47.363427, 7.3495147 47.3634231, 7.3494902 47.363413, 7.3494723 47.3633979, 7.3494631 47.3633795)",,,
34133635,,,residential,,,False,False,78.506,"LINESTRING (7.3516947 47.3650578, 7.3522187 47.3651347, 7.3523097 47.3651481, 7.3527134 47.3652074)",Rue de l'Avenir,,
930101412,,,residential,,,True,False,40.284,"LINESTRING (7.3516947 47.3650578, 7.3516317 47.3650678, 7.3512533 47.3650163, 7.3511815 47.3649865)",Rue de l'Avenir,,
930101410,,,residential,,,False,False,16.951,"LINESTRING (7.3511815 47.3649865, 7.3511139 47.3649698, 7.3510723 47.36495, 7.3510353 47.3649242, 7.3510006 47.3649006)",Rue de l'Avenir,,
930101411,,,residential,,,True,False,41.043,"LINESTRING (7.3511815 47.3649865, 7.3512718 47.3649686, 7.3516382 47.3650239, 7.3516947 47.3650578)",Rue de l'Avenir,,
34132413,,,residential,,,False,False,63.134,"LINESTRING (7.3510006 47.3649006, 7.351034 47.3648731, 7.3510622 47.3648222, 7.35108 47.3647376, 7.3511105 47.3645737, 7.3511541 47.3644622, 7.3512104 47.3643571)",Bellevoie,,
"[923029232, 34132413, 34133631]",,,residential,,,False,True,142.547,"LINESTRING (7.3510006 47.3649006, 7.3509789 47.3649103, 7.3509445 47.3649227, 7.3509073 47.3649303, 7.3508686 47.3649329, 7.3508299 47.3649303, 7.3507685 47.3649223, 7.3498034 47.3647718, 7.3492735 47.3646892, 7.3492341 47.3646827, 7.3491623 47.3646709)","[""Rue de l'Avenir"", 'Bellevoie']",yes,
930101410,,,residential,,,False,True,16.951,"LINESTRING (7.3510006 47.3649006, 7.3510353 47.3649242, 7.3510723 47.36495, 7.3511139 47.3649698, 7.3511815 47.3649865)",Rue de l'Avenir,,
