osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge,junction,tunnel
24414869,3,9,Route de Lavaux,primary,50,False,True,24.34,"LINESTRING (6.6814142 46.5041664, 6.6811114 46.5040995)",,,,
"[24394225, 550155173, 550155174, 550155175]","['4', '5']",9,Route de Lavaux,primary,50,False,False,168.921,"LINESTRING (6.6814142 46.5041664, 6.6823149 46.504386, 6.6825713 46.5044235, 6.682814 46.5044443, 6.6830165 46.5044488, 6.6831797 46.5044421, 6.6832107 46.5044408, 6.6835516 46.5043937)",,,,
"[901577028, 552602669]",1,9,Route de Lavaux,primary,50,True,False,41.015,"LINESTRING (6.6814142 46.5041664, 6.6810564 46.5041462, 6.6808801 46.5041362)",,,,
24519438,,,Chemin du Moulin,residential,30,False,True,126.378,"LINESTRING (6.6880892 46.5071769, 6.6881016 46.506991, 6.6881133 46.5068152, 6.6880511 46.5067011, 6.6876322 46.5061729, 6.687594 46.5061294)",,,,
24536491,,,Chemin de Crêt-de-Plan,residential,30,False,True,33.727000000000004,"LINESTRING (6.6880892 46.5071769, 6.6881315 46.5072542, 6.6882447 46.5074607)",,,,
553762446,3,,Route de la Conversion,secondary,50,False,False,29.52,"LINESTRING (6.6862859 46.5042073, 6.6860028 46.504027)",,,,
819249713,3,,Route de la Conversion,secondary,50,False,True,40.313,"LINESTRING (6.6862859 46.5042073, 6.68632 46.5042282, 6.6865253 46.5043699, 6.6866612 46.5044616)",,,,
27219727,3,,Route de la Conversion,secondary,50,False,True,24.938,"LINESTRING (6.6858007 46.5038542, 6.685869 46.5039383, 6.6859068 46.5039658, 6.6860028 46.504027)",,,,
30998111,4,9,Route de Lavaux,primary,50,False,True,36.581,"LINESTRING (6.6858007 46.5038542, 6.6856242 46.5039018, 6.6856113 46.5039053, 6.6853529 46.5039691)",,,,
550155171,3,,Rue des Terreaux,residential,30,False,True,27.260999999999996,"LINESTRING (6.6858007 46.5038542, 6.6857238 46.503765, 6.6857131 46.5037492, 6.6857039 46.5037365, 6.6856883 46.5037009, 6.6856667 46.5036298)",,,,
"[550155179, 551480453]","['5', '6']",9,Route de Lavaux,primary,50,False,False,41.576,"LINESTRING (6.6858007 46.5038542, 6.6859641 46.5038038, 6.6859854 46.5037977, 6.6862155 46.5037322, 6.6863 46.503707)",,,,
24414869,3,9,Route de Lavaux,primary,50,False,False,24.34,"LINESTRING (6.6811114 46.5040995, 6.6814142 46.5041664)",,,,
34058919,,,Route du Grand Pont,residential,30,False,False,123.059,"LINESTRING (6.6809183 46.5039454, 6.6809302 46.5039428, 6.6810892 46.5039081, 6.6812501 46.5038674, 6.6813059 46.5038479, 6.6816175 46.5037412, 6.6819642 46.5036021, 6.6822501 46.5034783, 6.6822738 46.5034689, 6.6823408 46.5034387)",,,,
34058919,,,Route du Grand Pont,residential,30,False,False,96.814,"LINESTRING (6.6823408 46.5034387, 6.6823905 46.5034162, 6.6828003 46.5032274, 6.6829871 46.5031438, 6.6832545 46.5030207, 6.683338 46.502976, 6.6833872 46.50295)",,,,
34058919,,,Route du Grand Pont,residential,30,False,True,123.05900000000001,"LINESTRING (6.6823408 46.5034387, 6.6822738 46.5034689, 6.6822501 46.5034783, 6.6819642 46.5036021, 6.6816175 46.5037412, 6.6813059 46.5038479, 6.6812501 46.5038674, 6.6810892 46.5039081, 6.6809302 46.5039428, 6.6809183 46.5039454)",,,,
"[24438785, 36270655]",,,Chemin de la Combe,residential,30,False,False,110.55200000000002,"LINESTRING (6.6823408 46.5034387, 6.6826385 46.5037449, 6.6827366 46.5038275, 6.6828329 46.5038917, 6.6829299 46.5039421, 6.683136 46.5040369, 6.6833091 46.5041617)",,,,
34058919,,,Route du Grand Pont,residential,30,False,True,96.814,"LINESTRING (6.6833872 46.50295, 6.683338 46.502976, 6.6832545 46.5030207, 6.6829871 46.5031438, 6.6828003 46.5032274, 6.6823905 46.5034162, 6.6823408 46.5034387)",,,,
"[24438797, 46835838]",,,"['Quai Gustave Doret', 'Chemin des Riettes']",residential,30,False,False,195.753,"LINESTRING (6.6833872 46.50295, 6.6833316 46.50289, 6.6831921 46.5027406, 6.6829509 46.5024639, 6.6827812 46.502264, 6.6827614 46.5022287, 6.6827598 46.5021928, 6.6827803 46.5021598, 6.6828195 46.5021343, 6.6830978 46.5020377, 6.6831514 46.5020186, 6.6832948 46.501977, 6.6835133 46.5019224, 6.6836798 46.501889, 6.6838257 46.5018696, 6.6839213 46.5018711)",,,,
46835839,,,Route du Grand Pont,residential,30,False,False,20.469,"LINESTRING (6.6833872 46.50295, 6.6835274 46.5028943, 6.6835708 46.5028808, 6.6836232 46.5028638)",,,,
24438789,,,Grand-Rue,living_street,,True,False,113.411,"LINESTRING (6.6836232 46.5028638, 6.6836607 46.5028433, 6.68399 46.5027633, 6.6841372 46.5027307, 6.6843748 46.5026798, 6.6843929 46.5026764, 6.6844605 46.5026627, 6.6844952 46.5026568, 6.6846433 46.5025957, 6.6849542 46.5024411)",destination,,,
24438791,,,Rue des Terreaux,residential,30,False,False,171.20399999999998,"LINESTRING (6.6836232 46.5028638, 6.6836585 46.5029164, 6.6837176 46.5030307, 6.6837931 46.5031467, 6.6838883 46.5032326, 6.6839757 46.5032683, 6.6840334 46.503272, 6.6841173 46.5032659, 6.684229 46.5032718, 6.6843627 46.50329, 6.684464 46.5032922, 6.6845492 46.5032781, 6.6847258 46.503218, 6.6849441 46.5031174, 6.6852315 46.502985, 6.6852999 46.5029611, 6.685371 46.5029575)",,,,
46835839,,,Route du Grand Pont,residential,30,False,True,20.469,"LINESTRING (6.6836232 46.5028638, 6.6835708 46.5028808, 6.6835274 46.5028943, 6.6833872 46.50295)",,,,
919970692,,,Grand-Rue,living_street,,False,True,4.548,"LINESTRING (6.6859935 46.5022057, 6.6859347 46.5022116)",destination,,,
919970691,,,Grand-Rue,living_street,,True,False,86.865,"LINESTRING (6.6859935 46.5022057, 6.686264 46.5021728, 6.6865403 46.5021521, 6.6868867 46.5021151, 6.6871148 46.5020869)",destination,,,
24438809,,,Rue du Lac,residential,,False,True,44.033,"LINESTRING (6.6875996 46.5020753, 6.6875274 46.5020111, 6.68753 46.5016963)",,,,
24438813,,,Rue des Terreaux,residential,30,False,True,138.353,"LINESTRING (6.6875996 46.5020753, 6.6875693 46.5021375, 6.6875334 46.5021912, 6.6874823 46.5023201, 6.6874649 46.5023896, 6.6874623 46.5025408, 6.6874562 46.5026588, 6.6874318 46.5027265, 6.6873448 46.5028655, 6.6871626 46.5031149, 6.6871549 46.5031303, 6.6871496 46.5031542, 6.6871496 46.5032053, 6.687154 46.5032595)",,,,
24438814,,,Route de Vevey,residential,30,False,False,173.19,"LINESTRING (6.6875996 46.5020753, 6.6877012 46.502154, 6.6879493 46.502225, 6.6880877 46.5022071, 6.6885368 46.5020824, 6.6886091 46.5020522, 6.6890232 46.5018481, 6.6894387 46.5015984, 6.6895025 46.5015776)",,,,
24438816,,,Rue Friporte,residential,,True,False,81.21199999999999,"LINESTRING (6.6875996 46.5020753, 6.687869 46.5019512, 6.6879402 46.5019209, 6.6883755 46.5017359, 6.6884238 46.501699, 6.6884516 46.5016552)",,,,
919970689,,,Grand-Rue,living_street,,False,True,37.206,"LINESTRING (6.6875996 46.5020753, 6.6873208 46.5020713, 6.6871148 46.5020869)",destination,,,
24436424,,,Route du Grand Pont,residential,,True,False,14.372,"LINESTRING (6.6807537 46.5040076, 6.6809183 46.5039454)",,,,
551474348,1,9,Route de Lavaux,primary,50,True,False,29.336000000000002,"LINESTRING (6.6807537 46.5040076, 6.6810258 46.5040667, 6.6811114 46.5040995)",,yes,,
"[24394225, 550155173, 550155174, 550155175]","['4', '5']",9,Route de Lavaux,primary,50,False,True,168.921,"LINESTRING (6.6835516 46.5043937, 6.6832107 46.5044408, 6.6831797 46.5044421, 6.6830165 46.5044488, 6.682814 46.5044443, 6.6825713 46.5044235, 6.6823149 46.504386, 6.6814142 46.5041664)",,,,
"[550155176, 550155177]",4,9,Route de Lavaux,primary,50,False,False,145.76,"LINESTRING (6.6835516 46.5043937, 6.684001 46.5043009, 6.684157 46.5042626, 6.6853529 46.5039691)",,,,
24438791,,,Rue des Terreaux,residential,30,False,True,171.20399999999998,"LINESTRING (6.685371 46.5029575, 6.6852999 46.5029611, 6.6852315 46.502985, 6.6849441 46.5031174, 6.6847258 46.503218, 6.6845492 46.5032781, 6.684464 46.5032922, 6.6843627 46.50329, 6.684229 46.5032718, 6.6841173 46.5032659, 6.6840334 46.503272, 6.6839757 46.5032683, 6.6838883 46.5032326, 6.6837931 46.5031467, 6.6837176 46.5030307, 6.6836585 46.5029164, 6.6836232 46.5028638)",,,,
"[55586837, 553762445]",3,,Rue des Terreaux,residential,30,False,False,87.67899999999999,"LINESTRING (6.685371 46.5029575, 6.6854304 46.5029739, 6.6855254 46.5030328, 6.685636 46.5031329, 6.6857463 46.5032384, 6.6857635 46.5032878, 6.6857654 46.5033345, 6.6857529 46.5033731, 6.6857399 46.5034091, 6.6856755 46.5035876, 6.6856667 46.5036298)",,,,
"[919968523, 1068801758]",,,Rue des Tanneurs,living_street,,False,False,8.382,"LINESTRING (6.6841463 46.5022542, 6.6841216 46.5022166, 6.6841012 46.5021855)",,,,
24438789,,,Grand-Rue,living_street,,True,False,60.644999999999996,"LINESTRING (6.6849542 46.5024411, 6.6850176 46.5024144, 6.6854812 46.5023064, 6.6856974 46.5022553)",destination,,,
24477498,,,Rue de l'Horloge,living_street,,True,False,68.606,"LINESTRING (6.6849542 46.5024411, 6.6850091 46.5024535, 6.6851857 46.502649, 6.6853632 46.5028375, 6.6853839 46.5028946, 6.685371 46.5029575)",,,,
24438811,,,Place des Halles,living_street,,True,False,65.984,"LINESTRING (6.684565 46.5019309, 6.6845982 46.502099, 6.6847227 46.5022351, 6.6848893 46.5024074, 6.6849542 46.5024411)",,,,
30998110,,,Quai Gustave Doret,residential,,False,True,49.735,"LINESTRING (6.684565 46.5019309, 6.6845133 46.5019227, 6.6842054 46.501894, 6.6839213 46.5018711)",,,,
24438789,,,Grand-Rue,living_street,,True,False,18.801,"LINESTRING (6.6856974 46.5022553, 6.6859347 46.5022116)",destination,,,
24438805,,,Rue du Rivage,living_street,,False,False,44.006,"LINESTRING (6.6856974 46.5022553, 6.6855257 46.5018776)",,,,
919970689,,,Grand-Rue,living_street,,False,False,37.206,"LINESTRING (6.6871148 46.5020869, 6.6873208 46.5020713, 6.6875996 46.5020753)",destination,,,
"[24438808, 919970690]",1,,"['Rue du Temple', 'Place Marsens']",living_street,30,True,False,46.049,"LINESTRING (6.6871148 46.5020869, 6.6871258 46.502165, 6.6871396 46.5022461, 6.6871317 46.5022954, 6.6871135 46.5023137, 6.6869757 46.5023491, 6.6869347 46.5023572, 6.6868626 46.5023714)",,,,
24438827,,,Place du Temple,living_street,,False,False,40.64,"LINESTRING (6.6868626 46.5023714, 6.686593 46.502407, 6.6865294 46.50246, 6.6863759 46.5024813)",,,,
89339106,1,,Place du Temple,living_street,30,True,False,87.33200000000002,"LINESTRING (6.6868626 46.5023714, 6.6869144 46.5026014, 6.6868816 46.5026425, 6.686511 46.5027126, 6.6863333 46.5027533, 6.6862285 46.5027935, 6.6861908 46.502808)",,,,
24438813,,,Rue des Terreaux,residential,30,False,False,138.35299999999998,"LINESTRING (6.687154 46.5032595, 6.6871496 46.5032053, 6.6871496 46.5031542, 6.6871549 46.5031303, 6.6871626 46.5031149, 6.6873448 46.5028655, 6.6874318 46.5027265, 6.6874562 46.5026588, 6.6874623 46.5025408, 6.6874649 46.5023896, 6.6874823 46.5023201, 6.6875334 46.5021912, 6.6875693 46.5021375, 6.6875996 46.5020753)",,,,
