osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,width,junction,access
"[1208084752, 174651649]",Ringstrasse,residential,False,True,118.941,"LINESTRING (7.7822487 47.213787, 7.7822573 47.2138246, 7.7822658 47.2138621, 7.7822804 47.2138813, 7.7823181 47.2139277, 7.7823852 47.2139851, 7.7826682 47.2142101, 7.78311 47.2145723, 7.7831846 47.2146335)",,,,,,,
20570381,Aarwangenstrasse,secondary,False,False,143.17999999999998,"LINESTRING (7.7881788 47.2157812, 7.7881949 47.2156075, 7.7881987 47.2153788, 7.7881989 47.2153666, 7.7882007 47.2152579, 7.7881882 47.2149311, 7.7881962 47.2145982, 7.7881962 47.2145979, 7.7881987 47.2144941)",2,244,50,,,,
20571726,Murgenthalstrasse,residential,True,False,124.103,"LINESTRING (7.7881788 47.2157812, 7.7880631 47.2157304, 7.7877967 47.2156136, 7.7877716 47.2156026, 7.7875329 47.2154979, 7.7874803 47.2154748, 7.7871595 47.2153069, 7.7869429 47.2151639, 7.7869018 47.215138, 7.7868679 47.2151144)",1,,,,,,
20570381,Aarwangenstrasse,secondary,False,True,143.17999999999998,"LINESTRING (7.7881987 47.2144941, 7.7881962 47.2145979, 7.7881962 47.2145982, 7.7881882 47.2149311, 7.7882007 47.2152579, 7.7881989 47.2153666, 7.7881987 47.2153788, 7.7881949 47.2156075, 7.7881788 47.2157812)",2,244,50,,,,
185850397,Aarwangenstrasse,secondary,False,False,164.70700000000002,"LINESTRING (7.7881987 47.2144941, 7.7881976 47.2142722, 7.7881944 47.2136437, 7.7881935 47.2131981, 7.7881654 47.2130898, 7.7881274 47.2130191)",2,244,50,,,,
243339771,Jurastrasse,residential,False,True,136.534,"LINESTRING (7.7881987 47.2144941, 7.7881479 47.2144941, 7.7876584 47.2144938, 7.7875055 47.2145117, 7.7873701 47.2145624, 7.7872896 47.2146228, 7.7872011 47.2147286, 7.7871496 47.2147902, 7.7868679 47.2151144)",,,,,,,
"[817877392, 953066073, 20570382]",Jurastrasse,"['residential', 'living_street']",False,False,85.02600000000001,"LINESTRING (7.7881987 47.2144941, 7.7882289 47.2144518, 7.7882966 47.2144334, 7.7884466 47.2143405, 7.7884948 47.2143107, 7.7885521 47.2142804, 7.7887809 47.2141592, 7.7888262 47.2141352, 7.7888957 47.2140981, 7.7889551 47.2140649, 7.7890398 47.213998)",2,,20,,,,
"[22918429, 1207540935]",Bahnhofstrasse,secondary,False,True,126.01599999999999,"LINESTRING (7.7881274 47.2130191, 7.787866 47.2131234, 7.787407 47.2133233, 7.7873641 47.213342, 7.7871528 47.2134163, 7.7866812 47.2135822)",,244,50,,,,
185850397,Aarwangenstrasse,secondary,False,True,164.70700000000002,"LINESTRING (7.7881274 47.2130191, 7.7881654 47.2130898, 7.7881935 47.2131981, 7.7881944 47.2136437, 7.7881976 47.2142722, 7.7881987 47.2144941)",2,244,50,,,,
260429381,Bahnhofstrasse,secondary,False,False,31.099,"LINESTRING (7.7881274 47.2130191, 7.7881975 47.2129455, 7.7883511 47.2127843)",,,50,,,,
"[68890673, 20571722, 68890669]",St. Urbanstrasse,secondary,False,False,33.009,"LINESTRING (7.7891291 47.2121982, 7.7892339 47.2121547, 7.7894081 47.2121133, 7.7895305 47.2120843)",,,50,yes,,,
22910082,Marktgasse,living_street,False,True,109.163,"LINESTRING (7.7891291 47.2121982, 7.7891625 47.2122379, 7.7891758 47.2122537, 7.7892506 47.2123534, 7.7892691 47.2123892, 7.7893397 47.2125262, 7.7893491 47.2125444, 7.789432 47.2126314, 7.7895097 47.212713, 7.7895839 47.2127909, 7.7896623 47.2128732, 7.7897774 47.212994, 7.7898119 47.2130165, 7.7898496 47.2130411)",,,20,,,,
260429381,Bahnhofstrasse,secondary,False,True,87.876,"LINESTRING (7.7891291 47.2121982, 7.7890526 47.2122524, 7.7888772 47.2123764, 7.7886428 47.2125403, 7.7883746 47.2127571, 7.7883511 47.2127843)",,,50,,,,
"[72988056, 1207540697, 72988060]",Jurastrasse,residential,False,True,51.239,"LINESTRING (7.7917518 47.21259, 7.7917079 47.2126401, 7.7916612 47.2126869, 7.7916248 47.2127233, 7.7915101 47.2129147, 7.7914672 47.2129661, 7.7914369 47.2129959)",,,50,,,,
817879312,St. Urbanstrasse,secondary,False,False,163.75600000000003,"LINESTRING (7.7917518 47.21259, 7.7919353 47.2126673, 7.7921118 47.2127417, 7.7923614 47.212864, 7.792715 47.2130887, 7.7930926 47.2133611, 7.7933724 47.2135568)",,255,50,,,,
1207540570,St. Urbanstrasse,secondary,False,True,57.421,"LINESTRING (7.7917518 47.21259, 7.7914128 47.212389, 7.7911926 47.2122697, 7.7911697 47.2122581)",,255,50,,,,
22910082,Marktgasse,living_street,False,False,109.16299999999998,"LINESTRING (7.7898496 47.2130411, 7.7898119 47.2130165, 7.7897774 47.212994, 7.7896623 47.2128732, 7.7895839 47.2127909, 7.7895097 47.212713, 7.789432 47.2126314, 7.7893491 47.2125444, 7.7893397 47.2125262, 7.7892691 47.2123892, 7.7892506 47.2123534, 7.7891758 47.2122537, 7.7891625 47.2122379, 7.7891291 47.2121982)",,,20,,,,
