osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,ref,bridge,width,tunnel
153523700,Staubeggstrasse,residential,30,False,True,112.65299999999999,"LINESTRING (8.9027285 47.5581099, 8.9023797 47.5579986, 8.9015644 47.5577452, 8.9015171 47.5577336, 8.9013593 47.5576957)",,,,,,
231959913,Ringstrasse,unclassified,50,False,False,96.25800000000001,"LINESTRING (8.9027285 47.5581099, 8.9028299 47.5579507, 8.9028568 47.5578841, 8.9028792 47.5578099, 8.902896 47.5577207, 8.902896 47.5576374, 8.9028792 47.557536, 8.902858 47.5574212, 8.9028396 47.5573254, 8.9028282 47.5572658)",,,,,,
1205420462,Ringstrasse,unclassified,50,False,True,87.512,"LINESTRING (8.9027285 47.5581099, 8.902694 47.5581682, 8.9024512 47.5585758, 8.9023543 47.5587396, 8.9022953 47.5588406)",,,,,,
795367178,Chappenzipfel,tertiary,50,True,False,11.343,"LINESTRING (8.9020439 47.5537738, 8.9020319 47.553798, 8.9020081 47.5538178, 8.9019755 47.5538307, 8.9019383 47.5538351)",roundabout,,,,,
1173765789,Neuhauserstrasse,residential,50,False,True,13.783999999999999,"LINESTRING (8.9020439 47.5537738, 8.9020878 47.5537766, 8.9022268 47.5537852)",,2,,,,
1173765791,Ringstrasse,unclassified,50,True,False,12.943999999999999,"LINESTRING (8.9020439 47.5537738, 8.902072 47.5538237, 8.9021157 47.5538794)",,1,,,,
172342854,Thundorferstrasse,residential,,False,True,75.93800000000002,"LINESTRING (8.9001833 47.554898, 8.9000489 47.5549669, 8.8999148 47.5550153, 8.8996626 47.5550926, 8.8995454 47.5551248, 8.89943 47.5551474, 8.8992654 47.5551679)",,,,,,
220903381,Spannerstrasse,residential,30,False,True,78.008,"LINESTRING (8.9001833 47.554898, 8.900219 47.55492, 8.900285 47.5549596, 8.9003527 47.5549922, 8.9006329 47.5551299, 8.9008997 47.5552654, 8.9010003 47.5553303)",,,,,,
"[795367960, 795367961, 795367962]",Thundorferstrasse,residential,,False,False,163.29099999999997,"LINESTRING (8.9001833 47.554898, 8.9002278 47.5548684, 8.9002784 47.554838, 8.9003277 47.5548055, 8.9006286 47.5546027, 8.9006557 47.5545844, 8.9008019 47.5544859, 8.9008166 47.5544762, 8.9013452 47.5541312, 8.9014595 47.5540525, 8.9015163 47.5540123, 8.9015631 47.5539695, 8.9016057 47.5539171, 8.9016482 47.5538504, 8.9016581 47.5538312)",,,,,,
"[172342856, 964026324]",Schlossmühlestrasse,residential,50,False,False,142.571,"LINESTRING (8.8986288 47.5535626, 8.8985692 47.5535811, 8.8985075 47.5535946, 8.8984572 47.5536023, 8.8984075 47.5536076, 8.8983625 47.5536105, 8.8983297 47.5536087, 8.8982969 47.5536026, 8.8982591 47.5535877, 8.8982353 47.5535725, 8.8982203 47.5535544, 8.8982082 47.5535357, 8.8981973 47.5535145, 8.8981378 47.553353, 8.8981219 47.5533273, 8.8981021 47.5533085, 8.8980683 47.5532948, 8.8980174 47.5532906, 8.8979676 47.5532952, 8.8977199 47.5533388, 8.8975119 47.5533773, 8.8974167 47.5533938, 8.8972604 47.5534248, 8.8972038 47.5534388, 8.8971548 47.553455, 8.8971216 47.5534685, 8.8970939 47.553483)",,2,,,,
"[1052738258, 964026323]",St. Gallerstrasse,secondary,50,True,False,93.053,"LINESTRING (8.8986288 47.5535626, 8.898708 47.5536665, 8.8987103 47.5537215, 8.8987 47.55384, 8.898671 47.5540192, 8.8986468 47.5541134, 8.8986207 47.5541844, 8.8985201 47.5543696)",,1,466,,,
1173765784,Marktstrasse,tertiary,50,True,False,96.02200000000002,"LINESTRING (8.8986288 47.5535626, 8.8987948 47.5535047, 8.898895 47.5535085, 8.8990358 47.5535103, 8.8992631 47.5535201, 8.8994776 47.5535368, 8.8996167 47.5535515, 8.8997077 47.5535628, 8.8997707 47.5535699, 8.8998637 47.5536103)",,1,,,,
