osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,bridge,width,tunnel,junction
25074755,2,Dorfbachstrasse,residential,30,False,False,82.38300000000001,"LINESTRING (7.4071185 46.9199043, 7.4073074 46.9196003, 7.407544 46.9192228)",,,,,,
25960973,,Feldeggstrasse,residential,30,False,True,78.078,"LINESTRING (7.419057 46.925449, 7.418699 46.9255712, 7.4181357 46.9257607)",,,,,,
664095642,,Schlossstrasse,residential,30,False,False,207.04899999999998,"LINESTRING (7.419057 46.925449, 7.4189452 46.9252538, 7.4178909 46.9237665)",,,,,,
"[664095642, 113749702]",,"['Sonnenweg', 'Schlossstrasse']",residential,30,False,"[False, True]",157.832,"LINESTRING (7.4178909 46.9237665, 7.4178197 46.9236714, 7.4176531 46.9234487, 7.417621 46.9234058, 7.417455 46.923152, 7.4164848 46.9234732)",,,,,,
664095642,,Schlossstrasse,residential,30,False,True,207.04899999999998,"LINESTRING (7.4178909 46.9237665, 7.4189452 46.9252538, 7.419057 46.925449)",,,,,,
25960956,1,Dorfbachstrasse,residential,,False,False,93.662,"LINESTRING (7.4104825 46.9201616, 7.4095314 46.9206978)",,,,,,
"[167901640, 1066226611]","['1', '2']",Dorfbachstrasse,residential,30,False,False,179.41899999999998,"LINESTRING (7.4104825 46.9201616, 7.4106378 46.9202837, 7.4106624 46.9203087, 7.4116972 46.9213678, 7.4118118 46.9214939)",,,,,,
167901640,1,Dorfbachstrasse,residential,30,False,True,180.46599999999998,"LINESTRING (7.4104825 46.9201616, 7.410391 46.9200914, 7.4102922 46.9200305, 7.4101045 46.9199544, 7.4099457 46.9198921, 7.4084361 46.919464, 7.4083715 46.9194465)",,,,,,
25960956,1,Dorfbachstrasse,residential,,False,True,93.662,"LINESTRING (7.4095314 46.9206978, 7.4104825 46.9201616)",,,,,,
"[848440500, 25960958]",1,Weiermattweg,residential,30,False,False,180.633,"LINESTRING (7.4095314 46.9206978, 7.4094609 46.9206573, 7.4088101 46.9203444, 7.4086526 46.9202639, 7.4086053 46.9202035, 7.408499 46.9200676, 7.4082906 46.9196831, 7.4082697 46.9196446, 7.4083254 46.9195329, 7.4083715 46.9194465)",,destination,yes,,,
25960958,1,Weiermattweg,residential,30,False,True,151.966,"LINESTRING (7.4095314 46.9206978, 7.4099025 46.9209649, 7.4101445 46.9211154, 7.4103753 46.9212395, 7.410598 46.9213485, 7.4108605 46.921462, 7.411052 46.9215782)",,destination,,,,
25960958,1,Weiermattweg,residential,30,False,False,151.966,"LINESTRING (7.411052 46.9215782, 7.4108605 46.921462, 7.410598 46.9213485, 7.4103753 46.9212395, 7.4101445 46.9211154, 7.4099025 46.9209649, 7.4095314 46.9206978)",,destination,,,,
966192613,,Landorfstrasse,tertiary,40,False,False,40.708,"LINESTRING (7.411052 46.9215782, 7.4113751 46.9216732, 7.411419 46.9216848, 7.4115516 46.9217088)",,,,,,
"[78135507, 966192613]",2,Landorfstrasse,tertiary,40,False,True,275.47499999999997,"LINESTRING (7.411052 46.9215782, 7.4107815 46.9214939, 7.410551 46.9214026, 7.4100134 46.9211548, 7.4098546 46.9210887, 7.4097101 46.9210379, 7.4095987 46.9210045, 7.4094609 46.9209674, 7.4092852 46.9209286, 7.4091262 46.9209019, 7.4088972 46.9208732, 7.4086706 46.9208539, 7.4083252 46.9208298, 7.4082295 46.9208199, 7.4081176 46.9208065, 7.4080361 46.9207934, 7.407907 46.9207692, 7.4077043 46.9207272)",,,,,,
167901640,1,Dorfbachstrasse,residential,30,False,False,180.46599999999998,"LINESTRING (7.4083715 46.9194465, 7.4084361 46.919464, 7.4099457 46.9198921, 7.4101045 46.9199544, 7.4102922 46.9200305, 7.410391 46.9200914, 7.4104825 46.9201616)",,,,,,
"[167901640, 25960959]",1,Dorfbachstrasse,residential,30,False,True,67.591,"LINESTRING (7.4083715 46.9194465, 7.4083357 46.9194368, 7.4076953 46.9192637, 7.407544 46.9192228)",,,,,,
"[848440500, 25960958]",1,Weiermattweg,residential,30,False,True,180.633,"LINESTRING (7.4083715 46.9194465, 7.4083254 46.9195329, 7.4082697 46.9196446, 7.4082906 46.9196831, 7.408499 46.9200676, 7.4086053 46.9202035, 7.4086526 46.9202639, 7.4088101 46.9203444, 7.4094609 46.9206573, 7.4095314 46.9206978)",,destination,yes,,,
25960971,,Wiesenstrasse,residential,30,False,False,283.587,"LINESTRING (7.4164848 46.9234732, 7.4177399 46.9251995, 7.4179361 46.9254694, 7.4181357 46.9257607)",,,,,,
"[664095642, 113749702]",,"['Sonnenweg', 'Schlossstrasse']",residential,30,False,"[False, True]",157.832,"LINESTRING (7.4164848 46.9234732, 7.417455 46.923152, 7.417621 46.9234058, 7.4176531 46.9234487, 7.4178197 46.9236714, 7.4178909 46.9237665)",,,,,,
113749702,,Sonnenweg,residential,30,False,True,75.96000000000001,"LINESTRING (7.4164848 46.9234732, 7.4159484 46.9236526, 7.4157815 46.9237081, 7.4156736 46.9237649, 7.4156234 46.9238084)",,,,,,
25960971,,Wiesenstrasse,residential,30,False,True,283.587,"LINESTRING (7.4181357 46.9257607, 7.4179361 46.9254694, 7.4177399 46.9251995, 7.4164848 46.9234732)",,,,,,
25960972,,Feldeggstrasse,residential,30,False,False,70.90899999999999,"LINESTRING (7.4181357 46.9257607, 7.4174879 46.9260081, 7.4173131 46.9260616)",,,,,,
25960973,,Feldeggstrasse,residential,30,False,False,78.078,"LINESTRING (7.4181357 46.9257607, 7.418699 46.9255712, 7.419057 46.925449)",,,,,,
25960972,,Feldeggstrasse,residential,30,False,True,70.90899999999999,"LINESTRING (7.4173131 46.9260616, 7.4174879 46.9260081, 7.4181357 46.9257607)",,,,,,
"[418029018, 1149942076]",2,Schwarzenburgstrasse,secondary,50,False,False,77.307,"LINESTRING (7.4173131 46.9260616, 7.4173 46.9260349, 7.4172304 46.9258923, 7.4171265 46.9257202, 7.4170106 46.9255333, 7.4169301 46.9254181)",232,,,,,
418029018,2,Schwarzenburgstrasse,secondary,50,False,True,14.75,"LINESTRING (7.4173131 46.9260616, 7.4173274 46.9260903, 7.4173863 46.9261844)",232,,,,,
94231673,2,Könizstrasse,secondary,50,False,False,55.980000000000004,"LINESTRING (7.416688 46.9259304, 7.4166942 46.9258293, 7.4167025 46.9255881, 7.4167151 46.9255374, 7.4167402 46.925498, 7.4167793 46.925437)",,,,,,
"[627388290, 44456382, 216513191]",,Sonnenweg,living_street,20,False,False,227.406,"LINESTRING (7.416688 46.9259304, 7.4164991 46.9259041, 7.4162347 46.9258693, 7.4162059 46.9258656, 7.4161611 46.9258589, 7.4161336 46.9258504, 7.4161111 46.9258376, 7.4160936 46.9258226, 7.4157602 46.9253652, 7.4156096 46.9250884, 7.4155267 46.9249682, 7.4154235 46.9248208, 7.415404 46.924794, 7.4153275 46.9246875, 7.4153244 46.9246832, 7.4152728 46.9246057, 7.4151528 46.9244101, 7.4151162 46.9243497)",,,,,,
44865935,,Lilienweg,residential,30,False,True,143.60100000000003,"LINESTRING (7.4068216 46.9217945, 7.406951 46.9218523, 7.4075686 46.9221019, 7.407637 46.92213, 7.4082338 46.9223704, 7.4083111 46.9224024, 7.4084429 46.9224588)",,,,,,
1102935573,,Mösliweg,residential,30,False,True,136.551,"LINESTRING (7.4068216 46.9217945, 7.4068918 46.9217371, 7.4069238 46.9217053, 7.4072485 46.9213039, 7.4072993 46.9212422, 7.4074741 46.9210298, 7.4076545 46.9208105, 7.4076816 46.9207708, 7.4077043 46.9207272)",,,,7,,
"[78135507, 966192613]",2,Landorfstrasse,tertiary,40,False,False,275.47499999999997,"LINESTRING (7.4077043 46.9207272, 7.407907 46.9207692, 7.4080361 46.9207934, 7.4081176 46.9208065, 7.4082295 46.9208199, 7.4083252 46.9208298, 7.4086706 46.9208539, 7.4088972 46.9208732, 7.4091262 46.9209019, 7.4092852 46.9209286, 7.4094609 46.9209674, 7.4095987 46.9210045, 7.4097101 46.9210379, 7.4098546 46.9210887, 7.4100134 46.9211548, 7.410551 46.9214026, 7.4107815 46.9214939, 7.411052 46.9215782)",,,,,,
1102935573,,Mösliweg,residential,30,False,False,136.551,"LINESTRING (7.4077043 46.9207272, 7.4076816 46.9207708, 7.4076545 46.9208105, 7.4074741 46.9210298, 7.4072993 46.9212422, 7.4072485 46.9213039, 7.4069238 46.9217053, 7.4068918 46.9217371, 7.4068216 46.9217945)",,,,7,,
44865972,,Waldrainstrasse,residential,30,False,True,189.994,"LINESTRING (7.4065674 46.9242257, 7.4087277 46.9250875)",,,,4,,
44865978,1,Buchseeweg,residential,30,False,True,59.273,"LINESTRING (7.4094492 46.9245413, 7.4099577 46.9241369)",,,,,,
"[44865978, 1092314815]",1,Buchseeweg,residential,30,False,False,81.80000000000001,"LINESTRING (7.4094492 46.9245413, 7.409342 46.9246194, 7.4087277 46.9250875)",,,,,,
44865972,,Waldrainstrasse,residential,30,False,False,189.994,"LINESTRING (7.4087277 46.9250875, 7.4065674 46.9242257)",,,,4,,
1092314815,1,Buchseeweg,residential,30,False,False,88.83,"LINESTRING (7.4087277 46.9250875, 7.4079591 46.9256897)",,,,,,
"[44865978, 1092314815]",1,Buchseeweg,residential,30,False,True,81.80000000000001,"LINESTRING (7.4087277 46.9250875, 7.409342 46.9246194, 7.4094492 46.9245413)",,,,,,
167901712,2,Landorfstrasse,tertiary,40,False,False,30.823,"LINESTRING (7.412585 46.9227889, 7.412645 46.9228274, 7.4127208 46.9228677, 7.4127493 46.9228837, 7.4127822 46.9229084, 7.4127966 46.9229258, 7.4128093 46.9229432, 7.4128261 46.9229716, 7.4128368 46.9229973)",,,,,,
"[310664271, 310660702, 917133854]",2,Landorfstrasse,tertiary,40,False,True,129.21,"LINESTRING (7.412585 46.9227889, 7.4125644 46.9227723, 7.4125475 46.9227587, 7.4125334 46.9227479, 7.4125295 46.9227445, 7.4125187 46.9227342, 7.4125074 46.9227222, 7.4124951 46.922708, 7.412482 46.9226914, 7.4123134 46.9224673, 7.4122276 46.9223533, 7.4121161 46.9222033, 7.4120951 46.9221753, 7.4120676 46.9221415, 7.4120464 46.9221172, 7.4119443 46.9220019, 7.4118946 46.921948, 7.4118659 46.9219166, 7.4118116 46.9218572, 7.4117371 46.9217841)",,,,,,
1092314776,1,Buchseeweg,residential,30,False,False,133.95499999999998,"LINESTRING (7.412585 46.9227889, 7.4124905 46.9228443, 7.4124097 46.9228887, 7.4118274 46.9230713, 7.4114809 46.9231824, 7.4113375 46.9232283, 7.4111619 46.9233027, 7.4110392 46.9233581)",,,,,,
44865935,,Lilienweg,residential,30,False,False,92.101,"LINESTRING (7.4110392 46.9233581, 7.4108778 46.9232945, 7.4102884 46.9231197, 7.4099385 46.9230119)",,,,,,
"[1092314776, 44865978]",1,Buchseeweg,residential,30,False,False,119.43400000000001,"LINESTRING (7.4110392 46.9233581, 7.4109655 46.9233989, 7.4109372 46.9234196, 7.4106582 46.9236261, 7.4104572 46.9237647, 7.4103818 46.9238214, 7.4101521 46.9239888, 7.4099577 46.9241369)",,,,,,
1092314776,1,Buchseeweg,residential,30,False,True,133.955,"LINESTRING (7.4110392 46.9233581, 7.4111619 46.9233027, 7.4113375 46.9232283, 7.4114809 46.9231824, 7.4118274 46.9230713, 7.4124097 46.9228887, 7.4124905 46.9228443, 7.412585 46.9227889)",,,,,,
"[44456384, 94231669, 44456383]",2,Bläuackergraben,unclassified,30,False,False,189.471,"LINESTRING (7.4151162 46.9243497, 7.4151072 46.9243549, 7.4150848 46.9243644, 7.4150618 46.9243705, 7.415039 46.9243743, 7.415015 46.9243752, 7.4149924 46.9243746, 7.4149809 46.9243738, 7.4149689 46.924373, 7.4149427 46.9243668, 7.4149203 46.9243588, 7.4148996 46.9243493, 7.4148783 46.9243344, 7.4148475 46.9243031, 7.4146015 46.9240183, 7.4144201 46.9238069, 7.4143799 46.9237717, 7.41433 46.9237441, 7.4142623 46.9237186, 7.4141981 46.9237003, 7.4141189 46.9236993, 7.4139956 46.9237177, 7.4139391 46.9237327, 7.4133709 46.9239592, 7.4132435 46.9239811)",,,,,yes,
113749734,2,Sonnenweg,unclassified,30,False,False,71.78999999999999,"LINESTRING (7.4151162 46.9243497, 7.4151246 46.9243449, 7.4151397 46.9243348, 7.4151538 46.9243227, 7.4151714 46.9243048, 7.4151936 46.9242772, 7.4154019 46.9240096, 7.4154749 46.9239321, 7.4156234 46.9238084)",,,,,,
"[627388290, 44456382, 216513191]",,Sonnenweg,living_street,20,False,True,227.406,"LINESTRING (7.4151162 46.9243497, 7.4151528 46.9244101, 7.4152728 46.9246057, 7.4153244 46.9246832, 7.4153275 46.9246875, 7.415404 46.924794, 7.4154235 46.9248208, 7.4155267 46.9249682, 7.4156096 46.9250884, 7.4157602 46.9253652, 7.4160936 46.9258226, 7.4161111 46.9258376, 7.4161336 46.9258504, 7.4161611 46.9258589, 7.4162059 46.9258656, 7.4162347 46.9258693, 7.4164991 46.9259041, 7.416688 46.9259304)",,,,,,
161853247,,Gartenstadtstrasse,residential,,False,True,76.461,"LINESTRING (7.4142589 46.9265188, 7.4151778 46.9262377)",,,,,,
"[78135500, 968803204]",2,Sägestrasse,tertiary,50,False,True,287.53400000000005,"LINESTRING (7.4142589 46.9265188, 7.4141546 46.926376, 7.4140564 46.9262387, 7.4139972 46.9261534, 7.4139396 46.9260699, 7.413883 46.9259832, 7.4138403 46.9259177, 7.4138009 46.9258487, 7.4137435 46.9257435, 7.4137113 46.9256812, 7.4136976 46.9256558, 7.4136512 46.925569, 7.4135917 46.9254505, 7.4135234 46.9252972, 7.4134566 46.925138, 7.413399 46.9249702, 7.4132742 46.9245523, 7.4132489 46.9244477, 7.4131995 46.9242746, 7.4131629 46.9241649, 7.4131388 46.9240628)",,,,,,
"[1102930139, 74194374]",1,Weierbühlweg,residential,30,False,True,136.832,"LINESTRING (7.4113549 46.9201899, 7.4114704 46.9202452, 7.4120544 46.9207243, 7.4121452 46.9208095, 7.4121718 46.9208781, 7.4121814 46.9209515, 7.412214 46.9211364, 7.4122393 46.9212089)",,,,,,
35280192,,Schulhausgässli,residential,30,False,False,55.213,"LINESTRING (7.4122393 46.9212089, 7.4123428 46.9211496, 7.4123927 46.9211278, 7.4128551 46.9209472)",,,,,,
35280192,,Schulhausgässli,residential,30,False,True,45.800999999999995,"LINESTRING (7.4122393 46.9212089, 7.4118961 46.921466, 7.4118118 46.9214939)",,,,,,
"[1102930139, 74194374]",1,Weierbühlweg,residential,30,False,False,136.832,"LINESTRING (7.4122393 46.9212089, 7.412214 46.9211364, 7.4121814 46.9209515, 7.4121718 46.9208781, 7.4121452 46.9208095, 7.4120544 46.9207243, 7.4114704 46.9202452, 7.4113549 46.9201899)",,,,,,
307997560,,Schwarzenburgstrasse,secondary,50,True,False,24.655,"LINESTRING (7.4133043 46.9204435, 7.4132674 46.920432, 7.413237 46.9204137, 7.4132155 46.9203902, 7.4132047 46.9203634, 7.4132056 46.9203357, 7.4132181 46.9203093, 7.4132412 46.9202865, 7.4132728 46.9202692)",,,,,,roundabout
"[648786160, 881755889, 113749758, 648786159]",2,Schwarzenburgstrasse,secondary,50,False,False,280.36,"LINESTRING (7.4133043 46.9204435, 7.4132494 46.9205276, 7.4131843 46.9206201, 7.4131381 46.9206851, 7.4131049 46.9207318, 7.4130386 46.9208409, 7.4129941 46.9209314, 7.4129799 46.9209838, 7.412966 46.9210787, 7.4129726 46.921153, 7.4129955 46.9212325, 7.4130343 46.9213188, 7.413073 46.9213814, 7.4131371 46.9214647, 7.413218 46.9215487, 7.4133756 46.921698, 7.4136256 46.9219406, 7.4137172 46.922049, 7.4138219 46.9221999, 7.4138694 46.9222847, 7.4139757 46.9225044, 7.4140061 46.9225661, 7.4140399 46.9226336, 7.4140794 46.9226918, 7.4141016 46.9227247)",232,,,,,
308011193,,,secondary,50,True,False,15.482,"LINESTRING (7.4146279 46.9230139, 7.4146512 46.9230368, 7.4146628 46.9230635, 7.4146615 46.9230913, 7.4146474 46.9231174, 7.414622 46.9231392)",,,,,,roundabout
"[33720400, 212287029, 1145850644, 308011189]","['2', '3']",Muhlernstrasse,tertiary,50,False,False,343.56999999999994,"LINESTRING (7.4134836 46.9203577, 7.4135992 46.9203568, 7.4139071 46.9203687, 7.4139414 46.9203674, 7.4139757 46.9203649, 7.4140277 46.9203579, 7.4140917 46.9203421, 7.4143689 46.9202561, 7.4145249 46.9202085, 7.4145545 46.9201974, 7.4147647 46.9201264, 7.4147965 46.9201151, 7.4149474 46.9200628, 7.4150946 46.9200125, 7.4153862 46.9199076, 7.4159028 46.9197011, 7.4161986 46.9195763, 7.4163934 46.9194851, 7.4165148 46.9194262, 7.416637 46.9193684, 7.4167811 46.9192944, 7.4169626 46.9192013, 7.4170101 46.9191749, 7.4172375 46.9190522, 7.4174155 46.9189541)",,,,,,
"[1184967981, 1184967982]",,Schwarzenburgstrasse,secondary,50,True,False,19.016,"LINESTRING (7.4134836 46.9203577, 7.4134748 46.9203856, 7.4134544 46.9204104, 7.4134241 46.9204301, 7.4133868 46.9204428, 7.4133456 46.9204474, 7.4133043 46.9204435)",,,,,,roundabout
211996328,2,Sägestrasse,tertiary,40,False,True,101.46000000000001,"LINESTRING (7.4130945 46.9238926, 7.413073 46.9238103, 7.4128368 46.9229973)",,,,,,
310663360,,Sägestrasse,tertiary,50,True,False,17.104000000000003,"LINESTRING (7.4130945 46.9238926, 7.4131395 46.9238926, 7.4131817 46.9239034, 7.4132157 46.9239236, 7.4132372 46.9239506, 7.4132435 46.9239811)",,,,,,roundabout
401577546,2,Schwarzenburgstrasse,secondary,50,False,True,41.549,"LINESTRING (7.4144515 46.9230091, 7.4144031 46.922977, 7.4143481 46.9229405, 7.4143039 46.9229114, 7.4142444 46.9228692, 7.4141777 46.9228115, 7.4141357 46.9227646, 7.4141016 46.9227247)",232,,,,,
1184967985,,,secondary,50,True,False,14.742,"LINESTRING (7.4144515 46.9230091, 7.4144842 46.9229948, 7.4145217 46.9229878, 7.4145605 46.9229889, 7.414597 46.9229979, 7.4146279 46.9230139)",,,,,,roundabout
648786157,2,Schwarzenburgstrasse,secondary,30,False,False,106.41000000000003,"LINESTRING (7.414622 46.9231392, 7.4146801 46.9231746, 7.4148969 46.9233191, 7.4149993 46.9233866, 7.4150601 46.9234266, 7.4151405 46.9234811, 7.4153106 46.9235939, 7.4153284 46.9236054, 7.4154032 46.923656, 7.4156234 46.9238084)",232,,,,,
1184967986,,,secondary,50,True,False,30.52,"LINESTRING (7.414622 46.9231392, 7.4145883 46.9231543, 7.4145495 46.9231614, 7.4145094 46.92316, 7.4144719 46.9231501, 7.4144408 46.9231328, 7.414419 46.9231097, 7.4144088 46.9230832, 7.4144112 46.9230558, 7.4144259 46.9230302, 7.4144515 46.9230091)",,,,,,roundabout
"[968803204, 78135500]",2,Sägestrasse,tertiary,50,False,False,287.5340000000001,"LINESTRING (7.4131388 46.9240628, 7.4131629 46.9241649, 7.4131995 46.9242746, 7.4132489 46.9244477, 7.4132742 46.9245523, 7.413399 46.9249702, 7.4134566 46.925138, 7.4135234 46.9252972, 7.4135917 46.9254505, 7.4136512 46.925569, 7.4136976 46.9256558, 7.4137113 46.9256812, 7.4137435 46.9257435, 7.4138009 46.9258487, 7.4138403 46.9259177, 7.413883 46.9259832, 7.4139396 46.9260699, 7.4139972 46.9261534, 7.4140564 46.9262387, 7.4141546 46.926376, 7.4142589 46.9265188)",,,,,,
310667974,,Sägestrasse,tertiary,50,True,False,29.982,"LINESTRING (7.4131388 46.9240628, 7.4130921 46.9240624, 7.4130489 46.9240505, 7.4130169 46.9240305, 7.4129966 46.9240043, 7.4129905 46.9239753, 7.412999 46.9239465, 7.413021 46.9239214, 7.4130541 46.9239027, 7.4130945 46.9238926)",,,,,,roundabout
"[44456384, 94231669, 44456383]",2,Bläuackergraben,unclassified,30,False,True,189.47099999999998,"LINESTRING (7.4132435 46.9239811, 7.4133709 46.9239592, 7.4139391 46.9237327, 7.4139956 46.9237177, 7.4141189 46.9236993, 7.4141981 46.9237003, 7.4142623 46.9237186, 7.41433 46.9237441, 7.4143799 46.9237717, 7.4144201 46.9238069, 7.4146015 46.9240183, 7.4148475 46.9243031, 7.4148783 46.9243344, 7.4148996 46.9243493, 7.4149203 46.9243588, 7.4149427 46.9243668, 7.4149689 46.924373, 7.4149809 46.9243738, 7.4149924 46.9243746, 7.415015 46.9243752, 7.415039 46.9243743, 7.4150618 46.9243705, 7.4150848 46.9243644, 7.4151072 46.9243549, 7.4151162 46.9243497)",,,,,yes,
78135471,,Sägestrasse,tertiary,50,True,False,13.015,"LINESTRING (7.4132435 46.9239811, 7.4132375 46.9240041, 7.4132227 46.9240253, 7.4132001 46.9240429, 7.4131714 46.9240557, 7.4131388 46.9240628)",,,,,,roundabout
1184967984,,Schwarzenburgstrasse,secondary,50,True,False,11.195,"LINESTRING (7.4134203 46.9202716, 7.4134483 46.920288, 7.413469 46.9203088, 7.413481 46.9203326, 7.4134836 46.9203577)",,,,,,roundabout
"[113749776, 648786158]",2,Schwarzenburgstrasse,secondary,30,False,True,192.13699999999997,"LINESTRING (7.4168319 46.9252975, 7.4167794 46.925188, 7.41666 46.9249383, 7.4165739 46.9247518, 7.4165112 46.92464, 7.4164615 46.9245653, 7.416398 46.9244785, 7.4162991 46.9243671, 7.4162708 46.9243366, 7.4162079 46.9242752, 7.4161425 46.9242179, 7.4160643 46.9241536, 7.4160253 46.9241215, 7.4157278 46.9238866, 7.4156234 46.9238084)",232,,,,,
1184963113,,,secondary,50,True,False,19.186000000000003,"LINESTRING (7.4168319 46.9252975, 7.4168702 46.9253, 7.416905 46.9253113, 7.4169321 46.92533, 7.4169482 46.925354, 7.4169513 46.9253802, 7.4169445 46.9254002, 7.4169301 46.9254181)",,,,,,roundabout
"[418029018, 1149942076]",2,Schwarzenburgstrasse,secondary,50,False,True,77.307,"LINESTRING (7.4169301 46.9254181, 7.4170106 46.9255333, 7.4171265 46.9257202, 7.4172304 46.9258923, 7.4173 46.9260349, 7.4173131 46.9260616)",232,,,,,
1184963112,,,secondary,50,True,False,12.748000000000001,"LINESTRING (7.4169301 46.9254181, 7.4169032 46.9254358, 7.4168693 46.9254464, 7.4168321 46.9254487, 7.4168064 46.9254453, 7.4167793 46.925437)",,,,,,roundabout
607585871,,Landorfstrasse,tertiary,40,True,False,18.904999999999998,"LINESTRING (7.4115516 46.9217088, 7.4115592 46.9216851, 7.4115766 46.9216639, 7.4116022 46.9216471, 7.4116339 46.9216361, 7.411669 46.9216319, 7.4117043 46.9216348, 7.4117368 46.9216447)",,,,,,roundabout
966192613,,Landorfstrasse,tertiary,40,False,True,40.708,"LINESTRING (7.4115516 46.9217088, 7.411419 46.9216848, 7.4113751 46.9216732, 7.411052 46.9215782)",,,,,,
94231673,2,Könizstrasse,secondary,50,False,True,55.98,"LINESTRING (7.4167793 46.925437, 7.4167402 46.925498, 7.4167151 46.9255374, 7.4167025 46.9255881, 7.4166942 46.9258293, 7.416688 46.9259304)",,,,,,
313837267,,,secondary,50,True,False,20.841,"LINESTRING (7.4167793 46.925437, 7.4167654 46.9254288, 7.4167429 46.9254091, 7.4167311 46.9253855, 7.4167312 46.9253605, 7.4167432 46.9253369, 7.4167657 46.9253172, 7.4167964 46.9253036, 7.4168319 46.9252975)",,,,,,roundabout
161853247,,Gartenstadtstrasse,residential,,False,False,76.461,"LINESTRING (7.4151778 46.9262377, 7.4142589 46.9265188)",,,,,,
161853247,,Gartenstadtstrasse,residential,,False,True,65.111,"LINESTRING (7.4151778 46.9262377, 7.4159454 46.9259768)",,,,,,
161853247,,Gartenstadtstrasse,residential,,False,False,65.111,"LINESTRING (7.4159454 46.9259768, 7.4151778 46.9262377)",,,,,,
105576634,1,Narzissenweg,residential,30,False,True,194.937,"LINESTRING (7.4077253 46.9231369, 7.4085104 46.9234422, 7.4092129 46.9237036, 7.4093638 46.923705, 7.4097132 46.9232809)",,,,,,
105576634,1,Narzissenweg,residential,30,False,True,34.459,"LINESTRING (7.4097132 46.9232809, 7.4099385 46.9230119)",,,,,,
105576634,1,Narzissenweg,residential,30,False,False,194.937,"LINESTRING (7.4097132 46.9232809, 7.4093638 46.923705, 7.4092129 46.9237036, 7.4085104 46.9234422, 7.4077253 46.9231369)",,,,,,
105576671,1,Lilienweg,residential,30,False,False,163.205,"LINESTRING (7.4097132 46.9232809, 7.4093035 46.9231437, 7.4090706 46.9230571, 7.4088229 46.9229587, 7.4082719 46.922733, 7.4082338 46.9227078, 7.4082104 46.9226865, 7.4084429 46.9224588)",,,,,,
44865935,,Lilienweg,residential,30,False,False,143.60099999999997,"LINESTRING (7.4084429 46.9224588, 7.4083111 46.9224024, 7.4082338 46.9223704, 7.407637 46.92213, 7.4075686 46.9221019, 7.406951 46.9218523, 7.4068216 46.9217945)",,,,,,
