osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,lanes,access,width,tunnel
219967669,Avenue de Tourbillon,primary,50,roundabout,True,False,13.229000000000001,"LINESTRING (7.3625809 46.2288706, 7.3625606 46.2288898, 7.3625322 46.2289032, 7.3624989 46.2289094, 7.3624646 46.2289076, 7.3624332 46.228898)",,,,,
"[1017112696, 1047100036, 318318173, 1047100037]",Avenue de Tourbillon,primary,50,,False,True,165.654,"LINESTRING (7.3625809 46.2288706, 7.3627709 46.2289401, 7.3628394 46.2289664, 7.3632368 46.2291203, 7.3635984 46.2292588, 7.3642196 46.2294967, 7.3642591 46.2295116, 7.3644633 46.2295941)",9,3,,,
"[882870739, 1047100035]",Rue de la Dixence,residential,50,,False,False,88.387,"LINESTRING (7.3644633 46.2295941, 7.3643823 46.229676, 7.3643242 46.2297408, 7.3639804 46.230124, 7.3638571 46.2302692)",,3,,,
"[1017112696, 1047100036, 318318173, 1047100037]",Avenue de Tourbillon,primary,50,,False,False,165.654,"LINESTRING (7.3644633 46.2295941, 7.3642591 46.2295116, 7.3642196 46.2294967, 7.3635984 46.2292588, 7.3632368 46.2291203, 7.3628394 46.2289664, 7.3627709 46.2289401, 7.3625809 46.2288706)",9,3,,,
23157579,Rue des Cèdres,residential,30,,False,False,101.261,"LINESTRING (7.3631127 46.2309065, 7.3631103 46.2309234, 7.3631163 46.2309433, 7.3631562 46.2309771, 7.3633285 46.2311126, 7.3633399 46.2311215, 7.3635937 46.2313208, 7.36378 46.2314751, 7.363881 46.2315572, 7.3639379 46.2316063)",,,,,
26461226,Rue de la Dixence,residential,30,,False,True,91.784,"LINESTRING (7.3631127 46.2309065, 7.36312 46.2308873, 7.3631323 46.2308698, 7.363151 46.2308536, 7.3632473 46.2307951, 7.3633835 46.2307026, 7.3634682 46.2306375, 7.3636116 46.2305221, 7.3636355 46.2305004, 7.363697 46.2304432, 7.363761 46.2303796, 7.3638571 46.2302692)",,2,,,
"[26410720, 714438059]",Rue de la Dixence,"['residential', 'living_street']","['20', '30']",,False,True,102.885,"LINESTRING (7.3631127 46.2309065, 7.3630794 46.2309066, 7.3630494 46.2309136, 7.3629165 46.2309856, 7.3628733 46.2310095, 7.3627487 46.231086, 7.362732 46.2310982, 7.3625943 46.2311985, 7.3624473 46.2313118, 7.3623448 46.231395, 7.3623104 46.2314275, 7.3622268 46.2315243, 7.362202 46.2315608)",,2,,,
23157579,Rue des Cèdres,residential,30,,False,False,43.793,"LINESTRING (7.3639379 46.2316063, 7.3639551 46.2316275, 7.3639618 46.2316574, 7.3639419 46.2317028, 7.3638923 46.2317951, 7.3638382 46.2318806, 7.3637566 46.2319632)",,,,,
23157579,Rue des Cèdres,residential,30,,False,True,101.26100000000001,"LINESTRING (7.3639379 46.2316063, 7.363881 46.2315572, 7.36378 46.2314751, 7.3635937 46.2313208, 7.3633399 46.2311215, 7.3633285 46.2311126, 7.3631562 46.2309771, 7.3631163 46.2309433, 7.3631103 46.2309234, 7.3631127 46.2309065)",,,,,
"[837256035, 470707924]",Rue des Aubépines,residential,30,,True,False,42.393,"LINESTRING (7.3639379 46.2316063, 7.3640551 46.2315677, 7.3641179 46.2315535, 7.3642065 46.2315334, 7.3642801 46.2315211, 7.3644624 46.2314945)",,,,,
276996021,Rue du Scex,residential,30,,True,False,21.113,"LINESTRING (7.3637912 46.2320463, 7.3637734 46.2320631, 7.3637487 46.232075, 7.3637197 46.2320807, 7.3636897 46.2320797, 7.3636689 46.2320747, 7.3636504 46.2320664, 7.3636353 46.2320553, 7.3636245 46.232042, 7.3636185 46.2320274, 7.3636177 46.2320122, 7.3636222 46.2319973)",,,,,
318450221,Rue de Savièse,residential,,,False,True,10.652,"LINESTRING (7.3584544 46.2352509, 7.3584994 46.2351603)",,,,,
"[318702792, 979563746, 979563747]",Avenue Saint-François,tertiary,50,,False,True,32.603,"LINESTRING (7.3584544 46.2352509, 7.3583992 46.2353686, 7.3583855 46.2353937, 7.3583311 46.2354932, 7.3583154 46.2355278)",,3,,,
"[318459284, 1047100051, 1047100052, 149350867]",Avenue Ritz,tertiary,50,,False,False,144.417,"LINESTRING (7.3584544 46.2352509, 7.3582573 46.2351899, 7.3582112 46.2351769, 7.3581651 46.2351639, 7.357739 46.235044, 7.3571391 46.2348886, 7.3567997 46.2348007, 7.3567064 46.2347775)",,"['2', '3']",,,
"[738571760, 27835241]","['Place de la Gare', 'Avenue de la Gare']","['living_street', 'tertiary']",,,False,False,33.873999999999995,"LINESTRING (7.359204 46.2281411, 7.3592737 46.227998, 7.359345 46.2278525)",,,,,
"[27835248, 981291064, 318992686]",Avenue de France,primary,50,,False,False,101.87,"LINESTRING (7.359204 46.2281411, 7.3590504 46.2281124, 7.3586748 46.2280376, 7.3585234 46.2280152, 7.3583827 46.2280176, 7.358218 46.2280361, 7.358049 46.2280633, 7.3579152 46.2280878)",9,"['2', '3']",,,
"[219967666, 219967668, 318508092, 853761725]",Avenue de Tourbillon,primary,50,,False,True,256.649,"LINESTRING (7.359204 46.2281411, 7.3597261 46.2282596, 7.3599627 46.2283134, 7.3605703 46.228454, 7.3606243 46.228465, 7.3614564 46.2286217, 7.3622436 46.2287746, 7.3623943 46.2288136)",9,"['2', '3']",,,
919079342,Avenue de la Gare,tertiary,50,,False,True,69.284,"LINESTRING (7.359204 46.2281411, 7.3591048 46.228351, 7.3589222 46.2287329)",,3,,,
"[90486972, 90486980]",Rue de Lausanne,"['living_street', 'tertiary']","['20', '50']",,False,True,105.81700000000001,"LINESTRING (7.3573088 46.2320569, 7.3575771 46.2321361, 7.3579892 46.2322602, 7.3584929 46.2324268, 7.358536 46.2324349, 7.3585667 46.2324298)",,3,,,
"[318299896, 1047100038, 979563751]",Avenue de la Gare,tertiary,50,,False,False,82.84700000000001,"LINESTRING (7.3573088 46.2320569, 7.3573888 46.23189, 7.3574047 46.2318567, 7.3576073 46.2314287, 7.3576583 46.2313527)",,3,,,
"[1047100041, 318299895, 1047100039]",Rue de Lausanne,tertiary,50,,False,False,313.7950000000001,"LINESTRING (7.3573088 46.2320569, 7.3570848 46.231984, 7.3570395 46.2319693, 7.3568232 46.2318989, 7.356783 46.2318858, 7.3565246 46.2318018, 7.3563098 46.2317319, 7.3559587 46.2316177, 7.3559083 46.2316014, 7.3554535 46.2314533, 7.3550676 46.2313325, 7.3546184 46.2311919, 7.354453 46.2311392, 7.35396 46.2309859, 7.3536042 46.2308753)",,"['2', '3']",,,
"[1047100040, 979563750]",Avenue de la Gare,tertiary,50,,False,True,96.436,"LINESTRING (7.3573088 46.2320569, 7.35725 46.2321969, 7.3572337 46.2322318, 7.3571075 46.2325024, 7.3569296 46.2328835)",,"['4', '3']",,,
26410726,Espace des Remparts,living_street,20,,True,False,90.05600000000001,"LINESTRING (7.3589631 46.2325695, 7.3590844 46.2323838, 7.3591217 46.2323268, 7.3593707 46.2319461, 7.3595178 46.2318723)",,,,,
"[38665618, 156291709]","['Rue de Lausanne', 'Rue du Grand-Pont']",living_street,20,,True,False,227.599,"LINESTRING (7.3589631 46.2325695, 7.3591275 46.232619, 7.3594697 46.232722, 7.3596904 46.2327884, 7.3599479 46.2328687, 7.3602548 46.232969, 7.3604732 46.2330335, 7.3605956 46.2331256, 7.3605522 46.2333937, 7.3605197 46.2335942, 7.3605159 46.2336455, 7.3604983 46.2338161, 7.3604826 46.2339001)",,,no,,
26410726,Espace des Remparts,living_street,20,,True,False,102.642,"LINESTRING (7.3595178 46.2318723, 7.3596113 46.2318552, 7.3597129 46.2317871, 7.3598815 46.2316343, 7.36011 46.2314272, 7.3601535 46.2313877, 7.3601859 46.2313526, 7.3602432 46.2312428, 7.3602619 46.231207, 7.3602912 46.2311511)",,,,,
157395604,Rue des Vergers,living_street,20,,False,False,40.11,"LINESTRING (7.3595178 46.2318723, 7.3590783 46.2317384, 7.3590407 46.2317267)",,,,,
219967671,Avenue des Mayennets,residential,50,,False,False,121.549,"LINESTRING (7.3616977 46.2294235, 7.3615872 46.2295373, 7.3615313 46.2295956, 7.3614002 46.2298145, 7.3613755 46.2298556, 7.3611144 46.2303825, 7.3611042 46.2304041, 7.3610863 46.2304257)",,,,,
219967671,Avenue des Mayennets,residential,50,,False,True,81.35,"LINESTRING (7.3616977 46.2294235, 7.3618209 46.2293295, 7.3623181 46.2289831, 7.362351 46.2289602, 7.3624332 46.228898)",,,,,
979563754,Rue du Chanoine-Berchtold,residential,30,,False,True,111.352,"LINESTRING (7.3616977 46.2294235, 7.3616672 46.2294091, 7.3615863 46.2293812, 7.3614604 46.2293401, 7.3611987 46.2292717, 7.3607637 46.2291666, 7.3603478 46.2290661)",,,,,
219967671,Avenue des Mayennets,residential,50,,False,True,3.233,"LINESTRING (7.3610513 46.2304418, 7.3610863 46.2304257)",,,,,
"[737684633, 1008912198]",Avenue des Mayennets,"['residential', 'living_street']","['20', '30']",,False,False,95.94800000000001,"LINESTRING (7.3610513 46.2304418, 7.3610657 46.2304599, 7.3610677 46.2304837, 7.3610478 46.2305406, 7.3609983 46.2306821, 7.3609072 46.2309424, 7.3608194 46.2311751, 7.3607807 46.2312776)",,,,,
"[1058064826, 26461219]",Rue des Cèdres,residential,50,,False,False,60.358000000000004,"LINESTRING (7.3610513 46.2304418, 7.3610125 46.2304481, 7.3609673 46.2304398, 7.3608459 46.2304136, 7.3604247 46.2303226, 7.3603015 46.2302947)",,2,,,
318453877,Avenue de la Gare,tertiary,50,,False,True,18.01,"LINESTRING (7.3583962 46.22984, 7.3583219 46.2299936)",,3,,,
90486958,Rue des Cèdres,residential,,,False,False,121.83,"LINESTRING (7.3583962 46.22984, 7.358505 46.2298703, 7.3589979 46.2299877, 7.3590512 46.2300004, 7.3595029 46.2301073, 7.3597573 46.2301676, 7.359892 46.2301999)",,,,,
"[979563753, 1056297594]",Avenue de la Gare,tertiary,50,,False,False,87.00000000000001,"LINESTRING (7.3583962 46.22984, 7.3584484 46.2297257, 7.3584849 46.2296456, 7.3585025 46.2296071, 7.358685 46.2292224, 7.3587049 46.2291804, 7.3587457 46.2290959)",,3,,,
26461220,Avenue du Midi,living_street,20,,False,False,40.194,"LINESTRING (7.3607807 46.2312776, 7.3602912 46.2311511)",,,,,
26410725,Place du Midi,living_street,20,,False,False,105.73199999999999,"LINESTRING (7.3607807 46.2312776, 7.3614805 46.2314604, 7.3617119 46.2315193, 7.3618866 46.2315612, 7.3620088 46.2315902, 7.3620729 46.2316008)",,,,,
"[737684633, 1008912198]",Avenue des Mayennets,"['living_street', 'residential']","['20', '30']",,False,True,95.948,"LINESTRING (7.3607807 46.2312776, 7.3608194 46.2311751, 7.3609072 46.2309424, 7.3609983 46.2306821, 7.3610478 46.2305406, 7.3610677 46.2304837, 7.3610657 46.2304599, 7.3610513 46.2304418)",,,,,
26461219,Rue des Cèdres,residential,50,,False,False,33.216,"LINESTRING (7.3603015 46.2302947, 7.3599642 46.230217, 7.359892 46.2301999)",,2,,,
"[1058064826, 26461219]",Rue des Cèdres,residential,50,,False,True,60.358,"LINESTRING (7.3603015 46.2302947, 7.3604247 46.2303226, 7.3608459 46.2304136, 7.3609673 46.2304398, 7.3610125 46.2304481, 7.3610513 46.2304418)",,2,,,
26410727,Rue de la Dent-Blanche,residential,,,True,False,23.247999999999998,"LINESTRING (7.359892 46.2301999, 7.3598636 46.2302538, 7.3598035 46.2303997)",,,,,
26461219,Rue des Cèdres,residential,50,,False,True,33.216,"LINESTRING (7.359892 46.2301999, 7.3599642 46.230217, 7.3603015 46.2302947)",,2,,,
90486958,Rue des Cèdres,residential,,,False,True,121.83,"LINESTRING (7.359892 46.2301999, 7.3597573 46.2301676, 7.3595029 46.2301073, 7.3590512 46.2300004, 7.3589979 46.2299877, 7.358505 46.2298703, 7.3583962 46.22984)",,,,,
"[90480867, 992630723]",Rue de Condémines,residential,"['30', '50']",,True,False,127.375,"LINESTRING (7.3567461 46.2296431, 7.3571964 46.2297323, 7.3573094 46.2297547, 7.3577993 46.2298655, 7.3580381 46.2299264, 7.3581667 46.2299592, 7.3583219 46.2299936)",,,,,
156291701,Rue de Condémines,residential,30,,True,False,80.80499999999999,"LINESTRING (7.3567461 46.2296431, 7.3566556 46.2296343, 7.3566195 46.2296317, 7.356277 46.2295994, 7.3559938 46.2296006, 7.3559489 46.2296008, 7.3557713 46.2296184, 7.3557024 46.2296252)",,,,4,
26425772,Rue des Creusets,residential,,,True,False,155.70900000000003,"LINESTRING (7.3587457 46.2290959, 7.3588578 46.2291441, 7.3592727 46.2294402, 7.3592843 46.2294491, 7.3594851 46.2296024, 7.3595444 46.2296477, 7.3595494 46.2296515, 7.3595772 46.2296727, 7.3596792 46.2297586, 7.3597424 46.2298301, 7.3598022 46.2299253, 7.3598266 46.2299725, 7.3598532 46.230038, 7.3598926 46.2301272, 7.359892 46.2301999)",,,,,
26461233,Rue des Creusets,residential,50,,False,True,137.827,"LINESTRING (7.3587457 46.2290959, 7.358652 46.2290319, 7.3584043 46.228856, 7.3581664 46.2286871, 7.3581551 46.2286798, 7.3579064 46.2285187, 7.3578108 46.2284678, 7.357708 46.2284416, 7.3576093 46.2284196, 7.3574993 46.2283861, 7.3574533 46.2283472, 7.3574012 46.228304)",,2,,,
919079342,Avenue de la Gare,tertiary,50,,False,False,42.589,"LINESTRING (7.3587457 46.2290959, 7.3587916 46.2290075, 7.3589222 46.2287329)",,3,,,
"[979563753, 1056297594]",Avenue de la Gare,tertiary,50,,False,True,87.0,"LINESTRING (7.3587457 46.2290959, 7.3587049 46.2291804, 7.358685 46.2292224, 7.3585025 46.2296071, 7.3584849 46.2296456, 7.3584484 46.2297257, 7.3583962 46.22984)",,3,,,
38665618,Rue de Lausanne,living_street,20,,True,False,34.516000000000005,"LINESTRING (7.3585667 46.2324298, 7.3585866 46.2324479, 7.3586166 46.2324598, 7.3586258 46.2324631, 7.3587225 46.2324979, 7.3589631 46.2325695)",,,no,,
90486968,Rue de la Dent-Blanche,living_street,20,,False,True,86.878,"LINESTRING (7.3585667 46.2324298, 7.3585993 46.232418, 7.3586256 46.2323846, 7.3587277 46.2322227, 7.3587386 46.2322054, 7.3588757 46.2319881, 7.3588977 46.2319533, 7.3589105 46.231933, 7.3590407 46.2317267)",,,,,
"[90486980, 90486972]",Rue de Lausanne,"['living_street', 'tertiary']","['20', '50']",,False,False,105.817,"LINESTRING (7.3585667 46.2324298, 7.358536 46.2324349, 7.3584929 46.2324268, 7.3579892 46.2322602, 7.3575771 46.2321361, 7.3573088 46.2320569)",,3,,,
38658971,Rue des Vergers,residential,,,True,False,115.13499999999999,"LINESTRING (7.3590407 46.2317267, 7.3589754 46.2317064, 7.3589021 46.2316851, 7.3586326 46.2316042, 7.3583338 46.2315145, 7.3578305 46.2313554, 7.3577764 46.2313498, 7.35774 46.2313507, 7.3576583 46.2313527)",,1,,,
90486968,Rue de la Dent-Blanche,living_street,20,,False,False,86.87799999999999,"LINESTRING (7.3590407 46.2317267, 7.3589105 46.231933, 7.3588977 46.2319533, 7.3588757 46.2319881, 7.3587386 46.2322054, 7.3587277 46.2322227, 7.3586256 46.2323846, 7.3585993 46.232418, 7.3585667 46.2324298)",,,,,
157395604,Rue des Vergers,living_street,20,,False,True,40.11,"LINESTRING (7.3590407 46.2317267, 7.3590783 46.2317384, 7.3595178 46.2318723)",,,,,
"[1047100042, 1047100043, 1047100045, 1047100047, 317102809]",Avenue de la Gare,tertiary,50,,False,False,95.68799999999999,"LINESTRING (7.3565293 46.2336981, 7.3565653 46.233625, 7.3565921 46.2335708, 7.3566174 46.2335195, 7.3568193 46.2331035, 7.3569132 46.2329265, 7.3569296 46.2328835)",,"['2', '3', '4']",,,
"[318448394, 1047100045, 1047100046, 1047100048, 1047100049, 1047100050]",Avenue de la Gare,tertiary,50,,False,True,101.91799999999999,"LINESTRING (7.3565293 46.2336981, 7.3564909 46.2337784, 7.3563938 46.2339817, 7.3563386 46.2340949, 7.3562587 46.2342588, 7.3562327 46.2343121, 7.3561868 46.2344174, 7.3561737 46.2344475, 7.356161 46.2344796, 7.3561568 46.2345234, 7.3561634 46.2345738)",,3,,,
"[48216507, 1109713092]",Rue Mathieu-Schiner,"['residential', 'living_street']","['20', '50']",,False,False,137.28,"LINESTRING (7.3565293 46.2336981, 7.356621 46.2337203, 7.3567262 46.2337452, 7.357266 46.2338727, 7.3574318 46.2339121, 7.357796 46.2339962, 7.357894 46.2340188, 7.358066 46.2340644, 7.3582075 46.234115)",,,,,
"[48216507, 1109713092]",Rue Mathieu-Schiner,"['living_street', 'residential']","['20', '50']",,False,True,137.28,"LINESTRING (7.3582075 46.234115, 7.358066 46.2340644, 7.357894 46.2340188, 7.357796 46.2339962, 7.3574318 46.2339121, 7.357266 46.2338727, 7.3567262 46.2337452, 7.356621 46.2337203, 7.3565293 46.2336981)",,,,,
156291707,Rue de la Tour,living_street,20,,False,False,89.491,"LINESTRING (7.3582075 46.234115, 7.3578502 46.2348111, 7.3578202 46.2348739)",,,,,
1012696492,Rue Mathieu-Schiner,living_street,20,,False,False,107.13299999999998,"LINESTRING (7.3582075 46.234115, 7.3585159 46.234223, 7.3590781 46.2344198, 7.3593249 46.234535, 7.3594187 46.2345861)",,,,,
318453877,Avenue de la Gare,tertiary,50,,False,False,18.01,"LINESTRING (7.3583219 46.2299936, 7.3583962 46.22984)",,3,,,
"[1085747557, 981294375, 979563752, 318453877, 318299897]",Avenue de la Gare,tertiary,50,,False,True,159.51899999999998,"LINESTRING (7.3583219 46.2299936, 7.3582507 46.230131, 7.3581718 46.230295, 7.3581257 46.2303899, 7.3580816 46.2304826, 7.3580408 46.2305673, 7.3578038 46.2310446, 7.3577407 46.2311753, 7.3576945 46.2312769, 7.3576583 46.2313527)",,"['2', '3']",,,
26461226,Rue de la Dixence,residential,30,,False,False,91.78400000000002,"LINESTRING (7.3638571 46.2302692, 7.363761 46.2303796, 7.363697 46.2304432, 7.3636355 46.2305004, 7.3636116 46.2305221, 7.3634682 46.2306375, 7.3633835 46.2307026, 7.3632473 46.2307951, 7.363151 46.2308536, 7.3631323 46.2308698, 7.36312 46.2308873, 7.3631127 46.2309065)",,2,,,
26461227,Rue du Chanoine-Berchtold,living_street,20,,True,False,191.451,"LINESTRING (7.3638571 46.2302692, 7.3637525 46.2301918, 7.3635236 46.2301046, 7.3618148 46.2294661, 7.3616977 46.2294235)",,,,,
"[90480865, 702898907]",Rue Sainte-Marguerite,"['residential', 'living_street']",20,,False,False,40.04900000000001,"LINESTRING (7.3638571 46.2302692, 7.3639104 46.2302973, 7.3639637 46.2303254, 7.3639809 46.2303335, 7.3642696 46.2304889)",,,,,
"[1047100035, 882870739]",Rue de la Dixence,residential,50,,False,True,88.387,"LINESTRING (7.3638571 46.2302692, 7.3639804 46.230124, 7.3643242 46.2297408, 7.3643823 46.229676, 7.3644633 46.2295941)",,3,,,
26523691,,primary,50,roundabout,True,False,8.26,"LINESTRING (7.3548735 46.2286843, 7.354838 46.2286807, 7.3548057 46.2286701, 7.3547792 46.2286535)",,1,,,
"[1098011745, 687847036, 149350895]","['Rue des Erables', 'Rue des Érables']",residential,"['50', '30']",,False,"[False, True]",129.253,"LINESTRING (7.3548735 46.2286843, 7.3548659 46.2287258, 7.3548587 46.2287576, 7.3548429 46.2288479, 7.3548321 46.2289001, 7.3548227 46.2289392, 7.3547772 46.2290694, 7.3547621 46.2290949, 7.3547352 46.2291402, 7.3547181 46.2291602, 7.3546623 46.2292049, 7.3544583 46.2292879, 7.354143 46.229389, 7.3541356 46.2293913, 7.3538677 46.229473)",,"['2', '3']",,,
464335284,,tertiary,50,roundabout,True,False,12.406000000000002,"LINESTRING (7.3583032 46.2356496, 7.358277 46.2356537, 7.3582501 46.2356527, 7.3582247 46.2356467, 7.3582026 46.235636, 7.3581867 46.2356232, 7.3581751 46.2356046)",,,,,
"[90480866, 996987134]",Rue des Érables,residential,"['30', '50']",,True,False,119.92799999999998,"LINESTRING (7.3552486 46.2274782, 7.355226 46.2275551, 7.3551508 46.2278114, 7.3550674 46.2280956, 7.3550398 46.2281921, 7.3550049 46.2283144, 7.354973 46.2284262, 7.3549739 46.2284753, 7.3549652 46.2285069, 7.3549475 46.2285346)",,,,,
26523691,,primary,50,roundabout,True,False,15.235999999999999,"LINESTRING (7.3549936 46.2285942, 7.3549916 46.228617, 7.3549807 46.2286386, 7.3549619 46.2286573, 7.3549364 46.2286718, 7.3549062 46.228681, 7.3548735 46.2286843)",,1,,,
"[1012469400, 219966213, 1012469398, 1012469399]",Avenue de France,primary,50,,False,True,167.52,"LINESTRING (7.3549936 46.2285942, 7.3551187 46.2285769, 7.3552626 46.2285505, 7.3556507 46.2284778, 7.3557668 46.2284561, 7.3560643 46.2283948, 7.3562606 46.2283589, 7.3564108 46.2283338, 7.3565747 46.2283064, 7.3569156 46.2282495, 7.3571019 46.2282183)",9,"['2', '3']",,,
26523691,,primary,50,roundabout,True,False,22.256999999999998,"LINESTRING (7.3547536 46.2286144, 7.3547531 46.228589, 7.3547636 46.2285647, 7.3547841 46.2285437, 7.3548128 46.2285279, 7.3548461 46.228519, 7.3548816 46.2285171, 7.3549164 46.2285225, 7.3549475 46.2285346)",,1,,,
321021835,Rue de la Majorie,residential,,,False,False,30.926,"LINESTRING (7.361818 46.2349326, 7.3614955 46.2347665)",,,,2.5,
"[33138568, 33138570, 1000858069]",Rue du Tunnel,residential,,,False,"[False, True]",60.61599999999999,"LINESTRING (7.361818 46.2349326, 7.3618707 46.2347895, 7.3619498 46.2346182, 7.361977 46.2345543, 7.3620001 46.2345, 7.3620326 46.2344083)",,,,,yes
321026466,Ruelle Garbaccio,residential,,,False,True,15.596,"LINESTRING (7.360477 46.2346174, 7.3605255 46.2346126, 7.3606787 46.2346218)",,,,2.5,
"[207516956, 219966215]",Rue de la Blancherie,residential,50,,False,False,15.987000000000002,"LINESTRING (7.35735 46.2279369, 7.3573276 46.2279842, 7.357321 46.2280099, 7.3573219 46.2280778)",,3,,,
"[33138568, 33138570, 1000858069]",Rue du Tunnel,residential,,,False,"[False, True]",60.616,"LINESTRING (7.3620326 46.2344083, 7.3620001 46.2345, 7.361977 46.2345543, 7.3619498 46.2346182, 7.3618707 46.2347895, 7.361818 46.2349326)",,,,,yes
