osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction,maxspeed,access,bridge
4837492,2,274,Oberwilerstrasse,secondary,False,True,70.674,"LINESTRING (7.5712065 47.537867, 7.5713103 47.537796, 7.571448 47.5377019, 7.5714871 47.5376674, 7.5715796 47.5375884, 7.5716245 47.5375494, 7.5716794 47.537486, 7.5717795 47.5373673)",,,,
23075185,,,Hauptstrasse,secondary,True,False,20.655,"LINESTRING (7.5712065 47.537867, 7.5712299 47.5378936, 7.5712389 47.537924, 7.5712325 47.5379546, 7.5712113 47.5379821, 7.5711778 47.5380032, 7.5711358 47.5380157)",roundabout,,,
28803675,2,274,Hauptstrasse,secondary,False,False,8.823,"LINESTRING (7.5722226 47.5388683, 7.5722898 47.5389334)",,50,,
23059159,,,Rottmannsbodenstrasse,residential,False,False,92.345,"LINESTRING (7.5722226 47.5388683, 7.5722043 47.5388761, 7.5720992 47.5389225, 7.5717838 47.5390548, 7.5716921 47.5390933, 7.5716263 47.5391227, 7.5714906 47.5391786, 7.5711891 47.5393184)",,30,,
28803675,2,274,Hauptstrasse,secondary,False,True,125.094,"LINESTRING (7.5722226 47.5388683, 7.5721649 47.5388206, 7.5720564 47.5387307, 7.5718967 47.5386025, 7.5716243 47.5383885, 7.571554 47.5383341, 7.5713573 47.5381812, 7.5712805 47.5381215, 7.5712502 47.5380994, 7.5711358 47.5380157)",,50,,
4837492,2,274,Oberwilerstrasse,secondary,False,False,156.20100000000002,"LINESTRING (7.5710644 47.5344268, 7.5711172 47.5345131, 7.5712919 47.534799, 7.5713878 47.5349514, 7.5714061 47.534982, 7.5714953 47.5351365, 7.5715348 47.5352127, 7.5717766 47.5357452)",,,,
4837492,2,274,Oberwilerstrasse,secondary,False,True,138.02599999999998,"LINESTRING (7.5710644 47.5344268, 7.5707831 47.5340342, 7.5705774 47.5337584, 7.5705482 47.5337201, 7.5704675 47.533611, 7.5703954 47.5335115, 7.5702499 47.533314)",,,,
"[910047160, 976216480, 910047159]",,,Wassergrabenstrasse,residential,False,False,71.136,"LINESTRING (7.5710644 47.5344268, 7.57093 47.5344605, 7.5707807 47.534499, 7.5705653 47.5345546, 7.5704592 47.534582, 7.570317 47.5346187, 7.570178 47.5346529)",,,yes,
23057832,1,,Paradiesstrasse,tertiary,False,False,98.346,"LINESTRING (7.570987 47.5379746, 7.570844 47.5380046, 7.5706127 47.5380331, 7.5699784 47.5380874, 7.5696934 47.5381023)",,40,,
23075185,,,Hauptstrasse,secondary,True,False,17.817,"LINESTRING (7.570987 47.5379746, 7.5709716 47.5379503, 7.570967 47.5379241, 7.5709736 47.5378981, 7.5709909 47.5378745, 7.5710175 47.5378551, 7.5710537 47.5378409)",roundabout,,,
22885966,,,Schlossrebenrain,residential,False,False,80.254,"LINESTRING (7.5755815 47.5390107, 7.5759833 47.538933, 7.5761248 47.5389017, 7.5763043 47.5388637, 7.5763478 47.5388543, 7.5766115 47.5388204)",,,,
337649986,2,311,Baslerstrasse,secondary,False,False,17.652,"LINESTRING (7.5755815 47.5390107, 7.5755638 47.5389697, 7.5755118 47.5388591)",,50,,
337649986,2,311,Baslerstrasse,secondary,False,True,90.424,"LINESTRING (7.5755815 47.5390107, 7.5756982 47.5392882, 7.5759359 47.5397878)",,50,,
4837493,2,311,Bottmingerstrasse,secondary,False,False,286.82300000000004,"LINESTRING (7.5752154 47.5375248, 7.5753056 47.5374285, 7.5753456 47.5373912, 7.5754182 47.5372921, 7.5754693 47.5372116, 7.5755016 47.5371375, 7.5755198 47.5370635, 7.5755298 47.5369887, 7.5755177 47.536866, 7.5754638 47.5366843, 7.5753899 47.536497, 7.5752218 47.536071, 7.5751834 47.5359735, 7.5750061 47.53561, 7.5748827 47.5354137, 7.574802 47.5352852, 7.5746756 47.5350883)",,50,,
22885893,,,Bruderholzstrasse,residential,False,True,53.715,"LINESTRING (7.5752154 47.5375248, 7.575354 47.5376019, 7.5753994 47.5376195, 7.5754725 47.5376311, 7.5755495 47.537631, 7.5758798 47.5376119)",,,,
"[23981827, 23059780]",,,Schlossgasse,residential,False,"[False, True]",29.24,"LINESTRING (7.5752154 47.5375248, 7.5750871 47.5374634, 7.5750509 47.5374505, 7.5750067 47.5374323, 7.5749597 47.5374177, 7.5748763 47.5373992)",,,,
688746289,2,311,Baslerstrasse,secondary,False,True,154.639,"LINESTRING (7.5752154 47.5375248, 7.5751618 47.5375883, 7.5751453 47.5376158, 7.5751112 47.53768, 7.5750924 47.537736, 7.5750864 47.5377991, 7.575104 47.5378863, 7.5751344 47.5379688, 7.5752244 47.5381713, 7.5752749 47.5382966, 7.5755118 47.5388591)",,50,,
23057398,,,Kirchweg,residential,False,False,62.33,"LINESTRING (7.5759359 47.5397878, 7.5760874 47.5397501, 7.5761656 47.5397358, 7.5762423 47.5397445, 7.5763436 47.5397975, 7.5764165 47.5398356, 7.5766071 47.5399829)",,,,
337649986,2,311,Baslerstrasse,secondary,False,False,90.424,"LINESTRING (7.5759359 47.5397878, 7.5756982 47.5392882, 7.5755815 47.5390107)",,50,,
24476940,2,,Postgasse,residential,False,True,60.227,"LINESTRING (7.5736603 47.5407916, 7.5736776 47.5407876, 7.5743895 47.5406219, 7.574417 47.5406122)",,30,,
28803675,2,274,Hauptstrasse,secondary,False,True,60.974000000000004,"LINESTRING (7.5736603 47.5407916, 7.5736181 47.5407247, 7.5734595 47.5404808, 7.5733382 47.5402882)",,50,,
23135030,2,,Postgasse,residential,False,True,20.913,"LINESTRING (7.574417 47.5406122, 7.5745111 47.5405895, 7.5746842 47.5405596)",,30,,
24476940,2,,Postgasse,residential,False,False,60.227,"LINESTRING (7.574417 47.5406122, 7.5743895 47.5406219, 7.5736776 47.5407876, 7.5736603 47.5407916)",,30,,
189528814,,,Kronenweg,residential,False,True,98.145,"LINESTRING (7.574417 47.5406122, 7.5742135 47.539895, 7.5742027 47.5398159, 7.574192 47.5397433)",,,,
23078012,,,Waldeckweg,residential,False,True,103.911,"LINESTRING (7.5745726 47.533471, 7.5746731 47.5331995, 7.5746739 47.5331721, 7.5746803 47.5328345, 7.5746827 47.5325449)",,,,
23162182,,,Margarethenstrasse,residential,False,True,172.46599999999998,"LINESTRING (7.5745726 47.533471, 7.574685 47.5334938, 7.5747071 47.5335069, 7.5747322 47.5335389, 7.5748284 47.5337569, 7.5748818 47.533867, 7.5749994 47.5341147, 7.5750903 47.5342387, 7.5751867 47.5343702, 7.5752101 47.5344059, 7.5753841 47.5346715, 7.5754128 47.5347009, 7.5754914 47.5347814, 7.5755453 47.5348366)",,,,
675681334,,,Waldeckweg,residential,False,False,94.76700000000001,"LINESTRING (7.5745726 47.533471, 7.574523 47.5335898, 7.5744342 47.5338575, 7.5743755 47.5340052, 7.5743651 47.5341557, 7.5743537 47.5341815, 7.5743345 47.5341967, 7.5741947 47.5342404)",,,,
4837492,2,274,Oberwilerstrasse,secondary,False,False,138.026,"LINESTRING (7.5702499 47.533314, 7.5703954 47.5335115, 7.5704675 47.533611, 7.5705482 47.5337201, 7.5705774 47.5337584, 7.5707831 47.5340342, 7.5710644 47.5344268)",,,,
4837492,2,274,Oberwilerstrasse,secondary,False,True,45.083999999999996,"LINESTRING (7.5702499 47.533314, 7.5702339 47.5332914, 7.5702165 47.5332669, 7.5700253 47.5329381)",,,,
22804362,2,,Gorenmattstrasse,unclassified,False,False,65.575,"LINESTRING (7.5702499 47.533314, 7.5703045 47.5333022, 7.5707533 47.5332057, 7.5710776 47.533126)",,30,,
24420823,2,,Gorenmattstrasse,unclassified,False,False,30.098,"LINESTRING (7.5730993 47.5326642, 7.573255 47.5326488, 7.5732934 47.532645, 7.5733289 47.5326424, 7.5733701 47.5326389, 7.5734975 47.5326357)",,30,,
"[24420824, 22804362, 24420823]",2,,Gorenmattstrasse,unclassified,False,True,97.129,"LINESTRING (7.5730993 47.5326642, 7.5728179 47.5327074, 7.5725577 47.5327677, 7.572308 47.5328238, 7.5720306 47.5328956, 7.571871 47.5329348)",,30,,yes
4837493,2,311,Bottmingerstrasse,secondary,False,True,187.22699999999998,"LINESTRING (7.5734975 47.5326357, 7.5735069 47.5327832, 7.5735146 47.5329029, 7.5735309 47.5329835, 7.5735598 47.5330646, 7.5735974 47.5331422, 7.5738158 47.533535, 7.5741076 47.5340789, 7.5741947 47.5342404)",,50,,
24420823,2,,Gorenmattstrasse,unclassified,False,True,30.098000000000003,"LINESTRING (7.5734975 47.5326357, 7.5733701 47.5326389, 7.5733289 47.5326424, 7.5732934 47.532645, 7.573255 47.5326488, 7.5730993 47.5326642)",,30,,
22885893,,,Bruderholzstrasse,residential,False,False,53.714999999999996,"LINESTRING (7.5758798 47.5376119, 7.5755495 47.537631, 7.5754725 47.5376311, 7.5753994 47.5376195, 7.575354 47.5376019, 7.5752154 47.5375248)",,,,
