osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,width,access
"[24671074, 952768899]",Sonnenstrasse,residential,30,False,False,84.19500000000001,"LINESTRING (9.1721396 47.6477099, 9.1721731 47.6477726, 9.1721841 47.647793, 9.1723002 47.6479886, 9.1724092 47.6481736, 9.172551 47.6484145)",,,,
"[760510797, 32719727]",Sonnenstrasse,residential,"['50', '30']",False,False,155.009,"LINESTRING (9.1721396 47.6477099, 9.1721158 47.647663, 9.1720945 47.6476052, 9.1720491 47.6474596, 9.1719428 47.6471189, 9.1719082 47.6470164, 9.17174 47.6465183, 9.1716877 47.6463499)",,,,
429378217,Löwenstrasse,tertiary,50,False,True,68.982,"LINESTRING (9.1721396 47.6477099, 9.1723167 47.6477064, 9.1730599 47.6476882)",3,,,
"[656989282, 105052917]",Löwenstrasse,tertiary,50,False,False,111.99999999999999,"LINESTRING (9.1721396 47.6477099, 9.171953 47.6477118, 9.1716502 47.6477113, 9.1715526 47.6477067, 9.1713839 47.6476866, 9.1710587 47.6476336, 9.1708111 47.6475629, 9.1706943 47.64752)",3,,,
4760262,Bärenstrasse,residential,,False,True,246.76,"LINESTRING (9.1757101 47.6467733, 9.1756785 47.6467554, 9.1756074 47.6467153, 9.1755513 47.6466566, 9.1755013 47.6465744, 9.1754172 47.6463711, 9.175404 47.6463395, 9.1753717 47.6462621, 9.1753016 47.6460943, 9.1752297 47.6459221, 9.1751821 47.6458117, 9.175147 47.6457282, 9.1750266 47.6454739, 9.1750141 47.6454465, 9.1747872 47.6449166, 9.1747106 47.6447776, 9.1746635 47.6447201, 9.1746419 47.6446939)",2,,,
224513536,Bärenplatz,tertiary,50,True,False,9.566,"LINESTRING (9.1757101 47.6467733, 9.1757454 47.6467486, 9.1757912 47.6467338, 9.1758171 47.6467322)",1,roundabout,,
26554740,Bergstrasse,secondary,30,False,True,36.739000000000004,"LINESTRING (9.168756 47.6425084, 9.1688271 47.6425157, 9.1688881 47.6425125, 9.1689411 47.6425042, 9.1690309 47.6424958, 9.1691289 47.6424934, 9.1691986 47.6424994, 9.1692408 47.6425075)",2,,,
635767328,Stählistrasse,residential,30,False,True,92.30600000000001,"LINESTRING (9.168756 47.6425084, 9.1687102 47.6425713, 9.1686412 47.6426195, 9.1686021 47.6426406, 9.1684087 47.642723, 9.168178 47.6427967, 9.16773 47.6429377)",,,,
4760261,Sonnenplatz-Kreisel,secondary,50,True,False,16.139,"LINESTRING (9.1708142 47.6445449, 9.1708573 47.6445457, 9.1708977 47.6445558, 9.1709311 47.6445741, 9.1709539 47.6445988, 9.1709638 47.644627)",1,roundabout,,
1155035203,Bergstrasse,secondary,30,False,False,19.875,"LINESTRING (9.1708142 47.6445449, 9.1708046 47.6445146, 9.1707851 47.6444529, 9.1707719 47.6443687)",2,,,
4760261,Sonnenplatz-Kreisel,secondary,50,True,False,14.568,"LINESTRING (9.1707003 47.6446369, 9.1707043 47.6446108, 9.1707194 47.6445867, 9.1707443 47.6445666, 9.1707769 47.6445522, 9.1708142 47.6445449)",1,roundabout,,
"[635767326, 952768895]",Rosgartenstrasse,residential,30,False,True,137.675,"LINESTRING (9.1707003 47.6446369, 9.1706621 47.6446408, 9.1705478 47.6446518, 9.1703612 47.6446905, 9.17028 47.6447154, 9.1696163 47.6449185, 9.1691937 47.6450668, 9.1691222 47.6450925, 9.1690202 47.6451248)",,,,
4760260,Bachstrasse,secondary,50,False,False,95.358,"LINESTRING (9.1708262 47.6447218, 9.1708222 47.6447495, 9.1708147 47.6448019, 9.1707947 47.6450342, 9.1707689 47.6451438, 9.1707162 47.6452481, 9.1706308 47.6453576, 9.1704754 47.6455275)",2,,,
4760261,Sonnenplatz-Kreisel,secondary,50,True,False,14.594000000000001,"LINESTRING (9.1708262 47.6447218, 9.170788 47.6447167, 9.1707536 47.6447044, 9.170726 47.6446858, 9.1707077 47.6446627, 9.1707003 47.6446369)",1,roundabout,,
4760261,Sonnenplatz-Kreisel,secondary,50,True,False,16.558,"LINESTRING (9.1709638 47.644627, 9.1709593 47.6446566, 9.1709406 47.6446836, 9.1709097 47.6447049, 9.1708701 47.6447181, 9.1708262 47.6447218)",1,roundabout,,
4760275,Bärenstrasse,secondary,50,False,False,70.21600000000001,"LINESTRING (9.1709638 47.644627, 9.1710093 47.6446229, 9.1711039 47.6446143, 9.1711977 47.644606, 9.171895 47.6445555)",2,,,
4760276,,secondary,50,True,False,19.269,"LINESTRING (9.1743981 47.6445934, 9.1744123 47.6445601, 9.1744417 47.6445316, 9.1744831 47.6445111, 9.1745322 47.6445007, 9.1745836 47.6445015)",1,roundabout,,
