osmid,ref,name,highway,maxspeed,oneway,reversed,length,junction,geometry,lanes,tunnel
"[128611742, 23385372, 23385374, 32704127]",,"['Chemin des Triaudes', 'Route Louis-Favre']",unclassified,30,False,"[False, True]",447.677,,"LINESTRING (6.5634623 46.5218674, 6.56344 46.5219606, 6.5634488 46.5220182, 6.5634894 46.5220979, 6.5635325 46.522158, 6.5636114 46.5222208, 6.563835 46.522398, 6.5639229 46.5224954, 6.5639896 46.5226031, 6.5640008 46.5226403, 6.5640082 46.5226647, 6.5640302 46.5228193, 6.5640376 46.5230415, 6.5640493 46.5231749, 6.5640592 46.5232102, 6.5640838 46.5232974, 6.5641109 46.5233689, 6.5641477 46.5234487, 6.5641564 46.5234634, 6.5641875 46.5235159, 6.5642313 46.5235812, 6.5643048 46.523674, 6.5643241 46.5236901, 6.5643949 46.5237491, 6.564459 46.5237841, 6.5645441 46.5238113, 6.5646492 46.523828, 6.5650116 46.5238316, 6.5650202 46.5238317, 6.5652049 46.5238349, 6.5652858 46.523835, 6.5654361 46.5238367, 6.5654903 46.5238386, 6.5655431 46.5238383, 6.5655259 46.5244656, 6.5655277 46.524469, 6.5655136 46.5249963)",2,yes
27335921,,Route du Bois,unclassified,,False,False,63.016999999999996,,"LINESTRING (6.5660266 46.5297127, 6.5660364 46.5295938, 6.5660365 46.5295125, 6.5660366 46.5294793, 6.5660181 46.5293798, 6.5660068 46.5293368, 6.5659795 46.5292323, 6.5659516 46.5291516)",,
151411928,,Chemin de Veilloud,residential,30,False,False,209.826,,"LINESTRING (6.5660266 46.5297127, 6.5658179 46.5297351, 6.5654951 46.5298142, 6.5654663 46.5298217, 6.5651676 46.5298994, 6.5646936 46.5300366, 6.5645684 46.5300848, 6.5644938 46.5301101, 6.5643963 46.5301348, 6.5641049 46.530176, 6.5639759 46.5301984, 6.5637953 46.5302221, 6.5636218 46.5302449, 6.5635242 46.5302577, 6.5634261 46.5302347)",,
"[24608448, 23873650]",,"['Route de la Brûlée', 'Place du Motty']",residential,30,False,True,316.752,,"LINESTRING (6.5603443 46.5243616, 6.5603601 46.5243981, 6.5604133 46.5245215, 6.5606164 46.5248265, 6.560789 46.5250408, 6.560809 46.5250656, 6.5610277 46.525286, 6.5611258 46.5253849, 6.5611486 46.5254088, 6.5613078 46.5255758, 6.5613921 46.5256642, 6.5614754 46.5257828, 6.5615843 46.525883, 6.5617372 46.5260368, 6.5620842 46.5263963, 6.562157 46.5264964, 6.562245 46.5266173, 6.5622863 46.5267004, 6.5623147 46.5267958, 6.5623412 46.5268372)",,
24608449,,Chemin de la Raye,residential,,False,True,213.48800000000003,,"LINESTRING (6.5603443 46.5243616, 6.560761 46.5243791, 6.5610422 46.5243909, 6.5616211 46.5244586, 6.5616742 46.5244648, 6.5618126 46.524481, 6.5619011 46.5244913, 6.5621346 46.5245221, 6.5624955 46.5245698, 6.5626481 46.5245899, 6.5628142 46.5246064, 6.5629659 46.5246041, 6.5631015 46.5245806)",,
"[1127859899, 47371692]",,Chemin de la Colline,residential,50,False,False,165.56000000000003,,"LINESTRING (6.5603443 46.5243616, 6.5601804 46.5243436, 6.5599177 46.5242739, 6.5597536 46.5242099, 6.5596855 46.5241833, 6.5595207 46.5240663, 6.5592429 46.5238544, 6.5591413 46.5237769, 6.5589958 46.5236659, 6.5589322 46.5236355, 6.5587614 46.5235577, 6.5586341 46.5235075)",,
47371692,,Chemin de la Colline,residential,50,False,False,142.869,,"LINESTRING (6.5586341 46.5235075, 6.558602 46.5234988, 6.558386 46.5234402, 6.5581597 46.5233981, 6.5576966 46.5233645, 6.5575479 46.5233527, 6.5570567 46.5233136, 6.5569245 46.5233039, 6.5568017 46.5232952)",,
"[1127859899, 47371692]",,Chemin de la Colline,residential,50,False,True,165.56,,"LINESTRING (6.5586341 46.5235075, 6.5587614 46.5235577, 6.5589322 46.5236355, 6.5589958 46.5236659, 6.5591413 46.5237769, 6.5592429 46.5238544, 6.5595207 46.5240663, 6.5596855 46.5241833, 6.5597536 46.5242099, 6.5599177 46.5242739, 6.5601804 46.5243436, 6.5603443 46.5243616)",,
23365092,,Route Neuve,tertiary,50,False,False,277.125,,"LINESTRING (6.5600284 46.5281632, 6.5599121 46.5280215, 6.5585711 46.5264145, 6.5584978 46.5263272, 6.5584273 46.5262433, 6.5583624 46.5261659, 6.5582247 46.5260019)",2,
23873650,,Route de la Brûlée,residential,30,False,False,114.614,,"LINESTRING (6.5600284 46.5281632, 6.5600656 46.5281487, 6.5601379 46.5281202, 6.560383 46.5279712, 6.5605716 46.5278565, 6.5606385 46.5278172, 6.5608801 46.5276752, 6.5611841 46.5275098)",,
"[32702995, 32702996]",,"['Chemin de la Chiésaz', 'Chemin des Perrettes']",residential,30,False,True,497.363,,"LINESTRING (6.5600284 46.5281632, 6.5599895 46.5281753, 6.5595985 46.5282968, 6.5591932 46.5284206, 6.5585946 46.5286033, 6.5584519 46.5286634, 6.558042 46.5288359, 6.5579597 46.5288307, 6.557853 46.5287414, 6.5577788 46.5285536, 6.557682 46.5283312, 6.5576273 46.5281965, 6.5575604 46.528035, 6.5571729 46.5270994, 6.5569271 46.5265059, 6.5567479 46.5260731)",,
936238333,,Route Neuve,tertiary,50,False,True,180.579,,"LINESTRING (6.5600284 46.5281632, 6.5600956 46.5282349, 6.560611 46.52887, 6.5606335 46.5288954, 6.5606911 46.5289672, 6.5607764 46.5290762, 6.5607849 46.5290871, 6.5608241 46.5291393, 6.5609716 46.5293176, 6.5610349 46.5294045, 6.5611036 46.5295069, 6.5611264 46.529595)",,
24608449,,Chemin de la Raye,residential,,False,False,213.488,,"LINESTRING (6.5631015 46.5245806, 6.5629659 46.5246041, 6.5628142 46.5246064, 6.5626481 46.5245899, 6.5624955 46.5245698, 6.5621346 46.5245221, 6.5619011 46.5244913, 6.5618126 46.524481, 6.5616742 46.5244648, 6.5616211 46.5244586, 6.5610422 46.5243909, 6.560761 46.5243791, 6.5603443 46.5243616)",,
35543927,,Chemin de la Raye,residential,50,False,True,96.42800000000001,,"LINESTRING (6.5631015 46.5245806, 6.5633729 46.5244691, 6.5634427 46.5244386, 6.5638774 46.5242395, 6.5641081 46.5241511, 6.5641739 46.5241259)",,
36268774,,Rue de Bassenges,residential,30,True,False,119.748,,"LINESTRING (6.5631015 46.5245806, 6.5631209 46.5246148, 6.5631501 46.5246664, 6.5632058 46.5247812, 6.5632532 46.5248836, 6.5633781 46.5250654, 6.563479 46.5251712, 6.563524 46.5252184, 6.5638209 46.5255296)",,
24158196,,Chemin de la Cerisaie,residential,30,False,True,34.682,,"LINESTRING (6.5665067 46.5272899, 6.5664515 46.5272798, 6.5663252 46.5272779, 6.5662658 46.5272823, 6.5662138 46.5272955, 6.5661261 46.5273106, 6.5660637 46.5273213)",,
32339517,,Rte de la Maladière,residential,50,False,False,54.753,,"LINESTRING (6.5665067 46.5272899, 6.5665394 46.5273092, 6.5665547 46.5273507, 6.5665664 46.5275214, 6.5666842 46.5277569)",,
32339517,,Rte de la Maladière,residential,50,False,True,117.94299999999998,,"LINESTRING (6.5665067 46.5272899, 6.5665402 46.5272408, 6.5665713 46.5271664, 6.5666129 46.5270506, 6.5666326 46.526863, 6.5666357 46.5268333, 6.5666621 46.5262417)",,
32339517,,Rte de la Maladière,residential,50,False,True,54.753,,"LINESTRING (6.5666842 46.5277569, 6.5665664 46.5275214, 6.5665547 46.5273507, 6.5665394 46.5273092, 6.5665067 46.5272899)",,
32339517,,Rte de la Maladière,residential,50,False,False,117.943,,"LINESTRING (6.5666621 46.5262417, 6.5666357 46.5268333, 6.5666326 46.526863, 6.5666129 46.5270506, 6.5665713 46.5271664, 6.5665402 46.5272408, 6.5665067 46.5272899)",,
80540253,,Rue du Villars,secondary,50,False,True,10.886,,"LINESTRING (6.5657875 46.5290625, 6.5656479 46.5290815)",,
27362516,,,secondary,50,True,False,24.766,roundabout,"LINESTRING (6.5657875 46.5290625, 6.5657978 46.5290356, 6.5658202 46.5290124, 6.5658522 46.5289953, 6.5658904 46.5289862, 6.5659309 46.5289861, 6.5659693 46.5289949, 6.5660016 46.5290117, 6.5660243 46.5290347)",,
27335919,138,Rue du Villars,secondary,50,False,False,81.993,,"LINESTRING (6.5660243 46.5290347, 6.5661721 46.5289796, 6.5665178 46.528895, 6.5668436 46.5288153, 6.5669553 46.5287879, 6.5670235 46.5287712)",4,
27362516,,,secondary,50,True,False,15.89,roundabout,"LINESTRING (6.5660243 46.5290347, 6.5660343 46.5290575, 6.5660348 46.5290813, 6.5660258 46.5291043, 6.5660079 46.5291247, 6.5659825 46.5291409, 6.5659516 46.5291516)",,
23365094,,,secondary,50,True,False,13.666,roundabout,"LINESTRING (6.5611264 46.529595, 6.5611559 46.5295921, 6.5611852 46.5295957, 6.5612114 46.5296053, 6.561232 46.5296201, 6.5612449 46.5296386, 6.5612488 46.5296589)",,
936238333,,Route Neuve,tertiary,50,False,False,180.579,,"LINESTRING (6.5611264 46.529595, 6.5611036 46.5295069, 6.5610349 46.5294045, 6.5609716 46.5293176, 6.5608241 46.5291393, 6.5607849 46.5290871, 6.5607764 46.5290762, 6.5606911 46.5289672, 6.5606335 46.5288954, 6.560611 46.52887, 6.5600956 46.5282349, 6.5600284 46.5281632)",,
23365094,,,secondary,50,True,False,14.386999999999999,roundabout,"LINESTRING (6.5610839 46.5297004, 6.5610672 46.5296822, 6.56106 46.5296612, 6.5610633 46.5296397, 6.5610766 46.5296202, 6.5610984 46.5296047, 6.5611264 46.529595)",,
1087612953,138,Route de la Pierre,secondary,50,False,False,102.114,,"LINESTRING (6.5610839 46.5297004, 6.5608298 46.5298229, 6.5603709 46.5299335, 6.5601117 46.5300007, 6.559858 46.5300438)",,
30277116,,Route Neuve,tertiary,,False,True,97.249,,"LINESTRING (6.5556266 46.5226762, 6.5557556 46.5227225, 6.5558856 46.5227838, 6.5560903 46.5228974, 6.5562295 46.5229829, 6.5563641 46.5230719, 6.5563983 46.5230978, 6.5564503 46.5231329, 6.5565092 46.5231704, 6.556603 46.5232301)",2,
24158196,,Chemin de la Cerisaie,residential,30,False,False,34.681999999999995,,"LINESTRING (6.5660637 46.5273213, 6.5661261 46.5273106, 6.5662138 46.5272955, 6.5662658 46.5272823, 6.5663252 46.5272779, 6.5664515 46.5272798, 6.5665067 46.5272899)",,
"[1105451419, 27335916]",136,Avenue du Tir Fédéral,secondary,"['60', '50']",False,True,144.368,,"LINESTRING (6.5660637 46.5273213, 6.5657565 46.5268235, 6.5656993 46.5267244, 6.5653504 46.5261194)","['2', '3']",
"[1115945945, 1115945943]",136,Avenue du Tir Fédéral,secondary,50,False,False,177.19899999999998,,"LINESTRING (6.5660637 46.5273213, 6.566145 46.5274475, 6.5667539 46.5283598, 6.5669222 46.5285943, 6.5670235 46.5287712)","['2', '4']",
31525397,,Rue de Bassenges,residential,30,True,False,351.66300000000007,,"LINESTRING (6.5642358 46.5261237, 6.5641782 46.5262662, 6.5642095 46.5264095, 6.5642502 46.5264956, 6.5643706 46.5266901, 6.5644958 46.5269131, 6.564532 46.5269719, 6.5645916 46.5270585, 6.564726 46.5272093, 6.5647741 46.5272625, 6.5648856 46.5273857, 6.564974 46.5274834, 6.5650092 46.5275223, 6.5650644 46.5276248, 6.565146 46.5277761, 6.5652152 46.527977, 6.5653473 46.5283454, 6.5653825 46.5284515, 6.5654312 46.5286235, 6.5654756 46.5287263, 6.5655092 46.5287934, 6.5655464 46.5288436, 6.5655952 46.5289801, 6.5656095 46.5290075, 6.5656201 46.5290279, 6.5656479 46.5290815)",,
31525403,,Rue de Bassenges,residential,30,False,True,88.12200000000001,,"LINESTRING (6.5642358 46.5261237, 6.5643749 46.526133, 6.5647502 46.5261883, 6.5648495 46.5262126, 6.5649489 46.526202, 6.565138 46.5261818, 6.565225 46.526156, 6.5652778 46.5261406, 6.5653022 46.5261335, 6.5653504 46.5261194)",,
"[1105451419, 27335916]",136,Avenue du Tir Fédéral,secondary,"['60', '50']",False,False,144.368,,"LINESTRING (6.5653504 46.5261194, 6.5656993 46.5267244, 6.5657565 46.5268235, 6.5660637 46.5273213)","['2', '3']",
27335916,136,Avenue du Tir Fédéral,secondary,60,False,True,239.263,,"LINESTRING (6.5653504 46.5261194, 6.5645139 46.5246782, 6.5643514 46.5244262, 6.5641739 46.5241259)",2,
31525403,,Rue de Bassenges,residential,30,False,False,88.12200000000001,,"LINESTRING (6.5653504 46.5261194, 6.5653022 46.5261335, 6.5652778 46.5261406, 6.565225 46.526156, 6.565138 46.5261818, 6.5649489 46.526202, 6.5648495 46.5262126, 6.5647502 46.5261883, 6.5643749 46.526133, 6.5642358 46.5261237)",,
32702994,,Chemin du Bugnon,residential,30,False,False,113.786,,"LINESTRING (6.5567479 46.5260731, 6.5577778 46.5260391, 6.5577882 46.5260388, 6.557933 46.5260323, 6.5581082 46.5260246, 6.5581822 46.5260213, 6.5582247 46.5260019)",,
"[32702995, 32702996]",,"['Chemin de la Chiésaz', 'Chemin des Perrettes']",residential,30,False,False,497.36300000000006,,"LINESTRING (6.5567479 46.5260731, 6.5569271 46.5265059, 6.5571729 46.5270994, 6.5575604 46.528035, 6.5576273 46.5281965, 6.557682 46.5283312, 6.5577788 46.5285536, 6.557853 46.5287414, 6.5579597 46.5288307, 6.558042 46.5288359, 6.5584519 46.5286634, 6.5585946 46.5286033, 6.5591932 46.5284206, 6.5595985 46.5282968, 6.5599895 46.5281753, 6.5600284 46.5281632)",,
23365092,,Route Neuve,tertiary,50,False,False,209.349,,"LINESTRING (6.5582247 46.5260019, 6.5581772 46.525942, 6.5578071 46.525476, 6.5577919 46.5254569, 6.5576444 46.5252824, 6.5574714 46.5250544, 6.5571514 46.52457, 6.5571113 46.5244981, 6.5570302 46.5243467, 6.5570141 46.5243165)",2,
23365092,,Route Neuve,tertiary,50,False,True,277.125,,"LINESTRING (6.5582247 46.5260019, 6.5583624 46.5261659, 6.5584273 46.5262433, 6.5584978 46.5263272, 6.5585711 46.5264145, 6.5599121 46.5280215, 6.5600284 46.5281632)",2,
32702994,,Chemin du Bugnon,residential,30,False,True,113.786,,"LINESTRING (6.5582247 46.5260019, 6.5581822 46.5260213, 6.5581082 46.5260246, 6.557933 46.5260323, 6.5577882 46.5260388, 6.5577778 46.5260391, 6.5567479 46.5260731)",,
"[1087612954, 23365100]",138,Route de la Pierre,secondary,50,False,True,65.256,,"LINESTRING (6.5590176 46.5301397, 6.5593077 46.5301157, 6.5594413 46.5301046, 6.5596575 46.5300782, 6.5597401 46.5300653, 6.559858 46.5300438)",,
33823435,,Chemin des Vignes,residential,,False,False,19.633000000000003,,"LINESTRING (6.5590176 46.5301397, 6.5589886 46.5302253, 6.5589315 46.5302566, 6.5588771 46.5302654)",,
35431220,,Chemin de la Crausaz,residential,,False,False,134.68,,"LINESTRING (6.5623153 46.5261095, 6.5625442 46.5259955, 6.5628366 46.5259401, 6.562934 46.5259217, 6.5631167 46.5258871, 6.5632117 46.5258691, 6.5632221 46.5258641, 6.5634929 46.525734, 6.5635868 46.5256755, 6.5638209 46.5255296)",,
35431220,,Chemin de la Crausaz,residential,,False,True,134.68,,"LINESTRING (6.5638209 46.5255296, 6.5635868 46.5256755, 6.5634929 46.525734, 6.5632221 46.5258641, 6.5632117 46.5258691, 6.5631167 46.5258871, 6.562934 46.5259217, 6.5628366 46.5259401, 6.5625442 46.5259955, 6.5623153 46.5261095)",,
36268774,,Rue de Bassenges,residential,30,True,False,75.58099999999999,,"LINESTRING (6.5638209 46.5255296, 6.5639634 46.5256401, 6.5641019 46.5258005, 6.5642212 46.525969, 6.5642517 46.5260771, 6.5642358 46.5261237)",,
"[24608448, 23873650]",,"['Place du Motty', 'Route de la Brûlée']",residential,30,False,False,316.75200000000007,,"LINESTRING (6.5623412 46.5268372, 6.5623147 46.5267958, 6.5622863 46.5267004, 6.562245 46.5266173, 6.562157 46.5264964, 6.5620842 46.5263963, 6.5617372 46.5260368, 6.5615843 46.525883, 6.5614754 46.5257828, 6.5613921 46.5256642, 6.5613078 46.5255758, 6.5611486 46.5254088, 6.5611258 46.5253849, 6.5610277 46.525286, 6.560809 46.5250656, 6.560789 46.5250408, 6.5606164 46.5248265, 6.5604133 46.5245215, 6.5603601 46.5243981, 6.5603443 46.5243616)",,
23873650,,Route de la Brûlée,residential,30,False,True,118.29199999999999,,"LINESTRING (6.5623412 46.5268372, 6.5622803 46.5269301, 6.5622531 46.5269693, 6.5622245 46.5270032, 6.5621916 46.5270347, 6.5621252 46.5270695, 6.5620268 46.5271149, 6.5618907 46.527175, 6.5615364 46.5273414, 6.5611841 46.5275098)",,
36527973,,Chemin de la Cocarde,residential,,False,True,127.20999999999998,,"LINESTRING (6.5623412 46.5268372, 6.5624754 46.526828, 6.5625564 46.5268205, 6.5626523 46.5268214, 6.562836 46.5268659, 6.5630149 46.5269306, 6.5631488 46.5269922, 6.5632415 46.5270477, 6.5633177 46.5270932, 6.5634634 46.5272009, 6.5636732 46.5273977)",,
23873650,,Route de la Brûlée,residential,30,False,False,118.292,,"LINESTRING (6.5611841 46.5275098, 6.5615364 46.5273414, 6.5618907 46.527175, 6.5620268 46.5271149, 6.5621252 46.5270695, 6.5621916 46.5270347, 6.5622245 46.5270032, 6.5622531 46.5269693, 6.5622803 46.5269301, 6.5623412 46.5268372)",,
23873650,,Route de la Brûlée,residential,30,False,True,114.61400000000002,,"LINESTRING (6.5611841 46.5275098, 6.5608801 46.5276752, 6.5606385 46.5278172, 6.5605716 46.5278565, 6.560383 46.5279712, 6.5601379 46.5281202, 6.5600656 46.5281487, 6.5600284 46.5281632)",,
37713540,,Chemin de Chantemerle,residential,,False,True,124.609,,"LINESTRING (6.5611841 46.5275098, 6.561366 46.527741, 6.5614627 46.5278633, 6.5614986 46.5279147, 6.5616014 46.5280446, 6.5618387 46.5283498, 6.5619526 46.5284978)",,
36527973,,Chemin de la Cocarde,residential,,False,False,127.21000000000001,,"LINESTRING (6.5636732 46.5273977, 6.5634634 46.5272009, 6.5633177 46.5270932, 6.5632415 46.5270477, 6.5631488 46.5269922, 6.5630149 46.5269306, 6.562836 46.5268659, 6.5626523 46.5268214, 6.5625564 46.5268205, 6.5624754 46.526828, 6.5623412 46.5268372)",,
36527973,,Chemin de la Cocarde,residential,,False,True,203.96400000000003,,"LINESTRING (6.5636732 46.5273977, 6.5639019 46.5275595, 6.5639626 46.5276025, 6.5640305 46.5276726, 6.5641722 46.5278189, 6.56428 46.5279302, 6.5644226 46.5281328, 6.5645733 46.5283873, 6.5646673 46.5286099, 6.5647291 46.5288183, 6.5647376 46.528847, 6.5647687 46.5290269)",,
151411933,,Chemin de la Cocarde,residential,,False,True,55.759,,"LINESTRING (6.5636732 46.5273977, 6.5636061 46.5274689, 6.5635579 46.5275548, 6.5635647 46.5276112, 6.5637268 46.5278548)",,
151411932,138,Rue du Villars,secondary,50,False,False,86.644,,"LINESTRING (6.5644263 46.5293999, 6.564149 46.5294482, 6.5639451 46.5294661, 6.563762 46.5294721, 6.5634057 46.5294711, 6.5633328 46.5294675, 6.5633045 46.5294671)",,
151411932,138,Rue du Villars,secondary,50,False,True,100.104,,"LINESTRING (6.5644263 46.5293999, 6.5647465 46.5293293, 6.5649444 46.5292857, 6.565109 46.5292415, 6.5654079 46.5291411, 6.5655482 46.529105, 6.5656479 46.5290815)",,
151411934,,Chemin de la Cocarde,residential,30,True,False,55.653,,"LINESTRING (6.5644263 46.5293999, 6.5644115 46.5293613, 6.5644101 46.5293552, 6.5644117 46.5293484, 6.5644141 46.529343, 6.564419 46.5293376, 6.564424 46.5293334, 6.5644306 46.5293289, 6.5644382 46.5293249, 6.5644468 46.5293216, 6.5646445 46.5292671, 6.5646675 46.5292587, 6.5646797 46.5292515, 6.5646935 46.5292407, 6.5647015 46.5292292, 6.5647073 46.5292191, 6.5647136 46.5292037, 6.5647687 46.5290269)",,
"[23385374, 23385372, 128611742, 32704127]",,"['Chemin des Triaudes', 'Route Louis-Favre']",unclassified,30,False,"[False, True]",447.677,,"LINESTRING (6.5655136 46.5249963, 6.5655277 46.524469, 6.5655259 46.5244656, 6.5655431 46.5238383, 6.5654903 46.5238386, 6.5654361 46.5238367, 6.5652858 46.523835, 6.5652049 46.5238349, 6.5650202 46.5238317, 6.5650116 46.5238316, 6.5646492 46.523828, 6.5645441 46.5238113, 6.564459 46.5237841, 6.5643949 46.5237491, 6.5643241 46.5236901, 6.5643048 46.523674, 6.5642313 46.5235812, 6.5641875 46.5235159, 6.5641564 46.5234634, 6.5641477 46.5234487, 6.5641109 46.5233689, 6.5640838 46.5232974, 6.5640592 46.5232102, 6.5640493 46.5231749, 6.5640376 46.5230415, 6.5640302 46.5228193, 6.5640082 46.5226647, 6.5640008 46.5226403, 6.5639896 46.5226031, 6.5639229 46.5224954, 6.563835 46.522398, 6.5636114 46.5222208, 6.5635325 46.522158, 6.5634894 46.5220979, 6.5634488 46.5220182, 6.56344 46.5219606, 6.5634623 46.5218674)",2,yes
27335915,136,Avenue du Tir Fédéral,secondary,60,False,True,194.961,,"LINESTRING (6.5641739 46.5241259, 6.5640691 46.5239793, 6.5634162 46.5227857, 6.5633753 46.5227109, 6.5632597 46.5224901)",2,
27335916,136,Avenue du Tir Fédéral,secondary,60,False,False,239.263,,"LINESTRING (6.5641739 46.5241259, 6.5643514 46.5244262, 6.5645139 46.5246782, 6.5653504 46.5261194)",2,
35543927,,Chemin de la Raye,residential,50,False,False,96.428,,"LINESTRING (6.5641739 46.5241259, 6.5641081 46.5241511, 6.5638774 46.5242395, 6.5634427 46.5244386, 6.5633729 46.5244691, 6.5631015 46.5245806)",,
36586997,,Chemin de la Cocarde,residential,,False,False,73.904,,"LINESTRING (6.5637268 46.5278548, 6.56367 46.5278567, 6.5634802 46.5278629, 6.5633777 46.5279293, 6.5632594 46.5279408, 6.5628005 46.52794)",,
151411933,,Chemin de la Cocarde,residential,,False,False,55.75900000000001,,"LINESTRING (6.5637268 46.5278548, 6.5635647 46.5276112, 6.5635579 46.5275548, 6.5636061 46.5274689, 6.5636732 46.5273977)",,
151411933,,Chemin de la Cocarde,residential,,False,True,208.582,,"LINESTRING (6.5637268 46.5278548, 6.5639657 46.5282221, 6.5640451 46.5284049, 6.5640005 46.5284506, 6.5636744 46.5285211, 6.5633648 46.5285946, 6.5629524 46.5286835, 6.5625829 46.5287711, 6.5623095 46.5288416)",,
36586997,,Chemin de la Cocarde,residential,,False,True,73.904,,"LINESTRING (6.5628005 46.52794, 6.5632594 46.5279408, 6.5633777 46.5279293, 6.5634802 46.5278629, 6.56367 46.5278567, 6.5637268 46.5278548)",,
37713504,,,residential,,False,False,86.75,,"LINESTRING (6.559858 46.5300438, 6.5598498 46.5299962, 6.5598203 46.5299085, 6.5598045 46.5298605, 6.5596982 46.529632, 6.5596944 46.529571, 6.5596604 46.529419, 6.5596262 46.5292828)",,
1087612953,138,Route de la Pierre,secondary,50,False,True,102.114,,"LINESTRING (6.559858 46.5300438, 6.5601117 46.5300007, 6.5603709 46.5299335, 6.5608298 46.5298229, 6.5610839 46.5297004)",,
"[1087612954, 23365100]",138,Route de la Pierre,secondary,50,False,False,65.256,,"LINESTRING (6.559858 46.5300438, 6.5597401 46.5300653, 6.5596575 46.5300782, 6.5594413 46.5301046, 6.5593077 46.5301157, 6.5590176 46.5301397)",,
37713504,,,residential,,False,True,86.75,,"LINESTRING (6.5596262 46.5292828, 6.5596604 46.529419, 6.5596944 46.529571, 6.5596982 46.529632, 6.5598045 46.5298605, 6.5598203 46.5299085, 6.5598498 46.5299962, 6.559858 46.5300438)",,
151411932,138,Rue du Villars,secondary,50,False,False,5.2,,"LINESTRING (6.5613163 46.5296644, 6.5612488 46.5296589)",,
151411932,138,Rue du Villars,secondary,50,False,True,115.712,,"LINESTRING (6.5613163 46.5296644, 6.5613487 46.52966, 6.561402 46.5296527, 6.5616843 46.5295802, 6.5618346 46.5295486, 6.5620002 46.5295258, 6.5620518 46.5295207, 6.5622649 46.5294999, 6.562343 46.529493, 6.5626447 46.5294705, 6.5627921 46.5294595)",,
80540253,,Rue du Villars,secondary,50,False,False,10.886,,"LINESTRING (6.5656479 46.5290815, 6.5657875 46.5290625)",,
151411932,138,Rue du Villars,secondary,50,False,False,100.104,,"LINESTRING (6.5656479 46.5290815, 6.5655482 46.529105, 6.5654079 46.5291411, 6.565109 46.5292415, 6.5649444 46.5292857, 6.5647465 46.5293293, 6.5644263 46.5293999)",,
