osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,bridge,tunnel,geometry,name,junction
"[4957276, 798081165, 798081166]",,,tertiary,50,False,True,150.54500000000002,,,"LINESTRING (8.2103383 47.4826441, 8.2101539 47.4826842, 8.2100841 47.4827001, 8.2100681 47.4827033, 8.2099365 47.4827314, 8.2098058 47.4827569, 8.2097292 47.48277, 8.2096393 47.4827857, 8.2093914 47.4828323, 8.2089974 47.4829126, 8.2084194 47.4830323)",Badenerstrasse,
102414637,2,3,primary,50,False,False,132.867,,,"LINESTRING (8.2046895 47.4866555, 8.2048411 47.4866375, 8.2053523 47.4865687, 8.2057733 47.4865244, 8.2060834 47.4864915, 8.2064313 47.4864508)",Baslerstrasse,
"[24211653, 628637270]",,,residential,,False,False,71.608,,,"LINESTRING (8.2064313 47.4864508, 8.2064647 47.4867148, 8.2066023 47.4867468, 8.2070173 47.4867353)",Hansfluhsteig,
"[44980992, 27549431]",2,3,primary,50,False,False,227.61200000000002,,,"LINESTRING (8.2064313 47.4864508, 8.2068583 47.4863934, 8.2070144 47.4863896, 8.2075707 47.4864094, 8.2081929 47.4864407, 8.2082305 47.4864424, 8.2082776 47.4864448, 8.2086683 47.4864674, 8.2089447 47.4864897, 8.2091736 47.4865149, 8.2094384 47.4865477)","['Baslerstrasse', 'Vorstadt']",
102414637,2,3,primary,50,False,True,132.867,,,"LINESTRING (8.2064313 47.4864508, 8.2060834 47.4864915, 8.2057733 47.4865244, 8.2053523 47.4865687, 8.2048411 47.4866375, 8.2046895 47.4866555)",Baslerstrasse,
25972100,1,,primary,50,True,False,15.578,,,"LINESTRING (8.2127827 47.4817738, 8.2127391 47.48181, 8.2126785 47.4818324, 8.2126098 47.4818378)",Zürcherstrasse,roundabout
"[257902136, 24665831]",,,residential,,False,True,135.495,,,"LINESTRING (8.2127827 47.4817738, 8.2129456 47.4818833, 8.2130228 47.4819688, 8.2130954 47.4820933, 8.213493 47.4827952, 8.213522 47.4828704)",Gaswerkstrasse,
610059108,,,residential,,True,False,23.730999999999998,,,"LINESTRING (8.2151447 47.4793568, 8.2150795 47.4792837, 8.2150342 47.4792268, 8.2150024 47.4791671)",Klosterzelgstrasse,
24408415,2,,tertiary,,False,False,62.379999999999995,,,"LINESTRING (8.2075919 47.4832957, 8.2075423 47.4833517, 8.2075019 47.4834143, 8.2074641 47.4834851, 8.2073038 47.4838202)",Hauptstrasse,
28459397,,,residential,50,False,True,35.25,,,"LINESTRING (8.2075919 47.4832957, 8.2075526 47.4832699, 8.207524 47.4832431, 8.2075003 47.4832129, 8.2074803 47.4831817, 8.2074578 47.483139, 8.2074497 47.483098, 8.2074459 47.483052, 8.2074463 47.483006)",Bahnhofstrasse,
"[28459403, 609997695]",2,,tertiary,50,False,"[False, True]",70.065,,,"LINESTRING (8.2075919 47.4832957, 8.2076321 47.4832617, 8.2076785 47.4832286, 8.2077485 47.4831942, 8.2078263 47.4831673, 8.2079481 47.4831315, 8.2080744 47.4831021, 8.2082901 47.4830565, 8.2084194 47.4830323)",Badenerstrasse,
24408416,2,,tertiary,50,False,True,45.754999999999995,,,"LINESTRING (8.2070716 47.4841933, 8.2071121 47.4841725, 8.2071406 47.4841471, 8.207162 47.4841159, 8.2071867 47.4840665, 8.2073038 47.4838202)",Hauptstrasse,
27549610,2,,tertiary,50,False,False,43.882999999999996,,,"LINESTRING (8.2070716 47.4841933, 8.2070293 47.4842007, 8.2069844 47.4842014, 8.2068893 47.484189, 8.2067436 47.48417, 8.2066175 47.4841476, 8.2064986 47.484138)",Eisi,
"[27494023, 27513839, 79992447]",,,"['residential', 'living_street']",20,False,"[False, True]",234.07700000000003,,,"LINESTRING (8.2070716 47.4841933, 8.2070985 47.4842369, 8.2071241 47.4842593, 8.2071649 47.4842872, 8.2075119 47.4844383, 8.2077233 47.4845326, 8.208254 47.4847995, 8.2084733 47.4849458, 8.2087456 47.4851349, 8.2089035 47.4852448, 8.2088466 47.4853099, 8.2085231 47.4854163, 8.2083989 47.4854647, 8.2083219 47.4854692)","['Törlirain', 'Schulthess-Allee']",
24408417,,,tertiary,50,False,False,149.665,,,"LINESTRING (8.2059617 47.4842184, 8.205846 47.4842194, 8.2055141 47.4841902, 8.2051029 47.4841192, 8.2045937 47.4839814, 8.2044772 47.483939, 8.2041314 47.4837595)",Laurstrasse,
27494025,,,residential,,False,False,68.491,,,"LINESTRING (8.2059617 47.4842184, 8.2059683 47.4842714, 8.2059615 47.4843042, 8.2059554 47.4843333, 8.2058609 47.4844226, 8.2054788 47.4847155)",Museumstrasse,
27549610,2,,tertiary,50,False,True,20.922,,,"LINESTRING (8.2059617 47.4842184, 8.2061367 47.4841922, 8.2062319 47.4841734)",Eisi,
24408417,,,tertiary,50,False,True,18.883000000000003,,,"LINESTRING (8.2022976 47.4826738, 8.2023968 47.4826988, 8.2024265 47.4827063, 8.2025196 47.4827504)",Laurstrasse,
27494025,,,residential,,False,True,68.491,,,"LINESTRING (8.2054788 47.4847155, 8.2058609 47.4844226, 8.2059554 47.4843333, 8.2059615 47.4843042, 8.2059683 47.4842714, 8.2059617 47.4842184)",Museumstrasse,
"[26350691, 348386316]",,,residential,30,False,False,169.04,,,"LINESTRING (8.2119675 47.4802125, 8.2117764 47.4804006, 8.2117112 47.4804603, 8.2115455 47.480619, 8.2109458 47.4812067, 8.2108693 47.4812748, 8.2107153 47.4814199, 8.2106756 47.4814568)",Steinackerstrasse,
781349176,,,residential,50,False,True,17.745,,,"LINESTRING (8.207667 47.4812283, 8.2077232 47.4810733)",Bahnhofstrasse,
28459397,,,residential,50,False,False,199.405,,,"LINESTRING (8.207667 47.4812283, 8.2076094 47.4813844, 8.2075866 47.4814428, 8.2075711 47.4814872, 8.2075375 47.4815805, 8.2075226 47.4816272, 8.2075086 47.4816736, 8.2075013 47.4817011, 8.2074879 47.4817615, 8.2074783 47.4818084, 8.2074749 47.4818357, 8.2074627 47.4819474, 8.207458 47.482059, 8.2074592 47.4821702, 8.2074625 47.4822812, 8.2074625 47.482308, 8.2074734 47.482695, 8.2074727 47.4827734, 8.2074678 47.4828517, 8.2074463 47.483006)",Bahnhofstrasse,
27212408,,,residential,,False,True,86.788,,,"LINESTRING (8.2074463 47.483006, 8.2073461 47.4830021, 8.2071639 47.4829938, 8.2064337 47.482963, 8.2063992 47.482962, 8.2062944 47.4829717)",Renggerstrasse,
28459397,,,residential,50,False,False,35.24999999999999,,,"LINESTRING (8.2074463 47.483006, 8.2074459 47.483052, 8.2074497 47.483098, 8.2074578 47.483139, 8.2074803 47.4831817, 8.2075003 47.4832129, 8.207524 47.4832431, 8.2075526 47.4832699, 8.2075919 47.4832957)",Bahnhofstrasse,
28459397,,,residential,50,False,True,199.405,,,"LINESTRING (8.2074463 47.483006, 8.2074678 47.4828517, 8.2074727 47.4827734, 8.2074734 47.482695, 8.2074625 47.482308, 8.2074625 47.4822812, 8.2074592 47.4821702, 8.207458 47.482059, 8.2074627 47.4819474, 8.2074749 47.4818357, 8.2074783 47.4818084, 8.2074879 47.4817615, 8.2075013 47.4817011, 8.2075086 47.4816736, 8.2075226 47.4816272, 8.2075375 47.4815805, 8.2075711 47.4814872, 8.2075866 47.4814428, 8.2076094 47.4813844, 8.207667 47.4812283)",Bahnhofstrasse,
258942271,,,living_street,20,True,False,9.414,,,"LINESTRING (8.2068709 47.4850383, 8.2068631 47.4849538)",Hauptstrasse,
24211651,,,living_street,20,False,False,18.603,,,"LINESTRING (8.2068267 47.4858695, 8.2068068 47.4858967, 8.2067938 47.4859257, 8.2067881 47.4859542, 8.206789 47.485983, 8.2067955 47.4860319)",Hauptstrasse,
"[43660545, 24211650]",,,living_street,20,True,False,36.216,,,"LINESTRING (8.2068267 47.4858695, 8.2068676 47.4858454, 8.2068964 47.4858345, 8.2069866 47.4858101, 8.2070121 47.4858024, 8.2070321 47.4857936, 8.2070675 47.4857716, 8.2070942 47.485752, 8.2071222 47.4857171, 8.2071347 47.4856859, 8.2071354 47.485651)",Hauptstrasse,
"[24211653, 628637270]",,,residential,,False,True,71.608,,,"LINESTRING (8.2070173 47.4867353, 8.2066023 47.4867468, 8.2064647 47.4867148, 8.2064313 47.4864508)",Hansfluhsteig,
"[609997696, 24408414, 80186434, 27513838]",,,residential,,False,True,208.612,,,"LINESTRING (8.2093143 47.4848148, 8.209666 47.4851141, 8.2100225 47.4850222, 8.2104368 47.484884, 8.2106395 47.4846297, 8.2107904 47.4844421, 8.2103239 47.4841624)","['Annerstrasse', 'Promenade', 'Paradiesstrasse']",
77662309,,,residential,,False,True,104.97200000000001,,,"LINESTRING (8.2093143 47.4848148, 8.2099479 47.4843993, 8.2103239 47.4841624)",Rottweilerstrasse,
35275933,,,residential,,False,False,189.284,,,"LINESTRING (8.2093143 47.4848148, 8.2089055 47.4845001, 8.2087303 47.4843889, 8.2085245 47.4842858, 8.207457 47.4838652, 8.2073925 47.4838463, 8.2073038 47.4838202)",Annerstrasse,
24408415,2,,tertiary,,False,True,62.379999999999995,,,"LINESTRING (8.2073038 47.4838202, 8.2074641 47.4834851, 8.2075019 47.4834143, 8.2075423 47.4833517, 8.2075919 47.4832957)",Hauptstrasse,
24408416,2,,tertiary,50,False,False,45.755,,,"LINESTRING (8.2073038 47.4838202, 8.2071867 47.4840665, 8.207162 47.4841159, 8.2071406 47.4841471, 8.2071121 47.4841725, 8.2070716 47.4841933)",Hauptstrasse,
35275933,,,residential,,False,True,189.284,,,"LINESTRING (8.2073038 47.4838202, 8.2073925 47.4838463, 8.207457 47.4838652, 8.2085245 47.4842858, 8.2087303 47.4843889, 8.2089055 47.4845001, 8.2093143 47.4848148)",Annerstrasse,
27549610,2,,tertiary,50,False,False,20.922,,,"LINESTRING (8.2062319 47.4841734, 8.2061367 47.4841922, 8.2059617 47.4842184)",Eisi,
27549610,2,,tertiary,50,False,True,20.465,,,"LINESTRING (8.2062319 47.4841734, 8.2064373 47.4841412, 8.2064986 47.484138)",Eisi,
35793782,,,residential,,False,True,55.592,,,"LINESTRING (8.2062319 47.4841734, 8.2062037 47.4841127, 8.2061798 47.4840614, 8.206202 47.4838888, 8.2062137 47.4837619, 8.2062162 47.4837171, 8.2062182 47.4836798)",Stapferstrasse,
335818154,,,residential,30,False,False,45.201,,,"LINESTRING (8.2131404 47.4786192, 8.2125858 47.4784619)",Klosterzelgstrasse,
335818154,,,residential,30,False,True,44.349,,,"LINESTRING (8.2131404 47.4786192, 8.2136837 47.4787749)",Klosterzelgstrasse,
328829482,,,residential,30,False,False,25.642,,,"LINESTRING (8.2122261 47.4783572, 8.2119119 47.4782673)",Klosterzelgstrasse,
26350695,,,residential,30,False,True,155.60600000000002,,,"LINESTRING (8.2122261 47.4783572, 8.2114838 47.4794048, 8.2112464 47.4795804)",Blumenweg,
"[1172262904, 328829482]",,,residential,30,False,True,29.433,,,"LINESTRING (8.2122261 47.4783572, 8.2125391 47.4784484, 8.2125858 47.4784619)",Klosterzelgstrasse,
25972100,1,,primary,50,True,False,10.573999999999998,,,"LINESTRING (8.2125925 47.4815965, 8.2126276 47.4815947, 8.2126625 47.4815975, 8.212696 47.4816048, 8.2127267 47.4816164)",Zürcherstrasse,roundabout
"[407227066, 25972101]",1,3,primary,50,True,False,344.835,,,"LINESTRING (8.2125925 47.4815965, 8.2126092 47.4815486, 8.2126209 47.4815006, 8.2126313 47.4814306, 8.2126362 47.4813608, 8.2126407 47.4812878, 8.2126405 47.4812146, 8.2126358 47.4809166, 8.2126407 47.480846, 8.2126546 47.480775, 8.2126768 47.4806952, 8.2127052 47.4806221, 8.212745 47.4805498, 8.2127936 47.4804796, 8.2128496 47.4804144, 8.2129155 47.480351, 8.2130171 47.4802719, 8.2131515 47.4801854, 8.2133205 47.4801017, 8.2137802 47.4799137, 8.2151447 47.4793568)",Zürcherstrasse,
335818154,,,residential,30,False,False,44.349,,,"LINESTRING (8.2136837 47.4787749, 8.2131404 47.4786192)",Klosterzelgstrasse,
"[335818154, 24860262]",,,residential,30,False,True,108.40700000000001,,,"LINESTRING (8.2136837 47.4787749, 8.214031 47.4788743, 8.2140524 47.4788804, 8.2144643 47.4789936, 8.2146996 47.4790603, 8.2148572 47.4791089, 8.2149423 47.4791394, 8.2150024 47.4791671)",Klosterzelgstrasse,
26350696,,,residential,30,False,False,156.602,,,"LINESTRING (8.2112116 47.4795602, 8.2111778 47.4792849, 8.2119119 47.4782673)",Rosenweg,
26350693,,,residential,30,False,False,145.385,,,"LINESTRING (8.2107805 47.4792919, 8.2107973 47.479265, 8.2107984 47.4792494, 8.2107913 47.4792367, 8.2107269 47.4791828, 8.2107051 47.4791587, 8.210688 47.4791347, 8.2106756 47.4791062, 8.2106817 47.4790768, 8.2113697 47.4781181)",Kapellenweg,
328829482,,,residential,30,False,True,6.462,,,"LINESTRING (8.2113697 47.4781181, 8.2114497 47.4781394)",Klosterzelgstrasse,
26350693,,,residential,30,False,True,145.385,,,"LINESTRING (8.2113697 47.4781181, 8.2106817 47.4790768, 8.2106756 47.4791062, 8.210688 47.4791347, 8.2107051 47.4791587, 8.2107269 47.4791828, 8.2107913 47.4792367, 8.2107984 47.4792494, 8.2107973 47.479265, 8.2107805 47.4792919)",Kapellenweg,
328829482,,,residential,30,False,False,41.863,,,"LINESTRING (8.2113697 47.4781181, 8.2110932 47.4780599, 8.2109706 47.4780359, 8.210834 47.4780158)",Klosterzelgstrasse,
26350695,,,residential,30,False,False,155.60600000000002,,,"LINESTRING (8.2112464 47.4795804, 8.2114838 47.4794048, 8.2122261 47.4783572)",Blumenweg,
328829482,,,residential,30,False,False,37.535,,,"LINESTRING (8.2119119 47.4782673, 8.2114497 47.4781394)",Klosterzelgstrasse,
328829482,,,residential,30,False,True,25.642,,,"LINESTRING (8.2119119 47.4782673, 8.2122261 47.4783572)",Klosterzelgstrasse,
26350696,,,residential,30,False,True,156.602,,,"LINESTRING (8.2119119 47.4782673, 8.2111778 47.4792849, 8.2112116 47.4795602)",Rosenweg,
27475019,,,residential,,False,True,96.397,,,"LINESTRING (8.2038133 47.4815167, 8.2027536 47.4810282)",Fröhlichackerweg,
949987810,,,living_street,20,False,False,19.759,,,"LINESTRING (8.2038133 47.4815167, 8.2039657 47.4813719)",Fröhlichstrasse,
"[949987808, 949987810]",,,"['living_street', 'tertiary']","['20', '50']",False,True,168.14100000000002,,,"LINESTRING (8.2038133 47.4815167, 8.2035681 47.4817497, 8.2035593 47.481758, 8.2035348 47.4817813, 8.2032559 47.4820462, 8.2030647 47.4822278, 8.2030214 47.482269, 8.2027529 47.482524, 8.2026075 47.4826621, 8.2025196 47.4827504)",Fröhlichstrasse,
949987810,,,living_street,20,False,True,19.759,,,"LINESTRING (8.2039657 47.4813719, 8.2038133 47.4815167)",Fröhlichstrasse,
27483847,,,residential,,False,False,98.925,,,"LINESTRING (8.2039657 47.4813719, 8.2043313 47.4815191, 8.2047621 47.4816933, 8.2048475 47.4817278, 8.2051027 47.4818199)",Süssbachweg,
"[949987810, 27475015]",,,"['living_street', 'tertiary']","['20', '50']",False,False,28.698999999999998,,,"LINESTRING (8.2039657 47.4813719, 8.2041716 47.4811764, 8.2041877 47.4811619)",Fröhlichstrasse,
27475020,,,residential,,False,True,98.369,,,"LINESTRING (8.2041877 47.4811619, 8.2031146 47.4806553)",Nigglistrasse,
27475015,,,tertiary,50,False,False,121.826,,,"LINESTRING (8.2041877 47.4811619, 8.2044123 47.4809467, 8.2047223 47.4806432, 8.2050519 47.4803301, 8.2051272 47.4802694)",Fröhlichstrasse,
"[949987810, 27475015]",,,"['living_street', 'tertiary']","['20', '50']",False,True,28.698999999999998,,,"LINESTRING (8.2041877 47.4811619, 8.2041716 47.4811764, 8.2039657 47.4813719)",Fröhlichstrasse,
27212409,,,residential,,False,False,96.96999999999998,,,"LINESTRING (8.2051272 47.4802694, 8.2050552 47.4802357, 8.204391 47.4799574, 8.2042344 47.4798931, 8.2041272 47.4798444, 8.2040375 47.4798027)",Seidenstrasse,
27475015,,,tertiary,50,False,False,85.51599999999999,,,"LINESTRING (8.2051272 47.4802694, 8.205201 47.4801929, 8.2056975 47.4797349, 8.2057745 47.4796696, 8.2057967 47.4796478)",Fröhlichstrasse,
27475015,,,tertiary,50,False,True,121.82600000000001,,,"LINESTRING (8.2051272 47.4802694, 8.2050519 47.4803301, 8.2047223 47.4806432, 8.2044123 47.4809467, 8.2041877 47.4811619)",Fröhlichstrasse,
27475016,,,residential,50,False,False,43.482,,,"LINESTRING (8.2051272 47.4802694, 8.2052211 47.4802947, 8.2056575 47.4804257)",Seidenstrasse,
4988515,2,5,primary,50,False,True,15.622,,,"LINESTRING (8.2066777 47.4788274, 8.2065165 47.4787387)",Aarauerstrasse,
4988515,2,5,primary,50,False,False,65.346,,,"LINESTRING (8.2066777 47.4788274, 8.2068215 47.4788971, 8.2073413 47.4792064)",Aarauerstrasse,
27475015,,,tertiary,50,False,True,53.635,,,"LINESTRING (8.2066777 47.4788274, 8.2066091 47.4788891, 8.2063287 47.4791425, 8.206306 47.4791659, 8.2062492 47.479213)",Fröhlichstrasse,
27475016,,,residential,50,False,False,29.227,,,"LINESTRING (8.2056575 47.4804257, 8.2060165 47.4805268)",Seidenstrasse,
27475016,,,residential,50,False,True,43.482,,,"LINESTRING (8.2056575 47.4804257, 8.2052211 47.4802947, 8.2051272 47.4802694)",Seidenstrasse,
27487894,,,residential,,False,True,56.679,,,"LINESTRING (8.2056575 47.4804257, 8.2053971 47.4807445, 8.2052945 47.4808725)",Seidenweg,
27475016,,,residential,50,False,True,29.227,,,"LINESTRING (8.2060165 47.4805268, 8.2056575 47.4804257)",Seidenstrasse,
"[27475016, 573504785, 573504786]",2,,residential,50,False,False,45.688,yes,,"LINESTRING (8.2060165 47.4805268, 8.206034 47.4805324, 8.2061231 47.4805585, 8.2065736 47.4806913)",Seidenstrasse,
27487895,,,residential,,False,False,78.469,,,"LINESTRING (8.2060165 47.4805268, 8.2062794 47.4802462, 8.2065941 47.4799391)",Bachstrasse,
573504786,2,,residential,50,False,False,37.025,,,"LINESTRING (8.2065736 47.4806913, 8.2070309 47.4808152)",Seidenstrasse,
80859150,,,residential,,False,True,117.21700000000001,,,"LINESTRING (8.2065736 47.4806913, 8.2065267 47.4808009, 8.2064893 47.4809291, 8.2064428 47.4810229, 8.2063596 47.4812435, 8.2062986 47.4814074, 8.2062483 47.4815481, 8.206223 47.4817163)",Wildenrainweg,
"[27475016, 573504785, 573504786]",2,,residential,50,False,True,45.688,yes,,"LINESTRING (8.2065736 47.4806913, 8.2061231 47.4805585, 8.206034 47.4805324, 8.2060165 47.4805268)",Seidenstrasse,
573504786,2,,residential,50,False,False,59.417,,,"LINESTRING (8.2070309 47.4808152, 8.2077232 47.4810733)",Seidenstrasse,
573504786,2,,residential,50,False,True,37.025,,,"LINESTRING (8.2070309 47.4808152, 8.2065736 47.4806913)",Seidenstrasse,
27494966,,,residential,50,True,False,108.065,,,"LINESTRING (8.2070309 47.4808152, 8.2067628 47.4815738, 8.2066996 47.4817609)",Stapferstrasse,
573504786,2,,residential,50,False,True,59.417,,,"LINESTRING (8.2077232 47.4810733, 8.2070309 47.4808152)",Seidenstrasse,
781349176,,,residential,50,False,False,17.745,,,"LINESTRING (8.2077232 47.4810733, 8.207667 47.4812283)",Bahnhofstrasse,
9370898,,,residential,50,False,True,81.758,,,"LINESTRING (8.2077232 47.4810733, 8.2077696 47.4809381, 8.2078245 47.4807688, 8.2078762 47.4805481, 8.207923 47.4804707, 8.2080397 47.4803855)",Aarauerstrasse,
27212406,,,residential,,False,False,116.36,,,"LINESTRING (8.2020873 47.4801746, 8.2026544 47.4796134, 8.2027579 47.479511, 8.2029176 47.479353, 8.2029591 47.4793098)",Rauchensteinstrasse,
27475020,,,residential,,False,False,93.899,,,"LINESTRING (8.2020873 47.4801746, 8.2024565 47.4803474, 8.2027552 47.4804871, 8.2031146 47.4806553)",Nigglistrasse,
27212406,,,residential,,False,True,116.35999999999999,,,"LINESTRING (8.2029591 47.4793098, 8.2029176 47.479353, 8.2027579 47.479511, 8.2026544 47.4796134, 8.2020873 47.4801746)",Rauchensteinstrasse,
27212409,,,residential,,False,False,74.01599999999999,,,"LINESTRING (8.2029591 47.4793098, 8.2026571 47.4791698, 8.2021997 47.4789816, 8.202129 47.478952)",Seidenstrasse,
27212409,,,residential,,False,True,97.84800000000001,,,"LINESTRING (8.2029591 47.4793098, 8.2030852 47.4793669, 8.2033928 47.4795062, 8.2036915 47.4796498, 8.2040375 47.4798027)",Seidenstrasse,
27212409,,,residential,,False,True,74.01599999999999,,,"LINESTRING (8.202129 47.478952, 8.2021997 47.4789816, 8.2026571 47.4791698, 8.2029591 47.4793098)",Seidenstrasse,
27475023,,,residential,,False,True,108.004,,,"LINESTRING (8.202129 47.478952, 8.2026745 47.4784329, 8.2029377 47.4781495)",Zimmermannstrasse,
27475018,,,residential,,False,True,22.814,,,"LINESTRING (8.2027536 47.4810282, 8.202589 47.4812006)",Stäblistrasse,
27475019,,,residential,,False,False,96.397,,,"LINESTRING (8.2027536 47.4810282, 8.2038133 47.4815167)",Fröhlichackerweg,
27475018,,,residential,,False,False,49.550999999999995,,,"LINESTRING (8.2027536 47.4810282, 8.2027988 47.4809815, 8.2031146 47.4806553)",Stäblistrasse,
27475020,,,residential,,False,False,98.369,,,"LINESTRING (8.2031146 47.4806553, 8.2041877 47.4811619)",Nigglistrasse,
27475018,,,residential,,False,False,117.46600000000001,,,"LINESTRING (8.2031146 47.4806553, 8.2036997 47.4801145, 8.2039852 47.4798506, 8.2040375 47.4798027)",Stäblistrasse,
27475018,,,residential,,False,True,49.550999999999995,,,"LINESTRING (8.2031146 47.4806553, 8.2027988 47.4809815, 8.2027536 47.4810282)",Stäblistrasse,
27475020,,,residential,,False,True,93.899,,,"LINESTRING (8.2031146 47.4806553, 8.2027552 47.4804871, 8.2024565 47.4803474, 8.2020873 47.4801746)",Nigglistrasse,
27212409,,,residential,,False,False,97.848,,,"LINESTRING (8.2040375 47.4798027, 8.2036915 47.4796498, 8.2033928 47.4795062, 8.2030852 47.4793669, 8.2029591 47.4793098)",Seidenstrasse,
27212409,,,residential,,False,True,96.97,,,"LINESTRING (8.2040375 47.4798027, 8.2041272 47.4798444, 8.2042344 47.4798931, 8.204391 47.4799574, 8.2050552 47.4802357, 8.2051272 47.4802694)",Seidenstrasse,
27475018,,,residential,,False,True,117.46600000000001,,,"LINESTRING (8.2040375 47.4798027, 8.2039852 47.4798506, 8.2036997 47.4801145, 8.2031146 47.4806553)",Stäblistrasse,
27475023,,,residential,,False,False,108.004,,,"LINESTRING (8.2029377 47.4781495, 8.2026745 47.4784329, 8.202129 47.478952)",Zimmermannstrasse,
24408417,,,tertiary,50,False,True,8.355,,,"LINESTRING (8.2025196 47.4827504, 8.2026026 47.4828004)",Laurstrasse,
24408417,,,tertiary,50,False,False,18.883,,,"LINESTRING (8.2025196 47.4827504, 8.2024265 47.4827063, 8.2023968 47.4826988, 8.2022976 47.4826738)",Laurstrasse,
