osmid,highway,junction,oneway,reversed,length,geometry,name,lanes,ref,maxspeed,tunnel,access
391939599,residential,roundabout,True,False,15.008000000000001,"LINESTRING (7.40061 47.189591, 7.4005952 47.1896074, 7.4005745 47.1896206, 7.4005492 47.1896294, 7.4005214 47.1896333, 7.4004931 47.1896319, 7.4004664 47.1896254, 7.4004433 47.1896142)",,,,,,
26312566,residential,,False,False,100.73199999999999,"LINESTRING (7.4004433 47.1896142, 7.4004095 47.1896377, 7.4003778 47.189664, 7.4001498 47.1899481, 7.3999483 47.1901753, 7.3998352 47.1903192, 7.3997772 47.1903968)",Girardstrasse,,,,,
391939595,residential,roundabout,True,False,14.261000000000001,"LINESTRING (7.4004433 47.1896142, 7.4004209 47.1895936, 7.4004109 47.1895689, 7.4004144 47.1895433, 7.4004312 47.1895203, 7.4004589 47.1895029)",,,,,,
26312533,residential,roundabout,True,False,19.953,"LINESTRING (7.4004589 47.1895029, 7.4004892 47.1894941, 7.4005221 47.1894921, 7.4005542 47.1894972, 7.4005824 47.189509, 7.4006037 47.1895261, 7.4006161 47.1895469, 7.4006182 47.1895692, 7.40061 47.189591)",,,,,,
162530708,residential,,False,True,104.99700000000001,"LINESTRING (7.3992137 47.1913296, 7.3992298 47.1913089, 7.3992722 47.1912544, 7.399351 47.1911418, 7.399435 47.1910196, 7.3995675 47.1908328, 7.3995886 47.1907955, 7.3996538 47.1906804, 7.3997088 47.1905279, 7.3997427 47.1904597)",Girardstrasse,2,,,,
391941625,residential,roundabout,True,False,23.549,"LINESTRING (7.3992137 47.1913296, 7.3992437 47.1913433, 7.3992677 47.1913617, 7.3992843 47.1913836, 7.3992924 47.1914075, 7.3992905 47.1914359, 7.3992768 47.1914627, 7.3992524 47.1914857, 7.3992194 47.191503)",,,,,,
28154728,residential,,False,False,170.57800000000003,"LINESTRING (7.3992194 47.191503, 7.3992453 47.1915241, 7.3992899 47.1915503, 7.3993403 47.191572, 7.3995092 47.191631, 7.3995627 47.1916631, 7.3995907 47.1917093, 7.3995844 47.1917518, 7.3995595 47.1918078, 7.399524 47.1918734, 7.3991704 47.1924566, 7.3991244 47.1925272, 7.3990477 47.192661, 7.3990219 47.1927057, 7.3989471 47.1928229)",Girardstrasse,,,,,
391941619,residential,roundabout,True,False,15.447999999999997,"LINESTRING (7.3992194 47.191503, 7.3991879 47.191512, 7.3991543 47.1915156, 7.3991203 47.1915138, 7.3990879 47.1915067, 7.3990588 47.1914946, 7.3990347 47.1914783)",,,,,,
26312605,residential,roundabout,True,False,29.498,"LINESTRING (7.3990347 47.1914783, 7.3990132 47.1914526, 7.3990039 47.1914239, 7.3990076 47.1913945, 7.3990238 47.1913672, 7.3990513 47.1913444, 7.3990875 47.1913281, 7.3991291 47.1913199, 7.3991725 47.1913204, 7.3992137 47.1913296)",,,,,,
"[28154473, 28154639]",residential,,False,"[False, True]",208.724,"LINESTRING (7.3990347 47.1914783, 7.3989959 47.1915016, 7.3989285 47.1915466, 7.3987115 47.191719, 7.3986682 47.1917531, 7.398584 47.1918193, 7.3985499 47.1918463, 7.3984246 47.191945, 7.3983421 47.191906, 7.3981186 47.1918004, 7.3979181 47.1917056, 7.3975984 47.1915624, 7.3974479 47.191495, 7.3972009 47.1913974, 7.3968576 47.1912914)","['Storchengasse', 'Bachstrasse']",,,,,
162530708,residential,,False,True,7.464,"LINESTRING (7.3997427 47.1904597, 7.3997772 47.1903968)",Girardstrasse,2,,,,
28154241,residential,,False,False,214.40999999999997,"LINESTRING (7.3997427 47.1904597, 7.3999022 47.1905046, 7.4010912 47.1908329, 7.4011872 47.1908594, 7.4016529 47.1910044, 7.4018992 47.1910765, 7.4019686 47.1910968, 7.4022597 47.1911856, 7.4023534 47.1912142)",Freiestrasse,,,,,
162530708,residential,,False,False,104.997,"LINESTRING (7.3997427 47.1904597, 7.3997088 47.1905279, 7.3996538 47.1906804, 7.3995886 47.1907955, 7.3995675 47.1908328, 7.399435 47.1910196, 7.399351 47.1911418, 7.3992722 47.1912544, 7.3992298 47.1913089, 7.3992137 47.1913296)",Girardstrasse,2,,,,
28154522,primary,,False,False,160.82899999999998,"LINESTRING (7.3965922 47.1878215, 7.3965034 47.1878123, 7.3957918 47.1877237, 7.3953279 47.1876701, 7.3946764 47.1875977, 7.3944943 47.1875785)",Schlachthausstrasse,2,5,50,,
28154522,primary,,False,True,42.833,"LINESTRING (7.3965922 47.1878215, 7.3967314 47.1878372, 7.3969428 47.1878598, 7.3970426 47.1878689, 7.3970969 47.1878728, 7.3971533 47.1878739)",Schlachthausstrasse,2,5,50,,
28154522,primary,,False,False,188.41500000000002,"LINESTRING (7.3944943 47.1875785, 7.3938272 47.1874891, 7.3933774 47.187408, 7.3931465 47.1873692, 7.3930581 47.1873485, 7.3929434 47.1873089, 7.3928331 47.1872646, 7.3926568 47.1871797, 7.3925369 47.1871128, 7.3923504 47.1870087, 7.3922365 47.1869452)",Schlachthausstrasse,2,5,50,,
28154522,primary,,False,True,160.829,"LINESTRING (7.3944943 47.1875785, 7.3946764 47.1875977, 7.3953279 47.1876701, 7.3957918 47.1877237, 7.3965034 47.1878123, 7.3965922 47.1878215)",Schlachthausstrasse,2,5,50,,
28154522,primary,,False,False,42.833,"LINESTRING (7.3971533 47.1878739, 7.3970969 47.1878728, 7.3970426 47.1878689, 7.3969428 47.1878598, 7.3967314 47.1878372, 7.3965922 47.1878215)",Schlachthausstrasse,2,5,50,,
116169254,primary,,False,True,101.655,"LINESTRING (7.3971533 47.1878739, 7.3971905 47.1878721, 7.3972204 47.1878696, 7.3972475 47.1878658, 7.3972775 47.1878598, 7.3973343 47.1878455, 7.397385 47.1878298, 7.3983769 47.1875026)",Archstrasse,2,5,50,,
"[391939593, 28154665, 1221636439, 1221636440, 391943135]",tertiary,,False,True,166.918,"LINESTRING (7.3971533 47.1878739, 7.3971532 47.1879164, 7.3971468 47.1879823, 7.3971445 47.1880109, 7.3971409 47.1880282, 7.3971328 47.1880508, 7.397116 47.1880887, 7.3970467 47.188248, 7.3970048 47.1883432, 7.396945 47.1884792, 7.3968912 47.188604, 7.3967861 47.1888496, 7.3967352 47.1889918, 7.3967069 47.1891865, 7.3967068 47.1893349)",Léon Breitling-Strasse,,,,yes,
28154522,primary,,False,True,66.657,"LINESTRING (7.3914785 47.1866788, 7.3915505 47.1866756, 7.3916246 47.1866807, 7.3917036 47.186693, 7.3917821 47.1867139, 7.3918661 47.1867429, 7.3919527 47.1867813, 7.3920224 47.1868197, 7.3922365 47.1869452)",Schlachthausstrasse,2,5,50,,
28154200,residential,,False,False,69.426,"LINESTRING (7.3922365 47.1869452, 7.3923532 47.1868761, 7.393048 47.1866603)",Garnbuchiweg,,,,,
28154522,primary,,False,False,66.657,"LINESTRING (7.3922365 47.1869452, 7.3920224 47.1868197, 7.3919527 47.1867813, 7.3918661 47.1867429, 7.3917821 47.1867139, 7.3917036 47.186693, 7.3916246 47.1866807, 7.3915505 47.1866756, 7.3914785 47.1866788)",Schlachthausstrasse,2,5,50,,
28154522,primary,,False,True,188.41500000000002,"LINESTRING (7.3922365 47.1869452, 7.3923504 47.1870087, 7.3925369 47.1871128, 7.3926568 47.1871797, 7.3928331 47.1872646, 7.3929434 47.1873089, 7.3930581 47.1873485, 7.3931465 47.1873692, 7.3933774 47.187408, 7.3938272 47.1874891, 7.3944943 47.1875785)",Schlachthausstrasse,2,5,50,,
"[28154254, 1153501230, 849687823]",residential,,False,True,203.571,"LINESTRING (7.3901849 47.1915116, 7.3901951 47.1915622, 7.3901762 47.1916162, 7.3900961 47.1917419, 7.3900753 47.1917746, 7.390062 47.1918041, 7.3900514 47.191835, 7.3900456 47.1918594, 7.3900457 47.1919073, 7.3900603 47.1919824, 7.3900628 47.1919938, 7.3900769 47.1920577, 7.390247 47.1924248, 7.3903314 47.1925328, 7.3904902 47.1927261, 7.3907526 47.1930453, 7.3907731 47.1931336, 7.3907824 47.1932143)",Nordbahnhofstrasse,,,20,,
"[28154673, 1153501228, 162037846]",residential,,False,False,426.22900000000004,"LINESTRING (7.3901849 47.1915116, 7.3902688 47.1914979, 7.390388 47.1915397, 7.3905559 47.1915746, 7.3907133 47.1916053, 7.3908462 47.1916271, 7.3914933 47.1917202, 7.3917744 47.1917482, 7.3921311 47.1918297, 7.3925662 47.1919777, 7.394013 47.1924615, 7.3941333 47.1924901, 7.3941796 47.1925552, 7.3941686 47.1926207, 7.394076 47.1928195, 7.3940681 47.1928644, 7.3940825 47.19294, 7.3941931 47.1932027, 7.3942276 47.193325, 7.3942753 47.193401)","['Lindenstrasse', 'Robert Luterbacher-Strasse']",,,,,
28154363,residential,,False,False,462.119,"LINESTRING (7.39636 47.1887979, 7.3962862 47.1886153, 7.3962701 47.1885812, 7.3962494 47.1885463, 7.396213 47.1885056, 7.3961751 47.1884714, 7.3961347 47.1884406, 7.3960959 47.1884175, 7.3960211 47.1883879, 7.3959657 47.1883709, 7.3959173 47.1883593, 7.3957402 47.1883218, 7.3955335 47.1882818, 7.393435 47.1878541, 7.3932279 47.1878199, 7.3930366 47.1877928, 7.3923215 47.1877394, 7.392055 47.1877267, 7.3916579 47.1877194, 7.3913689 47.187722, 7.390758 47.187746)",Moosstrasse,,,50,,
28154363,residential,,False,True,69.35300000000001,"LINESTRING (7.39636 47.1887979, 7.3965233 47.1891898, 7.3965426 47.1892408, 7.3965558 47.1892683, 7.3965657 47.1892863, 7.3965803 47.1893028, 7.3965954 47.189314, 7.3966126 47.189324, 7.3966349 47.1893308, 7.3966601 47.189334, 7.3967068 47.1893349)",Moosstrasse,,,50,,
1221160400,residential,,False,True,93.664,"LINESTRING (7.39636 47.1887979, 7.3963359 47.1888052, 7.3963157 47.1888122, 7.3962883 47.1888242, 7.3962742 47.1888325, 7.3962581 47.1888439, 7.396243 47.1888565, 7.3962289 47.1888694, 7.3962098 47.1888883, 7.3961944 47.1889057, 7.396034 47.1891193, 7.3957978 47.1894502, 7.3957495 47.1895179)",,,,,,
28154363,residential,,False,False,69.353,"LINESTRING (7.3967068 47.1893349, 7.3966601 47.189334, 7.3966349 47.1893308, 7.3966126 47.189324, 7.3965954 47.189314, 7.3965803 47.1893028, 7.3965657 47.1892863, 7.3965558 47.1892683, 7.3965426 47.1892408, 7.3965233 47.1891898, 7.39636 47.1887979)",Moosstrasse,,,50,,
"[28154665, 391939593, 1221636439, 1221636440, 391943135]",tertiary,,False,False,166.91800000000003,"LINESTRING (7.3967068 47.1893349, 7.3967069 47.1891865, 7.3967352 47.1889918, 7.3967861 47.1888496, 7.3968912 47.188604, 7.396945 47.1884792, 7.3970048 47.1883432, 7.3970467 47.188248, 7.397116 47.1880887, 7.3971328 47.1880508, 7.3971409 47.1880282, 7.3971445 47.1880109, 7.3971468 47.1879823, 7.3971532 47.1879164, 7.3971533 47.1878739)",Léon Breitling-Strasse,,,,yes,
48491644,tertiary,,False,True,24.906,"LINESTRING (7.3967068 47.1893349, 7.3967104 47.1893691, 7.3967154 47.1893996, 7.3967218 47.1894249, 7.3967285 47.1894459, 7.3967369 47.1894644, 7.396755 47.189496, 7.3967717 47.1895213, 7.3967821 47.1895341, 7.3967949 47.1895478)",Bahnhofstrasse,,,,,
28154138,residential,,False,True,67.86099999999999,"LINESTRING (7.390758 47.187746, 7.390722 47.1882119, 7.3907219 47.1882785, 7.3907343 47.1883228, 7.3907488 47.1883533)",Moosrain,,,,,
