osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,tunnel,width
"[254752130, 702147891, 702147893]","['3', '2']",5;6,"['Pont-du-Moulin / Mühlebrücke', 'Rue du Canal / Kanalgasse']",primary,50,False,False,201.663,"LINESTRING (7.2476314 47.1410347, 7.2475446 47.1409999, 7.2473913 47.1409345, 7.2472001 47.1408502, 7.2471169 47.1408073, 7.2470391 47.1407686, 7.2469416 47.1407211, 7.246839 47.1406736, 7.2466486 47.1405879, 7.2464901 47.1405223, 7.2463727 47.1404787, 7.246232 47.140431, 7.2460995 47.1403898, 7.2460223 47.140369, 7.2459203 47.1403476, 7.2458022 47.1403296, 7.2457262 47.1403242, 7.245657 47.1403264, 7.2454841 47.1403358, 7.2452547 47.1403565)",,,,
702147892,3,5;6,Rue du Canal / Kanalgasse,primary,50,False,True,37.462999999999994,"LINESTRING (7.2476314 47.1410347, 7.2478102 47.141104, 7.2479611 47.1411648, 7.2480539 47.14121)",,,,
4445512,,,Rue Centrale / Zentralstrasse,residential,50,False,True,38.189,"LINESTRING (7.2458072 47.1376981, 7.2455599 47.137932, 7.2455132 47.1379773)",,,,
46427148,,,Rue de la Plänke / Plänkestrasse,residential,50,False,False,75.797,"LINESTRING (7.2458072 47.1376981, 7.245695 47.1376635, 7.2451476 47.1374242, 7.2450067 47.1373626, 7.2449556 47.1373403)",,,,
"[1254192145, 330618356]",,,Rue Centrale / Zentralstrasse,"['living_street', 'residential']","['50', '20']",True,False,86.404,"LINESTRING (7.2458072 47.1376981, 7.2459078 47.137599, 7.2463835 47.1371299, 7.2464559 47.1370585)",,,,
34890074,2,,Rue du Marché-Neuf / Neumarktstrasse,secondary,50,False,True,64.327,"LINESTRING (7.2483907 47.1402143, 7.2484446 47.1401336, 7.2484694 47.1401073, 7.2487375 47.1398206, 7.2488346 47.1397218)",,,,
546322142,2,,Rue du Marché-Neuf / Neumarktstrasse,secondary,50,False,False,60.246,"LINESTRING (7.2483907 47.1402143, 7.2483473 47.1402786, 7.2483205 47.1403066, 7.2480257 47.1406184, 7.2479766 47.1406764)",,,,
1180444721,,,Rue du Général-Dufour / General-Dufour-Strasse,tertiary,50,False,True,40.818,"LINESTRING (7.2483907 47.1402143, 7.2485205 47.1402728, 7.2488415 47.1404161)",,,,
9554280,,,Faubourg du Jura / Juravorstadt,residential,50,False,True,140.98700000000002,"LINESTRING (7.2473845 47.1430415, 7.247394 47.143064, 7.247407 47.1430872, 7.2474232 47.1431138, 7.2474546 47.143147, 7.2475074 47.1431871, 7.2475535 47.1432165, 7.2476085 47.143249, 7.2485812 47.1437372, 7.2485997 47.143746, 7.2486213 47.1437553, 7.248652 47.1437658, 7.2486896 47.143775, 7.2487267 47.1437788, 7.2488355 47.1437784)",,,,
27312497,,,Rue du Jura / Jurastrasse,residential,50,False,False,33.626999999999995,"LINESTRING (7.2473845 47.1430415, 7.247361 47.1429829, 7.2473447 47.142925, 7.2473363 47.1428886, 7.2473293 47.1428465, 7.2473295 47.1428173, 7.2473346 47.1427957, 7.2473383 47.1427841, 7.2473471 47.1427715, 7.2473554 47.1427612, 7.2473696 47.1427499)",,,,
"[34730377, 486850215]",,,Rue Haute / Obergasse,"['living_street', 'residential']","['50', '20']",False,False,80.10499999999999,"LINESTRING (7.2473845 47.1430415, 7.2473011 47.1430446, 7.2472757 47.1430435, 7.2472453 47.1430398, 7.2472193 47.1430336, 7.2471985 47.1430256, 7.2470865 47.1429782, 7.2469742 47.1429097, 7.2468822 47.1428465, 7.2468036 47.1427591, 7.246761 47.1426818, 7.2466924 47.1425669)",,,,
22879629,2,,Rue du Jura / Jurastrasse,tertiary,50,False,False,62.917,"LINESTRING (7.2499745 47.1409352, 7.2499129 47.1409981, 7.2495153 47.141407)",,,,
22880038,,,Rue du Jura / Jurastrasse,tertiary,50,False,False,59.845000000000006,"LINESTRING (7.2499745 47.1409352, 7.2500395 47.1408687, 7.2504288 47.1404946)",,,,
"[1180444720, 1180444721, 1180444719]",2,,Rue du Général-Dufour / General-Dufour-Strasse,tertiary,50,False,False,103.322,"LINESTRING (7.2499745 47.1409352, 7.2498809 47.1408922, 7.2489598 47.1404691, 7.2488415 47.1404161)",,,,
9554280,,,Faubourg du Jura / Juravorstadt,residential,50,False,False,140.987,"LINESTRING (7.2488355 47.1437784, 7.2487267 47.1437788, 7.2486896 47.143775, 7.248652 47.1437658, 7.2486213 47.1437553, 7.2485997 47.143746, 7.2485812 47.1437372, 7.2476085 47.143249, 7.2475535 47.1432165, 7.2475074 47.1431871, 7.2474546 47.143147, 7.2474232 47.1431138, 7.247407 47.1430872, 7.247394 47.143064, 7.2473845 47.1430415)",,,,
159144850,,6,Faubourg du Jura / Juravorstadt,primary,50,False,False,81.82000000000001,"LINESTRING (7.2488355 47.1437784, 7.2488599 47.1438202, 7.248907 47.1438739, 7.2489842 47.1439297, 7.2490634 47.1439722, 7.2494985 47.1442049, 7.2496243 47.1442685)",,,,
790990758,2,6,Rue Adam-Göuffi / Adam-Göuffi-Strasse,primary,50,False,True,44.04,"LINESTRING (7.2488355 47.1437784, 7.2488199 47.1437334, 7.2488186 47.1437178, 7.2488144 47.143676, 7.2488164 47.1433837)",,,,
"[431532098, 1030960980, 549418998]",,,Rue du Marché-Neuf / Neumarktstrasse,secondary,50,False,False,62.295,"LINESTRING (7.2498944 47.1386305, 7.2498632 47.1386652, 7.2498387 47.1386919, 7.2495462 47.1389953, 7.2494449 47.1390999)",,,,
"[434336000, 23238793, 1151213654]",,,Rue du Marché-Neuf / Neumarktstrasse,secondary,50,False,True,25.225,"LINESTRING (7.2498944 47.1386305, 7.2499108 47.1386101, 7.2499366 47.1385813, 7.2500159 47.1385015, 7.2500213 47.1384961, 7.2500481 47.138468, 7.250075 47.1384399)",yes,,,
23238797,,,Rue Centrale / Zentralstrasse,living_street,20,False,True,7.224,"LINESTRING (7.2467114 47.1368073, 7.2466592 47.1368617)",,,,
"[330618360, 31678143]",,,Rue Centrale / Zentralstrasse,living_street,20,False,False,62.687999999999995,"LINESTRING (7.2467114 47.1368073, 7.246917 47.1366011, 7.2469323 47.1365857, 7.2471789 47.1363418)",,,,
23238797,,,Rue Centrale / Zentralstrasse,living_street,20,False,False,7.224,"LINESTRING (7.2466592 47.1368617, 7.2467114 47.1368073)",,,,
22925176,,,Place Centrale / Zentralplatz,living_street,20,False,False,26.977,"LINESTRING (7.2466592 47.1368617, 7.2468074 47.1369238, 7.2469569 47.1369951)",,,,
"[330618358, 46427142]",,,Quai du Bas / Unterer Quai,"['living_street', 'residential']","['20', '30']",True,False,147.631,"LINESTRING (7.2466592 47.1368617, 7.2465703 47.1368474, 7.2462904 47.1367362, 7.2460501 47.1366352, 7.2449675 47.136205)",,,,
"[184723265, 23238796, 1152544532, 1152544533]",,,Rue Centrale / Zentralstrasse,living_street,20,False,True,26.746000000000002,"LINESTRING (7.2466592 47.1368617, 7.2466065 47.1369124, 7.2465009 47.1370151, 7.2464889 47.1370266, 7.2464559 47.1370585)",yes,,,
"[434336000, 23238793, 1151213654]",,,Rue du Marché-Neuf / Neumarktstrasse,secondary,50,False,False,25.225,"LINESTRING (7.250075 47.1384399, 7.2500481 47.138468, 7.2500213 47.1384961, 7.2500159 47.1385015, 7.2499366 47.1385813, 7.2499108 47.1386101, 7.2498944 47.1386305)",yes,,,
1158666423,,,Rue du Marché-Neuf / Neumarktstrasse,secondary,50,False,True,46.744,"LINESTRING (7.250075 47.1384399, 7.2501434 47.1383701, 7.2504221 47.1380921)",,,,
31678140,,,Rue Centrale / Zentralstrasse,residential,50,False,False,25.824,"LINESTRING (7.2471789 47.1363418, 7.2473775 47.1361529)",,,,
"[330618360, 31678143]",,,Rue Centrale / Zentralstrasse,living_street,20,False,True,62.687999999999995,"LINESTRING (7.2471789 47.1363418, 7.2469323 47.1365857, 7.246917 47.1366011, 7.2467114 47.1368073)",,,,
4445513,2,5;6,Faubourg du Lac / Seevorstadt,primary,50,False,False,95.178,"LINESTRING (7.2401349 47.1383948, 7.2399729 47.1383069, 7.2398109 47.138219, 7.2391597 47.1378539)",,,,
"[733911673, 22924847]","['3', '2']",,Rue de l'Hôpital / Spitalstrasse,residential,50,False,False,96.267,"LINESTRING (7.2401349 47.1383948, 7.2402368 47.13832, 7.2404599 47.1381493, 7.2409887 47.1377528)",,,,
"[504613017, 702142531, 702147059]","['3', '2']",5;6,Faubourg du Lac / Seevorstadt,primary,50,False,True,233.01299999999998,"LINESTRING (7.2401349 47.1383948, 7.2403371 47.1385051, 7.2405456 47.1386188, 7.2410057 47.1388697, 7.2414333 47.1391132, 7.2417791 47.1392914, 7.2419281 47.139365, 7.2421106 47.1394429, 7.2422152 47.1394835, 7.2422968 47.1395151, 7.2424885 47.1395955, 7.2426061 47.1396391)",,,,
27178093,2,,Rue de l'Hôpital / Spitalstrasse,residential,50,False,False,82.286,"LINESTRING (7.241969 47.1369141, 7.2419894 47.1368903, 7.2420351 47.1368374, 7.2424135 47.1364476, 7.2425046 47.1363479, 7.2425569 47.1362916)",,,,
"[733911673, 27178093, 27178094]",2,,Rue de l'Hôpital / Spitalstrasse,residential,50,False,True,119.575,"LINESTRING (7.241969 47.1369141, 7.2416477 47.1372324, 7.2416162 47.1372799, 7.2415794 47.1373102, 7.2415261 47.1373525, 7.241384 47.1374612, 7.2413005 47.1375215, 7.2411762 47.1376137, 7.2410067 47.1377395, 7.2409887 47.1377528)",yes,,,
27178093,2,,Rue de l'Hôpital / Spitalstrasse,residential,50,False,True,82.28600000000002,"LINESTRING (7.2425569 47.1362916, 7.2425046 47.1363479, 7.2424135 47.1364476, 7.2420351 47.1368374, 7.2419894 47.1368903, 7.241969 47.1369141)",,,,
46427146,,,Rue de la Plänke / Plänkestrasse,residential,30,True,False,149.845,"LINESTRING (7.2425569 47.1362916, 7.2426308 47.1363239, 7.2432301 47.1365859, 7.2432975 47.1366154, 7.2437297 47.1368043, 7.2442234 47.1370202)",,,,
24421602,,,Rue du Musée / Museumstrasse,residential,30,False,False,57.804,"LINESTRING (7.2381847 47.1361608, 7.2387816 47.1364854)",,,,
28028693,,,Rue du Viaduc / Viaduktstrasse,residential,30,False,False,32.3,"LINESTRING (7.2381847 47.1361608, 7.2384476 47.1359319)",,,,
28028693,,,Rue du Viaduc / Viaduktstrasse,residential,30,False,True,74.277,"LINESTRING (7.2381847 47.1361608, 7.2375595 47.1366759)",,,,
24421602,,,Rue du Musée / Museumstrasse,residential,30,False,True,89.659,"LINESTRING (7.2409887 47.1377528, 7.2400931 47.1372246)",,,,
"[733911673, 27178093, 27178094]",2,,Rue de l'Hôpital / Spitalstrasse,residential,50,False,False,119.575,"LINESTRING (7.2409887 47.1377528, 7.2410067 47.1377395, 7.2411762 47.1376137, 7.2413005 47.1375215, 7.241384 47.1374612, 7.2415261 47.1373525, 7.2415794 47.1373102, 7.2416162 47.1372799, 7.2416477 47.1372324, 7.241969 47.1369141)",yes,,,
"[733911673, 22924847]","['3', '2']",,Rue de l'Hôpital / Spitalstrasse,residential,50,False,True,96.26700000000001,"LINESTRING (7.2409887 47.1377528, 7.2404599 47.1381493, 7.2402368 47.13832, 7.2401349 47.1383948)",,,,
22880038,,,Rue du Jura / Jurastrasse,tertiary,50,False,True,59.845000000000006,"LINESTRING (7.2504288 47.1404946, 7.2500395 47.1408687, 7.2499745 47.1409352)",,,,
382921427,2,5;6,Faubourg du Lac / Seevorstadt,primary,50,False,True,49.848,"LINESTRING (7.2426061 47.1396391, 7.2427077 47.1396794, 7.2428862 47.1397537, 7.2430932 47.1398367, 7.2431723 47.1398685)",,,,
"[504613017, 702142531, 702147059]","['3', '2']",5;6,Faubourg du Lac / Seevorstadt,primary,50,False,False,233.01300000000003,"LINESTRING (7.2426061 47.1396391, 7.2424885 47.1395955, 7.2422968 47.1395151, 7.2422152 47.1394835, 7.2421106 47.1394429, 7.2419281 47.139365, 7.2417791 47.1392914, 7.2414333 47.1391132, 7.2410057 47.1388697, 7.2405456 47.1386188, 7.2403371 47.1385051, 7.2401349 47.1383948)",,,,
"[1029323378, 1029323379, 22925167]",,,Rue du Rüschli / Rüschlistrasse,residential,30,False,False,114.832,"LINESTRING (7.2426061 47.1396391, 7.2426681 47.1395742, 7.2426944 47.1395467, 7.2427451 47.1394913, 7.2427495 47.1394873, 7.2428788 47.1393541, 7.2429511 47.1392871, 7.2430068 47.1392346, 7.2430864 47.1391598, 7.2431077 47.1391403, 7.2434702 47.1387903)",yes,,,
437765402,,,Rue de la Plänke / Plänkestrasse,residential,30,True,False,65.835,"LINESTRING (7.2449556 47.1373403, 7.2442234 47.1370202)",,,,
46427148,,,Rue de la Plänke / Plänkestrasse,residential,50,False,True,75.797,"LINESTRING (7.2449556 47.1373403, 7.2450067 47.1373626, 7.2451476 47.1374242, 7.245695 47.1376635, 7.2458072 47.1376981)",,,,
46427141,,,Rue du Rüschli / Rüschlistrasse,residential,30,True,False,81.592,"LINESTRING (7.2443276 47.1379369, 7.2449556 47.1373403)",,,,
46427151,,,Rue Neuve / Neuengasse,residential,30,True,False,2.427,"LINESTRING (7.2436528 47.1376358, 7.2436796 47.1376478)",,,,
46427149,,,Rue Neuve / Neuengasse,residential,30,True,False,78.12299999999999,"LINESTRING (7.2436528 47.1376358, 7.2433036 47.1374865, 7.2430905 47.1373954, 7.242831 47.1372846, 7.2427782 47.1372621)",,,,
"[431557100, 23248774, 431557103]",,,Rue Karl-Neuhaus / Karl-Neuhaus-Strasse,residential,30,False,True,24.397,"LINESTRING (7.2449675 47.136205, 7.2449376 47.136239, 7.244849 47.1363396, 7.2448358 47.1363546, 7.2448017 47.1363932)",yes,,,
22925170,,,Rue Karl-Neuhaus / Karl-Neuhaus-Strasse,residential,30,True,False,28.114,"LINESTRING (7.2448017 47.1363932, 7.2446107 47.1366101)",,,,
46427155,,,Quai du Bas / Unterer Quai,residential,30,True,False,70.345,"LINESTRING (7.2448017 47.1363932, 7.2455971 47.136721)",,,,
"[431557100, 23248774, 431557103]",,,Rue Karl-Neuhaus / Karl-Neuhaus-Strasse,residential,30,False,False,24.397,"LINESTRING (7.2448017 47.1363932, 7.2448358 47.1363546, 7.244849 47.1363396, 7.2449376 47.136239, 7.2449675 47.136205)",yes,,,
22925176,,,Place Centrale / Zentralplatz,living_street,20,False,True,26.977,"LINESTRING (7.2469569 47.1369951, 7.2468074 47.1369238, 7.2466592 47.1368617)",,,,
330618359,,,Quai du Haut / Oberer Quai,unclassified,50,True,False,151.356,"LINESTRING (7.2469569 47.1369951, 7.2470678 47.1370464, 7.2472284 47.1371211, 7.2473196 47.1371635, 7.2474067 47.137204, 7.2485311 47.137725, 7.2486099 47.1377622)",,,,
"[1152544531, 23085313, 1152544530, 1063999371]",,,Place Centrale / Zentralplatz,living_street,20,False,False,26.801999999999996,"LINESTRING (7.2469569 47.1369951, 7.2469135 47.1370345, 7.2469072 47.1370431, 7.2467976 47.1371446, 7.2467894 47.1371519, 7.246749 47.1371901)",yes,,,
"[434336464, 1151213650, 28637347, 1151213651]",,,Rue des Jardins / Gartenstrasse,residential,50,False,False,27.409,"LINESTRING (7.2486099 47.1377622, 7.2486083 47.1378146, 7.2486042 47.1378195, 7.248505 47.1379389, 7.2484675 47.1379834)",yes,,,
160376368,,,Quai du Haut / Oberer Quai,unclassified,,True,False,134.01299999999998,"LINESTRING (7.2486099 47.1377622, 7.2494724 47.1381611, 7.249973 47.1383928, 7.250075 47.1384399)",,,,
171655274,,,Rue des Jardins / Gartenstrasse,living_street,20,False,True,70.07,"LINESTRING (7.2486099 47.1377622, 7.2486096 47.1377231, 7.2491079 47.1372389)",,,,
34890074,2,,Rue du Marché-Neuf / Neumarktstrasse,secondary,50,False,True,69.358,"LINESTRING (7.2488346 47.1397218, 7.249345 47.1392036)",,,,
"[23085320, 769437898, 769437899]",2,,Rue Ernst-Schüler / Ernst-Schüler-Strasse,residential,50,True,False,127.258,"LINESTRING (7.2488346 47.1397218, 7.248741 47.1396756, 7.2480251 47.1393359, 7.2479504 47.1393004, 7.2477956 47.139227, 7.2476369 47.1391517, 7.2474501 47.1390718)",,,,
34890074,2,,Rue du Marché-Neuf / Neumarktstrasse,secondary,50,False,False,64.327,"LINESTRING (7.2488346 47.1397218, 7.2487375 47.1398206, 7.2484694 47.1401073, 7.2484446 47.1401336, 7.2483907 47.1402143)",,,,
"[31693736, 31693735]",,,"['Rue du Général-Dufour / General-Dufour-Strasse', 'Rue des Jardins / Gartenstrasse']",residential,50,True,False,129.49900000000002,"LINESTRING (7.2474501 47.1390718, 7.247289 47.1392174, 7.2469761 47.1395582, 7.2476762 47.1398903)",,,,
478355852,,,Rue Ernst-Schüler / Ernst-Schüler-Strasse,residential,,False,True,21.505,"LINESTRING (7.2474501 47.1390718, 7.2472853 47.1390015, 7.2472089 47.1389694)",,,,
"[23085317, 23085318]",,,"['Rue Ernst-Schüler / Ernst-Schüler-Strasse', 'Rue du Manège / Reitschulstrasse']",residential,,True,False,163.949,"LINESTRING (7.2488415 47.1404161, 7.2489086 47.140354, 7.249224 47.1400383, 7.2492841 47.139972, 7.249908 47.1402556, 7.2500412 47.1403152, 7.2504288 47.1404946)",,,,
31678136,,,Rue du Manège / Reitschulstrasse,residential,,False,False,62.017,"LINESTRING (7.2488415 47.1404161, 7.2487797 47.1404732, 7.2483773 47.1408758)",,,,
1180444721,,,Rue du Général-Dufour / General-Dufour-Strasse,tertiary,50,False,False,40.818,"LINESTRING (7.2488415 47.1404161, 7.2485205 47.1402728, 7.2483907 47.1402143)",,,,
"[1180444720, 1180444721, 1180444719]",2,,Rue du Général-Dufour / General-Dufour-Strasse,tertiary,50,False,True,103.322,"LINESTRING (7.2488415 47.1404161, 7.2489598 47.1404691, 7.2498809 47.1408922, 7.2499745 47.1409352)",,,,
22925170,,,Rue Karl-Neuhaus / Karl-Neuhaus-Strasse,residential,30,True,False,80.922,"LINESTRING (7.2442234 47.1370202, 7.2436528 47.1376358)",,,,
23248824,,,Place Centrale / Zentralplatz,living_street,20,False,True,26.564,"LINESTRING (7.2464559 47.1370585, 7.246749 47.1371901)",,,,
"[330618355, 22925174]",,,Quai du Bas / Unterer Quai,"['living_street', 'residential']","['20', '30']",True,False,75.037,"LINESTRING (7.2464559 47.1370585, 7.2461401 47.1369265, 7.2455971 47.136721)",,,,
"[184723265, 1152544533, 23238796, 1152544532]",,,Rue Centrale / Zentralstrasse,living_street,20,False,False,26.746000000000002,"LINESTRING (7.2464559 47.1370585, 7.2464889 47.1370266, 7.2465009 47.1370151, 7.2466065 47.1369124, 7.2466592 47.1368617)",yes,,,
46427160,,,Rue du Rüschli / Rüschlistrasse,residential,30,True,False,29.445,"LINESTRING (7.2455971 47.136721, 7.2453719 47.136937)",,,,
"[1239682738, 23085315, 1239682739]",,,Rue Bubenberg / Bubenberg-Strasse,residential,,False,True,110.40400000000001,"LINESTRING (7.2504494 47.1434495, 7.2503495 47.1435458, 7.2499937 47.143894, 7.249892 47.1439957, 7.2498543 47.1440363, 7.2496243 47.1442685)",yes,,,
"[1104176352, 1104176353, 1104176351]",2,5,Rue Georg-Friedrich-Heilmann / Georg-Friedrich-Heilmann-Strasse,primary,50,False,False,140.923,"LINESTRING (7.2504494 47.1434495, 7.2503184 47.1433464, 7.2502573 47.1433042, 7.250233 47.1432875, 7.2501137 47.1432053, 7.2500055 47.1431307, 7.2492745 47.1426251, 7.2491396 47.1425494)",,,,
159144850,,6,Faubourg du Jura / Juravorstadt,primary,50,False,True,81.82000000000001,"LINESTRING (7.2496243 47.1442685, 7.2494985 47.1442049, 7.2490634 47.1439722, 7.2489842 47.1439297, 7.248907 47.1438739, 7.2488599 47.1438202, 7.2488355 47.1437784)",,,,
"[23085315, 1239682738, 1239682739]",,,Rue Bubenberg / Bubenberg-Strasse,residential,,False,False,110.40400000000001,"LINESTRING (7.2496243 47.1442685, 7.2498543 47.1440363, 7.249892 47.1439957, 7.2499937 47.143894, 7.2503495 47.1435458, 7.2504494 47.1434495)",yes,,,
"[614970376, 160379439]",3,5;6,Pont-du-Moulin / Mühlebrücke,primary,50,False,False,45.617999999999995,"LINESTRING (7.2446222 47.1402999, 7.2445351 47.1402784, 7.2444212 47.1402449, 7.2442868 47.1401982, 7.2440741 47.1401295)",,,,
"[702147894, 702147895]",2,5;6,Pont-du-Moulin / Mühlebrücke,primary,50,False,True,19.27,"LINESTRING (7.2446222 47.1402999, 7.2447921 47.1403294, 7.2448695 47.1403415)",,,,
"[754031913, 884338146, 1084493817]",2,,Rue Jakob-Rosius / Jakob-Rosius-Strasse,residential,50,False,True,116.369,"LINESTRING (7.2446222 47.1402999, 7.2445853 47.1404172, 7.24456 47.1405641, 7.2445464 47.1407717, 7.2445381 47.1408974, 7.2445377 47.1409174, 7.2445766 47.1410025, 7.2445789 47.141075, 7.2445759 47.1411559, 7.2445616 47.1412428, 7.2445589 47.141271, 7.2445632 47.1413009, 7.2445791 47.141336)",,,,
"[434336464, 1151213650, 1151213651, 28637347]",,,Rue des Jardins / Gartenstrasse,residential,50,False,True,27.409,"LINESTRING (7.2484675 47.1379834, 7.248505 47.1379389, 7.2486042 47.1378195, 7.2486083 47.1378146, 7.2486099 47.1377622)",yes,,,
34890074,2,,Rue du Marché-Neuf / Neumarktstrasse,secondary,50,False,False,69.358,"LINESTRING (7.249345 47.1392036, 7.2488346 47.1397218)",,,,
431532098,,,Rue du Marché-Neuf / Neumarktstrasse,secondary,50,False,True,13.789,"LINESTRING (7.249345 47.1392036, 7.2494179 47.13913, 7.2494449 47.1390999)",,,,
4445513,2,5;6,Faubourg du Lac / Seevorstadt,primary,50,False,False,59.196,"LINESTRING (7.2391597 47.1378539, 7.2389208 47.1377192, 7.2385451 47.1375245)",,,,
4445513,2,5;6,Faubourg du Lac / Seevorstadt,primary,50,False,True,95.178,"LINESTRING (7.2391597 47.1378539, 7.2398109 47.138219, 7.2399729 47.1383069, 7.2401349 47.1383948)",,,,
27177942,,,Chemin de la Société / Gesellschaftsweg,residential,30,False,False,98.44800000000001,"LINESTRING (7.2391597 47.1378539, 7.2392595 47.1377734, 7.2396635 47.1374445, 7.2399948 47.1371748)",,,,
24421602,,,Rue du Musée / Museumstrasse,residential,30,False,False,9.271,"LINESTRING (7.2399948 47.1371748, 7.2400931 47.1372246)",,,,
24421602,,,Rue du Musée / Museumstrasse,residential,30,False,True,59.067,"LINESTRING (7.2399948 47.1371748, 7.2393896 47.1368391)",,,,
27177942,,,Chemin de la Société / Gesellschaftsweg,residential,30,False,True,98.44800000000001,"LINESTRING (7.2399948 47.1371748, 7.2396635 47.1374445, 7.2392595 47.1377734, 7.2391597 47.1378539)",,,,
24421602,,,Rue du Musée / Museumstrasse,residential,30,False,False,59.067,"LINESTRING (7.2393896 47.1368391, 7.2399948 47.1371748)",,,,
24421602,,,Rue du Musée / Museumstrasse,residential,30,False,True,60.513,"LINESTRING (7.2393896 47.1368391, 7.2387816 47.1364854)",,,,
685092041,,,Rue de l'Elfenau / Elfenaustrasse,residential,30,False,True,70.672,"LINESTRING (7.2393896 47.1368391, 7.2399841 47.1363488)",,,,
685092041,,,Rue de l'Elfenau / Elfenaustrasse,residential,30,False,False,99.452,"LINESTRING (7.2393896 47.1368391, 7.2390651 47.1371025, 7.2387891 47.1373265, 7.2386637 47.1374334, 7.2385451 47.1375245)",,,,
"[614864576, 27799324]",,,Rue Karl-Neuhaus / Karl-Neuhaus-Strasse,residential,30,False,True,114.393,"LINESTRING (7.2425877 47.138337, 7.2426999 47.1382974, 7.242824 47.138244, 7.2428883 47.1382164, 7.2429584 47.1381824, 7.2430375 47.1381395, 7.2431127 47.1380911, 7.2431967 47.1380346, 7.2432559 47.1379934, 7.2432914 47.1379756, 7.243329 47.1379551, 7.2433739 47.1379251, 7.2434194 47.1378978, 7.2434658 47.1378717, 7.2434841 47.1378595, 7.243499 47.1378473, 7.2436796 47.1376478)",,,,
4445512,,,Rue Centrale / Zentralstrasse,residential,50,False,False,56.334,"LINESTRING (7.2443047 47.1391583, 7.2443463 47.1391163, 7.244669 47.1387907, 7.244721 47.1387382)",,,,
4445512,,,Rue Centrale / Zentralstrasse,residential,50,False,True,93.475,"LINESTRING (7.2443047 47.1391583, 7.2439066 47.139545, 7.2436803 47.1397645, 7.2436173 47.1398283, 7.2435982 47.139848)",,,,
27799515,,,Rue de l'Union / Unionsgasse,residential,30,True,False,75.224,"LINESTRING (7.2443047 47.1391583, 7.2439895 47.1390178, 7.2434702 47.1387903)",,,,
46427141,,,Rue du Rüschli / Rüschlistrasse,residential,30,True,False,58.107,"LINESTRING (7.2434702 47.1387903, 7.2438858 47.1383508)",,,,
"[1029323378, 1029323379, 22925167]",,,Rue du Rüschli / Rüschlistrasse,residential,30,False,True,114.832,"LINESTRING (7.2434702 47.1387903, 7.2431077 47.1391403, 7.2430864 47.1391598, 7.2430068 47.1392346, 7.2429511 47.1392871, 7.2428788 47.1393541, 7.2427495 47.1394873, 7.2427451 47.1394913, 7.2426944 47.1395467, 7.2426681 47.1395742, 7.2426061 47.1396391)",yes,,,
