osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,junction,bridge
237694415,1,Alpenstrasse,residential,30,False,True,104.218,"LINESTRING (7.8645778 46.685154, 7.8645494 46.6851508, 7.8644508 46.6851396, 7.8643397 46.685127, 7.8642154 46.6851058, 7.8639391 46.6850556, 7.8638204 46.685032, 7.8637164 46.6850112, 7.8636669 46.6850014, 7.8632542 46.6849247)",,,,
8066085,2,Wychelstrasse,primary,50,False,True,129.071,"LINESTRING (7.8620844 46.6815191, 7.8620337 46.6815124, 7.8619761 46.6814968, 7.8617464 46.6814451, 7.8612678 46.6813926, 7.8610349 46.6813655, 7.8607369 46.6813466, 7.8605808 46.6813385, 7.860422 46.6813256)",6;11,,,
8066093,2,Hauptstrasse,primary,50,False,False,47.089,"LINESTRING (7.8620844 46.6815191, 7.8620833 46.6816156, 7.8620272 46.6819403)",6;11,,,
33683396,2,Hauptstrasse,secondary,50,False,False,43.202,"LINESTRING (7.8620844 46.6815191, 7.8621365 46.6815253, 7.8621757 46.681524, 7.8622198 46.6815127, 7.8622817 46.6815007, 7.8623716 46.6814817, 7.8624636 46.6814679, 7.8626358 46.6814483)",221,,,
4695522,1,Pfarrweg,residential,50,False,True,194.79,"LINESTRING (7.8588036 46.6810527, 7.8585095 46.6815521, 7.8584849 46.6815882, 7.8584667 46.6816044, 7.8584446 46.6816153, 7.8584159 46.6816235, 7.8583493 46.6816283, 7.8582812 46.6816168, 7.8573551 46.6813584, 7.8572503 46.6813228, 7.8570406 46.6812471, 7.8570039 46.6812401, 7.8569108 46.6812364)",,6,,
8066085,2,Wychelstrasse,primary,50,False,False,80.047,"LINESTRING (7.8588036 46.6810527, 7.8593562 46.6811811, 7.8595709 46.6812216, 7.8598073 46.6812608)",6;11,,,
4695522,1,Pfarrweg,residential,50,False,False,194.79,"LINESTRING (7.8569108 46.6812364, 7.8570039 46.6812401, 7.8570406 46.6812471, 7.8572503 46.6813228, 7.8573551 46.6813584, 7.8582812 46.6816168, 7.8583493 46.6816283, 7.8584159 46.6816235, 7.8584446 46.6816153, 7.8584667 46.6816044, 7.8584849 46.6815882, 7.8585095 46.6815521, 7.8588036 46.6810527)",,6,,
263981630,2,Waldeggstrasse,tertiary,50,False,True,128.552,"LINESTRING (7.8569108 46.6812364, 7.856974 46.6817592, 7.8569775 46.6817843, 7.8569843 46.6818248, 7.8569948 46.6819038, 7.8570126 46.682003, 7.8570198 46.6820328, 7.8570289 46.6820643, 7.8570701 46.6821943, 7.8571436 46.6823784)",,,,
183441890,1,Marktgasse,residential,30,False,True,0.859,"LINESTRING (7.8530187 46.6860546, 7.8530258 46.6860486)",,,,
24849740,1,Aareckstrasse,residential,30,True,False,21.483999999999998,"LINESTRING (7.8530187 46.6860546, 7.8528934 46.6859598, 7.8528427 46.6859046)",,2.40,,
183441886,1,Marktgasse,residential,30,False,False,46.486999999999995,"LINESTRING (7.8530187 46.6860546, 7.8529842 46.6860841, 7.8528787 46.686173, 7.8528317 46.686209, 7.8527358 46.6862824, 7.8526513 46.6863457, 7.8526162 46.6863681)",,,,
174319616,,Harderstrasse,residential,30,False,False,158.98899999999998,"LINESTRING (7.8557444 46.6879746, 7.8557097 46.6879839, 7.8556358 46.6879864, 7.855609 46.6879838, 7.855588 46.6879767, 7.8555407 46.6879454, 7.8555118 46.6879158, 7.8554899 46.6878844, 7.855391 46.6877149, 7.8553396 46.6876268, 7.8552191 46.6874311, 7.8551886 46.6873673, 7.8551778 46.6873278, 7.8551735 46.6872846, 7.8551889 46.6871704, 7.8552403 46.6867887, 7.8552517 46.6867338, 7.8552548 46.6867247)",,,,
208956914,1,Viktoriastrasse,residential,30,False,False,113.105,"LINESTRING (7.8557444 46.6879746, 7.8557768 46.6879616, 7.8558217 46.6879336, 7.8558608 46.6879154, 7.8563586 46.6877166, 7.8564512 46.6876848, 7.8564798 46.6876721, 7.8564893 46.6876658, 7.8565071 46.687654, 7.8565201 46.6876386, 7.8565278 46.6876188, 7.8565318 46.6874641, 7.8565468 46.6873696, 7.8565544 46.687256)",,,,
"[24849741, 263981629]",1,Viktoriastrasse,residential,30,False,True,85.783,"LINESTRING (7.8557444 46.6879746, 7.8557571 46.6880336, 7.8557445 46.6882622, 7.8557465 46.6882843, 7.8557474 46.6882945, 7.8557606 46.6883161, 7.8557869 46.6883304, 7.8558235 46.6883374, 7.8558083 46.688566, 7.8558036 46.6885867, 7.8557982 46.688611, 7.8557828 46.6886524, 7.8557752 46.6886633, 7.855744 46.6887074)",,,,
"[247834322, 8066118]",1,Strandbadstrasse,residential,30,False,False,296.21999999999997,"LINESTRING (7.8598441 46.6873329, 7.8598105 46.6873841, 7.859399 46.6880275, 7.8593927 46.6880608, 7.8593995 46.6880868, 7.8594153 46.6881093, 7.8594324 46.6881236, 7.859671 46.6882064, 7.8597012 46.6882225, 7.8597114 46.6882311, 7.8597288 46.6882458, 7.8597355 46.6882691, 7.8597344 46.6882925, 7.8597255 46.6883222, 7.8596695 46.6884296, 7.8596559 46.6884556, 7.8596415 46.6884786, 7.8596337 46.6884904, 7.8593652 46.6888912, 7.8593109 46.6889522, 7.8593082 46.6889553, 7.8592847 46.6889679, 7.8592587 46.6889761, 7.8592169 46.6889808, 7.8591763 46.6889791, 7.8591022 46.6889645, 7.8589158 46.6889279, 7.858874 46.6889281, 7.8588361 46.6889363, 7.8588023 46.6889571, 7.8587828 46.6889779, 7.8586324 46.6892026, 7.8585819 46.6892782, 7.8585599 46.6893025, 7.8585364 46.689317, 7.858519 46.6893228)",,,,
"[247834316, 183441884, 247834315]",3,"['Höheweg', 'Harderstrasse']",residential,30,False,"[False, True]",427.9159999999999,"LINESTRING (7.8598441 46.6873329, 7.8595402 46.6872104, 7.8594604 46.6871781, 7.8593219 46.68712, 7.8590105 46.6869881, 7.8585632 46.6867892, 7.8585228 46.6867707, 7.8580817 46.686566, 7.8578703 46.6864631, 7.857563 46.6863101, 7.8569788 46.6860168, 7.8567826 46.6859189, 7.8567131 46.6858842, 7.8566442 46.6858497, 7.8564585 46.685757, 7.8561973 46.6856285, 7.8559708 46.6858527, 7.8559668 46.6858574, 7.8557291 46.6860934, 7.8557111 46.68611, 7.855524 46.6862821, 7.8555103 46.6862985)",,8,,
877913801,3,Höheweg,residential,30,False,True,179.883,"LINESTRING (7.8598441 46.6873329, 7.8599023 46.6873563, 7.8601604 46.6874577, 7.8601752 46.6874632, 7.8608043 46.68771, 7.8617472 46.6880791, 7.8617742 46.6880938, 7.8617866 46.6881023, 7.8618313 46.6881408, 7.8618543 46.6881653)",,8,,
"[189085652, 24849743]",1,Höheweg,residential,30,False,False,200.16100000000006,"LINESTRING (7.8618543 46.6881653, 7.8619423 46.6882581, 7.8619636 46.6882732, 7.861989 46.6882854, 7.8620605 46.6883096, 7.8625398 46.6884679, 7.8631187 46.68866, 7.8631336 46.6886652, 7.8634074 46.6887561, 7.86347 46.6887781, 7.8635421 46.688803, 7.8637202 46.6888642, 7.8638807 46.6889197, 7.8639698 46.6889501, 7.8641454 46.6890098)",,,,
189085653,1,Klosterstrasse,residential,30,False,True,42.67,"LINESTRING (7.8618543 46.6881653, 7.8619488 46.6881188, 7.8620034 46.6880826, 7.8621394 46.6879873, 7.8621685 46.6879669, 7.8622023 46.6879379, 7.8622402 46.6878919)",,,,
