osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,ref,access
39447263,2,Neue Bahnhofstrasse,tertiary,60,False,False,50.605000000000004,"LINESTRING (7.6473617 47.5291707, 7.647472 47.5289505, 7.6475777 47.5287396)",,,
334188243,,Prattelerstrasse,primary,50,True,False,19.172,"LINESTRING (7.6478024 47.5280834, 7.6477523 47.5280769, 7.6477068 47.5280612, 7.6476698 47.5280374, 7.6476442 47.5280076, 7.6476319 47.5279741)",roundabout,,
834815840,2,Neue Bahnhofstrasse,tertiary,60,False,True,75.193,"LINESTRING (7.6478024 47.5280834, 7.6478006 47.5281223, 7.6477982 47.5281744, 7.6477281 47.5284091, 7.6475777 47.5287396)",,,
24798744,2,Hauptstrasse,tertiary,50,False,True,63.754000000000005,"LINESTRING (7.6478335 47.5278416, 7.6478362 47.5278032, 7.6478399 47.5277503, 7.6478319 47.5276808, 7.6477578 47.527492, 7.6476666 47.527284)",,,
334188243,,Prattelerstrasse,primary,50,True,False,19.616,"LINESTRING (7.6478335 47.5278416, 7.6478838 47.5278511, 7.647928 47.52787, 7.6479623 47.5278966, 7.6479838 47.5279287, 7.6479908 47.5279637)",roundabout,,
43245592,2,Prattelerstrasse,primary,50,False,False,334.32800000000003,"LINESTRING (7.6479908 47.5279637, 7.6480447 47.5279695, 7.6481297 47.5279787, 7.6482704 47.5279937, 7.6484076 47.5280116, 7.6488372 47.5280811, 7.6491842 47.5280837, 7.6494962 47.5280543, 7.6498596 47.5280055, 7.6500909 47.5279586, 7.6502006 47.5279363, 7.6506674 47.5278063, 7.6507142 47.5277921, 7.6510343 47.5276949, 7.6511826 47.5276499, 7.6518385 47.5274791, 7.652238 47.5273777)",,2;12,
334188243,,Prattelerstrasse,primary,50,True,False,21.586,"LINESTRING (7.6479908 47.5279637, 7.6479808 47.5280019, 7.6479536 47.5280361, 7.6479117 47.5280627, 7.6478595 47.5280791, 7.6478024 47.5280834)",roundabout,,
62452628,,Prattelerstrasse,primary,60,True,False,17.112000000000002,"LINESTRING (7.652518 47.5273403, 7.6525244 47.5273708, 7.6525163 47.5274011, 7.6524945 47.5274281, 7.6524613 47.5274492, 7.65242 47.5274622)",roundabout,,
27244406,,Eptingerstrasse,residential,,False,False,107.46300000000001,"LINESTRING (7.65256 47.5279009, 7.6527623 47.5278685, 7.6539202 47.527683, 7.6539526 47.5276778)",,,
27616299,,Eptingerstrasse,residential,,False,False,121.007,"LINESTRING (7.65256 47.5279009, 7.6523837 47.5279442, 7.6510452 47.5282725)",,,
27618619,,Frohburgerstrasse,residential,,False,False,49.900999999999996,"LINESTRING (7.65256 47.5279009, 7.6525187 47.5277714, 7.65242 47.5274622)",,,
27616299,,Eptingerstrasse,residential,,False,False,86.354,"LINESTRING (7.6510452 47.5282725, 7.6499452 47.5284993)",,,
27616289,,Bizenenstrasse,residential,,False,False,147.542,"LINESTRING (7.6510452 47.5282725, 7.6512505 47.5286713, 7.6517763 47.5295034)",,,
