osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,name,bridge,access,width
25831820,secondary,50,roundabout,True,False,29.270999999999997,"LINESTRING (8.2522804 46.8975093, 8.25229 46.8975415, 8.2522838 46.8975741, 8.2522622 46.8976035, 8.2522276 46.8976264, 8.2521841 46.8976404, 8.2521361 46.8976438, 8.2520893 46.8976363, 8.2520485 46.8976186)",,,,,,
25831820,secondary,50,roundabout,True,False,39.546,"LINESTRING (8.2520485 46.8976186, 8.2520182 46.8975923, 8.2520024 46.8975606, 8.2520029 46.8975271, 8.2520199 46.8974956, 8.2520512 46.8974698, 8.2520903 46.8974535, 8.252135 46.8974463, 8.2521806 46.8974491, 8.2522229 46.8974614, 8.2522572 46.8974822, 8.2522804 46.8975093)",,,,,,
25831822,secondary,50,,False,False,109.19099999999999,"LINESTRING (8.2520485 46.8976186, 8.25193 46.8977129, 8.2518758 46.8977498, 8.251802 46.8977876, 8.2516652 46.8978479, 8.2512042 46.8980305, 8.2508512 46.8981451)",2,377,Nordstrasse,,,
25831821,secondary,50,roundabout,True,False,17.17,"LINESTRING (8.2508512 46.8981451, 8.250864 46.8981747, 8.2508631 46.8982056, 8.2508486 46.8982349, 8.250822 46.8982598, 8.2507856 46.8982781)",,,,,,
25831822,secondary,50,,False,True,109.19099999999999,"LINESTRING (8.2508512 46.8981451, 8.2512042 46.8980305, 8.2516652 46.8978479, 8.251802 46.8977876, 8.2518758 46.8977498, 8.25193 46.8977129, 8.2520485 46.8976186)",2,377,Nordstrasse,,,
25831828,primary,50,roundabout,True,False,18.642000000000003,"LINESTRING (8.2461974 46.8987134, 8.2462071 46.8986806, 8.2462323 46.8986518, 8.2462701 46.8986304, 8.2463162 46.8986189, 8.2463653 46.8986186)",1,,Ey-Kreisel,,,
"[45341394, 41384004, 122297278]",secondary,50,,False,True,103.87,"LINESTRING (8.2461974 46.8987134, 8.2460612 46.8987108, 8.2458506 46.8987067, 8.2455142 46.8987001, 8.2452304 46.8986887, 8.2450842 46.8986846, 8.24497 46.898673, 8.2448348 46.8986557)",2,375,Schwanderstrasse,yes,,
25831828,primary,50,roundabout,True,False,18.028,"LINESTRING (8.2463488 46.8988151, 8.2463017 46.8988113, 8.2462589 46.8987973, 8.2462251 46.8987745, 8.2462038 46.8987456, 8.2461974 46.8987134)",1,,Ey-Kreisel,,,
26472383,primary,50,,False,False,32.807,"LINESTRING (8.2463488 46.8988151, 8.2463801 46.8990784, 8.2463832 46.8991092)",2,4,Brünigstrasse,,,
25831828,primary,50,roundabout,True,False,15.567,"LINESTRING (8.2464862 46.8987267, 8.2464761 46.8987538, 8.2464554 46.898778, 8.2464256 46.8987972, 8.246389 46.8988099, 8.2463488 46.8988151)",1,,Ey-Kreisel,,,
"[25831836, 25831837, 25831829]",secondary,50,,False,True,318.526,"LINESTRING (8.2464862 46.8987267, 8.2466182 46.8987324, 8.2467764 46.8987354, 8.246847 46.8987367, 8.2470688 46.8987368, 8.2473722 46.8987302, 8.2475954 46.8987234, 8.2477847 46.8987127, 8.2479314 46.8986994, 8.2480804 46.8986854, 8.2482184 46.8986728, 8.2486014 46.8986292, 8.2488856 46.8985895, 8.249149 46.8985473, 8.2493463 46.8985116, 8.2496062 46.8984604, 8.2499553 46.8983825, 8.250578 46.8982248)",2,377,Nordstrasse,,,
25831828,primary,50,roundabout,True,False,16.61,"LINESTRING (8.2463653 46.8986186, 8.2464069 46.8986278, 8.2464426 46.898645, 8.2464691 46.8986688, 8.2464841 46.8986968, 8.2464862 46.8987267)",1,,Ey-Kreisel,,,
25831833,primary,50,,False,False,72.045,"LINESTRING (8.2463653 46.8986186, 8.2463677 46.8985231, 8.2463963 46.8982751, 8.2464311 46.8979724)",2,4,Brünigstrasse,,,
25831833,primary,50,,False,False,3.91,"LINESTRING (8.2464672 46.8976917, 8.2464721 46.8976567)",2,4,Brünigstrasse,,,
25831833,primary,50,,False,True,31.333,"LINESTRING (8.2464672 46.8976917, 8.246442 46.8978782, 8.2464311 46.8979724)",2,4,Brünigstrasse,,,
30649422,residential,,,False,True,34.061,"LINESTRING (8.2464672 46.8976917, 8.2465093 46.8976934, 8.2469134 46.8976658)",,,Museumstrasse,,,
30783980,residential,,,False,True,96.455,"LINESTRING (8.2463212 46.8969911, 8.2460217 46.8970875, 8.2459539 46.8971327, 8.2459451 46.8971942, 8.2458994 46.8975489, 8.2458642 46.8977057)",,,Batzenhofstrasse,,,
261585652,primary,50,,False,False,67.486,"LINESTRING (8.2463212 46.8969911, 8.2461384 46.8967131, 8.2459382 46.8964437)",2,4,Brünigstrasse,,,
261585652,primary,50,,False,True,33.555,"LINESTRING (8.2463212 46.8969911, 8.2464565 46.8971946, 8.2464688 46.8972724)",2,4,Brünigstrasse,,,
25831838,residential,,,True,False,223.16400000000002,"LINESTRING (8.2446015 46.8926056, 8.2446865 46.8925955, 8.2457127 46.8924614, 8.2471765 46.8923537, 8.2471968 46.8923541, 8.2472184 46.8923575, 8.2472367 46.8923643, 8.2472502 46.8923734, 8.247259 46.8923836, 8.2472649 46.8923995, 8.2472754 46.8924721, 8.247289 46.8924904, 8.2473208 46.8925144, 8.2473385 46.8925272)",,,Kapuzinerweg,,destination,
"[852229050, 136647450, 906632556]",tertiary,50,,False,False,94.719,"LINESTRING (8.2446015 46.8926056, 8.2445311 46.8926111, 8.2443039 46.8926286, 8.2442186 46.8926353, 8.2441501 46.8926426, 8.2439657 46.8926622, 8.2438416 46.8926758, 8.2433681 46.8927276)","['2', '3']",376,Rütistrasse,,,
"[1098253600, 137675019]",primary,80,,False,True,256.413,"LINESTRING (8.2446015 46.8926056, 8.2446281 46.8927682, 8.2446725 46.8929415, 8.2447477 46.893158, 8.2449063 46.8936107, 8.2451718 46.8943259, 8.245189 46.8943733, 8.2453626 46.8948505)",2,4,Brünigstrasse,,,
30731504,tertiary,50,,False,True,111.996,"LINESTRING (8.2399768 46.8928132, 8.2412012 46.8927, 8.2414388 46.8926873)",2,376,Rütistrasse,,,
30649420,residential,50,,False,True,78.529,"LINESTRING (8.2463832 46.8991092, 8.2474166 46.8991224)",,,Aecherlistrasse,,,
26472383,primary,50,,False,True,32.807,"LINESTRING (8.2463832 46.8991092, 8.2463801 46.8990784, 8.2463488 46.8988151)",2,4,Brünigstrasse,,,
30628522,tertiary,50,,False,False,58.101,"LINESTRING (8.2453626 46.8948505, 8.2455007 46.8948395, 8.2461242 46.8948044)",,,Bahnhofstrasse,,,
30672934,primary,50,,False,True,42.384,"LINESTRING (8.2453626 46.8948505, 8.2454747 46.8951307, 8.2455079 46.8952185)",2,4,Brünigstrasse,,,
"[1098253600, 137675019]",primary,80,,False,False,256.413,"LINESTRING (8.2453626 46.8948505, 8.245189 46.8943733, 8.2451718 46.8943259, 8.2449063 46.8936107, 8.2447477 46.893158, 8.2446725 46.8929415, 8.2446281 46.8927682, 8.2446015 46.8926056)",2,4,Brünigstrasse,,,
317297759,tertiary,50,,False,False,13.926,"LINESTRING (8.2461242 46.8948044, 8.2463063 46.8947902)",,,Bahnhofstrasse,,,
30628522,tertiary,50,,False,True,58.101,"LINESTRING (8.2461242 46.8948044, 8.2455007 46.8948395, 8.2453626 46.8948505)",,,Bahnhofstrasse,,,
30628523,residential,,,False,False,50.402,"LINESTRING (8.2461242 46.8948044, 8.2461318 46.8948459, 8.2461241 46.8948961, 8.2461063 46.8949393, 8.2460003 46.895068, 8.245969 46.8951261, 8.2459335 46.8952298)",,,Grossgasse,,,
261585649,tertiary,50,,False,True,68.352,"LINESTRING (8.2472476 46.8947447, 8.2472687 46.8950372, 8.2472769 46.895359)",2,,Bahnhofplatz,,,
317297759,tertiary,50,,False,True,71.705,"LINESTRING (8.2472476 46.8947447, 8.2471095 46.8947507, 8.2464465 46.8947818, 8.2463063 46.8947902)",,,Bahnhofstrasse,,,
"[900433356, 900433357, 900433358, 900433359, 319876729]",tertiary,50,,False,False,80.822,"LINESTRING (8.2472476 46.8947447, 8.2472069 46.8943167, 8.2471979 46.8942306, 8.2471889 46.8941445, 8.24718 46.8940584, 8.2471761 46.8940195)",,,,,,
30628523,residential,,,False,False,51.94800000000001,"LINESTRING (8.2459335 46.8952298, 8.2458378 46.895489, 8.2457776 46.8956085, 8.245734 46.8956323, 8.2456867 46.8956466)",,,Grossgasse,,,
30628523,residential,,,False,True,50.402,"LINESTRING (8.2459335 46.8952298, 8.245969 46.8951261, 8.2460003 46.895068, 8.2461063 46.8949393, 8.2461241 46.8948961, 8.2461318 46.8948459, 8.2461242 46.8948044)",,,Grossgasse,,,
30672935,residential,,,True,False,81.791,"LINESTRING (8.2459335 46.8952298, 8.2460053 46.8952518, 8.2467369 46.8956497, 8.2467707 46.8956858)",,,Hofstrasse,,,2
30628523,residential,,,False,True,51.948,"LINESTRING (8.2456867 46.8956466, 8.245734 46.8956323, 8.2457776 46.8956085, 8.2458378 46.895489, 8.2459335 46.8952298)",,,Grossgasse,,,
33901198,primary,50,,False,True,30.662,"LINESTRING (8.2456867 46.8956466, 8.2456935 46.8957376, 8.245686 46.8958549, 8.2456879 46.8959221)",2,4,Brünigstrasse,,,
"[317297762, 30672934]",primary,50,,False,False,49.509,"LINESTRING (8.2456867 46.8956466, 8.2456623 46.8955902, 8.2455958 46.8954414, 8.2455642 46.8953592, 8.2455079 46.8952185)",2,4,Brünigstrasse,,,
"[261578752, 319876732]",tertiary,50,,False,False,168.40699999999998,"LINESTRING (8.2471761 46.8940195, 8.2471624 46.893845, 8.2471917 46.8937473, 8.2472803 46.8934987, 8.2472879 46.8934181, 8.247263 46.8929974, 8.2472525 46.8928243, 8.2472505 46.8927689, 8.2472523 46.8926969, 8.24726 46.8926568, 8.2472737 46.8926174, 8.247294 46.892581, 8.2473258 46.892542, 8.2473385 46.8925272)",,,,,,
"[900433356, 900433357, 900433358, 900433359, 319876729]",tertiary,50,,False,True,80.822,"LINESTRING (8.2471761 46.8940195, 8.24718 46.8940584, 8.2471889 46.8941445, 8.2471979 46.8942306, 8.2472069 46.8943167, 8.2472476 46.8947447)",,,,,,
26472182,tertiary,50,,False,False,42.858000000000004,"LINESTRING (8.2473063 46.8955651, 8.247133 46.8956012, 8.246996 46.8956333, 8.2467707 46.8956858)",,,Poststrasse,,,
261585649,tertiary,50,,False,False,23.269000000000002,"LINESTRING (8.2473063 46.8955651, 8.2472927 46.8955458, 8.2472829 46.8955222, 8.2472793 46.895489, 8.2472769 46.895359)",2,,Bahnhofplatz,,,
261585649,tertiary,50,,False,True,20.128999999999998,"LINESTRING (8.2473063 46.8955651, 8.2473312 46.8955839, 8.2473668 46.895597, 8.2474174 46.8956076, 8.2475499 46.8956232)",2,,Bahnhofplatz,,,
30668368,residential,,,True,False,98.336,"LINESTRING (8.2472769 46.895359, 8.2472219 46.8953518, 8.2463561 46.8948564, 8.2463063 46.8947902)",,,Grundstrasse,,,
261585649,tertiary,50,,False,False,68.352,"LINESTRING (8.2472769 46.895359, 8.2472687 46.8950372, 8.2472476 46.8947447)",2,,Bahnhofplatz,,,
261585649,tertiary,50,,False,True,23.269000000000002,"LINESTRING (8.2472769 46.895359, 8.2472793 46.895489, 8.2472829 46.8955222, 8.2472927 46.8955458, 8.2473063 46.8955651)",2,,Bahnhofplatz,,,
30630258,tertiary,50,,False,False,33.274,"LINESTRING (8.2494992 46.8916862, 8.2496319 46.8915911, 8.2497409 46.8914407)",,,Flüelistrasse,,,
30630258,tertiary,50,,False,True,145.526,"LINESTRING (8.2494992 46.8916862, 8.2490747 46.891842, 8.2481736 46.8921658, 8.2480776 46.8922003, 8.2480398 46.8922145, 8.2478078 46.8923)",,,Flüelistrasse,,,
30788611,residential,,,False,False,109.90899999999999,"LINESTRING (8.2494992 46.8916862, 8.2495637 46.8917636, 8.2495611 46.8917936, 8.2495103 46.8919475, 8.2494939 46.8920386, 8.2494874 46.8920751, 8.2494844 46.8921048, 8.2494817 46.8921317, 8.2494615 46.8923301, 8.2494284 46.8926567)",,,St. Antonistrasse,,,
33901198,primary,50,,False,True,7.945,"LINESTRING (8.2456879 46.8959221, 8.2456919 46.8959935)",2,4,Brünigstrasse,,,
30629601,tertiary,50,,False,True,47.16199999999999,"LINESTRING (8.2456879 46.8959221, 8.2458618 46.8959349, 8.2461958 46.895971, 8.2462552 46.8959676, 8.2462989 46.895954)",,,Dorfplatz,,,
33901198,primary,50,,False,False,30.662,"LINESTRING (8.2456879 46.8959221, 8.245686 46.8958549, 8.2456935 46.8957376, 8.2456867 46.8956466)",2,4,Brünigstrasse,,,
30628527,residential,,,False,False,62.93899999999999,"LINESTRING (8.2475499 46.8956232, 8.2475448 46.895655, 8.2475202 46.8957437, 8.2475114 46.8957757, 8.247394 46.8960803, 8.2473355 46.8961678)",,,Lindenstrasse,,,
"[30668371, 550904283]",tertiary,50,,False,True,57.212999999999994,"LINESTRING (8.2475499 46.8956232, 8.2476213 46.8956311, 8.247667 46.8956359, 8.2477405 46.8956437, 8.2477933 46.8956509, 8.2478542 46.8956589, 8.2479982 46.8956774, 8.2481242 46.8956976, 8.2482856 46.89573)",2,,"['Kernserstrasse', 'Bahnhofplatz']",,,
261585649,tertiary,50,,False,False,20.128999999999998,"LINESTRING (8.2475499 46.8956232, 8.2474174 46.8956076, 8.2473668 46.895597, 8.2473312 46.8955839, 8.2473063 46.8955651)",2,,Bahnhofplatz,,,
25831833,primary,50,,False,True,42.769000000000005,"LINESTRING (8.2464688 46.8972724, 8.2464821 46.8974999, 8.2464721 46.8976567)",2,4,Brünigstrasse,,,
30628527,residential,,,False,True,12.498000000000001,"LINESTRING (8.2464688 46.8972724, 8.2465249 46.8972676, 8.2465695 46.8972543, 8.2466179 46.8972309)",,,Lindenstrasse,,,
261585652,primary,50,,False,False,33.555,"LINESTRING (8.2464688 46.8972724, 8.2464565 46.8971946, 8.2463212 46.8969911)",2,4,Brünigstrasse,,,
26472182,tertiary,50,,False,True,46.825,"LINESTRING (8.2462989 46.895954, 8.2463534 46.8959366, 8.246506 46.8958374, 8.2466576 46.8957472, 8.2467707 46.8956858)",,,Poststrasse,,,
30629601,tertiary,50,,False,False,47.162,"LINESTRING (8.2462989 46.895954, 8.2462552 46.8959676, 8.2461958 46.895971, 8.2458618 46.8959349, 8.2456879 46.8959221)",,,Dorfplatz,,,
40797469,residential,,,False,False,8.765,"LINESTRING (8.2462989 46.895954, 8.2463218 46.8959904, 8.2463445 46.8960264)",,,Waagstrasse,,,
30628527,residential,,,False,False,32.967,"LINESTRING (8.2468841 46.8969968, 8.2466519 46.8972025, 8.2466179 46.8972309)",,,Lindenstrasse,,,
30628527,residential,,,False,True,98.922,"LINESTRING (8.2468841 46.8969968, 8.2470002 46.8968683, 8.2470765 46.8967216, 8.2471474 46.8965324, 8.2472042 46.896381, 8.2473013 46.8962256, 8.2473355 46.8961678)",,,Lindenstrasse,,,
30649419,residential,,,True,False,77.44699999999999,"LINESTRING (8.2468841 46.8969968, 8.2469448 46.8970165, 8.2470421 46.8970334, 8.2475791 46.8971033, 8.2478513 46.8971405, 8.2478694 46.8971546)",,,Lindenhof,,,
30672502,residential,,,False,False,50.447,"LINESTRING (8.2478694 46.8971546, 8.24789 46.8971777, 8.2479461 46.8976026)",,,Lindenhof,,,
30649422,residential,,,False,False,52.8,"LINESTRING (8.2479461 46.8976026, 8.2472557 46.8976567)",,,Museumstrasse,,,
"[998760528, 30656541, 998760527]",residential,,,False,False,175.863,"LINESTRING (8.2479461 46.8976026, 8.248049 46.8980378, 8.2481859 46.8984175, 8.2482216 46.8985201, 8.248247 46.8985928, 8.2482986 46.8987417, 8.2484697 46.8991414)",,,Gartenstrasse,yes,,
30672502,residential,,,False,True,50.447,"LINESTRING (8.2479461 46.8976026, 8.24789 46.8971777, 8.2478694 46.8971546)",,,Lindenhof,,,
30649422,residential,,,False,False,26.028,"LINESTRING (8.2472557 46.8976567, 8.2469134 46.8976658)",,,Museumstrasse,,,
30649422,residential,,,False,True,52.8,"LINESTRING (8.2472557 46.8976567, 8.2479461 46.8976026)",,,Museumstrasse,,,
388945410,residential,,,False,False,110.176,"LINESTRING (8.2472557 46.8976567, 8.2473633 46.8986448)",,,Museumstrasse,,,
550904283,tertiary,50,,False,True,6.113,"LINESTRING (8.2482856 46.89573, 8.2483623 46.8957466)",,,Kernserstrasse,,,
"[153814528, 430228313]",residential,50,,False,False,360.415,"LINESTRING (8.2482856 46.89573, 8.2483047 46.8956972, 8.2485182 46.8953318, 8.2486111 46.8952365, 8.2487567 46.895168, 8.249286 46.8950222, 8.2493989 46.8949845, 8.2494792 46.8949091, 8.2494868 46.8948234, 8.2494411 46.8945688, 8.249414 46.8943982, 8.2494075 46.8941562, 8.2494065 46.894117, 8.2493807 46.8940595, 8.2492911 46.894009, 8.2491832 46.8940107, 8.2489631 46.8940234, 8.2487633 46.8940348, 8.2487301 46.8940367, 8.2482298 46.8940656, 8.2477255 46.8940947)",,,"['Gesellenweg', 'St. Antonistrasse']",,,
"[30668371, 550904283]",tertiary,50,,False,False,57.213,"LINESTRING (8.2482856 46.89573, 8.2481242 46.8956976, 8.2479982 46.8956774, 8.2478542 46.8956589, 8.2477933 46.8956509, 8.2477405 46.8956437, 8.247667 46.8956359, 8.2476213 46.8956311, 8.2475499 46.8956232)",2,,"['Kernserstrasse', 'Bahnhofplatz']",,,
528458877,unclassified,30,,True,False,101.322,"LINESTRING (8.2485571 46.8987228, 8.2485721 46.8987427, 8.2485867 46.8987554, 8.2486104 46.8987653, 8.2486864 46.8987862, 8.248701 46.8987948, 8.2487127 46.8988051, 8.2487193 46.8988167, 8.2490087 46.8994638, 8.249022 46.899505, 8.2490295 46.8995449)",1,,,,,
"[30668369, 998760525, 998760526]",residential,50,,False,False,85.89,"LINESTRING (8.2485571 46.8987228, 8.2485522 46.8987098, 8.2484994 46.8985694, 8.2484858 46.8985333, 8.2484808 46.8985083, 8.2484816 46.898492, 8.2484821 46.8984821, 8.2484941 46.8984607, 8.2485174 46.8984424, 8.2485482 46.8984296, 8.2485961 46.8984214, 8.2487552 46.8984049, 8.2488029 46.8983965, 8.2488396 46.898384, 8.2488688 46.8983663, 8.2488912 46.8983429, 8.2489069 46.8983113, 8.2489168 46.8982745, 8.2489483 46.8981537)",,,Marktstrasse,yes,,
550904283,tertiary,50,,False,False,6.113,"LINESTRING (8.2483623 46.8957466, 8.2482856 46.89573)",,,Kernserstrasse,,,
30668369,residential,50,,False,True,276.86899999999997,"LINESTRING (8.2483623 46.8957466, 8.2483516 46.8957839, 8.2483428 46.8958197, 8.2483415 46.8958643, 8.2483595 46.8959554, 8.2483875 46.8960384, 8.2485852 46.8964927, 8.2486168 46.8965498, 8.2488771 46.8969766, 8.2489746 46.8972074, 8.2490176 46.8973212, 8.2490452 46.8974892, 8.2490518 46.8976224, 8.2490389 46.8977411, 8.2490189 46.8978717, 8.2489483 46.8981537)",,,Marktstrasse,,,
550904283,tertiary,50,,False,True,65.894,"LINESTRING (8.2483623 46.8957466, 8.2485136 46.8957809, 8.2486509 46.8958209, 8.2488602 46.8958948, 8.2491449 46.895999)",,,Kernserstrasse,,,
317297759,tertiary,50,,False,True,13.926,"LINESTRING (8.2463063 46.8947902, 8.2461242 46.8948044)",,,Bahnhofstrasse,,,
30628524,residential,,,True,False,112.28,"LINESTRING (8.2463063 46.8947902, 8.2463025 46.8947449, 8.246981 46.8940752, 8.2470803 46.8940255, 8.2471761 46.8940195)",,,Grossgasse,,,
317297759,tertiary,50,,False,False,71.70500000000001,"LINESTRING (8.2463063 46.8947902, 8.2464465 46.8947818, 8.2471095 46.8947507, 8.2472476 46.8947447)",,,Bahnhofstrasse,,,
30672934,primary,50,,False,False,42.384,"LINESTRING (8.2455079 46.8952185, 8.2454747 46.8951307, 8.2453626 46.8948505)",2,4,Brünigstrasse,,,
"[317297762, 30672934]",primary,50,,False,True,49.509,"LINESTRING (8.2455079 46.8952185, 8.2455642 46.8953592, 8.2455958 46.8954414, 8.2456623 46.8955902, 8.2456867 46.8956466)",2,4,Brünigstrasse,,,
30672935,residential,,,True,False,32.467,"LINESTRING (8.2455079 46.8952185, 8.2456217 46.8952112, 8.2459335 46.8952298)",,,Hofstrasse,,,2
