osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,access
"[32301786, 329058538]",Chemin de Mouille-Galand,residential,False,False,420.346,"LINESTRING (6.0787715 46.2167883, 6.0787866 46.2167546, 6.0787863 46.2166446, 6.078776 46.2164971, 6.0787697 46.2164617, 6.0787613 46.2164219, 6.0787482 46.21636, 6.0787389 46.2162893, 6.078633 46.2156781, 6.0785797 46.2153096, 6.078564 46.2152082, 6.0785509 46.2150758, 6.078534 46.2150321, 6.0785112 46.2149871, 6.0784684 46.2149244, 6.0784198 46.2148732, 6.0783548 46.2148033, 6.0783274 46.2147692, 6.0783136 46.2147431, 6.0783055 46.2147192, 6.078299 46.2146864, 6.0783023 46.2146493, 6.078317 46.2146174, 6.0783396 46.2145907, 6.0783904 46.2145528, 6.0785786 46.2144365, 6.0786666 46.2143907, 6.0787637 46.2143401, 6.078912 46.21426, 6.0794378 46.2140093, 6.0795064 46.2139758, 6.0796466 46.2139074, 6.0798883 46.2137861, 6.0800118 46.2137241, 6.0800597 46.2137002, 6.0801019 46.213679)",,,
"[84088848, 353804858]",Route de Montfleury,tertiary,False,False,313.91400000000004,"LINESTRING (6.0787715 46.2167883, 6.0790051 46.2167741, 6.079147 46.2167671, 6.0792081 46.2167641, 6.079235 46.2167627, 6.0798651 46.2167316, 6.0799419 46.2167286, 6.0800688 46.2167238, 6.0802552 46.2167192, 6.0804627 46.216722, 6.080716 46.2167426, 6.0809415 46.216769, 6.0810691 46.2167873, 6.0813114 46.216822, 6.0813832 46.2168327, 6.0814549 46.2168433, 6.0815633 46.2168595, 6.0816825 46.2168773, 6.0817593 46.2168887, 6.081803 46.2168955, 6.082201 46.2169576, 6.0824216 46.2169935, 6.0824984 46.2170052, 6.0826065 46.2170229, 6.0827981 46.217053)","['60', '50']",,
"[32299073, 81307506]",Route de Vernier,tertiary,False,"[False, True]",33.387,"LINESTRING (6.0847616 46.2169849, 6.0845957 46.2170167, 6.0845544 46.2170224, 6.0843389 46.2170519)",50,3,
80266212,,tertiary_link,True,False,35.718,"LINESTRING (6.0847616 46.2169849, 6.0847113 46.2170421, 6.0846901 46.2170689, 6.0846729 46.2171129, 6.0846648 46.2171514, 6.0846652 46.2171941, 6.0846726 46.2172905)",,,
"[298275600, 348565960]",Route de Vernier,tertiary,False,False,118.358,"LINESTRING (6.0847616 46.2169849, 6.084954 46.2169288, 6.0851506 46.2168561, 6.0852802 46.2167952, 6.0854261 46.2167085, 6.0856378 46.2165705, 6.0858511 46.2164378, 6.0859855 46.216355)",50,3,
221352714,Rue du Village,residential,True,False,102.482,"LINESTRING (6.0859855 46.216355, 6.0859121 46.2162959, 6.0858691 46.2162674, 6.0858385 46.2162537, 6.0857937 46.2162382, 6.0857654 46.2162264, 6.0857375 46.2162112, 6.0855039 46.2160596, 6.0852482 46.2159124, 6.0852187 46.2158901, 6.0852002 46.2158629, 6.0851378 46.2158213, 6.0850309 46.2157576, 6.0850029 46.2157409)",30,,
348565960,Route de Vernier,tertiary,False,False,29.971,"LINESTRING (6.0859855 46.216355, 6.0860391 46.2163339, 6.0860912 46.2163204, 6.0861322 46.216315, 6.0861815 46.2163112, 6.0862405 46.2163125, 6.086285 46.2163193, 6.0863173 46.2163276, 6.0863555 46.2163394)",50,,
"[348565960, 298275600]",Route de Vernier,tertiary,False,True,118.358,"LINESTRING (6.0859855 46.216355, 6.0858511 46.2164378, 6.0856378 46.2165705, 6.0854261 46.2167085, 6.0852802 46.2167952, 6.0851506 46.2168561, 6.084954 46.2169288, 6.0847616 46.2169849)",50,3,
88981910,Rue du Village,residential,False,False,11.542,"LINESTRING (6.0863555 46.2163394, 6.0863764 46.2163012, 6.0863925 46.2162694, 6.0863968 46.2162403)",,,
348565960,Route de Vernier,tertiary,False,False,160.55700000000002,"LINESTRING (6.0863555 46.2163394, 6.0864477 46.2163879, 6.0866129 46.2165131, 6.0866831 46.2165599, 6.0867787 46.2166142, 6.0868976 46.2166753, 6.0870013 46.2167431, 6.0872208 46.2169054, 6.0877362 46.2172904, 6.087785 46.2173219, 6.0878384 46.2173506)",50,,
348565960,Route de Vernier,tertiary,False,True,29.971,"LINESTRING (6.0863555 46.2163394, 6.0863173 46.2163276, 6.086285 46.2163193, 6.0862405 46.2163125, 6.0861815 46.2163112, 6.0861322 46.216315, 6.0860912 46.2163204, 6.0860391 46.2163339, 6.0859855 46.216355)",50,,
348565960,Route de Vernier,tertiary,False,True,5.62,"LINESTRING (6.0878993 46.2173785, 6.0878384 46.2173506)",50,,
"[77973346, 833470445, 236227022]",Route de Peney,secondary,True,False,200.42600000000002,"LINESTRING (6.0785587 46.2122395, 6.0786852 46.2122807, 6.0787196 46.2123106, 6.0787842 46.2123706, 6.0789132 46.2124848, 6.0792594 46.2128023, 6.0796551 46.213151, 6.08001 46.2134728, 6.0800636 46.2135207, 6.0801316 46.2135813, 6.080187 46.2136332)",50,,
81307643,Route de Peney,secondary,True,False,145.164,"LINESTRING (6.0785587 46.2122395, 6.0784203 46.2121908, 6.0780942 46.2119201, 6.077917 46.2117603, 6.077645 46.2115334, 6.0775773 46.2114853, 6.0774926 46.2114305, 6.0773045 46.211276)",50,,
82988173,Rue du Village,residential,False,True,102.125,"LINESTRING (6.0785587 46.2122395, 6.0787084 46.2122137, 6.0787863 46.2121816, 6.0793832 46.2119623, 6.0793962 46.2119575, 6.0794951 46.2119375, 6.0795514 46.2119285, 6.0796348 46.2119179, 6.07978 46.2119065)",30,,
496689852,Chemin de Crotte-au-Loup,living_street,False,False,167.285,"LINESTRING (6.0785587 46.2122395, 6.0784481 46.2122626, 6.0783933 46.2122765, 6.0781573 46.212361, 6.0780556 46.2123974, 6.0779934 46.2124197, 6.0778946 46.2124603, 6.0777401 46.2125384, 6.0777289 46.2125441, 6.0776754 46.2125711, 6.0774969 46.2126809, 6.0773438 46.2127736, 6.0773222 46.2127866, 6.0772525 46.2128466, 6.0771899 46.2129029, 6.0770769 46.2129757, 6.0770077 46.2130186, 6.0768403 46.2131292)",20,,
"[353804858, 353804859]",Route de Montfleury,tertiary,False,False,75.96900000000001,"LINESTRING (6.0827981 46.217053, 6.0828242 46.2170568, 6.0830475 46.2170895, 6.0831689 46.2171052, 6.083293 46.2171182, 6.0834953 46.2171305, 6.0836182 46.2171321, 6.0837751 46.2171229)",50,3,
"[84088848, 353804858]",Route de Montfleury,tertiary,False,True,313.914,"LINESTRING (6.0827981 46.217053, 6.0826065 46.2170229, 6.0824984 46.2170052, 6.0824216 46.2169935, 6.082201 46.2169576, 6.081803 46.2168955, 6.0817593 46.2168887, 6.0816825 46.2168773, 6.0815633 46.2168595, 6.0814549 46.2168433, 6.0813832 46.2168327, 6.0813114 46.216822, 6.0810691 46.2167873, 6.0809415 46.216769, 6.080716 46.2167426, 6.0804627 46.216722, 6.0802552 46.2167192, 6.0800688 46.2167238, 6.0799419 46.2167286, 6.0798651 46.2167316, 6.079235 46.2167627, 6.0792081 46.2167641, 6.079147 46.2167671, 6.0790051 46.2167741, 6.0787715 46.2167883)","['60', '50']",,
32298952,Chemin de la Greube,residential,False,False,66.617,"LINESTRING (6.07978 46.2119065, 6.0798456 46.2118425, 6.0802628 46.2115171, 6.080338 46.2114491)",30,,
82988173,Rue du Village,residential,False,False,102.12499999999999,"LINESTRING (6.07978 46.2119065, 6.0796348 46.2119179, 6.0795514 46.2119285, 6.0794951 46.2119375, 6.0793962 46.2119575, 6.0793832 46.2119623, 6.0787863 46.2121816, 6.0787084 46.2122137, 6.0785587 46.2122395)",30,,
"[348538129, 296669182]",Rue du Village,"['residential', 'living_street']",False,True,195.64699999999996,"LINESTRING (6.07978 46.2119065, 6.0799198 46.2119869, 6.0801096 46.212096, 6.0802108 46.212161, 6.0803322 46.2122395, 6.0805003 46.212354, 6.080699 46.2125009, 6.08102 46.2127653, 6.0810625 46.2127983, 6.0812951 46.2129887, 6.0814155 46.2130872, 6.0814943 46.2131425, 6.0815096 46.2131531, 6.0815375 46.2131727)","['20', '30']",,
32298952,Chemin de la Greube,residential,False,True,226.048,"LINESTRING (6.0822957 46.2099356, 6.0817554 46.2103764, 6.081522 46.2105746, 6.0807566 46.211168, 6.0803946 46.2114162, 6.080338 46.2114491)",30,,
88367032,Rue du Village,residential,True,False,90.99,"LINESTRING (6.0840593 46.2151183, 6.0839306 46.2149968, 6.0837908 46.2148649, 6.0837439 46.2148181, 6.0833961 46.2145023, 6.0833518 46.2144627)",30,,
1118959585,Rue du Village,residential,False,True,100.406,"LINESTRING (6.0840593 46.2151183, 6.0840969 46.2151454, 6.0844709 46.2154158, 6.0845158 46.2154433, 6.0850029 46.2157409)",30,,
32300922,Chemin de Verby,residential,True,False,60.124,"LINESTRING (6.0833518 46.2144627, 6.0833135 46.2144859, 6.0827599 46.2148157)",30,,
"[88367032, 348538130]",Rue du Village,"['residential', 'living_street']",True,False,168.30900000000003,"LINESTRING (6.0833518 46.2144627, 6.0831421 46.2142877, 6.0831269 46.2142762, 6.0829274 46.2141139, 6.0827694 46.2139854, 6.0827114 46.2139382, 6.0826337 46.213875, 6.0820706 46.2135008, 6.0819525 46.2134525, 6.0818402 46.2133763)","['20', '30']",,
32301338,Chemin de-Sales,residential,False,False,39.577,"LINESTRING (6.0854031 46.2155176, 6.085351 46.2155434, 6.0852962 46.2155744, 6.085115 46.2156822, 6.0850029 46.2157409)",30,,
88981903,Rue du Village,residential,True,False,111.53099999999999,"LINESTRING (6.0854031 46.2155176, 6.085466 46.2155732, 6.0860639 46.2159564, 6.0861069 46.2159898, 6.0863616 46.2161845, 6.0863928 46.2162284, 6.0863968 46.2162403)",30,,
32298952,Chemin de la Greube,residential,False,False,226.048,"LINESTRING (6.080338 46.2114491, 6.0803946 46.2114162, 6.0807566 46.211168, 6.081522 46.2105746, 6.0817554 46.2103764, 6.0822957 46.2099356)",30,,
32298952,Chemin de la Greube,residential,False,True,66.617,"LINESTRING (6.080338 46.2114491, 6.0802628 46.2115171, 6.0798456 46.2118425, 6.07978 46.2119065)",30,,
32300129,Chemin des Vidollets,residential,False,False,87.668,"LINESTRING (6.080338 46.2114491, 6.0802581 46.2114124, 6.0800861 46.2113193, 6.0798803 46.211223, 6.07973 46.2111447, 6.0794391 46.2109665)",30,,
32300129,Chemin des Vidollets,residential,False,False,136.035,"LINESTRING (6.0784993 46.2104251, 6.0782853 46.2103904, 6.0782055 46.2103721, 6.0781339 46.2103485, 6.0780235 46.2103029, 6.0776686 46.2101189, 6.0774962 46.2100295, 6.0770132 46.2097864)",30,,
32300129,Chemin des Vidollets,residential,False,True,94.286,"LINESTRING (6.0784993 46.2104251, 6.0786365 46.2104807, 6.0790282 46.2107136, 6.0794391 46.2109665)",30,,
32300177,Chemin des Comtoises,residential,False,True,207.927,"LINESTRING (6.0784993 46.2104251, 6.0790188 46.2099812, 6.0791097 46.2099057, 6.0795765 46.2095179, 6.0799823 46.2091808, 6.0800729 46.2091056, 6.0802096 46.2089777)",30,,
32300129,Chemin des Vidollets,residential,False,False,11.416,"LINESTRING (6.0770132 46.2097864, 6.0768924 46.2097268)",30,,
32300129,Chemin des Vidollets,residential,False,True,136.035,"LINESTRING (6.0770132 46.2097864, 6.0774962 46.2100295, 6.0776686 46.2101189, 6.0780235 46.2103029, 6.0781339 46.2103485, 6.0782055 46.2103721, 6.0782853 46.2103904, 6.0784993 46.2104251)",30,,
32300129,Chemin des Vidollets,residential,False,True,11.416,"LINESTRING (6.0768924 46.2097268, 6.0770132 46.2097864)",30,,
32300129,Chemin des Vidollets,residential,False,False,131.16799999999998,"LINESTRING (6.0768924 46.2097268, 6.0765935 46.2094577, 6.0763442 46.2092342, 6.0760949 46.2090107, 6.0760654 46.2089828, 6.0758641 46.2087862)",30,,
32707556,Chemin du Progrès,residential,False,False,129.448,"LINESTRING (6.0768924 46.2097268, 6.0761691 46.210269, 6.0759373 46.210452, 6.0758981 46.2104912, 6.0758623 46.2105313, 6.0757953 46.2106062)",30,,
32300129,Chemin des Vidollets,residential,False,True,131.168,"LINESTRING (6.0758641 46.2087862, 6.0760654 46.2089828, 6.0760949 46.2090107, 6.0763442 46.2092342, 6.0765935 46.2094577, 6.0768924 46.2097268)",30,,
32707556,Chemin du Progrès,residential,False,True,129.448,"LINESTRING (6.0757953 46.2106062, 6.0758623 46.2105313, 6.0758981 46.2104912, 6.0759373 46.210452, 6.0761691 46.210269, 6.0768924 46.2097268)",30,,
80238452,Route de Peney,secondary,False,True,138.44400000000002,"LINESTRING (6.0757953 46.2106062, 6.0758308 46.2106183, 6.0761875 46.2107433, 6.0763585 46.2108099, 6.0765162 46.2108743, 6.0767934 46.2109987, 6.0768794 46.21104, 6.0771096 46.2111614, 6.077208 46.2112147, 6.0773045 46.211276)",50,2,
