osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,junction,bridge,tunnel,access
23901876,Rue de la Charrière,secondary,40,False,False,37.113,"LINESTRING (6.830663 47.106657, 6.8307924 47.1067694, 6.8308622 47.1068405, 6.8309425 47.1069307)",168,,,,,
4719172,Rue du Doubs,residential,30,False,False,86.552,"LINESTRING (6.8281235 47.1071062, 6.8273181 47.1065536)",,,,,,
31563486,Ruelle du Temple-Allemand,residential,50,False,True,44.125,"LINESTRING (6.8281235 47.1071062, 6.8285221 47.1068166)",,,,,,
25219403,Rue du Temple-Allemand,unclassified,30,False,True,36.163,"LINESTRING (6.8285221 47.1068166, 6.8281778 47.1065911)",,,,,,
31563486,Ruelle du Temple-Allemand,residential,50,False,False,44.125,"LINESTRING (6.8285221 47.1068166, 6.8281235 47.1071062)",,,,,,
44384789,Rue du Stand,unclassified,50,False,False,42.833,"LINESTRING (6.8297387 47.1049616, 6.8293021 47.1052067)",,,,,,
44384789,Rue du Stand,unclassified,50,False,True,36.382999999999996,"LINESTRING (6.8297387 47.1049616, 6.8299582 47.1048402, 6.8301174 47.1047602)",,,,,,
23901876,Rue de la Charrière,secondary,40,False,False,14.075,"LINESTRING (6.8309425 47.1069307, 6.8310113 47.1070483)",168,,,,,
23927166,Rue du Sentier,unclassified,30,False,False,45.359,"LINESTRING (6.8309425 47.1069307, 6.8313298 47.1066194)",,,,,,
23901876,Rue de la Charrière,secondary,40,False,True,37.113,"LINESTRING (6.8309425 47.1069307, 6.8308622 47.1068405, 6.8307924 47.1067694, 6.830663 47.106657)",168,,,,,
23927166,Rue du Sentier,unclassified,30,False,True,27.658,"LINESTRING (6.8328498 47.1054159, 6.8326124 47.105605)",,,,,,
737409013,Rue du Collège,primary,50,False,True,86.714,"LINESTRING (6.8328498 47.1054159, 6.8337236 47.1059203)",18,,,,,
23927166,Rue du Sentier,unclassified,30,False,False,64.16,"LINESTRING (6.8328498 47.1054159, 6.8329288 47.1053467, 6.8331161 47.1051908, 6.8333856 47.1049688)",,,,,,
24448224,Rue du Collège,primary,40,True,False,136.974,"LINESTRING (6.8328498 47.1054159, 6.8327745 47.1053704, 6.8324815 47.1051978, 6.8320461 47.1049741, 6.8319931 47.1049508, 6.831378 47.1047054)",18,,,,,
23902014,Ruelle du Temple-Allemand,residential,50,True,False,53.221,"LINESTRING (6.8290016 47.1064665, 6.8285221 47.1068166)",,,,,,
24424289,Rue du Progrès,unclassified,20,True,False,100.96,"LINESTRING (6.8290016 47.1064665, 6.8299336 47.1071161)",,,,,,
252128415,Rue de la Serre,residential,50,True,False,224.448,"LINESTRING (6.8261093 47.1015017, 6.8261655 47.1015399, 6.8266381 47.1018356, 6.8269798 47.1020495, 6.8271184 47.1021486, 6.8274063 47.1023385, 6.8274504 47.1023744, 6.8282161 47.1028738, 6.828252 47.1028962)",,,,,,
23885415,Rue de Bel-Air,residential,40,False,True,75.19,"LINESTRING (6.8299336 47.1071161, 6.830663 47.106657)",,,,,,
4719172,Rue du Doubs,residential,30,False,True,86.552,"LINESTRING (6.8273181 47.1065536, 6.8281235 47.1071062)",,,,,,
44384789,Rue du Stand,unclassified,50,False,True,43.596,"LINESTRING (6.8273181 47.1065536, 6.8277237 47.1062752)",,,,,,
4719172,Rue du Doubs,residential,30,False,False,122.626,"LINESTRING (6.8273181 47.1065536, 6.827276 47.1065242, 6.8270393 47.106371, 6.8261844 47.1058163, 6.8261487 47.1057904)",,,,,,
44384789,Rue du Stand,unclassified,50,False,False,44.608000000000004,"LINESTRING (6.8273181 47.1065536, 6.8269549 47.1068029, 6.8269033 47.1068386)",,,,,,
24002542,Rue de la Paix,residential,,True,False,67.726,"LINESTRING (6.8293021 47.1052067, 6.8286444 47.1047937)",,,,,,
44384789,Rue du Stand,unclassified,50,False,True,42.833,"LINESTRING (6.8293021 47.1052067, 6.8297387 47.1049616)",,,,,,
44384789,Rue du Stand,unclassified,50,False,False,40.995000000000005,"LINESTRING (6.8293021 47.1052067, 6.8291487 47.1052982, 6.8290128 47.1053897, 6.8289609 47.1054249, 6.828909 47.1054601)",,,,,,
24955543,Rue des Terreaux,unclassified,30,True,False,77.967,"LINESTRING (6.8305377 47.1061711, 6.8313298 47.1066194)",,,,,,
23885423,Rue du Versoix,secondary,50,False,False,42.254999999999995,"LINESTRING (6.8305377 47.1061711, 6.8305027 47.1062637, 6.8304914 47.1063409, 6.8304842 47.1064287, 6.8305167 47.1065455)",,,,,,
23885423,Rue du Versoix,secondary,50,False,True,39.845,"LINESTRING (6.8305377 47.1061711, 6.8306944 47.1058699, 6.8307125 47.1058331)",,,,,,
30717791,Rue du Coq,unclassified,,True,False,79.41,"LINESTRING (6.8305377 47.1061711, 6.8304826 47.1061624, 6.8304391 47.1061486, 6.8303774 47.1061206, 6.8303111 47.1060801, 6.8299251 47.1058269, 6.8297563 47.1057057)",,,,,,
23927166,Rue du Sentier,unclassified,30,False,True,45.359,"LINESTRING (6.8313298 47.1066194, 6.8309425 47.1069307)",,,,,,
31562879,Rue des Terreaux,unclassified,30,False,False,84.272,"LINESTRING (6.8313298 47.1066194, 6.8321703 47.1071165)",,,,,,
23927166,Rue du Sentier,unclassified,30,False,False,36.695,"LINESTRING (6.8313298 47.1066194, 6.8315998 47.1064046, 6.8316466 47.1063696)",,,,,,
24424289,Rue du Progrès,unclassified,20,True,False,18.244,"LINESTRING (6.8288304 47.106351, 6.8290016 47.1064665)",,,,,,
1165378545,Rue du 1er-Mars,residential,,False,False,75.1,"LINESTRING (6.8288304 47.106351, 6.8295292 47.1058715)",,,,,,
4719237,Rue Neuve,primary,50,True,False,59.573,"LINESTRING (6.8320463 47.1039407, 6.8313991 47.1036358)",18,,,,,
24047982,Rue de la Balance,primary,,False,True,24.596999999999998,"LINESTRING (6.8320463 47.1039407, 6.8319773 47.1040146, 6.831901 47.1041002, 6.8318823 47.1041216, 6.8318758 47.104129)",18,,,,,
24047983,Rue de la Cure,unclassified,,True,False,149.10399999999998,"LINESTRING (6.8337118 47.1044253, 6.8336381 47.104457, 6.8335174 47.1045045, 6.8334079 47.1045212, 6.833244 47.1045129, 6.8331568 47.104473, 6.8321251 47.1040015, 6.8320463 47.1039407)",,,,,,
252146211,Rue du Pont,unclassified,,True,False,105.703,"LINESTRING (6.8337118 47.1044253, 6.8336964 47.1043264, 6.8334606 47.1041344, 6.8333707 47.1040613, 6.8332079 47.1039465, 6.8328549 47.1036975)",,,,,,
781129563,Rue Fritz-Courvoisier,primary,50,True,False,60.447,"LINESTRING (6.8346429 47.1038354, 6.8347295 47.1038859, 6.834954 47.1040169, 6.8351054 47.1041152, 6.8352379 47.1041978)",18,,,,,
875873252,Rue de la Cure,unclassified,,True,False,28.012999999999998,"LINESTRING (6.8346429 47.1038354, 6.8345234 47.1039181, 6.8343864 47.104017)",,,,,,
31284087,Avenue Léopold-Robert,primary,50,True,False,25.167,"LINESTRING (6.8315448 47.1028977, 6.8318755 47.1029213)",18,,,,,
25000867,Rue Jaquet-Droz,unclassified,,True,False,98.61200000000001,"LINESTRING (6.8315448 47.1028977, 6.8315459 47.1027224, 6.8312774 47.102341, 6.8311745 47.1022682, 6.8309633 47.1021477)",,,,,,
31284083,Ruelle de La Fleur-de-Lys,residential,,True,False,80.505,"LINESTRING (6.8309633 47.1021477, 6.8307945 47.1022912, 6.8304515 47.1027783)",,,,,,
227770032,Rue Jaquet-Droz,unclassified,,False,False,43.789,"LINESTRING (6.8309633 47.1021477, 6.8307532 47.1020235, 6.8305237 47.1018917)",,,,,,
227770032,Rue Jaquet-Droz,unclassified,,False,False,23.639,"LINESTRING (6.8305237 47.1018917, 6.8302839 47.1017555)",,,,,,
227770032,Rue Jaquet-Droz,unclassified,,False,True,43.789,"LINESTRING (6.8305237 47.1018917, 6.8307532 47.1020235, 6.8309633 47.1021477)",,,,,,
118544760,Rue Jaquet-Droz,unclassified,,False,True,28.042,"LINESTRING (6.8299985 47.1015947, 6.8302839 47.1017555)",,,,,,no
24950584,Rue du Sapin,unclassified,,True,False,23.573,"LINESTRING (6.8302839 47.1017555, 6.8304832 47.1015926)",,,,,,
118544760,Rue Jaquet-Droz,unclassified,,False,False,28.042,"LINESTRING (6.8302839 47.1017555, 6.8299985 47.1015947)",,,,,,no
227770032,Rue Jaquet-Droz,unclassified,,False,True,23.639,"LINESTRING (6.8302839 47.1017555, 6.8305237 47.1018917)",,,,,,
23885423,Rue du Versoix,secondary,50,False,True,4.784,"LINESTRING (6.8309509 47.1053255, 6.8309714 47.1052848)",,,,,,
24047986,Rue du Soleil,unclassified,30,True,False,116.45,"LINESTRING (6.8309509 47.1053255, 6.8321233 47.1060037)",,,,,,
23885423,Rue du Versoix,secondary,50,False,False,28.785000000000004,"LINESTRING (6.8309509 47.1053255, 6.8309157 47.1053983, 6.8308371 47.1055725)",,,,,,
23927166,Rue du Sentier,unclassified,30,False,False,27.828,"LINESTRING (6.8321233 47.1060037, 6.8323554 47.1058096)",,,,,,
23927166,Rue du Sentier,unclassified,30,False,True,26.845,"LINESTRING (6.8321233 47.1060037, 6.8318911 47.1061862)",,,,,,
252191330,Rue du Soleil,unclassified,30,False,False,84.501,"LINESTRING (6.8321233 47.1060037, 6.8329741 47.1064958)",,,,,,
24424289,Rue du Progrès,unclassified,20,True,False,48.013,"LINESTRING (6.8281984 47.1059424, 6.8286586 47.1062396)",,,,,,
44384789,Rue du Stand,unclassified,50,False,False,51.577,"LINESTRING (6.8281984 47.1059424, 6.8277237 47.1062752)",,,,,,
44384789,Rue du Stand,unclassified,50,False,True,75.95100000000001,"LINESTRING (6.8281984 47.1059424, 6.8287143 47.1055922, 6.8287964 47.1055366, 6.8288682 47.1054879, 6.828909 47.1054601)",,,,,,
24424300,Avenue Léopold-Robert,primary,,True,False,13.609,"LINESTRING (6.8269126 47.100922, 6.8268504 47.100968, 6.8267924 47.101013)",,,,,,
37436556,Avenue Léopold-Robert,primary,50,True,False,136.06,"LINESTRING (6.8269126 47.100922, 6.8281248 47.1016409, 6.8282674 47.1017262)",18,1,,,,
24957793,Avenue Léopold-Robert,unclassified,,True,False,12.056000000000001,"LINESTRING (6.8282674 47.1017262, 6.8282097 47.101768, 6.828158 47.101805)",,,,,,
37612039,Avenue Léopold-Robert,primary,50,True,False,121.27000000000001,"LINESTRING (6.8282674 47.1017262, 6.8283652 47.1017804, 6.8288112 47.1020275, 6.8292207 47.1022515, 6.8295127 47.1024124)",18,,,,,
781129564,Giratoire de la Grande Fontaine,primary,50,True,False,12.374,"LINESTRING (6.8301547 47.1027372, 6.8301954 47.1027394, 6.8302341 47.1027483, 6.8302685 47.1027634, 6.8302963 47.1027838)",18,1,roundabout,,,
331549273,Avenue Léopold-Robert,primary,50,True,False,135.798,"LINESTRING (6.828158 47.101805, 6.8280279 47.1017269, 6.8278346 47.1016121, 6.8269143 47.1010842, 6.8267924 47.101013)",18,,,,,
44384789,Rue du Stand,unclassified,50,False,True,32.427,"LINESTRING (6.8266027 47.1070464, 6.8269033 47.1068386)",,,,,,
44384789,Rue du Stand,unclassified,50,False,False,32.427,"LINESTRING (6.8269033 47.1068386, 6.8266027 47.1070464)",,,,,,
44384789,Rue du Stand,unclassified,50,False,True,44.608000000000004,"LINESTRING (6.8269033 47.1068386, 6.8269549 47.1068029, 6.8273181 47.1065536)",,,,,,
31562879,Rue des Terreaux,unclassified,30,False,True,25.904,"LINESTRING (6.8324241 47.1072728, 6.8321703 47.1071165)",,,,,,
24453521,Rue Saint-Hubert,residential,30,False,True,28.26,"LINESTRING (6.8337236 47.1059203, 6.8334761 47.1061106)",,,,,,
639813988,Rue Saint-Hubert,residential,,False,True,29.808,"LINESTRING (6.8337236 47.1059203, 6.8339883 47.1057218)",,,,,,
737409013,Rue du Collège,primary,50,False,False,86.714,"LINESTRING (6.8337236 47.1059203, 6.8328498 47.1054159)",18,,,,,
34875012,Rue du Collège,primary,50,False,True,85.076,"LINESTRING (6.8337236 47.1059203, 6.8337926 47.1059605, 6.8341872 47.1061904, 6.8345776 47.1064178)",18,,,,,
23962999,Rue du Gazomètre,residential,30,False,False,57.918,"LINESTRING (6.8345776 47.1064178, 6.8340791 47.106813)",,,,,,
23962999,Rue du Gazomètre,residential,30,False,True,38.935,"LINESTRING (6.8345776 47.1064178, 6.8349501 47.1061763)",,,,,,
34875012,Rue du Collège,primary,50,False,False,85.076,"LINESTRING (6.8345776 47.1064178, 6.8341872 47.1061904, 6.8337926 47.1059605, 6.8337236 47.1059203)",18,,,,,
34875012,Rue du Collège,primary,50,False,True,153.56099999999998,"LINESTRING (6.8345776 47.1064178, 6.8347185 47.1065, 6.8348344 47.1065674, 6.8351627 47.1067584, 6.8352171 47.1067901, 6.8353139 47.106847, 6.8355691 47.1069952, 6.8360495 47.1072764, 6.8361161 47.1073181)",18,,,,,
781129561,Rue de l'Etoile,residential,30,False,True,3.715,"LINESTRING (6.8368903 47.1031976, 6.8369294 47.1031774)",,,,,,
28174672,Rue du Crêt,unclassified,,False,False,120.59899999999999,"LINESTRING (6.8368903 47.1031976, 6.8367676 47.1031166, 6.8358303 47.1024983, 6.8357461 47.1024428)",,,,,,
36859378,Rue de l'Etoile,residential,30,False,False,51.902,"LINESTRING (6.8368903 47.1031976, 6.8368704 47.1032065, 6.836776 47.1032621, 6.836657 47.1033297, 6.8363637 47.1034964)",,,,,,
31563484,Rue Fritz-Courvoisier,primary,50,False,False,55.387,"LINESTRING (6.8352379 47.1041978, 6.8353408 47.1042749, 6.8357166 47.1045745)",18,,,,,
36859378,Rue de l'Etoile,residential,30,False,True,82.304,"LINESTRING (6.8352379 47.1041978, 6.8353374 47.104128, 6.835723 47.1038825, 6.8360272 47.1036888)",,,,,,
24381711,Rue de la Chapelle,residential,,True,False,106.876,"LINESTRING (6.8360272 47.1036888, 6.8349839 47.1030411)",,,,,,
36859378,Rue de l'Etoile,residential,30,False,True,33.262,"LINESTRING (6.8360272 47.1036888, 6.8363637 47.1034964)",,,,,,
36859378,Rue de l'Etoile,residential,30,False,False,82.304,"LINESTRING (6.8360272 47.1036888, 6.835723 47.1038825, 6.8353374 47.104128, 6.8352379 47.1041978)",,,,,,
875858196,Rue de l'Hôtel-de-Ville,secondary,50,False,False,6.67,"LINESTRING (6.8335823 47.1023709, 6.8336287 47.1023199)",,,,,,
875858196,Rue de l'Hôtel-de-Ville,secondary,50,False,True,26.236,"LINESTRING (6.8335823 47.1023709, 6.8334467 47.1025086, 6.8333891 47.1025668)",,,,,,
24395040,Rue du Parc,residential,50,True,False,77.815,"LINESTRING (6.8301174 47.1047602, 6.8293669 47.1042819)",,1,,,,
44384789,Rue du Stand,unclassified,50,False,True,13.685,"LINESTRING (6.8301174 47.1047602, 6.8302653 47.1046894)",,,,,,
44384789,Rue du Stand,unclassified,50,False,False,36.382999999999996,"LINESTRING (6.8301174 47.1047602, 6.8299582 47.1048402, 6.8297387 47.1049616)",,,,,,
31284087,Avenue Léopold-Robert,primary,50,True,False,83.815,"LINESTRING (6.8304515 47.1027783, 6.8306707 47.1027988, 6.8309174 47.1028276, 6.831268 47.1028659, 6.8315448 47.1028977)",18,,,,,
24402882,Rue de Gibraltar,residential,30,True,False,175.31600000000003,"LINESTRING (6.8358916 47.0990129, 6.8359454 47.0992523, 6.8359001 47.099975, 6.835692 47.1004127, 6.8356787 47.1004782, 6.8356949 47.1005624)",,,,,,
37530407,Rue de l'Hôtel-de-Ville,secondary,50,False,True,85.035,"LINESTRING (6.8358916 47.0990129, 6.8358411 47.099245, 6.8357935 47.0993837, 6.8357355 47.0994891, 6.8356747 47.0995713, 6.8356046 47.09964, 6.8354994 47.099709)",,,,,,
24498120,Rue du Docteur-Kern,residential,30,False,False,9.975,"LINESTRING (6.835988 47.100877, 6.8360695 47.1009475)",,,,,,
28171915,Rue du Géneral-Dufour,residential,30,False,False,114.068,"LINESTRING (6.835988 47.100877, 6.8370731 47.10037, 6.8371221 47.1003471, 6.8372305 47.1002965)",,,,,,
972664822,Rue de Gibraltar,residential,30,False,True,41.536,"LINESTRING (6.835988 47.100877, 6.8357671 47.1006634, 6.8356949 47.1005624)",,,,,,
24498120,Rue du Docteur-Kern,residential,30,False,True,9.975,"LINESTRING (6.8360695 47.1009475, 6.835988 47.100877)",,,,,,
24498120,Rue du Docteur-Kern,residential,30,False,False,94.83500000000001,"LINESTRING (6.8360695 47.1009475, 6.8361749 47.1010554, 6.8367722 47.1016536)",,,,,,
28171916,Rue du Jura,residential,30,False,False,90.929,"LINESTRING (6.8360695 47.1009475, 6.8354655 47.1014328, 6.8352929 47.1015714)",,,,,,
24498121,Rue de l'Etoile,residential,30,False,False,39.982,"LINESTRING (6.8377756 47.102632, 6.8374017 47.102886)",,,,,,
218722036,Rue du Docteur-Kern,residential,,False,False,72.028,"LINESTRING (6.8377756 47.102632, 6.8382465 47.1030887, 6.8383223 47.1031622)",,,,,,
"[675258712, 30715380]","[""Rue de l'Etoile"", 'Rue de Bellevue']",residential,30,False,"[False, True]",232.155,"LINESTRING (6.8377756 47.102632, 6.8385916 47.1021107, 6.8388052 47.1019743, 6.8389009 47.1019238, 6.8388273 47.1018498, 6.8380069 47.1010752)",,,,,,
675258715,Rue du Docteur-Kern,residential,30,False,True,132.68200000000002,"LINESTRING (6.8377756 47.102632, 6.836841 47.1017238, 6.8367722 47.1016536)",,,,,,
24453521,Rue Saint-Hubert,residential,30,False,False,27.324,"LINESTRING (6.8327411 47.1066835, 6.8329741 47.1064958)",,,,,,
24453521,Rue Saint-Hubert,residential,30,False,True,27.98,"LINESTRING (6.8327411 47.1066835, 6.8324934 47.1068703)",,,,,,
737409010,Rue de l'Industrie,residential,30,False,False,84.831,"LINESTRING (6.8327411 47.1066835, 6.8318911 47.1061862)",,,,,,
737409010,Rue de l'Industrie,residential,30,False,True,86.21,"LINESTRING (6.8327411 47.1066835, 6.8335975 47.1071947)",,,,,,
737409010,Rue de l'Industrie,residential,30,False,False,86.21,"LINESTRING (6.8335975 47.1071947, 6.8327411 47.1066835)",,,,,,
23962999,Rue du Gazomètre,residential,30,False,True,55.946,"LINESTRING (6.8335975 47.1071947, 6.8338379 47.1070042, 6.8340791 47.106813)",,,,,,
24453521,Rue Saint-Hubert,residential,30,False,False,36.707,"LINESTRING (6.8321703 47.1071165, 6.8324934 47.1068703)",,,,,,
31562879,Rue des Terreaux,unclassified,30,False,False,25.904,"LINESTRING (6.8321703 47.1071165, 6.8324241 47.1072728)",,,,,,
31562879,Rue des Terreaux,unclassified,30,False,True,84.272,"LINESTRING (6.8321703 47.1071165, 6.8313298 47.1066194)",,,,,,
24424288,Ruelle Hans-Rychner,residential,30,False,False,53.402,"LINESTRING (6.8281778 47.1065911, 6.8286586 47.1062396)",,,,,,
25219403,Rue du Temple-Allemand,unclassified,30,False,False,36.163,"LINESTRING (6.8281778 47.1065911, 6.8285221 47.1068166)",,,,,,
25219403,Rue du Temple-Allemand,unclassified,30,False,True,49.143,"LINESTRING (6.8281778 47.1065911, 6.8277237 47.1062752)",,,,,,
24424288,Ruelle Hans-Rychner,residential,30,False,True,53.402,"LINESTRING (6.8286586 47.1062396, 6.8281778 47.1065911)",,,,,,
24424289,Rue du Progrès,unclassified,20,True,False,17.958,"LINESTRING (6.8286586 47.1062396, 6.8288304 47.106351)",,,,,,
24955838,Passage Louis-Robert,unclassified,,False,False,34.719,"LINESTRING (6.8302653 47.1046894, 6.8306452 47.1048644)",,,,,,
44384789,Rue du Stand,unclassified,50,False,False,13.685,"LINESTRING (6.8302653 47.1046894, 6.8301174 47.1047602)",,,,,,
44384789,Rue du Stand,unclassified,50,False,True,37.708,"LINESTRING (6.8302653 47.1046894, 6.8305468 47.1044096)",,,,,,
24424293,Rue du Cours-Supérieur,unclassified,30,False,False,43.3,"LINESTRING (6.8265437 47.1055087, 6.8261487 47.1057904)",,,,,,
24424293,Rue du Cours-Supérieur,unclassified,30,False,True,52.475,"LINESTRING (6.8265437 47.1055087, 6.8270307 47.1051728)",,,,,,
176584339,Rue du Temple-Allemand,unclassified,50,True,False,123.456,"LINESTRING (6.8265437 47.1055087, 6.8265841 47.1055347, 6.8276703 47.1062376, 6.8277237 47.1062752)",,,,,,
