osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,access
46698754,2,5,Rue de Neuchâtel,primary,50,False,True,81.932,"LINESTRING (6.6350116 46.7826298, 6.6350982 46.7825536, 6.635166 46.7824939, 6.63528 46.7823936, 6.6353785 46.782307, 6.6356469 46.7820356)",,,
169834682,1,,,primary,50,True,False,31.469,"LINESTRING (6.6385821 46.7806712, 6.6385796 46.7806946, 6.6385666 46.7807228, 6.6385146 46.7807684, 6.6384626 46.7808012, 6.6383835 46.7808402, 6.6383224 46.7808569, 6.6383052 46.7808587)",roundabout,,
22723990,2,5,Rue des Remparts,primary,50,False,False,222.952,"LINESTRING (6.641629 46.7793517, 6.6414915 46.7794124, 6.6408046 46.7797073, 6.6404685 46.7798531, 6.6402312 46.7799483, 6.6401912 46.7799659, 6.6394044 46.780304, 6.6392724 46.7803606, 6.6391736 46.7804029, 6.6391464 46.7804145)",,,
22723990,2,5,Rue des Remparts,primary,50,False,True,17.995,"LINESTRING (6.641629 46.7793517, 6.6417397 46.779321, 6.6418526 46.7793003)",,,
22735317,1,,Rue des Remparts,unclassified,50,True,False,60.004000000000005,"LINESTRING (6.641629 46.7793517, 6.6416459 46.7793083, 6.6416579 46.7792776, 6.6418548 46.7790759, 6.641946 46.7789823, 6.6420137 46.778885)",,,
82234881,2,,Rue de la Plaine,unclassified,,False,True,10.458,"LINESTRING (6.6422016 46.7782084, 6.6421572 46.7782974)",,,
22735655,,,Rue de la Plaine,residential,,True,False,35.914,"LINESTRING (6.6422016 46.7782084, 6.642278 46.77804, 6.6423581 46.777904)",,,
26761812,1,,Rue de l'Ancien-Stand,unclassified,,True,False,32.224000000000004,"LINESTRING (6.6428687 46.7799063, 6.6429318 46.7800011, 6.6430565 46.7801659)",,,
935801809,1,,,primary,50,True,False,9.752,"LINESTRING (6.6428687 46.7799063, 6.642844 46.7799301, 6.64281 46.7799479, 6.64277 46.779958)",roundabout,,
22697397,,,Rue des Philosophes,secondary,50,False,True,460.90599999999984,"LINESTRING (6.6413837 46.7748069, 6.6414699 46.7748465, 6.6415372 46.7748688, 6.641698 46.7748988, 6.6419821 46.7749533, 6.6422973 46.7750097, 6.6425966 46.7750699, 6.6427389 46.7750986, 6.6429139 46.7751338, 6.6429811 46.7751465, 6.643034 46.7751672, 6.6435105 46.7752626, 6.6435664 46.7752651, 6.6436399 46.7752799, 6.6437621 46.7753045, 6.6438801 46.7753283, 6.6440001 46.7753488, 6.6442837 46.7754072, 6.6443425 46.775429, 6.6444217 46.7754438, 6.6444802 46.7754549, 6.6446847 46.7754961, 6.6447231 46.7755045, 6.6447618 46.7755115, 6.6449074 46.7755399, 6.6449622 46.7755509, 6.645136 46.7755925, 6.6453012 46.7756531, 6.6454563 46.7757391, 6.6455898 46.7758321, 6.6457911 46.7759786, 6.6460595 46.7761752, 6.6461473 46.7762591, 6.6462048 46.7763287, 6.6462291 46.7763651, 6.6462825 46.7764609, 6.6463326 46.7765987, 6.6463663 46.7766641, 6.6463895 46.776709)",,,
22697760,,,Rue du Valentin,secondary,50,False,False,58.083,"LINESTRING (6.6413837 46.7748069, 6.6413161 46.7747552, 6.6412784 46.7746968, 6.6412549 46.774632, 6.6412403 46.7745781, 6.6412245 46.7745234, 6.6412052 46.774457, 6.6411696 46.7743519, 6.6411533 46.7743175)",,,
"[22870337, 83502526]",2,,"['Rue du Valentin', 'Rue des Jordils']",unclassified,30,False,True,89.09700000000001,"LINESTRING (6.6413837 46.7748069, 6.6413187 46.7749074, 6.6412974 46.7749488, 6.6412893 46.7749988, 6.641294 46.7751414, 6.6413146 46.7754137, 6.64131 46.7754977, 6.6412948 46.7755277, 6.6412706 46.775559, 6.6412454 46.7755843)",,,
24956007,2,,Rue de la Plaine,secondary,,False,False,8.518,"LINESTRING (6.6463895 46.776709, 6.6464962 46.776686)",,,
