osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,name,access,ref
23582477,primary,50,roundabout,True,False,17.502,"LINESTRING (7.4849784 46.9319275, 7.4849724 46.9319224, 7.4849637 46.9319134, 7.4849505 46.9318919, 7.4849457 46.9318688, 7.4849497 46.9318456, 7.484962 46.9318238, 7.484982 46.9318049, 7.4850084 46.93179)",,,
25361600,residential,,,False,False,322.646,"LINESTRING (7.4830516 46.9279411, 7.483171 46.9277253, 7.4832098 46.927686, 7.4832723 46.9276471, 7.4833419 46.9276262, 7.4834268 46.9276137, 7.4836239 46.9276124, 7.4847394 46.9275532, 7.4851051 46.9274843, 7.4853104 46.9274236, 7.4855075 46.9273332, 7.485954 46.9270412, 7.4860211 46.9269909, 7.4861642 46.9268838, 7.4862945 46.9267261, 7.4863556 46.9265659)",Unterer Wehrliweg,,
25361600,residential,,,False,True,107.46799999999999,"LINESTRING (7.4830516 46.9279411, 7.4830319 46.9279912, 7.4829156 46.9282829, 7.4827211 46.9285897, 7.4826235 46.9287549, 7.4825711 46.9288481)",Unterer Wehrliweg,,
25588146,residential,,,False,True,139.387,"LINESTRING (7.4830516 46.9279411, 7.4835203 46.9280134, 7.4837384 46.928044, 7.4839863 46.928105, 7.4847596 46.9283756)",Gartenstrasse,permissive,
25361600,residential,,,False,False,96.20399999999998,"LINESTRING (7.4863556 46.9265659, 7.4863559 46.9263199, 7.4863156 46.9261239, 7.4862882 46.9260242, 7.4862752 46.9259768, 7.4862198 46.9258876, 7.4861982 46.9258527, 7.4861302 46.9257493, 7.4861161 46.9257279)",Unterer Wehrliweg,,
25361600,residential,,,False,True,322.646,"LINESTRING (7.4863556 46.9265659, 7.4862945 46.9267261, 7.4861642 46.9268838, 7.4860211 46.9269909, 7.485954 46.9270412, 7.4855075 46.9273332, 7.4853104 46.9274236, 7.4851051 46.9274843, 7.4847394 46.9275532, 7.4836239 46.9276124, 7.4834268 46.9276137, 7.4833419 46.9276262, 7.4832723 46.9276471, 7.4832098 46.927686, 7.483171 46.9277253, 7.4830516 46.9279411)",Unterer Wehrliweg,,
246297059,living_street,,,False,True,14.870000000000001,"LINESTRING (7.4863556 46.9265659, 7.4864144 46.9265328, 7.4864748 46.9264623)",,,
25568614,residential,30,,False,False,19.717,"LINESTRING (7.4877205 46.9320036, 7.4876562 46.9320788, 7.4875895 46.9321567)",Egghölzliweg,destination,
"[313110362, 34033127]",residential,50,,False,False,140.554,"LINESTRING (7.4877205 46.9320036, 7.4882366 46.9321916, 7.4885362 46.9323159, 7.488589 46.9323598, 7.4886191 46.9324059, 7.4886584 46.9325149, 7.4887016 46.9326534, 7.4887904 46.9329104)",Thorackerstrasse,,
313110362,residential,50,,False,True,113.94000000000001,"LINESTRING (7.4877205 46.9320036, 7.4875609 46.9319203, 7.4873418 46.9317733, 7.4871239 46.9316235, 7.4870729 46.9315791, 7.4870121 46.9315168, 7.4869596 46.9314512, 7.4869323 46.9314258, 7.4868894 46.9313928, 7.4868446 46.9313731, 7.4867872 46.9313561, 7.4867386 46.9313456, 7.4866901 46.9313377, 7.4866367 46.9313317)",Thorackerstrasse,,
25568613,primary,50,,False,False,123.32900000000001,"LINESTRING (7.4852117 46.9318494, 7.4853909 46.9318245, 7.4854464 46.9318112, 7.4855039 46.9317939, 7.4863154 46.9314676, 7.4863892 46.9314371, 7.4865858 46.9313532, 7.4866367 46.9313317)",Thunstrasse,,6
1228809268,primary,50,roundabout,True,False,26.714,"LINESTRING (7.4852117 46.9318494, 7.4852134 46.9318787, 7.4852014 46.9319069, 7.4851805 46.9319285, 7.4851514 46.9319453, 7.4851167 46.9319558, 7.4850791 46.9319593, 7.4850415 46.9319554, 7.485007 46.9319445, 7.4849818 46.9319295, 7.4849784 46.9319275)",,,
25361565,residential,40,,False,False,34.309,"LINESTRING (7.4850084 46.93179, 7.4849468 46.9317053, 7.4848953 46.9316537, 7.4848531 46.9316226, 7.4847855 46.9315831, 7.4847303 46.9315528)",Mettlengässli,,
"[1228809267, 1228809269, 1228809270]",primary,50,roundabout,True,False,19.677999999999997,"LINESTRING (7.4850084 46.93179, 7.485033 46.9317817, 7.4850595 46.9317769, 7.4850869 46.931776, 7.485114 46.9317788, 7.4851587 46.9317932, 7.4851704 46.9317997, 7.485181 46.9318071, 7.4851884 46.9318134, 7.4852029 46.9318305, 7.4852117 46.9318494)",,,
674089187,residential,40,,False,False,93.18700000000001,"LINESTRING (7.4806745 46.9313339, 7.4807194 46.9312539, 7.4808478 46.9310105, 7.4809813 46.930747, 7.4810028 46.9306985, 7.4810118 46.9306314, 7.4810177 46.9305347)",Dunantstrasse,,
27667488,residential,40,,False,False,10.601,"LINESTRING (7.4810177 46.9305347, 7.4811573 46.9305354)",Elfenaustrasse,,
674089187,residential,40,,False,True,93.187,"LINESTRING (7.4810177 46.9305347, 7.4810118 46.9306314, 7.4810028 46.9306985, 7.4809813 46.930747, 7.4808478 46.9310105, 7.4807194 46.9312539, 7.4806745 46.9313339)",Dunantstrasse,,
211616873,residential,30,circular,True,False,14.141,"LINESTRING (7.4829638 46.928945, 7.482795 46.9289987)",Pourtalèsstrasse,,
211616877,residential,30,,False,False,105.374,"LINESTRING (7.4829638 46.928945, 7.4835918 46.9290865, 7.4837168 46.9291165, 7.4842738 46.9292572)",Pourtalèsstrasse,,
25361676,residential,,,True,False,61.823,"LINESTRING (7.4842738 46.9292572, 7.4840779 46.9296042, 7.4841611 46.9297793)",Lindenweg,,
211616877,residential,30,,False,False,128.718,"LINESTRING (7.4842738 46.9292572, 7.4849307 46.9294307, 7.4857367 46.9296677, 7.4858407 46.9296983)",Pourtalèsstrasse,,
211616877,residential,30,,False,True,105.374,"LINESTRING (7.4842738 46.9292572, 7.4837168 46.9291165, 7.4835918 46.9290865, 7.4829638 46.928945)",Pourtalèsstrasse,,
25361565,residential,40,,False,True,167.72899999999998,"LINESTRING (7.4821535 46.930678, 7.4823385 46.9307369, 7.4824464 46.9307661, 7.4827775 46.9308377, 7.4828227 46.9308455, 7.4829233 46.9308566, 7.482947 46.9308603, 7.4832772 46.9309408, 7.4835791 46.9310126, 7.4836416 46.9310299, 7.4837445 46.9310652, 7.4841122 46.9311834, 7.4841598 46.9311994, 7.484206 46.9312213)",Mettlengässli,,
27667488,residential,40,,False,True,78.174,"LINESTRING (7.4821535 46.930678, 7.481959 46.9306234, 7.4818182 46.9305895, 7.4817034 46.9305661, 7.4815787 46.9305472, 7.4814884 46.9305384, 7.4813564 46.930535, 7.4811573 46.9305354)",Elfenaustrasse,,
1069664094,residential,30,,False,False,18.404,"LINESTRING (7.4821535 46.930678, 7.482214 46.9305765, 7.4822492 46.930526)",Elfenaustrasse,,
25361619,residential,30,,True,False,89.77,"LINESTRING (7.4822492 46.930526, 7.4821642 46.9304842, 7.4821421 46.9304636, 7.4821246 46.9304393, 7.4821139 46.9304173, 7.4821106 46.9303967, 7.4821143 46.9303729, 7.4823841 46.9297858)",Oberer Wehrliweg,,
1025660774,residential,30,,False,False,163.214,"LINESTRING (7.4822492 46.930526, 7.4836745 46.9303159, 7.4843434 46.9301967)",Elfenaustrasse,,
1069664094,residential,30,,False,True,18.404,"LINESTRING (7.4822492 46.930526, 7.482214 46.9305765, 7.4821535 46.930678)",Elfenaustrasse,,
119561579,residential,,,False,True,48.433,"LINESTRING (7.4843434 46.9301967, 7.4841611 46.9297793)",Lindenweg,,
25361586,residential,30,,False,False,70.773,"LINESTRING (7.4843434 46.9301967, 7.4849889 46.9300523, 7.485215 46.9299751)",Elfenaustrasse,,
1025660774,residential,30,,False,True,163.214,"LINESTRING (7.4843434 46.9301967, 7.4836745 46.9303159, 7.4822492 46.930526)",Elfenaustrasse,,
25815261,residential,30,,False,True,91.484,"LINESTRING (7.481976 46.9288029, 7.481577 46.9295792)",Parkweg,,
25350161,residential,30,,False,False,43.606,"LINESTRING (7.481976 46.9288029, 7.4823457 46.9288949, 7.482516 46.9289363)",Pourtalèsstrasse,,
25361645,residential,,,False,False,65.451,"LINESTRING (7.481577 46.9295792, 7.4823841 46.9297858)",Gurtenweg,,
25815261,residential,30,,False,False,91.484,"LINESTRING (7.481577 46.9295792, 7.481976 46.9288029)",Parkweg,,
8464239,residential,,,False,True,111.43499999999999,"LINESTRING (7.481577 46.9295792, 7.4815453 46.9296476, 7.4811787 46.9303736, 7.4811573 46.9305354)",Parkweg,,
25361645,residential,,,False,True,64.227,"LINESTRING (7.481577 46.9295792, 7.4808487 46.9294143, 7.4807905 46.9293783)",Gurtenweg,,
25361645,residential,,,False,True,65.451,"LINESTRING (7.4823841 46.9297858, 7.481577 46.9295792)",Gurtenweg,,
25815263,residential,30,,False,False,92.917,"LINESTRING (7.4823841 46.9297858, 7.482795 46.9289987)",Oberer Wehrliweg,,
25361645,residential,,,False,False,138.39499999999998,"LINESTRING (7.4823841 46.9297858, 7.4829508 46.929913, 7.4834657 46.9298561, 7.4841611 46.9297793)",Gurtenweg,,
119561579,residential,,,False,False,48.433,"LINESTRING (7.4841611 46.9297793, 7.4843434 46.9301967)",Lindenweg,,
25361645,residential,,,False,True,138.39499999999998,"LINESTRING (7.4841611 46.9297793, 7.4834657 46.9298561, 7.4829508 46.929913, 7.4823841 46.9297858)",Gurtenweg,,
25361633,residential,,,False,False,42.328,"LINESTRING (7.4806039 46.929737, 7.4807905 46.9293783)",Florastrasse,,
25361565,residential,40,,False,False,167.729,"LINESTRING (7.484206 46.9312213, 7.4841598 46.9311994, 7.4841122 46.9311834, 7.4837445 46.9310652, 7.4836416 46.9310299, 7.4835791 46.9310126, 7.4832772 46.9309408, 7.482947 46.9308603, 7.4829233 46.9308566, 7.4828227 46.9308455, 7.4827775 46.9308377, 7.4824464 46.9307661, 7.4823385 46.9307369, 7.4821535 46.930678)",Mettlengässli,,
25361565,residential,40,,False,True,7.165,"LINESTRING (7.484206 46.9312213, 7.4842405 46.9312424, 7.4842716 46.9312674)",Mettlengässli,,
119561578,residential,,,True,False,119.83200000000001,"LINESTRING (7.484206 46.9312213, 7.4842894 46.9311241, 7.4845008 46.9307292, 7.4844725 46.9305424, 7.4843434 46.9301967)",Lindenweg,,
25568614,residential,30,,False,False,31.744,"LINESTRING (7.4875895 46.9321567, 7.4875011 46.93226, 7.4874232 46.9323511, 7.4873786 46.9324032)",Egghölzliweg,destination,
25568614,residential,30,,False,True,19.717,"LINESTRING (7.4875895 46.9321567, 7.4876562 46.9320788, 7.4877205 46.9320036)",Egghölzliweg,destination,
25568615,residential,30,,False,False,157.402,"LINESTRING (7.4875895 46.9321567, 7.4874885 46.9321247, 7.4874236 46.9320814, 7.4873895 46.9319883, 7.48725 46.9319283, 7.4871824 46.9318908, 7.4871146 46.9318753, 7.4870623 46.9318802, 7.4869309 46.9319365, 7.4867023 46.9320758, 7.4863887 46.9322939, 7.4860996 46.9325249)",Eggweg,destination,
