osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction,access
541511715,2,255,Strengelbacherstrasse,secondary,50,False,True,11.744,"LINESTRING (7.9439396 47.2842982, 7.9438045 47.2842457)",,,
28389624,,,Obere Brühlstrasse,residential,,False,False,92.043,"LINESTRING (7.9439396 47.2842982, 7.9438715 47.28439, 7.9435144 47.2848713, 7.943391 47.2850376)",,,
541511715,2,255,Strengelbacherstrasse,secondary,50,False,False,49.040000000000006,"LINESTRING (7.9439396 47.2842982, 7.9441691 47.2843828, 7.9445109 47.2845087)",,,
1170374332,2,2,Luzernerstrasse,primary,50,False,True,23.348,"LINESTRING (7.9475639 47.28558, 7.9476463 47.2853776)",,,
"[1231855216, 164918910, 164918911]",2,2,Luzernerstrasse,primary,50,False,False,97.683,"LINESTRING (7.9475639 47.28558, 7.9475248 47.2856676, 7.9474986 47.2857285, 7.9474577 47.2858145, 7.9473672 47.2859659, 7.947304 47.286062, 7.9471572 47.286266, 7.9471287 47.2863085, 7.9470644 47.2863882)",,,
181305677,2,2,General-Guisan-Strasse,primary,50,False,False,12.786,"LINESTRING (7.9483538 47.2873863, 7.9483781 47.2875001)",,,
50236007,,,Finkenherdstrasse,residential,30,False,False,59.526,"LINESTRING (7.9483538 47.2873863, 7.9485236 47.2873783, 7.9486657 47.2873922, 7.9489192 47.2874171, 7.9491269 47.2874648)",,,
"[26994297, 1231855218, 1170379236]",2,2,General-Guisan-Strasse,primary,50,False,True,134.19,"LINESTRING (7.9483538 47.2873863, 7.948236 47.287221, 7.9480898 47.287111, 7.9480163 47.2870654, 7.9479773 47.2870412, 7.9479108 47.287, 7.9474533 47.2867369, 7.9472958 47.286645, 7.947218 47.2865995, 7.947105 47.2865466)",,,
164809546,3,2,General-Guisan-Strasse,primary,50,False,False,14.198,"LINESTRING (7.9438505 47.2911436, 7.9437819 47.2911272, 7.9437272 47.2911166, 7.9436696 47.2911092)",,,
222061882,2,2,General-Guisan-Strasse,primary,50,False,True,128.043,"LINESTRING (7.9438505 47.2911436, 7.9439085 47.2911357, 7.9439664 47.2911212, 7.9440418 47.2910928, 7.9441248 47.2910506, 7.9441836 47.2910165, 7.9442418 47.2909906, 7.9443096 47.2909675, 7.944383 47.2909539, 7.944457 47.2909492, 7.9445191 47.290951, 7.9446401 47.2909596, 7.9450162 47.2909848, 7.9452762 47.2909989, 7.9453505 47.2909997, 7.9454068 47.2909942, 7.9454647 47.290984)",,,
785531806,3,K 315,Mühlethalstrasse,tertiary,50,False,False,26.486,"LINESTRING (7.9438505 47.2911436, 7.9440067 47.2912475, 7.9440891 47.2913178)",,,
"[26994276, 1186311830]","['2', '3']",2,Aarburgerstrasse,primary,50,False,False,76.288,"LINESTRING (7.9435286 47.2911068, 7.9434743 47.2911397, 7.943398 47.2911912, 7.9433268 47.2912451, 7.9430635 47.2914359, 7.9428841 47.2915659, 7.9428318 47.2916038)",,,
137215741,2,,Untere Grabenstrasse,tertiary,,False,False,101.23,"LINESTRING (7.9435286 47.2911068, 7.943423 47.2910199, 7.9432 47.2908591, 7.9431761 47.2908352, 7.9431025 47.2907616, 7.9430315 47.2906251, 7.9429962 47.2904548, 7.942967 47.2903137)",,,
164809546,3,2,General-Guisan-Strasse,primary,50,False,True,10.701,"LINESTRING (7.9435286 47.2911068, 7.9435803 47.291103, 7.9436241 47.2911045, 7.9436696 47.2911092)",,,
"[1232709648, 137215741]",2,,Untere Grabenstrasse,tertiary,,False,False,165.319,"LINESTRING (7.942967 47.2903137, 7.9429737 47.290151, 7.9429907 47.2900502, 7.9430345 47.2899263, 7.9431174 47.2897126, 7.9431887 47.2895287, 7.9432145 47.2894734, 7.9433122 47.2892128, 7.9433925 47.2890016, 7.9434489 47.288868)",,,
137215741,2,,Untere Grabenstrasse,tertiary,,False,True,101.23,"LINESTRING (7.942967 47.2903137, 7.9429962 47.2904548, 7.9430315 47.2906251, 7.9431025 47.2907616, 7.9431761 47.2908352, 7.9432 47.2908591, 7.943423 47.2910199, 7.9435286 47.2911068)",,,
1232709654,,,Funkenstrasse,residential,,False,False,108.54400000000001,"LINESTRING (7.942967 47.2903137, 7.942839 47.2903162, 7.9427066 47.2903452, 7.9423941 47.2905197, 7.9422078 47.2906409, 7.9418404 47.2908799)",,,
50292218,,,Hellmühleeingang,residential,30,False,False,44.529,"LINESTRING (7.9434489 47.288868, 7.9440094 47.2889938)",,,
"[28389379, 28389380, 28389381, 1228874142]",1,,Henzmannstrasse,tertiary,50,False,False,209.88099999999997,"LINESTRING (7.9434489 47.288868, 7.9433296 47.2888271, 7.9427092 47.2886057, 7.9424585 47.2885168, 7.9420904 47.2883863, 7.9419686 47.2883388, 7.9412319 47.2881113, 7.9409529 47.2880369)",yes,,
98658074,2,,Untere Grabenstrasse,tertiary,,False,False,71.62100000000001,"LINESTRING (7.9434489 47.288868, 7.9434942 47.2887386, 7.9435327 47.2886258, 7.9436643 47.2882407)",,,
"[1232709648, 137215741]",2,,Untere Grabenstrasse,tertiary,,False,True,165.31900000000002,"LINESTRING (7.9434489 47.288868, 7.9433925 47.2890016, 7.9433122 47.2892128, 7.9432145 47.2894734, 7.9431887 47.2895287, 7.9431174 47.2897126, 7.9430345 47.2899263, 7.9429907 47.2900502, 7.9429737 47.290151, 7.942967 47.2903137)",,,
28272105,,,Vordere Hauptgasse,residential,30,False,False,26.663,"LINESTRING (7.9469031 47.2865523, 7.9466833 47.2867401)",,,
310273018,1,,,primary,50,True,False,12.116,"LINESTRING (7.9469031 47.2865523, 7.9468768 47.2865317, 7.9468597 47.286507, 7.9468532 47.2864802, 7.9468576 47.2864531)",,roundabout,
28272105,,,Vordere Hauptgasse,residential,30,False,False,22.94,"LINESTRING (7.9464638 47.2869583, 7.9463457 47.2870795, 7.9462919 47.2871284)",,,
28272105,,,Vordere Hauptgasse,residential,30,False,True,29.477,"LINESTRING (7.9464638 47.2869583, 7.946601 47.2868035, 7.9466833 47.2867401)",,,
41292637,,,Letzigasse,residential,,False,True,119.608,"LINESTRING (7.9464638 47.2869583, 7.9469541 47.2871024, 7.9469882 47.287113, 7.9473586 47.2872284, 7.947738 47.287407, 7.9478412 47.2874756)",,,
438906245,,,Gerbergasse,unclassified,30,True,False,40.487,"LINESTRING (7.9469269 47.2873402, 7.9474117 47.2874965)",,,
28272107,,,Rathausgasse,unclassified,30,True,False,92.64699999999999,"LINESTRING (7.9469269 47.2873402, 7.9466643 47.287701, 7.9464441 47.2881051)",,,
28272108,,,Niklaus-Thut-Platz,unclassified,30,False,False,58.047,"LINESTRING (7.9462612 47.2884916, 7.9468834 47.2885986, 7.9470072 47.2886199)",,,
28418022,,,Hintere Hauptgasse,residential,30,False,False,99.954,"LINESTRING (7.9462612 47.2884916, 7.9463086 47.2886984, 7.9463346 47.2888943, 7.9463423 47.2889527, 7.9461877 47.2891508, 7.9460753 47.289295, 7.9460435 47.2893368)",,,
28272108,,,Niklaus-Thut-Platz,unclassified,30,False,True,38.802,"LINESTRING (7.9474691 47.2887735, 7.947357 47.2887378, 7.9470072 47.2886199)",,,
181305675,2,2,General-Guisan-Strasse,primary,50,False,False,17.75,"LINESTRING (7.9474691 47.2887735, 7.9474257 47.2888428, 7.9473694 47.288918)",,,
181305677,2,2,General-Guisan-Strasse,primary,50,False,True,158.78799999999998,"LINESTRING (7.9474691 47.2887735, 7.9475211 47.288711, 7.9475428 47.2886853, 7.947964 47.2881861, 7.947985 47.2881627, 7.9481877 47.2879372, 7.9482974 47.2877576, 7.9483056 47.2877401, 7.9483738 47.2875936, 7.9483781 47.2875001)",,,
164809546,3,2,General-Guisan-Strasse,primary,50,False,False,10.701,"LINESTRING (7.9436696 47.2911092, 7.9436241 47.2911045, 7.9435803 47.291103, 7.9435286 47.2911068)",,,
164809546,3,2,General-Guisan-Strasse,primary,50,False,True,14.198,"LINESTRING (7.9436696 47.2911092, 7.9437272 47.2911166, 7.9437819 47.2911272, 7.9438505 47.2911436)",,,
1164197490,,,Vordere Hauptgasse,residential,30,False,False,59.464,"LINESTRING (7.9436696 47.2911092, 7.9436966 47.2910289, 7.9437377 47.2909766, 7.9438116 47.2908685, 7.9439072 47.2906023)",,,
28568970,,,Bündtengasse,residential,,False,False,11.331,"LINESTRING (7.9440307 47.2922913, 7.9438813 47.2923021)",,,
24897102,2,K 315,Mühlethalstrasse,tertiary,50,False,True,109.177,"LINESTRING (7.9440307 47.2922913, 7.9441221 47.2917922, 7.9441337 47.291647, 7.9441341 47.291424, 7.9440891 47.2913178)",,,
164699280,,K 315,Mühlethalstrasse,tertiary,50,False,False,38.30800000000001,"LINESTRING (7.9440307 47.2922913, 7.944058 47.2923884, 7.9441132 47.2924579, 7.9442427 47.2925996)",,,
164699280,,K 315,Mühlethalstrasse,tertiary,50,False,True,38.30800000000001,"LINESTRING (7.9442427 47.2925996, 7.9441132 47.2924579, 7.944058 47.2923884, 7.9440307 47.2922913)",,,
785531814,,,Schulhausstrasse,residential,50,False,False,121.956,"LINESTRING (7.9442427 47.2925996, 7.944339 47.2924823, 7.9450538 47.2916508)",,,
181305675,2,2,General-Guisan-Strasse,primary,50,False,True,17.75,"LINESTRING (7.9473694 47.288918, 7.9474257 47.2888428, 7.9474691 47.2887735)",,,
222061883,2,2,General-Guisan-Strasse,primary,50,False,False,123.54399999999998,"LINESTRING (7.9473694 47.288918, 7.947318 47.2889781, 7.9468105 47.2895684, 7.9467816 47.2896021, 7.9465448 47.289878)",,,
1232473893,2,K 316,Rosengartenstrasse,tertiary,50,False,False,158.565,"LINESTRING (7.9473694 47.288918, 7.9475076 47.288969, 7.9478487 47.2890918, 7.9482542 47.2892272, 7.949245 47.2895619)",,,
26128351,2,K 316,Rosengartenstrasse,tertiary,50,False,True,80.657,"LINESTRING (7.9515833 47.290223, 7.9505811 47.2899699)",,,
61398519,,,Finkenrain,residential,50,False,False,91.477,"LINESTRING (7.9515833 47.290223, 7.9520379 47.2894603)",,,
28272041,2,,Mühlemattstrasse,secondary,50,False,False,110.611,"LINESTRING (7.9395629 47.2865875, 7.9401224 47.285668)",,,
785531815,,,Bifangstrasse,residential,30,False,True,81.821,"LINESTRING (7.9459883 47.2920228, 7.9469298 47.2923884)",,,
1232999532,,,Bifangstrasse,residential,30,False,False,81.722,"LINESTRING (7.9459883 47.2920228, 7.9450538 47.2916508)",,,
28372789,,,Sälistrasse,residential,30,False,False,137.922,"LINESTRING (7.9459883 47.2920228, 7.9462514 47.2917105, 7.9463645 47.2915763, 7.9463869 47.2915497, 7.9465649 47.2913385, 7.9466583 47.2912277, 7.9467284 47.2911444, 7.9468957 47.2909459)",,,
28372789,,,Sälistrasse,residential,30,False,True,137.922,"LINESTRING (7.9468957 47.2909459, 7.9467284 47.2911444, 7.9466583 47.2912277, 7.9465649 47.2913385, 7.9463869 47.2915497, 7.9463645 47.2915763, 7.9462514 47.2917105, 7.9459883 47.2920228)",,,
222061949,,,Weiherstrasse,residential,30,False,False,44.730999999999995,"LINESTRING (7.9468957 47.2909459, 7.9469364 47.2909621, 7.9474079 47.2911487)",,,
"[28803877, 222061949]",,,Weiherstrasse,residential,30,False,True,81.736,"LINESTRING (7.9468957 47.2909459, 7.9468628 47.290933, 7.9460844 47.2906222, 7.9459584 47.2905771)",,,
222061882,2,2,General-Guisan-Strasse,primary,50,False,False,3.167,"LINESTRING (7.9459584 47.2905771, 7.9459375 47.2906018)",,,
"[222061949, 28803877]",,,Weiherstrasse,residential,30,False,False,81.736,"LINESTRING (7.9459584 47.2905771, 7.9460844 47.2906222, 7.9468628 47.290933, 7.9468957 47.2909459)",,,
222061882,2,2,General-Guisan-Strasse,primary,50,False,True,89.458,"LINESTRING (7.9459584 47.2905771, 7.9460468 47.2904838, 7.9462004 47.290297, 7.9463213 47.2901499, 7.9465448 47.289878)",,,
"[222061974, 28373133, 1229564246, 1229564247]",,,Weiherstrasse,residential,30,False,False,145.32,"LINESTRING (7.9474079 47.2911487, 7.9474167 47.2911938, 7.9474202 47.2912453, 7.9474221 47.2912896, 7.9474133 47.2913572, 7.9474002 47.2914217, 7.9473686 47.2915357, 7.9473311 47.291672, 7.9472687 47.2918995, 7.9472492 47.2919705, 7.9472324 47.2920221, 7.9472018 47.292083, 7.9471756 47.2921214, 7.9469298 47.2923884)",,,
28568976,,,Rebbergstrasse,unclassified,30,False,False,110.534,"LINESTRING (7.9474079 47.2911487, 7.94755 47.2911409, 7.9477 47.2911346, 7.9479037 47.2910851, 7.9480927 47.2910667, 7.9483445 47.2910524, 7.9485156 47.2910423, 7.9488551 47.2910208)",,,
222061949,,,Weiherstrasse,residential,30,False,True,44.730999999999995,"LINESTRING (7.9474079 47.2911487, 7.9469364 47.2909621, 7.9468957 47.2909459)",,,
785531815,,,Bifangstrasse,residential,30,False,False,81.821,"LINESTRING (7.9469298 47.2923884, 7.9459883 47.2920228)",,,
37611328,,,Bifangstrasse,residential,30,False,False,45.870000000000005,"LINESTRING (7.9469298 47.2923884, 7.9470083 47.2924041, 7.9473187 47.292466, 7.9475133 47.2925048)",,,
"[1229564246, 28373133, 222061974, 1229564247]",,,Weiherstrasse,residential,30,False,True,145.32,"LINESTRING (7.9469298 47.2923884, 7.9471756 47.2921214, 7.9472018 47.292083, 7.9472324 47.2920221, 7.9472492 47.2919705, 7.9472687 47.2918995, 7.9473311 47.291672, 7.9473686 47.2915357, 7.9474002 47.2914217, 7.9474133 47.2913572, 7.9474221 47.2912896, 7.9474202 47.2912453, 7.9474167 47.2911938, 7.9474079 47.2911487)",,,
1232999532,,,Bifangstrasse,residential,30,False,True,81.722,"LINESTRING (7.9450538 47.2916508, 7.9459883 47.2920228)",,,
28372831,,,Schulhausstrasse,residential,50,False,False,82.528,"LINESTRING (7.9450538 47.2916508, 7.9451234 47.2915607, 7.9452679 47.2913733, 7.9454702 47.2911357, 7.9454894 47.2910737, 7.9454647 47.290984)",,,
28741472,,,Bifangstrasse,residential,30,False,False,82.036,"LINESTRING (7.9450538 47.2916508, 7.9449297 47.2915973, 7.9445492 47.2914534, 7.9445194 47.2914424, 7.9445025 47.2914362, 7.9444203 47.2914059, 7.9443149 47.291367, 7.9442146 47.2913368, 7.9440891 47.2913178)",,,
785531814,,,Schulhausstrasse,residential,50,False,True,121.956,"LINESTRING (7.9450538 47.2916508, 7.944339 47.2924823, 7.9442427 47.2925996)",,,
28372831,,,Schulhausstrasse,residential,50,False,True,82.52799999999999,"LINESTRING (7.9454647 47.290984, 7.9454894 47.2910737, 7.9454702 47.2911357, 7.9452679 47.2913733, 7.9451234 47.2915607, 7.9450538 47.2916508)",,,
222061882,2,2,General-Guisan-Strasse,primary,50,False,False,128.04299999999998,"LINESTRING (7.9454647 47.290984, 7.9454068 47.2909942, 7.9453505 47.2909997, 7.9452762 47.2909989, 7.9450162 47.2909848, 7.9446401 47.2909596, 7.9445191 47.290951, 7.944457 47.2909492, 7.944383 47.2909539, 7.9443096 47.2909675, 7.9442418 47.2909906, 7.9441836 47.2910165, 7.9441248 47.2910506, 7.9440418 47.2910928, 7.9439664 47.2911212, 7.9439085 47.2911357, 7.9438505 47.2911436)",,,
222061882,2,2,General-Guisan-Strasse,primary,50,False,True,56.975,"LINESTRING (7.9454647 47.290984, 7.9455198 47.2909678, 7.945565 47.290951, 7.9456385 47.2909155, 7.9456741 47.2908932, 7.945723 47.290855, 7.9457588 47.2908156, 7.9459375 47.2906018)",,,
28272041,2,,Mühlemattstrasse,secondary,50,False,True,75.16499999999999,"LINESTRING (7.940412 47.2850285, 7.9404045 47.2851737, 7.9403751 47.2852459, 7.9403059 47.2853782, 7.9401224 47.285668)",,,
"[28389624, 28389626, 236469323]",,,"['Obere Brühlstrasse', 'Mühlegasse']",residential,,False,True,284.07,"LINESTRING (7.940412 47.2850285, 7.9405827 47.2850525, 7.9407186 47.2850846, 7.9408941 47.285149, 7.9412176 47.2853064, 7.9414815 47.2854197, 7.9417623 47.2855096, 7.9424994 47.2856657, 7.942671 47.2856948, 7.9427763 47.2856961, 7.9428366 47.2856856, 7.9429091 47.2856446, 7.9433656 47.2850696, 7.943391 47.2850376)",,,
28741467,,,Pomernweg,residential,30,False,True,87.62799999999999,"LINESTRING (7.9491269 47.2874648, 7.9490481 47.2871484, 7.9490407 47.2871186, 7.9490519 47.2869791, 7.9490993 47.2866836)",,,
42967485,,,Im Schürli,residential,30,False,True,116.756,"LINESTRING (7.9491269 47.2874648, 7.950041 47.2876876, 7.9505837 47.2878198)",,,
50236007,,,Finkenherdstrasse,residential,30,False,True,59.526,"LINESTRING (7.9491269 47.2874648, 7.9489192 47.2874171, 7.9486657 47.2873922, 7.9485236 47.2873783, 7.9483538 47.2873863)",,,
