osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access
1151394373,True,2,4,Schaffhauserstrasse,primary,50,False,11.534,"LINESTRING (8.5801233 47.4535898, 8.5801601 47.4534891)",,,
1231751473,False,2,350,Dorfstrasse,secondary,50,True,27.275,"LINESTRING (8.582972 47.453144, 8.5826223 47.4532092)",,,
"[739923412, 10936349]",True,,,Lindengartenstrasse,residential,50,False,43.649,"LINESTRING (8.582972 47.453144, 8.5829503 47.4532007, 8.5828504 47.45338, 8.5827451 47.4535033)",,,
60121141,False,3,350,Dorfstrasse,secondary,50,False,42.092,"LINESTRING (8.582972 47.453144, 8.583152 47.4531118, 8.5835146 47.4530509)",,,
1231751473,False,2,350,Dorfstrasse,secondary,50,False,27.275,"LINESTRING (8.5826223 47.4532092, 8.582972 47.453144)",,,
11792177,False,,,Kalchengasse,residential,50,True,189.966,"LINESTRING (8.5826223 47.4532092, 8.58259 47.45316, 8.5824623 47.4526953, 8.5824105 47.4524549, 8.5823257 47.4522102, 8.5820937 47.4515407)",,,
"[1231751473, 10590764]",False,2,350,Dorfstrasse,secondary,50,True,64.624,"LINESTRING (8.5826223 47.4532092, 8.5824704 47.4532373, 8.5820191 47.4533125, 8.5817888 47.4533509)",,,
1151394375,True,1,350,Dorfstrasse,secondary,50,False,31.576,"LINESTRING (8.580509 47.4534608, 8.5805952 47.4534552, 8.5807955 47.4534502, 8.5809274 47.4534613)",,,
"[10590906, 10590892]",False,3,4,"['Schaffhauserstrasse', 'Lufingerstrasse']",primary,50,"[False, True]",66.66600000000001,"LINESTRING (8.5796704 47.4562805, 8.5795583 47.4560242, 8.5795471 47.4559641, 8.5795461 47.4559022, 8.5795539 47.4558165, 8.5795915 47.4556952)",,,
10694691,False,,,Industriestrasse,residential,,False,17.382,"LINESTRING (8.591091 47.4497354, 8.5912409 47.4498544)",,,
