osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,junction,ref,access,tunnel
61776582,Seemattenweg,residential,False,False,63.174,,"LINESTRING (7.6727968 46.6906481, 7.672933 46.6912085)",,,,,
147247140,Stockhornstrasse,residential,False,False,23.935,30,"LINESTRING (7.6727968 46.6906481, 7.6724833 46.6906577)",,,,,
147247140,Stockhornstrasse,residential,False,True,129.321,30,"LINESTRING (7.6727968 46.6906481, 7.6729159 46.6906445, 7.6734819 46.6906235, 7.6736148 46.6906192, 7.673746 46.6906149, 7.6738063 46.6906129, 7.6739343 46.6906087, 7.6740515 46.6906048, 7.6744902 46.6905904)",,,,,
27155129,Asylstrasse,unclassified,False,True,135.20999999999998,30,"LINESTRING (7.6760758 46.6909802, 7.6760313 46.6909817, 7.6759961 46.690993, 7.6758795 46.6910683, 7.6758636 46.6910786, 7.6758475 46.6910896, 7.6756134 46.6912317, 7.67538 46.6913501, 7.6753428 46.6913627, 7.6753251 46.6913673, 7.6752807 46.691375, 7.675069 46.6913853, 7.6750299 46.6913871, 7.6749768 46.6913896, 7.6749159 46.6913926, 7.6747875 46.6913988, 7.674697 46.6914031, 7.6746279 46.6914065, 7.6745743 46.6914106, 7.6745076 46.6914157)",,,,,
244311901,Spiezbergstrasse,residential,False,False,83.845,30,"LINESTRING (7.6760758 46.6909802, 7.6760783 46.691002, 7.6760867 46.6910762, 7.676088 46.6910877, 7.6761362 46.6913494, 7.6761574 46.6914484, 7.676173 46.6915081, 7.6761775 46.6915238, 7.6761921 46.6915598, 7.6762447 46.6916523, 7.6762803 46.6917169)",,,,,
244311901,Spiezbergstrasse,residential,False,True,50.969,30,"LINESTRING (7.6760758 46.6909802, 7.6760811 46.6909147, 7.6760845 46.6908727, 7.6761012 46.6908043, 7.6761278 46.6907282, 7.6762009 46.6905571, 7.6762111 46.6905333)",,,,,
33790588,Turnhallenstrasse,residential,False,True,31.917,30,"LINESTRING (7.6745076 46.6914157, 7.6745006 46.6911287)",,,,,
27155129,Asylstrasse,unclassified,False,False,135.21,30,"LINESTRING (7.6745076 46.6914157, 7.6745743 46.6914106, 7.6746279 46.6914065, 7.674697 46.6914031, 7.6747875 46.6913988, 7.6749159 46.6913926, 7.6749768 46.6913896, 7.6750299 46.6913871, 7.675069 46.6913853, 7.6752807 46.691375, 7.6753251 46.6913673, 7.6753428 46.6913627, 7.67538 46.6913501, 7.6756134 46.6912317, 7.6758475 46.6910896, 7.6758636 46.6910786, 7.6758795 46.6910683, 7.6759961 46.690993, 7.6760313 46.6909817, 7.6760758 46.6909802)",,,,,
27155129,Asylstrasse,unclassified,False,True,116.596,30,"LINESTRING (7.6745076 46.6914157, 7.6744997 46.6914167, 7.6741771 46.6914578, 7.6739354 46.6914827, 7.6737432 46.6915046, 7.673657 46.6915218, 7.6735304 46.6915608, 7.6733855 46.6916006, 7.6731491 46.6916614, 7.6730354 46.6916778)",,,,,
33790596,Sonnenfelsstrasse,residential,False,False,143.869,30,"LINESTRING (7.6777641 46.6923993, 7.6776196 46.6923489, 7.6776117 46.6923461, 7.6775694 46.6923314, 7.6775184 46.6923216, 7.6774713 46.6923172, 7.6773921 46.6923159, 7.6773288 46.6923148, 7.6772542 46.6922997, 7.6771795 46.6922612, 7.6771049 46.6922343, 7.6770097 46.6922043, 7.6769812 46.6921956, 7.6768784 46.6921637, 7.6768537 46.6921552, 7.6767252 46.692111, 7.6765969 46.6920519, 7.6764763 46.6919775, 7.6764427 46.6919506, 7.6763988 46.6919111, 7.6763686 46.691876, 7.6763331 46.6918284, 7.6763054 46.6917736, 7.6762922 46.6917404, 7.6762869 46.6917296, 7.6762803 46.6917169)",,,,,
32547405,Kronenplatz,primary,True,False,8.793000000000001,,"LINESTRING (7.6791952 46.6884685, 7.6792234 46.6884724, 7.6792496 46.6884808, 7.6792721 46.6884931, 7.6792898 46.6885087)",1,roundabout,,,
33790588,Turnhallenstrasse,residential,False,False,78.67,30,"LINESTRING (7.6744914 46.6898829, 7.6744904 46.690268, 7.6744902 46.6903144, 7.6744897 46.6903992, 7.6744896 46.6904964, 7.6744895 46.690545, 7.6744902 46.6905904)",,,,,
146179827,Thunstrasse,primary,False,True,15.218,50,"LINESTRING (7.6744914 46.6898829, 7.6743833 46.6898822, 7.6742919 46.6898813)",2,,6;11,,
1186131731,Thunstrasse,primary,False,False,12.809000000000001,50,"LINESTRING (7.6744914 46.6898829, 7.6745872 46.6898818, 7.6746593 46.6898806)",3,,6;11,,
398971416,Oberlandstrasse,primary,False,False,143.49400000000003,50,"LINESTRING (7.6803657 46.6874829, 7.6801824 46.6876841, 7.6799557 46.6880166, 7.6798712 46.6881401, 7.6798186 46.6881973, 7.6797755 46.688238, 7.6797626 46.68825, 7.6796688 46.6883226, 7.6795951 46.6883633, 7.679394 46.688459, 7.6793775 46.6884669, 7.6792898 46.6885087)",2,,6;11,,
32500469,Kirchgasse,residential,False,True,335.122,30,"LINESTRING (7.6762196 46.6902174, 7.6763265 46.6901832, 7.6767436 46.6900537, 7.6767963 46.6900372, 7.6769956 46.6899749, 7.6770313 46.6899643, 7.6772045 46.6899133, 7.6773181 46.6898851, 7.6774082 46.689867, 7.6775154 46.6898524, 7.6776343 46.6898431, 7.6778957 46.6898417, 7.6780264 46.6898387, 7.6782682 46.6898238, 7.6786955 46.689765, 7.6787526 46.6897571, 7.6788326 46.689747, 7.6789502 46.6897387, 7.6789867 46.6897391, 7.6790195 46.6897395, 7.6791412 46.6897563, 7.6791583 46.6897608, 7.6791709 46.6897642, 7.6792223 46.6897777, 7.6794148 46.6898439, 7.6796924 46.6899539, 7.6797775 46.6899816, 7.6798508 46.6900004, 7.6799646 46.6900217, 7.6800797 46.6900413, 7.6802092 46.6900581, 7.6802929 46.6900678, 7.6803439 46.6900749, 7.6803874 46.6900876)",,,,,
244311901,Spiezbergstrasse,residential,False,False,35.831999999999994,30,"LINESTRING (7.6762196 46.6902174, 7.6762476 46.690272, 7.6762492 46.6902769, 7.6762536 46.6903041, 7.6762559 46.6903182, 7.6762547 46.6903443, 7.6762407 46.690437, 7.6762266 46.6904909, 7.6762111 46.6905333)",,,,,
244311901,Spiezbergstrasse,residential,False,True,82.44700000000002,30,"LINESTRING (7.6762196 46.6902174, 7.6762103 46.6902032, 7.6761715 46.690157, 7.6761427 46.6901327, 7.6761099 46.6901108, 7.67603 46.6900704, 7.6759357 46.6900392, 7.6758637 46.6900204, 7.6756099 46.6899733, 7.675529 46.6899527, 7.6755222 46.689951, 7.6754594 46.6899304, 7.6754189 46.6899116, 7.6753769 46.6898919, 7.6753585 46.6898748, 7.6753376 46.6898427)",,,,,
32794659,Kornweidliweg,residential,False,True,129.608,30,"LINESTRING (7.6741323 46.688163, 7.6741785 46.688178, 7.6742832 46.6882192, 7.6743632 46.6882604, 7.6745572 46.6883976, 7.6746345 46.6884397, 7.6746417 46.6884428, 7.6747066 46.6884711, 7.6747699 46.6884932, 7.6750627 46.6885952, 7.6753795 46.6887081, 7.6754856 46.6887564, 7.6755472 46.6887923)",,,,destination,
215079184,Kornmattgasse,residential,False,False,75.599,30,"LINESTRING (7.6741323 46.688163, 7.6741632 46.6881268, 7.6742289 46.6880565, 7.6742556 46.6880326, 7.6745692 46.6877935, 7.6746101 46.6877622, 7.6746784 46.6877101, 7.6747693 46.6876444)",,,,destination,
