osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,width,bridge,access
278760564,,unclassified,,,False,True,35.975,"LINESTRING (7.0679651 46.1049626, 7.0679439 46.1049393, 7.0679428 46.1049119, 7.0679621 46.1048879, 7.0679963 46.104874, 7.0680271 46.1048729, 7.0680559 46.1048804, 7.0680779 46.1048954, 7.0680894 46.1049152, 7.0680884 46.1049365, 7.0680751 46.1049558, 7.0680517 46.1049697, 7.0680222 46.104976, 7.0679916 46.1049734, 7.0679651 46.1049626)",,,,,
26975642,,living_street,20,,False,True,61.72800000000001,"LINESTRING (7.0703329 46.1062721, 7.0704581 46.106161, 7.0705131 46.1061133, 7.0705446 46.106086, 7.0705802 46.1060547, 7.0706072 46.1060303, 7.0706506 46.1060018, 7.0706996 46.1059783, 7.0707459 46.1059435, 7.0707985 46.1058998, 7.0708555 46.105854)",,Rue de la Bâtiaz,,,
"[134986440, 1020220036]",,"['living_street', 'residential']",20,,False,False,25.186,"LINESTRING (7.0703329 46.1062721, 7.0702021 46.1063786, 7.0701291 46.1064489)",,,,,
"[152360251, 211364076, 152360246, 152360255]",,"['living_street', 'unclassified']",20,,False,False,712.4170000000001,"LINESTRING (7.0703329 46.1062721, 7.0701582 46.1061653, 7.0699094 46.1061148, 7.0698191 46.1061098, 7.0696822 46.1060849, 7.069492 46.106091, 7.0694438 46.1061037, 7.0692775 46.1062648, 7.0692406 46.1062701, 7.069211 46.1062628, 7.0691926 46.1062448, 7.0691892 46.1062206, 7.0692551 46.1061105, 7.0693025 46.1060505, 7.0694844 46.1059291, 7.0695023 46.1059117, 7.0695114 46.1058841, 7.0695097 46.1058604, 7.0694782 46.1058409, 7.0694316 46.1058317, 7.0693834 46.105842, 7.0692188 46.1059859, 7.0689567 46.1061706, 7.0688845 46.1062871, 7.0688577 46.1063121, 7.0688369 46.1063148, 7.068813 46.1063073, 7.0687975 46.1062878, 7.0687946 46.1062699, 7.0689283 46.1059419, 7.0689473 46.1059086, 7.0690846 46.1057193, 7.0690808 46.1057006, 7.0690447 46.1056839, 7.0690039 46.1056832, 7.0689694 46.1056986, 7.0688958 46.1057648, 7.0688002 46.1058514, 7.0685495 46.1060759, 7.0684804 46.1061896, 7.0684418 46.1063036, 7.0683986 46.1065169, 7.0683628 46.1065909, 7.0682304 46.1067391, 7.0681069 46.1069286, 7.0680886 46.1069504, 7.0680705 46.1069576, 7.0680445 46.1069577, 7.0680119 46.1069423, 7.0679921 46.1069197, 7.0679944 46.1068921, 7.0681311 46.1066793, 7.0681491 46.1066071, 7.0681543 46.1065462, 7.0681048 46.106287, 7.0680107 46.1056299, 7.0679345 46.1053855, 7.0679205 46.1053613, 7.0678111 46.1052381, 7.0678043 46.1052099, 7.0678156 46.1051732, 7.0679651 46.1049626)",,Chemin du Château,,,
58114795,,residential,30,,False,False,40.56700000000001,"LINESTRING (7.0702966 46.1031884, 7.0702703 46.1030828, 7.0702657 46.1030282, 7.0702903 46.1028795, 7.0703035 46.102827)",,,,,
58114792,,residential,30,,False,False,60.587999999999994,"LINESTRING (7.0706687 46.103782, 7.0704743 46.1034967, 7.0703474 46.1032849)",,,,,
58114806,,residential,30,,False,False,72.67399999999999,"LINESTRING (7.0706687 46.103782, 7.0706056 46.10384, 7.0703183 46.1040838, 7.0702173 46.104172, 7.0701702 46.1042265, 7.0701044 46.104304)",,Rue de la Dranse,,,
58114806,,residential,30,,False,True,72.674,"LINESTRING (7.0701044 46.104304, 7.0701702 46.1042265, 7.0702173 46.104172, 7.0703183 46.1040838, 7.0706056 46.10384, 7.0706687 46.103782)",,Rue de la Dranse,,,
61796976,,residential,30,,False,False,13.405999999999999,"LINESTRING (7.0701044 46.104304, 7.070174 46.1043377, 7.070232 46.1043845)",,Chemin des Barrières,,,destination
58114793,,residential,50,,False,False,294.35,"LINESTRING (7.0667857 46.1024757, 7.0668894 46.1025573, 7.0672736 46.1028593, 7.0678673 46.1033296, 7.067945 46.1033912, 7.0679676 46.1034096, 7.0682751 46.103622, 7.0687407 46.1039166, 7.0689016 46.1040106, 7.0691296 46.1041468, 7.0693768 46.1042897, 7.0694795 46.1043431)",,Chemin des Glariers,,,
26424675,,residential,20,,True,False,39.376,"LINESTRING (7.0742835 46.0999327, 7.0740516 46.1002482)",,Rue d'Octodure,,,
60095598,,residential,,,False,True,56.251,"LINESTRING (7.0742835 46.0999327, 7.0737007 46.0996284)",,,,,
60095598,,residential,,,False,False,56.251,"LINESTRING (7.0737007 46.0996284, 7.0742835 46.0999327)",,,,,
58114793,,residential,50,,False,True,294.3500000000001,"LINESTRING (7.0694795 46.1043431, 7.0693768 46.1042897, 7.0691296 46.1041468, 7.0689016 46.1040106, 7.0687407 46.1039166, 7.0682751 46.103622, 7.0679676 46.1034096, 7.067945 46.1033912, 7.0678673 46.1033296, 7.0672736 46.1028593, 7.0668894 46.1025573, 7.0667857 46.1024757)",,Chemin des Glariers,,,
"[73150498, 73150502]",,residential,,,False,False,65.668,"LINESTRING (7.0694795 46.1043431, 7.0698012 46.1042406, 7.070149 46.1043834, 7.0701789 46.1043953, 7.070198 46.1043972, 7.0702138 46.1043949, 7.070232 46.1043845)",,,,yes,
1020220038,,residential,,,False,False,35.1,"LINESTRING (7.0694795 46.1043431, 7.0694631 46.1043553, 7.0694603 46.1043631, 7.0694624 46.1043759, 7.0694801 46.1043907, 7.0694993 46.1044029, 7.0695177 46.1044157, 7.0695361 46.10443, 7.0695553 46.1044378, 7.0695843 46.1044472, 7.069612 46.1044575, 7.0696432 46.1044703, 7.0696623 46.1044826, 7.0696786 46.1044943, 7.0696914 46.1045066, 7.0697176 46.1045248, 7.0697391 46.1045377, 7.0697679 46.1045511)",,Chemin de la Chapelle,,,
1020248525,9;21,primary,50,,False,True,13.498,"LINESTRING (7.0725689 46.1062477, 7.072722 46.1061888)",2,Rue du Léman,,,
73150465,,residential,,,True,False,47.774,"LINESTRING (7.0725689 46.1062477, 7.0725345 46.1061984, 7.0723331 46.1058505)",,Parking du Pont,,,
"[1020248524, 368944509]",9;21,primary,50,,False,False,38.886,"LINESTRING (7.0725689 46.1062477, 7.0725271 46.1062638, 7.0721317 46.1064221)",2,Rue du Léman,,yes,
1020248525,9;21,primary,50,,False,False,13.498,"LINESTRING (7.072722 46.1061888, 7.0725689 46.1062477)",2,Rue du Léman,,,
"[994834168, 1020941907]",9;21,primary,50,,False,True,103.633,"LINESTRING (7.072722 46.1061888, 7.0727929 46.1061615, 7.0728502 46.1061377, 7.0736989 46.1058014, 7.0738864 46.1057232)",2,Rue du Léman,,,
73150469,,residential,,,True,False,54.714,"LINESTRING (7.0723331 46.1058505, 7.0723821 46.1058382, 7.0724332 46.1058346, 7.0725165 46.1058648, 7.0725557 46.1059024, 7.0726908 46.1061351, 7.072722 46.1061888)",,Parking du Pont,,,
"[73150489, 73150467]",,residential,,,False,False,30.162,"LINESTRING (7.0723331 46.1058505, 7.0722135 46.1056604, 7.0721234 46.1056472)",,Parking du Pont,,,
61796976,,residential,30,,False,True,13.405999999999999,"LINESTRING (7.070232 46.1043845, 7.070174 46.1043377, 7.0701044 46.104304)",,Chemin des Barrières,,,destination
"[73150498, 73150502]",,residential,,,False,True,65.668,"LINESTRING (7.070232 46.1043845, 7.0702138 46.1043949, 7.070198 46.1043972, 7.0701789 46.1043953, 7.070149 46.1043834, 7.0698012 46.1042406, 7.0694795 46.1043431)",,,,yes,
1145589801,,residential,30,,False,False,81.195,"LINESTRING (7.070232 46.1043845, 7.0702691 46.1044073, 7.0704355 46.1044845, 7.0706248 46.1045648, 7.0708411 46.1046538, 7.0710619 46.1047392, 7.071124 46.1047709)",,Chemin des Barrières,,,destination
"[73150513, 1065438250, 26470517]",,residential,30,,False,False,196.57199999999997,"LINESTRING (7.0721234 46.1056472, 7.0722072 46.105777, 7.0722772 46.1059117, 7.0724012 46.1061275, 7.0725469 46.1063481, 7.0725761 46.1063931, 7.0726032 46.1064622, 7.0726245 46.10653, 7.072643 46.106594, 7.0726576 46.1066567, 7.0726958 46.1068447, 7.0727132 46.1069039, 7.0727308 46.1069907, 7.0727395 46.1070258, 7.0727451 46.1070411, 7.0727561 46.1070712, 7.0727634 46.107123, 7.0727612 46.1071548, 7.0727485 46.1073387)",,Rue des Follaterres,5,,
26470517,,residential,30,,False,True,124.745,"LINESTRING (7.0721234 46.1056472, 7.0721083 46.1056325, 7.0720804 46.1056035, 7.0719546 46.1054419, 7.071931 46.1054101, 7.0718385 46.1053416, 7.0711797 46.1048154, 7.071124 46.1047709)",,Rue des Follaterres,,,
"[73150489, 73150467]",,residential,,,False,True,30.162,"LINESTRING (7.0721234 46.1056472, 7.0722135 46.1056604, 7.0723331 46.1058505)",,Parking du Pont,,,
1037427835,,residential,30,,False,True,71.04,"LINESTRING (7.076897 46.1068286, 7.0768349 46.1068544, 7.0767596 46.1068793, 7.0765659 46.1069371, 7.0761839 46.1069948, 7.0760235 46.1070179)",,Rue des Bonnes Luites,,,
26470505,,residential,30,,False,False,111.374,"LINESTRING (7.0735799 46.1025283, 7.0736848 46.1026189, 7.0738476 46.1027876, 7.0738744 46.102818, 7.0741715 46.103182, 7.0743295 46.1033826)",,Rue du Rhône,,,
683786525,,residential,30,,True,False,52.664,"LINESTRING (7.0735799 46.1025283, 7.07324 46.1022371, 7.0732191 46.1022234, 7.0731238 46.10218)",,Rue du Rhône,,,
26277156,,tertiary,30,,False,False,110.365,"LINESTRING (7.074048 46.1021993, 7.0743866 46.1024466, 7.0749537 46.1028596, 7.0750345 46.1029185)",2,Avenue de la Gare,,,
"[958305171, 26277156]",,tertiary,"['20', '30']",,False,True,64.49000000000001,"LINESTRING (7.074048 46.1021993, 7.073785 46.1020025, 7.0736448 46.1018976, 7.0734801 46.1017735)",2,Avenue de la Gare,,,
100847020,,residential,30,,True,False,51.389,"LINESTRING (7.074048 46.1021993, 7.073978 46.1022485, 7.0735799 46.1025283)",,Rue du Rhône,,,
132564572,,residential,30,roundabout,True,False,14.838,"LINESTRING (7.071123 46.0997593, 7.0711545 46.0997553, 7.0711865 46.0997574, 7.0712164 46.0997654, 7.071242 46.0997788, 7.0712614 46.0997965, 7.0712732 46.0998172)",,,,,
132564572,,residential,30,roundabout,True,False,8.213999999999999,"LINESTRING (7.0710495 46.0998094, 7.0710611 46.0997928, 7.0710778 46.0997784, 7.0710988 46.0997671, 7.071123 46.0997593)",,,,,
132564572,,residential,30,roundabout,True,False,12.022,"LINESTRING (7.0712732 46.0998172, 7.0712758 46.0998442, 7.0712655 46.0998703, 7.0712434 46.0998925, 7.071212 46.0999085)",,,,,
"[706089661, 715985191, 190504639]",,residential,30,,False,False,340.627,"LINESTRING (7.0712732 46.0998172, 7.071355 46.0997923, 7.0714362 46.099753, 7.0715163 46.0997034, 7.0715932 46.0996442, 7.0718455 46.0994449, 7.0719057 46.0994007, 7.0719346 46.099386, 7.0719697 46.0993715, 7.0720145 46.0993518, 7.0720538 46.0993282, 7.0726779 46.0988219, 7.072878 46.0986627, 7.0730037 46.0986392, 7.0731629 46.0986327, 7.0740197 46.0986267, 7.0743133 46.0987772, 7.0743838 46.0987887, 7.0744471 46.0988047, 7.0747416 46.0989648, 7.0747598 46.0989704, 7.0747795 46.0989732, 7.074804 46.0989734)",,Rue des Morasses,,,
132564569,,living_street,20,,False,False,144.81400000000002,"LINESTRING (7.071212 46.0999085, 7.0712652 46.0999656, 7.071295 46.0999929, 7.0715966 46.1002695, 7.0716607 46.100328, 7.0721145 46.100724, 7.0723677 46.1009345)",,Avenue du Grand-St-Bernard,,,
132564572,,residential,30,roundabout,True,False,4.197,"LINESTRING (7.071212 46.0999085, 7.0711864 46.099915, 7.0711594 46.0999171)",,,,,
132564572,,residential,30,roundabout,True,False,6.481999999999999,"LINESTRING (7.0711594 46.0999171, 7.0711316 46.0999147, 7.0711054 46.0999078, 7.0710823 46.0998968)",,,,,
1023374925,,residential,,,True,False,38.78,"LINESTRING (7.0711594 46.0999171, 7.0710512 46.0999311, 7.0709851 46.0999428, 7.0709073 46.0999591, 7.0708375 46.099977, 7.0706791 46.1000178)",,,,,
47219536,,residential,,,False,True,30.546,"LINESTRING (7.0713854 46.107382, 7.0711185 46.1073104, 7.0710162 46.1072823)",,Rue de la Tour,,,
231290487,,residential,30,,False,False,16.074,"LINESTRING (7.0747992 46.1041597, 7.0749566 46.1040649)",,Rue de la Poste,,,
137122693,,residential,30,roundabout,True,False,12.692,"LINESTRING (7.0747992 46.1041597, 7.0748156 46.104175, 7.0748247 46.1041929, 7.0748255 46.1042119, 7.074818 46.1042302, 7.0748029 46.1042461, 7.0747816 46.1042581)",1,Rue des Cèdres,5,,
137122693,,residential,30,roundabout,True,False,16.884999999999998,"LINESTRING (7.0747816 46.1042581, 7.0747561 46.104265, 7.0747288 46.1042663, 7.0747022 46.1042619, 7.0746788 46.104252, 7.0746607 46.1042378, 7.0746496 46.1042204, 7.0746467 46.1042015, 7.074652 46.1041829)",1,Rue des Cèdres,5,,
"[208028205, 1020928413]",,residential,"['30', '50']",,False,False,92.62,"LINESTRING (7.0747816 46.1042581, 7.0748707 46.1043643, 7.0749735 46.1044767, 7.0750063 46.1045178, 7.0750706 46.1045984, 7.0751808 46.1047424, 7.0752823 46.1048787, 7.0753606 46.1049874)","['2', '3']",Place de Rome,,,
26526418,9;21,primary,50,roundabout,True,False,25.455,"LINESTRING (7.078785 46.1032966, 7.0787561 46.103329, 7.078713 46.1033528, 7.0786609 46.1033651, 7.0786059 46.1033645, 7.0785544 46.1033511, 7.0785124 46.1033264)",,,,,
"[190504639, 706089661, 715985191]",,residential,30,,False,True,340.6269999999999,"LINESTRING (7.074804 46.0989734, 7.0747795 46.0989732, 7.0747598 46.0989704, 7.0747416 46.0989648, 7.0744471 46.0988047, 7.0743838 46.0987887, 7.0743133 46.0987772, 7.0740197 46.0986267, 7.0731629 46.0986327, 7.0730037 46.0986392, 7.072878 46.0986627, 7.0726779 46.0988219, 7.0720538 46.0993282, 7.0720145 46.0993518, 7.0719697 46.0993715, 7.0719346 46.099386, 7.0719057 46.0994007, 7.0718455 46.0994449, 7.0715932 46.0996442, 7.0715163 46.0997034, 7.0714362 46.099753, 7.071355 46.0997923, 7.0712732 46.0998172)",,Rue des Morasses,,,
"[706089662, 706089663]",,"['residential', 'living_street']",20,,False,True,20.82,"LINESTRING (7.074804 46.0989734, 7.0748159 46.0989942, 7.0748176 46.0990136, 7.0748101 46.0990295, 7.0747245 46.0991437)",,Rue d'Octodure,,,
169154706,,tertiary_link,30,,False,True,261.966,"LINESTRING (7.0761997 46.1047055, 7.0762529 46.1047471, 7.0763245 46.1048031, 7.0764964 46.1049185, 7.0767197 46.1050685, 7.0768256 46.1051442, 7.0768904 46.1051905, 7.0769924 46.1052634, 7.0770691 46.1053397, 7.0771004 46.1053788, 7.0771401 46.1054284, 7.0772061 46.105513, 7.0772272 46.1055386, 7.0773143 46.1056707, 7.0773759 46.1057505, 7.0774234 46.1058001, 7.0774534 46.10582, 7.0774915 46.1058337, 7.0775426 46.1058391, 7.0775898 46.1058381, 7.0783565 46.1057245, 7.0784176 46.105716, 7.078471 46.1057042, 7.0785158 46.1056879, 7.078568 46.1056588, 7.0786071 46.105638, 7.0787006 46.1055776)",,Rue de la Maladière,,,
231290539,9;21,primary,50,,False,True,59.998,"LINESTRING (7.0761997 46.1047055, 7.076687 46.1044089, 7.0767827 46.1043481)",2,Rue du Léman,,,
1020220017,9;21,primary,50,,False,False,62.239999999999995,"LINESTRING (7.0761997 46.1047055, 7.0760246 46.1048035, 7.0756964 46.1049597, 7.0756072 46.1049963, 7.0755367 46.1050233)",3,Rue du Léman,,,
711557534,,residential,30,,False,False,46.992,"LINESTRING (7.0741115 46.1039908, 7.0745067 46.1041462, 7.0745334 46.1041567, 7.074652 46.1041829)",,Rue des Cèdres,,,
711557534,,residential,30,,False,True,162.186,"LINESTRING (7.0741115 46.1039908, 7.073751 46.1038468, 7.0736666 46.1038131, 7.073347 46.103696, 7.0732115 46.1036463, 7.0727796 46.1034975, 7.072419 46.1033595, 7.0722594 46.1032999)",,Rue des Cèdres,,,
1020941911,,residential,30,,False,False,116.74999999999999,"LINESTRING (7.0741115 46.1039908, 7.0740801 46.1040318, 7.073879 46.104294, 7.0737489 46.1044637, 7.0736659 46.1045181, 7.073625 46.1045412, 7.0736053 46.1045488, 7.0732532 46.1046845, 7.0731253 46.1047382)",,Rue des Prés-de-la-Scie,,,
208028194,,residential,30,,False,True,18.428,"LINESTRING (7.073013 46.1045919, 7.0731253 46.1047382)",,Rue des Prés-de-la-Scie,,,
208028194,,residential,30,,False,False,18.428,"LINESTRING (7.0731253 46.1047382, 7.073013 46.1045919)",,Rue des Prés-de-la-Scie,,,
208028212,,residential,30,,False,False,124.46300000000001,"LINESTRING (7.0731253 46.1047382, 7.0733263 46.1049779, 7.0734305 46.1051512, 7.0734902 46.1052503, 7.0735052 46.1052682, 7.0735931 46.105373, 7.0736405 46.1054296, 7.0738175 46.1056409, 7.0738864 46.1057232)",,Rue des Prés-de-la-Scie,,,
1020941911,,residential,30,,False,True,116.75,"LINESTRING (7.0731253 46.1047382, 7.0732532 46.1046845, 7.0736053 46.1045488, 7.073625 46.1045412, 7.0736659 46.1045181, 7.0737489 46.1044637, 7.073879 46.104294, 7.0740801 46.1040318, 7.0741115 46.1039908)",,Rue des Prés-de-la-Scie,,,
208028212,,residential,30,,False,True,124.463,"LINESTRING (7.0738864 46.1057232, 7.0738175 46.1056409, 7.0736405 46.1054296, 7.0735931 46.105373, 7.0735052 46.1052682, 7.0734902 46.1052503, 7.0734305 46.1051512, 7.0733263 46.1049779, 7.0731253 46.1047382)",,Rue des Prés-de-la-Scie,,,
"[994834168, 1020941907]",9;21,primary,50,,False,False,103.633,"LINESTRING (7.0738864 46.1057232, 7.0736989 46.1058014, 7.0728502 46.1061377, 7.0727929 46.1061615, 7.072722 46.1061888)",2,Rue du Léman,,,
"[208028226, 1020941907, 1020941908]",9;21,primary,50,,False,True,114.795,"LINESTRING (7.0738864 46.1057232, 7.0741219 46.1056244, 7.074288 46.1055547, 7.0743401 46.1055337, 7.0744066 46.1055069, 7.0751265 46.1052167, 7.0751692 46.1051991)","['2', '3']",Rue du Léman,,,
208555547,,residential,30,,False,True,173.281,"LINESTRING (7.0790898 46.0998665, 7.077603 46.1010351)",,Rue du Catogne,,,
26424673,,residential,30,,False,False,65.286,"LINESTRING (7.0772756 46.1007756, 7.0770141 46.1005685, 7.0767158 46.1003351)",,Rue de la Délèze,,,
26424673,,residential,30,,False,True,38.339,"LINESTRING (7.0772756 46.1007756, 7.0773989 46.1008716, 7.077603 46.1010351)",,Rue de la Délèze,,,
219360362,,residential,30,,False,False,177.06799999999998,"LINESTRING (7.0772756 46.1007756, 7.077943 46.100248, 7.0788161 46.0995948)",,Chemin des Sorbiers,,,
26424673,,residential,30,,False,True,14.052,"LINESTRING (7.077603 46.1010351, 7.0777222 46.1011307)",,Rue de la Délèze,,,
208555547,,residential,30,,False,False,173.281,"LINESTRING (7.077603 46.1010351, 7.0790898 46.0998665)",,Rue du Catogne,,,
26424673,,residential,30,,False,False,38.339,"LINESTRING (7.077603 46.1010351, 7.0773989 46.1008716, 7.0772756 46.1007756)",,Rue de la Délèze,,,
231409923,,residential,20,,True,False,48.803,"LINESTRING (7.076062 46.0998889, 7.075535 46.0996458)",,Rue de la Délèze,,,
219360348,,residential,20,,False,False,150.863,"LINESTRING (7.076062 46.0998889, 7.0767855 46.0992076, 7.0769568 46.0990397, 7.0772178 46.0987942)",,Rue Bonne-de-Bourbon,,,
26424673,,residential,30,,False,False,27.805,"LINESTRING (7.0767158 46.1003351, 7.0765723 46.1002218, 7.0764764 46.1001481)",,Rue de la Délèze,,,
26424673,,residential,30,,False,True,65.286,"LINESTRING (7.0767158 46.1003351, 7.0770141 46.1005685, 7.0772756 46.1007756)",,Rue de la Délèze,,,
208555539,,residential,30,,False,False,165.45100000000002,"LINESTRING (7.0767158 46.1003351, 7.0778505 46.0993735, 7.0779378 46.0993017, 7.0780786 46.0991858)",,Rue de la Prairie,,,
26424673,,residential,30,,False,False,49.275,"LINESTRING (7.0788666 46.1020304, 7.0784627 46.1017098, 7.0784453 46.1016972)",,Rue de la Délèze,,,
208555539,,residential,30,,False,True,165.45100000000002,"LINESTRING (7.0780786 46.0991858, 7.0779378 46.0993017, 7.0778505 46.0993735, 7.0767158 46.1003351)",,Rue de la Prairie,,,
26424673,,residential,30,,False,False,20.408,"LINESTRING (7.0778985 46.1012676, 7.0777222 46.1011307)",,Rue de la Délèze,,,
26424673,,residential,30,,False,True,63.712,"LINESTRING (7.0778985 46.1012676, 7.078186 46.1014933, 7.0784453 46.1016972)",,Rue de la Délèze,,,
26424673,,residential,30,,False,False,63.712,"LINESTRING (7.0784453 46.1016972, 7.078186 46.1014933, 7.0778985 46.1012676)",,Rue de la Délèze,,,
26424673,,residential,30,,False,True,49.275,"LINESTRING (7.0784453 46.1016972, 7.0784627 46.1017098, 7.0788666 46.1020304)",,Rue de la Délèze,,,
26526418,9;21,primary,50,roundabout,True,False,18.504,"LINESTRING (7.0787064 46.1031549, 7.0787459 46.1031738, 7.0787756 46.1031999, 7.0787928 46.103231, 7.0787961 46.1032642, 7.078785 46.1032966)",,,,,
219360348,,residential,20,,False,True,150.863,"LINESTRING (7.0772178 46.0987942, 7.0769568 46.0990397, 7.0767855 46.0992076, 7.076062 46.0998889)",,Rue Bonne-de-Bourbon,,,
219360362,,residential,30,,False,True,177.06799999999998,"LINESTRING (7.0788161 46.0995948, 7.077943 46.100248, 7.0772756 46.1007756)",,Chemin des Sorbiers,,,
26424673,,residential,30,,False,True,27.805,"LINESTRING (7.0764764 46.1001481, 7.0765723 46.1002218, 7.0767158 46.1003351)",,Rue de la Délèze,,,
231409923,,residential,20,,True,False,43.147999999999996,"LINESTRING (7.0764764 46.1001481, 7.076339 46.1000455, 7.0762092 46.0999662, 7.0761367 46.0999264, 7.076062 46.0998889)",,Rue de la Délèze,,,
"[58280460, 58280471]",,residential,30,,False,True,95.273,"LINESTRING (7.0715313 46.102854, 7.0713771 46.1028332, 7.0708969 46.102862, 7.0708033 46.102862, 7.0706215 46.1028567, 7.0704137 46.1028411, 7.0703035 46.102827)",,Avenue de la Fusion,,,
285896010,,residential,30,roundabout,True,False,20.221999999999998,"LINESTRING (7.0715313 46.102854, 7.0715371 46.1028378, 7.0715498 46.1028237, 7.0715682 46.102813, 7.0715904 46.1028068, 7.0716144 46.1028057, 7.0716374 46.1028097, 7.0716575 46.1028184, 7.0716727 46.102831, 7.0716817 46.1028463, 7.0716834 46.1028627, 7.0716778 46.1028786)",,,,,
"[58114805, 1145589814]",,residential,30,,True,False,121.01199999999999,"LINESTRING (7.071582 46.1029082, 7.0715725 46.1029446, 7.0715592 46.1029613, 7.0713527 46.1030955, 7.0712839 46.1031486, 7.0712201 46.1032043, 7.0711702 46.1032535, 7.0711137 46.1033143, 7.0710615 46.1033726, 7.0708689 46.1035877, 7.0708073 46.1036567, 7.0707397 46.1037234, 7.0706687 46.103782)",,Rue de la Dranse,,,destination
285896010,,residential,30,roundabout,True,False,7.703999999999999,"LINESTRING (7.071582 46.1029082, 7.0715642 46.1029019, 7.0715493 46.1028927, 7.0715385 46.102881, 7.0715323 46.1028678, 7.0715313 46.102854)",,,,,
285896010,,residential,30,roundabout,True,False,3.8019999999999996,"LINESTRING (7.0716778 46.1028786, 7.0716648 46.1028932, 7.0716458 46.102904)",,,,,
"[26223961, 26267754, 1065859615]",9;21,primary,"['60', '50']",,False,"[False, True]",267.629,"LINESTRING (7.0721317 46.1064221, 7.0720718 46.1064454, 7.0720066 46.1064708, 7.0718568 46.1065291, 7.0716993 46.1065904, 7.0715744 46.1066394, 7.0713659 46.1067212, 7.0712908 46.1067506, 7.0709589 46.1068792, 7.0705765 46.1070142, 7.0705351 46.1070278, 7.0702199 46.1071307, 7.0701941 46.1071393, 7.0698584 46.107252, 7.0695557 46.1073539, 7.0690551 46.107535)",2,Rue du Léman,,yes,
"[1020248524, 368944509]",9;21,primary,50,,False,True,38.886,"LINESTRING (7.0721317 46.1064221, 7.0725271 46.1062638, 7.0725689 46.1062477)",2,Rue du Léman,,yes,
"[1020220037, 73150495]",,"['residential', 'living_street']",20,,False,True,180.22000000000003,"LINESTRING (7.0721317 46.1064221, 7.0720946 46.1063704, 7.0720751 46.1063329, 7.072046 46.1062767, 7.0719931 46.1061835, 7.0718944 46.1060153, 7.0718248 46.1058978, 7.0717634 46.1058022, 7.0717607 46.1057981, 7.0717064 46.1057356, 7.0716507 46.1056732, 7.0715478 46.1055621, 7.0713712 46.1054067, 7.0712059 46.1052627, 7.0711833 46.1052431, 7.0710236 46.1051295, 7.0709851 46.1051116, 7.0709479 46.1051039, 7.0708897 46.1050907)",,Chemin du Pont,,,
26470494,,residential,30,,False,True,156.072,"LINESTRING (7.0683292 46.1008179, 7.0683074 46.1008012, 7.0682406 46.1007378, 7.0680376 46.1005508, 7.0676627 46.1001699, 7.0676376 46.1001444, 7.0671768 46.0996646)",,Avenue de la Fusion,,,
483959158,,residential,30,roundabout,True,False,11.962,"LINESTRING (7.0683292 46.1008179, 7.0683553 46.1008063, 7.0683855 46.1008011, 7.0684164 46.1008031, 7.0684447 46.1008119, 7.0684673 46.1008266)",,,,,
1023374923,,residential,30,,False,False,18.291,"LINESTRING (7.0707218 46.099845, 7.0708481 46.0998625, 7.0708828 46.0998651, 7.0709238 46.0998644, 7.070956 46.0998613)",,Rue de l'Hôpital,,,
331305711,,residential,20,,False,False,91.468,"LINESTRING (7.0735284 46.1017157, 7.0741132 46.101)",,Rue du Collège,,,
331305711,,residential,20,,False,True,7.428,"LINESTRING (7.0735284 46.1017157, 7.0734801 46.1017735)",,Rue du Collège,,,
776250316,,living_street,20,,True,False,119.93,"LINESTRING (7.0735284 46.1017157, 7.0724591 46.1009324)",,Place Centrale,,,
331305712,,residential,20,,True,False,63.362,"LINESTRING (7.0724591 46.1009324, 7.0730897 46.100567)",,Rue de l'Hôtel de Ville,,,
26470511,,residential,50,,False,True,106.50399999999999,"LINESTRING (7.0709265 46.1072249, 7.070888 46.1071813, 7.0707889 46.1070767, 7.0706069 46.1069194, 7.070528 46.106848, 7.0704684 46.106791, 7.0704214 46.1067421, 7.0704071 46.1067272, 7.0703554 46.1066705, 7.0702973 46.1066031, 7.0702235 46.1065124, 7.0702077 46.106493, 7.0701756 46.1064684, 7.0701291 46.1064489)",,Rue de la Tour,,,
989725586,,residential,,,True,False,11.758,"LINESTRING (7.0709265 46.1072249, 7.0709493 46.1072212, 7.070981 46.1072254, 7.0710061 46.1072394, 7.0710189 46.10726, 7.0710162 46.1072823)",,Rue de la Tour,,,
47219536,,residential,,,False,False,30.546,"LINESTRING (7.0710162 46.1072823, 7.0711185 46.1073104, 7.0713854 46.107382)",,Rue de la Tour,,,
989725589,,residential,,,True,False,10.617999999999999,"LINESTRING (7.0710162 46.1072823, 7.0710023 46.1072988, 7.0709799 46.1073099, 7.070953 46.1073139, 7.070926 46.10731, 7.0709036 46.1072989)",,Rue de la Tour,,,
989725589,,residential,,,True,False,9.751999999999999,"LINESTRING (7.0709036 46.1072989, 7.0708889 46.1072812, 7.0708866 46.1072609, 7.0708971 46.1072418, 7.0709265 46.1072249)",,Rue de la Tour,,,
26975642,,living_street,20,,False,False,61.728,"LINESTRING (7.0708555 46.105854, 7.0707985 46.1058998, 7.0707459 46.1059435, 7.0706996 46.1059783, 7.0706506 46.1060018, 7.0706072 46.1060303, 7.0705802 46.1060547, 7.0705446 46.106086, 7.0705131 46.1061133, 7.0704581 46.106161, 7.0703329 46.1062721)",,Rue de la Bâtiaz,,,
