osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,tunnel,bridge,access
"[8294596, 223321798]",3,Schwerzgruebstrasse,residential,"['50', '30']",False,False,93.107,"LINESTRING (8.5426934 47.5146466, 8.5428398 47.5146809, 8.5429867 47.5147186, 8.5432866 47.5147949, 8.543614 47.5148763, 8.54385 47.5149472)",,,,,
"[165514417, 875168346]",2,Zürichstrasse,primary,50,False,False,96.06200000000001,"LINESTRING (8.5426934 47.5146466, 8.5427276 47.5145748, 8.542758 47.5145016, 8.5429894 47.5138065)",4,,,,
"[10633216, 425190564]","['2', '3']",Zürichstrasse,primary,50,False,True,167.61800000000002,"LINESTRING (8.5426934 47.5146466, 8.5425571 47.5149032, 8.5424349 47.515107, 8.5421606 47.5155335, 8.5420985 47.5156355, 8.54204 47.5157314, 8.5420049 47.5157889, 8.5419154 47.5159577, 8.5418867 47.5160193, 8.5418735 47.5160478)",4,,,,
223321798,,Schwerzgruebstrasse,residential,30,False,False,84.192,"LINESTRING (8.54385 47.5149472, 8.5438665 47.5149523, 8.5440215 47.5150041, 8.5442496 47.5150872, 8.5443649 47.51513, 8.5445847 47.515232, 8.544803 47.5153422)",,,,,
"[8294596, 223321798]",3,Schwerzgruebstrasse,residential,"['30', '50']",False,True,93.107,"LINESTRING (8.54385 47.5149472, 8.543614 47.5148763, 8.5432866 47.5147949, 8.5429867 47.5147186, 8.5428398 47.5146809, 8.5426934 47.5146466)",,,,,
"[11368154, 1231853122, 223321796]",,Moritz-Meyer-Weg,residential,30,False,True,205.54,"LINESTRING (8.54385 47.5149472, 8.5438832 47.5149014, 8.5439863 47.5147665, 8.5442059 47.5145377, 8.54446 47.5143006, 8.5445412 47.5142248, 8.5446841 47.5141016, 8.5449549 47.5138681, 8.5450532 47.5137955, 8.5452023 47.5136853, 8.5453698 47.5136111, 8.545556 47.5135281)",,,,,
11368018,,Friedhofstrasse,residential,30,False,True,192.001,"LINESTRING (8.5470795 47.5173034, 8.5469866 47.5172731, 8.5469341 47.5172562, 8.5463266 47.5171727, 8.5461653 47.5171539, 8.5458588 47.5171496, 8.5454921 47.5171411, 8.5446162 47.516914)",,,,,
113971044,,Kantonsschulstrasse,residential,30,False,False,155.803,"LINESTRING (8.5470795 47.5173034, 8.5470641 47.5173237, 8.5470069 47.5174119, 8.546972 47.5174681, 8.5469242 47.5175658, 8.5468784 47.5177052, 8.5468464 47.5178428, 8.5468258 47.5179995, 8.5467854 47.5181952, 8.5467179 47.518539, 8.5466932 47.5186724)",,,,,
13975234,,Witenwisenstrasse,residential,30,False,True,15.457,"LINESTRING (8.5464629 47.5198842, 8.5464059 47.5198793, 8.5462587 47.5198667)",,,,,
"[223321793, 425188172]",2,Kantonsschulstrasse,residential,"['30', '50']",False,False,63.352000000000004,"LINESTRING (8.5464629 47.5198842, 8.5464448 47.5200338, 8.5464342 47.5201351, 8.5464295 47.5202475, 8.5464273 47.5203048, 8.5464247 47.520362, 8.546426 47.5204531)",,,,,
425188172,,Kantonsschulstrasse,residential,30,False,True,64.329,"LINESTRING (8.5464629 47.5198842, 8.5465298 47.519534, 8.5465595 47.5193794, 8.5465743 47.5193106)",,,,,
10633228,1,Winterthurerstrasse,secondary,50,True,False,12.622,"LINESTRING (8.5465662 47.5205423, 8.5465578 47.5205755, 8.5465323 47.5206042, 8.5464929 47.5206248, 8.5464756 47.5206298)",,roundabout,,,
10633235,,Kreuzstrasse,residential,50,False,False,11.16,"LINESTRING (8.5420298 47.5195941, 8.5418812 47.519593)",,,,,
211120319,3,Schaffhauserstrasse,primary,50,True,False,18.371,"LINESTRING (8.5420298 47.5195941, 8.542033 47.5197593)",4,,,,
233868821,,Seemattgasse,residential,50,True,False,119.23100000000001,"LINESTRING (8.5412448 47.5193673, 8.5412205 47.5193987, 8.5411772 47.5194547, 8.5409965 47.5196881, 8.5409584 47.5197494, 8.5409305 47.5198566, 8.540935 47.5199724, 8.5409363 47.520006, 8.5409899 47.5202908, 8.5410231 47.5203287, 8.5410672 47.5203742)",,,,,
442559977,,Kreuzstrasse,living_street,20,True,False,29.121000000000002,"LINESTRING (8.5412448 47.5193673, 8.5411326 47.5193353, 8.5409267 47.5192767, 8.5408875 47.5192655)",,,,,
10633278,2,Kasernenstrasse,tertiary,50,False,False,226.34399999999997,"LINESTRING (8.5373632 47.517972, 8.5372895 47.5179484, 8.5369593 47.5178518, 8.536784 47.5178026, 8.5364258 47.517696, 8.536334 47.5176682, 8.5362135 47.5176318, 8.5360244 47.5175819, 8.535833 47.5175429, 8.5354774 47.517481, 8.5352016 47.5174306, 8.5349164 47.5173774, 8.5347152 47.5173214, 8.5345523 47.5172562)",,,,,
10633278,2,Kasernenstrasse,tertiary,50,False,True,63.095,"LINESTRING (8.5373632 47.517972, 8.5380027 47.5181777, 8.5381205 47.5182177)",,,,,
12167043,,Im Grünhof,residential,,False,False,120.71700000000001,"LINESTRING (8.5373632 47.517972, 8.5373774 47.5179335, 8.5373794 47.517928, 8.5374602 47.5177368, 8.5378469 47.5169369)",,,,,
10633278,2,Kasernenstrasse,tertiary,50,False,False,36.094,"LINESTRING (8.5345523 47.5172562, 8.5342766 47.5171262, 8.5341583 47.5170703)",,,,,
10633278,2,Kasernenstrasse,tertiary,50,False,True,226.344,"LINESTRING (8.5345523 47.5172562, 8.5347152 47.5173214, 8.5349164 47.5173774, 8.5352016 47.5174306, 8.5354774 47.517481, 8.535833 47.5175429, 8.5360244 47.5175819, 8.5362135 47.5176318, 8.536334 47.5176682, 8.5364258 47.517696, 8.536784 47.5178026, 8.5369593 47.5178518, 8.5372895 47.5179484, 8.5373632 47.517972)",,,,,
11265770,,Adamengässchen,residential,,False,False,48.477000000000004,"LINESTRING (8.5345523 47.5172562, 8.5345276 47.5172897, 8.5342641 47.5176463)",,,,,
276799563,,Adamengässchen,residential,,False,False,5.514,"LINESTRING (8.5342641 47.5176463, 8.5342323 47.517691)",,,,,
11265770,,Adamengässchen,residential,,False,True,48.477000000000004,"LINESTRING (8.5342641 47.5176463, 8.5345276 47.5172897, 8.5345523 47.5172562)",,,,,
10633228,1,Winterthurerstrasse,secondary,50,True,False,16.052,"LINESTRING (8.546426 47.5204531, 8.5464589 47.5204549, 8.546501 47.520466, 8.5465353 47.5204859, 8.5465579 47.5205124, 8.5465662 47.5205423)",,roundabout,,,
"[223321793, 425188172]",2,Kantonsschulstrasse,residential,"['50', '30']",False,True,63.352000000000004,"LINESTRING (8.546426 47.5204531, 8.5464247 47.520362, 8.5464273 47.5203048, 8.5464295 47.5202475, 8.5464342 47.5201351, 8.5464448 47.5200338, 8.5464629 47.5198842)",,,,,
10633228,1,Winterthurerstrasse,secondary,50,True,False,18.581,"LINESTRING (8.5464756 47.5206298, 8.5464454 47.5206343, 8.5463915 47.5206306, 8.5463442 47.5206129, 8.5463109 47.5205841, 8.5462973 47.5205487)",,roundabout,,,
11367069,,Wibergstrasse,residential,50,False,False,51.645,"LINESTRING (8.5464756 47.5206298, 8.5465126 47.520692, 8.5469981 47.5209166)",,,,,
423484408,2,Winterthurerstrasse,secondary,50,False,False,23.532,"LINESTRING (8.5431357 47.5202755, 8.5434476 47.520296)",348.1,,,,
464945212,3,Winterthurerstrasse,secondary,50,True,False,72.68299999999999,"LINESTRING (8.5431357 47.5202755, 8.5423641 47.5203187, 8.5423221 47.520321, 8.5421711 47.5203295)",,,,,
10633228,1,Winterthurerstrasse,secondary,50,True,False,15.896,"LINESTRING (8.5462973 47.5205487, 8.5463039 47.5205154, 8.546328 47.5204859, 8.5463664 47.5204644, 8.5464138 47.5204538, 8.546426 47.5204531)",,roundabout,,,
813711406,2,Winterthurerstrasse,secondary,50,False,True,130.66,"LINESTRING (8.5462973 47.5205487, 8.5461805 47.5205522, 8.5460461 47.5205475, 8.5457218 47.5205146, 8.5445726 47.5204053)",348.1,,,,
"[10633216, 425190564]","['2', '3']",Zürichstrasse,primary,50,False,False,167.618,"LINESTRING (8.5418735 47.5160478, 8.5418867 47.5160193, 8.5419154 47.5159577, 8.5420049 47.5157889, 8.54204 47.5157314, 8.5420985 47.5156355, 8.5421606 47.5155335, 8.5424349 47.515107, 8.5425571 47.5149032, 8.5426934 47.5146466)",4,,,,
10633252,,Schaffhauserstrasse,primary,50,True,False,25.636,"LINESTRING (8.5418735 47.5160478, 8.5419237 47.5160624, 8.5419618 47.5160875, 8.5419817 47.5161138, 8.5419894 47.5161448, 8.541983 47.516175, 8.5419641 47.5162019, 8.5419263 47.5162279)",,roundabout,,,
10633252,,Schaffhauserstrasse,primary,50,True,False,19.919000000000004,"LINESTRING (8.5419263 47.5162279, 8.5418897 47.5162406, 8.5418614 47.5162452, 8.5418247 47.5162456, 8.5417957 47.5162414, 8.5417562 47.5162283, 8.5417274 47.5162107, 8.5417129 47.5161969, 8.5417036 47.5161844)",,roundabout,,,
448952956,2,Schaffhauserstrasse,primary,50,False,True,79.637,"LINESTRING (8.5419263 47.5162279, 8.5419473 47.5162556, 8.541987 47.5163078, 8.5421899 47.51654, 8.5422001 47.516552, 8.542314 47.5167877, 8.5423491 47.5168797)",4,,,,
10633274,,,secondary,50,True,False,12.497,"LINESTRING (8.5395936 47.5161005, 8.5395906 47.5160725, 8.5395988 47.5160449, 8.5396175 47.5160198, 8.5396454 47.515999)",,roundabout,,,
