osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,access,bridge,tunnel
996609649,Avenue de Traménaz,residential,False,False,69.128,"LINESTRING (6.860578 46.4537464, 6.8607355 46.4536213, 6.8610999 46.4533504, 6.8611926 46.4532917)",,,30,,,,
30567502,,residential,True,False,4.702,"LINESTRING (6.861242 46.4532093, 6.8612624 46.4532101, 6.8612818 46.4532147, 6.8612984 46.4532229)",1,,50,roundabout,,,
30567502,,residential,True,False,5.254,"LINESTRING (6.8612984 46.4532229, 6.8613123 46.4532354, 6.8613199 46.4532502, 6.8613205 46.453266)",1,,50,roundabout,,,
30567503,Avenue de Traménaz,residential,False,False,118.24199999999999,"LINESTRING (6.8612984 46.4532229, 6.8614121 46.4531605, 6.8617952 46.4529634, 6.8618218 46.4529498, 6.862052 46.4528385, 6.862483 46.45263, 6.8625476 46.4525987)",,,50,,,,
30567502,,residential,True,False,5.682,"LINESTRING (6.8612594 46.4533089, 6.8612347 46.4533086, 6.8612115 46.4533027, 6.8611926 46.4532917)",1,,50,roundabout,,,
30567502,,residential,True,False,7.134,"LINESTRING (6.8613205 46.453266, 6.8613139 46.453281, 6.861301 46.453294, 6.8612828 46.4533035, 6.8612594 46.4533089)",1,,50,roundabout,,,
31899730,Avenue des Baumes,residential,True,False,35.686,"LINESTRING (6.8613205 46.453266, 6.8614122 46.4533557, 6.8615714 46.4535362)",,,50,,,,
30567502,,residential,True,False,5.399,"LINESTRING (6.8611926 46.4532917, 6.8611806 46.4532778, 6.8611755 46.453262, 6.8611781 46.4532459)",1,,50,roundabout,,,
996609649,Avenue de Traménaz,residential,False,True,69.128,"LINESTRING (6.8611926 46.4532917, 6.8610999 46.4533504, 6.8607355 46.4536213, 6.860578 46.4537464)",,,30,,,,
"[996609643, 30786782]",Avenue de la Condémine,residential,False,False,357.449,"LINESTRING (6.8601055 46.4554124, 6.8599643 46.4554872, 6.8598436 46.4555336, 6.8596433 46.4556065, 6.8593404 46.4557999, 6.8589817 46.4560457, 6.8587085 46.4562447, 6.8586046 46.4563132, 6.8585946 46.4563202, 6.8584905 46.4563933, 6.8584375 46.4564684, 6.8584219 46.4565066, 6.8583937 46.4565756, 6.8583379 46.4567272, 6.8583325 46.4567421, 6.8583169 46.4567878, 6.8582978 46.4568404, 6.8582705 46.4568929, 6.8582154 46.4569713, 6.8579924 46.4572563, 6.8579629 46.4572944, 6.8577966 46.4575085, 6.8577227 46.4576037, 6.8575458 46.4578311, 6.8574755 46.4579238, 6.8574544 46.4579516)",,,30,,,,
189126622,Avenue de Jaman,residential,True,False,219.88799999999998,"LINESTRING (6.8601055 46.4554124, 6.8602372 46.4552832, 6.8602564 46.4552609, 6.8604343 46.4551366, 6.8605164 46.4550857, 6.8605374 46.4550454, 6.8607802 46.4548885, 6.8613698 46.4545258, 6.8615162 46.4544311, 6.8619612 46.4541433, 6.8621549 46.4540421)",,,30,,yes,,
1226462438,Avenue de la Cressire,residential,False,True,103.396,"LINESTRING (6.8601055 46.4554124, 6.8602726 46.455461, 6.8608169 46.4556181, 6.8613661 46.4557427)",,,,,,,
30786784,Chemin Emile-Javelle,residential,False,True,67.62700000000001,"LINESTRING (6.8560958 46.4581058, 6.8563966 46.4578906, 6.8566476 46.4577003, 6.8566987 46.4576616)",,,30,,,,
"[24757618, 931804412, 996612278]",Route de Saint-Maurice,primary,False,False,328.52600000000007,"LINESTRING (6.8588644 46.4512032, 6.8589446 46.4510693, 6.8589856 46.451007, 6.8593833 46.4503649, 6.8595439 46.4501825, 6.8596328 46.4500969, 6.8597403 46.4500045, 6.8597903 46.449965, 6.8599476 46.4498523, 6.8600065 46.4498161, 6.8602091 46.4497071, 6.8602565 46.4496841, 6.8603948 46.4496214, 6.8605267 46.4495673, 6.8606803 46.4495116, 6.8609821 46.4494186, 6.8611163 46.449383, 6.8613189 46.4493347, 6.8614242 46.4493143, 6.8617594 46.4492632)",2,9,60,,,,
31899723,Avenue de Sully,residential,True,False,120.409,"LINESTRING (6.8588644 46.4512032, 6.8590622 46.4511861, 6.8596906 46.4510634, 6.8598144 46.4510427, 6.860239 46.4509716, 6.8603819 46.4509305)",,,,,,,
792183075,Avenue des Baumes,residential,False,True,193.52199999999996,"LINESTRING (6.8588644 46.4512032, 6.8589834 46.4512923, 6.8590443 46.451344, 6.8592326 46.4515122, 6.859407 46.4516623, 6.8595399 46.4517771, 6.8598193 46.4520194, 6.8599307 46.4521111, 6.8600116 46.4521789, 6.8601072 46.4522664, 6.8601945 46.4523439, 6.8602274 46.4523736, 6.8603761 46.4525073, 6.8604388 46.4525636)",,,50,,,,
921319436,Route de Saint-Maurice,primary,False,True,101.332,"LINESTRING (6.8588644 46.4512032, 6.858787 46.451315, 6.8587638 46.4513519, 6.8586496 46.4515045, 6.8585595 46.4516072, 6.858497 46.4516744, 6.8582717 46.4519, 6.858183 46.4519815)",3,9,60,,,,
32071294,Avenue de la Paix,residential,False,False,127.23799999999999,"LINESTRING (6.8603819 46.4509305, 6.8604084 46.4509579, 6.8604235 46.4509735, 6.8604985 46.4510424, 6.8605968 46.4511304, 6.8609785 46.4514167, 6.8614179 46.4517462, 6.8614822 46.4517855)",,,,,,,
921428853,Avenue de Sully,residential,False,False,241.95700000000005,"LINESTRING (6.8603819 46.4509305, 6.8607611 46.4507669, 6.861134 46.4506204, 6.8614758 46.4505214, 6.8619911 46.4504149, 6.8620909 46.4504083, 6.8627235 46.4503668, 6.8628174 46.4503605, 6.8633576 46.4503245)",,,50,,,,
31899726,Avenue des Baumes,residential,False,True,35.506,"LINESTRING (6.8627628 46.4545979, 6.8628048 46.454647, 6.8629493 46.4548897)",2,,,,,,
792189455,Avenue de Bel-Air,residential,False,True,167.179,"LINESTRING (6.8627628 46.4545979, 6.862736 46.4546174, 6.8627093 46.4546368, 6.8623065 46.4549001, 6.8620179 46.4550888, 6.8613661 46.4557427)",,,30,,,,
"[32473981, 918845502]",Avenue des Baumes,residential,False,False,77.42699999999999,"LINESTRING (6.8627628 46.4545979, 6.862685 46.4545135, 6.8624367 46.4542893, 6.862201 46.4540838, 6.8621549 46.4540421)",2,,50,,,,
"[31899729, 32473981, 792183073]",Avenue des Baumes,residential,False,"[False, True]",71.855,"LINESTRING (6.8621549 46.4540421, 6.8621292 46.4540218, 6.8618593 46.4537872, 6.8616041 46.4535647, 6.8615714 46.4535362)",2,,50,,,yes,
"[32473981, 918845502]",Avenue des Baumes,residential,False,True,77.427,"LINESTRING (6.8621549 46.4540421, 6.862201 46.4540838, 6.8624367 46.4542893, 6.862685 46.4545135, 6.8627628 46.4545979)",2,,50,,,,
792183072,Avenue des Baumes,residential,True,False,34.82,"LINESTRING (6.8615714 46.4535362, 6.8613542 46.4533874, 6.8612594 46.4533089)",,,,,,,
"[31899729, 792183073, 32473981]",Avenue des Baumes,residential,False,"[False, True]",71.855,"LINESTRING (6.8615714 46.4535362, 6.8616041 46.4535647, 6.8618593 46.4537872, 6.8621292 46.4540218, 6.8621549 46.4540421)",2,,50,,,yes,
31899726,Avenue des Baumes,residential,False,False,35.506,"LINESTRING (6.8629493 46.4548897, 6.8628048 46.454647, 6.8627628 46.4545979)",2,,,,,,
792189455,Avenue de Bel-Air,residential,False,False,167.179,"LINESTRING (6.8613661 46.4557427, 6.8620179 46.4550888, 6.8623065 46.4549001, 6.8627093 46.4546368, 6.862736 46.4546174, 6.8627628 46.4545979)",,,30,,,,
792189455,Avenue de Bel-Air,residential,False,True,137.334,"LINESTRING (6.8613661 46.4557427, 6.8609918 46.4561156, 6.8609542 46.4561295, 6.8608727 46.4562033, 6.8605963 46.4564765, 6.8604235 46.4566362, 6.860408 46.4566496, 6.8603122 46.4567379)",,,30,,,,
1226462438,Avenue de la Cressire,residential,False,False,103.396,"LINESTRING (6.8613661 46.4557427, 6.8608169 46.4556181, 6.8602726 46.455461, 6.8601055 46.4554124)",,,,,,,
31899736,Avenue de la Gare,residential,False,False,83.912,"LINESTRING (6.8596984 46.4553076, 6.8595855 46.4552357, 6.8592575 46.4551053, 6.858805 46.4548746)",,,30,,,,
385969945,Avenue des Alpes,residential,True,False,24.872,"LINESTRING (6.8554439 46.4570037, 6.8552908 46.4569607, 6.8551591 46.4568989)",,,50,,,,
996609637,Avenue des Alpes,residential,False,False,60.717,"LINESTRING (6.8554439 46.4570037, 6.8558993 46.4572503, 6.8559432 46.4572756, 6.856063 46.4573446)",,,50,,,,
"[996609643, 30786782]",Avenue de la Condémine,residential,False,True,357.449,"LINESTRING (6.8574544 46.4579516, 6.8574755 46.4579238, 6.8575458 46.4578311, 6.8577227 46.4576037, 6.8577966 46.4575085, 6.8579629 46.4572944, 6.8579924 46.4572563, 6.8582154 46.4569713, 6.8582705 46.4568929, 6.8582978 46.4568404, 6.8583169 46.4567878, 6.8583325 46.4567421, 6.8583379 46.4567272, 6.8583937 46.4565756, 6.8584219 46.4565066, 6.8584375 46.4564684, 6.8584905 46.4563933, 6.8585946 46.4563202, 6.8586046 46.4563132, 6.8587085 46.4562447, 6.8589817 46.4560457, 6.8593404 46.4557999, 6.8596433 46.4556065, 6.8598436 46.4555336, 6.8599643 46.4554872, 6.8601055 46.4554124)",,,30,,,,
996612293,Avenue des Alpes,residential,False,True,66.26400000000001,"LINESTRING (6.8574544 46.4579516, 6.857257 46.4578753, 6.857186 46.4578479, 6.8569424 46.4577536, 6.8566987 46.4576616)",,,50,,,,
30786784,Chemin Emile-Javelle,residential,False,False,67.62700000000001,"LINESTRING (6.8566987 46.4576616, 6.8566476 46.4577003, 6.8563966 46.4578906, 6.8560958 46.4581058)",,,30,,,,
385969940,Avenue des Alpes,residential,False,True,60.218,"LINESTRING (6.8566987 46.4576616, 6.8565999 46.4576168, 6.8564585 46.4575541, 6.8563556 46.4575085, 6.8561392 46.4573923, 6.856063 46.4573446)",,,50,,,,
996612293,Avenue des Alpes,residential,False,False,66.26400000000001,"LINESTRING (6.8566987 46.4576616, 6.8569424 46.4577536, 6.857186 46.4578479, 6.857257 46.4578753, 6.8574544 46.4579516)",,,50,,,,
502089382,Avenue des Mousquetaires,residential,False,False,117.809,"LINESTRING (6.8604388 46.4525636, 6.8604642 46.4525462, 6.8605115 46.452513, 6.8606695 46.4524015, 6.8609538 46.4521883, 6.8614822 46.4517855)",,,30,,,,
792183075,Avenue des Baumes,residential,False,False,193.522,"LINESTRING (6.8604388 46.4525636, 6.8603761 46.4525073, 6.8602274 46.4523736, 6.8601945 46.4523439, 6.8601072 46.4522664, 6.8600116 46.4521789, 6.8599307 46.4521111, 6.8598193 46.4520194, 6.8595399 46.4517771, 6.859407 46.4516623, 6.8592326 46.4515122, 6.8590443 46.451344, 6.8589834 46.4512923, 6.8588644 46.4512032)",,,50,,,,
921428898,Avenue des Baumes,residential,False,True,63.239,"LINESTRING (6.8604388 46.4525636, 6.8605055 46.4526248, 6.8606723 46.4527659, 6.8608348 46.4528965, 6.8609612 46.4530038)",,,50,,,,
921428899,Avenue des Mousquetaires,residential,False,True,80.745,"LINESTRING (6.8604388 46.4525636, 6.8604147 46.4525816, 6.8603873 46.4526015, 6.8602533 46.4527072, 6.8601234 46.4528097, 6.8597875 46.4530502, 6.8597264 46.4530985)",,,30,,,,
32071294,Avenue de la Paix,residential,False,False,121.822,"LINESTRING (6.8614822 46.4517855, 6.8617511 46.4519831, 6.8619984 46.4521704, 6.8620469 46.4522082, 6.8625476 46.4525987)",,,,,,,
32071294,Avenue de la Paix,residential,False,True,127.238,"LINESTRING (6.8614822 46.4517855, 6.8614179 46.4517462, 6.8609785 46.4514167, 6.8605968 46.4511304, 6.8604985 46.4510424, 6.8604235 46.4509735, 6.8604084 46.4509579, 6.8603819 46.4509305)",,,,,,,
502089382,Avenue des Mousquetaires,residential,False,False,218.578,"LINESTRING (6.8614822 46.4517855, 6.8615919 46.4517131, 6.8622374 46.4512371, 6.8627562 46.450864, 6.863007 46.4506785, 6.8631082 46.4506058, 6.8632211 46.4505266, 6.8632973 46.4504611, 6.8633425 46.4503871, 6.8633576 46.4503245)",,,30,,,,
502089382,Avenue des Mousquetaires,residential,False,True,117.809,"LINESTRING (6.8614822 46.4517855, 6.8609538 46.4521883, 6.8606695 46.4524015, 6.8605115 46.452513, 6.8604642 46.4525462, 6.8604388 46.4525636)",,,30,,,,
502089382,Avenue des Mousquetaires,residential,False,True,218.57800000000003,"LINESTRING (6.8633576 46.4503245, 6.8633425 46.4503871, 6.8632973 46.4504611, 6.8632211 46.4505266, 6.8631082 46.4506058, 6.863007 46.4506785, 6.8627562 46.450864, 6.8622374 46.4512371, 6.8615919 46.4517131, 6.8614822 46.4517855)",,,30,,,,
921428853,Avenue de Sully,residential,False,True,241.957,"LINESTRING (6.8633576 46.4503245, 6.8628174 46.4503605, 6.8627235 46.4503668, 6.8620909 46.4504083, 6.8619911 46.4504149, 6.8614758 46.4505214, 6.861134 46.4506204, 6.8607611 46.4507669, 6.8603819 46.4509305)",,,50,,,,
502089381,Rue des Terreaux,residential,False,False,97.217,"LINESTRING (6.8597264 46.4530985, 6.8597746 46.4531349, 6.8598264 46.45317, 6.8600439 46.4533273, 6.860578 46.4537464)",,,,,,,
921428899,Avenue des Mousquetaires,residential,False,False,80.745,"LINESTRING (6.8597264 46.4530985, 6.8597875 46.4530502, 6.8601234 46.4528097, 6.8602533 46.4527072, 6.8603873 46.4526015, 6.8604147 46.4525816, 6.8604388 46.4525636)",,,30,,,,
"[32071290, 996609651]",Rue des Terreaux,residential,False,True,171.626,"LINESTRING (6.8597264 46.4530985, 6.8596765 46.4530655, 6.8595841 46.4530004, 6.8591239 46.4526322, 6.8586728 46.4523062, 6.8586142 46.4522641, 6.8585562 46.4522259, 6.8583317 46.4520741, 6.8583002 46.4520528, 6.858183 46.4519815)",,,,,,,
30567505,Avenue de Traménaz,residential,False,False,106.583,"LINESTRING (6.859608 46.4544299, 6.8598433 46.454304, 6.8600007 46.4541943, 6.8601229 46.4540962, 6.8605277 46.4537851, 6.860578 46.4537464)",,,30,,,,
"[996609648, 32071289, 32071293]","['Avenue de la Gare', 'Rue du Collège', 'Avenue des Mousquetaires']",residential,False,True,255.03,"LINESTRING (6.859608 46.4544299, 6.8589315 46.4539626, 6.858718 46.4538313, 6.8586238 46.4539072, 6.8585912 46.4539294, 6.8580891 46.4542937, 6.8580633 46.4543118, 6.8580527 46.4543289, 6.8580533 46.454347, 6.8580704 46.4543692, 6.8585692 46.4547026, 6.858805 46.4548746)",,,30,,,,
996609650,Avenue de Traménaz,residential,False,True,78.926,"LINESTRING (6.859608 46.4544299, 6.8595356 46.4544701, 6.8588594 46.4548459, 6.858805 46.4548746)",,,30,,,,
32071292,Rue des Remparts,residential,False,False,96.39200000000001,"LINESTRING (6.8559107 46.4549229, 6.8559658 46.4548701, 6.8562422 46.4546158, 6.8564783 46.4543979, 6.8566631 46.4542281)",,,30,,,,
32139885,Avenue Edouard Müller,residential,False,False,130.86099999999996,"LINESTRING (6.8559107 46.4549229, 6.8559938 46.4549629, 6.8563797 46.455198, 6.8566641 46.4554207, 6.8567888 46.4555183, 6.8568382 46.4555563, 6.8570524 46.4557211, 6.857073 46.4557477, 6.8570806 46.4557702)",,,50,,,,
32139885,Avenue Edouard Müller,residential,False,True,46.473,"LINESTRING (6.8559107 46.4549229, 6.8555784 46.4547692, 6.8555412 46.4547534, 6.8554 46.4546977)",,,50,,,,
30567503,Avenue de Traménaz,residential,False,True,118.24199999999999,"LINESTRING (6.8625476 46.4525987, 6.862483 46.45263, 6.862052 46.4528385, 6.8618218 46.4529498, 6.8617952 46.4529634, 6.8614121 46.4531605, 6.8612984 46.4532229)",,,50,,,,
32071294,Avenue de la Paix,residential,False,True,121.822,"LINESTRING (6.8625476 46.4525987, 6.8620469 46.4522082, 6.8619984 46.4521704, 6.8617511 46.4519831, 6.8614822 46.4517855)",,,,,,,
30567500,Avenue du Clos-d'Aubonne,residential,False,False,125.28500000000003,"LINESTRING (6.8557918 46.456437, 6.8558317 46.456415, 6.8561571 46.4562588, 6.8564085 46.4561381, 6.8564305 46.4561275, 6.8568809 46.455913, 6.8569945 46.4558644, 6.8570243 46.4558523, 6.8570485 46.4558385, 6.8570669 46.4558208, 6.8570795 46.4557963, 6.8570806 46.4557702)",,,50,,,,
30567500,Avenue du Clos-d'Aubonne,residential,False,True,52.051,"LINESTRING (6.8557918 46.456437, 6.8555419 46.4565642, 6.8553476 46.456676, 6.8552685 46.4567341)",,,50,,,,
32071312,Avenue Gustave-Courbet,residential,False,True,126.89100000000002,"LINESTRING (6.8557918 46.456437, 6.8557183 46.4564032, 6.8553449 46.4562315, 6.8547897 46.4559761, 6.8546122 46.4558945, 6.8545222 46.4558531, 6.8544944 46.4558403, 6.8544141 46.4558034)",,,,,,,
32071312,Avenue Gustave-Courbet,residential,False,False,126.891,"LINESTRING (6.8544141 46.4558034, 6.8544944 46.4558403, 6.8545222 46.4558531, 6.8546122 46.4558945, 6.8547897 46.4559761, 6.8553449 46.4562315, 6.8557183 46.4564032, 6.8557918 46.456437)",,,,,,,
921319446,Rue d'Entre-deux-Villes,primary,False,False,144.32500000000002,"LINESTRING (6.8544141 46.4558034, 6.8550919 46.4550511, 6.8553327 46.4547872, 6.8554 46.4546977)",,9,50,,,,
"[1221481166, 1221481167]",Rue d'Entre-deux-Villes,primary,False,True,43.837,"LINESTRING (6.8544141 46.4558034, 6.8542664 46.4559504, 6.8540883 46.4561275)","['4', '3']",9,50,,,,
32473971,Rue d'Entre-deux-Villes,primary,False,False,5.302,"LINESTRING (6.8554 46.4546977, 6.8554351 46.4546566)",,9,50,,,,
32139885,Avenue Edouard Müller,residential,False,False,46.473,"LINESTRING (6.8554 46.4546977, 6.8555412 46.4547534, 6.8555784 46.4547692, 6.8559107 46.4549229)",,,50,,,,
921319446,Rue d'Entre-deux-Villes,primary,False,True,144.325,"LINESTRING (6.8554 46.4546977, 6.8553327 46.4547872, 6.8550919 46.4550511, 6.8544141 46.4558034)",,9,50,,,,
30567500,Avenue du Clos-d'Aubonne,residential,False,True,125.28500000000001,"LINESTRING (6.8570806 46.4557702, 6.8570795 46.4557963, 6.8570669 46.4558208, 6.8570485 46.4558385, 6.8570243 46.4558523, 6.8569945 46.4558644, 6.8568809 46.455913, 6.8564305 46.4561275, 6.8564085 46.4561381, 6.8561571 46.4562588, 6.8558317 46.456415, 6.8557918 46.456437)",,,50,,,,
32139885,Avenue Edouard Müller,residential,False,True,130.861,"LINESTRING (6.8570806 46.4557702, 6.857073 46.4557477, 6.8570524 46.4557211, 6.8568382 46.4555563, 6.8567888 46.4555183, 6.8566641 46.4554207, 6.8563797 46.455198, 6.8559938 46.4549629, 6.8559107 46.4549229)",,,50,,,,
32473973,Avenue du Clos-d'Aubonne,residential,False,False,166.36599999999999,"LINESTRING (6.8570806 46.4557702, 6.8572188 46.4557451, 6.8574613 46.4556229, 6.8577236 46.4554907, 6.8579428 46.4553705, 6.8583315 46.4551435, 6.8586407 46.454967, 6.858737 46.4549137, 6.858805 46.4548746)",,,30,,,,
"[44858496, 32139867]",Rue de l'Ancien Stand,residential,False,False,79.80499999999999,"LINESTRING (6.8573996 46.4512976, 6.8573083 46.4514873, 6.8572614 46.4515596, 6.8571725 46.4516631, 6.8571526 46.4517497, 6.8571885 46.4517828, 6.8572756 46.4518602, 6.8573567 46.4519326)",,,,,,,
"[895190770, 895190771, 32139868]",Rue de l'Ancien Stand,residential,True,False,52.266000000000005,"LINESTRING (6.8573567 46.4519326, 6.8575989 46.4521113, 6.8577377 46.4522059, 6.8578355 46.4522671)",,,30,,,,building_passage
32139869,Rue du Bourg-Dessous,residential,False,False,58.31700000000001,"LINESTRING (6.8573567 46.4519326, 6.8571539 46.4520138, 6.8569538 46.4520851, 6.8567115 46.4522086)",,,30,,,,
"[44858496, 32139867]",Rue de l'Ancien Stand,residential,False,True,79.80499999999999,"LINESTRING (6.8573567 46.4519326, 6.8572756 46.4518602, 6.8571885 46.4517828, 6.8571526 46.4517497, 6.8571725 46.4516631, 6.8572614 46.4515596, 6.8573083 46.4514873, 6.8573996 46.4512976)",,,,,,,
154671961,Grand-Rue,primary,False,True,64.67,"LINESTRING (6.8578355 46.4522671, 6.8572481 46.4526848)",,9,50,,,,
