osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,name,tunnel,bridge,access
199096733,primary,50,roundabout,True,False,12.084,"LINESTRING (6.840377 46.4641347, 6.8403545 46.4641441, 6.8403294 46.4641495, 6.8403032 46.4641508, 6.8402773 46.4641477, 6.8402531 46.4641406, 6.8402321 46.4641297)",,,,,,
27112633,primary,50,,False,False,118.247,"LINESTRING (6.8438804 46.4618674, 6.8439347 46.4618421, 6.8445647 46.461571, 6.8449065 46.4614288, 6.845071 46.461367, 6.8452098 46.4613302)",2,9,Avenue de la Gare,,,
27112633,primary,50,,False,True,161.73700000000002,"LINESTRING (6.8438804 46.4618674, 6.8432793 46.4621378, 6.842657 46.4624332, 6.8425868 46.4624794, 6.8425247 46.4625181, 6.8423101 46.462652, 6.8422221 46.4626971, 6.8421757 46.4627209)",2,9,Avenue de la Gare,,,
30567494,residential,,,False,True,52.028999999999996,"LINESTRING (6.8474303 46.4605569, 6.8475102 46.4606471, 6.8475275 46.4606665, 6.8477592 46.4609661)",,,Rue du Panorama,,,
"[655443105, 32071307, 680617529]",residential,,,False,True,152.42900000000003,"LINESTRING (6.8474303 46.4605569, 6.8473562 46.4604682, 6.847339 46.4604478, 6.8472534 46.4603465, 6.8470805 46.4601374, 6.8469028 46.4599104, 6.84672 46.4596877, 6.8467022 46.4596515, 6.8466999 46.4596242, 6.8467112 46.4595976, 6.8467242 46.4595779, 6.8467773 46.4595243, 6.8468215 46.4594783, 6.8468506 46.459448, 6.8468689 46.4594272, 6.8468801 46.4594047, 6.8468737 46.4593827, 6.8468575 46.4593533)",2,,Rue du Panorama,,,
"[655443107, 24757614]",primary,,,False,True,151.69600000000003,"LINESTRING (6.8474303 46.4605569, 6.8473524 46.4605897, 6.8471886 46.4606585, 6.8471615 46.4606698, 6.846882 46.4607874, 6.8464405 46.4609729, 6.846394 46.4609925, 6.8459763 46.4611688, 6.8458153 46.4612281, 6.8457253 46.4612468)",,9,Rue du Clos,,,
199096733,primary,50,roundabout,True,False,19.644,"LINESTRING (6.8402321 46.4641297, 6.8402158 46.4641161, 6.8402045 46.4641002, 6.8401987 46.464083, 6.8401989 46.4640653, 6.840205 46.4640482, 6.8402166 46.4640324, 6.8402332 46.4640189, 6.8402538 46.4640085, 6.8402774 46.4640015, 6.8403027 46.4639985)",,,,,,
769647311,primary,50,,False,True,47.186,"LINESTRING (6.8402321 46.4641297, 6.8400676 46.4642422, 6.8397948 46.4644286)",,9,Avenue du Général-Guisan,,,
153886058,primary,50,,True,False,53.353,"LINESTRING (6.8403027 46.4639985, 6.8403901 46.4639225, 6.8405901 46.463777, 6.8407738 46.4636455)",,9,Avenue du Général-Guisan,,,
199096733,primary,50,roundabout,True,False,12.632000000000001,"LINESTRING (6.8403027 46.4639985, 6.8403301 46.4639999, 6.8403562 46.4640058, 6.8403794 46.464016, 6.8403982 46.4640298, 6.8404115 46.4640464, 6.8404185 46.4640647)",,,,,,
31897219,residential,,,False,False,66.967,"LINESTRING (6.8414566 46.4596634, 6.8413389 46.4596694, 6.8407481 46.4598818, 6.8406683 46.4599102)",,,Rue Louis Meyer,,,
687575117,residential,,,False,True,50.812000000000005,"LINESTRING (6.8414566 46.4596634, 6.8416022 46.4599543, 6.841672 46.4600956)",,,Grande Place,,,
759177119,residential,,,False,False,132.39200000000002,"LINESTRING (6.8414566 46.4596634, 6.8415854 46.4596318, 6.8417522 46.4595891, 6.8419469 46.4595394, 6.8421354 46.4594912, 6.8423179 46.4594445, 6.842495 46.4593992, 6.8423739 46.4591743, 6.8424079 46.4591278, 6.8424495 46.4590513, 6.8424669 46.4589982)",,,Grande Place,,,
"[26997833, 26997834, 26997831]",living_street,,,False,True,146.869,"LINESTRING (6.844208 46.4584043, 6.8442082 46.458486, 6.8442096 46.4586569, 6.8442316 46.4588133, 6.8442487 46.4588793, 6.8442721 46.4589027, 6.8443113 46.4589159, 6.8445656 46.4589422, 6.8445968 46.4589773, 6.8448142 46.4592018, 6.8449973 46.4593828, 6.8449989 46.4593844, 6.845061 46.4594458)",,,"['Rue du Centre', 'Rue du Lac', ""Place de l'Ancien Port""]",,,
30813479,residential,,,False,True,35.498,"LINESTRING (6.8481089 46.4585893, 6.8481571 46.4586702, 6.8482497 46.4588171, 6.848279 46.4588487, 6.8483199 46.458868)",,,Rue Sainte-Claire,,,
153236752,tertiary,50,,False,False,68.29,"LINESTRING (6.8481089 46.4585893, 6.8480096 46.4586191, 6.8476576 46.4587253, 6.8475448 46.4587624, 6.8474908 46.4587898, 6.8473468 46.4588921)",,,Rue d'Italie,,,
152195355,tertiary,50,,False,True,29.447000000000003,"LINESTRING (6.8463816 46.4592833, 6.8464947 46.4592221, 6.846557 46.459195, 6.8467071 46.4591447)",2,,Rue du Simplon,,,
220538627,tertiary,50,,True,False,90.981,"LINESTRING (6.8463816 46.4592833, 6.8463398 46.459307, 6.8457248 46.4596557, 6.8456411 46.459708, 6.8454878 46.4598206)",,,Rue du Simplon,,,
26997833,living_street,,,False,False,45.216,"LINESTRING (6.8454878 46.4598206, 6.8454195 46.4597606, 6.8451219 46.4595015)",,,Rue du Centre,,,
152195358,tertiary,50,,True,False,122.57300000000001,"LINESTRING (6.8454878 46.4598206, 6.8454455 46.459857, 6.8453072 46.4599814, 6.8452472 46.460025, 6.844908 46.4602262, 6.8449032 46.4602291, 6.8448327 46.4602697, 6.844679 46.4603608, 6.844378 46.4605632, 6.8443433 46.4605866)",2,,Rue du Simplon,,,
706221376,primary,50,roundabout,True,False,14.953000000000001,"LINESTRING (6.8419095 46.4627916, 6.8419119 46.4627648, 6.8419243 46.4627393, 6.8419458 46.4627168, 6.8419751 46.462699, 6.8420101 46.4626871)",,,Rond-Point de la Gare,,,
154671963,tertiary,50,,False,True,11.006,"LINESTRING (6.8420101 46.4626871, 6.8420036 46.4626524, 6.8420001 46.4626278, 6.8420001 46.4626277, 6.8420026 46.4626069, 6.8420065 46.4625888)",3,,Rue de Lausanne,,,
706221376,primary,50,roundabout,True,False,14.055000000000001,"LINESTRING (6.8420101 46.4626871, 6.8420553 46.4626816, 6.8421007 46.4626858, 6.8421422 46.4626993, 6.8421757 46.4627209)",,,Rond-Point de la Gare,,,
27112633,primary,50,,False,False,161.737,"LINESTRING (6.8421757 46.4627209, 6.8422221 46.4626971, 6.8423101 46.462652, 6.8425247 46.4625181, 6.8425868 46.4624794, 6.842657 46.4624332, 6.8432793 46.4621378, 6.8438804 46.4618674)",2,9,Avenue de la Gare,,,
706221376,primary,50,roundabout,True,False,19.57,"LINESTRING (6.8421757 46.4627209, 6.8421969 46.4627463, 6.8422068 46.4627749, 6.8422047 46.4628042, 6.8421906 46.4628318, 6.8421657 46.4628556, 6.842132 46.4628736)",,,Rond-Point de la Gare,,,
