osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,access,ref,junction,tunnel
124720109,Rorschacherstrasse,primary,,False,False,180.76999999999998,"LINESTRING (9.544478 47.3797119, 9.5445667 47.3798069, 9.5446062 47.379849, 9.5446332 47.3798778, 9.5446583 47.3799103, 9.5447958 47.3800844, 9.5449778 47.3803104, 9.5451221 47.3804695, 9.5451667 47.3805125, 9.5452003 47.3805429, 9.5452423 47.3805799, 9.5453357 47.3806562, 9.5456366 47.3808585, 9.5457648 47.3809456, 9.5458739 47.3810198)",,2,,13,,
202190691,Schöntalstrasse,residential,,False,True,162.81,"LINESTRING (9.544478 47.3797119, 9.5445267 47.3796966, 9.5446014 47.3796732, 9.5446804 47.3796563, 9.5448816 47.379613, 9.5450573 47.3795906, 9.5451881 47.3795739, 9.5455573 47.3795544, 9.5457616 47.3795651, 9.5460596 47.3795875, 9.5464838 47.3796439, 9.5465944 47.3796599)",,,,,,
785960867,Rorschacherstrasse,primary,50,False,True,118.184,"LINESTRING (9.544478 47.3797119, 9.5443654 47.3796126, 9.5440616 47.3793607, 9.5438367 47.3791753, 9.5437885 47.379132, 9.5437162 47.3790613, 9.5435373 47.3788631)",,2,,13,,
"[124416646, 124720109, 124416645]",Rorschacherstrasse,primary,50,False,False,49.993,"LINESTRING (9.5471191 47.3818917, 9.547189 47.3819534, 9.5472755 47.3820518, 9.5474646 47.382275)",yes,2,,13,,
124720109,Rorschacherstrasse,primary,,False,True,134.93,"LINESTRING (9.5471191 47.3818917, 9.5468437 47.3816764, 9.5465163 47.3814563, 9.5462698 47.3812906, 9.5458739 47.3810198)",,2,,13,,
124416646,Rorschacherstrasse,primary,50,False,False,26.51,"LINESTRING (9.5474646 47.382275, 9.5476207 47.3824887)",,2,,13,,
"[124720109, 124416645, 124416646]",Rorschacherstrasse,primary,50,False,True,49.993,"LINESTRING (9.5474646 47.382275, 9.5472755 47.3820518, 9.547189 47.3819534, 9.5471191 47.3818917)",yes,2,,13,,
9075343,Stossstrasse,secondary,50,False,False,10.393,"LINESTRING (9.5382002 47.3771058, 9.5381721 47.3771035, 9.5380633 47.3770939)",,2,,448,,
20785566,Gerbergasse,tertiary,50,False,True,22.491,"LINESTRING (9.5382002 47.3771058, 9.5382001 47.3771212, 9.5381998 47.3771532, 9.5381995 47.3771851, 9.5382001 47.3772014, 9.5382031 47.3772168, 9.5382307 47.377306)",,2,,,,
"[1183889418, 1183889419, 18494437, 18455646]","['Hinter den Gärten', 'Ringgasse']",secondary,50,False,False,161.02700000000002,"LINESTRING (9.5382002 47.3771058, 9.5382708 47.3770941, 9.5383197 47.3770741, 9.5384712 47.3769881, 9.5385897 47.3769284, 9.5387509 47.3768722, 9.5388694 47.3768563, 9.5389927 47.3768398, 9.5392661 47.3768283, 9.5395256 47.3768375, 9.5396191 47.3768477, 9.5397596 47.3768629, 9.5401077 47.3769539, 9.5401918 47.3769785)",,2,,,,
18494406,Bahnhofstrasse,residential,,False,False,10.951,"LINESTRING (9.5445783 47.3781474, 9.5447126 47.3781096)",,2,,,,
18494406,Bahnhofstrasse,residential,,False,True,111.39000000000001,"LINESTRING (9.5445783 47.3781474, 9.5444801 47.3781757, 9.5439055 47.3783439, 9.5434179 47.3784838, 9.5433579 47.3785084, 9.5433021 47.3785414, 9.5432459 47.3785728)",,2,,,,
18494622,Städlenstrasse,residential,,False,True,45.656,"LINESTRING (9.5445783 47.3781474, 9.5444865 47.3780918, 9.5441041 47.3778918)",,,,,,
18494406,Bahnhofstrasse,residential,,False,False,111.39,"LINESTRING (9.5432459 47.3785728, 9.5433021 47.3785414, 9.5433579 47.3785084, 9.5434179 47.3784838, 9.5439055 47.3783439, 9.5444801 47.3781757, 9.5445783 47.3781474)",,2,,,,
37437148,Rorschacherstrasse,primary,50,False,False,39.227,"LINESTRING (9.5432459 47.3785728, 9.5433348 47.378638, 9.5434216 47.37872, 9.5434527 47.3787592, 9.5435373 47.3788631)",,2,,13,,
193018171,Rorschacherstrasse,primary,50,False,True,54.177,"LINESTRING (9.5432459 47.3785728, 9.5431633 47.378523, 9.5430383 47.3784621, 9.5429571 47.3784304, 9.5427588 47.3783628, 9.542715 47.3783476, 9.5426675 47.3783312, 9.5426351 47.3783196)",,2,,13,,
18494622,Städlenstrasse,residential,,False,False,102.70500000000001,"LINESTRING (9.543005 47.3773449, 9.5432925 47.3774911, 9.5435698 47.377632, 9.5441041 47.3778918)",,,,,,
193018169,Churerstrasse,primary,30,False,True,32.701,"LINESTRING (9.543005 47.3773449, 9.5429631 47.3773764, 9.5429294 47.3773949, 9.5428014 47.3774849, 9.5427702 47.3775157, 9.5427351 47.3775708)",,2,,13,,
"[1106413426, 785730295]",Churerstrasse,primary,30,False,False,105.67099999999999,"LINESTRING (9.543005 47.3773449, 9.5432182 47.3771624, 9.5432857 47.3770872, 9.5433032 47.3770193, 9.5432857 47.3769366, 9.5432566 47.3768562, 9.5432502 47.3768261, 9.5432408 47.3767561, 9.5432504 47.3764625)",,2,,13,,
18494622,Städlenstrasse,residential,,False,False,45.656,"LINESTRING (9.5441041 47.3778918, 9.5444865 47.3780918, 9.5445783 47.3781474)",,,,,,
18494622,Städlenstrasse,residential,,False,True,102.70500000000001,"LINESTRING (9.5441041 47.3778918, 9.5435698 47.377632, 9.5432925 47.3774911, 9.543005 47.3773449)",,,,,,
75900439,Wiesentalstrasse,residential,,True,False,85.091,"LINESTRING (9.5441041 47.3778918, 9.5444338 47.3775874, 9.5446752 47.3774592, 9.5448968 47.3773598)",,,,,,
175702356,Alte Ruppenstrasse,residential,,False,False,143.655,"LINESTRING (9.5393519 47.3788573, 9.5392665 47.3789279, 9.5392011 47.3789611, 9.5390191 47.3790018, 9.5387739 47.3790906, 9.5383493 47.3792433, 9.5379557 47.3793985, 9.5379087 47.3794102, 9.5378754 47.3794162, 9.5378182 47.379412, 9.5376814 47.379383)",,,,,,
175702357,Trogenerstrasse,tertiary,50,False,True,57.94499999999999,"LINESTRING (9.5393519 47.3788573, 9.5390806 47.3787384, 9.5388182 47.3786412, 9.5387557 47.3786214, 9.5386816 47.3786043)",,2,,,,
237903180,Trogenerstrasse,tertiary,50,False,True,34.964,"LINESTRING (9.5393519 47.3788573, 9.539444 47.3788738, 9.5395399 47.3788694, 9.5397862 47.3787897)",,,,,,
23402799,Heidenerstrasse,tertiary,50,False,False,149.25099999999998,"LINESTRING (9.540549 47.378555, 9.5405671 47.3786144, 9.5405887 47.3790624, 9.5405945 47.3791791, 9.5405966 47.3792236, 9.5406089 47.3794828, 9.5406177 47.3796675, 9.5406328 47.3798952)",,2,,AR 57,,
27389218,Trogenerstrasse,tertiary,50,False,True,34.319,"LINESTRING (9.540549 47.378555, 9.5407373 47.3785172, 9.540986 47.3784673)",,2,,,,
237903180,Trogenerstrasse,tertiary,50,False,False,46.238,"LINESTRING (9.540549 47.378555, 9.5402461 47.3786253, 9.5400592 47.378688, 9.5399845 47.3787159)",,,,,,
20785822,Marktgasse,living_street,,True,False,26.372,"LINESTRING (9.540986 47.3784673, 9.5409561 47.3784327, 9.5409109 47.3783879, 9.5408757 47.3783644, 9.5407299 47.3783174)",,1,,,,
27389218,Trogenerstrasse,tertiary,50,False,False,34.319,"LINESTRING (9.540986 47.3784673, 9.5407373 47.3785172, 9.540549 47.378555)",,2,,,,
"[38281882, 38281885]","['Rorschacherstrasse', 'Trogenerstrasse']",tertiary,50,False,"[False, True]",107.31399999999998,"LINESTRING (9.540986 47.3784673, 9.5411837 47.3784249, 9.5412438 47.3784124, 9.5414719 47.3783712, 9.5416711 47.3783541, 9.5417617 47.378347, 9.5418267 47.3783421, 9.5422384 47.3783142, 9.5422932 47.3783107, 9.5423481 47.3783041, 9.5423845 47.3782998)",,2,,,,
20785566,Gerbergasse,tertiary,50,False,False,22.491,"LINESTRING (9.5382307 47.377306, 9.5382031 47.3772168, 9.5382001 47.3772014, 9.5381995 47.3771851, 9.5381998 47.3771532, 9.5382001 47.3771212, 9.5382002 47.3771058)",,2,,,,
"[1183889440, 1183889441, 38281873]",Gerbergasse,tertiary,50,False,False,83.18599999999999,"LINESTRING (9.5382307 47.377306, 9.5382565 47.3773761, 9.538278 47.3774452, 9.5383044 47.3775495, 9.5383023 47.3776346, 9.5382431 47.3778587, 9.5382304 47.3778991, 9.5381859 47.3780413)",,2,,,,
20785822,Marktgasse,living_street,,True,False,67.985,"LINESTRING (9.5403638 47.3782023, 9.540015 47.3780237, 9.5396489 47.3778289)",,1,,,,
23403545,Obergasse,living_street,20,True,False,53.545,"LINESTRING (9.5403638 47.3782023, 9.5401926 47.3783538, 9.5401221 47.3783903, 9.5399808 47.378452, 9.5398263 47.378504)",,,,,,
586076136,Engelgasse,living_street,,False,True,31.227,"LINESTRING (9.5396489 47.3778289, 9.539915 47.3776135)",,,permissive,,,
20785822,Marktgasse,living_street,,True,False,47.409000000000006,"LINESTRING (9.5396489 47.3778289, 9.5393895 47.3777211, 9.5391083 47.3776104)",,1,,,,
23403401,Marolanistrasse,residential,,False,True,49.647000000000006,"LINESTRING (9.5420365 47.3814444, 9.5418612 47.3817051, 9.5417644 47.3818511)",,,,,,
37243150,Bildstrasse,residential,50,False,False,315.6740000000001,"LINESTRING (9.5420365 47.3814444, 9.5423777 47.3810803, 9.5424555 47.3809955, 9.5425099 47.3809322, 9.5425463 47.3808904, 9.5427423 47.3806654, 9.542818 47.3805724, 9.5429053 47.3804288, 9.543007 47.3802245, 9.5430533 47.3801202, 9.5431186 47.3799622, 9.5431699 47.3798325, 9.5432153 47.379698, 9.5432391 47.3795837, 9.5432396 47.3794906, 9.5432309 47.3793839, 9.5432326 47.3793496, 9.5432361 47.3792799, 9.543242 47.3791924, 9.5432702 47.3791117, 9.5433821 47.3789648, 9.5434249 47.3789251, 9.5434848 47.3788921, 9.5435373 47.3788631)",,,,,,
"[1181156801, 785730292]",Heidenerstrasse,tertiary,50,False,False,66.65,"LINESTRING (9.5420365 47.3814444, 9.5421576 47.3815569, 9.5423859 47.3817689, 9.5425377 47.3819379)",,2,,AR 57,,
"[1183868346, 1183868347, 122591580]",Heidenerstrasse,tertiary,50,False,True,118.851,"LINESTRING (9.5420365 47.3814444, 9.5419126 47.3813312, 9.5417102 47.381143, 9.5415247 47.3809705, 9.5413057 47.3807669, 9.5411058 47.3805811)",,2,,AR 57,,
37243150,Bildstrasse,residential,50,False,True,315.674,"LINESTRING (9.5435373 47.3788631, 9.5434848 47.3788921, 9.5434249 47.3789251, 9.5433821 47.3789648, 9.5432702 47.3791117, 9.543242 47.3791924, 9.5432361 47.3792799, 9.5432326 47.3793496, 9.5432309 47.3793839, 9.5432396 47.3794906, 9.5432391 47.3795837, 9.5432153 47.379698, 9.5431699 47.3798325, 9.5431186 47.3799622, 9.5430533 47.3801202, 9.543007 47.3802245, 9.5429053 47.3804288, 9.542818 47.3805724, 9.5427423 47.3806654, 9.5425463 47.3808904, 9.5425099 47.3809322, 9.5424555 47.3809955, 9.5423777 47.3810803, 9.5420365 47.3814444)",,,,,,
37437148,Rorschacherstrasse,primary,50,False,True,39.227,"LINESTRING (9.5435373 47.3788631, 9.5434527 47.3787592, 9.5434216 47.37872, 9.5433348 47.378638, 9.5432459 47.3785728)",,2,,13,,
785960867,Rorschacherstrasse,primary,50,False,False,118.184,"LINESTRING (9.5435373 47.3788631, 9.5437162 47.3790613, 9.5437885 47.379132, 9.5438367 47.3791753, 9.5440616 47.3793607, 9.5443654 47.3796126, 9.544478 47.3797119)",,2,,13,,
"[440044312, 20785822]",Marktgasse,living_street,,True,False,78.911,"LINESTRING (9.5391083 47.3776104, 9.5389078 47.3775086, 9.5388404 47.3774764, 9.5387008 47.3774097, 9.538461 47.3772769, 9.53829 47.3772985, 9.5382307 47.377306)",,1,,,,
23403430,Rabengasse,living_street,20,True,False,49.474999999999994,"LINESTRING (9.5391083 47.3776104, 9.5389122 47.3777964, 9.5387226 47.3779706)",,1,,,,
1183889440,Gerbergasse,tertiary,50,False,False,28.896,"LINESTRING (9.5381859 47.3780413, 9.5381471 47.3782128, 9.5381301 47.3782984)",,2,,,,
"[1183889440, 38281873, 1183889441]",Gerbergasse,tertiary,50,False,True,83.186,"LINESTRING (9.5381859 47.3780413, 9.5382304 47.3778991, 9.5382431 47.3778587, 9.5383023 47.3776346, 9.5383044 47.3775495, 9.538278 47.3774452, 9.5382565 47.3773761, 9.5382307 47.377306)",,2,,,,
23403468,Gemüsemarkt,living_street,20,True,False,29.458000000000002,"LINESTRING (9.5384915 47.3782067, 9.5384363 47.3781768, 9.5382317 47.3780661, 9.5381859 47.3780413)",,1,,,,
382325463,Rabengasse,living_street,20,True,False,37.06399999999999,"LINESTRING (9.5384915 47.3782067, 9.5383964 47.3782987, 9.5383396 47.3783436, 9.5383133 47.3783713, 9.5383046 47.3783984, 9.5383076 47.3784189, 9.5383121 47.3784426, 9.5383246 47.3784661, 9.5383456 47.3784945)",,1,,,,
23403468,Gemüsemarkt,living_street,20,True,False,117.11699999999999,"LINESTRING (9.5397862 47.3787897, 9.5394354 47.3786161, 9.5384915 47.3782067)",,1,,,,
237903180,Trogenerstrasse,tertiary,50,False,False,34.964,"LINESTRING (9.5397862 47.3787897, 9.5395399 47.3788694, 9.539444 47.3788738, 9.5393519 47.3788573)",,,,,,
237903180,Trogenerstrasse,tertiary,50,False,True,17.037,"LINESTRING (9.5397862 47.3787897, 9.5398545 47.3787643, 9.5399845 47.3787159)",,,,,,
23403430,Rabengasse,living_street,20,True,False,31.506,"LINESTRING (9.5387226 47.3779706, 9.5386855 47.3780134, 9.5384915 47.3782067)",,1,,,,
23403489,Obergasse,living_street,20,True,False,102.099,"LINESTRING (9.5398263 47.378504, 9.5387226 47.3779706)",,1,,,,
23403489,Obergasse,living_street,20,True,False,28.605999999999998,"LINESTRING (9.5399845 47.3787159, 9.5397991 47.3785473, 9.5398263 47.378504)",,1,,,,
237903180,Trogenerstrasse,tertiary,50,False,False,17.037,"LINESTRING (9.5399845 47.3787159, 9.5398545 47.3787643, 9.5397862 47.3787897)",,,,,,
237903180,Trogenerstrasse,tertiary,50,False,True,46.238,"LINESTRING (9.5399845 47.3787159, 9.5400592 47.378688, 9.5402461 47.3786253, 9.540549 47.378555)",,,,,,
586076136,Engelgasse,living_street,,False,False,31.227,"LINESTRING (9.539915 47.3776135, 9.5396489 47.3778289)",,,permissive,,,
23403577,Webergasse,living_street,,False,False,96.994,"LINESTRING (9.539915 47.3776135, 9.5397023 47.3775238, 9.5394866 47.3773923, 9.5394866 47.3773359, 9.5398226 47.377123, 9.5400242 47.3771436)",,,permissive,,,
586076136,Engelgasse,living_street,,False,True,43.094,"LINESTRING (9.539915 47.3776135, 9.5400817 47.3776309, 9.5402417 47.3776444, 9.5404838 47.377636)",,,permissive,,,
586076136,Engelgasse,living_street,,False,True,13.548,"LINESTRING (9.5404838 47.377636, 9.5405907 47.377538)",,,permissive,,,
586076136,Engelgasse,living_street,,False,False,43.093999999999994,"LINESTRING (9.5404838 47.377636, 9.5402417 47.3776444, 9.5400817 47.3776309, 9.539915 47.3776135)",,,permissive,,,
"[23403577, 586076137]",Webergasse,living_street,,False,False,22.278000000000002,"LINESTRING (9.5400242 47.3771436, 9.540108 47.377061, 9.5401565 47.3770133, 9.5401918 47.3769785)",,,permissive,,,
23403577,Webergasse,living_street,,False,True,96.994,"LINESTRING (9.5400242 47.3771436, 9.5398226 47.377123, 9.5394866 47.3773359, 9.5394866 47.3773923, 9.5397023 47.3775238, 9.539915 47.3776135)",,,permissive,,,
18494437,Ringgasse,secondary,50,False,False,67.128,"LINESTRING (9.5401918 47.3769785, 9.5404534 47.3770706, 9.5409206 47.3772505, 9.5409699 47.3772727)",,,,,,
"[1183889418, 1183889419, 18494437, 18455646]","['Hinter den Gärten', 'Ringgasse']",secondary,50,False,True,161.02700000000002,"LINESTRING (9.5401918 47.3769785, 9.5401077 47.3769539, 9.5397596 47.3768629, 9.5396191 47.3768477, 9.5395256 47.3768375, 9.5392661 47.3768283, 9.5389927 47.3768398, 9.5388694 47.3768563, 9.5387509 47.3768722, 9.5385897 47.3769284, 9.5384712 47.3769881, 9.5383197 47.3770741, 9.5382708 47.3770941, 9.5382002 47.3771058)",,2,,,,
"[586076137, 23403577]",Webergasse,living_street,,False,True,22.278000000000002,"LINESTRING (9.5401918 47.3769785, 9.5401565 47.3770133, 9.540108 47.377061, 9.5400242 47.3771436)",,,permissive,,,
586076136,Engelgasse,living_street,,False,False,13.548,"LINESTRING (9.5405907 47.377538, 9.5404838 47.377636)",,,permissive,,,
23403602,Pfluggasse,living_street,,True,False,61.306,"LINESTRING (9.5405907 47.377538, 9.540502 47.3774612, 9.540296 47.3773101, 9.5400242 47.3771436)",,,permissive,,,
23403638,Kirchplatz,living_street,,False,False,40.775,"LINESTRING (9.5405907 47.377538, 9.5406274 47.3775858, 9.5410148 47.3777562)",,,permissive,,,
"[586076136, 23403562]",Engelgasse,living_street,,False,True,30.519000000000002,"LINESTRING (9.5405907 47.377538, 9.5407774 47.3774185, 9.5408853 47.3773495)",,,permissive,,,
23403638,Kirchplatz,living_street,,False,True,40.775,"LINESTRING (9.5410148 47.3777562, 9.5406274 47.3775858, 9.5405907 47.377538)",,,permissive,,,
20785822,Marktgasse,living_street,,True,False,30.392,"LINESTRING (9.5407299 47.3783174, 9.5403638 47.3782023)",,1,,,,
23403640,Engelgasse,living_street,,True,False,81.144,"LINESTRING (9.5407299 47.3783174, 9.5406166 47.3780901, 9.5405795 47.3779484, 9.5404283 47.3777802, 9.5404496 47.3777246, 9.5404838 47.377636)",,,permissive,,,
"[837190194, 23505694]",Feldstrasse,residential,,False,True,177.498,"LINESTRING (9.5469707 47.3784678, 9.5469293 47.3784634, 9.5468091 47.3784506, 9.546101 47.3783694, 9.5457676 47.3783343, 9.5454651 47.3782965, 9.5453337 47.3782783, 9.5449872 47.3782294, 9.5448412 47.3781975, 9.5447596 47.3781651, 9.5447126 47.3781096)",,,,,,
24299796,Elsenackerstrasse,residential,,False,True,135.55,"LINESTRING (9.5469707 47.3784678, 9.546943 47.3785547, 9.5468392 47.3788796, 9.5465944 47.3796599)",,,,,,
262393285,Tiefenackerstrasse,residential,,False,False,48.318,"LINESTRING (9.5469707 47.3784678, 9.5470125 47.3784722, 9.5471094 47.3784825, 9.5476047 47.3785349)",,,,,,
785960869,Elsenackerstrasse,residential,,False,False,115.159,"LINESTRING (9.5469707 47.3784678, 9.5471012 47.3780433, 9.5471143 47.3779546, 9.5471117 47.3778461, 9.5470781 47.3777451, 9.5469708 47.3775734, 9.5469241 47.3774986, 9.546905 47.377468)",,,,,,
202266839,Feldackerweg,residential,,False,True,56.201,"LINESTRING (9.5476047 47.3785349, 9.5478565 47.3780591)",,,,,,
262393285,Tiefenackerstrasse,residential,,False,True,48.318000000000005,"LINESTRING (9.5476047 47.3785349, 9.5471094 47.3784825, 9.5470125 47.3784722, 9.5469707 47.3784678)",,,,,,
202284535,Bahnhofstrasse,residential,,False,True,12.427,"LINESTRING (9.546905 47.377468, 9.547056 47.3774229)",,2,,,,
785960869,Elsenackerstrasse,residential,,False,True,115.159,"LINESTRING (9.546905 47.377468, 9.5469241 47.3774986, 9.5469708 47.3775734, 9.5470781 47.3777451, 9.5471117 47.3778461, 9.5471143 47.3779546, 9.5471012 47.3780433, 9.5469707 47.3784678)",,,,,,
"[837190195, 785960868]",Bahnhofstrasse,residential,,False,False,60.247,"LINESTRING (9.546905 47.377468, 9.5465068 47.3775828, 9.546357 47.3776273, 9.5461704 47.3776827)",,2,,,,
24299796,Elsenackerstrasse,residential,,False,False,135.54999999999998,"LINESTRING (9.5465944 47.3796599, 9.5468392 47.3788796, 9.546943 47.3785547, 9.5469707 47.3784678)",,,,,,
202190691,Schöntalstrasse,residential,,False,False,162.80999999999997,"LINESTRING (9.5465944 47.3796599, 9.5464838 47.3796439, 9.5460596 47.3795875, 9.5457616 47.3795651, 9.5455573 47.3795544, 9.5451881 47.3795739, 9.5450573 47.3795906, 9.5448816 47.379613, 9.5446804 47.3796563, 9.5446014 47.3796732, 9.5445267 47.3796966, 9.544478 47.3797119)",,,,,,
202266851,Elsenackerstrasse,residential,,False,True,166.576,"LINESTRING (9.5465944 47.3796599, 9.5465131 47.3799493, 9.5463844 47.3804571, 9.5463324 47.3806623, 9.5462876 47.3807394, 9.5462018 47.380813, 9.5458739 47.3810198)",,,,,,
1167602236,Trogenerstrasse,tertiary,50,False,True,19.967,"LINESTRING (9.5376814 47.379383, 9.5375616 47.3795432)",,,,,,
175702356,Alte Ruppenstrasse,residential,,False,True,143.655,"LINESTRING (9.5376814 47.379383, 9.5378182 47.379412, 9.5378754 47.3794162, 9.5379087 47.3794102, 9.5379557 47.3793985, 9.5383493 47.3792433, 9.5387739 47.3790906, 9.5390191 47.3790018, 9.5392011 47.3789611, 9.5392665 47.3789279, 9.5393519 47.3788573)",,,,,,
293575530,Trogenerstrasse,tertiary,50,False,False,53.338,"LINESTRING (9.5376814 47.379383, 9.5379617 47.379012, 9.5380097 47.3789581)",,,,,,
1183889440,Gerbergasse,tertiary,50,False,False,9.029,"LINESTRING (9.5381301 47.3782984, 9.5381155 47.378379)",,2,,,,
30926971,Breite,residential,,False,False,54.602,"LINESTRING (9.5381301 47.3782984, 9.5380401 47.378329, 9.5379985 47.3783432, 9.5379135 47.3783859, 9.5377093 47.3785037, 9.537647 47.3785396, 9.5375519 47.3785913)",,,,,,
1183889440,Gerbergasse,tertiary,50,False,True,28.896,"LINESTRING (9.5381301 47.3782984, 9.5381471 47.3782128, 9.5381859 47.3780413)",,2,,,,
30926971,Breite,residential,,False,True,54.602000000000004,"LINESTRING (9.5375519 47.3785913, 9.537647 47.3785396, 9.5377093 47.3785037, 9.5379135 47.3783859, 9.5379985 47.3783432, 9.5380401 47.378329, 9.5381301 47.3782984)",,,,,,
193020105,Breite,residential,50,False,False,53.763999999999996,"LINESTRING (9.5375519 47.3785913, 9.5379175 47.3789138, 9.5379505 47.3789343, 9.5380097 47.3789581)",,,,,,
245125106,Mühlackerweg,residential,,False,True,15.387,"LINESTRING (9.5375519 47.3785913, 9.5375184 47.3785588, 9.5374725 47.378515, 9.5374368 47.378477)",,,,,,
1183889463,Trogenerstrasse,tertiary,50,False,False,16.633,"LINESTRING (9.5380097 47.3789581, 9.5381257 47.3788308)",,,,,,
193020105,Breite,residential,50,False,True,53.763999999999996,"LINESTRING (9.5380097 47.3789581, 9.5379505 47.3789343, 9.5379175 47.3789138, 9.5375519 47.3785913)",,,,,,
293575530,Trogenerstrasse,tertiary,50,False,True,53.338,"LINESTRING (9.5380097 47.3789581, 9.5379617 47.379012, 9.5376814 47.379383)",,,,,,
1108021085,Churerstrasse,primary,50,False,False,17.131,"LINESTRING (9.5426394 47.3778624, 9.5425965 47.3780137)",,2,,13,,
193018180,Churerstrasse,primary,50,False,True,33.232,"LINESTRING (9.5426394 47.3778624, 9.5427066 47.3776408, 9.5427187 47.3776077, 9.5427351 47.3775708)",,2,,13,,
381955549,Ringstrasse,residential,,False,True,39.067,"LINESTRING (9.5426394 47.3778624, 9.5425828 47.377856, 9.5424854 47.3778451, 9.5423151 47.3778149, 9.5422093 47.3777897, 9.542142 47.377768)",,2,,,,
"[18451684, 193018182]",Churerstrasse,residential,,False,"[False, True]",93.64399999999999,"LINESTRING (9.5427351 47.3775708, 9.5426652 47.3775624, 9.5424635 47.3775418, 9.5423162 47.3775432, 9.5422641 47.3775589, 9.5422287 47.3775751, 9.5421212 47.377529, 9.5420275 47.3774808, 9.5419522 47.3774421, 9.5417765 47.3773408, 9.5417372 47.3773035, 9.5416886 47.3772573)",,,,,,
