osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,name,bridge,access
151487106,residential,,,False,False,15.236,"LINESTRING (7.0783392 47.4172689, 7.078392 47.4172404, 7.0784491 47.4172097, 7.078462 47.417201, 7.0784716 47.4171894, 7.0784773 47.4171735)",,,Faubourg St-Germain,,
151487237,residential,30,,False,False,92.11099999999999,"LINESTRING (7.0785679 47.4171884, 7.0788682 47.417438, 7.0789151 47.4174608, 7.0789689 47.4174797, 7.0790145 47.4174887, 7.0790642 47.4174948, 7.0792535 47.417498, 7.0792808 47.4174999, 7.0793068 47.4175042, 7.0793671 47.4175162, 7.0795837 47.4175593)",,,Faubourg St-Germain,,
151487237,residential,30,,False,True,7.114,"LINESTRING (7.0785679 47.4171884, 7.078549 47.4171818, 7.0785247 47.4171762, 7.0784986 47.4171739, 7.0784773 47.4171735)",,,Faubourg St-Germain,,
840895754,residential,30,,False,False,22.335,"LINESTRING (7.0785679 47.4171884, 7.0785812 47.4171898, 7.0785925 47.4171892, 7.0786021 47.4171859, 7.0787952 47.4170668)",,,Chemin des Vauches,,
151487237,residential,30,,False,True,92.11099999999999,"LINESTRING (7.0795837 47.4175593, 7.0793671 47.4175162, 7.0793068 47.4175042, 7.0792808 47.4174999, 7.0792535 47.417498, 7.0790642 47.4174948, 7.0790145 47.4174887, 7.0789689 47.4174797, 7.0789151 47.4174608, 7.0788682 47.417438, 7.0785679 47.4171884)",,,Faubourg St-Germain,,
151486863,primary,,,True,False,41.221,"LINESTRING (7.0789553 47.4179604, 7.0792329 47.41828)",1,6,Faubourg St-Germain,,
88300990,primary,,,False,True,25.001,"LINESTRING (7.0789553 47.4179604, 7.0789115 47.4178973, 7.0788374 47.4178231, 7.0787756 47.4177726)",2,6,Faubourg St-Germain,,
753433460,primary,,roundabout,True,False,16.106,"LINESTRING (7.0792789 47.4182955, 7.0793046 47.4183122, 7.0793235 47.4183327, 7.0793342 47.4183557, 7.0793363 47.4183798, 7.0793296 47.4184035, 7.0793144 47.4184254)",,,,,
"[931775312, 151486877]",secondary,50,,True,False,48.57199999999999,"LINESTRING (7.0792789 47.4182955, 7.0794344 47.4183137, 7.0794777 47.41832, 7.079515 47.4183286, 7.0795863 47.4183469, 7.0796277 47.4183634, 7.0796643 47.4183837, 7.0796874 47.4184007, 7.0797078 47.4184201, 7.07972 47.4184377, 7.0797385 47.4184766, 7.0797441 47.4184959, 7.0797491 47.4185261)",,247,Route d'Alle,yes,yes
"[78359618, 931775314]",secondary,50,,False,True,162.962,"LINESTRING (7.0797491 47.4185261, 7.0797691 47.4185961, 7.0797683 47.4186788, 7.0796899 47.419006, 7.0796954 47.4191046, 7.0797181 47.4192026, 7.0797659 47.4192788, 7.0798338 47.4193406, 7.0799113 47.4193827, 7.080026 47.4194205, 7.0801638 47.4194354, 7.0802752 47.4194296, 7.0803487 47.4194114, 7.0804472 47.4193729, 7.0805699 47.4193101, 7.0806406 47.4192664)",,247,Route d'Alle,yes,yes
"[151486874, 931775311]",secondary,50,,True,False,37.104,"LINESTRING (7.0797491 47.4185261, 7.0797096 47.4184912, 7.0796904 47.4184775, 7.0796703 47.4184649, 7.0796393 47.4184497, 7.0796088 47.4184374, 7.0795792 47.4184293, 7.0795472 47.4184241, 7.079518 47.41842, 7.0794793 47.418417, 7.0794392 47.4184172, 7.0793144 47.4184254)",,247,Route d'Alle,yes,yes
88300987,secondary,50,,False,False,254.999,"LINESTRING (7.0787424 47.4211522, 7.0786784 47.4210748, 7.0783094 47.4208109, 7.0782728 47.4207847, 7.0779743 47.4205657, 7.0775081 47.4202236, 7.0773704 47.4201212, 7.0773333 47.4200946, 7.0765289 47.4195167, 7.0764531 47.4194646)",,,Rue Auguste-Cuenin,,
753433462,primary,50,roundabout,True,False,13.174000000000001,"LINESTRING (7.0787424 47.4211522, 7.0787644 47.4211442, 7.078789 47.421141, 7.0788138 47.421143, 7.0788366 47.42115, 7.0788552 47.4211614, 7.0788678 47.421176, 7.0788732 47.4211925)",1,6,Rue Xavier-Stockmar,,
"[1222932255, 1222932254, 24295599]",primary,50,,False,False,49.074,"LINESTRING (7.079484 47.4210395, 7.0793615 47.4210767, 7.079291 47.421096, 7.0791207 47.4211425, 7.0788732 47.4211925)","['2', '3']",6,Rue Xavier-Stockmar,,
685474072,primary,50,roundabout,True,False,16.217000000000002,"LINESTRING (7.079484 47.4210395, 7.0794757 47.4210195, 7.0794761 47.4209986, 7.0794854 47.4209788, 7.0795027 47.4209615, 7.0795266 47.4209484, 7.0795551 47.4209404, 7.0795857 47.4209382)",,,,,
685474072,primary,50,roundabout,True,False,16.336,"LINESTRING (7.0796644 47.4210551, 7.0796374 47.4210714, 7.0796039 47.4210806, 7.0795677 47.4210817, 7.0795332 47.4210745, 7.0795041 47.4210599, 7.079484 47.4210395)",,,,,
86112751,tertiary,,,False,False,44.369,"LINESTRING (7.0697356 47.4132656, 7.0700429 47.4133396, 7.0702939 47.4133938)",,,Rue des Tilleuls,,
86112751,tertiary,,,False,False,62.336,"LINESTRING (7.0702939 47.4133938, 7.0710802 47.4135703)",,,Rue des Tilleuls,,
86112751,tertiary,,,False,True,44.369,"LINESTRING (7.0702939 47.4133938, 7.0700429 47.4133396, 7.0697356 47.4132656)",,,Rue des Tilleuls,,
86112751,tertiary,,,False,False,35.815,"LINESTRING (7.0714484 47.4136394, 7.0715278 47.4136542, 7.0719073 47.4137249)",,,Rue des Tilleuls,,
86112751,tertiary,,,False,True,28.752,"LINESTRING (7.0714484 47.4136394, 7.0712734 47.4136069, 7.0711399 47.4135819, 7.0710942 47.4135734, 7.0710802 47.4135703)",,,Rue des Tilleuls,,
86112751,tertiary,,,False,False,23.189,"LINESTRING (7.0721721 47.4137793, 7.072469 47.4138352)",,,Rue des Tilleuls,,
86112751,tertiary,,,False,True,20.826,"LINESTRING (7.0721721 47.4137793, 7.0719834 47.4137391, 7.0719073 47.4137249)",,,Rue des Tilleuls,,
154486542,residential,,,False,True,133.698,"LINESTRING (7.0721721 47.4137793, 7.0722596 47.413733, 7.0724495 47.4137237, 7.0726716 47.4137075, 7.0728651 47.4136934, 7.0730618 47.4136923, 7.0734219 47.4137114, 7.073451 47.4137179, 7.0735085 47.4137306, 7.0737108 47.4138018, 7.0738336 47.4138256, 7.0738852 47.4138323)",,,,,
86112788,residential,,,False,True,38.653,"LINESTRING (7.0738852 47.4138323, 7.0738626 47.4139615, 7.073844 47.4140642, 7.0737811 47.41417)",,,Chemin de l'Oiselier,,
154486542,residential,,,False,False,133.698,"LINESTRING (7.0738852 47.4138323, 7.0738336 47.4138256, 7.0737108 47.4138018, 7.0735085 47.4137306, 7.073451 47.4137179, 7.0734219 47.4137114, 7.0730618 47.4136923, 7.0728651 47.4136934, 7.0726716 47.4137075, 7.0724495 47.4137237, 7.0722596 47.413733, 7.0721721 47.4137793)",,,,,
86112751,tertiary,,,False,True,62.336,"LINESTRING (7.0710802 47.4135703, 7.0702939 47.4133938)",,,Rue des Tilleuls,,
86112751,tertiary,,,False,False,28.752,"LINESTRING (7.0710802 47.4135703, 7.0710942 47.4135734, 7.0711399 47.4135819, 7.0712734 47.4136069, 7.0714484 47.4136394)",,,Rue des Tilleuls,,
154926567,residential,,,False,True,91.886,"LINESTRING (7.0710802 47.4135703, 7.0710227 47.4136517, 7.070542 47.4141857, 7.0704506 47.4142777)",,,Rue des Tilleuls,,
86112751,tertiary,,,False,False,20.826,"LINESTRING (7.0719073 47.4137249, 7.0719834 47.4137391, 7.0721721 47.4137793)",,,Rue des Tilleuls,,
86112751,tertiary,,,False,True,35.815,"LINESTRING (7.0719073 47.4137249, 7.0715278 47.4136542, 7.0714484 47.4136394)",,,Rue des Tilleuls,,
154926556,residential,,,False,True,125.15800000000002,"LINESTRING (7.0719073 47.4137249, 7.0714523 47.414222, 7.0710479 47.4146885)",,,Rue de Montjoie,,
86112751,tertiary,,,False,True,23.189,"LINESTRING (7.072469 47.4138352, 7.0721721 47.4137793)",,,Rue des Tilleuls,,
86112751,tertiary,,,False,False,105.67500000000001,"LINESTRING (7.072469 47.4138352, 7.0725367 47.4138479, 7.0730918 47.4139665, 7.0737811 47.41417)",,,Rue des Tilleuls,,
154926577,residential,30,,False,True,224.41099999999997,"LINESTRING (7.072469 47.4138352, 7.0722909 47.4142593, 7.0730937 47.4146233, 7.0732777 47.4147157, 7.0737611 47.4149235, 7.074243 47.4151201)",2,,Pré Tavanne,,
24326361,secondary,50,,False,False,14.113,"LINESTRING (7.0704506 47.4142777, 7.0703293 47.4141809)",2,247,Rue Achille-Merguin,,
24326361,secondary,50,,False,True,64.164,"LINESTRING (7.0704506 47.4142777, 7.0706006 47.4143975, 7.0708512 47.4145678, 7.0710479 47.4146885)",2,247,Rue Achille-Merguin,,
154926567,residential,,,False,False,91.886,"LINESTRING (7.0704506 47.4142777, 7.070542 47.4141857, 7.0710227 47.4136517, 7.0710802 47.4135703)",,,Rue des Tilleuls,,
24326361,secondary,50,,False,False,64.164,"LINESTRING (7.0710479 47.4146885, 7.0708512 47.4145678, 7.0706006 47.4143975, 7.0704506 47.4142777)",2,247,Rue Achille-Merguin,,
24326361,secondary,50,,False,True,231.63299999999998,"LINESTRING (7.0710479 47.4146885, 7.071148 47.4147498, 7.0712356 47.4148027, 7.07142 47.4149178, 7.0715739 47.4150091, 7.0716817 47.4150683, 7.0717886 47.4151181, 7.0719633 47.4151958, 7.0721594 47.4152698, 7.0723639 47.4153371, 7.0724831 47.4153774, 7.072857 47.4155021, 7.0730114 47.4155728, 7.0732756 47.4157132, 7.0734142 47.4157919, 7.0734805 47.415839, 7.0735253 47.4158929)",2,247,Rue Achille-Merguin,,
154926556,residential,,,False,False,125.15800000000002,"LINESTRING (7.0710479 47.4146885, 7.0714523 47.414222, 7.0719073 47.4137249)",,,Rue de Montjoie,,
86112768,residential,30,,False,False,99.235,"LINESTRING (7.074243 47.4151201, 7.0741814 47.415206, 7.0738773 47.4156284, 7.0737485 47.4157946, 7.0737318 47.415815, 7.073677 47.4158505, 7.0735948 47.4158837)",2,,Rue du Temple,,
86112768,residential,30,,False,True,74.048,"LINESTRING (7.074243 47.4151201, 7.0743273 47.4149966, 7.0743856 47.4149085, 7.0744038 47.4148809, 7.074495 47.4147444, 7.0745124 47.4147184, 7.0745872 47.4146073, 7.074649 47.4145135)",2,,Rue du Temple,,
154926577,residential,30,,False,False,224.411,"LINESTRING (7.074243 47.4151201, 7.0737611 47.4149235, 7.0732777 47.4147157, 7.0730937 47.4146233, 7.0722909 47.4142593, 7.072469 47.4138352)",2,,Pré Tavanne,,
86112768,residential,30,,False,True,99.235,"LINESTRING (7.0735948 47.4158837, 7.073677 47.4158505, 7.0737318 47.415815, 7.0737485 47.4157946, 7.0738773 47.4156284, 7.0741814 47.415206, 7.074243 47.4151201)",2,,Rue du Temple,,
685474070,secondary,50,roundabout,True,False,12.97,"LINESTRING (7.0735948 47.4158837, 7.0736026 47.4158948, 7.0736034 47.4159043, 7.0736017 47.4159109, 7.0735333 47.4159859)",1,,,,
685517841,living_street,20,,True,False,82.574,"LINESTRING (7.0731741 47.4167749, 7.0737525 47.4161438)",1,,Rue de la Chaumont,,
156965464,living_street,20,,False,True,56.327999999999996,"LINESTRING (7.0731741 47.4167749, 7.0730991 47.4168621, 7.0730505 47.4169175, 7.0730294 47.4169407, 7.0728811 47.417103, 7.072784 47.4172072)",2,,Rue de la Chaumont,,
84332993,secondary,30,,False,False,21.715,"LINESTRING (7.072784 47.4172072, 7.0726497 47.4171487, 7.0725891 47.4171198, 7.0725474 47.4170958)",,,Rue Joseph-Trouillat,,
84332993,secondary,30,,False,True,57.95099999999999,"LINESTRING (7.072784 47.4172072, 7.072978 47.4172909, 7.0731902 47.4173759, 7.0732892 47.4174249, 7.0734152 47.417503)",,,Rue Joseph-Trouillat,,
156965464,living_street,20,,False,False,56.327999999999996,"LINESTRING (7.072784 47.4172072, 7.0728811 47.417103, 7.0730294 47.4169407, 7.0730505 47.4169175, 7.0730991 47.4168621, 7.0731741 47.4167749)",2,,Rue de la Chaumont,,
"[722991290, 156977396]",living_street,20,,False,False,86.684,"LINESTRING (7.0732839 47.4181576, 7.0732023 47.4180774, 7.07307 47.4179058, 7.0730558 47.4178873, 7.0730508 47.4178691, 7.073056 47.4178531, 7.0730694 47.417834, 7.0732186 47.4177452, 7.073286 47.4176702, 7.0733811 47.4175659, 7.0734152 47.417503)",,,Cour-aux-Moines,,
156981228,living_street,20,,False,False,72.832,"LINESTRING (7.0732839 47.4181576, 7.0734833 47.4180928, 7.0736953 47.4179476, 7.0737442 47.4179095, 7.0739874 47.4177203)",,,Rue Pierre Péquignat,,
"[156981220, 156981228, 156981221]",living_street,20,,False,True,48.61,"LINESTRING (7.0732839 47.4181576, 7.0731862 47.4181903, 7.0731669 47.4181973, 7.0730433 47.4182638, 7.072785 47.4184308)",,,Rue Pierre Péquignat,yes,
156981149,living_street,20,,False,False,11.73,"LINESTRING (7.072785 47.4184308, 7.0727006 47.4183421)",1,,Faubourg de France,,yes
"[156981228, 156981220, 156981221]",living_street,20,,False,False,48.61,"LINESTRING (7.072785 47.4184308, 7.0730433 47.4182638, 7.0731669 47.4181973, 7.0731862 47.4181903, 7.0732839 47.4181576)",,,Rue Pierre Péquignat,yes,
"[156981218, 576056990]",residential,"['20', '50']",,False,False,56.094,"LINESTRING (7.0741729 47.4185541, 7.0742855 47.4184959, 7.0744201 47.4184274, 7.0746625 47.4183022, 7.0747597 47.4182433)",2,,Allée des Soupirs,,
88300987,secondary,50,,False,True,90.911,"LINESTRING (7.0756315 47.4188651, 7.0764531 47.4194646)",,,Rue Auguste-Cuenin,,
"[157294913, 322191338, 322191284]",residential,,,False,False,267.972,"LINESTRING (7.0756315 47.4188651, 7.0751036 47.4191869, 7.0747834 47.4194004, 7.0747501 47.419438, 7.0747918 47.4194905, 7.07523 47.419804, 7.0754936 47.4199879, 7.0760433 47.4196881, 7.0763068 47.4195444, 7.0764531 47.4194646)",,,"[""Quai de l'Allaine"", 'Rue de la Synagogue', 'Rue Elsaesser']",,
"[997225138, 88300987, 84333095]",secondary,50,,False,False,95.31400000000001,"LINESTRING (7.0756315 47.4188651, 7.0749592 47.4183786, 7.0748344 47.4182927, 7.0747597 47.4182433)",2,,"['Rue Auguste-Cuenin', 'Rue Joseph-Trouillat']",yes,
157299405,residential,,,False,False,74.141,"LINESTRING (7.0824825 47.4194689, 7.0822597 47.4191187, 7.0820914 47.4188569)",,,Route d'Alle,,
192648694,residential,30,,False,True,64.14,"LINESTRING (7.0825598 47.4151016, 7.0821421 47.4149705, 7.0817865 47.4148589)",,,Chemin de la Perche,,
749237828,residential,30,,False,False,58.232,"LINESTRING (7.0819138 47.4157725, 7.0811479 47.4158477)",,,Route de Courgenay,,
40863606,secondary,50,,False,False,118.983,"LINESTRING (7.0785943 47.4157841, 7.0786034 47.4157589, 7.0786611 47.4155979, 7.0787354 47.4153909, 7.0788833 47.4149795, 7.0789165 47.4148864, 7.0789215 47.4148437, 7.0789113 47.4148011, 7.078874 47.4147464)",2,,Rue des Planchettes,,
40863606,secondary,50,,False,True,97.948,"LINESTRING (7.0785943 47.4157841, 7.0785616 47.4158491, 7.0785158 47.4159206, 7.0784041 47.4160919, 7.0783761 47.4161447, 7.0783566 47.4161815, 7.0782422 47.4164075, 7.0781916 47.4165073, 7.078177 47.4165472, 7.0781671 47.4166132)",2,,Rue des Planchettes,,
"[757054557, 685469125]",residential,,,False,False,79.783,"LINESTRING (7.0785943 47.4157841, 7.0781005 47.4157174, 7.0776212 47.4156477, 7.0775564 47.4156374)",,,"['Rue des Planchettes', 'Route de Fontenais']",,
753433456,residential,30,,False,False,117.676,"LINESTRING (7.0775564 47.4156374, 7.0775651 47.4156094, 7.0775979 47.4154973, 7.077614 47.4153483, 7.0776161 47.4153152, 7.0776231 47.415155, 7.0775969 47.4149917, 7.0775801 47.4149279, 7.077525 47.4147832, 7.0774823 47.4146516, 7.0774712 47.4145927)",2,,Route de Fontenais,,
"[753433456, 757054554]","['residential', 'living_street']","['20', '30']",,False,True,115.31800000000001,"LINESTRING (7.0775564 47.4156374, 7.0775287 47.4157175, 7.0774862 47.4158032, 7.0774343 47.4158943, 7.0773876 47.4159663, 7.0773128 47.4160675, 7.077272 47.4161209, 7.0772266 47.4161724, 7.0771466 47.4162499, 7.0769859 47.4164015, 7.0768857 47.4164986, 7.076832 47.4165404)",2,,Route de Fontenais,,
"[685469125, 757054557]",residential,,,False,True,79.783,"LINESTRING (7.0775564 47.4156374, 7.0776212 47.4156477, 7.0781005 47.4157174, 7.0785943 47.4157841)",,,"['Rue des Planchettes', 'Route de Fontenais']",,
84332993,secondary,30,,False,True,21.715,"LINESTRING (7.0725474 47.4170958, 7.0725891 47.4171198, 7.0726497 47.4171487, 7.072784 47.4172072)",,,Rue Joseph-Trouillat,,
685474068,secondary,,roundabout,True,False,10.948999999999998,"LINESTRING (7.0725474 47.4170958, 7.0725348 47.417102, 7.0725134 47.4171082, 7.0724903 47.4171099, 7.0724674 47.4171069, 7.0724468 47.4170995, 7.0724328 47.4170908, 7.072425 47.41708)",,,,,
685474068,secondary,,roundabout,True,False,13.599,"LINESTRING (7.072425 47.41708, 7.0724191 47.4170734, 7.0724154 47.4170568, 7.0724195 47.4170402, 7.0724311 47.4170253, 7.072449 47.4170137, 7.0724715 47.4170064, 7.0724961 47.4170043, 7.0725159 47.4170071)",,,,,
"[156981144, 685474069, 685474071]",secondary,,,False,"[False, True]",38.384,"LINESTRING (7.072425 47.41708, 7.072382 47.4170993, 7.0723507 47.4171199, 7.0723257 47.4171421, 7.0723048 47.4171607, 7.0722846 47.4171837, 7.0722106 47.4172658, 7.0721672 47.4173283, 7.0721452 47.4173627)",,247.4,Rue du Gravier,yes,
24326361,secondary,50,,False,False,231.63299999999998,"LINESTRING (7.0735253 47.4158929, 7.0734805 47.415839, 7.0734142 47.4157919, 7.0732756 47.4157132, 7.0730114 47.4155728, 7.072857 47.4155021, 7.0724831 47.4153774, 7.0723639 47.4153371, 7.0721594 47.4152698, 7.0719633 47.4151958, 7.0717886 47.4151181, 7.0716817 47.4150683, 7.0715739 47.4150091, 7.07142 47.4149178, 7.0712356 47.4148027, 7.071148 47.4147498, 7.0710479 47.4146885)",2,247,Rue Achille-Merguin,,
685474070,secondary,50,roundabout,True,False,6.292,"LINESTRING (7.0735253 47.4158929, 7.0735306 47.415887, 7.0735488 47.4158768, 7.07357 47.415875, 7.0735845 47.4158781, 7.0735948 47.4158837)",1,,,,
88300957,residential,30,,False,True,32.337,"LINESTRING (7.0761777 47.4133737, 7.0766033 47.413414)",1,,Chemin des Chenevières,,
24292489,primary,50,roundabout,True,False,3.208,"LINESTRING (7.078255 47.4166548, 7.0782626 47.4166683, 7.0782662 47.4166825)",,,,,
1222997689,primary,50,,False,True,101.791,"LINESTRING (7.078255 47.4166548, 7.0783552 47.4165818, 7.0785342 47.4164535, 7.0788478 47.4162288, 7.0788853 47.4162019, 7.0789503 47.4161693, 7.0790128 47.4161448, 7.079077 47.4161236, 7.0791438 47.4161042, 7.0792755 47.4160807)",2,6,Route de Courgenay,,
24292489,primary,50,roundabout,True,False,13.441999999999998,"LINESTRING (7.0782662 47.4166825, 7.0782631 47.4167066, 7.078249 47.4167288, 7.0782252 47.4167468, 7.0781941 47.4167588, 7.0781591 47.4167635)",,,,,
151487286,residential,30,,False,True,109.062,"LINESTRING (7.0782662 47.4166825, 7.0783867 47.4167003, 7.0789414 47.4168153, 7.0791665 47.4168726, 7.0796396 47.4169931)",,,Chemin des Vauches,,
753433462,primary,50,roundabout,True,False,14.882000000000001,"LINESTRING (7.0788732 47.4211925, 7.0788708 47.4212101, 7.0788603 47.4212262, 7.0788429 47.4212393, 7.0788202 47.421248, 7.0787946 47.4212514, 7.0787723 47.4212498, 7.0787514 47.4212442, 7.0787335 47.4212349)",1,6,Rue Xavier-Stockmar,,
"[24295599, 1222932254, 1222932255]",primary,50,,False,True,49.074,"LINESTRING (7.0788732 47.4211925, 7.0791207 47.4211425, 7.079291 47.421096, 7.0793615 47.4210767, 7.079484 47.4210395)","['2', '3']",6,Rue Xavier-Stockmar,,
753433462,primary,50,roundabout,True,False,10.378,"LINESTRING (7.0787335 47.4212349, 7.0787178 47.4212196, 7.0787105 47.4212016, 7.0787125 47.421183, 7.0787236 47.4211658, 7.0787424 47.4211522)",1,6,Rue Xavier-Stockmar,,
73095117,living_street,20,,False,False,24.089,"LINESTRING (7.0735333 47.4159859, 7.0736665 47.4160818, 7.0737525 47.4161438)",2,247,Rue du 23-Juin,,
685474070,secondary,50,roundabout,True,False,3.237,"LINESTRING (7.0735333 47.4159859, 7.0735221 47.4159931, 7.0735098 47.4159942, 7.0734961 47.4159898)",1,,,,
88300990,primary,,,False,False,25.001,"LINESTRING (7.0787756 47.4177726, 7.0788374 47.4178231, 7.0789115 47.4178973, 7.0789553 47.4179604)",2,6,Faubourg St-Germain,,
88300990,primary,,,False,True,33.74,"LINESTRING (7.0787756 47.4177726, 7.0787135 47.4177271, 7.0786571 47.4176868, 7.078509 47.4175783, 7.0784744 47.417548)",2,6,Faubourg St-Germain,,
753584065,residential,50,,False,False,88.02700000000002,"LINESTRING (7.0787756 47.4177726, 7.0788063 47.4177637, 7.0788222 47.4177611, 7.0788437 47.4177608, 7.0788645 47.4177622, 7.0788858 47.4177652, 7.0789022 47.4177721, 7.0789114 47.4177793, 7.0791183 47.4179705, 7.0791293 47.4179828, 7.0791408 47.4179948, 7.0792162 47.4180869, 7.0792322 47.4181026, 7.079253 47.4181164, 7.0795305 47.418276, 7.0795761 47.4182942)",,,Faubourg St-Germain,,
88300957,residential,30,,False,False,32.337,"LINESTRING (7.0766033 47.413414, 7.0761777 47.4133737)",1,,Chemin des Chenevières,,
86112765,residential,30,,False,True,156.324,"LINESTRING (7.0766033 47.413414, 7.0766143 47.4134434, 7.0766271 47.413481, 7.0766999 47.413762, 7.0767009 47.4137689, 7.0767089 47.4139411, 7.0767133 47.4140515, 7.0767146 47.4140791, 7.0767167 47.4140858, 7.0767203 47.4140912, 7.0768482 47.4142219, 7.0768571 47.4142301, 7.0768672 47.414238, 7.0771759 47.4144564, 7.077189 47.4144643, 7.0772019 47.4144712, 7.0774712 47.4145927)",2,,Chemin des Chenevières,,
"[151486880, 151486883, 40863606]",secondary,50,,False,False,164.17900000000003,"LINESTRING (7.0783507 47.4145308, 7.0783368 47.4144962, 7.0783419 47.4144598, 7.0783971 47.4142902, 7.0784851 47.4141491, 7.0785315 47.4140962, 7.0785716 47.4140411, 7.0786182 47.4139816, 7.0786508 47.4139384, 7.0786922 47.4138584, 7.07872 47.4137924, 7.0787318 47.4137313, 7.0787095 47.4136029, 7.0785856 47.4131159)",2,,Rue des Planchettes,yes,
40863606,secondary,50,,False,True,40.623,"LINESTRING (7.0783507 47.4145308, 7.0783731 47.4145541, 7.0784057 47.4145712, 7.0788209 47.4147013)",2,,Rue des Planchettes,,
"[151487124, 151487286]",residential,30,,False,False,118.24900000000001,"LINESTRING (7.0797883 47.4160236, 7.0797965 47.416213, 7.0798028 47.4163561, 7.0798157 47.4166534, 7.0798267 47.416905, 7.0798187 47.4169412, 7.0798068 47.4169586, 7.0797898 47.4169729, 7.0797607 47.4169871, 7.0797217 47.4169948, 7.079681 47.4169962, 7.0796396 47.4169931)",,,"['Chemin des Vauches', 'Chemin des Vanniers']",,
"[500128768, 1222997685, 1222997686]",primary,50,,False,True,99.382,"LINESTRING (7.0797883 47.4160236, 7.0799325 47.4160156, 7.0801679 47.4160125, 7.0803691 47.4160099, 7.0808913 47.4160031, 7.0810095 47.4160011, 7.0811084 47.4159995)","['2', '3']",6,Route de Courgenay,,
"[1222997688, 1222997687]",primary,50,,False,False,39.171,"LINESTRING (7.0797883 47.4160236, 7.079517 47.4160433, 7.0792755 47.4160807)",3,6,Route de Courgenay,,
151487245,residential,,,False,False,106.686,"LINESTRING (7.0792755 47.4160807, 7.079251 47.4160087, 7.0792526 47.4159519, 7.0792684 47.41592, 7.0795499 47.4153503, 7.0795726 47.4153267, 7.0797067 47.4151874)",,,Route de Courgenay,,
"[1222997688, 1222997687]",primary,50,,False,True,39.171,"LINESTRING (7.0792755 47.4160807, 7.079517 47.4160433, 7.0797883 47.4160236)",3,6,Route de Courgenay,,
1222997689,primary,50,,False,False,101.791,"LINESTRING (7.0792755 47.4160807, 7.0791438 47.4161042, 7.079077 47.4161236, 7.0790128 47.4161448, 7.0789503 47.4161693, 7.0788853 47.4162019, 7.0788478 47.4162288, 7.0785342 47.4164535, 7.0783552 47.4165818, 7.078255 47.4166548)",2,6,Route de Courgenay,,
23717747,secondary,50,,False,False,54.96,"LINESTRING (7.0820914 47.4188569, 7.0820236 47.4188625, 7.081859 47.4188761, 7.0817058 47.4188936, 7.0815508 47.4189183, 7.0813781 47.4189566)",,247,Route d'Alle,,
157299405,residential,,,False,True,74.141,"LINESTRING (7.0820914 47.4188569, 7.0822597 47.4191187, 7.0824825 47.4194689)",,,Route d'Alle,,
931775314,secondary,50,,False,False,1.946,"LINESTRING (7.0806614 47.419256, 7.0806406 47.4192664)",,247,Route d'Alle,,
23717747,secondary,50,,False,True,63.754999999999995,"LINESTRING (7.0806614 47.419256, 7.0810202 47.4190751, 7.0811882 47.4190066, 7.0813781 47.4189566)",,247,Route d'Alle,,
73094254,tertiary,,,False,False,30.451,"LINESTRING (7.0806614 47.419256, 7.0807969 47.419344, 7.0809533 47.4194457)",,,Route de Coeuve,,
"[785352673, 156986371]",residential,,,False,False,164.16899999999998,"LINESTRING (7.0812715 47.4187953, 7.0808518 47.4187756, 7.0806378 47.4187641, 7.0806024 47.4187622, 7.0805481 47.4187555, 7.0805112 47.418751, 7.0803221 47.418719, 7.0801961 47.4186894, 7.0801617 47.4186967, 7.0801362 47.4187142, 7.0801243 47.4187543, 7.0801264 47.4187918, 7.0801434 47.4188293, 7.080326 47.4189353, 7.0803334 47.4189407, 7.0804931 47.4190568, 7.0805621 47.419107, 7.080595 47.4191423, 7.0806085 47.4191706, 7.0806072 47.4191993, 7.0806079 47.4192271, 7.0806123 47.4192386, 7.0806406 47.4192664)",,,"['Route de Coeuve', ""Route d'Alle""]",,
156986371,residential,,,False,True,19.648,"LINESTRING (7.0812715 47.4187953, 7.0813285 47.4188815, 7.0813781 47.4189566)",,,Route d'Alle,,
931775314,secondary,50,,False,True,1.946,"LINESTRING (7.0806406 47.4192664, 7.0806614 47.419256)",,247,Route d'Alle,,
"[785352673, 156986371]",residential,,,False,True,164.16899999999998,"LINESTRING (7.0806406 47.4192664, 7.0806123 47.4192386, 7.0806079 47.4192271, 7.0806072 47.4191993, 7.0806085 47.4191706, 7.080595 47.4191423, 7.0805621 47.419107, 7.0804931 47.4190568, 7.0803334 47.4189407, 7.080326 47.4189353, 7.0801434 47.4188293, 7.0801264 47.4187918, 7.0801243 47.4187543, 7.0801362 47.4187142, 7.0801617 47.4186967, 7.0801961 47.4186894, 7.0803221 47.418719, 7.0805112 47.418751, 7.0805481 47.4187555, 7.0806024 47.4187622, 7.0806378 47.4187641, 7.0808518 47.4187756, 7.0812715 47.4187953)",,,"['Route de Coeuve', ""Route d'Alle""]",,
"[931775314, 78359618]",secondary,50,,False,False,162.962,"LINESTRING (7.0806406 47.4192664, 7.0805699 47.4193101, 7.0804472 47.4193729, 7.0803487 47.4194114, 7.0802752 47.4194296, 7.0801638 47.4194354, 7.080026 47.4194205, 7.0799113 47.4193827, 7.0798338 47.4193406, 7.0797659 47.4192788, 7.0797181 47.4192026, 7.0796954 47.4191046, 7.0796899 47.419006, 7.0797683 47.4186788, 7.0797691 47.4185961, 7.0797491 47.4185261)",,247,Route d'Alle,yes,yes
