osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,width,access,tunnel
"[24387569, 337358411]",False,2,,Avenue Edouard-Rod,tertiary,50,True,81.164,"LINESTRING (6.2356084 46.3837489, 6.2353608 46.3835435, 6.2350702 46.3833032, 6.2349981 46.3832643, 6.2348953 46.3832144)",,,,
"[483387594, 26637239]",True,,,"['Rue de la Morâche', 'Rue de la Gare']",living_street,20,False,61.78,"LINESTRING (6.2358093 46.383031, 6.2359379 46.3830701, 6.2360724 46.3831232, 6.2361433 46.3831629, 6.2361789 46.3832001, 6.2361976 46.3832374, 6.2362043 46.3832754, 6.2361849 46.3833225, 6.2361301 46.3833689, 6.2360739 46.3834115)",,,,
488472938,False,,,Rue de la Combe,residential,50,False,39.732,"LINESTRING (6.235119 46.3815008, 6.2352427 46.3814803, 6.2355477 46.3814683, 6.2356328 46.3814649)",,,,
488472940,False,,,Rue de la Combe,residential,50,False,266.52,"LINESTRING (6.235119 46.3815008, 6.2349348 46.3813114, 6.2349256 46.3812554, 6.2349703 46.3811317, 6.2351692 46.3809661, 6.235328 46.3807309, 6.235393 46.380614, 6.2354519 46.3804607, 6.2360098 46.3798075, 6.2366455 46.3796428)",,,,
"[364368038, 91901255, 684639210, 24756146, 24756147]",False,2,1,"['Route de Lausanne', 'Rue de Rive']",primary,50,True,234.75599999999997,"LINESTRING (6.2459849 46.3850355, 6.2459691 46.3850008, 6.2458686 46.3848419, 6.2458315 46.3847915, 6.2457591 46.3846984, 6.2455818 46.3845058, 6.2454846 46.384423, 6.2453408 46.3843224, 6.245165 46.3842101, 6.2449548 46.3840841, 6.2446208 46.3838986, 6.244515 46.3838363, 6.2444398 46.3837852, 6.2442869 46.3836625, 6.2441267 46.3835402, 6.2440179 46.3834534)",,,,
30009303,False,,,Chemin du Vallon,residential,30,True,170.27200000000002,"LINESTRING (6.2459849 46.3850355, 6.2456598 46.3852059, 6.2442181 46.3859626)",,,,
"[338335842, 91900965]",False,2,,Rue Saint-Jean,tertiary,50,False,134.699,"LINESTRING (6.2407039 46.3844508, 6.2406537 46.3843383, 6.2405986 46.3842403, 6.2405232 46.384137, 6.2404188 46.3840208, 6.2402443 46.3838729, 6.2397194 46.3834649)",,,,
242030460,False,,,Rue Saint-Jean,tertiary,50,True,21.213,"LINESTRING (6.2407039 46.3844508, 6.2407704 46.3845871, 6.2407889 46.3846323)",,,,
"[688453288, 688453289, 24387558]",False,2,,Rue des Marchandises,unclassified,50,False,140.551,"LINESTRING (6.2407039 46.3844508, 6.2405917 46.3844782, 6.2404829 46.3845133, 6.2403617 46.3845472, 6.2402136 46.3845978, 6.2400168 46.3846675, 6.2397554 46.3847538, 6.2396177 46.3847908, 6.2394491 46.3848133, 6.2392762 46.3848371, 6.2391087 46.3848443, 6.2389862 46.384846)",,,,
375033503,True,2,122,Route de Clémenty,secondary,50,False,20.704,"LINESTRING (6.2376269 46.378463, 6.2377262 46.3784484, 6.2377957 46.3784246, 6.2378666 46.3783855)",,,,
"[688590600, 242030437, 375033502]",False,3,122,Route de Clémenty,secondary,50,False,278.38700000000006,"LINESTRING (6.2376269 46.378463, 6.2375384 46.3784453, 6.2374629 46.3784217, 6.2373468 46.3783803, 6.2372702 46.3783533, 6.237037 46.3782805, 6.2369473 46.3782573, 6.2368516 46.3782463, 6.2367719 46.3782412, 6.2366811 46.3782421, 6.2365987 46.3782511, 6.2365001 46.3782651, 6.2364111 46.3782869, 6.2363291 46.3783164, 6.2362106 46.3783725, 6.23605 46.3784497, 6.2358386 46.3785458, 6.2356584 46.3786218, 6.2354606 46.3786988, 6.2353661 46.3787309, 6.23509 46.3788247, 6.2346756 46.3789448, 6.2345127 46.379, 6.2343639 46.3790589)",,,,
30008499,False,,,Vy-Creuse,tertiary,30,False,58.72,"LINESTRING (6.2410065 46.3851986, 6.2411275 46.3851663, 6.2416406 46.3849073)",,,,
210676040,True,,,Chemin Albert-Usteri,residential,30,False,104.646,"LINESTRING (6.2410065 46.3851986, 6.2398716 46.3855382, 6.2398248 46.3856198)",,,,
242030460,False,,,Rue Saint-Jean,tertiary,50,False,65.166,"LINESTRING (6.2410065 46.3851986, 6.2409572 46.3850451, 6.240879 46.3848457, 6.2407889 46.3846323)",,,,
338335843,False,,,Rue Saint-Jean,tertiary,50,True,64.275,"LINESTRING (6.2410065 46.3851986, 6.2410659 46.3853934, 6.2411468 46.3856069, 6.2411671 46.3856967, 6.2411765 46.3857638)",,,,
29060491,False,2,,Vy-Creuse,tertiary,30,False,26.568,"LINESTRING (6.2437751 46.3836238, 6.2440179 46.3834534)",,,,
24233420,False,2,,Rue César-Soulié,tertiary,30,True,68.976,"LINESTRING (6.2437751 46.3836238, 6.2436625 46.3835911, 6.2435102 46.3835499, 6.2431344 46.3834381, 6.2430126 46.3834201, 6.242933 46.3834222)",,,,
30008499,False,,,Vy-Creuse,tertiary,30,True,171.411,"LINESTRING (6.2437751 46.3836238, 6.2436771 46.3836928, 6.2433939 46.3838841, 6.2433267 46.3839301, 6.2431762 46.3840372, 6.2431281 46.3840714, 6.2428816 46.384297, 6.2427211 46.3844246, 6.2423621 46.3845798, 6.2421609 46.3846703)",,,,
24233420,False,2,,Rue César-Soulié,tertiary,30,False,68.976,"LINESTRING (6.242933 46.3834222, 6.2430126 46.3834201, 6.2431344 46.3834381, 6.2435102 46.3835499, 6.2436625 46.3835911, 6.2437751 46.3836238)",,,,
24387604,True,,,Rue de la Porcelaine,residential,30,False,58.929,"LINESTRING (6.242933 46.3834222, 6.2430799 46.3833538, 6.2431947 46.3832684, 6.2433283 46.3831767, 6.2434409 46.383091, 6.2434906 46.383061)",,,,
488470520,False,2,,Rue de la Porcelaine,tertiary,30,True,230.605,"LINESTRING (6.242933 46.3834222, 6.2428298 46.3834368, 6.2427293 46.3834753, 6.2424005 46.3836135, 6.2423104 46.383639, 6.2422623 46.3836473, 6.2422031 46.3836505, 6.2421336 46.3836414, 6.2420181 46.3835914, 6.2418987 46.3835104, 6.2418734 46.3834912, 6.2417521 46.3833986, 6.2415481 46.3832423, 6.2414484 46.383199, 6.2413775 46.3831776, 6.2412768 46.3831663, 6.2411206 46.3831773, 6.240772 46.3831973, 6.2405947 46.3832092, 6.2404473 46.3832251, 6.2402837 46.3832416)",,,,
24404698,False,,,Rue Saint-Jean,tertiary,50,True,28.192,"LINESTRING (6.2397194 46.3834649, 6.2396378 46.3834165, 6.2395632 46.3833616, 6.239455 46.3832891)",,,,
32391509,True,,,Rue de la Colombière,tertiary,30,False,50.366,"LINESTRING (6.2397194 46.3834649, 6.2400466 46.3833044, 6.2401472 46.3832689, 6.2402837 46.3832416)",,,,
"[338335842, 91900965]",False,2,,Rue Saint-Jean,tertiary,50,True,134.69899999999998,"LINESTRING (6.2397194 46.3834649, 6.2402443 46.3838729, 6.2404188 46.3840208, 6.2405232 46.384137, 6.2405986 46.3842403, 6.2406537 46.3843383, 6.2407039 46.3844508)",,,,
24387560,False,,,Avenue Viollier,tertiary,50,False,98.833,"LINESTRING (6.2390269 46.383331, 6.2385774 46.3835302, 6.2384247 46.3836089, 6.2382764 46.3836817, 6.2381178 46.3837747, 6.2379939 46.3838584)",,,,
"[273501518, 94967862]",False,2,,Avenue Viollier,tertiary,50,False,34.936,"LINESTRING (6.2390269 46.383331, 6.2391169 46.3832926, 6.2391914 46.3832745, 6.2392737 46.383269, 6.2393632 46.3832649, 6.239455 46.3832891)",,,,
24387560,False,,,Avenue Viollier,tertiary,50,True,98.833,"LINESTRING (6.2379939 46.3838584, 6.2381178 46.3837747, 6.2382764 46.3836817, 6.2384247 46.3836089, 6.2385774 46.3835302, 6.2390269 46.383331)",,,,
24404710,False,2,,Avenue Viollier,tertiary,50,False,56.498999999999995,"LINESTRING (6.2379939 46.3838584, 6.2378806 46.3839506, 6.2375341 46.3842111, 6.2375001 46.3842353)",,,,
"[30009232, 28115644]",True,,,"['Rue Perdtemps', 'Rue Neuve']",residential,30,False,155.894,"LINESTRING (6.2379939 46.3838584, 6.2379351 46.3837514, 6.2378443 46.3835795, 6.2378379 46.3834915, 6.2378044 46.3833538, 6.237763 46.3831694, 6.2377489 46.3830591, 6.2377388 46.382997, 6.2377345 46.3829456, 6.2377407 46.3829251, 6.2377511 46.3829046, 6.2377681 46.3828869, 6.2377829 46.3828813, 6.2377966 46.3828798, 6.2378115 46.3828798, 6.2378369 46.3828838, 6.2378859 46.3828983, 6.2381031 46.3829973, 6.2382686 46.3830709)",,,,
"[1098911946, 24387629]",False,2,,Avenue Perdtemps,unclassified,50,True,121.967,"LINESTRING (6.2379939 46.3838584, 6.2381425 46.3840055, 6.2382746 46.3841618, 6.2383682 46.3842694, 6.2387043 46.3846558, 6.2387604 46.3847175, 6.2388226 46.384794)",,,,
24404710,False,2,,Avenue Viollier,tertiary,50,False,77.19500000000001,"LINESTRING (6.2375001 46.3842353, 6.236902 46.3846584, 6.2368502 46.3846785, 6.2368086 46.3846858, 6.2367613 46.3846871)",,,,
24404710,False,2,,Avenue Viollier,tertiary,50,True,56.498999999999995,"LINESTRING (6.2375001 46.3842353, 6.2375341 46.3842111, 6.2378806 46.3839506, 6.2379939 46.3838584)",,,,
24404710,False,2,,Avenue Viollier,tertiary,50,True,77.19500000000001,"LINESTRING (6.2367613 46.3846871, 6.2368086 46.3846858, 6.2368502 46.3846785, 6.236902 46.3846584, 6.2375001 46.3842353)",,,,
"[293813074, 163683581, 1076126358]",False,2,,"['Avenue Edouard-Rod', 'Place de la Gare']",tertiary,50,True,138.591,"LINESTRING (6.2367613 46.3846871, 6.2366978 46.3846773, 6.2366358 46.3846506, 6.2365613 46.3845997, 6.236184 46.3842891, 6.2359136 46.3840688, 6.2357558 46.3839322, 6.2357039 46.3838821, 6.2356084 46.3837489)",,,,
"[24387593, 24387547, 1075847478]",True,,,Rue de la Colombière,residential,30,False,261.726,"LINESTRING (6.2402837 46.3832416, 6.240355 46.3831727, 6.2406464 46.383006, 6.2414845 46.382549, 6.2421639 46.382142, 6.2422728 46.3820937, 6.2423594 46.3820868, 6.2425601 46.3820608, 6.2428765 46.3819718, 6.2430342 46.3819118)",,,,
488470520,False,2,,Rue de la Porcelaine,tertiary,30,False,230.60499999999996,"LINESTRING (6.2402837 46.3832416, 6.2404473 46.3832251, 6.2405947 46.3832092, 6.240772 46.3831973, 6.2411206 46.3831773, 6.2412768 46.3831663, 6.2413775 46.3831776, 6.2414484 46.383199, 6.2415481 46.3832423, 6.2417521 46.3833986, 6.2418734 46.3834912, 6.2418987 46.3835104, 6.2420181 46.3835914, 6.2421336 46.3836414, 6.2422031 46.3836505, 6.2422623 46.3836473, 6.2423104 46.383639, 6.2424005 46.3836135, 6.2427293 46.3834753, 6.2428298 46.3834368, 6.242933 46.3834222)",,,,
"[364321504, 364321505, 295249112]",False,2,1,"['Quai des Alpes', 'Rue de Rive']",primary,50,False,128.295,"LINESTRING (6.2430342 46.3819118, 6.243191 46.3820834, 6.2432445 46.3821507, 6.243288 46.3822132, 6.2433154 46.3822524, 6.2433438 46.3823098, 6.2433645 46.3823708, 6.2433911 46.3824853, 6.2434286 46.3826078, 6.2434656 46.3826915, 6.2435099 46.3827811, 6.2435838 46.3829149, 6.2436244 46.3829807)",,,,
"[364321505, 24756148]",False,2,1,Quai des Alpes,primary,50,True,255.663,"LINESTRING (6.2430342 46.3819118, 6.2429735 46.3818421, 6.2424513 46.3812805, 6.242171 46.3809798, 6.2417504 46.3805285, 6.2416967 46.3804739, 6.2416362 46.3804334, 6.2415604 46.3803908, 6.2409619 46.3801767)",,,,
24387626,True,,,,unclassified,50,False,9.774,"LINESTRING (6.2389862 46.384846, 6.2389867 46.3848699, 6.2389767 46.3848922, 6.2389593 46.3849098, 6.2389379 46.3849223)",roundabout,,,
"[688453288, 688453289, 24387558]",False,2,,Rue des Marchandises,unclassified,50,True,140.551,"LINESTRING (6.2389862 46.384846, 6.2391087 46.3848443, 6.2392762 46.3848371, 6.2394491 46.3848133, 6.2396177 46.3847908, 6.2397554 46.3847538, 6.2400168 46.3846675, 6.2402136 46.3845978, 6.2403617 46.3845472, 6.2404829 46.3845133, 6.2405917 46.3844782, 6.2407039 46.3844508)",,,,
447044587,False,,,Rue de la Porcelaine,residential,30,False,13.604,"LINESTRING (6.2436244 46.3829807, 6.2434906 46.383061)",,,,
"[295249112, 364368037]",False,"['2', '3']",1,Rue de Rive,primary,50,False,60.775,"LINESTRING (6.2436244 46.3829807, 6.2437525 46.3831688, 6.2438556 46.3832915, 6.2439375 46.3833779, 6.2439977 46.3834344, 6.2440179 46.3834534)",,,,
"[295249112, 364321505, 364321504]",False,2,1,"['Quai des Alpes', 'Rue de Rive']",primary,50,True,128.295,"LINESTRING (6.2436244 46.3829807, 6.2435838 46.3829149, 6.2435099 46.3827811, 6.2434656 46.3826915, 6.2434286 46.3826078, 6.2433911 46.3824853, 6.2433645 46.3823708, 6.2433438 46.3823098, 6.2433154 46.3822524, 6.243288 46.3822132, 6.2432445 46.3821507, 6.243191 46.3820834, 6.2430342 46.3819118)",,,,
"[293814176, 338998904]",True,,,Cour aux Marchandises,unclassified,30,False,109.88100000000001,"LINESTRING (6.2376394 46.3854622, 6.2371865 46.38507, 6.2369345 46.3848616, 6.2368376 46.3847831, 6.2367714 46.3847242, 6.2367613 46.3846871)",,6.5,,
"[677030776, 24387621]",False,,,Rue des Marchandises,unclassified,50,True,109.41799999999999,"LINESTRING (6.2376394 46.3854622, 6.2376922 46.385457, 6.2377264 46.3854537, 6.2377956 46.3854215, 6.237851 46.3853882, 6.238111 46.3852396, 6.2383347 46.3851109, 6.238443 46.3850459, 6.2385574 46.3849772, 6.2386526 46.3849303, 6.2387736 46.384881)",,,,
"[677030776, 24387621]",False,,,Rue des Marchandises,unclassified,50,False,109.418,"LINESTRING (6.2387736 46.384881, 6.2386526 46.3849303, 6.2385574 46.3849772, 6.238443 46.3850459, 6.2383347 46.3851109, 6.238111 46.3852396, 6.237851 46.3853882, 6.2377956 46.3854215, 6.2377264 46.3854537, 6.2376922 46.385457, 6.2376394 46.3854622)",,,,
24387626,True,,,,unclassified,50,False,11.093,"LINESTRING (6.2387736 46.384881, 6.2387701 46.3848474, 6.2387938 46.3848109, 6.2388226 46.384794)",roundabout,,,
24387626,True,,,,unclassified,50,False,16.179000000000002,"LINESTRING (6.2388226 46.384794, 6.2388583 46.3847847, 6.2388851 46.3847836, 6.2389084 46.3847863, 6.2389359 46.3847947, 6.2389591 46.3848079, 6.2389776 46.3848271, 6.2389862 46.384846)",roundabout,,,
"[1098911946, 24387629]",False,2,,Avenue Perdtemps,unclassified,50,False,121.967,"LINESTRING (6.2388226 46.384794, 6.2387604 46.3847175, 6.2387043 46.3846558, 6.2383682 46.3842694, 6.2382746 46.3841618, 6.2381425 46.3840055, 6.2379939 46.3838584)",,,,
24233333,False,,,Avenue Perdtemps,residential,50,False,100.552,"LINESTRING (6.2389379 46.3849223, 6.2390349 46.3850552, 6.2392013 46.3852347, 6.2394573 46.3855324, 6.2395388 46.3856009, 6.2396041 46.3856334, 6.2396751 46.3856513)",,,,
24387626,True,,,,unclassified,50,False,15.463999999999999,"LINESTRING (6.2389379 46.3849223, 6.2389069 46.3849319, 6.2388752 46.3849344, 6.2388506 46.384932, 6.2388268 46.3849256, 6.2387949 46.3849078, 6.2387736 46.384881)",roundabout,,,
25092767,False,,,Place de Savoie,residential,50,False,73.779,"LINESTRING (6.2412632 46.3807633, 6.2411839 46.3806599, 6.2411139 46.3805792, 6.2409196 46.3803602, 6.240895 46.3803159, 6.2409019 46.3802717, 6.240927 46.380224, 6.2409619 46.3801767)",,,,
28115645,True,,,Rue de la Combe,residential,30,False,69.92099999999999,"LINESTRING (6.2376912 46.3826189, 6.2376526 46.3825788, 6.2374 46.3823162, 6.237229 46.382131, 6.2371748 46.3821043)",,,,
28882909,True,,,Rue Nicole,residential,30,False,64.644,"LINESTRING (6.2386343 46.3814261, 6.2394357 46.3812463)",,,,
28882914,True,,,Grand-Rue,residential,30,False,51.265,"LINESTRING (6.2386343 46.3814261, 6.2384196 46.3809895)",,,,
"[483387592, 30008492]",True,,,Chemin du Midi,residential,30,False,185.819,"LINESTRING (6.2356328 46.3814649, 6.2356028 46.3815503, 6.235511 46.381724, 6.2354694 46.3818216, 6.2354365 46.3819303, 6.235385 46.3820823, 6.2353425 46.382262, 6.2353423 46.3823414, 6.2353602 46.3824214, 6.2353934 46.3824938, 6.235441 46.3825578, 6.2354716 46.3826171, 6.2355546 46.3827409, 6.2357604 46.3829904, 6.2358093 46.383031)",,,destination,
30008493,False,,,Rue de la Combe,residential,30,True,72.39,"LINESTRING (6.2356328 46.3814649, 6.2357979 46.3814607, 6.2360779 46.3814576, 6.2363491 46.3814622, 6.2365743 46.3814828)",,,,
488472938,False,,,Rue de la Combe,residential,50,True,39.732,"LINESTRING (6.2356328 46.3814649, 6.2355477 46.3814683, 6.2352427 46.3814803, 6.235119 46.3815008)",,,,
24404698,False,,,Rue Saint-Jean,tertiary,50,False,28.192,"LINESTRING (6.239455 46.3832891, 6.2395632 46.3833616, 6.2396378 46.3834165, 6.2397194 46.3834649)",,,,
"[30009253, 30008630, 273500415]",False,,,"['Grand-Rue', 'Rue Saint-Jean']",residential,30,True,97.43,"LINESTRING (6.239455 46.3832891, 6.2393927 46.3831431, 6.2393319 46.382996, 6.2392564 46.382792, 6.2392421 46.3827187, 6.2392473 46.3826783, 6.2392622 46.3826347, 6.2392545 46.3825824, 6.2392225 46.382523, 6.239176 46.382444)",,,,
"[94967862, 273501518]",False,2,,Avenue Viollier,tertiary,50,True,34.936,"LINESTRING (6.239455 46.3832891, 6.2393632 46.3832649, 6.2392737 46.383269, 6.2391914 46.3832745, 6.2391169 46.3832926, 6.2390269 46.383331)",,,,
"[30009253, 30008630, 273500415]",False,,,"['Grand-Rue', 'Rue Saint-Jean']",residential,30,False,97.43,"LINESTRING (6.239176 46.382444, 6.2392225 46.382523, 6.2392545 46.3825824, 6.2392622 46.3826347, 6.2392473 46.3826783, 6.2392421 46.3827187, 6.2392564 46.382792, 6.2393319 46.382996, 6.2393927 46.3831431, 6.239455 46.3832891)",,,,
30008630,False,,,Grand-Rue,residential,30,True,37.739000000000004,"LINESTRING (6.239176 46.382444, 6.2391184 46.3823574, 6.2390382 46.3822643, 6.2389547 46.3821413)",,,,
"[28882915, 1024588652]",True,,,"['Rue du Vieux-Marché', 'Place du Château']",residential,30,False,171.76000000000002,"LINESTRING (6.2394357 46.3812463, 6.2394635 46.3813015, 6.2395814 46.38154, 6.2395906 46.3815586, 6.2396178 46.381619, 6.2397837 46.3820212, 6.2398314 46.3821294, 6.2398582 46.3821897, 6.2398565 46.3822233, 6.2398264 46.3822518, 6.2397417 46.382279, 6.239235 46.382427, 6.2392147 46.3824328, 6.239176 46.382444)",,,,
28882914,True,,,Grand-Rue,residential,30,False,7.636,"LINESTRING (6.2384196 46.3809895, 6.2384387 46.3809221)",,,,
30008688,True,,,Grand-Rue,residential,30,False,20.281,"LINESTRING (6.2384196 46.3809895, 6.2382696 46.3808393)",,,,
28882915,True,,,Rue du Vieux-Marché,residential,30,False,25.662,"LINESTRING (6.2390759 46.3807346, 6.2391071 46.3807739, 6.2392209 46.3809425)",,,,
28882911,False,,,Rue du Temple,residential,30,False,13.854,"LINESTRING (6.2384416 46.3808013, 6.2382696 46.3808393)",,,,
28882914,True,,,Grand-Rue,residential,30,False,26.494999999999997,"LINESTRING (6.2384416 46.3808013, 6.2384319 46.3807329, 6.2384095 46.3806394, 6.238386 46.3805664)",,,,
693953236,False,,,Rue du Temple,living_street,20,True,24.674,"LINESTRING (6.2378878 46.3809497, 6.238182 46.38086)",,,,
"[28882912, 30009064, 245054251]",True,,,"['Rue du Collège', 'Rue Delafléchère']",living_street,20,False,277.593,"LINESTRING (6.2378878 46.3809497, 6.2379092 46.3810075, 6.2380185 46.381333, 6.2381017 46.3815533, 6.2381077 46.3816289, 6.2381553 46.3817957, 6.2382564 46.3819927, 6.2381326 46.3820388, 6.2378532 46.3821263, 6.2377447 46.3819018, 6.2376917 46.381715, 6.2376708 46.3815349, 6.2376351 46.3811195, 6.2376263 46.3810319)",,,,
28882916,True,,,Rue du Temple,living_street,30,False,22.044,"LINESTRING (6.2376263 46.3810319, 6.2378878 46.3809497)",,,,
"[30009091, 30008687]",False,,,"['Rue du Prieuré', 'Parvis du Temple']",living_street,20,False,72.047,"LINESTRING (6.2376263 46.3810319, 6.2376177 46.3809445, 6.2375375 46.3808073, 6.2380881 46.3806467)",,,,
1229517100,False,,,,living_street,,True,35.604,"LINESTRING (6.2376263 46.3810319, 6.2375456 46.3810567, 6.2372244 46.3811201, 6.2371843 46.381128)",,,,
242030416,True,1,,,primary,50,False,15.111,"LINESTRING (6.2380314 46.3783152, 6.2380417 46.378282, 6.2380666 46.3782527, 6.2381038 46.3782304, 6.2381493 46.3782174)",roundabout,,,
375033505,True,1,,Route de Genève,primary,50,False,14.145,"LINESTRING (6.2380314 46.3783152, 6.2379759 46.3782771, 6.2379064 46.3782218)",,,,
242030441,False,,1,Route de Genève,primary,50,False,8.013,"LINESTRING (6.2376997 46.378025, 6.2377521 46.3780574, 6.2377776 46.378073)",,,,
30008493,False,,,Rue de la Combe,residential,30,False,83.46000000000001,"LINESTRING (6.2371748 46.3821043, 6.2368159 46.3816871, 6.2366661 46.3815379, 6.2365743 46.3814828)",,,,
30008494,False,,,Rue de la Combe,residential,30,True,46.650999999999996,"LINESTRING (6.2366523 46.3810676, 6.2366059 46.3812157, 6.2365865 46.3813535, 6.2365743 46.3814828)",,,,
30014789,True,,,Chemin Albert-Usteri,residential,50,False,56.371,"LINESTRING (6.2398248 46.3856198, 6.2398837 46.3856437, 6.239913 46.3856708, 6.2399269 46.3857002, 6.239927 46.3857308, 6.239913 46.3857609, 6.2398661 46.3857977, 6.2398178 46.3858124, 6.239758 46.3858134, 6.2397129 46.3858019, 6.2396705 46.3857764, 6.2396446 46.3857391, 6.2396451 46.385691, 6.2396751 46.3856513)",,,,
28882915,True,,,Rue du Vieux-Marché,residential,30,False,37.585,"LINESTRING (6.2392209 46.3809425, 6.2394357 46.3812463)",,,,
30008629,True,,,Rue Maupertuis,residential,30,False,146.915,"LINESTRING (6.2392209 46.3809425, 6.2393788 46.3809109, 6.2395062 46.3808905, 6.2396486 46.3809089, 6.2397491 46.3809589, 6.2399451 46.3811301, 6.240082 46.3812656, 6.2402441 46.3814722, 6.2403063 46.3815828, 6.2403874 46.3817699)",,,destination,
28882911,False,,,Rue du Temple,residential,30,False,7.103,"LINESTRING (6.2382696 46.3808393, 6.238182 46.38086)",,,,
28882911,False,,,Rue du Temple,residential,30,True,13.854,"LINESTRING (6.2382696 46.3808393, 6.2384416 46.3808013)",,,,
"[28882914, 688590604, 219404973]",True,1,,"['Grand-Rue', 'Route du Cordon']",residential,"['30', '50']",False,243.79299999999998,"LINESTRING (6.2383657 46.3805253, 6.2382847 46.3803795, 6.2382751 46.3803666, 6.2382581 46.3803439, 6.2382139 46.3802742, 6.2382025 46.3802347, 6.2381911 46.3801932, 6.2381962 46.3801515, 6.2382172 46.3800989, 6.2382656 46.3799281, 6.2382799 46.3798327, 6.2383465 46.3796925, 6.2383941 46.3796499, 6.2384451 46.379524, 6.238452 46.3794547, 6.2384446 46.3793722, 6.2384473 46.3792733, 6.238454 46.3792076, 6.2384406 46.379115, 6.2384179 46.3789902, 6.2383735 46.3788766, 6.238289 46.3786936, 6.2382795 46.378683, 6.2382493 46.378664, 6.2382354 46.3786515, 6.23822 46.3786203, 6.2381723 46.3785303, 6.2381549 46.3784683, 6.2381491 46.378423)",,,,
36866742,True,,,Rue du Prieuré,residential,30,False,73.158,"LINESTRING (6.2383657 46.3805253, 6.2387665 46.3804364, 6.238815 46.3804699, 6.2388968 46.3805574, 6.2390759 46.3807346)",,,,
