osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,access
345596077,Route du Vallon,secondary,50,False,True,28.579,"LINESTRING (6.1819388 46.1920671, 6.1820023 46.1921095, 6.1820517 46.1921424, 6.1822025 46.192248)",,,,
809968261,Route de Malagnou,primary,60,False,True,16.33,"LINESTRING (6.1819388 46.1920671, 6.181889 46.1921095, 6.1817995 46.1921778)",4,111,,
246923153,Chemin de Grange-Falquet,residential,30,False,False,122.65299999999999,"LINESTRING (6.1876422 46.2000991, 6.188092 46.2003938, 6.1887964 46.2008597)",,,,
"[246923152, 246923153, 198046386, 346024092]",Chemin de Grange-Falquet,residential,30,False,True,276.593,"LINESTRING (6.1876422 46.2000991, 6.1875785 46.2000497, 6.1873365 46.1998863, 6.1872039 46.199806, 6.1871118 46.1997624, 6.1870166 46.1997205, 6.1863892 46.1994652, 6.1861324 46.1993592, 6.1858754 46.1992528, 6.185799 46.1992189, 6.1857129 46.1991703, 6.1856115 46.1990814, 6.1854737 46.1989437, 6.1853611 46.198817, 6.1852605 46.1986861, 6.1851478 46.1985074, 6.1851058 46.1984334)",,,,
26212266,Chemin de la Gradelle,residential,30,False,True,233.006,"LINESTRING (6.1908306 46.2006492, 6.1910735 46.2003845, 6.1911109 46.2003444, 6.1912486 46.2001553, 6.1913536 46.1999095, 6.1913809 46.1995255, 6.1913942 46.1993377, 6.1914054 46.1991888, 6.191454 46.1990144, 6.1916037 46.1987257, 6.1916331 46.1986691)",,,,
26212266,Chemin de la Gradelle,residential,30,False,False,233.00599999999997,"LINESTRING (6.1916331 46.1986691, 6.1916037 46.1987257, 6.191454 46.1990144, 6.1914054 46.1991888, 6.1913942 46.1993377, 6.1913809 46.1995255, 6.1913536 46.1999095, 6.1912486 46.2001553, 6.1911109 46.2003444, 6.1910735 46.2003845, 6.1908306 46.2006492)",,,,
346024093,Chemin de-La-Montagne,tertiary,50,False,True,28.070999999999998,"LINESTRING (6.1916331 46.1986691, 6.1915292 46.1985977, 6.1913684 46.1984955)",,,,
29359559,Chemin des Flombards,residential,30,True,False,302.33799999999997,"LINESTRING (6.1913684 46.1984955, 6.1913193 46.1985348, 6.1908359 46.1988986, 6.1902832 46.1993194, 6.19015 46.1994458, 6.1900698 46.199544, 6.190042 46.1995911, 6.1900174 46.1996508, 6.19 46.1996998, 6.1899902 46.1997387, 6.1899838 46.1997856, 6.1899841 46.1998389, 6.1899977 46.1999087, 6.1900556 46.2000435, 6.1901197 46.2001395, 6.1901972 46.2002151, 6.190344 46.2003319, 6.1907369 46.2006196, 6.1908306 46.2006492)",,,,
346024093,Chemin de-La-Montagne,tertiary,50,False,False,28.070999999999998,"LINESTRING (6.1913684 46.1984955, 6.1915292 46.1985977, 6.1916331 46.1986691)",,,,
"[346024093, 346024094]",Chemin de-La-Montagne,tertiary,"['40', '50']",False,True,178.64399999999995,"LINESTRING (6.1913684 46.1984955, 6.190904 46.1981913, 6.1905421 46.1979508, 6.1901519 46.1976885, 6.1899787 46.197572, 6.1897902 46.197449, 6.1897472 46.1974292, 6.189706 46.197414, 6.1896732 46.1974019)",,,,
"[29032513, 368651588]",Chemin du Pont-de-Ville,residential,40,False,False,99.71799999999999,"LINESTRING (6.1896732 46.1974019, 6.189712 46.1973764, 6.1898347 46.1972666, 6.1898825 46.1972239, 6.1900277 46.1971354, 6.1900872 46.1971015, 6.1901213 46.1970842, 6.1901624 46.1970662, 6.190202 46.1970512, 6.1902419 46.1970421, 6.1902876 46.1970314, 6.1903482 46.1970195, 6.1904129 46.1970124, 6.1904677 46.1970091, 6.1905605 46.1970069, 6.1906748 46.1970092, 6.1907506 46.1970127)",3,,,
"[346024093, 346024094]",Chemin de-La-Montagne,tertiary,"['40', '50']",False,False,178.644,"LINESTRING (6.1896732 46.1974019, 6.189706 46.197414, 6.1897472 46.1974292, 6.1897902 46.197449, 6.1899787 46.197572, 6.1901519 46.1976885, 6.1905421 46.1979508, 6.190904 46.1981913, 6.1913684 46.1984955)",,,,
640871297,Chemin de-La-Montagne,tertiary,40,False,True,51.029999999999994,"LINESTRING (6.1896732 46.1974019, 6.1892302 46.19729, 6.1891702 46.1972711, 6.1891374 46.1972589, 6.1891068 46.1972355, 6.1890871 46.1972093)",3,,,
368651588,Chemin du Pont-de-Ville,residential,40,False,False,5.1,"LINESTRING (6.1907506 46.1970127, 6.190816 46.1970201)",,,,
29032600,Chemin de la Fontaine,residential,,True,False,57.488,"LINESTRING (6.1907506 46.1970127, 6.1907577 46.1969539, 6.190668 46.1966565, 6.1906251 46.1965052)",,,,
"[29032513, 368651588]",Chemin du Pont-de-Ville,residential,40,False,True,99.718,"LINESTRING (6.1907506 46.1970127, 6.1906748 46.1970092, 6.1905605 46.1970069, 6.1904677 46.1970091, 6.1904129 46.1970124, 6.1903482 46.1970195, 6.1902876 46.1970314, 6.1902419 46.1970421, 6.190202 46.1970512, 6.1901624 46.1970662, 6.1901213 46.1970842, 6.1900872 46.1971015, 6.1900277 46.1971354, 6.1898825 46.1972239, 6.1898347 46.1972666, 6.189712 46.1973764, 6.1896732 46.1974019)",3,,,
368651588,Chemin du Pont-de-Ville,residential,40,False,True,5.1,"LINESTRING (6.190816 46.1970201, 6.1907506 46.1970127)",,,,
"[29032547, 951945805]",Chemin de la Fontaine,residential,,False,True,21.461,"LINESTRING (6.1906251 46.1965052, 6.1904922 46.1963646, 6.1904731 46.1963434)",,,,
29032569,Chemin de la Fontaine,residential,,True,False,60.564,"LINESTRING (6.1906251 46.1965052, 6.1907024 46.1965701, 6.1907465 46.1966496, 6.1908237 46.1969518, 6.190816 46.1970201)",,,,
"[812572209, 78043835, 78043838, 28487550]","['Rue du Gothard', 'Pont de La Seymaz', 'Rue du Vieux-Chêne']",residential,30,False,"[False, True]",127.59200000000001,"LINESTRING (6.1916384 46.195057, 6.191612 46.195077, 6.1915428 46.1951261, 6.1914325 46.1952231, 6.1913778 46.1952795, 6.1913381 46.1953204, 6.1912301 46.1954391, 6.1910441 46.1956597, 6.1909512 46.1957613, 6.1909001 46.1958128, 6.1907542 46.1959675, 6.1907276 46.1960118)",,,yes,
29892493,Avenue Georges-Werner,residential,30,True,False,23.666,"LINESTRING (6.1817995 46.1921778, 6.1817075 46.192158, 6.1816678 46.1921495, 6.1815926 46.1921262, 6.1815188 46.1920941)",,,,
345596063,Route de Malagnou,primary,60,False,True,24.811,"LINESTRING (6.1817995 46.1921778, 6.1816381 46.1923065, 6.1815882 46.1923463)",4,111,,
809968261,Route de Malagnou,primary,60,False,False,16.33,"LINESTRING (6.1817995 46.1921778, 6.181889 46.1921095, 6.1819388 46.1920671)",4,111,,
179881131,Avenue de l'Ermitage,residential,30,False,False,62.378,"LINESTRING (6.1792982 46.1964569, 6.1796576 46.1969597)",,,,
179881131,Avenue de l'Ermitage,residential,30,False,True,62.378,"LINESTRING (6.1796576 46.1969597, 6.1792982 46.1964569)",,,,
29893362,Avenue Jacques-Martin,residential,30,False,False,507.4029999999999,"LINESTRING (6.1796576 46.1969597, 6.1810058 46.1963243, 6.1820624 46.1958304, 6.1820719 46.1958265, 6.1824386 46.1956758, 6.1824851 46.1956577, 6.1832911 46.1953439, 6.1833039 46.1953389, 6.1840903 46.1950327, 6.1847532 46.1948308, 6.185273 46.1946725, 6.1853294 46.1946553)",,,,
179881131,Avenue de l'Ermitage,residential,30,False,False,217.87199999999999,"LINESTRING (6.1796576 46.1969597, 6.1797882 46.197146, 6.1798676 46.1972539, 6.1799333 46.1973384, 6.1800455 46.1974829, 6.1801718 46.1976511, 6.1802348 46.1977447, 6.1803255 46.1978863, 6.1804825 46.1981896, 6.1807201 46.1987357, 6.1807271 46.1987663)",,,,
29893362,Avenue Jacques-Martin,residential,30,False,True,507.403,"LINESTRING (6.1853294 46.1946553, 6.185273 46.1946725, 6.1847532 46.1948308, 6.1840903 46.1950327, 6.1833039 46.1953389, 6.1832911 46.1953439, 6.1824851 46.1956577, 6.1824386 46.1956758, 6.1820719 46.1958265, 6.1820624 46.1958304, 6.1810058 46.1963243, 6.1796576 46.1969597)",,,,
"[345729057, 345729060, 810666730, 810666731, 5173490]",Route du Vallon,secondary,"['50', '30']",False,True,390.657,"LINESTRING (6.1853294 46.1946553, 6.1856446 46.1948748, 6.1860451 46.1951474, 6.1862824 46.1953327, 6.1863562 46.1953921, 6.1864373 46.1954608, 6.1864983 46.195523, 6.1865889 46.1956228, 6.1866123 46.1956525, 6.1866646 46.195723, 6.1866709 46.195733, 6.1867263 46.1958205, 6.1868142 46.1959709, 6.1869246 46.1961491, 6.1869603 46.1962067, 6.1870857 46.1964248, 6.1871317 46.1965015, 6.1872858 46.196752, 6.1873419 46.1968314, 6.1874001 46.1969023, 6.1875753 46.197086, 6.1877654 46.1972662, 6.1879871 46.1974641, 6.1880312 46.1975077, 6.1880748 46.1975619)",3,,,
