osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,ref
635097002,4,Magazyn Street,residential,False,True,31.836,,"LINESTRING (29.465328 -23.9020256, 29.4653897 -23.9023063)",
632615728,2,Devenish Street,unclassified,True,False,179.065,60,"LINESTRING (29.465328 -23.9020256, 29.4637298 -23.9023328, 29.463604 -23.9023558)",
633488595,4,Thabo Mbeki Street,primary,True,False,69.81,60,"LINESTRING (29.4618036 -23.9096749, 29.4611323 -23.9098073)",R71
32938480,,Compensatie Street,residential,False,True,254.277,,"LINESTRING (29.4618036 -23.9096749, 29.4615748 -23.9087225, 29.4612624 -23.9074423)",
"[633410833, 633488590]",4,Thabo Mbeki Street,primary,True,False,177.10199999999998,60,"LINESTRING (29.4600977 -23.9100108, 29.4599893 -23.9100327, 29.4592032 -23.9101776, 29.4585232 -23.9103014, 29.4583905 -23.9103284)",R71
633486489,4,Thabo Mbeki Street,primary,True,False,175.432,60,"LINESTRING (29.4634907 -23.9093427, 29.4633739 -23.9093653, 29.4618036 -23.9096749)",R71
"[635119281, 635119284, 635119279]",2,Burger Street,residential,False,False,253.60299999999998,30,"LINESTRING (29.4634907 -23.9093427, 29.4634645 -23.9092262, 29.4633961 -23.9089148, 29.4633106 -23.9085534, 29.463305 -23.9085298, 29.4632614 -23.9083588, 29.4632444 -23.9082875, 29.4632144 -23.908162, 29.4631145 -23.9077439, 29.4630903 -23.9076317, 29.4630589 -23.9074858, 29.4629945 -23.9072204, 29.4629636 -23.9071137)",
30137251,,Plein Street,residential,False,False,253.631,,"LINESTRING (29.4651868 -23.9090079, 29.4649352 -23.9079506, 29.4646856 -23.9069014, 29.4646568 -23.906779)",
"[633068480, 633486490]",4,Thabo Mbeki Street,primary,True,False,176.38699999999997,60,"LINESTRING (29.4651868 -23.9090079, 29.4643107 -23.9091806, 29.4635729 -23.9093261, 29.4634907 -23.9093427)",R71
744624624,4,Jorissen Street,residential,False,False,176.38,,"LINESTRING (29.4658289 -23.9042227, 29.4641313 -23.9045505)",
"[635097003, 635097004]",4,Magazyn Street,residential,False,False,91.274,,"LINESTRING (29.4658289 -23.9042227, 29.4657397 -23.9038353, 29.4656432 -23.9034196)",
744624624,4,Jorissen Street,residential,False,True,176.38,,"LINESTRING (29.4641313 -23.9045505, 29.4658289 -23.9042227)",
30137251,,Plein Street,residential,False,False,249.858,,"LINESTRING (29.4641313 -23.9045505, 29.4636315 -23.9024713, 29.463604 -23.9023558)",
30137251,,Plein Street,residential,False,True,253.49,,"LINESTRING (29.4641313 -23.9045505, 29.464214 -23.9049017, 29.4645275 -23.906231, 29.4645924 -23.9065062, 29.4646386 -23.906704, 29.4646568 -23.906779)",
744624624,4,Jorissen Street,residential,False,False,177.403,,"LINESTRING (29.4641313 -23.9045505, 29.463021 -23.9047742, 29.462513 -23.9048765, 29.4624275 -23.9048955)",
635119274,,Burger Street,residential,False,False,212.904,,"LINESTRING (29.4624275 -23.9048955, 29.4624152 -23.9048499, 29.4619904 -23.903023)",
"[635119274, 635119277]",2,Burger Street,residential,False,True,252.62400000000002,,"LINESTRING (29.4624275 -23.9048955, 29.4624544 -23.9049927, 29.4627736 -23.9063086, 29.462806 -23.9064422, 29.4629127 -23.906882, 29.4629482 -23.9070261, 29.4629636 -23.9071137)",
744624624,4,Jorissen Street,residential,False,False,173.94400000000002,,"LINESTRING (29.4624275 -23.9048955, 29.4623224 -23.9049179, 29.4617972 -23.9050226, 29.460756 -23.90523)",
744624624,4,Jorissen Street,residential,False,True,177.40300000000002,,"LINESTRING (29.4624275 -23.9048955, 29.462513 -23.9048765, 29.463021 -23.9047742, 29.4641313 -23.9045505)",
32938480,,Compensatie Street,residential,False,False,67.548,,"LINESTRING (29.460756 -23.90523, 29.4608957 -23.9058239)",
32938480,,Compensatie Street,residential,False,True,249.462,,"LINESTRING (29.460756 -23.90523, 29.4602284 -23.903039)",
744624624,4,Jorissen Street,residential,False,False,79.303,,"LINESTRING (29.460756 -23.90523, 29.4599928 -23.9053777)",
744624624,4,Jorissen Street,residential,False,True,173.94400000000002,,"LINESTRING (29.460756 -23.90523, 29.4617972 -23.9050226, 29.4623224 -23.9049179, 29.4624275 -23.9048955)",
27736059,4,Jorissen Street,unclassified,False,False,175.684,,"LINESTRING (29.4590677 -23.9055566, 29.457382 -23.9059049)",
633410842,4,Dorp Street,tertiary,True,False,57.843,60,"LINESTRING (29.4590677 -23.9055566, 29.4591851 -23.9060656)",
744624624,4,Jorissen Street,residential,False,True,96.123,,"LINESTRING (29.4590677 -23.9055566, 29.4599928 -23.9053777)",
27736059,4,Jorissen Street,unclassified,False,True,175.684,,"LINESTRING (29.457382 -23.9059049, 29.4590677 -23.9055566)",
117955322,,Voortrekker Street,residential,False,False,248.391,,"LINESTRING (29.457382 -23.9059049, 29.456879 -23.9038353, 29.4568549 -23.9037237)",
117955322,,Voortrekker Street,residential,False,True,218.95,,"LINESTRING (29.457382 -23.9059049, 29.4577213 -23.9073798, 29.4578279 -23.9078313)",
117955322,,Voortrekker Street,residential,False,True,248.391,,"LINESTRING (29.4568549 -23.9037237, 29.456879 -23.9038353, 29.457382 -23.9059049)",
632615720,4,Dorp Street,tertiary,True,False,102.334,60,"LINESTRING (29.4585527 -23.9033718, 29.4587599 -23.9042724)",
27809643,2,Devenish Street,unclassified,True,False,176.975,60,"LINESTRING (29.4585527 -23.9033718, 29.4569678 -23.9036998, 29.4568549 -23.9037237)",
32938480,,Compensatie Street,residential,False,False,249.462,,"LINESTRING (29.4602284 -23.903039, 29.460756 -23.90523)",
632615722,2,Devenish Street,unclassified,True,False,174.321,60,"LINESTRING (29.4602284 -23.903039, 29.4585527 -23.9033718)",
32938480,,Compensatie Street,residential,False,True,160.927,,"LINESTRING (29.4602284 -23.903039, 29.4600843 -23.9023149, 29.4599031 -23.9016232)",
632615725,2,Devenish Street,unclassified,True,False,175.743,60,"LINESTRING (29.4619163 -23.9026974, 29.4602284 -23.903039)",
635119272,2,Burger Street,residential,False,True,36.981,,"LINESTRING (29.4619163 -23.9026974, 29.4619363 -23.9027833, 29.4619904 -23.903023)",
30137251,,Plein Street,residential,False,False,82.951,,"LINESTRING (29.463604 -23.9023558, 29.4635826 -23.902266, 29.4634344 -23.9016261)",
30137251,,Plein Street,residential,False,True,249.858,,"LINESTRING (29.463604 -23.9023558, 29.4636315 -23.9024713, 29.4641313 -23.9045505)",
632615725,2,Devenish Street,unclassified,True,False,175.723,60,"LINESTRING (29.463604 -23.9023558, 29.4635041 -23.902376, 29.4619163 -23.9026974)",
117955322,,Voortrekker Street,residential,False,False,33.075,,"LINESTRING (29.457908 -23.9081191, 29.4578768 -23.9080382, 29.4578279 -23.9078313)",
117955322,,Voortrekker Street,residential,False,True,67.876,,"LINESTRING (29.457908 -23.9081191, 29.4579259 -23.9082118, 29.458037 -23.908718)",
633410838,4,Grobler Street,primary,True,False,87.49199999999999,60,"LINESTRING (29.457908 -23.9081191, 29.4580398 -23.9080946, 29.4587494 -23.9079535)",R71
633410826,4,Dorp Street,tertiary,True,False,86.166,60,"LINESTRING (29.4595834 -23.9077844, 29.4596136 -23.9079186, 29.4597569 -23.9085429)",
633410836,4,Grobler Street,primary,True,False,174.879,60,"LINESTRING (29.4595834 -23.9077844, 29.459753 -23.907747, 29.460514 -23.9075934, 29.460955 -23.9075101, 29.4612624 -23.9074423)",R71
32938480,,Compensatie Street,residential,False,False,254.277,,"LINESTRING (29.4612624 -23.9074423, 29.4615748 -23.9087225, 29.4618036 -23.9096749)",
32938480,,Compensatie Street,residential,False,True,183.77800000000002,,"LINESTRING (29.4612624 -23.9074423, 29.4611869 -23.9071127, 29.4610859 -23.9066655, 29.4608957 -23.9058239)",
