osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
241717816,N14,Skool Street,trunk,60,False,True,112.99,"LINESTRING (19.3966305 -29.1251996, 19.3954678 -29.1251692)",
10318617,R358,Voortrekker Street,secondary,,False,True,216.006,"LINESTRING (19.3966305 -29.1251996, 19.3966278 -29.1256331, 19.396601 -29.127142)",
58647080,N14,Skool Street,trunk,60,False,False,160.777,"LINESTRING (19.3966305 -29.1251996, 19.3970448 -29.1252026, 19.397689 -29.1252138, 19.3977872 -29.125216, 19.3982855 -29.1252164)",
260198866,N14,,trunk,,False,False,5.43,"LINESTRING (19.4005443 -29.1252569, 19.4006002 -29.1252571)",
"[7820514, 241717815, 229014167]","['N14', 'N14;R358']",4th Street,trunk,60,False,True,219.466,"LINESTRING (19.4005443 -29.1252569, 19.3998475 -29.1252523, 19.3994294 -29.1252453, 19.3982855 -29.1252164)",yes
241717816,N14,Skool Street,trunk,60,False,False,113.735,"LINESTRING (19.3933341 -29.1251504, 19.3945049 -29.1251633)",
241717816,N14,Skool Street,trunk,60,False,True,158.025,"LINESTRING (19.3933341 -29.1251504, 19.3917076 -29.1251207)",
662849998,,Dorp Street,residential,,False,True,83.661,"LINESTRING (19.3933341 -29.1251504, 19.393368 -29.1243986)",
38138143,,Dorp Street,residential,,False,False,214.59,"LINESTRING (19.3933341 -29.1251504, 19.3933153 -29.1262107, 19.3932925 -29.1270799)",
38138143,,Dorp Street,residential,,False,True,208.323,"LINESTRING (19.3932617 -29.1289532, 19.3932925 -29.1270799)",
241717813,,Von Wielligh Street,residential,,False,False,160.794,"LINESTRING (19.3932617 -29.1289532, 19.3916066 -29.1289249)",
38138143,,Dorp Street,residential,,False,False,209.109,"LINESTRING (19.3932617 -29.1289532, 19.3932509 -29.1297029, 19.3932214 -29.1308334)",
241717813,,Von Wielligh Street,residential,,False,True,112.334,"LINESTRING (19.3932617 -29.1289532, 19.3937203 -29.1289609, 19.394418 -29.1289725)",
87200150,,Buitekant Street,residential,,False,False,105.406,"LINESTRING (19.3916066 -29.1289249, 19.3916397 -29.1279774)",
87200150,,Buitekant Street,residential,,False,True,210.677,"LINESTRING (19.3916066 -29.1289249, 19.3915705 -29.1308193)",
241717813,,Von Wielligh Street,residential,,False,True,160.794,"LINESTRING (19.3916066 -29.1289249, 19.3932617 -29.1289532)",
38138148,,Steenkamp Street,residential,,False,False,112.931,"LINESTRING (19.3945049 -29.1251633, 19.3944717 -29.1261785)",
241717816,N14,Skool Street,trunk,60,False,False,93.534,"LINESTRING (19.3945049 -29.1251633, 19.3954678 -29.1251692)",
241717816,N14,Skool Street,trunk,60,False,True,113.735,"LINESTRING (19.3945049 -29.1251633, 19.3933341 -29.1251504)",
38138148,,Steenkamp Street,residential,,False,True,101.464,"LINESTRING (19.3944454 -29.1270907, 19.3944717 -29.1261785)",
241717809,,Kerk Street,residential,,False,False,111.992,"LINESTRING (19.3944454 -29.1270907, 19.3932925 -29.1270799)",
38138148,,Steenkamp Street,residential,,False,False,209.272,"LINESTRING (19.3944454 -29.1270907, 19.3944439 -29.1278333, 19.394418 -29.1289725)",
241717809,,Kerk Street,residential,,False,True,96.186,"LINESTRING (19.3944454 -29.1270907, 19.3947799 -29.1271053, 19.395435 -29.1271204)",
241717809,,Kerk Street,residential,,False,False,113.283,"LINESTRING (19.396601 -29.127142, 19.395435 -29.1271204)",
241717809,,Kerk Street,residential,,False,True,159.747,"LINESTRING (19.396601 -29.127142, 19.3982455 -29.1271585)",
10318617,R358,Voortrekker Street,secondary,,False,False,216.006,"LINESTRING (19.396601 -29.127142, 19.3966278 -29.1256331, 19.3966305 -29.1251996)",
10318617,R358,Voortrekker Street,secondary,,False,True,207.364,"LINESTRING (19.396601 -29.127142, 19.3965809 -29.1277219, 19.3965551 -29.1290064)",
87200150,,Buitekant Street,residential,,False,False,215.39,"LINESTRING (19.3916549 -29.1270572, 19.3917076 -29.1251207)",
87200150,,Buitekant Street,residential,,False,True,102.332,"LINESTRING (19.3916549 -29.1270572, 19.3916397 -29.1279774)",
241717809,,Kerk Street,residential,,False,True,159.086,"LINESTRING (19.3916549 -29.1270572, 19.3932925 -29.1270799)",
38138143,,Dorp Street,residential,,False,False,208.323,"LINESTRING (19.3932925 -29.1270799, 19.3932617 -29.1289532)",
241717809,,Kerk Street,residential,,False,False,159.086,"LINESTRING (19.3932925 -29.1270799, 19.3916549 -29.1270572)",
241717809,,Kerk Street,residential,,False,True,111.992,"LINESTRING (19.3932925 -29.1270799, 19.3944454 -29.1270907)",
38138143,,Dorp Street,residential,,False,True,214.59,"LINESTRING (19.3932925 -29.1270799, 19.3933153 -29.1262107, 19.3933341 -29.1251504)",
87200150,,Buitekant Street,residential,,False,False,220.12900000000002,"LINESTRING (19.3915008 -29.1327979, 19.3915504 -29.1317518, 19.3915705 -29.1308193)",
87200286,,Springbok Street,unclassified,,False,False,163.76999999999998,"LINESTRING (19.3915008 -29.1327979, 19.3925267 -29.1328202, 19.3931866 -29.1328225)",
10318617,R358,Voortrekker Street,secondary,,False,False,209.229,"LINESTRING (19.396529 -29.1308879, 19.3965551 -29.1290064)",
10318617,R358,Voortrekker Street,secondary,,False,True,176.866,"LINESTRING (19.396529 -29.1308879, 19.3964884 -29.1324781)",
241717811,,Truter Street,residential,,False,False,161.482,"LINESTRING (19.396529 -29.1308879, 19.394867 -29.130851)",
241717811,,Truter Street,residential,,False,True,158.42,"LINESTRING (19.396529 -29.1308879, 19.3981597 -29.1309159)",
87200150,,Buitekant Street,residential,,False,False,210.677,"LINESTRING (19.3915705 -29.1308193, 19.3916066 -29.1289249)",
241717811,,Truter Street,residential,,False,True,160.36,"LINESTRING (19.3915705 -29.1308193, 19.3932214 -29.1308334)",
87200150,,Buitekant Street,residential,,False,True,220.12900000000002,"LINESTRING (19.3915705 -29.1308193, 19.3915504 -29.1317518, 19.3915008 -29.1327979)",
38138143,,Dorp Street,residential,,False,False,221.204,"LINESTRING (19.3932214 -29.1308334, 19.3931866 -29.1328225)",
241717811,,Truter Street,residential,,False,False,160.36,"LINESTRING (19.3932214 -29.1308334, 19.3915705 -29.1308193)",
241717811,,Truter Street,residential,,False,True,159.849,"LINESTRING (19.3932214 -29.1308334, 19.394867 -29.130851)",
38138143,,Dorp Street,residential,,False,True,209.109,"LINESTRING (19.3932214 -29.1308334, 19.3932509 -29.1297029, 19.3932617 -29.1289532)",
38138143,,Dorp Street,residential,,False,True,221.204,"LINESTRING (19.3931866 -29.1328225, 19.3932214 -29.1308334)",
87200286,,Springbok Street,unclassified,,False,True,163.76999999999998,"LINESTRING (19.3931866 -29.1328225, 19.3925267 -29.1328202, 19.3915008 -29.1327979)",
10318617,R358,Voortrekker Street,secondary,,False,True,209.229,"LINESTRING (19.3965551 -29.1290064, 19.396529 -29.1308879)",
10318617,R358,Voortrekker Street,secondary,,False,False,207.364,"LINESTRING (19.3965551 -29.1290064, 19.3965809 -29.1277219, 19.396601 -29.127142)",
241717813,,Von Wielligh Street,residential,,False,False,112.12199999999999,"LINESTRING (19.3965551 -29.1290064, 19.3964491 -29.1290059, 19.3954009 -29.1289916)",
