osmid,oneway,lanes,name,highway,reversed,length,ref,maxspeed,geometry,tunnel
254641995,True,2,Fredman Drive,tertiary,False,25.084,,,"LINESTRING (28.0586867 -26.1005122, 28.0584529 -26.1005947)",
254642012,True,3,Rivonia Road,primary,False,10.518,M9,80,"LINESTRING (28.0586867 -26.1005122, 28.0586414 -26.1004268)",
4230596,True,2,Fredman Drive,tertiary,False,14.116,,,"LINESTRING (28.0588188 -26.100467, 28.0586867 -26.1005122)",
"[640082377, 640082378]",True,"['4', '3']",Rivonia Road,primary,False,132.087,M9,80,"LINESTRING (28.0588188 -26.100467, 28.0591388 -26.1010936, 28.0591606 -26.101137, 28.05938 -26.1015426)",
236360570,False,2,Stella Street,residential,False,14.291,,,"LINESTRING (28.0569 -26.1069482, 28.0569899 -26.1068482)",
"[642626176, 622843202, 242781364]",True,"['2', '3']",West Street,tertiary,False,268.02,,,"LINESTRING (28.0569 -26.1069482, 28.0567905 -26.1068621, 28.0566815 -26.1067745, 28.0562184 -26.1063839, 28.0560938 -26.1062802, 28.0560745 -26.1062647, 28.0557249 -26.1059862, 28.0553509 -26.1056883, 28.0549065 -26.1053344)",
236360570,False,2,Stella Street,residential,True,14.291,,,"LINESTRING (28.0569899 -26.1068482, 28.0569 -26.1069482)",
"[622847247, 640082373, 172312895]",True,"['4', '3']",West Street,tertiary,False,148.84300000000002,,,"LINESTRING (28.0569899 -26.1068482, 28.057155 -26.1069819, 28.0574575 -26.1072248, 28.0579374 -26.1076033, 28.0579886 -26.1076453, 28.0581117 -26.1077291)",
622843200,True,3,West Street,tertiary,False,8.171,,,"LINESTRING (28.0549065 -26.1053344, 28.0548435 -26.1052875)",
254642006,True,2,Maude Street,unclassified,False,301.169,,,"LINESTRING (28.0549065 -26.1053344, 28.054893 -26.1053511, 28.0548066 -26.1054512, 28.0547093 -26.1055504, 28.0546384 -26.1056226, 28.0536519 -26.1066278, 28.0533341 -26.1069397, 28.053102 -26.1071836, 28.0529317 -26.1073805)",
254642006,True,2,Maude Street,unclassified,False,16.635,,,"LINESTRING (28.0549977 -26.1052092, 28.0549065 -26.1053344)",
254642024,True,2,West Street,tertiary,False,30.695,,,"LINESTRING (28.0549977 -26.1052092, 28.055223 -26.105397)",
243601195,True,3,Alice Lane,tertiary,False,16.354,,,"LINESTRING (28.0539409 -26.1045212, 28.0540557 -26.1044163)",
243601200,True,2,West Street,tertiary,False,165.317,,,"LINESTRING (28.0539409 -26.1045212, 28.0534762 -26.1041199, 28.0529773 -26.1036755, 28.052748 -26.1034906)",
622847240,True,2,West Street,tertiary,False,13.908,,,"LINESTRING (28.0540557 -26.1044163, 28.054159 -26.1045002)",
243601219,True,2,5th Street,tertiary,False,15.919,,,"LINESTRING (28.0517147 -26.1067994, 28.0518572 -26.1068636)",
243601195,True,3,Alice Lane,tertiary,False,226.62099999999998,,,"LINESTRING (28.0517147 -26.1067994, 28.0519943 -26.1064942, 28.0521876 -26.1062944, 28.0524114 -26.106063, 28.0532127 -26.1052688)",
243601196,True,2,Alice Lane,tertiary,False,12.82,,,"LINESTRING (28.0516302 -26.1068862, 28.0517147 -26.1067994)",
642626164,True,2,5th Street,tertiary,False,33.293,,,"LINESTRING (28.0516302 -26.1068862, 28.0513378 -26.1067423)",
642640034,True,3,5th Street,tertiary,False,16.899,,,"LINESTRING (28.0517784 -26.1069596, 28.0516302 -26.1068862)",
254641989,True,2,Alice Lane,tertiary,False,279.457,,,"LINESTRING (28.0517784 -26.1069596, 28.0509885 -26.1077478, 28.0505794 -26.10815, 28.0499189 -26.1088377)",
254642031,True,2,5th Street,tertiary,False,60.284,,,"LINESTRING (28.0518572 -26.1068636, 28.0523824 -26.107131)",
642640033,True,2,Alice Lane,tertiary,False,13.261,,,"LINESTRING (28.0518572 -26.1068636, 28.0517784 -26.1069596)",
642640031,True,2,Fredman Drive,tertiary,False,11.511,,,"LINESTRING (28.049752 -26.1059119, 28.049817 -26.1058264)",
1053152546,True,2,5th Street,tertiary,False,23.499,,,"LINESTRING (28.049752 -26.1059119, 28.0495454 -26.1058107)",
"[642626163, 642626164]",True,"['2', '3']",5th Street,tertiary,False,152.735,,,"LINESTRING (28.0513378 -26.1067423, 28.0507542 -26.106442, 28.0503184 -26.1062089, 28.0500179 -26.1060482)",
23917731,False,,Gwen Lane,unclassified,False,13.505,,,"LINESTRING (28.0562416 -26.1015649, 28.0561893 -26.1014529)",
23917731,False,,Gwen Lane,unclassified,True,27.184,,,"LINESTRING (28.0562416 -26.1015649, 28.0563354 -26.1017944)",
254641995,True,2,Fredman Drive,tertiary,False,28.895,,,"LINESTRING (28.0562416 -26.1015649, 28.0559854 -26.1016857)",
784893615,True,4,,tertiary,False,14.068,,,"LINESTRING (28.0504491 -26.1008837, 28.0503977 -26.1007659)",
641947929,True,2,Grayston Drive,secondary,False,34.695,M40,60,"LINESTRING (28.0504491 -26.1008837, 28.0503306 -26.100929, 28.0501287 -26.1010044)",
784893616,True,2,,tertiary,False,14.047,,,"LINESTRING (28.0505244 -26.1007183, 28.0505697 -26.1008379)",
622909267,True,2,Grayston Drive,secondary,False,36.231,M40,60,"LINESTRING (28.0505244 -26.1007183, 28.0506371 -26.1006719, 28.0508584 -26.1005912)",
254641994,True,2,Fredman Drive,tertiary,False,44.311,,,"LINESTRING (28.0524556 -26.1030914, 28.052858 -26.1029234)",
254642023,True,3,West Street,tertiary,False,12.512,,,"LINESTRING (28.0524556 -26.1030914, 28.0525519 -26.1031634)",
23917731,False,,Gwen Lane,unclassified,False,52.93,,,"LINESTRING (28.0561893 -26.1014529, 28.0559733 -26.1010182)",
23917731,False,,Gwen Lane,unclassified,True,13.505,,,"LINESTRING (28.0561893 -26.1014529, 28.0562416 -26.1015649)",
