osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,bridge
40119914,Van Zyl Street,residential,False,True,108.56,,"LINESTRING (19.8870134 -33.7994566, 19.8862235 -33.7987339)",,
615214300,Paul Kruger Street,tertiary,False,False,111.845,2,"LINESTRING (19.8870134 -33.7994566, 19.8879086 -33.7987796)",,
615214300,Paul Kruger Street,tertiary,False,True,115.0,2,"LINESTRING (19.8870134 -33.7994566, 19.8861089 -33.800167)",,
40119913,Paul Kruger Street,tertiary,False,False,115.165,2,"LINESTRING (19.8797017 -33.8049891, 19.8806338 -33.8043015)",,
40119913,Paul Kruger Street,tertiary,False,True,111.723,2,"LINESTRING (19.8797017 -33.8049891, 19.8788112 -33.8056688)",,
120838238,Adderley Street,residential,False,False,108.39500000000001,,"LINESTRING (19.8797017 -33.8049891, 19.8792668 -33.8045823, 19.8789226 -33.8042603)",,
40147673,Reitz Street,residential,False,True,115.05,2,"LINESTRING (19.8836855 -33.8055446, 19.8846008 -33.8048431)",,
40147673,Reitz Street,residential,False,False,115.92500000000001,2,"LINESTRING (19.8836855 -33.8055446, 19.8832161 -33.8059009, 19.8831396 -33.8059589, 19.8827591 -33.8062477)",,
"[644550601, 644457881, 120838229]",Church Street,unclassified,False,False,293.663,"['2', '3']","LINESTRING (19.8836855 -33.8055446, 19.8833937 -33.8052869, 19.8826414 -33.8045897, 19.8824272 -33.8043912, 19.8818557 -33.8038524, 19.8815625 -33.8035794)",,
40150940,Piet Retief Street,residential,False,False,114.03,,"LINESTRING (19.8789226 -33.8042603, 19.8798358 -33.8035705)",,
120838238,Adderley Street,residential,False,True,108.39500000000001,,"LINESTRING (19.8789226 -33.8042603, 19.8792668 -33.8045823, 19.8797017 -33.8049891)",,
40355739,Barry Street,residential,False,False,65.514,,"LINESTRING (19.8790439 -33.8028383, 19.8795656 -33.8024393)",,
120838224,Hoop Street,residential,False,True,109.465,,"LINESTRING (19.8790439 -33.8028383, 19.8798358 -33.8035705)",,
40119913,Paul Kruger Street,tertiary,False,True,50.228,2,"LINESTRING (19.8815625 -33.8035794, 19.8811662 -33.8038886)",,
615214300,Paul Kruger Street,tertiary,False,False,46.404,2,"LINESTRING (19.8815625 -33.8035794, 19.8819327 -33.8032974)",,
"[644457881, 644550601, 120838229]",Church Street,unclassified,False,True,293.663,"['2', '3']","LINESTRING (19.8815625 -33.8035794, 19.8818557 -33.8038524, 19.8824272 -33.8043912, 19.8826414 -33.8045897, 19.8833937 -33.8052869, 19.8836855 -33.8055446)",,
40150940,Piet Retief Street,residential,False,False,66.98,,"LINESTRING (19.8798358 -33.8035705, 19.8803723 -33.8031654)",,
40150940,Piet Retief Street,residential,False,True,114.03,,"LINESTRING (19.8798358 -33.8035705, 19.8789226 -33.8042603)",,
120838224,Hoop Street,residential,False,False,109.465,,"LINESTRING (19.8798358 -33.8035705, 19.8790439 -33.8028383)",,
120838224,Hoop Street,residential,False,True,109.74600000000001,,"LINESTRING (19.8798358 -33.8035705, 19.8801018 -33.8038194, 19.8802054 -33.8039133, 19.8806338 -33.8043015)",,
120838242,Truter Street,residential,False,False,109.257,2,"LINESTRING (19.8842709 -33.80154, 19.8834937 -33.8007995)",,
615214300,Paul Kruger Street,tertiary,False,False,115.496,2,"LINESTRING (19.8842709 -33.80154, 19.8852009 -33.800846)",,
615214300,Paul Kruger Street,tertiary,False,True,112.263,2,"LINESTRING (19.8842709 -33.80154, 19.8833757 -33.8022226)",,
120838242,Truter Street,residential,False,True,292.778,2,"LINESTRING (19.8842709 -33.80154, 19.8851761 -33.8023541, 19.8864086 -33.8034835)",,
40150940,Piet Retief Street,residential,False,True,112.691,,"LINESTRING (19.8834937 -33.8007995, 19.8825952 -33.8014848)",,
120838242,Truter Street,residential,False,False,110.989,2,"LINESTRING (19.8834937 -33.8007995, 19.8826884 -33.8000589)",,
120838242,Truter Street,residential,False,True,109.257,2,"LINESTRING (19.8834937 -33.8007995, 19.8842709 -33.80154)",,
40150940,Piet Retief Street,residential,False,False,113.30000000000001,,"LINESTRING (19.8834937 -33.8007995, 19.8841928 -33.8002724, 19.884401 -33.8001141)",,
40119914,Van Zyl Street,residential,False,False,109.169,,"LINESTRING (19.8854343 -33.7980033, 19.8862235 -33.7987339)",,
40355739,Barry Street,residential,False,True,113.946,,"LINESTRING (19.8854343 -33.7980033, 19.8845237 -33.7986943)",,
40119913,Paul Kruger Street,tertiary,False,False,111.723,2,"LINESTRING (19.8788112 -33.8056688, 19.8797017 -33.8049891)",,
58889376,White Street,unclassified,False,True,109.231,,"LINESTRING (19.8833757 -33.8022226, 19.8825952 -33.8014848)",,
615214300,Paul Kruger Street,tertiary,False,False,112.263,2,"LINESTRING (19.8833757 -33.8022226, 19.8842709 -33.80154)",,
615214300,Paul Kruger Street,tertiary,False,True,112.117,2,"LINESTRING (19.8833757 -33.8022226, 19.8830397 -33.8024783, 19.8824765 -33.8028996)",,
