osmid,oneway,ref,name,highway,reversed,length,lanes,maxspeed,geometry
775335244,False,N11;R555,Cowen Ntuli Street,trunk,False,10.021,,,"LINESTRING (29.4547621 -25.7680278, 29.4548595 -25.7680485)"
775335246,True,N11,Walter Sisulu Street,trunk,False,16.931,2,60,"LINESTRING (29.4547621 -25.7680278, 29.4548345 -25.7678902)"
71185116,False,,Cowen Ntuli Street,residential,True,302.951,,,"LINESTRING (29.4547621 -25.7680278, 29.4546059 -25.7679954, 29.4540408 -25.7678721, 29.4521429 -25.767472, 29.4518173 -25.7674034)"
775229375,False,,John Magagula Street,tertiary,False,8.211,,,"LINESTRING (29.4589403 -25.7688624, 29.4589216 -25.7689343)"
77161648,False,,John Magagula Street,residential,True,211.865,,,"LINESTRING (29.4589403 -25.7688624, 29.4591616 -25.7679548, 29.4593936 -25.7670013)"
37703509,False,,Weeber Street,residential,False,175.659,,,"LINESTRING (29.4583427 -25.771153, 29.4600541 -25.7714999)"
775229375,False,,John Magagula Street,tertiary,False,50.676,,,"LINESTRING (29.4583427 -25.771153, 29.4582234 -25.7715959)"
775229375,False,,John Magagula Street,tertiary,True,33.031,,,"LINESTRING (29.4583427 -25.771153, 29.4584095 -25.7708621)"
37703377,False,N11,Walter Sisulu Street,trunk,False,212.804,1,60,"LINESTRING (29.4552977 -25.7661579, 29.4556904 -25.7644949, 29.4557471 -25.7642875)"
37703377,False,N11,Walter Sisulu Street,trunk,True,198.151,1,60,"LINESTRING (29.4552977 -25.7661579, 29.4552182 -25.7664747, 29.4549209 -25.7675701, 29.4549007 -25.7676637, 29.4548345 -25.7678902)"
71185110,True,,SADC Street,residential,False,309.687,,,"LINESTRING (29.4552977 -25.7661579, 29.4540811 -25.7659169, 29.4534041 -25.7657803, 29.4529403 -25.7656819, 29.4522817 -25.7655423)"
37703518,True,,SADC Street,residential,False,298.525,,,"LINESTRING (29.4593936 -25.7670013, 29.4583274 -25.7667859, 29.4579848 -25.7667126, 29.4564874 -25.7664034)"
77161648,False,,John Magagula Street,residential,False,211.865,,,"LINESTRING (29.4593936 -25.7670013, 29.4591616 -25.7679548, 29.4589403 -25.7688624)"
77161648,False,,John Magagula Street,residential,True,213.66699999999997,,,"LINESTRING (29.4593936 -25.7670013, 29.459682 -25.7658908, 29.4598877 -25.765132)"
37703377,False,N11,Walter Sisulu Street,trunk,True,212.804,1,60,"LINESTRING (29.4557471 -25.7642875, 29.4556904 -25.7644949, 29.4552977 -25.7661579)"
795344492,True,,Bhimy Damane Street,tertiary,False,121.05499999999999,,,"LINESTRING (29.4557471 -25.7642875, 29.4560187 -25.7643421, 29.4569259 -25.7645287)"
77161648,False,,John Magagula Street,residential,False,213.66699999999997,,,"LINESTRING (29.4598877 -25.765132, 29.459682 -25.7658908, 29.4593936 -25.7670013)"
206386752,False,,SADC Street,residential,False,58.954,,,"LINESTRING (29.4522817 -25.7655423, 29.4517091 -25.7654191)"
77161656,False,,West Street,residential,False,212.132,,,"LINESTRING (29.4522817 -25.7655423, 29.4521197 -25.7661601, 29.4520913 -25.7662694, 29.4518891 -25.7671448, 29.4518173 -25.7674034)"
77161656,False,,West Street,residential,True,177.834,,,"LINESTRING (29.4522817 -25.7655423, 29.4523766 -25.7651663, 29.4524554 -25.7648541, 29.4525325 -25.7645483, 29.4526724 -25.7639822)"
77161656,False,,West Street,residential,False,69.375,,,"LINESTRING (29.4518173 -25.7674034, 29.4516595 -25.7680109)"
71185116,False,,Cowen Ntuli Street,residential,False,302.951,,,"LINESTRING (29.4518173 -25.7674034, 29.4521429 -25.767472, 29.4540408 -25.7678721, 29.4546059 -25.7679954, 29.4547621 -25.7680278)"
77161656,False,,West Street,residential,True,212.132,,,"LINESTRING (29.4518173 -25.7674034, 29.4518891 -25.7671448, 29.4520913 -25.7662694, 29.4521197 -25.7661601, 29.4522817 -25.7655423)"
101962884,False,,O.R. Tambo Street,residential,True,213.032,1,60,"LINESTRING (29.4564874 -25.7664034, 29.4569259 -25.7645287)"
37703518,True,,SADC Street,residential,False,122.228,,,"LINESTRING (29.4564874 -25.7664034, 29.455852 -25.7662771, 29.4552977 -25.7661579)"
101962884,False,,O.R. Tambo Street,residential,False,211.683,1,60,"LINESTRING (29.4564874 -25.7664034, 29.4563689 -25.7669258, 29.4563311 -25.7670718, 29.4560543 -25.7680274, 29.4560275 -25.7681348, 29.4559983 -25.7682549)"
101962884,False,,O.R. Tambo Street,residential,False,213.032,1,60,"LINESTRING (29.4569259 -25.7645287, 29.4564874 -25.7664034)"
795344492,True,,Bhimy Damane Street,tertiary,False,304.092,,,"LINESTRING (29.4569259 -25.7645287, 29.4578889 -25.7647199, 29.4582736 -25.764797, 29.45898 -25.7649452, 29.4598877 -25.765132)"
77161656,False,,West Street,residential,False,35.081,,,"LINESTRING (29.4527522 -25.763675, 29.4526724 -25.7639822)"
775227899,False,,Bhimy Damane Street,tertiary,True,34.649,,,"LINESTRING (29.4527522 -25.763675, 29.4524161 -25.763601)"
775228379,True,,Bhimy Damane Street,tertiary,False,307.559,,,"LINESTRING (29.4527522 -25.763675, 29.4540679 -25.7639531, 29.4543469 -25.7640119, 29.454615 -25.7640665, 29.4557471 -25.7642875)"
77161656,False,,West Street,residential,True,69.375,,,"LINESTRING (29.4516595 -25.7680109, 29.4518173 -25.7674034)"
206385767,False,,Laver Street,residential,False,100.943,,,"LINESTRING (29.4516595 -25.7680109, 29.4506773 -25.7678067)"
206385767,False,,Laver Street,residential,True,222.221,,,"LINESTRING (29.4516595 -25.7680109, 29.4538146 -25.7684876)"
77161656,False,,West Street,residential,False,153.679,,,"LINESTRING (29.4516595 -25.7680109, 29.4514516 -25.7688962, 29.4513752 -25.7693684)"
101962884,False,,O.R. Tambo Street,residential,True,65.532,1,60,"LINESTRING (29.4558405 -25.7688993, 29.4559815 -25.7683238)"
206385767,False,,Laver Street,residential,False,115.172,,,"LINESTRING (29.4558405 -25.7688993, 29.4547179 -25.768674)"
101962884,False,,O.R. Tambo Street,residential,False,136.509,1,60,"LINESTRING (29.4558405 -25.7688993, 29.4556619 -25.7697659, 29.4556195 -25.7698938, 29.4555468 -25.7700316, 29.4554991 -25.7700738)"
37703509,False,,Weeber Street,residential,True,175.659,,,"LINESTRING (29.4600541 -25.7714999, 29.4583427 -25.771153)"
77161656,False,,West Street,residential,True,153.172,,,"LINESTRING (29.4511161 -25.770726, 29.4513752 -25.7693684)"
206386710,False,,Creux Street,residential,True,210.42,,,"LINESTRING (29.4511161 -25.770726, 29.4531666 -25.7711398)"
77161656,False,,West Street,residential,False,148.65800000000002,,,"LINESTRING (29.4511161 -25.770726, 29.4509136 -25.7718367, 29.4508668 -25.7720438)"
206385767,False,,Laver Street,residential,False,222.221,,,"LINESTRING (29.4538146 -25.7684876, 29.4516595 -25.7680109)"
206386732,False,,De Villiers Street,residential,False,150.243,,,"LINESTRING (29.4538146 -25.7684876, 29.4534927 -25.7698073)"
206385767,False,,Laver Street,residential,True,81.964,,,"LINESTRING (29.4538146 -25.7684876, 29.454357 -25.7685996, 29.4544568 -25.7686202, 29.4546126 -25.7686516)"
206386710,False,,Creux Street,residential,False,210.42,,,"LINESTRING (29.4531666 -25.7711398, 29.4511161 -25.770726)"
206386732,False,,De Villiers Street,residential,True,151.72400000000002,,,"LINESTRING (29.4531666 -25.7711398, 29.4531979 -25.7710156, 29.4534927 -25.7698073)"
77161656,False,,West Street,residential,True,148.65800000000002,,,"LINESTRING (29.4508668 -25.7720438, 29.4509136 -25.7718367, 29.4511161 -25.770726)"
